"year","pgisced97","sampreg","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2014","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2014","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2014","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2015","general elemantary","Ostdeutschland, neue Bundeslaender","5.15","5","366","3","4","6","7","4.97","5.33","5","6"
"2015","general elemantary","Westdeutschland, alte Bundeslaender","5.21","6","2551","3","4","7","7","5.15","5.27","5","6"
"2015","higher education","Ostdeutschland, neue Bundeslaender","5.45","6","1424","4","5","6","7","5.38","5.52","6","6"
"2015","higher education","Westdeutschland, alte Bundeslaender","5.48","6","4980","4","5","6","7","5.44","5.52","6","6"
"2015","higher vocational","Ostdeutschland, neue Bundeslaender","5.19","6","399","3","4","6","7","5.05","5.33","5","6"
"2015","higher vocational","Westdeutschland, alte Bundeslaender","5.34","6","1137","3","5","6","7","5.26","5.42","5","6"
"2015","in school","Ostdeutschland, neue Bundeslaender","5.28","6","58","4","4","6","7","4.93","5.63","5","5"
"2015","in school","Westdeutschland, alte Bundeslaender","5.05","5","316","3","4","6","7","4.89","5.21","5","6"
"2015","inadequately","Ostdeutschland, neue Bundeslaender","4.67","5","52","1","4","6","7","4.18","5.16","5","6"
"2015","inadequately","Westdeutschland, alte Bundeslaender","5.11","5","456","2","4","7","7","4.94","5.28","5","6"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","5.16","5","2751","3","4","6","7","5.1","5.22","5","6"
"2015","middle vocational","Westdeutschland, alte Bundeslaender","5.25","6","9389","3","4","6","7","5.22","5.28","5","6"
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","5.47","6","288","4","4","7","7","5.29","5.65","5","6"
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","5.33","6","1855","4","5","6","7","5.26","5.4","6","6"
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","6.61","7","148","6","7","7","7","6.45","6.77","7","7"
"2016","general elemantary","Westdeutschland, alte Bundeslaender","5.92","7","681","4","5","7","7","5.84","6","7","7"
"2016","higher education","Ostdeutschland, neue Bundeslaender","6.58","7","123","6","6","7","7","6.41","6.75","7","7"
"2016","higher education","Westdeutschland, alte Bundeslaender","5.97","7","647","4","5","7","7","5.89","6.05","7","7"
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2016","inadequately","Ostdeutschland, neue Bundeslaender","6.43","7","271","4","7","7","7","6.3","6.56","7","7"
"2016","inadequately","Westdeutschland, alte Bundeslaender","6.11","7","1251","4","5","7","7","6.05","6.17","7","7"
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","5.78","7","134","2","5","7","7","5.59","5.97","7","7"
"2016","middle vocational","Westdeutschland, alte Bundeslaender","5.96","7","653","4","5","7","7","5.87","6.05","7","7"
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","5.45","5.97","95","4","4","7","7","5.19","5.71","6","7"
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","6.14","7","51","5","5","7","7","5.79","6.49","7","7"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","6.3","7","504","5","6","7","7","6.2","6.4","7","7"
"2017","higher education","Ostdeutschland, neue Bundeslaender","6.65","7","43","6","7","7","7","6.28","7.02","7","7"
"2017","higher education","Westdeutschland, alte Bundeslaender","6.39","7","402","5","6","7","7","6.28","6.5","7","7"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2017","inadequately","Ostdeutschland, neue Bundeslaender","6.26","7","100","4","6","7","7","6.04","6.48","7","7"
"2017","inadequately","Westdeutschland, alte Bundeslaender","6.4","7","1094","5","6","7","7","6.33","6.47","7","7"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","6.65","7","45","5","7","7","7","6.3","7","7","7"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","6.31","7","396","5","6","7","7","6.2","6.42","7","7"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","6.15","7","65","4","5","7","7","5.82","6.48","7","7"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","general elemantary","Westdeutschland, alte Bundeslaender","6.63","7","81","5","7","7","7","6.37","6.89","7","7"
"2018","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","higher education","Westdeutschland, alte Bundeslaender","6.6","7","39","5","7","7","7","6.3","6.9","7","7"
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2018","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","inadequately","Westdeutschland, alte Bundeslaender","6.16","7","149","4","6","7","7","5.92","6.4","7","7"
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","middle vocational","Westdeutschland, alte Bundeslaender","6.15","7","51","4","6","7","7","5.79","6.51","6","7"
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","general elemantary","Westdeutschland, alte Bundeslaender","5.99","7","49","2","6","7","7","5.68","6.3","7","7"
"2019","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","in school","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
"2019","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","inadequately","Westdeutschland, alte Bundeslaender","6.01","7","120","4","5","7","7","5.74","6.28","6","7"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","middle vocational","Westdeutschland, alte Bundeslaender","6.69","7","32","6","7","7","7","6.25","7.13","6","7"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","","","",""
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","","","",""
