"ple0179","year","education","n","percent","lower_confidence","upper_confidence"
"Four to six days a week","2017","college entrance qualification","","","",""
"Four to six days a week","2017","Other degree","","","",""
"Four to six days a week","2017","no degree/no degree yet","","","",""
"Two to three days a week","2017","lower secondary degree","","","",""
"Two to three days a week","2017","secondary school degree","","","",""
"Two to three days a week","2017","college entrance qualification","","","",""
"Two to three days a week","2017","Other degree","","","",""
"Two to three days a week","2017","no degree/no degree yet","","","",""
"Two to four days a month","2017","lower secondary degree","","","",""
"Two to four days a month","2017","secondary school degree","","","",""
"Two to four days a month","2017","college entrance qualification","","","",""
"Two to four days a month","2017","Other degree","","","",""
"Two to four days a month","2017","no degree/no degree yet","","","",""
"Once a month or less","2017","lower secondary degree","","","",""
"Once a month or less","2017","secondary school degree","","","",""
"Once a month or less","2017","college entrance qualification","","","",""
"Once a month or less","2017","Other degree","","","",""
"Once a month or less","2017","no degree/no degree yet","","","",""
"Never","2017","lower secondary degree","","","",""
"Never","2017","secondary school degree","","","",""
"Never","2017","college entrance qualification","","","",""
"Never","2017","Other degree","","","",""
"Never","2017","no degree/no degree yet","","","",""
"Daily","2018","lower secondary degree","614","0.0930450030116543","0.0855029746948504","0.100587031328458"
"Daily","2018","secondary school degree","802","0.115768991176039","0.108378712118476","0.123159270233601"
"Daily","2018","college entrance qualification","745","0.0960050921471385","0.0894030865677046","0.102607097726572"
"Daily","2018","Other degree","367","0.100855236149021","0.0899866077642517","0.111723864533789"
"Daily","2018","no degree/no degree yet","136","0.144530527508237","0.121403295340404","0.16765775967607"
"Four to six days a week","2018","lower secondary degree","1253","0.211337770807941","0.200738332667403","0.221937208948479"
"Four to six days a week","2018","secondary school degree","1624","0.228463510636603","0.218765816083136","0.238161205190071"
"Four to six days a week","2018","college entrance qualification","1841","0.240894168474637","0.231310979156454","0.250477357792819"
"Four to six days a week","2018","Other degree","619","0.201315247826729","0.18684297515599","0.215787520497468"
"Four to six days a week","2018","no degree/no degree yet","213","0.211429494333924","0.184573288401587","0.238285700266261"
"Two to three days a week","2018","lower secondary degree","2859","0.507047537945158","0.494067510172905","0.520027565717412"
"Two to three days a week","2018","secondary school degree","3418","0.461039414137495","0.44952533067089","0.472553497604101"
"Two to three days a week","2018","college entrance qualification","3251","0.417367909217001","0.406316886080109","0.428418932353894"
"Two to three days a week","2018","Other degree","1356","0.46225791819665","0.444263413529515","0.480252422863786"
"Two to three days a week","2018","no degree/no degree yet","371","0.430971221821076","0.398400089328175","0.463542354313976"
"Two to four days a month","2018","lower secondary degree","728","0.137066369579427","0.128137367689827","0.145995371469026"
"Two to four days a month","2018","secondary school degree","972","0.139963608605462","0.13194963657243","0.147977580638495"
"Two to four days a month","2018","college entrance qualification","1151","0.158831188758524","0.150639843442389","0.167022534074659"
"Two to four days a month","2018","Other degree","374","0.149646973147501","0.136772060113871","0.162521886181131"
"Two to four days a month","2018","no degree/no degree yet","102","0.147843438955142","0.124497984518858","0.171188893391426"
"Once a month or less","2018","lower secondary degree","170","0.0355735242757095","0.0307646129257048","0.0403824356257142"
"Once a month or less","2018","secondary school degree","224","0.0327609566386339","0.028649203432957","0.0368727098443109"
"Once a month or less","2018","college entrance qualification","271","0.035977323997679","0.0318037913609151","0.0401508566344429"
"Once a month or less","2018","Other degree","129","0.0519520353781808","0.0439421344708467","0.0599619362855149"
"Once a month or less","2018","no degree/no degree yet","30","0.0298279150190136","0.0186392713234787","0.0410165587145485"
"Never","2018","lower secondary degree","75","0.0159297943801098","0.0126791692459263","0.0191804195142933"
"Never","2018","secondary school degree","160","0.0220035188057662","0.0186151040969005","0.0253919335146318"
"Never","2018","college entrance qualification","390","0.050924317405021","0.0459975870705928","0.0558510477394492"
"Never","2018","Other degree","104","0.0339725893019183","0.0274342153764857","0.040510963227351"
"Never","2018","no degree/no degree yet","36","0.0353974023626071","0.0232438980915566","0.0475509066336577"
