"ple0179","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Brandenburg","college entrance qualification","21","","",""
"Daily","2016","Brandenburg","Other degree","14","","",""
"Daily","2016","Brandenburg","no degree/no degree yet","4","","",""
"Daily","2016","Mecklenburg-Western Pomerania","lower secondary degree","15","","",""
"Daily","2016","Mecklenburg-Western Pomerania","secondary school degree","49","0.248849396705463","0.195256171550349","0.302442621860577"
"Daily","2016","Mecklenburg-Western Pomerania","college entrance qualification","16","","",""
"Daily","2016","Mecklenburg-Western Pomerania","Other degree","3","","",""
"Daily","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Daily","2016","Saxony","lower secondary degree","23","","",""
"Daily","2016","Saxony","secondary school degree","78","0.121391757459706","0.0970767890409365","0.145706725878475"
"Daily","2016","Saxony","college entrance qualification","33","0.0783450762370311","0.0515383075905941","0.105151844883468"
"Daily","2016","Saxony","Other degree","2","","",""
"Daily","2016","Saxony","no degree/no degree yet","5","","",""
"Daily","2016","Saxony-Anhalt","lower secondary degree","22","","",""
"Daily","2016","Saxony-Anhalt","secondary school degree","48","0.133065667225146","0.0982216862454703","0.167909648204821"
"Daily","2016","Saxony-Anhalt","college entrance qualification","32","0.174932242296907","0.12105428188218","0.228810202711635"
"Daily","2016","Saxony-Anhalt","Other degree","11","","",""
"Daily","2016","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Daily","2016","Thuringia","lower secondary degree","23","","",""
"Daily","2016","Thuringia","secondary school degree","67","0.175585355341043","0.137921735999668","0.213248974682418"
"Daily","2016","Thuringia","college entrance qualification","16","","",""
"Daily","2016","Thuringia","Other degree","13","","",""
"Daily","2016","Thuringia","no degree/no degree yet","1","","",""
"Four to six days a week","2016","Schleswig-Holstein","lower secondary degree","52","0.247024574459194","0.189904795939317","0.304144352979071"
"Four to six days a week","2016","Schleswig-Holstein","secondary school degree","61","0.269770485468064","0.2122851251629","0.327255845773228"
"Four to six days a week","2016","Schleswig-Holstein","college entrance qualification","49","0.232182640465146","0.174664246036348","0.289701034893945"
"Four to six days a week","2016","Schleswig-Holstein","Other degree","18","","",""
"Four to six days a week","2016","Schleswig-Holstein","no degree/no degree yet","11","","",""
"Four to six days a week","2016","Hamburg","lower secondary degree","16","","",""
"Four to six days a week","2016","Hamburg","secondary school degree","28","","",""
"Four to six days a week","2016","Hamburg","college entrance qualification","38","0.197748137788119","0.137519225743206","0.257977049833031"
"Four to six days a week","2016","Hamburg","Other degree","11","","",""
"Four to six days a week","2016","Hamburg","no degree/no degree yet","5","","",""
"Four to six days a week","2016","Lower Saxony","lower secondary degree","139","0.189422456741149","0.157338804795537","0.221506108686762"
"Four to six days a week","2016","Lower Saxony","secondary school degree","159","0.266313117737941","0.232305406900082","0.300320828575801"
"Four to six days a week","2016","Lower Saxony","college entrance qualification","151","0.233905855561471","0.201462868354845","0.266348842768097"
"Four to six days a week","2016","Lower Saxony","Other degree","76","0.194387345689309","0.148683896016355","0.240090795362262"
"Four to six days a week","2016","Lower Saxony","no degree/no degree yet","20","","",""
"Four to six days a week","2016","Bremen","lower secondary degree","5","","",""
"Four to six days a week","2016","Bremen","secondary school degree","10","","",""
"Four to six days a week","2016","Bremen","college entrance qualification","10","","",""
"Four to six days a week","2016","Bremen","Other degree","5","","",""
"Four to six days a week","2016","Bremen","no degree/no degree yet","2","","",""
"Four to six days a week","2016","North Rhine-Westphalia","lower secondary degree","308","0.234287873170307","0.210432638838782","0.258143107501832"
"Four to six days a week","2016","North Rhine-Westphalia","secondary school degree","230","0.218037519001955","0.192509116781431","0.243565921222478"
"Four to six days a week","2016","North Rhine-Westphalia","college entrance qualification","389","0.253650636008799","0.232250728155166","0.275050543862432"
"Four to six days a week","2016","North Rhine-Westphalia","Other degree","188","0.20267509579216","0.174299906973994","0.231050284610326"
"Four to six days a week","2016","North Rhine-Westphalia","no degree/no degree yet","65","0.211050239394897","0.161354883186886","0.260745595602908"
"Four to six days a week","2016","Hesse","lower secondary degree","63","0.216810375213479","0.171661535358309","0.261959215068649"
"Four to six days a week","2016","Hesse","secondary school degree","101","0.254897162858416","0.210905738357694","0.298888587359138"
"Four to six days a week","2016","Hesse","college entrance qualification","133","0.279029365636831","0.241304133564852","0.31675459770881"
"Four to six days a week","2016","Hesse","Other degree","43","0.134410960998695","0.0930299540319798","0.175791967965409"
"Four to six days a week","2016","Hesse","no degree/no degree yet","16","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","lower secondary degree","112","0.211903601380085","0.174879544470895","0.248927658289275"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","secondary school degree","63","0.164021378253989","0.121403001308271","0.206639755199708"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","college entrance qualification","75","0.191102226428696","0.149493854348562","0.232710598508829"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","Other degree","59","0.238227399744388","0.187129742427267","0.289325057061509"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","13","","",""
"Four to six days a week","2016","Baden-Württemberg","lower secondary degree","151","0.194817865092362","0.165201539387325","0.224434190797398"
"Four to six days a week","2016","Baden-Württemberg","secondary school degree","158","0.243189469428038","0.210968359182131","0.275410579673946"
"Four to six days a week","2016","Baden-Württemberg","college entrance qualification","210","0.245678622087677","0.216338816748741","0.275018427426613"
"Four to six days a week","2016","Baden-Württemberg","Other degree","92","0.116098129549206","0.0870752965810708","0.145120962517342"
"Four to six days a week","2016","Baden-Württemberg","no degree/no degree yet","11","","",""
"Four to six days a week","2016","Bavaria","lower secondary degree","299","0.246993273442965","0.222207628476608","0.271778918409322"
"Four to six days a week","2016","Bavaria","secondary school degree","233","0.242187654547104","0.21462437170886","0.269750937385347"
"Four to six days a week","2016","Bavaria","college entrance qualification","226","0.268646072645423","0.240050336086183","0.297241809204663"
"Four to six days a week","2016","Bavaria","Other degree","115","0.189148544822237","0.158445585670056","0.219851503974417"
"Four to six days a week","2016","Bavaria","no degree/no degree yet","22","","",""
"Four to six days a week","2016","Berlin","lower secondary degree","28","","",""
"Four to six days a week","2016","Berlin","secondary school degree","51","0.216551774857001","0.165080306031132","0.26802324368287"
"Four to six days a week","2016","Berlin","college entrance qualification","58","0.156048672978701","0.117920393431244","0.194176952526158"
"Four to six days a week","2016","Berlin","Other degree","19","","",""
"Four to six days a week","2016","Berlin","no degree/no degree yet","8","","",""
"Four to six days a week","2016","Brandenburg","lower secondary degree","37","0.1481700914372","0.0991776453943993","0.197162537480001"
"Four to six days a week","2016","Brandenburg","secondary school degree","79","0.26098161977132","0.216591455760994","0.305371783781645"
"Four to six days a week","2016","Brandenburg","college entrance qualification","57","0.217055255731751","0.164571533577899","0.269538977885603"
"Four to six days a week","2016","Brandenburg","Other degree","16","","",""
"Four to six days a week","2016","Brandenburg","no degree/no degree yet","6","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","lower secondary degree","16","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","secondary school degree","40","0.17880534630965","0.131305588705126","0.226305103914173"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","college entrance qualification","36","0.333351190514547","0.25168493082571","0.415017450203385"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","Other degree","7","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","4","","",""
"Four to six days a week","2016","Saxony","lower secondary degree","52","0.184758479442858","0.138119116727061","0.231397842158655"
"Four to six days a week","2016","Saxony","secondary school degree","139","0.185561393222753","0.156617665626556","0.214505120818949"
"Four to six days a week","2016","Saxony","college entrance qualification","101","0.291794227579451","0.246444726033316","0.337143729125586"
"Four to six days a week","2016","Saxony","Other degree","10","","",""
"Four to six days a week","2016","Saxony","no degree/no degree yet","7","","",""
"Four to six days a week","2016","Saxony-Anhalt","lower secondary degree","30","0.224947919125756","0.163260274180484","0.286635564071028"
"Four to six days a week","2016","Saxony-Anhalt","secondary school degree","71","0.241395572737293","0.197494614920648","0.285296530553937"
"Four to six days a week","2016","Saxony-Anhalt","college entrance qualification","37","0.145030269113245","0.0950916989522241","0.194968839274267"
"Four to six days a week","2016","Saxony-Anhalt","Other degree","16","","",""
"Four to six days a week","2016","Saxony-Anhalt","no degree/no degree yet","5","","",""
"Four to six days a week","2016","Thuringia","lower secondary degree","38","0.149650994408559","0.101967588475082","0.197334400342035"
"Four to six days a week","2016","Thuringia","secondary school degree","93","0.290691062848846","0.24574013988825","0.335641985809443"
"Four to six days a week","2016","Thuringia","college entrance qualification","61","0.342546758104994","0.275068532026443","0.410024984183544"
"Four to six days a week","2016","Thuringia","Other degree","21","","",""
"Four to six days a week","2016","Thuringia","no degree/no degree yet","2","","",""
"Two to three days a week","2016","Schleswig-Holstein","lower secondary degree","108","0.504390998380543","0.438172505794596","0.57060949096649"
"Two to three days a week","2016","Schleswig-Holstein","secondary school degree","89","0.374782997609185","0.312087597251072","0.437478397967298"
"Two to three days a week","2016","Schleswig-Holstein","college entrance qualification","105","0.505575101073138","0.43746587840768","0.573684323738596"
"Two to three days a week","2016","Schleswig-Holstein","Other degree","41","0.254512972038725","0.163504512870741","0.345521431206709"
"Two to three days a week","2016","Schleswig-Holstein","no degree/no degree yet","14","","",""
"Two to three days a week","2016","Hamburg","lower secondary degree","32","0.482616047444753","0.354015904702129","0.611216190187376"
"Two to three days a week","2016","Hamburg","secondary school degree","34","0.385563668783504","0.282694469088385","0.488432868478624"
"Two to three days a week","2016","Hamburg","college entrance qualification","74","0.478549580665244","0.40301193744536","0.554087223885128"
"Two to three days a week","2016","Hamburg","Other degree","40","0.605084760892726","0.494453588858428","0.715715932927024"
"Two to three days a week","2016","Hamburg","no degree/no degree yet","5","","",""
"Two to three days a week","2016","Lower Saxony","lower secondary degree","283","0.56324279435506","0.522632265832256","0.603853322877864"
"Two to three days a week","2016","Lower Saxony","secondary school degree","304","0.438910715703525","0.400731252155738","0.477090179251313"
"Two to three days a week","2016","Lower Saxony","college entrance qualification","295","0.410416659133248","0.372716402277064","0.448116915989432"
"Two to three days a week","2016","Lower Saxony","Other degree","112","0.470754761699826","0.413107632089995","0.528401891309657"
"Two to three days a week","2016","Lower Saxony","no degree/no degree yet","44","0.43981882779749","0.342042965194776","0.537594690400204"
"Two to three days a week","2016","Bremen","lower secondary degree","20","","",""
"Two to three days a week","2016","Bremen","secondary school degree","13","","",""
"Two to three days a week","2016","Bremen","college entrance qualification","21","","",""
"Two to three days a week","2016","Bremen","Other degree","14","","",""
"Two to three days a week","2016","Bremen","no degree/no degree yet","4","","",""
"Two to three days a week","2016","North Rhine-Westphalia","lower secondary degree","576","0.480670935158779","0.4525311183946","0.508810751922957"
"Two to three days a week","2016","North Rhine-Westphalia","secondary school degree","489","0.51734653010596","0.486452572460064","0.548240487751856"
"Two to three days a week","2016","North Rhine-Westphalia","college entrance qualification","731","0.44638472036311","0.421934569892997","0.470834870833223"
"Two to three days a week","2016","North Rhine-Westphalia","Other degree","334","0.491370623748126","0.456082691069711","0.526658556426541"
"Two to three days a week","2016","North Rhine-Westphalia","no degree/no degree yet","111","0.412739608049806","0.352780986754681","0.472698229344931"
"Two to three days a week","2016","Hesse","lower secondary degree","169","0.519741015358557","0.465001071671944","0.574480959045169"
"Two to three days a week","2016","Hesse","secondary school degree","171","0.447171454055607","0.396982322384389","0.497360585726824"
"Two to three days a week","2016","Hesse","college entrance qualification","246","0.433511240752531","0.391829676790054","0.475192804715008"
"Two to three days a week","2016","Hesse","Other degree","142","0.548978022361287","0.488610386387914","0.60934565833466"
"Two to three days a week","2016","Hesse","no degree/no degree yet","18","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","lower secondary degree","257","0.52069666098346","0.475435802403763","0.565957519563157"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","secondary school degree","153","0.543714096571468","0.486387928265024","0.601040264877912"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","college entrance qualification","167","0.475064911836767","0.42221669844232","0.527913125231213"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","Other degree","147","0.564271509054824","0.504795132734478","0.62374788537517"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","22","","",""
"Two to three days a week","2016","Baden-Württemberg","lower secondary degree","371","0.545374330816425","0.508139957758994","0.582608703873857"
"Two to three days a week","2016","Baden-Württemberg","secondary school degree","318","0.438457789749339","0.401190343502544","0.475725235996134"
"Two to three days a week","2016","Baden-Württemberg","college entrance qualification","379","0.475922000726765","0.441884223519853","0.509959777933678"
"Two to three days a week","2016","Baden-Württemberg","Other degree","250","0.591176118931368","0.546635962921722","0.635716274941015"
"Two to three days a week","2016","Baden-Württemberg","no degree/no degree yet","29","","",""
"Two to three days a week","2016","Bavaria","lower secondary degree","586","0.498248965364839","0.469513014342441","0.526984916387237"
"Two to three days a week","2016","Bavaria","secondary school degree","450","0.461813686330079","0.429738157353829","0.49388921530633"
"Two to three days a week","2016","Bavaria","college entrance qualification","436","0.452893218474808","0.420780194882815","0.485006242066801"
"Two to three days a week","2016","Bavaria","Other degree","302","0.477009240583358","0.437851422339618","0.516167058827098"
"Two to three days a week","2016","Bavaria","no degree/no degree yet","54","0.44821896236714","0.356117276793491","0.540320647940789"
"Two to three days a week","2016","Berlin","lower secondary degree","60","0.471114366263433","0.388132203432262","0.554096529094604"
"Two to three days a week","2016","Berlin","secondary school degree","109","0.4612817851532","0.398988028740889","0.52357554156551"
"Two to three days a week","2016","Berlin","college entrance qualification","144","0.460326662431482","0.407959744352406","0.512693580510558"
"Two to three days a week","2016","Berlin","Other degree","39","0.272240847849378","0.189435748263199","0.355045947435557"
"Two to three days a week","2016","Berlin","no degree/no degree yet","9","","",""
"Two to three days a week","2016","Brandenburg","lower secondary degree","119","0.654890542704804","0.58933110861442","0.720449976795187"
"Two to three days a week","2016","Brandenburg","secondary school degree","186","0.483437730077588","0.432926751724029","0.533948708431146"
"Two to three days a week","2016","Brandenburg","college entrance qualification","113","0.487714089262713","0.424076638385293","0.551351540140133"
"Two to three days a week","2016","Brandenburg","Other degree","33","0.511095103913194","0.401556764935446","0.620633442890942"
"Two to three days a week","2016","Brandenburg","no degree/no degree yet","5","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","lower secondary degree","47","0.493193186223651","0.390472679910846","0.595913692536456"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","secondary school degree","122","0.425922122538672","0.364626622630755","0.487217622446589"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","college entrance qualification","56","0.375056012078508","0.291185031778432","0.458926992378583"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","Other degree","4","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","5","","",""
"Two to three days a week","2016","Saxony","lower secondary degree","156","0.611564339784786","0.552992630747738","0.670136048821834"
"Two to three days a week","2016","Saxony","secondary school degree","353","0.525858402296062","0.488681781476177","0.563035023115948"
"Two to three days a week","2016","Saxony","college entrance qualification","188","0.454465762423588","0.404793261090748","0.504138263756428"
"Two to three days a week","2016","Saxony","Other degree","26","","",""
"Two to three days a week","2016","Saxony","no degree/no degree yet","6","","",""
"Two to three days a week","2016","Saxony-Anhalt","lower secondary degree","96","0.562051281567635","0.488753410929429","0.635349152205841"
"Two to three days a week","2016","Saxony-Anhalt","secondary school degree","198","0.50763607026128","0.456347450696205","0.558924689826356"
"Two to three days a week","2016","Saxony-Anhalt","college entrance qualification","85","0.39219640020114","0.32295515922251","0.461437641179769"
"Two to three days a week","2016","Saxony-Anhalt","Other degree","14","","",""
"Two to three days a week","2016","Saxony-Anhalt","no degree/no degree yet","9","","",""
"Two to three days a week","2016","Thuringia","lower secondary degree","106","0.510123888627841","0.443303372976182","0.576944404279499"
"Two to three days a week","2016","Thuringia","secondary school degree","163","0.361522225311938","0.313961830586249","0.409082620037627"
"Two to three days a week","2016","Thuringia","college entrance qualification","69","0.342685031727404","0.275200285490375","0.410169777964434"
"Two to three days a week","2016","Thuringia","Other degree","13","","",""
"Two to three days a week","2016","Thuringia","no degree/no degree yet","2","","",""
"Two to four days a month","2016","Schleswig-Holstein","lower secondary degree","22","","",""
"Two to four days a month","2016","Schleswig-Holstein","secondary school degree","31","0.156648456293403","0.109572653845162","0.203724258741644"
"Two to four days a month","2016","Schleswig-Holstein","college entrance qualification","24","","",""
"Two to four days a month","2016","Schleswig-Holstein","Other degree","12","","",""
"Two to four days a month","2016","Schleswig-Holstein","no degree/no degree yet","1","","",""
"Two to four days a month","2016","Hamburg","lower secondary degree","5","","",""
"Two to four days a month","2016","Hamburg","secondary school degree","16","","",""
"Two to four days a month","2016","Hamburg","college entrance qualification","29","","",""
"Two to four days a month","2016","Hamburg","Other degree","6","","",""
"Two to four days a month","2016","Hamburg","no degree/no degree yet","3","","",""
"Two to four days a month","2016","Lower Saxony","lower secondary degree","55","0.0863382423645176","0.0633415643065327","0.109334920422503"
"Two to four days a month","2016","Lower Saxony","secondary school degree","73","0.0973532140078496","0.0745466526598431","0.120159775355856"
"Two to four days a month","2016","Lower Saxony","college entrance qualification","81","0.1163007356694","0.0917308749524871","0.140870596386312"
"Two to four days a month","2016","Lower Saxony","Other degree","31","0.143504979920029","0.103014982009178","0.183994977830879"
"Two to four days a month","2016","Lower Saxony","no degree/no degree yet","6","","",""
"Two to four days a month","2016","Bremen","lower secondary degree","5","","",""
"Two to four days a month","2016","Bremen","secondary school degree","7","","",""
"Two to four days a month","2016","Bremen","college entrance qualification","8","","",""
"Two to four days a month","2016","Bremen","Other degree","4","","",""
"Two to four days a month","2016","Bremen","no degree/no degree yet","2","","",""
"Two to four days a month","2016","North Rhine-Westphalia","lower secondary degree","136","0.129467959192081","0.110559786908075","0.148376131476086"
"Two to four days a month","2016","North Rhine-Westphalia","secondary school degree","140","0.119131389724778","0.0991035673383966","0.13915921211116"
"Two to four days a month","2016","North Rhine-Westphalia","college entrance qualification","214","0.138534429039803","0.121543361580042","0.155525496499565"
"Two to four days a month","2016","North Rhine-Westphalia","Other degree","118","0.133717900330141","0.109693898817753","0.157741901842529"
"Two to four days a month","2016","North Rhine-Westphalia","no degree/no degree yet","29","","",""
"Two to four days a month","2016","Hesse","lower secondary degree","37","0.122133467331973","0.0862574114760885","0.158009523187857"
"Two to four days a month","2016","Hesse","secondary school degree","54","0.188477504847374","0.148999294273037","0.227955715421711"
"Two to four days a month","2016","Hesse","college entrance qualification","79","0.13479451534381","0.106070581426543","0.163518449261076"
"Two to four days a month","2016","Hesse","Other degree","25","","",""
"Two to four days a month","2016","Hesse","no degree/no degree yet","5","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","lower secondary degree","44","0.115067262583881","0.0861567237496838","0.143977801418079"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","secondary school degree","32","0.103697544819567","0.0686093826055983","0.138785707033536"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","college entrance qualification","51","0.15048309326538","0.112644855739389","0.188321330791371"
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","Other degree","28","","",""
"Two to four days a month","2016","Rhineland-Palatinate,Saarland","no degree/no degree yet","8","","",""
"Two to four days a month","2016","Baden-Württemberg","lower secondary degree","90","0.144595304264194","0.118296704102096","0.170893904426291"
"Two to four days a month","2016","Baden-Württemberg","secondary school degree","101","0.166961532223752","0.138951392568264","0.194971671879241"
"Two to four days a month","2016","Baden-Württemberg","college entrance qualification","117","0.130606210062085","0.107640201800015","0.153572218324155"
"Two to four days a month","2016","Baden-Württemberg","Other degree","60","0.16659603650878","0.132837370440006","0.200354702577553"
"Two to four days a month","2016","Baden-Württemberg","no degree/no degree yet","11","","",""
"Two to four days a month","2016","Bavaria","lower secondary degree","148","0.14569086599237","0.125414882876527","0.165966849108213"
"Two to four days a month","2016","Bavaria","secondary school degree","112","0.129237500716416","0.107654181355202","0.15082082007763"
"Two to four days a month","2016","Bavaria","college entrance qualification","135","0.138477835482915","0.116194992432349","0.160760678533481"
"Two to four days a month","2016","Bavaria","Other degree","63","0.131697321055018","0.105185953965985","0.158208688144051"
"Two to four days a month","2016","Bavaria","no degree/no degree yet","11","","",""
"Two to four days a month","2016","Berlin","lower secondary degree","25","","",""
"Two to four days a month","2016","Berlin","secondary school degree","38","0.137950313064832","0.0948571838196743","0.181043442309989"
"Two to four days a month","2016","Berlin","college entrance qualification","63","0.123086717214416","0.0885689744630342","0.157604459965798"
"Two to four days a month","2016","Berlin","Other degree","14","","",""
"Two to four days a month","2016","Berlin","no degree/no degree yet","3","","",""
"Two to four days a month","2016","Brandenburg","lower secondary degree","24","","",""
"Two to four days a month","2016","Brandenburg","secondary school degree","56","0.145773739458526","0.110105614862399","0.181441864054654"
"Two to four days a month","2016","Brandenburg","college entrance qualification","32","0.137235536824945","0.0934275460526599","0.18104352759723"
"Two to four days a month","2016","Brandenburg","Other degree","11","","",""
"Two to four days a month","2016","Brandenburg","no degree/no degree yet","9","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","lower secondary degree","10","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","secondary school degree","32","0.125284027611904","0.0842485522815137","0.166319502942294"
"Two to four days a month","2016","Mecklenburg-Western Pomerania","college entrance qualification","14","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","Other degree","2","","",""
"Two to four days a month","2016","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"Two to four days a month","2016","Saxony","lower secondary degree","29","","",""
"Two to four days a month","2016","Saxony","secondary school degree","92","0.122411172064332","0.0980084909490881","0.146813853179575"
"Two to four days a month","2016","Saxony","college entrance qualification","44","0.125509473655082","0.0924595662311894","0.158559381078975"
"Two to four days a month","2016","Saxony","Other degree","10","","",""
"Two to four days a month","2016","Saxony","no degree/no degree yet","3","","",""
"Two to four days a month","2016","Saxony-Anhalt","lower secondary degree","24","","",""
"Two to four days a month","2016","Saxony-Anhalt","secondary school degree","35","0.0991850706985553","0.0685200967554681","0.129850044641643"
"Two to four days a month","2016","Saxony-Anhalt","college entrance qualification","24","","",""
"Two to four days a month","2016","Saxony-Anhalt","Other degree","4","","",""
"Two to four days a month","2016","Saxony-Anhalt","no degree/no degree yet","1","","",""
"Two to four days a month","2016","Thuringia","lower secondary degree","41","0.190918580317819","0.138383539609914","0.243453621025725"
"Two to four days a month","2016","Thuringia","secondary school degree","56","0.144728914351504","0.109900427656418","0.17955740104659"
"Two to four days a month","2016","Thuringia","college entrance qualification","34","0.200184639811008","0.143288665848966","0.25708061377305"
"Two to four days a month","2016","Thuringia","Other degree","16","","",""
"Two to four days a month","2016","Thuringia","no degree/no degree yet","","","",""
"Once a month or less","2016","Schleswig-Holstein","lower secondary degree","11","","",""
"Once a month or less","2016","Schleswig-Holstein","secondary school degree","11","","",""
"Once a month or less","2016","Schleswig-Holstein","college entrance qualification","7","","",""
"Once a month or less","2016","Schleswig-Holstein","Other degree","3","","",""
"Once a month or less","2016","Schleswig-Holstein","no degree/no degree yet","","","",""
"Once a month or less","2016","Hamburg","lower secondary degree","1","","",""
"Once a month or less","2016","Hamburg","secondary school degree","3","","",""
"Once a month or less","2016","Hamburg","college entrance qualification","4","","",""
"Once a month or less","2016","Hamburg","Other degree","1","","",""
"Once a month or less","2016","Hamburg","no degree/no degree yet","","","",""
"Once a month or less","2016","Lower Saxony","lower secondary degree","18","","",""
"Once a month or less","2016","Lower Saxony","secondary school degree","17","","",""
