"ple0179","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"Daily","2016","Bavaria","middle vocational","168","0.0761890706173974","0.0641549650212863","0.0882231762135086"
"Daily","2016","Bavaria","vocational + Abi","36","0.0641835271393137","0.0363109581553272","0.0920560961233002"
"Daily","2016","Bavaria","higher vocational","16","","",""
"Daily","2016","Bavaria","higher education","71","0.0670707175187573","0.0508627565343091","0.0832786785032054"
"Daily","2016","Berlin","in school","3","","",""
"Daily","2016","Berlin","inadequately","6","","",""
"Daily","2016","Berlin","general elemantary","9","","",""
"Daily","2016","Berlin","middle vocational","40","0.0817375912341722","0.0518603048259888","0.111614877642356"
"Daily","2016","Berlin","vocational + Abi","11","","",""
"Daily","2016","Berlin","higher vocational","2","","",""
"Daily","2016","Berlin","higher education","32","0.0873468360227678","0.0583417692154751","0.11635190283006"
"Daily","2016","Brandenburg","in school","2","","",""
"Daily","2016","Brandenburg","inadequately","1","","",""
"Daily","2016","Brandenburg","general elemantary","11","","",""
"Daily","2016","Brandenburg","middle vocational","49","0.071801907184933","0.0481588475366222","0.0954449668332437"
"Daily","2016","Brandenburg","vocational + Abi","8","","",""
"Daily","2016","Brandenburg","higher vocational","8","","",""
"Daily","2016","Brandenburg","higher education","17","","",""
"Daily","2016","Mecklenburg-Western Pomerania","in school","1","","",""
"Daily","2016","Mecklenburg-Western Pomerania","inadequately","3","","",""
"Daily","2016","Mecklenburg-Western Pomerania","general elemantary","8","","",""
"Daily","2016","Mecklenburg-Western Pomerania","middle vocational","55","0.239346824117088","0.188357515051549","0.290336133182628"
"Daily","2016","Mecklenburg-Western Pomerania","vocational + Abi","3","","",""
"Daily","2016","Mecklenburg-Western Pomerania","higher vocational","7","","",""
"Daily","2016","Mecklenburg-Western Pomerania","higher education","14","","",""
"Daily","2016","Saxony","in school","2","","",""
"Daily","2016","Saxony","inadequately","3","","",""
"Daily","2016","Saxony","general elemantary","16","","",""
"Daily","2016","Saxony","middle vocational","78","0.0925258932781956","0.071732400705549","0.113319385850842"
"Daily","2016","Saxony","vocational + Abi","8","","",""
"Daily","2016","Saxony","higher vocational","11","","",""
"Daily","2016","Saxony","higher education","27","","",""
"Daily","2016","Saxony-Anhalt","in school","","","",""
"Daily","2016","Saxony-Anhalt","inadequately","3","","",""
"Daily","2016","Saxony-Anhalt","general elemantary","13","","",""
"Daily","2016","Saxony-Anhalt","middle vocational","55","0.124582920518888","0.0934771542491857","0.155688686788591"
"Daily","2016","Saxony-Anhalt","vocational + Abi","6","","",""
"Daily","2016","Saxony-Anhalt","higher vocational","8","","",""
"Daily","2016","Saxony-Anhalt","higher education","31","0.1309368928884","0.0846466265300806","0.177227159246719"
"Daily","2016","Thuringia","in school","","","",""
"Daily","2016","Thuringia","inadequately","2","","",""
"Daily","2016","Thuringia","general elemantary","10","","",""
"Daily","2016","Thuringia","middle vocational","73","0.151423610215607","0.120252052531377","0.182595167899837"
"Daily","2016","Thuringia","vocational + Abi","6","","",""
"Daily","2016","Thuringia","higher vocational","14","","",""
"Daily","2016","Thuringia","higher education","15","","",""
"Four to six days a week","2016","Schleswig-Holstein","in school","4","","",""
"Four to six days a week","2016","Schleswig-Holstein","inadequately","5","","",""
"Four to six days a week","2016","Schleswig-Holstein","general elemantary","13","","",""
"Four to six days a week","2016","Schleswig-Holstein","middle vocational","102","0.260807972877131","0.216661566016821","0.304954379737442"
"Four to six days a week","2016","Schleswig-Holstein","vocational + Abi","13","","",""
"Four to six days a week","2016","Schleswig-Holstein","higher vocational","17","","",""
"Four to six days a week","2016","Schleswig-Holstein","higher education","39","0.256104234287273","0.187167270232839","0.325041198341707"
"Four to six days a week","2016","Hamburg","in school","3","","",""
"Four to six days a week","2016","Hamburg","inadequately","","","",""
"Four to six days a week","2016","Hamburg","general elemantary","10","","",""
"Four to six days a week","2016","Hamburg","middle vocational","46","0.324738940475287","0.249549302387436","0.399928578563137"
"Four to six days a week","2016","Hamburg","vocational + Abi","4","","",""
"Four to six days a week","2016","Hamburg","higher vocational","6","","",""
"Four to six days a week","2016","Hamburg","higher education","29","","",""
"Four to six days a week","2016","Lower Saxony","in school","3","","",""
"Four to six days a week","2016","Lower Saxony","inadequately","16","","",""
"Four to six days a week","2016","Lower Saxony","general elemantary","68","0.172965046683745","0.129805369310495","0.216124724056996"
"Four to six days a week","2016","Lower Saxony","middle vocational","265","0.227915392949114","0.203046452300943","0.252784333597285"
"Four to six days a week","2016","Lower Saxony","vocational + Abi","52","0.262506105739443","0.201979127692024","0.323033083786861"
"Four to six days a week","2016","Lower Saxony","higher vocational","33","0.357289444181181","0.266913255501949","0.447665632860414"
"Four to six days a week","2016","Lower Saxony","higher education","118","0.231300946451972","0.194378020766635","0.26822387213731"
"Four to six days a week","2016","Bremen","in school","1","","",""
"Four to six days a week","2016","Bremen","inadequately","2","","",""
"Four to six days a week","2016","Bremen","general elemantary","5","","",""
"Four to six days a week","2016","Bremen","middle vocational","13","","",""
"Four to six days a week","2016","Bremen","vocational + Abi","3","","",""
"Four to six days a week","2016","Bremen","higher vocational","1","","",""
"Four to six days a week","2016","Bremen","higher education","8","","",""
"Four to six days a week","2016","North Rhine-Westphalia","in school","22","","",""
"Four to six days a week","2016","North Rhine-Westphalia","inadequately","36","0.182569253447268","0.118577593261575","0.246560913632961"
"Four to six days a week","2016","North Rhine-Westphalia","general elemantary","150","0.228049943756821","0.195208374027171","0.260891513486471"
"Four to six days a week","2016","North Rhine-Westphalia","middle vocational","530","0.219288226433137","0.20184715068978","0.236729302176494"
"Four to six days a week","2016","North Rhine-Westphalia","vocational + Abi","145","0.285019407424875","0.247697461750486","0.322341353099263"
"Four to six days a week","2016","North Rhine-Westphalia","higher vocational","63","0.277257723521185","0.221432152942445","0.333083294099924"
"Four to six days a week","2016","North Rhine-Westphalia","higher education","244","0.223224666899654","0.19826274367251","0.248186590126797"
"Four to six days a week","2016","Hesse","in school","8","","",""
"Four to six days a week","2016","Hesse","inadequately","8","","",""
"Four to six days a week","2016","Hesse","general elemantary","44","0.267351501347716","0.201210157710551","0.333492844984881"
"Four to six days a week","2016","Hesse","middle vocational","154","0.233772651703218","0.20150829300802","0.266037010398416"
"Four to six days a week","2016","Hesse","vocational + Abi","23","","",""
"Four to six days a week","2016","Hesse","higher vocational","14","","",""
"Four to six days a week","2016","Hesse","higher education","109","0.275392718658445","0.235135376923518","0.315650060393371"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","in school","5","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","inadequately","6","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","general elemantary","70","0.315415995815961","0.256990798884808","0.373841192747114"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","middle vocational","156","0.171978822178866","0.143489878265808","0.200467766091924"
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","vocational + Abi","24","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","higher vocational","17","","",""
"Four to six days a week","2016","Rhineland-Palatinate,Saarland","higher education","52","0.123329563270897","0.0843247192947316","0.162334407247063"
"Four to six days a week","2016","Baden-Württemberg","in school","7","","",""
"Four to six days a week","2016","Baden-Württemberg","inadequately","4","","",""
"Four to six days a week","2016","Baden-Württemberg","general elemantary","67","0.159151738111152","0.119380334450576","0.198923141771729"
"Four to six days a week","2016","Baden-Württemberg","middle vocational","277","0.212017203839437","0.188823410225544","0.235210997453329"
"Four to six days a week","2016","Baden-Württemberg","vocational + Abi","62","0.203721980202075","0.153895232746444","0.253548727657705"
"Four to six days a week","2016","Baden-Württemberg","higher vocational","43","0.284972848155328","0.217901586592956","0.3520441097177"
"Four to six days a week","2016","Baden-Württemberg","higher education","175","0.220536802756084","0.191137315505213","0.249936290006955"
"Four to six days a week","2016","Bavaria","in school","13","","",""
"Four to six days a week","2016","Bavaria","inadequately","6","","",""
"Four to six days a week","2016","Bavaria","general elemantary","95","0.219153599442402","0.178045215818683","0.260261983066122"
"Four to six days a week","2016","Bavaria","middle vocational","440","0.237244546110693","0.217948571830327","0.25654052039106"
"Four to six days a week","2016","Bavaria","vocational + Abi","51","0.174638799598811","0.131460825674914","0.217816773522709"
"Four to six days a week","2016","Bavaria","higher vocational","72","0.277742424841877","0.22142897698134","0.334055872702413"
"Four to six days a week","2016","Bavaria","higher education","232","0.27687215146908","0.247879714260395","0.305864588677764"
"Four to six days a week","2016","Berlin","in school","5","","",""
"Four to six days a week","2016","Berlin","inadequately","2","","",""
"Four to six days a week","2016","Berlin","general elemantary","16","","",""
"Four to six days a week","2016","Berlin","middle vocational","63","0.221429825738917","0.176149059194225","0.26671059228361"
"Four to six days a week","2016","Berlin","vocational + Abi","11","","",""
"Four to six days a week","2016","Berlin","higher vocational","7","","",""
"Four to six days a week","2016","Berlin","higher education","60","0.141013134470238","0.105259479569501","0.176766789370975"
"Four to six days a week","2016","Brandenburg","in school","4","","",""
"Four to six days a week","2016","Brandenburg","inadequately","1","","",""
"Four to six days a week","2016","Brandenburg","general elemantary","14","","",""
"Four to six days a week","2016","Brandenburg","middle vocational","98","0.234101720149741","0.195322131189867","0.272881309109615"
"Four to six days a week","2016","Brandenburg","vocational + Abi","18","","",""
"Four to six days a week","2016","Brandenburg","higher vocational","13","","",""
"Four to six days a week","2016","Brandenburg","higher education","50","0.186812067140996","0.13780678657623","0.235817347705761"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","in school","2","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","inadequately","1","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","general elemantary","5","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","middle vocational","46","0.187554686673468","0.14090669183638","0.234202681510555"
"Four to six days a week","2016","Mecklenburg-Western Pomerania","vocational + Abi","11","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","higher vocational","4","","",""
"Four to six days a week","2016","Mecklenburg-Western Pomerania","higher education","34","0.269234155571993","0.193850625981813","0.344617685162172"
"Four to six days a week","2016","Saxony","in school","4","","",""
"Four to six days a week","2016","Saxony","inadequately","1","","",""
"Four to six days a week","2016","Saxony","general elemantary","18","","",""
"Four to six days a week","2016","Saxony","middle vocational","150","0.18960359613133","0.161474827881946","0.217732364380715"
"Four to six days a week","2016","Saxony","vocational + Abi","20","","",""
"Four to six days a week","2016","Saxony","higher vocational","29","","",""
"Four to six days a week","2016","Saxony","higher education","90","0.236762272640191","0.194626993326864","0.278897551953518"
"Four to six days a week","2016","Saxony-Anhalt","in school","","","",""
"Four to six days a week","2016","Saxony-Anhalt","inadequately","5","","",""
"Four to six days a week","2016","Saxony-Anhalt","general elemantary","11","","",""
"Four to six days a week","2016","Saxony-Anhalt","middle vocational","79","0.222398528520234","0.183228973806413","0.261568083234055"
"Four to six days a week","2016","Saxony-Anhalt","vocational + Abi","10","","",""
"Four to six days a week","2016","Saxony-Anhalt","higher vocational","15","","",""
"Four to six days a week","2016","Saxony-Anhalt","higher education","40","0.13649227321869","0.0893815084114274","0.183603038025952"
"Four to six days a week","2016","Thuringia","in school","","","",""
"Four to six days a week","2016","Thuringia","inadequately","1","","",""
"Four to six days a week","2016","Thuringia","general elemantary","8","","",""
"Four to six days a week","2016","Thuringia","middle vocational","121","0.270142716572849","0.231529868214449","0.30875556493125"
"Four to six days a week","2016","Thuringia","vocational + Abi","10","","",""
"Four to six days a week","2016","Thuringia","higher vocational","18","","",""
"Four to six days a week","2016","Thuringia","higher education","62","0.243945327039716","0.185998492599435","0.301892161479997"
"Two to three days a week","2016","Schleswig-Holstein","in school","4","","",""
"Two to three days a week","2016","Schleswig-Holstein","inadequately","9","","",""
"Two to three days a week","2016","Schleswig-Holstein","general elemantary","50","0.376556111041852","0.283880175746542","0.469232046337163"
"Two to three days a week","2016","Schleswig-Holstein","middle vocational","168","0.429932874238855","0.380156917267315","0.479708831210396"
"Two to three days a week","2016","Schleswig-Holstein","vocational + Abi","41","0.537007820429397","0.424159631862302","0.649856008996493"
"Two to three days a week","2016","Schleswig-Holstein","higher vocational","19","","",""
"Two to three days a week","2016","Schleswig-Holstein","higher education","72","0.472683510480341","0.393832251330207","0.551534769630475"
"Two to three days a week","2016","Hamburg","in school","3","","",""
"Two to three days a week","2016","Hamburg","inadequately","1","","",""
"Two to three days a week","2016","Hamburg","general elemantary","19","","",""
"Two to three days a week","2016","Hamburg","middle vocational","69","0.408126955566235","0.329210626091699","0.487043285040772"
"Two to three days a week","2016","Hamburg","vocational + Abi","20","","",""
"Two to three days a week","2016","Hamburg","higher vocational","8","","",""
"Two to three days a week","2016","Hamburg","higher education","71","0.517583591309806","0.438405749265664","0.596761433353949"
"Two to three days a week","2016","Lower Saxony","in school","11","","",""
"Two to three days a week","2016","Lower Saxony","inadequately","27","","",""
"Two to three days a week","2016","Lower Saxony","general elemantary","119","0.550157781660885","0.493388837199156","0.606926726122615"
"Two to three days a week","2016","Lower Saxony","middle vocational","531","0.485259179706622","0.455630029540638","0.514888329872606"
"Two to three days a week","2016","Lower Saxony","vocational + Abi","95","0.488154519325632","0.419392572247437","0.556916466403827"
"Two to three days a week","2016","Lower Saxony","higher vocational","41","0.313286778161756","0.225809562528454","0.400763993795059"
"Two to three days a week","2016","Lower Saxony","higher education","224","0.416506251067878","0.373338632170207","0.459673869965548"
"Two to three days a week","2016","Bremen","in school","","","",""
"Two to three days a week","2016","Bremen","inadequately","5","","",""
"Two to three days a week","2016","Bremen","general elemantary","8","","",""
"Two to three days a week","2016","Bremen","middle vocational","34","0.450918828880423","0.334354268025301","0.567483389735545"
"Two to three days a week","2016","Bremen","vocational + Abi","6","","",""
"Two to three days a week","2016","Bremen","higher vocational","1","","",""
"Two to three days a week","2016","Bremen","higher education","18","","",""
"Two to three days a week","2016","North Rhine-Westphalia","in school","33","0.326432629385857","0.230090842561579","0.422774416210135"
"Two to three days a week","2016","North Rhine-Westphalia","inadequately","66","0.437533085957701","0.355358407474126","0.519707764441275"
"Two to three days a week","2016","North Rhine-Westphalia","general elemantary","283","0.460938875306425","0.421921774468651","0.499955976144199"
"Two to three days a week","2016","North Rhine-Westphalia","middle vocational","1011","0.503453407588437","0.482377810300633","0.524529004876242"
"Two to three days a week","2016","North Rhine-Westphalia","vocational + Abi","245","0.423678294829876","0.382824676329569","0.464531913330184"
"Two to three days a week","2016","North Rhine-Westphalia","higher vocational","130","0.459734689028905","0.397582447897964","0.521886930159846"
"Two to three days a week","2016","North Rhine-Westphalia","higher education","501","0.46184878395755","0.431963230459305","0.491734337455795"
"Two to three days a week","2016","Hesse","in school","5","","",""
"Two to three days a week","2016","Hesse","inadequately","11","","",""
"Two to three days a week","2016","Hesse","general elemantary","85","0.463596293119607","0.389071680001782","0.538120906237431"
"Two to three days a week","2016","Hesse","middle vocational","311","0.472749998903699","0.434689767522023","0.510810230285375"
"Two to three days a week","2016","Hesse","vocational + Abi","75","0.570966754869891","0.490407586560824","0.651525923178958"
"Two to three days a week","2016","Hesse","higher vocational","41","0.56069295953226","0.446842891597613","0.674543027466906"
"Two to three days a week","2016","Hesse","higher education","226","0.456441061679434","0.411552757883013","0.501329365475855"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","in school","13","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","inadequately","8","","",""
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","general elemantary","131","0.462498135036767","0.399809338170077","0.525186931903456"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","middle vocational","349","0.553482614021292","0.515951684446747","0.591013543595836"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","vocational + Abi","62","0.499011730753454","0.40917710428977","0.588846357217139"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","higher vocational","51","0.52700881776587","0.42269490928374","0.631322726247999"
"Two to three days a week","2016","Rhineland-Palatinate,Saarland","higher education","141","0.497424049059627","0.438113627862508","0.556734470256745"
"Two to three days a week","2016","Baden-Württemberg","in school","13","","",""
"Two to three days a week","2016","Baden-Württemberg","inadequately","17","","",""
"Two to three days a week","2016","Baden-Württemberg","general elemantary","177","0.593536427108355","0.540136469194638","0.646936385022072"
"Two to three days a week","2016","Baden-Württemberg","middle vocational","567","0.475217235638001","0.446879591479418","0.503554879796585"
"Two to three days a week","2016","Baden-Württemberg","vocational + Abi","122","0.530656441298699","0.468916902437442","0.592395980159956"
"Two to three days a week","2016","Baden-Württemberg","higher vocational","89","0.469477757532615","0.39532406601034","0.543631449054889"
"Two to three days a week","2016","Baden-Württemberg","higher education","377","0.50627447857892","0.470822766148833","0.541726191009008"
"Two to three days a week","2016","Bavaria","in school","20","","",""
"Two to three days a week","2016","Bavaria","inadequately","20","","",""
"Two to three days a week","2016","Bavaria","general elemantary","182","0.492307441241716","0.442626262723894","0.541988619759539"
"Two to three days a week","2016","Bavaria","middle vocational","949","0.490351014177752","0.467675087024462","0.513026941331041"
"Two to three days a week","2016","Bavaria","vocational + Abi","146","0.485977317645018","0.429135362449158","0.542819272840877"
"Two to three days a week","2016","Bavaria","higher vocational","112","0.433210277736569","0.370907800779938","0.495512754693199"
"Two to three days a week","2016","Bavaria","higher education","419","0.43824168686905","0.406092563052001","0.4703908106861"
"Two to three days a week","2016","Berlin","in school","5","","",""
"Two to three days a week","2016","Berlin","inadequately","3","","",""
"Two to three days a week","2016","Berlin","general elemantary","21","","",""
"Two to three days a week","2016","Berlin","middle vocational","142","0.466405014269945","0.412000579177658","0.520809449362233"
"Two to three days a week","2016","Berlin","vocational + Abi","18","","",""
"Two to three days a week","2016","Berlin","higher vocational","22","","",""
"Two to three days a week","2016","Berlin","higher education","154","0.457747027724259","0.406565748516652","0.508928306931867"
"Two to three days a week","2016","Brandenburg","in school","3","","",""
"Two to three days a week","2016","Brandenburg","inadequately","4","","",""
"Two to three days a week","2016","Brandenburg","general elemantary","33","0.585903602698963","0.472128914736044","0.699678290661881"
"Two to three days a week","2016","Brandenburg","middle vocational","226","0.498823521265133","0.453032096747078","0.544614945783188"
"Two to three days a week","2016","Brandenburg","vocational + Abi","30","0.468212324628645","0.349612461093001","0.586812188164289"
"Two to three days a week","2016","Brandenburg","higher vocational","31","0.674954483529955","0.557412637601032","0.792496329458879"
"Two to three days a week","2016","Brandenburg","higher education","131","0.552609083221949","0.490092167337468","0.61512599910643"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","in school","1","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","inadequately","2","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","general elemantary","9","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","middle vocational","131","0.448609102930795","0.389174989615662","0.508043216245927"
"Two to three days a week","2016","Mecklenburg-Western Pomerania","vocational + Abi","7","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","higher vocational","26","","",""
"Two to three days a week","2016","Mecklenburg-Western Pomerania","higher education","60","0.402263533435091","0.318927566553173","0.485599500317008"
"Two to three days a week","2016","Saxony","in school","4","","",""
"Two to three days a week","2016","Saxony","inadequately","2","","",""
"Two to three days a week","2016","Saxony","general elemantary","41","0.596018877284102","0.493496823327311","0.698540931240892"
"Two to three days a week","2016","Saxony","middle vocational","384","0.523177994150353","0.487336875453541","0.559019112847164"
"Two to three days a week","2016","Saxony","vocational + Abi","35","0.388309629460392","0.278738485214638","0.497880773706146"
"Two to three days a week","2016","Saxony","higher vocational","64","0.503857062624968","0.412870726209893","0.594843399040043"
"Two to three days a week","2016","Saxony","higher education","203","0.54261044333446","0.493230918266221","0.591989968402699"
"Two to three days a week","2016","Saxony-Anhalt","in school","2","","",""
"Two to three days a week","2016","Saxony-Anhalt","inadequately","5","","",""
"Two to three days a week","2016","Saxony-Anhalt","general elemantary","28","","",""
"Two to three days a week","2016","Saxony-Anhalt","middle vocational","232","0.507080939410211","0.459990733224252","0.55417114559617"
"Two to three days a week","2016","Saxony-Anhalt","vocational + Abi","11","","",""
"Two to three days a week","2016","Saxony-Anhalt","higher vocational","29","","",""
"Two to three days a week","2016","Saxony-Anhalt","higher education","100","0.490832348026039","0.422231418856029","0.559433277196048"
"Two to three days a week","2016","Thuringia","in school","1","","",""
"Two to three days a week","2016","Thuringia","inadequately","","","",""
"Two to three days a week","2016","Thuringia","general elemantary","17","","",""
"Two to three days a week","2016","Thuringia","middle vocational","217","0.394374628888684","0.351876212325432","0.436873045451936"
"Two to three days a week","2016","Thuringia","vocational + Abi","18","","",""
"Two to three days a week","2016","Thuringia","higher vocational","24","","",""
"Two to three days a week","2016","Thuringia","higher education","82","0.448091726820676","0.380991532439624","0.515191921201728"
"Two to four days a month","2016","Schleswig-Holstein","in school","1","","",""
"Two to four days a month","2016","Schleswig-Holstein","inadequately","","","",""
"Two to four days a month","2016","Schleswig-Holstein","general elemantary","10","","",""
"Two to four days a month","2016","Schleswig-Holstein","middle vocational","48","0.167271049373517","0.129746238225752","0.204795860521283"
"Two to four days a month","2016","Schleswig-Holstein","vocational + Abi","5","","",""
"Two to four days a month","2016","Schleswig-Holstein","higher vocational","6","","",""
"Two to four days a month","2016","Schleswig-Holstein","higher education","23","","",""
"Two to four days a month","2016","Hamburg","in school","","","",""
"Two to four days a month","2016","Hamburg","inadequately","3","","",""
"Two to four days a month","2016","Hamburg","general elemantary","5","","",""
"Two to four days a month","2016","Hamburg","middle vocational","16","","",""
"Two to four days a month","2016","Hamburg","vocational + Abi","6","","",""
"Two to four days a month","2016","Hamburg","higher vocational","2","","",""
"Two to four days a month","2016","Hamburg","higher education","30","0.211281494699171","0.146597903873257","0.275965085525084"
"Two to four days a month","2016","Lower Saxony","in school","3","","",""
"Two to four days a month","2016","Lower Saxony","inadequately","2","","",""
"Two to four days a month","2016","Lower Saxony","general elemantary","32","0.0927589631782108","0.0596552760305134","0.125862650325908"
"Two to four days a month","2016","Lower Saxony","middle vocational","111","0.0882153972617398","0.0714019667174623","0.105028827806017"
"Two to four days a month","2016","Lower Saxony","vocational + Abi","22","","",""
"Two to four days a month","2016","Lower Saxony","higher vocational","11","","",""
"Two to four days a month","2016","Lower Saxony","higher education","68","0.155624366508595","0.123882250650583","0.187366482366607"
"Two to four days a month","2016","Bremen","in school","1","","",""
"Two to four days a month","2016","Bremen","inadequately","1","","",""
"Two to four days a month","2016","Bremen","general elemantary","1","","",""
"Two to four days a month","2016","Bremen","middle vocational","11","","",""
"Two to four days a month","2016","Bremen","vocational + Abi","5","","",""
"Two to four days a month","2016","Bremen","higher vocational","1","","",""
"Two to four days a month","2016","Bremen","higher education","6","","",""
"Two to four days a month","2016","North Rhine-Westphalia","in school","12","","",""
"Two to four days a month","2016","North Rhine-Westphalia","inadequately","12","","",""
"Two to four days a month","2016","North Rhine-Westphalia","general elemantary","86","0.14710337038994","0.119378225058048","0.174828515721832"
"Two to four days a month","2016","North Rhine-Westphalia","middle vocational","287","0.122169917623326","0.108365832887175","0.135974002359476"
"Two to four days a month","2016","North Rhine-Westphalia","vocational + Abi","74","0.114420534026205","0.0881029700465993","0.140738098005811"
"Two to four days a month","2016","North Rhine-Westphalia","higher vocational","18","","",""
"Two to four days a month","2016","North Rhine-Westphalia","higher education","155","0.160334225530631","0.138339143640494","0.182329307420768"
"Two to four days a month","2016","Hesse","in school","","","",""
"Two to four days a month","2016","Hesse","inadequately","4","","",""
"Two to four days a month","2016","Hesse","general elemantary","19","","",""
"Two to four days a month","2016","Hesse","middle vocational","82","0.1386593170054","0.112313639595429","0.165004994415371"
"Two to four days a month","2016","Hesse","vocational + Abi","25","","",""
"Two to four days a month","2016","Hesse","higher vocational","8","","",""
"Two to four days a month","2016","Hesse","higher education","63","0.127551568114682","0.0974887073842047","0.157614428845159"
