"plh0189","year","age_gr","sampreg","n","percent","lower_confidence","upper_confidence","value"
"True entirely","2001","35-65 y.","East Germany","","","","","1"
"True entirely","2001","66 and older","West Germany","","","","","1"
"True entirely","2001","66 and older","East Germany","","","","","1"
"Rather not true","2002","16-34 y.","West Germany","","","","","3"
"Rather not true","2002","16-34 y.","East Germany","","","","","3"
"Rather not true","2002","35-65 y.","West Germany","","","","","3"
"Rather not true","2002","35-65 y.","East Germany","","","","","3"
"Rather not true","2002","66 and older","West Germany","","","","","3"
"Rather not true","2002","66 and older","East Germany","","","","","3"
"Tends to agree","2002","16-34 y.","West Germany","","","","","2"
"Tends to agree","2002","16-34 y.","East Germany","","","","","2"
"Tends to agree","2002","35-65 y.","West Germany","","","","","2"
"Tends to agree","2002","35-65 y.","East Germany","","","","","2"
"Tends to agree","2002","66 and older","West Germany","","","","","2"
"Tends to agree","2002","66 and older","East Germany","","","","","2"
"Totally disagree","2002","16-34 y.","West Germany","","","","","4"
"Totally disagree","2002","16-34 y.","East Germany","","","","","4"
"Totally disagree","2002","35-65 y.","West Germany","","","","","4"
"Totally disagree","2002","35-65 y.","East Germany","","","","","4"
"Totally disagree","2002","66 and older","West Germany","","","","","4"
"Totally disagree","2002","66 and older","East Germany","","","","","4"
"True entirely","2002","16-34 y.","West Germany","","","","","1"
"True entirely","2002","16-34 y.","East Germany","","","","","1"
"True entirely","2002","35-65 y.","West Germany","","","","","1"
"True entirely","2002","35-65 y.","East Germany","","","","","1"
"True entirely","2002","66 and older","West Germany","","","","","1"
"True entirely","2002","66 and older","East Germany","","","","","1"
"Rather not true","2003","16-34 y.","West Germany","","","","","3"
"Rather not true","2003","16-34 y.","East Germany","","","","","3"
"Rather not true","2003","35-65 y.","West Germany","","","","","3"
"Rather not true","2003","35-65 y.","East Germany","","","","","3"
"Rather not true","2003","66 and older","West Germany","","","","","3"
"Rather not true","2003","66 and older","East Germany","","","","","3"
"Tends to agree","2003","16-34 y.","West Germany","","","","","2"
"Tends to agree","2003","16-34 y.","East Germany","","","","","2"
"Tends to agree","2003","35-65 y.","East Germany","","","","","2"
"Tends to agree","2003","35-65 y.","West Germany","","","","","2"
"Tends to agree","2003","66 and older","West Germany","","","","","2"
"Tends to agree","2003","66 and older","East Germany","","","","","2"
"Totally disagree","2003","16-34 y.","West Germany","","","","","4"
"Totally disagree","2003","16-34 y.","East Germany","","","","","4"
"Totally disagree","2003","35-65 y.","West Germany","","","","","4"
"Totally disagree","2003","35-65 y.","East Germany","","","","","4"
"Totally disagree","2003","66 and older","West Germany","","","","","4"
"Totally disagree","2003","66 and older","East Germany","","","","","4"
"True entirely","2003","16-34 y.","West Germany","","","","","1"
"True entirely","2003","16-34 y.","East Germany","","","","","1"
"True entirely","2003","35-65 y.","East Germany","","","","","1"
"True entirely","2003","35-65 y.","West Germany","","","","","1"
"True entirely","2003","66 and older","East Germany","","","","","1"
"True entirely","2003","66 and older","West Germany","","","","","1"
"Rather not true","2004","16-34 y.","West Germany","","","","","3"
"Rather not true","2004","16-34 y.","East Germany","","","","","3"
"Rather not true","2004","35-65 y.","West Germany","","","","","3"
"Rather not true","2004","35-65 y.","East Germany","","","","","3"
"Rather not true","2004","66 and older","West Germany","","","","","3"
"Rather not true","2004","66 and older","East Germany","","","","","3"
"Tends to agree","2004","16-34 y.","West Germany","","","","","2"
"Tends to agree","2004","16-34 y.","East Germany","","","","","2"
"Tends to agree","2004","35-65 y.","West Germany","","","","","2"
"Tends to agree","2004","35-65 y.","East Germany","","","","","2"
"Tends to agree","2004","66 and older","West Germany","","","","","2"
"Tends to agree","2004","66 and older","East Germany","","","","","2"
"Totally disagree","2004","16-34 y.","West Germany","","","","","4"
"Totally disagree","2004","16-34 y.","East Germany","","","","","4"
"Totally disagree","2004","35-65 y.","West Germany","","","","","4"
"Totally disagree","2004","35-65 y.","East Germany","","","","","4"
"Totally disagree","2004","66 and older","West Germany","","","","","4"
"Totally disagree","2004","66 and older","East Germany","","","","","4"
"True entirely","2004","16-34 y.","West Germany","","","","","1"
"True entirely","2004","16-34 y.","East Germany","","","","","1"
"True entirely","2004","35-65 y.","West Germany","","","","","1"
"True entirely","2004","35-65 y.","East Germany","","","","","1"
"True entirely","2004","66 and older","West Germany","","","","","1"
"True entirely","2004","66 and older","East Germany","","","","","1"
"Rather not true","2005","16-34 y.","West Germany","","","","","3"
"Rather not true","2005","16-34 y.","East Germany","","","","","3"
"Rather not true","2005","35-65 y.","East Germany","","","","","3"
"Rather not true","2005","35-65 y.","West Germany","","","","","3"
"Rather not true","2005","66 and older","West Germany","","","","","3"
"Rather not true","2005","66 and older","East Germany","","","","","3"
"Tends to agree","2005","16-34 y.","West Germany","","","","","2"
"Tends to agree","2005","16-34 y.","East Germany","","","","","2"
"Tends to agree","2005","35-65 y.","West Germany","","","","","2"
"Tends to agree","2005","35-65 y.","East Germany","","","","","2"
"Tends to agree","2005","66 and older","West Germany","","","","","2"
"Tends to agree","2005","66 and older","East Germany","","","","","2"
