"plh0189","year","bula_h","regtyp","n","percent","lower_confidence","upper_confidence"
"Rather not true","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rather not true","1990","Baden-Württemberg","Urban Area","","","",""
"Rather not true","1990","Baden-Württemberg","Rural Area","","","",""
"Rather not true","1990","Bavaria","Urban Area","","","",""
"Rather not true","1990","Bavaria","Rural Area","","","",""
"Rather not true","1990","Berlin","Urban Area","45","0.155726682742136","0.113331356732713","0.198122008751559"
"Rather not true","1990","Berlin","Rural Area","","","",""
"Rather not true","1990","Brandenburg","Urban Area","14","","",""
"Rather not true","1990","Brandenburg","Rural Area","136","0.213956461481166","0.182502343984886","0.245410578977447"
"Rather not true","1990","Mecklenburg-Western Pomerania","Urban Area","13","","",""
"Rather not true","1990","Mecklenburg-Western Pomerania","Rural Area","102","0.218211883822192","0.179922527899877","0.256501239744507"
"Rather not true","1990","Saxony","Urban Area","164","0.248442773345114","0.216317272985518","0.280568273704711"
"Rather not true","1990","Saxony","Rural Area","115","0.185363621030647","0.154576680523143","0.216150561538151"
"Rather not true","1990","Saxony-Anhalt","Urban Area","46","0.197430867405024","0.146752493546213","0.248109241263835"
"Rather not true","1990","Saxony-Anhalt","Rural Area","103","0.170687010764175","0.139636552856974","0.201737468671375"
"Rather not true","1990","Thuringia","Urban Area","41","0.184038994114675","0.130862140766911","0.23721584746244"
"Rather not true","1990","Thuringia","Rural Area","92","0.180559397529902","0.147338354441704","0.213780440618101"
"Totally disagree","1990","Schleswig-Holstein","Urban Area","","","",""
"Totally disagree","1990","Schleswig-Holstein","Rural Area","","","",""
"Totally disagree","1990","Hamburg","Urban Area","","","",""
"Totally disagree","1990","Hamburg","Rural Area","","","",""
"Totally disagree","1990","Lower Saxony","Urban Area","","","",""
"Totally disagree","1990","Lower Saxony","Rural Area","","","",""
"Totally disagree","1990","Bremen","Urban Area","","","",""
"Totally disagree","1990","Bremen","Rural Area","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Urban Area","","","",""
"Totally disagree","1990","North Rhine-Westphalia","Rural Area","","","",""
"Totally disagree","1990","Hesse","Urban Area","","","",""
"Totally disagree","1990","Hesse","Rural Area","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Totally disagree","1990","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Totally disagree","1990","Baden-Württemberg","Urban Area","","","",""
"Totally disagree","1990","Baden-Württemberg","Rural Area","","","",""
"Totally disagree","1990","Bavaria","Urban Area","","","",""
"Totally disagree","1990","Bavaria","Rural Area","","","",""
"Totally disagree","1990","Berlin","Urban Area","170","0.546747992569359","0.488543246647615","0.604952738491103"
"Totally disagree","1990","Berlin","Rural Area","","","",""
"Totally disagree","1990","Brandenburg","Urban Area","37","0.487714967669124","0.367123939279591","0.608305996058657"
"Totally disagree","1990","Brandenburg","Rural Area","395","0.590559582673063","0.552844182814961","0.628274982531165"
"Totally disagree","1990","Mecklenburg-Western Pomerania","Urban Area","29","","",""
"Totally disagree","1990","Mecklenburg-Western Pomerania","Rural Area","292","0.663637674756316","0.619838742933354","0.707436606579278"
"Totally disagree","1990","Saxony","Urban Area","395","0.539286697258995","0.502228787562976","0.576344606955013"
"Totally disagree","1990","Saxony","Rural Area","388","0.612836102291611","0.574244574018537","0.651427630564686"
"Totally disagree","1990","Saxony-Anhalt","Urban Area","144","0.550202212529174","0.486867217372168","0.613537207686181"
"Totally disagree","1990","Saxony-Anhalt","Rural Area","367","0.660672275293621","0.621596171662675","0.699748378924567"
"Totally disagree","1990","Thuringia","Urban Area","129","0.638043606449845","0.572097932036172","0.703989280863519"
"Totally disagree","1990","Thuringia","Rural Area","342","0.64779376509838","0.606540210225491","0.689047319971269"
"True entirely","1991","Schleswig-Holstein","Urban Area","","","",""
"True entirely","1991","Schleswig-Holstein","Rural Area","","","",""
"True entirely","1991","Hamburg","Urban Area","","","",""
"True entirely","1991","Hamburg","Rural Area","","","",""
"True entirely","1991","Lower Saxony","Urban Area","","","",""
"True entirely","1991","Lower Saxony","Rural Area","","","",""
"True entirely","1991","Bremen","Urban Area","","","",""
"True entirely","1991","Bremen","Rural Area","","","",""
"True entirely","1991","North Rhine-Westphalia","Urban Area","","","",""
"True entirely","1991","North Rhine-Westphalia","Rural Area","","","",""
"True entirely","1991","Hesse","Urban Area","","","",""
"True entirely","1991","Hesse","Rural Area","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"True entirely","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"True entirely","1991","Baden-Württemberg","Urban Area","","","",""
"True entirely","1991","Baden-Württemberg","Rural Area","","","",""
"True entirely","1991","Bavaria","Urban Area","","","",""
"True entirely","1991","Bavaria","Rural Area","1","","",""
"True entirely","1991","Berlin","Urban Area","21","","",""
"True entirely","1991","Berlin","Rural Area","","","",""
"True entirely","1991","Brandenburg","Urban Area","4","","",""
"True entirely","1991","Brandenburg","Rural Area","39","0.0639192335806366","0.0447422400037902","0.0830962271574829"
"True entirely","1991","Mecklenburg-Western Pomerania","Urban Area","5","","",""
"True entirely","1991","Mecklenburg-Western Pomerania","Rural Area","26","","",""
"True entirely","1991","Saxony","Urban Area","54","0.0886993731518333","0.0662111565697982","0.111187589733868"
"True entirely","1991","Saxony","Rural Area","49","0.0910398660623515","0.0677488998141411","0.114330832310562"
"True entirely","1991","Saxony-Anhalt","Urban Area","21","","",""
"True entirely","1991","Saxony-Anhalt","Rural Area","47","0.0903471145390045","0.0666033776184464","0.114090851459563"
"True entirely","1991","Thuringia","Urban Area","18","","",""
"True entirely","1991","Thuringia","Rural Area","41","0.0808257807066872","0.0565429516959414","0.105108609717433"
"Tends to agree","1991","Schleswig-Holstein","Urban Area","","","",""
"Tends to agree","1991","Schleswig-Holstein","Rural Area","","","",""
"Tends to agree","1991","Hamburg","Urban Area","","","",""
"Tends to agree","1991","Hamburg","Rural Area","","","",""
"Tends to agree","1991","Lower Saxony","Urban Area","","","",""
"Tends to agree","1991","Lower Saxony","Rural Area","1","","",""
"Tends to agree","1991","Bremen","Urban Area","","","",""
"Tends to agree","1991","Bremen","Rural Area","","","",""
"Tends to agree","1991","North Rhine-Westphalia","Urban Area","","","",""
"Tends to agree","1991","North Rhine-Westphalia","Rural Area","","","",""
"Tends to agree","1991","Hesse","Urban Area","","","",""
"Tends to agree","1991","Hesse","Rural Area","","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Urban Area","1","","",""
"Tends to agree","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Tends to agree","1991","Baden-Württemberg","Urban Area","2","","",""
"Tends to agree","1991","Baden-Württemberg","Rural Area","","","",""
"Tends to agree","1991","Bavaria","Urban Area","","","",""
"Tends to agree","1991","Bavaria","Rural Area","","","",""
"Tends to agree","1991","Berlin","Urban Area","23","","",""
"Tends to agree","1991","Berlin","Rural Area","","","",""
"Tends to agree","1991","Brandenburg","Urban Area","3","","",""
"Tends to agree","1991","Brandenburg","Rural Area","57","0.117272002811333","0.0920477271416345","0.142496278481031"
"Tends to agree","1991","Mecklenburg-Western Pomerania","Urban Area","7","","",""
"Tends to agree","1991","Mecklenburg-Western Pomerania","Rural Area","40","0.11150132578297","0.0810346851182192","0.141967966447722"
"Tends to agree","1991","Saxony","Urban Area","58","0.115513202852273","0.0902303896714732","0.140796016033073"
"Tends to agree","1991","Saxony","Rural Area","49","0.0928918869395306","0.069389189969108","0.116394583909953"
"Tends to agree","1991","Saxony-Anhalt","Urban Area","25","","",""
"Tends to agree","1991","Saxony-Anhalt","Rural Area","47","0.0945977952773","0.0703587584384886","0.118836832116111"
"Tends to agree","1991","Thuringia","Urban Area","17","","",""
"Tends to agree","1991","Thuringia","Rural Area","41","0.091820896896061","0.0660943245161957","0.117547469275926"
"Rather not true","1991","Schleswig-Holstein","Urban Area","","","",""
"Rather not true","1991","Schleswig-Holstein","Rural Area","","","",""
"Rather not true","1991","Hamburg","Urban Area","","","",""
"Rather not true","1991","Hamburg","Rural Area","","","",""
"Rather not true","1991","Lower Saxony","Urban Area","","","",""
"Rather not true","1991","Lower Saxony","Rural Area","","","",""
"Rather not true","1991","Bremen","Urban Area","","","",""
"Rather not true","1991","Bremen","Rural Area","","","",""
"Rather not true","1991","North Rhine-Westphalia","Urban Area","2","","",""
"Rather not true","1991","North Rhine-Westphalia","Rural Area","","","",""
"Rather not true","1991","Hesse","Urban Area","1","","",""
"Rather not true","1991","Hesse","Rural Area","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Urban Area","","","",""
"Rather not true","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Rather not true","1991","Baden-Württemberg","Urban Area","2","","",""
"Rather not true","1991","Baden-Württemberg","Rural Area","2","","",""
"Rather not true","1991","Bavaria","Urban Area","3","","",""
"Rather not true","1991","Bavaria","Rural Area","","","",""
"Rather not true","1991","Berlin","Urban Area","55","0.240068015810543","0.188150257744028","0.291985773877058"
"Rather not true","1991","Berlin","Rural Area","","","",""
"Rather not true","1991","Brandenburg","Urban Area","11","","",""
"Rather not true","1991","Brandenburg","Rural Area","154","0.264790395086311","0.23019926248002","0.299381527692602"
"Rather not true","1991","Mecklenburg-Western Pomerania","Urban Area","11","","",""
"Rather not true","1991","Mecklenburg-Western Pomerania","Rural Area","91","0.223352097353861","0.183037412700343","0.263666782007379"
"Rather not true","1991","Saxony","Urban Area","169","0.289064539354127","0.253207336917499","0.324921741790755"
"Rather not true","1991","Saxony","Rural Area","160","0.277134296252897","0.240895544468341","0.313373048037452"
"Rather not true","1991","Saxony-Anhalt","Urban Area","52","0.275749901302259","0.216963947616643","0.334535854987874"
"Rather not true","1991","Saxony-Anhalt","Rural Area","111","0.1896581442969","0.157188766846872","0.222127521746928"
"Rather not true","1991","Thuringia","Urban Area","43","0.219323887491662","0.159857708755331","0.278790066227994"
"Rather not true","1991","Thuringia","Rural Area","120","0.273516425929916","0.233803670951982","0.31322918090785"
"Totally disagree","1991","Schleswig-Holstein","Urban Area","","","",""
"Totally disagree","1991","Schleswig-Holstein","Rural Area","3","","",""
"Totally disagree","1991","Hamburg","Urban Area","","","",""
"Totally disagree","1991","Hamburg","Rural Area","","","",""
"Totally disagree","1991","Lower Saxony","Urban Area","","","",""
"Totally disagree","1991","Lower Saxony","Rural Area","","","",""
"Totally disagree","1991","Bremen","Urban Area","","","",""
"Totally disagree","1991","Bremen","Rural Area","","","",""
"Totally disagree","1991","North Rhine-Westphalia","Urban Area","5","","",""
"Totally disagree","1991","North Rhine-Westphalia","Rural Area","","","",""
"Totally disagree","1991","Hesse","Urban Area","2","","",""
"Totally disagree","1991","Hesse","Rural Area","","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Urban Area","2","","",""
"Totally disagree","1991","Rhineland-Palatinate,Saarland","Rural Area","","","",""
"Totally disagree","1991","Baden-Württemberg","Urban Area","1","","",""
"Totally disagree","1991","Baden-Württemberg","Rural Area","","","",""
"Totally disagree","1991","Bavaria","Urban Area","1","","",""
"Totally disagree","1991","Bavaria","Rural Area","3","","",""
"Totally disagree","1991","Berlin","Urban Area","161","0.568013957586094","0.507802966164922","0.628224949007267"
"Totally disagree","1991","Berlin","Rural Area","","","",""
"Totally disagree","1991","Brandenburg","Urban Area","24","","",""
"Totally disagree","1991","Brandenburg","Rural Area","375","0.55401836852172","0.51504852604282","0.59298821100062"
"Totally disagree","1991","Mecklenburg-Western Pomerania","Urban Area","27","","",""
"Totally disagree","1991","Mecklenburg-Western Pomerania","Rural Area","253","0.603762793780122","0.556418574163576","0.651107013396668"
"Totally disagree","1991","Saxony","Urban Area","333","0.506722884641767","0.467177605228138","0.546268164055395"
"Totally disagree","1991","Saxony","Rural Area","328","0.538933950745221","0.498574185946987","0.579293715543455"
"Totally disagree","1991","Saxony-Anhalt","Urban Area","124","0.47216589780366","0.406495804237694","0.537835991369625"
"Totally disagree","1991","Saxony-Anhalt","Rural Area","355","0.625396945886795","0.585308648409378","0.665485243364212"
"Totally disagree","1991","Thuringia","Urban Area","108","0.561304750649195","0.489991137043193","0.632618364255198"
"Totally disagree","1991","Thuringia","Rural Area","282","0.553836896467336","0.509551230608916","0.598122562325756"
"True entirely","1992","Schleswig-Holstein","Urban Area","11","","",""
"True entirely","1992","Schleswig-Holstein","Rural Area","7","","",""
"True entirely","1992","Hamburg","Urban Area","3","","",""
"True entirely","1992","Hamburg","Rural Area","","","",""
"True entirely","1992","Lower Saxony","Urban Area","17","","",""
"True entirely","1992","Lower Saxony","Rural Area","25","","",""
"True entirely","1992","Bremen","Urban Area","8","","",""
"True entirely","1992","Bremen","Rural Area","","","",""
"True entirely","1992","North Rhine-Westphalia","Urban Area","143","0.0874673968298697","0.0745162779147299","0.10041851574501"
"True entirely","1992","North Rhine-Westphalia","Rural Area","4","","",""
"True entirely","1992","Hesse","Urban Area","34","0.0757430517592682","0.0534269171277658","0.0980591863907705"
"True entirely","1992","Hesse","Rural Area","7","","",""
"True entirely","1992","Rhineland-Palatinate,Saarland","Urban Area","31","0.0866666335723908","0.060166701026333","0.113166566118448"
"True entirely","1992","Rhineland-Palatinate,Saarland","Rural Area","3","","",""
"True entirely","1992","Baden-Württemberg","Urban Area","86","0.110450564305471","0.090622446602051","0.130278682008892"
"True entirely","1992","Baden-Württemberg","Rural Area","19","","",""
"True entirely","1992","Bavaria","Urban Area","41","0.065440422189899","0.0461600197587288","0.0847208246210692"
"True entirely","1992","Bavaria","Rural Area","54","0.0953352348311023","0.0731804894672025","0.117489980195002"
"True entirely","1992","Berlin","Urban Area","37","0.0769174850478322","0.0532276107337143","0.10060735936195"
"True entirely","1992","Berlin","Rural Area","","","",""
"True entirely","1992","Brandenburg","Urban Area","3","","",""
"True entirely","1992","Brandenburg","Rural Area","48","0.0814403521023693","0.0592954999119993","0.103585204292739"
"True entirely","1992","Mecklenburg-Western Pomerania","Urban Area","2","","",""
"True entirely","1992","Mecklenburg-Western Pomerania","Rural Area","24","","",""
"True entirely","1992","Saxony","Urban Area","51","0.0881925210916452","0.0651143415298852","0.111270700653405"
"True entirely","1992","Saxony","Rural Area","35","0.0645273505415569","0.0439568302812987","0.0850978708018151"
"True entirely","1992","Saxony-Anhalt","Urban Area","20","","",""
"True entirely","1992","Saxony-Anhalt","Rural Area","60","0.124638487814993","0.0963299748888055","0.152947000741181"
"True entirely","1992","Thuringia","Urban Area","14","","",""
"True entirely","1992","Thuringia","Rural Area","34","0.0885149188533899","0.0629711893647161","0.114058648342064"
"Tends to agree","1992","Schleswig-Holstein","Urban Area","14","","",""
"Tends to agree","1992","Schleswig-Holstein","Rural Area","15","","",""
"Tends to agree","1992","Hamburg","Urban Area","8","","",""
"Tends to agree","1992","Hamburg","Rural Area","","","",""
"Tends to agree","1992","Lower Saxony","Urban Area","52","0.166186915675367","0.130285974681056","0.202087856669678"
"Tends to agree","1992","Lower Saxony","Rural Area","55","0.164114445697635","0.128818508144984","0.199410383250285"
"Tends to agree","1992","Bremen","Urban Area","11","","",""
"Tends to agree","1992","Bremen","Rural Area","","","",""
"Tends to agree","1992","North Rhine-Westphalia","Urban Area","163","0.0981383299599068","0.0845003737500032","0.11177628616981"
"Tends to agree","1992","North Rhine-Westphalia","Rural Area","6","","",""
"Tends to agree","1992","Hesse","Urban Area","55","0.11814991811572","0.0909250801661684","0.145374756065271"
"Tends to agree","1992","Hesse","Rural Area","12","","",""
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Urban Area","54","0.135886167840069","0.103610350649319","0.16816198503082"
"Tends to agree","1992","Rhineland-Palatinate,Saarland","Rural Area","17","","",""
"Tends to agree","1992","Baden-Württemberg","Urban Area","98","0.119743934831826","0.0992066157745978","0.140281253889054"
"Tends to agree","1992","Baden-Württemberg","Rural Area","20","","",""
"Tends to agree","1992","Bavaria","Urban Area","67","0.123845983774353","0.0981644626484057","0.149527504900301"
"Tends to agree","1992","Bavaria","Rural Area","85","0.142957792045541","0.116551876741738","0.169363707349344"
"Tends to agree","1992","Berlin","Urban Area","48","0.107485748709062","0.0799489798542507","0.135022517563873"
"Tends to agree","1992","Berlin","Rural Area","","","",""
"Tends to agree","1992","Brandenburg","Urban Area","5","","",""
"Tends to agree","1992","Brandenburg","Rural Area","57","0.112980805874845","0.0873496538885031","0.138611957861187"
"Tends to agree","1992","Mecklenburg-Western Pomerania","Urban Area","6","","",""
"Tends to agree","1992","Mecklenburg-Western Pomerania","Rural Area","52","0.157609314696354","0.119969752874205","0.195248876518502"
"Tends to agree","1992","Saxony","Urban Area","66","0.136937579011227","0.108959588368887","0.164915569653567"
"Tends to agree","1992","Saxony","Rural Area","51","0.105803572670297","0.0800507733653676","0.131556371975227"
"Tends to agree","1992","Saxony-Anhalt","Urban Area","22","","",""
"Tends to agree","1992","Saxony-Anhalt","Rural Area","50","0.0976358334205088","0.0721972580544147","0.123074408786603"
"Tends to agree","1992","Thuringia","Urban Area","21","","",""
"Tends to agree","1992","Thuringia","Rural Area","38","0.0954784484585018","0.0690505017596384","0.121906395157365"
"Rather not true","1992","Schleswig-Holstein","Urban Area","31","0.287130109490531","0.204080007614006","0.370180211367055"
"Rather not true","1992","Schleswig-Holstein","Rural Area","33","0.275907219586544","0.197862871099298","0.353951568073791"
"Rather not true","1992","Hamburg","Urban Area","25","","",""
"Rather not true","1992","Hamburg","Rural Area","","","",""
"Rather not true","1992","Lower Saxony","Urban Area","104","0.262151353946749","0.219735056093636","0.304567651799862"
"Rather not true","1992","Lower Saxony","Rural Area","128","0.292914620246198","0.249545125697619","0.336284114794777"
"Rather not true","1992","Bremen","Urban Area","14","","",""
"Rather not true","1992","Bremen","Rural Area","","","",""
"Rather not true","1992","North Rhine-Westphalia","Urban Area","510","0.284655932601928","0.263969880940989","0.305341984262867"
"Rather not true","1992","North Rhine-Westphalia","Rural Area","9","","",""
"Rather not true","1992","Hesse","Urban Area","152","0.278994769160113","0.24116632764489","0.316823210675335"
"Rather not true","1992","Hesse","Rural Area","30","0.292373139080653","0.207756164784246","0.37699011337706"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Urban Area","93","0.202125511033337","0.164300244411403","0.239950777655272"
"Rather not true","1992","Rhineland-Palatinate,Saarland","Rural Area","32","0.356675050062473","0.267158505145591","0.446191594979355"
"Rather not true","1992","Baden-Württemberg","Urban Area","328","0.320387592837614","0.29086999790502","0.349905187770208"
"Rather not true","1992","Baden-Württemberg","Rural Area","48","0.316177549709486","0.241766119198456","0.390588980220515"
"Rather not true","1992","Bavaria","Urban Area","177","0.282466372437748","0.247367427831705","0.31756531704379"
"Rather not true","1992","Bavaria","Rural Area","216","0.315032701922369","0.279989083525782","0.350076320318956"
"Rather not true","1992","Berlin","Urban Area","110","0.256839830701225","0.217997761615165","0.295681899787285"
"Rather not true","1992","Berlin","Rural Area","","","",""
"Rather not true","1992","Brandenburg","Urban Area","24","","",""
"Rather not true","1992","Brandenburg","Rural Area","149","0.255225060955275","0.219925161496511","0.290524960414039"
"Rather not true","1992","Mecklenburg-Western Pomerania","Urban Area","9","","",""
"Rather not true","1992","Mecklenburg-Western Pomerania","Rural Area","101","0.281999831309977","0.235517967055557","0.328481695564396"
"Rather not true","1992","Saxony","Urban Area","150","0.264624634749225","0.228723864323082","0.300525405175367"
"Rather not true","1992","Saxony","Rural Area","170","0.323427111747164","0.284261643934615","0.362592579559714"
"Rather not true","1992","Saxony-Anhalt","Urban Area","64","0.276504767246965","0.220035946499495","0.332973587994434"
"Rather not true","1992","Saxony-Anhalt","Rural Area","135","0.250771004174043","0.213622340617091","0.287919667730996"
"Rather not true","1992","Thuringia","Urban Area","40","0.238056259197491","0.175490121640799","0.300622396754184"
"Rather not true","1992","Thuringia","Rural Area","141","0.308935179004993","0.267382946585367","0.35048741142462"
"Totally disagree","1992","Schleswig-Holstein","Urban Area","58","0.484520278227415","0.392780552575358","0.576260003879471"
"Totally disagree","1992","Schleswig-Holstein","Rural Area","71","0.516024804963473","0.428765919930814","0.603283689996131"
"Totally disagree","1992","Hamburg","Urban Area","77","0.612680251367177","0.522862819981719","0.702497682752634"
"Totally disagree","1992","Hamburg","Rural Area","","","",""
"Totally disagree","1992","Lower Saxony","Urban Area","240","0.523141758209775","0.47497167399241","0.57131184242714"
"Totally disagree","1992","Lower Saxony","Rural Area","215","0.469083626724458","0.421526445668728","0.516640807780187"
"Totally disagree","1992","Bremen","Urban Area","54","0.586790114882256","0.483319933478672","0.69026029628584"
"Totally disagree","1992","Bremen","Rural Area","","","",""
"Totally disagree","1992","North Rhine-Westphalia","Urban Area","1012","0.529738340608296","0.506858105398231","0.55261857581836"
"Totally disagree","1992","North Rhine-Westphalia","Rural Area","46","0.634865313259931","0.517818725247816","0.751911901272046"
"Totally disagree","1992","Hesse","Urban Area","299","0.527112260964899","0.485002594923936","0.569221927005863"
"Totally disagree","1992","Hesse","Rural Area","62","0.497701165151419","0.404686373901031","0.590715956401807"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Urban Area","255","0.575321687554202","0.528764197716914","0.621879177391491"
"Totally disagree","1992","Rhineland-Palatinate,Saarland","Rural Area","58","0.409894521397377","0.317986666778084","0.501802376016671"
"Totally disagree","1992","Baden-Württemberg","Urban Area","448","0.449417908025089","0.417951388975055","0.480884427075122"
"Totally disagree","1992","Baden-Württemberg","Rural Area","63","0.376459970829036","0.298925641768567","0.453994299889505"
"Totally disagree","1992","Bavaria","Urban Area","347","0.528247221598","0.489327887950591","0.567166555245409"
"Totally disagree","1992","Bavaria","Rural Area","320","0.446674271200988","0.409169881240644","0.484178661161333"
"Totally disagree","1992","Berlin","Urban Area","291","0.558756935541881","0.514612052973915","0.602901818109847"
"Totally disagree","1992","Berlin","Rural Area","","","",""
"Totally disagree","1992","Brandenburg","Urban Area","32","0.516207283165598","0.393773905489316","0.63864066084188"
"Totally disagree","1992","Brandenburg","Rural Area","332","0.550353781067511","0.510076909220645","0.590630652914377"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Urban Area","33","0.667270788305575","0.53666584626635","0.797875730344799"
"Totally disagree","1992","Mecklenburg-Western Pomerania","Rural Area","183","0.496463581760716","0.444815287637173","0.54811187588426"
"Totally disagree","1992","Saxony","Urban Area","313","0.510245265147903","0.469562271058421","0.550928259237385"
"Totally disagree","1992","Saxony","Rural Area","292","0.506241965040982","0.464382471316147","0.548101458765816"
"Totally disagree","1992","Saxony-Anhalt","Urban Area","135","0.496287536033462","0.433163086709382","0.559411985357542"
"Totally disagree","1992","Saxony-Anhalt","Rural Area","278","0.526954674590455","0.484165367388761","0.569743981792148"
"Totally disagree","1992","Thuringia","Urban Area","103","0.564912400913741","0.492081279561755","0.637743522265727"
"Totally disagree","1992","Thuringia","Rural Area","262","0.507071453683115","0.462111293277218","0.552031614089012"
