"plh0189","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Totally disagree","1991","direct migration background","vocational + Abi","1","","",""
"Totally disagree","1991","direct migration background","higher vocational","7","","",""
"Totally disagree","1991","direct migration background","higher education","20","","",""
"Totally disagree","1991","indirect migration background","in school","","","",""
"Totally disagree","1991","indirect migration background","inadequately","","","",""
"Totally disagree","1991","indirect migration background","general elemantary","","","",""
"Totally disagree","1991","indirect migration background","middle vocational","1","","",""
"Totally disagree","1991","indirect migration background","vocational + Abi","","","",""
"Totally disagree","1991","indirect migration background","higher vocational","","","",""
"Totally disagree","1991","indirect migration background","higher education","","","",""
"True entirely","1992","no migration background","in school","6","","",""
"True entirely","1992","no migration background","inadequately","9","","",""
"True entirely","1992","no migration background","general elemantary","141","0.0885528082261151","0.07541016285986","0.10169545359237"
"True entirely","1992","no migration background","middle vocational","460","0.0872165269110468","0.0799135063225287","0.094519547499565"
"True entirely","1992","no migration background","vocational + Abi","7","","",""
"True entirely","1992","no migration background","higher vocational","46","0.080644176292604","0.0604298150337702","0.100858537551438"
"True entirely","1992","no migration background","higher education","103","0.0759286042134717","0.0626167376483144","0.089240470778629"
"True entirely","1992","direct migration background","in school","","","",""
"True entirely","1992","direct migration background","inadequately","2","","",""
"True entirely","1992","direct migration background","general elemantary","17","","",""
"True entirely","1992","direct migration background","middle vocational","21","","",""
"True entirely","1992","direct migration background","vocational + Abi","1","","",""
"True entirely","1992","direct migration background","higher vocational","5","","",""
"True entirely","1992","direct migration background","higher education","4","","",""
"True entirely","1992","indirect migration background","in school","","","",""
"True entirely","1992","indirect migration background","inadequately","","","",""
"True entirely","1992","indirect migration background","general elemantary","1","","",""
"True entirely","1992","indirect migration background","middle vocational","1","","",""
"True entirely","1992","indirect migration background","vocational + Abi","","","",""
"True entirely","1992","indirect migration background","higher vocational","","","",""
"True entirely","1992","indirect migration background","higher education","","","",""
"Tends to agree","1992","no migration background","in school","11","","",""
"Tends to agree","1992","no migration background","inadequately","10","","",""
"Tends to agree","1992","no migration background","general elemantary","260","0.166213516780989","0.148991799357387","0.18343523420459"
"Tends to agree","1992","no migration background","middle vocational","583","0.120336755683768","0.111915504547681","0.128758006819854"
"Tends to agree","1992","no migration background","vocational + Abi","29","","",""
"Tends to agree","1992","no migration background","higher vocational","54","0.0943091226508256","0.0726121795059068","0.116006065795745"
"Tends to agree","1992","no migration background","higher education","120","0.0896305117092788","0.0752749474107007","0.103986076007857"
"Tends to agree","1992","direct migration background","in school","1","","",""
"Tends to agree","1992","direct migration background","inadequately","2","","",""
"Tends to agree","1992","direct migration background","general elemantary","15","","",""
"Tends to agree","1992","direct migration background","middle vocational","36","0.120441346944885","0.0821122655346449","0.158770428355125"
"Tends to agree","1992","direct migration background","vocational + Abi","1","","",""
"Tends to agree","1992","direct migration background","higher vocational","3","","",""
"Tends to agree","1992","direct migration background","higher education","8","","",""
"Tends to agree","1992","indirect migration background","in school","1","","",""
"Tends to agree","1992","indirect migration background","inadequately","1","","",""
"Tends to agree","1992","indirect migration background","general elemantary","6","","",""
"Tends to agree","1992","indirect migration background","middle vocational","6","","",""
"Tends to agree","1992","indirect migration background","vocational + Abi","","","",""
"Tends to agree","1992","indirect migration background","higher vocational","","","",""
"Tends to agree","1992","indirect migration background","higher education","","","",""
"Rather not true","1992","no migration background","in school","52","0.389111153186959","0.303641680955098","0.474580625418819"
"Rather not true","1992","no migration background","inadequately","26","","",""
"Rather not true","1992","no migration background","general elemantary","532","0.289824068005166","0.268836309252191","0.310811826758142"
"Rather not true","1992","no migration background","middle vocational","1504","0.265392870853189","0.253964312705869","0.276821429000509"
"Rather not true","1992","no migration background","vocational + Abi","113","0.424746504188294","0.366430455504898","0.483062552871691"
"Rather not true","1992","no migration background","higher vocational","182","0.264605514341118","0.231857020431092","0.297354008251145"
"Rather not true","1992","no migration background","higher education","413","0.287656332652185","0.264907179338637","0.310405485965733"
"Rather not true","1992","direct migration background","in school","5","","",""
"Rather not true","1992","direct migration background","inadequately","3","","",""
"Rather not true","1992","direct migration background","general elemantary","35","0.268721630080302","0.190697322182317","0.346745937978288"
"Rather not true","1992","direct migration background","middle vocational","69","0.260191289986603","0.208524164078632","0.311858415894575"
"Rather not true","1992","direct migration background","vocational + Abi","7","","",""
"Rather not true","1992","direct migration background","higher vocational","15","","",""
"Rather not true","1992","direct migration background","higher education","30","0.344881574091614","0.245569590047903","0.444193558135325"
"Rather not true","1992","indirect migration background","in school","6","","",""
"Rather not true","1992","indirect migration background","inadequately","1","","",""
"Rather not true","1992","indirect migration background","general elemantary","9","","",""
"Rather not true","1992","indirect migration background","middle vocational","5","","",""
"Rather not true","1992","indirect migration background","vocational + Abi","3","","",""
"Rather not true","1992","indirect migration background","higher vocational","2","","",""
"Rather not true","1992","indirect migration background","higher education","1","","",""
"Totally disagree","1992","no migration background","in school","56","0.472618065568522","0.385097348326784","0.560138782810259"
"Totally disagree","1992","no migration background","inadequately","39","0.439575820870625","0.333434673479728","0.545716968261521"
"Totally disagree","1992","no migration background","general elemantary","862","0.45540960698773","0.432371226506218","0.478447987469243"
"Totally disagree","1992","no migration background","middle vocational","3187","0.527053846551997","0.514131166582176","0.539976526521818"
"Totally disagree","1992","no migration background","vocational + Abi","127","0.421356416657189","0.363102661415038","0.479610171899339"
"Totally disagree","1992","no migration background","higher vocational","415","0.560441186715452","0.523593924911176","0.597288448519728"
"Totally disagree","1992","no migration background","higher education","885","0.546784551425065","0.521767048778908","0.571802054071222"
"Totally disagree","1992","direct migration background","in school","1","","",""
"Totally disagree","1992","direct migration background","inadequately","4","","",""
"Totally disagree","1992","direct migration background","general elemantary","57","0.428991420452471","0.34187844083818","0.516104400066761"
"Totally disagree","1992","direct migration background","middle vocational","151","0.538139582799659","0.479429722482544","0.596849443116774"
"Totally disagree","1992","direct migration background","vocational + Abi","3","","",""
"Totally disagree","1992","direct migration background","higher vocational","27","","",""
"Totally disagree","1992","direct migration background","higher education","46","0.53064958571611","0.42637960998222","0.63491956145"
"Totally disagree","1992","indirect migration background","in school","2","","",""
"Totally disagree","1992","indirect migration background","inadequately","","","",""
"Totally disagree","1992","indirect migration background","general elemantary","16","","",""
"Totally disagree","1992","indirect migration background","middle vocational","14","","",""
"Totally disagree","1992","indirect migration background","vocational + Abi","1","","",""
"Totally disagree","1992","indirect migration background","higher vocational","1","","",""
"Totally disagree","1992","indirect migration background","higher education","1","","",""
"True entirely","1993","no migration background","in school","8","","",""
"True entirely","1993","no migration background","inadequately","7","","",""
"True entirely","1993","no migration background","general elemantary","162","0.113395808959669","0.098349777368109","0.128441840551229"
"True entirely","1993","no migration background","middle vocational","421","0.0883797555358514","0.0809954394887903","0.0957640715829126"
"True entirely","1993","no migration background","vocational + Abi","13","","",""
"True entirely","1993","no migration background","higher vocational","55","0.094025076031135","0.0720071636140162","0.116042988448254"
"True entirely","1993","no migration background","higher education","94","0.0628077785280207","0.0505134914921303","0.0751020655639111"
"True entirely","1993","direct migration background","in school","","","",""
"True entirely","1993","direct migration background","inadequately","38","0.0924397198218035","0.06702619714033","0.117853242503277"
"True entirely","1993","direct migration background","general elemantary","67","0.12071745109079","0.0979119659705087","0.143522936211071"
"True entirely","1993","direct migration background","middle vocational","67","0.0903794895266465","0.07094334962125","0.109815629432043"
"True entirely","1993","direct migration background","vocational + Abi","8","","",""
"True entirely","1993","direct migration background","higher vocational","5","","",""
"True entirely","1993","direct migration background","higher education","6","","",""
"True entirely","1993","indirect migration background","in school","","","",""
"True entirely","1993","indirect migration background","inadequately","","","",""
"True entirely","1993","indirect migration background","general elemantary","9","","",""
"True entirely","1993","indirect migration background","middle vocational","11","","",""
"True entirely","1993","indirect migration background","vocational + Abi","","","",""
"True entirely","1993","indirect migration background","higher vocational","1","","",""
"True entirely","1993","indirect migration background","higher education","1","","",""
"Tends to agree","1993","no migration background","in school","11","","",""
"Tends to agree","1993","no migration background","inadequately","14","","",""
"Tends to agree","1993","no migration background","general elemantary","251","0.16179601002415","0.144321003633252","0.179271016415049"
"Tends to agree","1993","no migration background","middle vocational","660","0.135304313502442","0.12640586349323","0.144202763511653"
"Tends to agree","1993","no migration background","vocational + Abi","32","0.122695365554609","0.0841976215216146","0.161193109587604"
"Tends to agree","1993","no migration background","higher vocational","68","0.119226189567475","0.0947798278757775","0.143672551259172"
"Tends to agree","1993","no migration background","higher education","149","0.112154283844702","0.0961638966743583","0.128144671015045"
"Tends to agree","1993","direct migration background","in school","3","","",""
"Tends to agree","1993","direct migration background","inadequately","99","0.213582263454786","0.177623308603021","0.249541218306551"
"Tends to agree","1993","direct migration background","general elemantary","114","0.161400089309315","0.13564759197223","0.187152586646401"
"Tends to agree","1993","direct migration background","middle vocational","126","0.148933073502466","0.124799458228932","0.173066688776"
"Tends to agree","1993","direct migration background","vocational + Abi","13","","",""
"Tends to agree","1993","direct migration background","higher vocational","5","","",""
"Tends to agree","1993","direct migration background","higher education","16","","",""
"Tends to agree","1993","indirect migration background","in school","5","","",""
"Tends to agree","1993","indirect migration background","inadequately","7","","",""
"Tends to agree","1993","indirect migration background","general elemantary","22","","",""
"Tends to agree","1993","indirect migration background","middle vocational","19","","",""
"Tends to agree","1993","indirect migration background","vocational + Abi","1","","",""
"Tends to agree","1993","indirect migration background","higher vocational","","","",""
"Tends to agree","1993","indirect migration background","higher education","","","",""
"Rather not true","1993","no migration background","in school","50","0.369927746190742","0.285962442827849","0.453893049553635"
"Rather not true","1993","no migration background","inadequately","20","","",""
"Rather not true","1993","no migration background","general elemantary","489","0.282100863129327","0.260746211020967","0.303455515237688"
"Rather not true","1993","no migration background","middle vocational","1527","0.276038208958279","0.264408487290414","0.287667930626144"
"Rather not true","1993","no migration background","vocational + Abi","89","0.328279508458908","0.273178166598664","0.383380850319152"
"Rather not true","1993","no migration background","higher vocational","189","0.297722519093461","0.263227497716521","0.332217540470401"
"Rather not true","1993","no migration background","higher education","428","0.30823244703827","0.284833217096336","0.331631676980205"
"Rather not true","1993","direct migration background","in school","5","","",""
"Rather not true","1993","direct migration background","inadequately","150","0.301716733537338","0.261443793613263","0.341989673461414"
"Rather not true","1993","direct migration background","general elemantary","208","0.25843227123899","0.227788737691743","0.289075804786237"
"Rather not true","1993","direct migration background","middle vocational","211","0.269952170837497","0.23985927226411","0.300045069410883"
"Rather not true","1993","direct migration background","vocational + Abi","29","","",""
"Rather not true","1993","direct migration background","higher vocational","15","","",""
"Rather not true","1993","direct migration background","higher education","43","0.355614819565445","0.273952102999371","0.437277536131519"
"Rather not true","1993","indirect migration background","in school","14","","",""
"Rather not true","1993","indirect migration background","inadequately","9","","",""
"Rather not true","1993","indirect migration background","general elemantary","67","0.364935398040243","0.29771022534018","0.432160570740305"
"Rather not true","1993","indirect migration background","middle vocational","41","0.222921095363834","0.156315516765274","0.289526673962393"
"Rather not true","1993","indirect migration background","vocational + Abi","4","","",""
"Rather not true","1993","indirect migration background","higher vocational","2","","",""
"Rather not true","1993","indirect migration background","higher education","3","","",""
"Totally disagree","1993","no migration background","in school","58","0.466963776466748","0.380194457553303","0.553733095380194"
"Totally disagree","1993","no migration background","inadequately","42","0.506877438647602","0.399320616602028","0.614434260693177"
"Totally disagree","1993","no migration background","general elemantary","804","0.442707317886853","0.41913737130841","0.466277264465297"
"Totally disagree","1993","no migration background","middle vocational","3068","0.500277722003428","0.487270132138465","0.513285311868391"
"Totally disagree","1993","no migration background","vocational + Abi","145","0.503190716696875","0.444521924074799","0.561859509318952"
"Totally disagree","1993","no migration background","higher vocational","363","0.48902621530793","0.451315776601292","0.526736654014567"
"Totally disagree","1993","no migration background","higher education","825","0.516805490589007","0.491482974886715","0.5421280062913"
"Totally disagree","1993","direct migration background","in school","3","","",""
"Totally disagree","1993","direct migration background","inadequately","212","0.392261283186072","0.349421822692978","0.435100743679166"
"Totally disagree","1993","direct migration background","general elemantary","395","0.459450188360905","0.424566119363907","0.494334257357903"
"Totally disagree","1993","direct migration background","middle vocational","432","0.490735266133391","0.4568476992113","0.524622833055482"
"Totally disagree","1993","direct migration background","vocational + Abi","45","0.432804598653195","0.333172662009545","0.532436535296845"
"Totally disagree","1993","direct migration background","higher vocational","33","0.542251019628495","0.414033321531384","0.670468717725607"
"Totally disagree","1993","direct migration background","higher education","67","0.460981978771345","0.375945603074846","0.546018354467843"
"Totally disagree","1993","indirect migration background","in school","28","","",""
"Totally disagree","1993","indirect migration background","inadequately","6","","",""
"Totally disagree","1993","indirect migration background","general elemantary","99","0.441092172937655","0.371757615236413","0.510426730638896"
"Totally disagree","1993","indirect migration background","middle vocational","79","0.527994717873768","0.448105038204411","0.607884397543125"
"Totally disagree","1993","indirect migration background","vocational + Abi","7","","",""
"Totally disagree","1993","indirect migration background","higher vocational","5","","",""
"Totally disagree","1993","indirect migration background","higher education","1","","",""
"True entirely","1994","no migration background","in school","","","",""
"True entirely","1994","no migration background","inadequately","","","",""
"True entirely","1994","no migration background","general elemantary","","","",""
"True entirely","1994","no migration background","middle vocational","","","",""
"True entirely","1994","no migration background","vocational + Abi","","","",""
"True entirely","1994","no migration background","higher vocational","","","",""
"True entirely","1994","no migration background","higher education","","","",""
"True entirely","1994","direct migration background","in school","","","",""
"True entirely","1994","direct migration background","inadequately","","","",""
"True entirely","1994","direct migration background","general elemantary","","","",""
"True entirely","1994","direct migration background","middle vocational","","","",""
"True entirely","1994","direct migration background","vocational + Abi","","","",""
"True entirely","1994","direct migration background","higher vocational","","","",""
"True entirely","1994","direct migration background","higher education","","","",""
"True entirely","1994","indirect migration background","in school","","","",""
"True entirely","1994","indirect migration background","inadequately","","","",""
"True entirely","1994","indirect migration background","general elemantary","","","",""
"True entirely","1994","indirect migration background","middle vocational","","","",""
"True entirely","1994","indirect migration background","vocational + Abi","","","",""
"True entirely","1994","indirect migration background","higher vocational","","","",""
"True entirely","1994","indirect migration background","higher education","","","",""
"Tends to agree","1994","no migration background","in school","","","",""
"Tends to agree","1994","no migration background","inadequately","","","",""
"Tends to agree","1994","no migration background","general elemantary","","","",""
"Tends to agree","1994","no migration background","middle vocational","","","",""
"Tends to agree","1994","no migration background","vocational + Abi","","","",""
"Tends to agree","1994","no migration background","higher vocational","","","",""
"Tends to agree","1994","no migration background","higher education","","","",""
"Tends to agree","1994","direct migration background","in school","","","",""
"Tends to agree","1994","direct migration background","inadequately","","","",""
"Tends to agree","1994","direct migration background","general elemantary","","","",""
"Tends to agree","1994","direct migration background","middle vocational","","","",""
"Tends to agree","1994","direct migration background","vocational + Abi","","","",""
"Tends to agree","1994","direct migration background","higher vocational","","","",""
"Tends to agree","1994","direct migration background","higher education","","","",""
"Tends to agree","1994","indirect migration background","in school","","","",""
"Tends to agree","1994","indirect migration background","inadequately","","","",""
"Tends to agree","1994","indirect migration background","general elemantary","","","",""
"Tends to agree","1994","indirect migration background","middle vocational","","","",""
"Tends to agree","1994","indirect migration background","vocational + Abi","","","",""
"Tends to agree","1994","indirect migration background","higher vocational","","","",""
"Tends to agree","1994","indirect migration background","higher education","","","",""
"Rather not true","1994","no migration background","in school","","","",""
"Rather not true","1994","no migration background","inadequately","","","",""
"Rather not true","1994","no migration background","general elemantary","","","",""
"Rather not true","1994","no migration background","middle vocational","","","",""
"Rather not true","1994","no migration background","vocational + Abi","","","",""
"Rather not true","1994","no migration background","higher vocational","","","",""
"Rather not true","1994","no migration background","higher education","","","",""
"Rather not true","1994","direct migration background","in school","","","",""
"Rather not true","1994","direct migration background","inadequately","","","",""
"Rather not true","1994","direct migration background","general elemantary","","","",""
"Rather not true","1994","direct migration background","middle vocational","","","",""
"Rather not true","1994","direct migration background","vocational + Abi","","","",""
"Rather not true","1994","direct migration background","higher vocational","","","",""
"Rather not true","1994","direct migration background","higher education","","","",""
"Rather not true","1994","indirect migration background","in school","","","",""
"Rather not true","1994","indirect migration background","inadequately","","","",""
"Rather not true","1994","indirect migration background","general elemantary","","","",""
"Rather not true","1994","indirect migration background","middle vocational","","","",""
"Rather not true","1994","indirect migration background","vocational + Abi","","","",""
"Rather not true","1994","indirect migration background","higher vocational","","","",""
"Rather not true","1994","indirect migration background","higher education","","","",""
"Totally disagree","1994","no migration background","in school","","","",""
"Totally disagree","1994","no migration background","inadequately","","","",""
"Totally disagree","1994","no migration background","general elemantary","","","",""
"Totally disagree","1994","no migration background","middle vocational","","","",""
"Totally disagree","1994","no migration background","vocational + Abi","","","",""
"Totally disagree","1994","no migration background","higher vocational","","","",""
"Totally disagree","1994","no migration background","higher education","","","",""
"Totally disagree","1994","direct migration background","in school","","","",""
"Totally disagree","1994","direct migration background","inadequately","","","",""
"Totally disagree","1994","direct migration background","general elemantary","","","",""
"Totally disagree","1994","direct migration background","middle vocational","","","",""
"Totally disagree","1994","direct migration background","vocational + Abi","","","",""
"Totally disagree","1994","direct migration background","higher vocational","","","",""
"Totally disagree","1994","direct migration background","higher education","","","",""
"Totally disagree","1994","indirect migration background","in school","","","",""
"Totally disagree","1994","indirect migration background","inadequately","","","",""
"Totally disagree","1994","indirect migration background","general elemantary","","","",""
"Totally disagree","1994","indirect migration background","middle vocational","","","",""
"Totally disagree","1994","indirect migration background","vocational + Abi","","","",""
"Totally disagree","1994","indirect migration background","higher vocational","","","",""
"Totally disagree","1994","indirect migration background","higher education","","","",""
"True entirely","1995","no migration background","in school","9","","",""
"True entirely","1995","no migration background","inadequately","6","","",""
"True entirely","1995","no migration background","general elemantary","142","0.116724599662756","0.100765361401311","0.1326838379242"
"True entirely","1995","no migration background","middle vocational","414","0.0926542547924337","0.0850267662386653","0.100281743346202"
"True entirely","1995","no migration background","vocational + Abi","9","","",""
"True entirely","1995","no migration background","higher vocational","34","0.0625830233405515","0.0445105237862302","0.0806555228948727"
"True entirely","1995","no migration background","higher education","71","0.0472956254605356","0.0367178948973263","0.0578733560237449"
