"plh0189","year","regtyp","n","percent","lower_confidence","upper_confidence"
"True entirely","1998","Rural Area","","","",""
"Tends to agree","1998","Urban Area","","","",""
"Tends to agree","1998","Rural Area","","","",""
"Rather not true","1998","Urban Area","","","",""
"Rather not true","1998","Rural Area","","","",""
"Totally disagree","1998","Urban Area","","","",""
"Totally disagree","1998","Rural Area","","","",""
"True entirely","1999","Urban Area","","","",""
"True entirely","1999","Rural Area","","","",""
"Tends to agree","1999","Urban Area","","","",""
"Tends to agree","1999","Rural Area","","","",""
"Rather not true","1999","Urban Area","","","",""
"Rather not true","1999","Rural Area","","","",""
"Totally disagree","1999","Urban Area","","","",""
"Totally disagree","1999","Rural Area","","","",""
"True entirely","2000","Urban Area","","","",""
"True entirely","2000","Rural Area","","","",""
"Tends to agree","2000","Urban Area","","","",""
"Tends to agree","2000","Rural Area","","","",""
"Rather not true","2000","Urban Area","","","",""
"Rather not true","2000","Rural Area","","","",""
"Totally disagree","2000","Urban Area","","","",""
"Totally disagree","2000","Rural Area","","","",""
"True entirely","2001","Urban Area","","","",""
"True entirely","2001","Rural Area","","","",""
"Tends to agree","2001","Urban Area","","","",""
"Tends to agree","2001","Rural Area","","","",""
"Rather not true","2001","Urban Area","","","",""
"Rather not true","2001","Rural Area","","","",""
"Totally disagree","2001","Urban Area","","","",""
"Totally disagree","2001","Rural Area","","","",""
"True entirely","2002","Urban Area","","","",""
"True entirely","2002","Rural Area","","","",""
"Tends to agree","2002","Urban Area","","","",""
"Tends to agree","2002","Rural Area","","","",""
"Rather not true","2002","Urban Area","","","",""
"Rather not true","2002","Rural Area","","","",""
"Totally disagree","2002","Urban Area","","","",""
"Totally disagree","2002","Rural Area","","","",""
"True entirely","2003","Urban Area","","","",""
"True entirely","2003","Rural Area","","","",""
"Tends to agree","2003","Urban Area","","","",""
"Tends to agree","2003","Rural Area","","","",""
"Rather not true","2003","Urban Area","","","",""
"Rather not true","2003","Rural Area","","","",""
"Totally disagree","2003","Urban Area","","","",""
"Totally disagree","2003","Rural Area","","","",""
"True entirely","2004","Urban Area","","","",""
"True entirely","2004","Rural Area","","","",""
"Tends to agree","2004","Urban Area","","","",""
"Tends to agree","2004","Rural Area","","","",""
"Rather not true","2004","Urban Area","","","",""
"Rather not true","2004","Rural Area","","","",""
"Totally disagree","2004","Urban Area","","","",""
"Totally disagree","2004","Rural Area","","","",""
"True entirely","2005","Urban Area","","","",""
"True entirely","2005","Rural Area","","","",""
"Tends to agree","2005","Urban Area","","","",""
"Tends to agree","2005","Rural Area","","","",""
"Rather not true","2005","Urban Area","","","",""
"Rather not true","2005","Rural Area","","","",""
"Totally disagree","2005","Urban Area","","","",""
"Totally disagree","2005","Rural Area","","","",""
"True entirely","2006","Urban Area","","","",""
"True entirely","2006","Rural Area","","","",""
"Tends to agree","2006","Urban Area","","","",""
"Tends to agree","2006","Rural Area","","","",""
"Rather not true","2006","Urban Area","","","",""
"Rather not true","2006","Rural Area","","","",""
"Totally disagree","2006","Urban Area","","","",""
"Totally disagree","2006","Rural Area","","","",""
"True entirely","2007","Urban Area","","","",""
"True entirely","2007","Rural Area","","","",""
"Tends to agree","2007","Urban Area","","","",""
"Tends to agree","2007","Rural Area","","","",""
"Rather not true","2007","Urban Area","","","",""
"Rather not true","2007","Rural Area","","","",""
"Totally disagree","2007","Urban Area","","","",""
"Totally disagree","2007","Rural Area","","","",""
"True entirely","2008","Urban Area","790","0.0763383280307604","0.0717398061066669","0.0809368499548539"
"True entirely","2008","Rural Area","413","0.0764506437539653","0.0700141767251365","0.0828871107827942"
"Tends to agree","2008","Urban Area","1682","0.152483457716218","0.14625793337079","0.158708982061646"
"Tends to agree","2008","Rural Area","910","0.15745364289277","0.148630969960415","0.166276315825125"
"Rather not true","2008","Urban Area","4795","0.3822802133552","0.373864767222004","0.390695659488397"
"Rather not true","2008","Rural Area","2735","0.411021863855475","0.399103710499254","0.422940017211695"
"Totally disagree","2008","Urban Area","5542","0.388898000897821","0.380455615270753","0.397340386524889"
"Totally disagree","2008","Rural Area","2489","0.35507384949779","0.343482306290732","0.366665392704848"
"True entirely","2009","Urban Area","","","",""
"True entirely","2009","Rural Area","","","",""
"Tends to agree","2009","Urban Area","","","",""
"Tends to agree","2009","Rural Area","","","",""
"Rather not true","2009","Urban Area","","","",""
"Rather not true","2009","Rural Area","","","",""
"Totally disagree","2009","Urban Area","","","",""
"Totally disagree","2009","Rural Area","","","",""
"True entirely","2010","Urban Area","","","",""
"True entirely","2010","Rural Area","","","",""
"Tends to agree","2010","Urban Area","","","",""
"Tends to agree","2010","Rural Area","","","",""
"Rather not true","2010","Urban Area","","","",""
"Rather not true","2010","Rural Area","","","",""
"Totally disagree","2010","Urban Area","","","",""
"Totally disagree","2010","Rural Area","","","",""
"True entirely","2011","Urban Area","","","",""
"True entirely","2011","Rural Area","","","",""
"Tends to agree","2011","Urban Area","","","",""
"Tends to agree","2011","Rural Area","","","",""
"Rather not true","2011","Urban Area","","","",""
"Rather not true","2011","Rural Area","","","",""
"Totally disagree","2011","Urban Area","","","",""
"Totally disagree","2011","Rural Area","","","",""
"True entirely","2012","Urban Area","","","",""
"True entirely","2012","Rural Area","","","",""
"Tends to agree","2012","Urban Area","","","",""
"Tends to agree","2012","Rural Area","","","",""
"Rather not true","2012","Urban Area","","","",""
"Rather not true","2012","Rural Area","","","",""
"Totally disagree","2012","Urban Area","","","",""
"Totally disagree","2012","Rural Area","","","",""
"True entirely","2013","Urban Area","557","0.0512248432768499","0.0473194784241641","0.0551302081295358"
"True entirely","2013","Rural Area","334","0.0572814057448703","0.0516996083846054","0.0628632031051352"
"Tends to agree","2013","Urban Area","1377","0.122369420102213","0.116564022534133","0.128174817670294"
"Tends to agree","2013","Rural Area","756","0.127435316466838","0.119425548927265","0.135445084006411"
"Rather not true","2013","Urban Area","4701","0.394653962962688","0.385995322074028","0.403312603851348"
"Rather not true","2013","Rural Area","2744","0.42488362422779","0.413009842559593","0.436757405895987"
"Totally disagree","2013","Urban Area","5606","0.431751773658249","0.422977205502892","0.440526341813605"
"Totally disagree","2013","Rural Area","2824","0.390399653560502","0.378681653120382","0.402117654000621"
"True entirely","2014","Urban Area","","","",""
"True entirely","2014","Rural Area","","","",""
"Tends to agree","2014","Urban Area","","","",""
"Tends to agree","2014","Rural Area","","","",""
"Rather not true","2014","Urban Area","","","",""
"Rather not true","2014","Rural Area","","","",""
"Totally disagree","2014","Urban Area","","","",""
"Totally disagree","2014","Rural Area","","","",""
"True entirely","2015","Urban Area","","","",""
"True entirely","2015","Rural Area","","","",""
"Tends to agree","2015","Urban Area","","","",""
"Tends to agree","2015","Rural Area","","","",""
"Rather not true","2015","Urban Area","","","",""
"Rather not true","2015","Rural Area","","","",""
"Totally disagree","2015","Urban Area","","","",""
"Totally disagree","2015","Rural Area","","","",""
"True entirely","2016","Urban Area","","","",""
"True entirely","2016","Rural Area","","","",""
"Tends to agree","2016","Urban Area","","","",""
"Tends to agree","2016","Rural Area","","","",""
"Rather not true","2016","Urban Area","","","",""
"Rather not true","2016","Rural Area","","","",""
"Totally disagree","2016","Urban Area","","","",""
"Totally disagree","2016","Rural Area","","","",""
"True entirely","2017","Urban Area","","","",""
"True entirely","2017","Rural Area","","","",""
"Tends to agree","2017","Urban Area","","","",""
"Tends to agree","2017","Rural Area","","","",""
"Rather not true","2017","Urban Area","","","",""
"Rather not true","2017","Rural Area","","","",""
"Totally disagree","2017","Urban Area","","","",""
"Totally disagree","2017","Rural Area","","","",""
"True entirely","2018","Urban Area","898","0.0590794139950951","0.0554975110661494","0.0626613169240408"
"True entirely","2018","Rural Area","451","0.0534681234674599","0.0488221887505176","0.0581140581844022"
"Tends to agree","2018","Urban Area","2243","0.141647236795119","0.136349916952119","0.14694455663812"
"Tends to agree","2018","Rural Area","1128","0.143371349706802","0.136133901076197","0.150608798337407"
"Rather not true","2018","Urban Area","6107","0.374410817280853","0.36705826626458","0.381763368297126"
"Rather not true","2018","Rural Area","3434","0.398674319818166","0.3885626701094","0.408785969526932"
"Totally disagree","2018","Urban Area","7396","0.424862531928932","0.417352716133945","0.43237234772392"
"Totally disagree","2018","Rural Area","3994","0.404486207007572","0.394350459565834","0.41462195444931"
