"plb0196_h","year","e11102","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1989","Employed","(Married) couple without C. ","786","1","1","1"
"No","1989","Employed","Single parent ","202","1","1","1"
"No","1989","Employed","Couple + C. LE 16 ","932","1","1","1"
"No","1989","Employed","Couple + C. GT 16 ","864","1","1","1"
"No","1989","Employed","Couple + C. LE and GT 16","452","1","1","1"
"Yes","1990","Not Employed","1-pers.-HH","","","",""
"Yes","1990","Not Employed","(Married) couple without C. ","","","",""
"Yes","1990","Not Employed","Single parent ","","","",""
"Yes","1990","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1990","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1990","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1990","Employed","1-pers.-HH","","","",""
"Yes","1990","Employed","(Married) couple without C. ","","","",""
"Yes","1990","Employed","Single parent ","","","",""
"Yes","1990","Employed","Couple + C. LE 16 ","","","",""
"Yes","1990","Employed","Couple + C. GT 16 ","","","",""
"Yes","1990","Employed","Couple + C. LE and GT 16","","","",""
"No","1990","Not Employed","1-pers.-HH","2","","",""
"No","1990","Not Employed","(Married) couple without C. ","12","","",""
"No","1990","Not Employed","Single parent ","4","","",""
"No","1990","Not Employed","Couple + C. LE 16 ","32","1","1","1"
"No","1990","Not Employed","Couple + C. GT 16 ","18","","",""
"No","1990","Not Employed","Couple + C. LE and GT 16","15","","",""
"No","1990","Employed","1-pers.-HH","298","1","1","1"
"No","1990","Employed","(Married) couple without C. ","773","1","1","1"
"No","1990","Employed","Single parent ","195","1","1","1"
"No","1990","Employed","Couple + C. LE 16 ","910","1","1","1"
"No","1990","Employed","Couple + C. GT 16 ","819","1","1","1"
"No","1990","Employed","Couple + C. LE and GT 16","385","1","1","1"
"Yes","1991","Not Employed","1-pers.-HH","","","",""
"Yes","1991","Not Employed","(Married) couple without C. ","","","",""
"Yes","1991","Not Employed","Single parent ","","","",""
"Yes","1991","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1991","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1991","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1991","Employed","1-pers.-HH","","","",""
"Yes","1991","Employed","(Married) couple without C. ","","","",""
"Yes","1991","Employed","Single parent ","","","",""
"Yes","1991","Employed","Couple + C. LE 16 ","","","",""
"Yes","1991","Employed","Couple + C. GT 16 ","","","",""
"Yes","1991","Employed","Couple + C. LE and GT 16","","","",""
"No","1991","Not Employed","1-pers.-HH","3","","",""
"No","1991","Not Employed","(Married) couple without C. ","21","","",""
"No","1991","Not Employed","Single parent ","7","","",""
"No","1991","Not Employed","Couple + C. LE 16 ","29","","",""
"No","1991","Not Employed","Couple + C. GT 16 ","25","","",""
"No","1991","Not Employed","Couple + C. LE and GT 16","15","","",""
"No","1991","Employed","1-pers.-HH","293","1","1","1"
"No","1991","Employed","(Married) couple without C. ","746","1","1","1"
"No","1991","Employed","Single parent ","195","1","1","1"
"No","1991","Employed","Couple + C. LE 16 ","886","1","1","1"
"No","1991","Employed","Couple + C. GT 16 ","780","1","1","1"
"No","1991","Employed","Couple + C. LE and GT 16","419","1","1","1"
"Yes","1992","Not Employed","1-pers.-HH","","","",""
"Yes","1992","Not Employed","(Married) couple without C. ","","","",""
"Yes","1992","Not Employed","Single parent ","","","",""
"Yes","1992","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1992","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1992","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1992","Employed","1-pers.-HH","","","",""
"Yes","1992","Employed","(Married) couple without C. ","","","",""
"Yes","1992","Employed","Single parent ","","","",""
"Yes","1992","Employed","Couple + C. LE 16 ","","","",""
"Yes","1992","Employed","Couple + C. GT 16 ","","","",""
"Yes","1992","Employed","Couple + C. LE and GT 16","","","",""
"No","1992","Not Employed","1-pers.-HH","4","","",""
"No","1992","Not Employed","(Married) couple without C. ","10","","",""
"No","1992","Not Employed","Single parent ","9","","",""
"No","1992","Not Employed","Couple + C. LE 16 ","31","1","1","1"
"No","1992","Not Employed","Couple + C. GT 16 ","30","1","1","1"
"No","1992","Not Employed","Couple + C. LE and GT 16","10","","",""
"No","1992","Employed","1-pers.-HH","321","1","1","1"
"No","1992","Employed","(Married) couple without C. ","995","1","1","1"
"No","1992","Employed","Single parent ","254","1","1","1"
"No","1992","Employed","Couple + C. LE 16 ","1419","1","1","1"
"No","1992","Employed","Couple + C. GT 16 ","1117","1","1","1"
"No","1992","Employed","Couple + C. LE and GT 16","521","1","1","1"
"Yes","1993","Not Employed","1-pers.-HH","","","",""
"Yes","1993","Not Employed","(Married) couple without C. ","","","",""
"Yes","1993","Not Employed","Single parent ","","","",""
"Yes","1993","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1993","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1993","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1993","Employed","1-pers.-HH","","","",""
"Yes","1993","Employed","(Married) couple without C. ","","","",""
"Yes","1993","Employed","Single parent ","","","",""
"Yes","1993","Employed","Couple + C. LE 16 ","","","",""
"Yes","1993","Employed","Couple + C. GT 16 ","","","",""
"Yes","1993","Employed","Couple + C. LE and GT 16","","","",""
"No","1993","Not Employed","1-pers.-HH","12","","",""
"No","1993","Not Employed","(Married) couple without C. ","15","","",""
"No","1993","Not Employed","Single parent ","11","","",""
"No","1993","Not Employed","Couple + C. LE 16 ","45","1","1","1"
"No","1993","Not Employed","Couple + C. GT 16 ","29","","",""
"No","1993","Not Employed","Couple + C. LE and GT 16","24","","",""
"No","1993","Employed","1-pers.-HH","379","1","1","1"
"No","1993","Employed","(Married) couple without C. ","1001","1","1","1"
"No","1993","Employed","Single parent ","237","1","1","1"
"No","1993","Employed","Couple + C. LE 16 ","1319","1","1","1"
"No","1993","Employed","Couple + C. GT 16 ","1036","1","1","1"
"No","1993","Employed","Couple + C. LE and GT 16","531","1","1","1"
"Yes","1994","Not Employed","1-pers.-HH","","","",""
"Yes","1994","Not Employed","(Married) couple without C. ","","","",""
"Yes","1994","Not Employed","Single parent ","","","",""
"Yes","1994","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1994","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1994","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1994","Employed","1-pers.-HH","","","",""
"Yes","1994","Employed","(Married) couple without C. ","","","",""
"Yes","1994","Employed","Single parent ","","","",""
"Yes","1994","Employed","Couple + C. LE 16 ","","","",""
"Yes","1994","Employed","Couple + C. GT 16 ","","","",""
"Yes","1994","Employed","Couple + C. LE and GT 16","","","",""
"No","1994","Not Employed","1-pers.-HH","9","","",""
"No","1994","Not Employed","(Married) couple without C. ","17","","",""
"No","1994","Not Employed","Single parent ","7","","",""
"No","1994","Not Employed","Couple + C. LE 16 ","43","1","1","1"
"No","1994","Not Employed","Couple + C. GT 16 ","30","1","1","1"
"No","1994","Not Employed","Couple + C. LE and GT 16","15","","",""
"No","1994","Employed","1-pers.-HH","329","1","1","1"
"No","1994","Employed","(Married) couple without C. ","980","1","1","1"
"No","1994","Employed","Single parent ","211","1","1","1"
"No","1994","Employed","Couple + C. LE 16 ","1234","1","1","1"
"No","1994","Employed","Couple + C. GT 16 ","948","1","1","1"
"No","1994","Employed","Couple + C. LE and GT 16","500","1","1","1"
"Yes","1995","Not Employed","1-pers.-HH","","","",""
"Yes","1995","Not Employed","(Married) couple without C. ","","","",""
"Yes","1995","Not Employed","Single parent ","","","",""
"Yes","1995","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1995","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1995","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1995","Employed","1-pers.-HH","","","",""
"Yes","1995","Employed","(Married) couple without C. ","","","",""
"Yes","1995","Employed","Single parent ","","","",""
"Yes","1995","Employed","Couple + C. LE 16 ","","","",""
"Yes","1995","Employed","Couple + C. GT 16 ","","","",""
"Yes","1995","Employed","Couple + C. LE and GT 16","","","",""
"No","1995","Not Employed","1-pers.-HH","17","","",""
"No","1995","Not Employed","(Married) couple without C. ","27","","",""
"No","1995","Not Employed","Single parent ","12","","",""
"No","1995","Not Employed","Couple + C. LE 16 ","40","1","1","1"
"No","1995","Not Employed","Couple + C. GT 16 ","24","","",""
"No","1995","Not Employed","Couple + C. LE and GT 16","20","","",""
"No","1995","Employed","1-pers.-HH","341","1","1","1"
"No","1995","Employed","(Married) couple without C. ","966","1","1","1"
"No","1995","Employed","Single parent ","218","1","1","1"
"No","1995","Employed","Couple + C. LE 16 ","1216","1","1","1"
"No","1995","Employed","Couple + C. GT 16 ","965","1","1","1"
"No","1995","Employed","Couple + C. LE and GT 16","491","1","1","1"
"Yes","1996","Not Employed","1-pers.-HH","","","",""
"Yes","1996","Not Employed","(Married) couple without C. ","","","",""
"Yes","1996","Not Employed","Single parent ","","","",""
"Yes","1996","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1996","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1996","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1996","Employed","1-pers.-HH","","","",""
"Yes","1996","Employed","(Married) couple without C. ","","","",""
"Yes","1996","Employed","Single parent ","","","",""
"Yes","1996","Employed","Couple + C. LE 16 ","","","",""
"Yes","1996","Employed","Couple + C. GT 16 ","","","",""
"Yes","1996","Employed","Couple + C. LE and GT 16","","","",""
"No","1996","Not Employed","1-pers.-HH","7","","",""
"No","1996","Not Employed","(Married) couple without C. ","18","","",""
"No","1996","Not Employed","Single parent ","8","","",""
"No","1996","Not Employed","Couple + C. LE 16 ","35","1","1","1"
"No","1996","Not Employed","Couple + C. GT 16 ","27","","",""
"No","1996","Not Employed","Couple + C. LE and GT 16","19","","",""
"No","1996","Employed","1-pers.-HH","355","1","1","1"
"No","1996","Employed","(Married) couple without C. ","971","1","1","1"
"No","1996","Employed","Single parent ","234","1","1","1"
"No","1996","Employed","Couple + C. LE 16 ","1162","1","1","1"
"No","1996","Employed","Couple + C. GT 16 ","882","1","1","1"
"No","1996","Employed","Couple + C. LE and GT 16","501","1","1","1"
"Yes","1997","Not Employed","1-pers.-HH","","","",""
"Yes","1997","Not Employed","(Married) couple without C. ","","","",""
"Yes","1997","Not Employed","Single parent ","","","",""
"Yes","1997","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1997","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1997","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1997","Employed","1-pers.-HH","","","",""
"Yes","1997","Employed","(Married) couple without C. ","","","",""
"Yes","1997","Employed","Single parent ","","","",""
"Yes","1997","Employed","Couple + C. LE 16 ","","","",""
"Yes","1997","Employed","Couple + C. GT 16 ","","","",""
"Yes","1997","Employed","Couple + C. LE and GT 16","","","",""
"No","1997","Not Employed","1-pers.-HH","1","","",""
"No","1997","Not Employed","(Married) couple without C. ","5","","",""
"No","1997","Not Employed","Single parent ","3","","",""
"No","1997","Not Employed","Couple + C. LE 16 ","7","","",""
"No","1997","Not Employed","Couple + C. GT 16 ","3","","",""
"No","1997","Not Employed","Couple + C. LE and GT 16","1","","",""
"No","1997","Employed","1-pers.-HH","120","1","1","1"
"No","1997","Employed","(Married) couple without C. ","331","1","1","1"
"No","1997","Employed","Single parent ","57","1","1","1"
"No","1997","Employed","Couple + C. LE 16 ","393","1","1","1"
"No","1997","Employed","Couple + C. GT 16 ","275","1","1","1"
"No","1997","Employed","Couple + C. LE and GT 16","156","1","1","1"
"Yes","1998","Not Employed","1-pers.-HH","","","",""
"Yes","1998","Not Employed","(Married) couple without C. ","","","",""
"Yes","1998","Not Employed","Single parent ","","","",""
"Yes","1998","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1998","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1998","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1998","Employed","1-pers.-HH","","","",""
"Yes","1998","Employed","(Married) couple without C. ","","","",""
"Yes","1998","Employed","Single parent ","","","",""
"Yes","1998","Employed","Couple + C. LE 16 ","","","",""
"Yes","1998","Employed","Couple + C. GT 16 ","","","",""
"Yes","1998","Employed","Couple + C. LE and GT 16","","","",""
"No","1998","Not Employed","1-pers.-HH","3","","",""
"No","1998","Not Employed","(Married) couple without C. ","3","","",""
"No","1998","Not Employed","Single parent ","2","","",""
"No","1998","Not Employed","Couple + C. LE 16 ","8","","",""
"No","1998","Not Employed","Couple + C. GT 16 ","3","","",""
"No","1998","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","1998","Employed","1-pers.-HH","144","1","1","1"
"No","1998","Employed","(Married) couple without C. ","356","1","1","1"
"No","1998","Employed","Single parent ","72","1","1","1"
"No","1998","Employed","Couple + C. LE 16 ","386","1","1","1"
"No","1998","Employed","Couple + C. GT 16 ","291","1","1","1"
"No","1998","Employed","Couple + C. LE and GT 16","161","1","1","1"
"Yes","1999","Not Employed","1-pers.-HH","","","",""
"Yes","1999","Not Employed","(Married) couple without C. ","","","",""
"Yes","1999","Not Employed","Single parent ","","","",""
"Yes","1999","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","1999","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","1999","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","1999","Employed","1-pers.-HH","","","",""
"Yes","1999","Employed","(Married) couple without C. ","","","",""
"Yes","1999","Employed","Single parent ","","","",""
"Yes","1999","Employed","Couple + C. LE 16 ","","","",""
"Yes","1999","Employed","Couple + C. GT 16 ","","","",""
"Yes","1999","Employed","Couple + C. LE and GT 16","","","",""
"No","1999","Not Employed","1-pers.-HH","3","","",""
"No","1999","Not Employed","(Married) couple without C. ","3","","",""
"No","1999","Not Employed","Single parent ","1","","",""
"No","1999","Not Employed","Couple + C. LE 16 ","7","","",""
"No","1999","Not Employed","Couple + C. GT 16 ","","","",""
"No","1999","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","1999","Employed","1-pers.-HH","123","1","1","1"
"No","1999","Employed","(Married) couple without C. ","339","1","1","1"
"No","1999","Employed","Single parent ","74","1","1","1"
"No","1999","Employed","Couple + C. LE 16 ","408","1","1","1"
"No","1999","Employed","Couple + C. GT 16 ","269","1","1","1"
"No","1999","Employed","Couple + C. LE and GT 16","142","1","1","1"
"Yes","2000","Not Employed","1-pers.-HH","","","",""
"Yes","2000","Not Employed","(Married) couple without C. ","","","",""
"Yes","2000","Not Employed","Single parent ","","","",""
"Yes","2000","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2000","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2000","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2000","Employed","1-pers.-HH","","","",""
"Yes","2000","Employed","(Married) couple without C. ","","","",""
"Yes","2000","Employed","Single parent ","","","",""
"Yes","2000","Employed","Couple + C. LE 16 ","","","",""
"Yes","2000","Employed","Couple + C. GT 16 ","","","",""
"Yes","2000","Employed","Couple + C. LE and GT 16","","","",""
"No","2000","Not Employed","1-pers.-HH","4","","",""
"No","2000","Not Employed","(Married) couple without C. ","3","","",""
"No","2000","Not Employed","Single parent ","2","","",""
"No","2000","Not Employed","Couple + C. LE 16 ","17","","",""
"No","2000","Not Employed","Couple + C. GT 16 ","8","","",""
"No","2000","Not Employed","Couple + C. LE and GT 16","1","","",""
"No","2000","Employed","1-pers.-HH","307","1","1","1"
"No","2000","Employed","(Married) couple without C. ","617","1","1","1"
"No","2000","Employed","Single parent ","141","1","1","1"
"No","2000","Employed","Couple + C. LE 16 ","674","1","1","1"
"No","2000","Employed","Couple + C. GT 16 ","446","1","1","1"
"No","2000","Employed","Couple + C. LE and GT 16","220","1","1","1"
"Yes","2001","Not Employed","1-pers.-HH","","","",""
"Yes","2001","Not Employed","(Married) couple without C. ","","","",""
"Yes","2001","Not Employed","Single parent ","","","",""
"Yes","2001","Not Employed","Couple + C. LE 16 ","","","",""
"Yes","2001","Not Employed","Couple + C. GT 16 ","","","",""
"Yes","2001","Not Employed","Couple + C. LE and GT 16","","","",""
"Yes","2001","Employed","1-pers.-HH","","","",""
"Yes","2001","Employed","(Married) couple without C. ","","","",""
"Yes","2001","Employed","Single parent ","","","",""
"Yes","2001","Employed","Couple + C. LE 16 ","","","",""
"Yes","2001","Employed","Couple + C. GT 16 ","","","",""
"Yes","2001","Employed","Couple + C. LE and GT 16","","","",""
"No","2001","Not Employed","1-pers.-HH","1","","",""
"No","2001","Not Employed","(Married) couple without C. ","5","","",""
"No","2001","Not Employed","Single parent ","3","","",""
"No","2001","Not Employed","Couple + C. LE 16 ","15","","",""
"No","2001","Not Employed","Couple + C. GT 16 ","4","","",""
"No","2001","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2001","Employed","1-pers.-HH","273","1","1","1"
"No","2001","Employed","(Married) couple without C. ","591","1","1","1"
"No","2001","Employed","Single parent ","113","1","1","1"
"No","2001","Employed","Couple + C. LE 16 ","641","1","1","1"
"No","2001","Employed","Couple + C. GT 16 ","446","1","1","1"
"No","2001","Employed","Couple + C. LE and GT 16","199","1","1","1"
"Yes","2002","Not Employed","1-pers.-HH","3","","",""
"Yes","2002","Not Employed","(Married) couple without C. ","1","","",""
"Yes","2002","Not Employed","Single parent ","3","","",""
"Yes","2002","Not Employed","Couple + C. LE 16 ","8","","",""
"Yes","2002","Not Employed","Couple + C. GT 16 ","5","","",""
"Yes","2002","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes","2002","Employed","1-pers.-HH","613","0.695972329350132","0.665614805765666","0.726329852934598"
"Yes","2002","Employed","(Married) couple without C. ","1533","0.726635321777893","0.707577883738235","0.74569275981755"
"Yes","2002","Employed","Single parent ","239","0.67169876750505","0.622711380966128","0.720686154043972"
"Yes","2002","Employed","Couple + C. LE 16 ","1574","0.702001235986256","0.682832217805702","0.721170254166809"
"Yes","2002","Employed","Couple + C. GT 16 ","1021","0.658415200159308","0.634245948896662","0.682584451421953"
"Yes","2002","Employed","Couple + C. LE and GT 16","483","0.644915392602589","0.609338092820278","0.6804926923849"
"No","2002","Not Employed","1-pers.-HH","6","","",""
"No","2002","Not Employed","(Married) couple without C. ","3","","",""
"No","2002","Not Employed","Single parent ","3","","",""
"No","2002","Not Employed","Couple + C. LE 16 ","9","","",""
"No","2002","Not Employed","Couple + C. GT 16 ","7","","",""
"No","2002","Not Employed","Couple + C. LE and GT 16","5","","",""
"No","2002","Employed","1-pers.-HH","269","0.304027670649868","0.273670147065402","0.334385194234334"
"No","2002","Employed","(Married) couple without C. ","568","0.273364678222107","0.25430724018245","0.292422116261765"
"No","2002","Employed","Single parent ","114","0.32830123249495","0.279313845956027","0.377288619033872"
"No","2002","Employed","Couple + C. LE 16 ","613","0.297998764013744","0.278829745833191","0.317167782194298"
"No","2002","Employed","Couple + C. GT 16 ","458","0.341584799840692","0.317415548578047","0.365754051103338"
"No","2002","Employed","Couple + C. LE and GT 16","212","0.355084607397411","0.3195073076151","0.390661907179722"
"Yes","2003","Not Employed","1-pers.-HH","1","","",""
"Yes","2003","Not Employed","(Married) couple without C. ","6","","",""
"Yes","2003","Not Employed","Single parent ","2","","",""
"Yes","2003","Not Employed","Couple + C. LE 16 ","12","","",""
"Yes","2003","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes","2003","Not Employed","Couple + C. LE and GT 16","2","","",""
"Yes","2003","Employed","1-pers.-HH","626","0.739027412103006","0.709710233147377","0.768344591058634"
"Yes","2003","Employed","(Married) couple without C. ","1428","0.692188073921776","0.672048870555341","0.712327277288211"
"Yes","2003","Employed","Single parent ","245","0.681515320037001","0.633322432166761","0.729708207907241"
"Yes","2003","Employed","Couple + C. LE 16 ","1426","0.71026933967288","0.69025767214839","0.73028100719737"
"Yes","2003","Employed","Couple + C. GT 16 ","978","0.642344746500771","0.617767151942619","0.666922341058922"
"Yes","2003","Employed","Couple + C. LE and GT 16","471","0.696788853690731","0.66211362107766","0.731464086303801"
"No","2003","Not Employed","1-pers.-HH","4","","",""
"No","2003","Not Employed","(Married) couple without C. ","7","","",""
"No","2003","Not Employed","Single parent ","5","","",""
"No","2003","Not Employed","Couple + C. LE 16 ","10","","",""
"No","2003","Not Employed","Couple + C. GT 16 ","5","","",""
"No","2003","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2003","Employed","1-pers.-HH","236","0.260972587896994","0.231655408941366","0.290289766852623"
"No","2003","Employed","(Married) couple without C. ","590","0.307811926078224","0.287672722711789","0.327951129444659"
"No","2003","Employed","Single parent ","114","0.318484679962999","0.270291792092759","0.366677567833239"
"No","2003","Employed","Couple + C. LE 16 ","548","0.28973066032712","0.26971899280263","0.30974232785161"
"No","2003","Employed","Couple + C. GT 16 ","483","0.357655253499229","0.333077658941078","0.382232848057381"
"No","2003","Employed","Couple + C. LE and GT 16","204","0.303211146309269","0.268535913696199","0.33788637892234"
"Yes","2004","Not Employed","1-pers.-HH","3","","",""
"Yes","2004","Not Employed","(Married) couple without C. ","1","","",""
"Yes","2004","Not Employed","Single parent ","2","","",""
"Yes","2004","Not Employed","Couple + C. LE 16 ","4","","",""
"Yes","2004","Not Employed","Couple + C. GT 16 ","7","","",""
"Yes","2004","Not Employed","Couple + C. LE and GT 16","3","","",""
"Yes","2004","Employed","1-pers.-HH","593","0.729657127988621","0.699033313379112","0.76028094259813"
"Yes","2004","Employed","(Married) couple without C. ","1486","0.703677138058937","0.68402011530366","0.723334160814214"
"Yes","2004","Employed","Single parent ","235","0.66220605048645","0.612514680030746","0.711897420942154"
"Yes","2004","Employed","Couple + C. LE 16 ","1296","0.703194020848991","0.682187964081054","0.724200077616929"
"Yes","2004","Employed","Couple + C. GT 16 ","997","0.671017913997085","0.64680946265317","0.695226365341001"
"Yes","2004","Employed","Couple + C. LE and GT 16","451","0.727871968549126","0.692697732776859","0.763046204321393"
"No","2004","Not Employed","1-pers.-HH","2","","",""
"No","2004","Not Employed","(Married) couple without C. ","2","","",""
"No","2004","Not Employed","Single parent ","","","",""
"No","2004","Not Employed","Couple + C. LE 16 ","11","","",""
"No","2004","Not Employed","Couple + C. GT 16 ","4","","",""
"No","2004","Not Employed","Couple + C. LE and GT 16","2","","",""
"No","2004","Employed","1-pers.-HH","215","0.270342872011379","0.23971905740187","0.300966686620889"
"No","2004","Employed","(Married) couple without C. ","587","0.296322861941063","0.276665839185786","0.31597988469634"
