"plb0196_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1987","lower secondary degree","(Married) couple without C. ","","","",""
"No","1987","lower secondary degree","Single parent ","","","",""
"No","1987","lower secondary degree","Couple + C. LE 16 ","","","",""
"No","1987","lower secondary degree","Couple + C. GT 16 ","","","",""
"No","1987","lower secondary degree","Couple + C. LE and GT 16","","","",""
"No","1987","secondary school degree","1-pers.-HH","","","",""
"No","1987","secondary school degree","(Married) couple without C. ","","","",""
"No","1987","secondary school degree","Single parent ","","","",""
"No","1987","secondary school degree","Couple + C. LE 16 ","","","",""
"No","1987","secondary school degree","Couple + C. GT 16 ","","","",""
"No","1987","secondary school degree","Couple + C. LE and GT 16","","","",""
"No","1987","college entrance qualification","1-pers.-HH","","","",""
"No","1987","college entrance qualification","(Married) couple without C. ","","","",""
"No","1987","college entrance qualification","Single parent ","","","",""
"No","1987","college entrance qualification","Couple + C. LE 16 ","","","",""
"No","1987","college entrance qualification","Couple + C. GT 16 ","","","",""
"No","1987","college entrance qualification","Couple + C. LE and GT 16","","","",""
"No","1987","Other degree","1-pers.-HH","","","",""
"No","1987","Other degree","(Married) couple without C. ","","","",""
"No","1987","Other degree","Single parent ","","","",""
"No","1987","Other degree","Couple + C. LE 16 ","","","",""
"No","1987","Other degree","Couple + C. GT 16 ","","","",""
"No","1987","Other degree","Couple + C. LE and GT 16","","","",""
"No","1987","no degree/no degree yet","1-pers.-HH","","","",""
"No","1987","no degree/no degree yet","(Married) couple without C. ","","","",""
"No","1987","no degree/no degree yet","Single parent ","","","",""
"No","1987","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"No","1987","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"No","1987","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Yes","1988","lower secondary degree","1-pers.-HH","","","",""
"Yes","1988","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1988","lower secondary degree","Single parent ","","","",""
"Yes","1988","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1988","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1988","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1988","secondary school degree","1-pers.-HH","","","",""
"Yes","1988","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1988","secondary school degree","Single parent ","","","",""
"Yes","1988","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1988","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1988","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1988","college entrance qualification","1-pers.-HH","","","",""
"Yes","1988","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1988","college entrance qualification","Single parent ","","","",""
"Yes","1988","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1988","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1988","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1988","Other degree","1-pers.-HH","","","",""
"Yes","1988","Other degree","(Married) couple without C. ","","","",""
"Yes","1988","Other degree","Single parent ","","","",""
"Yes","1988","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1988","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1988","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1988","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1988","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1988","no degree/no degree yet","Single parent ","","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1988","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1988","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1988","lower secondary degree","1-pers.-HH","120","1","1","1"
"No","1988","lower secondary degree","(Married) couple without C. ","394","1","1","1"
"No","1988","lower secondary degree","Single parent ","118","1","1","1"
"No","1988","lower secondary degree","Couple + C. LE 16 ","387","1","1","1"
"No","1988","lower secondary degree","Couple + C. GT 16 ","491","1","1","1"
"No","1988","lower secondary degree","Couple + C. LE and GT 16","226","1","1","1"
"No","1988","secondary school degree","1-pers.-HH","70","1","1","1"
"No","1988","secondary school degree","(Married) couple without C. ","162","1","1","1"
"No","1988","secondary school degree","Single parent ","37","1","1","1"
"No","1988","secondary school degree","Couple + C. LE 16 ","170","1","1","1"
"No","1988","secondary school degree","Couple + C. GT 16 ","199","1","1","1"
"No","1988","secondary school degree","Couple + C. LE and GT 16","73","1","1","1"
"No","1988","college entrance qualification","1-pers.-HH","76","1","1","1"
"No","1988","college entrance qualification","(Married) couple without C. ","97","1","1","1"
"No","1988","college entrance qualification","Single parent ","19","","",""
"No","1988","college entrance qualification","Couple + C. LE 16 ","113","1","1","1"
"No","1988","college entrance qualification","Couple + C. GT 16 ","86","1","1","1"
"No","1988","college entrance qualification","Couple + C. LE and GT 16","24","","",""
"No","1988","Other degree","1-pers.-HH","38","1","1","1"
"No","1988","Other degree","(Married) couple without C. ","88","1","1","1"
"No","1988","Other degree","Single parent ","16","","",""
"No","1988","Other degree","Couple + C. LE 16 ","199","1","1","1"
"No","1988","Other degree","Couple + C. GT 16 ","97","1","1","1"
"No","1988","Other degree","Couple + C. LE and GT 16","105","1","1","1"
"No","1988","no degree/no degree yet","1-pers.-HH","24","","",""
"No","1988","no degree/no degree yet","(Married) couple without C. ","37","1","1","1"
"No","1988","no degree/no degree yet","Single parent ","19","","",""
"No","1988","no degree/no degree yet","Couple + C. LE 16 ","89","1","1","1"
"No","1988","no degree/no degree yet","Couple + C. GT 16 ","63","1","1","1"
"No","1988","no degree/no degree yet","Couple + C. LE and GT 16","59","1","1","1"
"Yes","1989","lower secondary degree","1-pers.-HH","","","",""
"Yes","1989","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1989","lower secondary degree","Single parent ","","","",""
"Yes","1989","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1989","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1989","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1989","secondary school degree","1-pers.-HH","","","",""
"Yes","1989","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1989","secondary school degree","Single parent ","","","",""
"Yes","1989","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1989","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1989","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1989","college entrance qualification","1-pers.-HH","","","",""
"Yes","1989","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1989","college entrance qualification","Single parent ","","","",""
"Yes","1989","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1989","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1989","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1989","Other degree","1-pers.-HH","","","",""
"Yes","1989","Other degree","(Married) couple without C. ","","","",""
"Yes","1989","Other degree","Single parent ","","","",""
"Yes","1989","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1989","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1989","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1989","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1989","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1989","no degree/no degree yet","Single parent ","","","",""
"Yes","1989","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1989","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1989","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1989","lower secondary degree","1-pers.-HH","123","1","1","1"
"No","1989","lower secondary degree","(Married) couple without C. ","376","1","1","1"
"No","1989","lower secondary degree","Single parent ","106","1","1","1"
"No","1989","lower secondary degree","Couple + C. LE 16 ","389","1","1","1"
"No","1989","lower secondary degree","Couple + C. GT 16 ","464","1","1","1"
"No","1989","lower secondary degree","Couple + C. LE and GT 16","212","1","1","1"
"No","1989","secondary school degree","1-pers.-HH","58","1","1","1"
"No","1989","secondary school degree","(Married) couple without C. ","173","1","1","1"
"No","1989","secondary school degree","Single parent ","44","1","1","1"
"No","1989","secondary school degree","Couple + C. LE 16 ","159","1","1","1"
"No","1989","secondary school degree","Couple + C. GT 16 ","168","1","1","1"
"No","1989","secondary school degree","Couple + C. LE and GT 16","71","1","1","1"
"No","1989","college entrance qualification","1-pers.-HH","71","1","1","1"
"No","1989","college entrance qualification","(Married) couple without C. ","114","1","1","1"
"No","1989","college entrance qualification","Single parent ","24","","",""
"No","1989","college entrance qualification","Couple + C. LE 16 ","104","1","1","1"
"No","1989","college entrance qualification","Couple + C. GT 16 ","83","1","1","1"
"No","1989","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"No","1989","Other degree","1-pers.-HH","37","1","1","1"
"No","1989","Other degree","(Married) couple without C. ","84","1","1","1"
"No","1989","Other degree","Single parent ","15","","",""
"No","1989","Other degree","Couple + C. LE 16 ","183","1","1","1"
"No","1989","Other degree","Couple + C. GT 16 ","89","1","1","1"
"No","1989","Other degree","Couple + C. LE and GT 16","97","1","1","1"
"No","1989","no degree/no degree yet","1-pers.-HH","25","","",""
"No","1989","no degree/no degree yet","(Married) couple without C. ","36","1","1","1"
"No","1989","no degree/no degree yet","Single parent ","17","","",""
"No","1989","no degree/no degree yet","Couple + C. LE 16 ","95","1","1","1"
"No","1989","no degree/no degree yet","Couple + C. GT 16 ","58","1","1","1"
"No","1989","no degree/no degree yet","Couple + C. LE and GT 16","48","1","1","1"
"Yes","1990","lower secondary degree","1-pers.-HH","","","",""
"Yes","1990","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1990","lower secondary degree","Single parent ","","","",""
"Yes","1990","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1990","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1990","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1990","secondary school degree","1-pers.-HH","","","",""
"Yes","1990","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1990","secondary school degree","Single parent ","","","",""
"Yes","1990","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1990","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1990","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1990","college entrance qualification","1-pers.-HH","","","",""
"Yes","1990","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1990","college entrance qualification","Single parent ","","","",""
"Yes","1990","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1990","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1990","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1990","Other degree","1-pers.-HH","","","",""
"Yes","1990","Other degree","(Married) couple without C. ","","","",""
"Yes","1990","Other degree","Single parent ","","","",""
"Yes","1990","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1990","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1990","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1990","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1990","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1990","no degree/no degree yet","Single parent ","","","",""
"Yes","1990","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1990","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1990","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1990","lower secondary degree","1-pers.-HH","110","1","1","1"
"No","1990","lower secondary degree","(Married) couple without C. ","361","1","1","1"
"No","1990","lower secondary degree","Single parent ","106","1","1","1"
"No","1990","lower secondary degree","Couple + C. LE 16 ","398","1","1","1"
"No","1990","lower secondary degree","Couple + C. GT 16 ","416","1","1","1"
"No","1990","lower secondary degree","Couple + C. LE and GT 16","169","1","1","1"
"No","1990","secondary school degree","1-pers.-HH","64","1","1","1"
"No","1990","secondary school degree","(Married) couple without C. ","170","1","1","1"
"No","1990","secondary school degree","Single parent ","39","1","1","1"
"No","1990","secondary school degree","Couple + C. LE 16 ","178","1","1","1"
"No","1990","secondary school degree","Couple + C. GT 16 ","162","1","1","1"
"No","1990","secondary school degree","Couple + C. LE and GT 16","52","1","1","1"
"No","1990","college entrance qualification","1-pers.-HH","65","1","1","1"
"No","1990","college entrance qualification","(Married) couple without C. ","119","1","1","1"
"No","1990","college entrance qualification","Single parent ","23","","",""
"No","1990","college entrance qualification","Couple + C. LE 16 ","94","1","1","1"
"No","1990","college entrance qualification","Couple + C. GT 16 ","77","1","1","1"
"No","1990","college entrance qualification","Couple + C. LE and GT 16","21","","",""
"No","1990","Other degree","1-pers.-HH","30","1","1","1"
"No","1990","Other degree","(Married) couple without C. ","81","1","1","1"
"No","1990","Other degree","Single parent ","18","","",""
"No","1990","Other degree","Couple + C. LE 16 ","173","1","1","1"
"No","1990","Other degree","Couple + C. GT 16 ","90","1","1","1"
"No","1990","Other degree","Couple + C. LE and GT 16","90","1","1","1"
"No","1990","no degree/no degree yet","1-pers.-HH","22","","",""
"No","1990","no degree/no degree yet","(Married) couple without C. ","39","1","1","1"
"No","1990","no degree/no degree yet","Single parent ","9","","",""
"No","1990","no degree/no degree yet","Couple + C. LE 16 ","77","1","1","1"
"No","1990","no degree/no degree yet","Couple + C. GT 16 ","65","1","1","1"
"No","1990","no degree/no degree yet","Couple + C. LE and GT 16","51","1","1","1"
"Yes","1991","lower secondary degree","1-pers.-HH","","","",""
"Yes","1991","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1991","lower secondary degree","Single parent ","","","",""
"Yes","1991","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1991","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1991","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1991","secondary school degree","1-pers.-HH","","","",""
"Yes","1991","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1991","secondary school degree","Single parent ","","","",""
"Yes","1991","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1991","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1991","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1991","college entrance qualification","1-pers.-HH","","","",""
"Yes","1991","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1991","college entrance qualification","Single parent ","","","",""
"Yes","1991","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1991","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1991","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1991","Other degree","1-pers.-HH","","","",""
"Yes","1991","Other degree","(Married) couple without C. ","","","",""
"Yes","1991","Other degree","Single parent ","","","",""
"Yes","1991","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1991","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1991","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1991","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1991","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1991","no degree/no degree yet","Single parent ","","","",""
"Yes","1991","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1991","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1991","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1991","lower secondary degree","1-pers.-HH","137","1","1","1"
"No","1991","lower secondary degree","(Married) couple without C. ","558","1","1","1"
"No","1991","lower secondary degree","Single parent ","130","1","1","1"
"No","1991","lower secondary degree","Couple + C. LE 16 ","528","1","1","1"
"No","1991","lower secondary degree","Couple + C. GT 16 ","560","1","1","1"
"No","1991","lower secondary degree","Couple + C. LE and GT 16","233","1","1","1"
"No","1991","secondary school degree","1-pers.-HH","96","1","1","1"
"No","1991","secondary school degree","(Married) couple without C. ","254","1","1","1"
"No","1991","secondary school degree","Single parent ","93","1","1","1"
"No","1991","secondary school degree","Couple + C. LE 16 ","684","1","1","1"
"No","1991","secondary school degree","Couple + C. GT 16 ","346","1","1","1"
"No","1991","secondary school degree","Couple + C. LE and GT 16","159","1","1","1"
"No","1991","college entrance qualification","1-pers.-HH","71","1","1","1"
"No","1991","college entrance qualification","(Married) couple without C. ","154","1","1","1"
"No","1991","college entrance qualification","Single parent ","33","1","1","1"
"No","1991","college entrance qualification","Couple + C. LE 16 ","212","1","1","1"
"No","1991","college entrance qualification","Couple + C. GT 16 ","118","1","1","1"
"No","1991","college entrance qualification","Couple + C. LE and GT 16","36","1","1","1"
"No","1991","Other degree","1-pers.-HH","29","","",""
"No","1991","Other degree","(Married) couple without C. ","91","1","1","1"
"No","1991","Other degree","Single parent ","25","","",""
"No","1991","Other degree","Couple + C. LE 16 ","170","1","1","1"
"No","1991","Other degree","Couple + C. GT 16 ","95","1","1","1"
"No","1991","Other degree","Couple + C. LE and GT 16","88","1","1","1"
"No","1991","no degree/no degree yet","1-pers.-HH","22","","",""
"No","1991","no degree/no degree yet","(Married) couple without C. ","37","1","1","1"
"No","1991","no degree/no degree yet","Single parent ","12","","",""
"No","1991","no degree/no degree yet","Couple + C. LE 16 ","66","1","1","1"
"No","1991","no degree/no degree yet","Couple + C. GT 16 ","69","1","1","1"
"No","1991","no degree/no degree yet","Couple + C. LE and GT 16","61","1","1","1"
"Yes","1992","lower secondary degree","1-pers.-HH","","","",""
"Yes","1992","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1992","lower secondary degree","Single parent ","","","",""
"Yes","1992","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1992","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1992","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1992","secondary school degree","1-pers.-HH","","","",""
"Yes","1992","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1992","secondary school degree","Single parent ","","","",""
"Yes","1992","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1992","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1992","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1992","college entrance qualification","1-pers.-HH","","","",""
"Yes","1992","college entrance qualification","(Married) couple without C. ","","","",""
"Yes","1992","college entrance qualification","Single parent ","","","",""
"Yes","1992","college entrance qualification","Couple + C. LE 16 ","","","",""
"Yes","1992","college entrance qualification","Couple + C. GT 16 ","","","",""
"Yes","1992","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Yes","1992","Other degree","1-pers.-HH","","","",""
"Yes","1992","Other degree","(Married) couple without C. ","","","",""
"Yes","1992","Other degree","Single parent ","","","",""
"Yes","1992","Other degree","Couple + C. LE 16 ","","","",""
"Yes","1992","Other degree","Couple + C. GT 16 ","","","",""
"Yes","1992","Other degree","Couple + C. LE and GT 16","","","",""
"Yes","1992","no degree/no degree yet","1-pers.-HH","","","",""
"Yes","1992","no degree/no degree yet","(Married) couple without C. ","","","",""
"Yes","1992","no degree/no degree yet","Single parent ","","","",""
"Yes","1992","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Yes","1992","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Yes","1992","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"No","1992","lower secondary degree","1-pers.-HH","127","1","1","1"
"No","1992","lower secondary degree","(Married) couple without C. ","478","1","1","1"
"No","1992","lower secondary degree","Single parent ","119","1","1","1"
"No","1992","lower secondary degree","Couple + C. LE 16 ","502","1","1","1"
"No","1992","lower secondary degree","Couple + C. GT 16 ","512","1","1","1"
"No","1992","lower secondary degree","Couple + C. LE and GT 16","200","1","1","1"
"No","1992","secondary school degree","1-pers.-HH","93","1","1","1"
"No","1992","secondary school degree","(Married) couple without C. ","239","1","1","1"
"No","1992","secondary school degree","Single parent ","64","1","1","1"
"No","1992","secondary school degree","Couple + C. LE 16 ","528","1","1","1"
"No","1992","secondary school degree","Couple + C. GT 16 ","303","1","1","1"
"No","1992","secondary school degree","Couple + C. LE and GT 16","129","1","1","1"
"No","1992","college entrance qualification","1-pers.-HH","62","1","1","1"
"No","1992","college entrance qualification","(Married) couple without C. ","148","1","1","1"
"No","1992","college entrance qualification","Single parent ","36","1","1","1"
"No","1992","college entrance qualification","Couple + C. LE 16 ","197","1","1","1"
"No","1992","college entrance qualification","Couple + C. GT 16 ","119","1","1","1"
"No","1992","college entrance qualification","Couple + C. LE and GT 16","22","","",""
"No","1992","Other degree","1-pers.-HH","23","","",""
"No","1992","Other degree","(Married) couple without C. ","88","1","1","1"
"No","1992","Other degree","Single parent ","25","","",""
"No","1992","Other degree","Couple + C. LE 16 ","144","1","1","1"
"No","1992","Other degree","Couple + C. GT 16 ","112","1","1","1"
"No","1992","Other degree","Couple + C. LE and GT 16","96","1","1","1"
"No","1992","no degree/no degree yet","1-pers.-HH","19","","",""
"No","1992","no degree/no degree yet","(Married) couple without C. ","32","1","1","1"
"No","1992","no degree/no degree yet","Single parent ","10","","",""
"No","1992","no degree/no degree yet","Couple + C. LE 16 ","58","1","1","1"
"No","1992","no degree/no degree yet","Couple + C. GT 16 ","66","1","1","1"
"No","1992","no degree/no degree yet","Couple + C. LE and GT 16","61","1","1","1"
"Yes","1993","lower secondary degree","1-pers.-HH","","","",""
"Yes","1993","lower secondary degree","(Married) couple without C. ","","","",""
"Yes","1993","lower secondary degree","Single parent ","","","",""
"Yes","1993","lower secondary degree","Couple + C. LE 16 ","","","",""
"Yes","1993","lower secondary degree","Couple + C. GT 16 ","","","",""
"Yes","1993","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Yes","1993","secondary school degree","1-pers.-HH","","","",""
"Yes","1993","secondary school degree","(Married) couple without C. ","","","",""
"Yes","1993","secondary school degree","Single parent ","","","",""
"Yes","1993","secondary school degree","Couple + C. LE 16 ","","","",""
"Yes","1993","secondary school degree","Couple + C. GT 16 ","","","",""
"Yes","1993","secondary school degree","Couple + C. LE and GT 16","","","",""
"Yes","1993","college entrance qualification","1-pers.-HH","","","",""
