"plb0196_h","year","e11102","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1996","Not Employed","no migration background","","","","","1"
"Yes","1996","Not Employed","direct migration background","","","","","1"
"Yes","1996","Not Employed","indirect migration background","","","","","1"
"Yes","1996","Employed","no migration background","","","","","1"
"Yes","1996","Employed","direct migration background","","","","","1"
"Yes","1996","Employed","indirect migration background","","","","","1"
"No","1997","Not Employed","no migration background","14","","","","2"
"No","1997","Not Employed","direct migration background","3","","","","2"
"No","1997","Not Employed","indirect migration background","3","","","","2"
"No","1997","Employed","no migration background","1107","1","1","1","2"
"No","1997","Employed","direct migration background","237","1","1","1","2"
"No","1997","Employed","indirect migration background","62","1","1","1","2"
"Yes","1997","Not Employed","no migration background","","","","","1"
"Yes","1997","Not Employed","direct migration background","","","","","1"
"Yes","1997","Not Employed","indirect migration background","","","","","1"
"Yes","1997","Employed","no migration background","","","","","1"
"Yes","1997","Employed","direct migration background","","","","","1"
"Yes","1997","Employed","indirect migration background","","","","","1"
"No","1998","Not Employed","no migration background","18","","","","2"
"No","1998","Not Employed","direct migration background","3","","","","2"
"No","1998","Not Employed","indirect migration background","2","","","","2"
"No","1998","Employed","no migration background","1234","1","1","1","2"
"No","1998","Employed","direct migration background","202","1","1","1","2"
"No","1998","Employed","indirect migration background","46","1","1","1","2"
"Yes","1998","Not Employed","no migration background","","","","","1"
"Yes","1998","Not Employed","direct migration background","","","","","1"
"Yes","1998","Not Employed","indirect migration background","","","","","1"
"Yes","1998","Employed","no migration background","","","","","1"
"Yes","1998","Employed","direct migration background","","","","","1"
"Yes","1998","Employed","indirect migration background","","","","","1"
"No","1999","Not Employed","no migration background","14","","","","2"
"No","1999","Not Employed","direct migration background","2","","","","2"
"No","1999","Employed","direct migration background","167","1","1","1","2"
"No","1999","Not Employed","indirect migration background","1","","","","2"
"No","1999","Employed","no migration background","1173","1","1","1","2"
"No","1999","Employed","indirect migration background","56","1","1","1","2"
"Yes","1999","Not Employed","no migration background","","","","","1"
"Yes","1999","Not Employed","direct migration background","","","","","1"
"Yes","1999","Not Employed","indirect migration background","","","","","1"
"Yes","1999","Employed","no migration background","","","","","1"
"Yes","1999","Employed","direct migration background","","","","","1"
"Yes","1999","Employed","indirect migration background","","","","","1"
"No","2000","Not Employed","no migration background","34","1","1","1","2"
"No","2000","Not Employed","direct migration background","4","","","","2"
"No","2000","Employed","direct migration background","318","1","1","1","2"
"No","2000","Not Employed","indirect migration background","","","","","2"
"No","2000","Employed","no migration background","2093","1","1","1","2"
"No","2000","Employed","indirect migration background","73","1","1","1","2"
"Yes","2000","Not Employed","no migration background","","","","","1"
"Yes","2000","Not Employed","indirect migration background","","","","","1"
"Yes","2000","Not Employed","direct migration background","","","","","1"
"Yes","2000","Employed","no migration background","","","","","1"
"Yes","2000","Employed","direct migration background","","","","","1"
"Yes","2000","Employed","indirect migration background","","","","","1"
"No","2001","Not Employed","no migration background","","","","","2"
"No","2001","Not Employed","direct migration background","","","","","2"
"No","2001","Employed","direct migration background","","","","","2"
"No","2001","Not Employed","indirect migration background","","","","","2"
"No","2001","Employed","no migration background","","","","","2"
"No","2001","Employed","indirect migration background","","","","","2"
"Yes","2001","Not Employed","no migration background","","","","","1"
"Yes","2001","Not Employed","indirect migration background","","","","","1"
"Yes","2001","Not Employed","direct migration background","","","","","1"
"Yes","2001","Employed","no migration background","","","","","1"
"Yes","2001","Employed","direct migration background","","","","","1"
"Yes","2001","Employed","indirect migration background","","","","","1"
"No","2002","Not Employed","no migration background","30","0.530486382824405","0.39215385748837","0.668818908160441","2"
"No","2002","Not Employed","direct migration background","3","","","","2"
"No","2002","Employed","direct migration background","249","0.37259147973469","0.337002409744554","0.408180549724826","2"
"No","2002","Not Employed","indirect migration background","","","","","2"
"No","2002","Employed","no migration background","1985","0.296855995170759","0.286102460898945","0.307609529442572","2"
"No","2002","Employed","indirect migration background","74","0.340743712241529","0.282341554090429","0.399145870392629","2"
"Yes","2002","Not Employed","no migration background","20","","","","1"
"Yes","2002","Not Employed","indirect migration background","3","","","","1"
"Yes","2002","Not Employed","direct migration background","1","","","","1"
"Yes","2002","Employed","no migration background","4949","0.703144004829241","0.692390470557428","0.713897539101055","1"
"Yes","2002","Employed","direct migration background","460","0.62740852026531","0.591819450275174","0.662997590255446","1"
"Yes","2002","Employed","indirect migration background","179","0.659256287758471","0.600854129607371","0.717658445909571","1"
"No","2003","Not Employed","no migration background","28","","","","2"
"No","2003","Not Employed","direct migration background","4","","","","2"
"No","2003","Not Employed","indirect migration background","2","","","","2"
"No","2003","Employed","direct migration background","230","0.343932930056857","0.307217078594612","0.380648781519102","2"
"No","2003","Employed","no migration background","1914","0.295766271282742","0.284768215943987","0.306764326621498","2"
"No","2003","Employed","indirect migration background","85","0.314175370605071","0.257424289906347","0.370926451303796","2"
"Yes","2003","Not Employed","no migration background","28","","","","1"
"Yes","2003","Not Employed","indirect migration background","2","","","","1"
"Yes","2003","Employed","no migration background","4701","0.704233728717258","0.693235673378502","0.715231784056013","1"
"Yes","2003","Not Employed","direct migration background","1","","","","1"
"Yes","2003","Employed","direct migration background","413","0.656067069943143","0.619351218480898","0.692782921405389","1"
"Yes","2003","Employed","indirect migration background","172","0.685824629394929","0.629073548696204","0.742575710093653","1"
"No","2004","Not Employed","no migration background","18","","","","2"
"No","2004","Not Employed","direct migration background","3","","","","2"
"No","2004","Not Employed","indirect migration background","1","","","","2"
"No","2004","Employed","direct migration background","205","0.344688203553227","0.306910678295932","0.382465728810521","2"
"No","2004","Employed","no migration background","1823","0.295135495322547","0.283963779425931","0.306307211219164","2"
"No","2004","Employed","indirect migration background","66","0.276534387792671","0.220296568347426","0.332772207237916","2"
"Yes","2004","Not Employed","no migration background","21","","","","1"
"Yes","2004","Not Employed","indirect migration background","","","","","1"
"Yes","2004","Employed","no migration background","4580","0.704864504677453","0.693692788780836","0.716036220574069","1"
"Yes","2004","Not Employed","direct migration background","1","","","","1"
"Yes","2004","Employed","direct migration background","403","0.655311796446773","0.617534271189479","0.693089321704068","1"
"Yes","2004","Employed","indirect migration background","177","0.723465612207329","0.667227792762084","0.779703431652574","1"
"No","2005","Not Employed","no migration background","13","","","","2"
"No","2005","Not Employed","direct migration background","3","","","","2"
"No","2005","Not Employed","indirect migration background","1","","","","2"
"No","2005","Employed","direct migration background","182","0.369764450228611","0.329959425959727","0.409569474497496","2"
"No","2005","Employed","no migration background","1692","0.294168943850128","0.282551699001401","0.305786188698856","2"
"No","2005","Employed","indirect migration background","64","0.239760811738328","0.186943601706773","0.292578021769883","2"
"Yes","2005","Not Employed","no migration background","22","","","","1"
"Yes","2005","Not Employed","indirect migration background","","","","","1"
"Yes","2005","Employed","no migration background","4218","0.705831056149872","0.694213811301144","0.717448300998599","1"
"Yes","2005","Not Employed","direct migration background","2","","","","1"
"Yes","2005","Employed","direct migration background","383","0.630235549771389","0.590430525502504","0.670040574040273","1"
"Yes","2005","Employed","indirect migration background","187","0.760239188261672","0.707421978230117","0.813056398293227","1"
"No","2006","Not Employed","no migration background","19","","","","2"
"No","2006","Not Employed","direct migration background","4","","","","2"
"No","2006","Not Employed","indirect migration background","1","","","","2"
"No","2006","Employed","no migration background","1744","0.273365720124664","0.262542557555541","0.284188882693788","2"
"No","2006","Employed","direct migration background","185","0.314694212364925","0.277841475079519","0.351546949650331","2"
"No","2006","Employed","indirect migration background","58","0.259618550580744","0.208081291463938","0.31115580969755","2"
"Yes","2006","Not Employed","no migration background","32","0.638947464352228","0.507127624965197","0.770767303739258","1"
"Yes","2006","Not Employed","indirect migration background","2","","","","1"
"Yes","2006","Employed","no migration background","4770","0.726634279875336","0.715811117306212","0.73745744244446","1"
"Yes","2006","Not Employed","direct migration background","6","","","","1"
"Yes","2006","Employed","direct migration background","425","0.685305787635075","0.648453050349669","0.72215852492048","1"
"Yes","2006","Employed","indirect migration background","220","0.740381449419256","0.68884419030245","0.791918708536062","1"
"No","2007","Not Employed","no migration background","22","","","","2"
"No","2007","Not Employed","direct migration background","4","","","","2"
"No","2007","Not Employed","indirect migration background","3","","","","2"
"No","2007","Employed","no migration background","1572","0.254542416228909","0.243602071808917","0.265482760648902","2"
"No","2007","Employed","direct migration background","133","0.2507958997937","0.213358578618878","0.288233220968523","2"
"No","2007","Employed","indirect migration background","67","0.259588329364615","0.208145458295199","0.311031200434031","2"
"Yes","2007","Not Employed","no migration background","37","0.605953954862296","0.48126861773449","0.730639291990102","1"
"Yes","2007","Not Employed","direct migration background","3","","","","1"
"Yes","2007","Not Employed","indirect migration background","4","","","","1"
"Yes","2007","Employed","no migration background","4518","0.745457583771091","0.734517239351098","0.756397928191083","1"
"Yes","2007","Employed","direct migration background","382","0.7492041002063","0.711766779031477","0.786641421381122","1"
"Yes","2007","Employed","indirect migration background","212","0.740411670635385","0.688968799565969","0.791854541704801","1"
"No","2008","Not Employed","no migration background","23","","","","2"
"No","2008","Not Employed","direct migration background","1","","","","2"
"No","2008","Not Employed","indirect migration background","2","","","","2"
"No","2008","Employed","no migration background","1634","0.28072828426813","0.269356347470217","0.292100221066043","2"
"No","2008","Employed","direct migration background","132","0.266482520135205","0.228036106675701","0.30492893359471","2"
"No","2008","Employed","indirect migration background","74","0.221462227234774","0.171933646328751","0.270990808140796","2"
"Yes","2008","Not Employed","no migration background","34","0.513390986379723","0.383635760647302","0.643146212112144","1"
"Yes","2008","Not Employed","direct migration background","3","","","","1"
"Yes","2008","Not Employed","indirect migration background","2","","","","1"
"Yes","2008","Employed","no migration background","4364","0.71927171573187","0.707899778933957","0.730643652529783","1"
"Yes","2008","Employed","direct migration background","376","0.733517479864795","0.695071066405291","0.771963893324299","1"
"Yes","2008","Employed","indirect migration background","196","0.778537772765227","0.729009191859204","0.828066353671249","1"
"No","2009","Not Employed","no migration background","13","","","","2"
"No","2009","Not Employed","direct migration background","2","","","","2"
"No","2009","Not Employed","indirect migration background","2","","","","2"
"No","2009","Employed","no migration background","1532","0.286507117778353","0.274414412219229","0.298599823337476","2"
"No","2009","Employed","direct migration background","137","0.344189102080977","0.297336100841429","0.391042103320525","2"
"No","2009","Employed","indirect migration background","74","0.304343548491356","0.247978800848862","0.36070829613385","2"
"Yes","2009","Not Employed","no migration background","12","","","","1"
"Yes","2009","Not Employed","direct migration background","1","","","","1"
"Yes","2009","Not Employed","indirect migration background","1","","","","1"
"Yes","2009","Employed","no migration background","3838","0.713492882221647","0.701400176662524","0.72558558778077","1"
"Yes","2009","Employed","direct migration background","258","0.655810897919023","0.608957896679474","0.702663899158571","1"
"Yes","2009","Employed","indirect migration background","182","0.695656451508644","0.63929170386615","0.752021199151138","1"
"No","2010","Not Employed","no migration background","52","0.579323641503835","0.487069381984831","0.671577901022839","2"
"No","2010","Not Employed","direct migration background","5","","","","2"
"No","2010","Not Employed","indirect migration background","6","","","","2"
"No","2010","Employed","no migration background","2189","0.319408043762253","0.308582704585123","0.330233382939383","2"
"No","2010","Employed","direct migration background","226","0.306837949869925","0.273519782246015","0.340156117493836","2"
"No","2010","Employed","indirect migration background","109","0.297160849347769","0.251028966120702","0.343292732574835","2"
"Yes","2010","Not Employed","no migration background","58","0.420676358496165","0.328422098977161","0.512930618015169","1"
"Yes","2010","Not Employed","direct migration background","10","","","","1"
"Yes","2010","Not Employed","indirect migration background","2","","","","1"
"Yes","2010","Employed","no migration background","4937","0.680591956237747","0.669766617060617","0.691417295414877","1"
"Yes","2010","Employed","direct migration background","510","0.693162050130075","0.659843882506164","0.726480217753985","1"
"Yes","2010","Employed","indirect migration background","268","0.702839150652231","0.656707267425165","0.748971033879298","1"
"No","2011","Not Employed","no migration background","40","0.414709428949697","0.322219901448767","0.507198956450627","2"
"No","2011","Not Employed","direct migration background","3","","","","2"
"No","2011","Not Employed","indirect migration background","2","","","","2"
"No","2011","Employed","no migration background","2241","0.260367692782077","0.251106433929084","0.26962895163507","2"
"No","2011","Employed","direct migration background","228","0.248235378620287","0.21991806099607","0.276552696244504","2"
"No","2011","Employed","indirect migration background","116","0.231672662590051","0.194201760523474","0.269143564656628","2"
"Yes","2011","Not Employed","no migration background","69","0.585290571050303","0.492801043549374","0.677780098551233","1"
"Yes","2011","Not Employed","direct migration background","16","","","","1"
"Yes","2011","Not Employed","indirect migration background","4","","","","1"
"Yes","2011","Employed","no migration background","6384","0.739632307217923","0.73037104836493","0.748893566070916","1"
"Yes","2011","Employed","direct migration background","666","0.751764621379713","0.723447303755496","0.78008193900393","1"
"Yes","2011","Employed","indirect migration background","371","0.768327337409949","0.730856435343372","0.805798239476526","1"
"No","2012","Not Employed","no migration background","68","0.411593964274421","0.339701247315651","0.483486681233191","2"
"No","2012","Not Employed","direct migration background","13","","","","2"
"No","2012","Not Employed","indirect migration background","4","","","","2"
"No","2012","Employed","no migration background","2417","0.278210243385483","0.268795564439206","0.287624922331761","2"
"No","2012","Employed","direct migration background","290","0.335905715030446","0.305518026186805","0.366293403874086","2"
"No","2012","Employed","indirect migration background","135","0.212791834847161","0.17727082715804","0.248312842536281","2"
"Yes","2012","Not Employed","no migration background","112","0.588406035725579","0.516513318766809","0.660298752684349","1"
"Yes","2012","Not Employed","direct migration background","9","","","","1"
"Yes","2012","Not Employed","indirect migration background","7","","","","1"
"Yes","2012","Employed","no migration background","6286","0.721789756614517","0.712375077668239","0.731204435560794","1"
"Yes","2012","Employed","direct migration background","638","0.664094284969554","0.633706596125914","0.694481973813194","1"
"Yes","2012","Employed","indirect migration background","375","0.787208165152839","0.751687157463719","0.82272917284196","1"
"No","2013","Not Employed","no migration background","90","0.324000037349859","0.269666056278014","0.378334018421704","2"
"No","2013","Not Employed","direct migration background","405","0.326307901179186","0.30006285279121","0.352552949567161","2"
"No","2013","Not Employed","indirect migration background","84","0.225822704241729","0.180573058196312","0.271072350287146","2"
"No","2013","Employed","no migration background","2122","0.271302460495771","0.261509512746136","0.281095408245406","2"
"No","2013","Employed","direct migration background","203","0.276991348477352","0.245824682284292","0.308158014670411","2"
"No","2013","Employed","indirect migration background","121","0.240164545837428","0.20104177761875","0.279287314056106","2"
"Yes","2013","Not Employed","no migration background","195","0.675999962650141","0.621665981578296","0.730333943721986","1"
"Yes","2013","Not Employed","direct migration background","821","0.673692098820814","0.647447050432839","0.69993714720879","1"
"Yes","2013","Not Employed","indirect migration background","244","0.774177295758271","0.728927649712854","0.819426941803688","1"
"Yes","2013","Employed","no migration background","5797","0.728697539504229","0.718904591754594","0.738490487253864","1"
"Yes","2013","Employed","direct migration background","589","0.723008651522648","0.691841985329589","0.754175317715708","1"
"Yes","2013","Employed","indirect migration background","337","0.759835454162572","0.720712685943894","0.79895822238125","1"
"No","2014","Not Employed","no migration background","48","0.460476589879612","0.379901954577366","0.541051225181858","2"
"No","2014","Not Employed","direct migration background","32","0.533421874087734","0.412141923786099","0.65470182438937","2"
"No","2014","Not Employed","indirect migration background","8","","","","2"
"No","2014","Employed","no migration background","2076","0.269345194067579","0.259327336669009","0.279363051466149","2"
"No","2014","Employed","direct migration background","458","0.272033205118492","0.249821973118294","0.29424443711869","2"
"No","2014","Employed","indirect migration background","171","0.22032466447962","0.189034589820552","0.251614739138688","2"
"Yes","2014","Not Employed","no migration background","99","0.539523410120388","0.458948774818142","0.620098045422634","1"
"Yes","2014","Not Employed","direct migration background","33","0.466578125912266","0.34529817561063","0.587858076213901","1"
"Yes","2014","Not Employed","indirect migration background","14","","","","1"
"Yes","2014","Employed","no migration background","5457","0.730654805932421","0.720636948533851","0.740672663330991","1"
"Yes","2014","Employed","direct migration background","1084","0.727966794881508","0.70575556288131","0.750178026881706","1"
"Yes","2014","Employed","indirect migration background","503","0.77967533552038","0.748385260861312","0.810965410179448","1"
"No","2015","Not Employed","no migration background","37","0.340697385586878","0.255544099973108","0.425850671200649","2"
"No","2015","Not Employed","direct migration background","146","0.27707786794729","0.2373692420259","0.316786493868679","2"
"No","2015","Not Employed","indirect migration background","10","","","","2"
"No","2015","Employed","no migration background","1574","0.234979723383531","0.225057320031033","0.244902126736029","2"
"No","2015","Employed","direct migration background","330","0.233437126121478","0.210281158520698","0.256593093722259","2"
"No","2015","Employed","indirect migration background","151","0.230317543578014","0.196487004982032","0.264148082173996","2"
"Yes","2015","Not Employed","no migration background","82","0.659302614413122","0.574149328799351","0.744455900026892","1"
"Yes","2015","Not Employed","direct migration background","342","0.72292213205271","0.683213506131321","0.7626307579741","1"
"Yes","2015","Not Employed","indirect migration background","19","","","","1"
"Yes","2015","Employed","no migration background","5440","0.765020276616469","0.755097873263971","0.774942679968967","1"
"Yes","2015","Employed","direct migration background","952","0.766562873878522","0.743406906277741","0.789718841479302","1"
"Yes","2015","Employed","indirect migration background","444","0.769682456421986","0.735851917826004","0.803512995017968","1"
"No","2016","Not Employed","no migration background","33","0.42651319589937","0.323763383288939","0.529263008509802","2"
"No","2016","Not Employed","direct migration background","8","","","","2"
"No","2016","Not Employed","indirect migration background","5","","","","2"
"No","2016","Employed","no migration background","1577","0.23241364296556","0.222389428810441","0.242437857120679","2"
"No","2016","Employed","direct migration background","394","0.249060596324053","0.227254856932336","0.270866335715769","2"
"No","2016","Employed","indirect migration background","139","0.232981912244525","0.198519309226194","0.267444515262856","2"
"Yes","2016","Not Employed","no migration background","56","0.57348680410063","0.470736991490198","0.676236616711061","1"
"Yes","2016","Not Employed","direct migration background","29","","","","1"
"Yes","2016","Not Employed","indirect migration background","12","","","","1"
"Yes","2016","Employed","no migration background","5243","0.76758635703444","0.757562142879321","0.777610571189559","1"
"Yes","2016","Employed","direct migration background","1117","0.750939403675947","0.729133664284231","0.772745143067664","1"
"Yes","2016","Employed","indirect migration background","439","0.767018087755475","0.732555484737144","0.801480690773806","1"
"No","2017","Not Employed","no migration background","33","0.375414717782613","0.271240423915475","0.47958901164975","2"
"No","2017","Not Employed","direct migration background","39","0.265540767472025","0.186853428956924","0.344228105987125","2"
"No","2017","Not Employed","indirect migration background","4","","","","2"
"No","2017","Employed","no migration background","1780","0.235913983700684","0.226346635223943","0.245481332177424","2"
"No","2017","Employed","direct migration background","365","0.236499473682489","0.214374491706706","0.258624455658271","2"
"No","2017","Employed","indirect migration background","144","0.254102725563318","0.21909216694129","0.289113284185347","2"
"Yes","2017","Not Employed","no migration background","50","0.624585282217387","0.52041098835025","0.728759576084525","1"
"Yes","2017","Not Employed","direct migration background","82","0.734459232527975","0.655771894012875","0.813146571043076","1"
"Yes","2017","Not Employed","indirect migration background","12","","","","1"
"Yes","2017","Employed","no migration background","5785","0.764086016299316","0.754518667822575","0.773653364776057","1"
"Yes","2017","Employed","direct migration background","1052","0.763500526317511","0.741375544341729","0.785625508293294","1"
"Yes","2017","Employed","indirect migration background","450","0.745897274436682","0.710886715814653","0.78090783305871","1"
"No","2018","Not Employed","no migration background","34","0.452305659247869","0.348315583990212","0.556295734505526","2"
"No","2018","Not Employed","direct migration background","59","0.352680473039302","0.286952516045282","0.418408430033323","2"
"No","2018","Not Employed","indirect migration background","4","","","","2"
"No","2018","Employed","no migration background","2004","0.248283858529181","0.238632498231331","0.257935218827031","2"
"No","2018","Employed","direct migration background","470","0.25907742205471","0.237542131933602","0.280612712175818","2"
"No","2018","Employed","indirect migration background","155","0.215902878657849","0.184199167922779","0.24760658939292","2"
"Yes","2018","Not Employed","no migration background","54","0.547694340752131","0.443704265494474","0.651684416009788","1"
"Yes","2018","Not Employed","direct migration background","144","0.647319526960698","0.581591569966677","0.713047483954718","1"
"Yes","2018","Employed","no migration background","5693","0.751716141470819","0.742064781172969","0.761367501768669","1"
"Yes","2018","Not Employed","indirect migration background","14","","","","1"
"Yes","2018","Employed","direct migration background","1120","0.74092257794529","0.719387287824182","0.762457868066398","1"
"Yes","2018","Employed","indirect migration background","492","0.784097121342151","0.75239341060708","0.815800832077221","1"
"No","2019","Not Employed","no migration background","55","0.466523783015521","0.385877593997592","0.547169972033449","2"
"No","2019","Not Employed","direct migration background","33","0.16464884359213","0.0971598459640506","0.23213784122021","2"
"No","2019","Not Employed","indirect migration background","8","","","","2"
"No","2019","Employed","no migration background","1627","0.224392026495929","0.214639297368385","0.234144755623472","2"
"No","2019","Employed","direct migration background","370","0.237624130705058","0.215232630112914","0.260015631297202","2"
"No","2019","Employed","indirect migration background","148","0.256050876197238","0.220833512966552","0.291268239427924","2"
"Yes","2019","Not Employed","no migration background","92","0.53347621698448","0.452830027966551","0.614122406002408","1"
"Yes","2019","Not Employed","direct migration background","83","0.83535115640787","0.76786215877979","0.902840154035949","1"
"Yes","2019","Employed","no migration background","5402","0.775607973504071","0.765855244376528","0.785360702631615","1"
"Yes","2019","Not Employed","indirect migration background","9","","","","1"
"Yes","2019","Employed","direct migration background","1018","0.762375869294942","0.739984368702798","0.784767369887086","1"
"Yes","2019","Employed","indirect migration background","442","0.743949123802762","0.708731760572076","0.779166487033448","1"
