"plb0196_h","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"Yes","1988","Full Time","indirect migration background","","","","","1"
"Yes","1988","Part Time","no migration background","","","","","1"
"Yes","1988","Part Time","direct migration background","","","","","1"
"Yes","1988","Part Time","indirect migration background","","","","","1"
"Yes","1988","Not Working","no migration background","","","","","1"
"Yes","1988","Not Working","direct migration background","","","","","1"
"Yes","1988","Not Working","indirect migration background","","","","","1"
"No","1989","Part Time","indirect migration background","31","1","1","1","2"
"No","1989","Full Time","no migration background","1752","1","1","1","2"
"No","1989","Not Working","no migration background","53","1","1","1","2"
"No","1989","Full Time","indirect migration background","63","1","1","1","2"
"No","1989","Part Time","no migration background","730","1","1","1","2"
"No","1989","Part Time","direct migration background","271","1","1","1","2"
"No","1989","Not Working","direct migration background","33","1","1","1","2"
"No","1989","Not Working","indirect migration background","4","","","","2"
"No","1989","Full Time","direct migration background","919","1","1","1","2"
"Yes","1989","Full Time","no migration background","","","","","1"
"Yes","1989","Full Time","direct migration background","","","","","1"
"Yes","1989","Full Time","indirect migration background","","","","","1"
"Yes","1989","Part Time","no migration background","","","","","1"
"Yes","1989","Part Time","direct migration background","","","","","1"
"Yes","1989","Part Time","indirect migration background","","","","","1"
"Yes","1989","Not Working","no migration background","","","","","1"
"Yes","1989","Not Working","direct migration background","","","","","1"
"Yes","1989","Not Working","indirect migration background","","","","","1"
"No","1990","Part Time","indirect migration background","52","1","1","1","2"
"No","1990","Full Time","no migration background","1602","1","1","1","2"
"No","1990","Part Time","no migration background","745","1","1","1","2"
"No","1990","Not Working","indirect migration background","3","","","","2"
"No","1990","Part Time","direct migration background","265","1","1","1","2"
"No","1990","Not Working","no migration background","52","1","1","1","2"
"No","1990","Full Time","indirect migration background","63","1","1","1","2"
"No","1990","Not Working","direct migration background","30","1","1","1","2"
"No","1990","Full Time","direct migration background","902","1","1","1","2"
"Yes","1990","Full Time","no migration background","","","","","1"
"Yes","1990","Full Time","direct migration background","","","","","1"
"Yes","1990","Full Time","indirect migration background","","","","","1"
"Yes","1990","Part Time","no migration background","","","","","1"
"Yes","1990","Part Time","direct migration background","","","","","1"
"Yes","1990","Part Time","indirect migration background","","","","","1"
"Yes","1990","Not Working","no migration background","","","","","1"
"Yes","1990","Not Working","direct migration background","","","","","1"
"Yes","1990","Not Working","indirect migration background","","","","","1"
"No","1991","Part Time","indirect migration background","58","1","1","1","2"
"No","1991","Full Time","no migration background","1532","1","1","1","2"
"No","1991","Part Time","no migration background","743","1","1","1","2"
"No","1991","Not Working","indirect migration background","11","","","","2"
"No","1991","Part Time","direct migration background","272","1","1","1","2"
"No","1991","Not Working","no migration background","61","1","1","1","2"
"No","1991","Not Working","direct migration background","39","1","1","1","2"
"No","1991","Full Time","indirect migration background","78","1","1","1","2"
"No","1991","Full Time","direct migration background","878","1","1","1","2"
"Yes","1991","Full Time","no migration background","","","","","1"
"Yes","1991","Full Time","direct migration background","","","","","1"
"Yes","1991","Full Time","indirect migration background","","","","","1"
"Yes","1991","Part Time","no migration background","","","","","1"
"Yes","1991","Part Time","direct migration background","","","","","1"
"Yes","1991","Part Time","indirect migration background","","","","","1"
"Yes","1991","Not Working","no migration background","","","","","1"
"Yes","1991","Not Working","direct migration background","","","","","1"
"Yes","1991","Not Working","indirect migration background","","","","","1"
"No","1992","Part Time","indirect migration background","52","1","1","1","2"
"No","1992","Full Time","no migration background","2573","1","1","1","2"
"No","1992","Part Time","no migration background","1035","1","1","1","2"
"No","1992","Part Time","direct migration background","255","1","1","1","2"
"No","1992","Not Working","no migration background","75","1","1","1","2"
"No","1992","Not Working","direct migration background","18","","","","2"
"No","1992","Not Working","indirect migration background","8","","","","2"
"No","1992","Full Time","indirect migration background","107","1","1","1","2"
"No","1992","Full Time","direct migration background","915","1","1","1","2"
"Yes","1992","Full Time","no migration background","","","","","1"
"Yes","1992","Full Time","direct migration background","","","","","1"
"Yes","1992","Full Time","indirect migration background","","","","","1"
"Yes","1992","Part Time","no migration background","","","","","1"
"Yes","1992","Part Time","direct migration background","","","","","1"
"Yes","1992","Part Time","indirect migration background","","","","","1"
"Yes","1992","Not Working","no migration background","","","","","1"
"Yes","1992","Not Working","direct migration background","","","","","1"
"Yes","1992","Not Working","indirect migration background","","","","","1"
"No","1993","Part Time","indirect migration background","83","1","1","1","2"
"No","1993","Full Time","no migration background","2518","1","1","1","2"
"No","1993","Full Time","indirect migration background","104","1","1","1","2"
"No","1993","Part Time","no migration background","968","1","1","1","2"
"No","1993","Part Time","direct migration background","248","1","1","1","2"
"No","1993","Not Working","no migration background","109","1","1","1","2"
"No","1993","Not Working","direct migration background","27","","","","2"
"No","1993","Not Working","indirect migration background","12","","","","2"
"No","1993","Full Time","direct migration background","894","1","1","1","2"
"Yes","1993","Part Time","direct migration background","","","","","1"
"Yes","1993","Part Time","indirect migration background","","","","","1"
"Yes","1993","Not Working","no migration background","","","","","1"
"Yes","1993","Not Working","direct migration background","","","","","1"
"Yes","1993","Not Working","indirect migration background","","","","","1"
"Yes","1993","Full Time","no migration background","","","","","1"
"Yes","1993","Full Time","direct migration background","","","","","1"
"Yes","1993","Full Time","indirect migration background","","","","","1"
"Yes","1993","Part Time","no migration background","","","","","1"
"No","1994","Part Time","indirect migration background","51","1","1","1","2"
"No","1994","Full Time","no migration background","2332","1","1","1","2"
"No","1994","Full Time","indirect migration background","138","1","1","1","2"
"No","1994","Part Time","no migration background","962","1","1","1","2"
"No","1994","Part Time","direct migration background","241","1","1","1","2"
"No","1994","Not Working","no migration background","92","1","1","1","2"
"No","1994","Not Working","direct migration background","24","","","","2"
"No","1994","Not Working","indirect migration background","15","","","","2"
"No","1994","Full Time","direct migration background","749","1","1","1","2"
"Yes","1994","Part Time","direct migration background","","","","","1"
"Yes","1994","Part Time","indirect migration background","","","","","1"
"Yes","1994","Not Working","no migration background","","","","","1"
"Yes","1994","Not Working","direct migration background","","","","","1"
"Yes","1994","Not Working","indirect migration background","","","","","1"
"Yes","1994","Full Time","no migration background","","","","","1"
"Yes","1994","Full Time","direct migration background","","","","","1"
"Yes","1994","Full Time","indirect migration background","","","","","1"
"Yes","1994","Part Time","no migration background","","","","","1"
"No","1995","Part Time","indirect migration background","75","1","1","1","2"
"No","1995","Full Time","no migration background","2183","1","1","1","2"
"No","1995","Full Time","direct migration background","724","1","1","1","2"
"No","1995","Full Time","indirect migration background","111","1","1","1","2"
"No","1995","Part Time","no migration background","1026","1","1","1","2"
"No","1995","Part Time","direct migration background","329","1","1","1","2"
"No","1995","Not Working","no migration background","117","1","1","1","2"
"No","1995","Not Working","direct migration background","25","","","","2"
"No","1995","Not Working","indirect migration background","10","","","","2"
"Yes","1995","Part Time","direct migration background","","","","","1"
"Yes","1995","Part Time","indirect migration background","","","","","1"
"Yes","1995","Not Working","no migration background","","","","","1"
"Yes","1995","Not Working","direct migration background","","","","","1"
"Yes","1995","Not Working","indirect migration background","","","","","1"
"Yes","1995","Full Time","no migration background","","","","","1"
"Yes","1995","Full Time","direct migration background","","","","","1"
"Yes","1995","Full Time","indirect migration background","","","","","1"
"Yes","1995","Part Time","no migration background","","","","","1"
"No","1996","Full Time","no migration background","2130","1","1","1","2"
"No","1996","Part Time","indirect migration background","77","1","1","1","2"
"No","1996","Full Time","direct migration background","594","1","1","1","2"
"No","1996","Full Time","indirect migration background","114","1","1","1","2"
"No","1996","Part Time","no migration background","1059","1","1","1","2"
"No","1996","Part Time","direct migration background","370","1","1","1","2"
"No","1996","Not Working","no migration background","86","1","1","1","2"
"No","1996","Not Working","direct migration background","25","","","","2"
"No","1996","Not Working","indirect migration background","10","","","","2"
"Yes","1996","Part Time","direct migration background","","","","","1"
"Yes","1996","Part Time","indirect migration background","","","","","1"
"Yes","1996","Not Working","no migration background","","","","","1"
"Yes","1996","Not Working","direct migration background","","","","","1"
"Yes","1996","Not Working","indirect migration background","","","","","1"
"Yes","1996","Full Time","no migration background","","","","","1"
"Yes","1996","Full Time","direct migration background","","","","","1"
"Yes","1996","Full Time","indirect migration background","","","","","1"
"Yes","1996","Part Time","no migration background","","","","","1"
"No","1997","Part Time","indirect migration background","13","","","","2"
"No","1997","Full Time","no migration background","813","1","1","1","2"
"No","1997","Full Time","direct migration background","189","1","1","1","2"
"No","1997","Full Time","indirect migration background","49","1","1","1","2"
"No","1997","Part Time","no migration background","294","1","1","1","2"
"No","1997","Part Time","direct migration background","48","1","1","1","2"
"No","1997","Not Working","no migration background","14","","","","2"
"No","1997","Not Working","direct migration background","3","","","","2"
"No","1997","Not Working","indirect migration background","3","","","","2"
"Yes","1997","Part Time","direct migration background","","","","","1"
"Yes","1997","Part Time","indirect migration background","","","","","1"
"Yes","1997","Not Working","no migration background","","","","","1"
"Yes","1997","Not Working","direct migration background","","","","","1"
"Yes","1997","Not Working","indirect migration background","","","","","1"
"Yes","1997","Full Time","no migration background","","","","","1"
"Yes","1997","Full Time","direct migration background","","","","","1"
"Yes","1997","Full Time","indirect migration background","","","","","1"
"Yes","1997","Part Time","no migration background","","","","","1"
"No","1998","Part Time","indirect migration background","17","","","","2"
"No","1998","Full Time","no migration background","875","1","1","1","2"
"No","1998","Full Time","direct migration background","146","1","1","1","2"
"No","1998","Full Time","indirect migration background","29","","","","2"
"No","1998","Part Time","no migration background","359","1","1","1","2"
"No","1998","Part Time","direct migration background","56","1","1","1","2"
"No","1998","Not Working","no migration background","18","","","","2"
"No","1998","Not Working","direct migration background","3","","","","2"
"No","1998","Not Working","indirect migration background","2","","","","2"
"Yes","1998","Part Time","direct migration background","","","","","1"
"Yes","1998","Part Time","indirect migration background","","","","","1"
"Yes","1998","Not Working","no migration background","","","","","1"
"Yes","1998","Not Working","direct migration background","","","","","1"
"Yes","1998","Not Working","indirect migration background","","","","","1"
"Yes","1998","Full Time","no migration background","","","","","1"
"Yes","1998","Full Time","direct migration background","","","","","1"
"Yes","1998","Full Time","indirect migration background","","","","","1"
"Yes","1998","Part Time","no migration background","","","","","1"
"No","1999","Not Working","no migration background","14","","","","2"
"No","1999","Not Working","direct migration background","2","","","","2"
"No","1999","Not Working","indirect migration background","1","","","","2"
"No","1999","Part Time","indirect migration background","18","","","","2"
"No","1999","Full Time","no migration background","839","1","1","1","2"
"No","1999","Full Time","direct migration background","126","1","1","1","2"
"No","1999","Full Time","indirect migration background","38","1","1","1","2"
"No","1999","Part Time","no migration background","334","1","1","1","2"
"No","1999","Part Time","direct migration background","41","1","1","1","2"
"Yes","1999","Part Time","direct migration background","","","","","1"
"Yes","1999","Part Time","indirect migration background","","","","","1"
"Yes","1999","Not Working","no migration background","","","","","1"
"Yes","1999","Not Working","direct migration background","","","","","1"
"Yes","1999","Not Working","indirect migration background","","","","","1"
"Yes","1999","Part Time","no migration background","","","","","1"
"Yes","1999","Full Time","no migration background","","","","","1"
"Yes","1999","Full Time","direct migration background","","","","","1"
"Yes","1999","Full Time","indirect migration background","","","","","1"
"No","2000","Not Working","no migration background","34","1","1","1","2"
"No","2000","Not Working","direct migration background","4","","","","2"
"No","2000","Not Working","indirect migration background","","","","","2"
"No","2000","Part Time","indirect migration background","21","","","","2"
"No","2000","Full Time","no migration background","1564","1","1","1","2"
"No","2000","Full Time","direct migration background","226","1","1","1","2"
"No","2000","Full Time","indirect migration background","52","1","1","1","2"
"No","2000","Part Time","no migration background","529","1","1","1","2"
"No","2000","Part Time","direct migration background","92","1","1","1","2"
"Yes","2000","Part Time","direct migration background","","","","","1"
"Yes","2000","Part Time","indirect migration background","","","","","1"
"Yes","2000","Not Working","no migration background","","","","","1"
"Yes","2000","Not Working","direct migration background","","","","","1"
"Yes","2000","Full Time","no migration background","","","","","1"
"Yes","2000","Full Time","direct migration background","","","","","1"
"Yes","2000","Full Time","indirect migration background","","","","","1"
"Yes","2000","Part Time","no migration background","","","","","1"
"Yes","2000","Not Working","indirect migration background","","","","","1"
"No","2001","Part Time","indirect migration background","","","","","2"
"No","2001","Not Working","no migration background","","","","","2"
"No","2001","Not Working","direct migration background","","","","","2"
"No","2001","Not Working","indirect migration background","","","","","2"
"No","2001","Full Time","no migration background","","","","","2"
"No","2001","Full Time","direct migration background","","","","","2"
"No","2001","Full Time","indirect migration background","","","","","2"
"No","2001","Part Time","no migration background","","","","","2"
"No","2001","Part Time","direct migration background","","","","","2"
"Yes","2001","Part Time","direct migration background","","","","","1"
"Yes","2001","Part Time","indirect migration background","","","","","1"
"Yes","2001","Not Working","no migration background","","","","","1"
"Yes","2001","Not Working","direct migration background","","","","","1"
"Yes","2001","Full Time","no migration background","","","","","1"
"Yes","2001","Full Time","direct migration background","","","","","1"
"Yes","2001","Full Time","indirect migration background","","","","","1"
"Yes","2001","Part Time","no migration background","","","","","1"
"Yes","2001","Not Working","indirect migration background","","","","","1"
"No","2002","Part Time","indirect migration background","10","","","","2"
"No","2002","Not Working","no migration background","30","0.530486382824405","0.39215385748837","0.668818908160441","2"
"No","2002","Not Working","direct migration background","3","","","","2"
"No","2002","Not Working","indirect migration background","","","","","2"
"No","2002","Full Time","no migration background","1409","0.272040806757266","0.260174893975398","0.283906719539133","2"
"No","2002","Full Time","direct migration background","181","0.32833202714016","0.289506811420626","0.367157242859694","2"
"No","2002","Full Time","indirect migration background","64","0.363691948724654","0.297839532702976","0.429544364746332","2"
"No","2002","Part Time","no migration background","576","0.390312198746903","0.365876750458304","0.414747647035502","2"
"No","2002","Part Time","direct migration background","68","0.552113493237063","0.471726165185206","0.632500821288921","2"
"Yes","2002","Part Time","direct migration background","79","0.447886506762937","0.367499178711079","0.528273834814794","1"
"Yes","2002","Part Time","indirect migration background","38","0.778801312288542","0.661384014147414","0.89621861042967","1"
"Yes","2002","Not Working","no migration background","20","","","","1"
"Yes","2002","Not Working","direct migration background","1","","","","1"
"Yes","2002","Not Working","indirect migration background","3","","","","1"
"Yes","2002","Full Time","no migration background","3994","0.727959193242734","0.716093280460867","0.739825106024602","1"
"Yes","2002","Full Time","direct migration background","381","0.67166797285984","0.632842757140306","0.710493188579374","1"
"Yes","2002","Full Time","indirect migration background","141","0.636308051275346","0.570455635253668","0.702160467297024","1"
"Yes","2002","Part Time","no migration background","955","0.609687801253097","0.585252352964498","0.634123249541696","1"
"No","2003","Part Time","indirect migration background","31","0.465887920727961","0.348186834499023","0.583589006956899","2"
"No","2003","Not Working","no migration background","28","","","","2"
"No","2003","Not Working","direct migration background","4","","","","2"
"No","2003","Not Working","indirect migration background","2","","","","2"
"No","2003","Full Time","no migration background","1354","0.270177928831485","0.258020700129051","0.282335157533918","2"
"No","2003","Full Time","direct migration background","177","0.342718039399898","0.301323148642115","0.384112930157681","2"
"No","2003","Full Time","indirect migration background","54","0.252898351241966","0.19076396499491","0.315032737489021","2"
"No","2003","Part Time","no migration background","560","0.386217473145472","0.361495782005773","0.410939164285171","2"
"No","2003","Part Time","direct migration background","53","0.348005943989503","0.26853219561863","0.427479692360376","2"
"Yes","2003","Part Time","direct migration background","85","0.651994056010497","0.572520307639624","0.73146780438137","1"
"Yes","2003","Part Time","indirect migration background","38","0.534112079272039","0.416410993043102","0.651813165500977","1"
"Yes","2003","Not Working","no migration background","28","","","","1"
"Yes","2003","Not Working","direct migration background","1","","","","1"
"Yes","2003","Not Working","indirect migration background","2","","","","1"
"Yes","2003","Full Time","no migration background","3771","0.729822071168515","0.717664842466082","0.741979299870949","1"
"Yes","2003","Full Time","direct migration background","328","0.657281960600102","0.615887069842319","0.698676851357885","1"
"Yes","2003","Full Time","indirect migration background","134","0.747101648758034","0.684967262510979","0.80923603500509","1"
"Yes","2003","Part Time","no migration background","930","0.613782526854528","0.589060835714829","0.638504217994227","1"
"No","2004","Full Time","no migration background","1247","0.264967391174327","0.252647178634125","0.27728760371453","2"
"No","2004","Part Time","indirect migration background","25","","","","2"
"No","2004","Not Working","no migration background","18","","","","2"
"No","2004","Not Working","direct migration background","3","","","","2"
"No","2004","Not Working","indirect migration background","1","","","","2"
"No","2004","Full Time","direct migration background","159","0.338692414095514","0.296354256086142","0.381030572104885","2"
"No","2004","Full Time","indirect migration background","41","0.213577879415952","0.154680277217208","0.272475481614695","2"
"No","2004","Part Time","no migration background","576","0.402184895243158","0.377152888381098","0.427216902105218","2"
"No","2004","Part Time","direct migration background","46","0.368244602566084","0.28468703636233","0.451802168769839","2"
"Yes","2004","Part Time","direct migration background","82","0.631755397433916","0.548197831230161","0.71531296363767","1"
"Yes","2004","Part Time","indirect migration background","32","0.517156985437019","0.387431639599714","0.646882331274324","1"
"Yes","2004","Not Working","no migration background","21","","","","1"
"Yes","2004","Not Working","direct migration background","1","","","","1"
"Yes","2004","Not Working","indirect migration background","","","","","1"
"Yes","2004","Full Time","no migration background","3682","0.735032608825673","0.72271239628547","0.747352821365875","1"
"Yes","2004","Full Time","direct migration background","321","0.661307585904486","0.618969427895115","0.703645743913858","1"
"Yes","2004","Full Time","indirect migration background","145","0.786422120584048","0.727524518385305","0.845319722782792","1"
"Yes","2004","Part Time","no migration background","898","0.597815104756842","0.572783097894782","0.622847111618902","1"
"No","2005","Full Time","no migration background","1166","0.269738715421679","0.256814333865621","0.282663096977736","2"
"No","2005","Part Time","indirect migration background","24","","","","2"
"No","2005","Not Working","no migration background","13","","","","2"
"No","2005","Not Working","direct migration background","3","","","","2"
"No","2005","Not Working","indirect migration background","1","","","","2"
"No","2005","Full Time","direct migration background","135","0.350861332391225","0.306470519293796","0.395252145488653","2"
"No","2005","Full Time","indirect migration background","40","0.201198868014111","0.143429937277833","0.258967798750389","2"
"No","2005","Part Time","no migration background","526","0.380883772105277","0.355263078878395","0.40650446533216","2"
"No","2005","Part Time","direct migration background","47","0.428882139265415","0.340698654446131","0.517065624084699","2"
"Yes","2005","Part Time","direct migration background","74","0.571117860734585","0.482934375915301","0.659301345553869","1"
"Yes","2005","Part Time","indirect migration background","42","0.647730298400079","0.532488274957714","0.762972321842445","1"
"Yes","2005","Not Working","no migration background","22","","","","1"
"Yes","2005","Not Working","direct migration background","2","","","","1"
"Yes","2005","Not Working","indirect migration background","","","","","1"
"Yes","2005","Part Time","no migration background","854","0.619116227894723","0.59349553466784","0.644736921121605","1"
"Yes","2005","Full Time","no migration background","3364","0.730261284578321","0.717336903022264","0.743185666134379","1"
"Yes","2005","Full Time","direct migration background","309","0.649138667608775","0.604747854511347","0.693529480706204","1"
"Yes","2005","Full Time","indirect migration background","145","0.798801131985889","0.741032201249611","0.856570062722167","1"
"No","2006","Not Working","no migration background","19","","","","2"
"No","2006","Not Working","direct migration background","4","","","","2"
"No","2006","Not Working","indirect migration background","1","","","","2"
"No","2006","Part Time","indirect migration background","26","","","","2"
"No","2006","Full Time","no migration background","1137","0.233362964402168","0.221581141448909","0.245144787355426","2"
"No","2006","Full Time","direct migration background","119","0.275206037447159","0.234078258925203","0.316333815969114","2"
"No","2006","Full Time","indirect migration background","32","0.215228598881064","0.159106222235343","0.271350975526784","2"
"No","2006","Part Time","no migration background","607","0.408414830283466","0.384046375399999","0.432783285166933","2"
"No","2006","Part Time","direct migration background","66","0.433748714496362","0.356227250528043","0.511270178464681","2"
"Yes","2006","Part Time","direct migration background","91","0.566251285503638","0.488729821535319","0.643772749471957","1"
"Yes","2006","Part Time","indirect migration background","46","0.603409110985424","0.490414133252011","0.716404088718838","1"
"Yes","2006","Not Working","no migration background","32","0.638947464352228","0.507127624965197","0.770767303739258","1"
"Yes","2006","Not Working","direct migration background","6","","","","1"
"Yes","2006","Not Working","indirect migration background","2","","","","1"
"Yes","2006","Part Time","no migration background","956","0.591585169716534","0.567216714833067","0.615953624600001","1"
"Yes","2006","Full Time","no migration background","3814","0.766637035597832","0.754855212644574","0.778418858551091","1"
"Yes","2006","Full Time","direct migration background","334","0.724793962552841","0.683666184030886","0.765921741074797","1"
"Yes","2006","Full Time","indirect migration background","174","0.784771401118936","0.728649024473216","0.840893777764657","1"
"No","2007","Part Time","indirect migration background","23","","","","2"
"No","2007","Not Working","no migration background","22","","","","2"
"No","2007","Not Working","direct migration background","4","","","","2"
"No","2007","Not Working","indirect migration background","3","","","","2"
"No","2007","Full Time","no migration background","1071","0.22687125522814","0.214820764081803","0.238921746374477","2"
"No","2007","Full Time","direct migration background","88","0.21515856203926","0.174217143364475","0.256099980714046","2"
"No","2007","Full Time","indirect migration background","44","0.220505669324071","0.164697661353168","0.276313677294974","2"
"No","2007","Part Time","no migration background","501","0.349424621441437","0.32488376849219","0.373965474390683","2"
"No","2007","Part Time","direct migration background","45","0.355356325068227","0.272440964417763","0.438271685718691","2"
"Yes","2007","Full Time","no migration background","3569","0.77312874477186","0.761078253625523","0.785179235918197","1"
"Yes","2007","Full Time","direct migration background","299","0.78484143796074","0.743900019285954","0.825782856635525","1"
"Yes","2007","Full Time","indirect migration background","168","0.779494330675929","0.723686322705026","0.835302338646832","1"
"Yes","2007","Part Time","direct migration background","83","0.644643674931773","0.561728314281309","0.727559035582237","1"
"Yes","2007","Part Time","indirect migration background","44","0.614081630885813","0.49751574508257","0.730647516689057","1"
"Yes","2007","Not Working","no migration background","37","0.605953954862296","0.48126861773449","0.730639291990102","1"
"Yes","2007","Not Working","direct migration background","3","","","","1"
"Yes","2007","Not Working","indirect migration background","4","","","","1"
"Yes","2007","Part Time","no migration background","949","0.650575378558563","0.626034525609317","0.67511623150781","1"
"No","2008","Part Time","indirect migration background","22","","","","2"
"No","2008","Not Working","no migration background","23","","","","2"
"No","2008","Not Working","direct migration background","1","","","","2"
"No","2008","Not Working","indirect migration background","2","","","","2"
"No","2008","Full Time","no migration background","1100","0.255393158525549","0.242697030850465","0.268089286200632","2"
"No","2008","Full Time","direct migration background","84","0.244914851915638","0.201214780554629","0.288614923276647","2"
"No","2008","Full Time","indirect migration background","52","0.171023433220038","0.11948038511967","0.222566481320406","2"
"No","2008","Part Time","no migration background","534","0.367554778329403","0.342874298419949","0.392235258238858","2"
"No","2008","Part Time","direct migration background","48","0.327831298537","0.248937478159605","0.406725118914396","2"
"Yes","2008","Full Time","no migration background","3432","0.744606841474452","0.731910713799368","0.757302969149535","1"
"Yes","2008","Full Time","direct migration background","288","0.755085148084362","0.711385076723353","0.798785219445371","1"
"Yes","2008","Full Time","indirect migration background","153","0.828976566779962","0.777433518679594","0.88051961488033","1"
"Yes","2008","Part Time","direct migration background","88","0.672168701463","0.593274881085604","0.751062521840395","1"
"Yes","2008","Part Time","indirect migration background","43","0.638507677160186","0.521712740998893","0.755302613321478","1"
"Yes","2008","Not Working","no migration background","34","0.513390986379723","0.383635760647302","0.643146212112144","1"
"Yes","2008","Not Working","direct migration background","3","","","","1"
"Yes","2008","Not Working","indirect migration background","2","","","","1"
"Yes","2008","Part Time","no migration background","932","0.632445221670597","0.607764741761142","0.657125701580051","1"
"No","2009","Part Time","indirect migration background","30","0.402549301738184","0.285988048017457","0.51911055545891","2"
"No","2009","Not Working","no migration background","13","","","","2"
"No","2009","Not Working","direct migration background","2","","","","2"
"No","2009","Not Working","indirect migration background","2","","","","2"
"No","2009","Full Time","no migration background","1062","0.267013119061625","0.253456613640629","0.280569624482621","2"
"No","2009","Full Time","direct migration background","91","0.316829736075466","0.26194254634206","0.371716925808872","2"
"No","2009","Full Time","indirect migration background","44","0.261472830348014","0.198657494085383","0.324288166610645","2"
"No","2009","Part Time","no migration background","470","0.354647928583393","0.328429305105688","0.380866552061098","2"
"No","2009","Part Time","direct migration background","46","0.403490593318713","0.315345129806198","0.491636056831228","2"
"Yes","2009","Full Time","no migration background","3029","0.732986880938375","0.719430375517379","0.746543386359371","1"
"Yes","2009","Full Time","direct migration background","185","0.683170263924534","0.628283074191128","0.73805745365794","1"
"Yes","2009","Full Time","indirect migration background","144","0.738527169651986","0.675711833389355","0.801342505914616","1"
"Yes","2009","Part Time","direct migration background","73","0.596509406681287","0.508363943168772","0.684654870193802","1"
"Yes","2009","Part Time","indirect migration background","38","0.597450698261817","0.48088944454109","0.714011951982543","1"
"Yes","2009","Not Working","no migration background","12","","","","1"
"Yes","2009","Not Working","direct migration background","1","","","","1"
"Yes","2009","Part Time","no migration background","809","0.645352071416607","0.619133447938902","0.671570694894312","1"
"Yes","2009","Not Working","indirect migration background","1","","","","1"
"No","2010","Part Time","indirect migration background","29","","","","2"
"No","2010","Not Working","no migration background","52","0.579323641503835","0.487069381984831","0.671577901022839","2"
"No","2010","Not Working","direct migration background","5","","","","2"
"No","2010","Not Working","indirect migration background","6","","","","2"
"No","2010","Full Time","no migration background","1437","0.29658513690936","0.284093595116771","0.309076678701948","2"
"No","2010","Full Time","direct migration background","136","0.247769070109119","0.210840067515321","0.284698072702917","2"
"No","2010","Full Time","indirect migration background","80","0.282352255242157","0.22981409878099","0.334890411703324","2"
"No","2010","Part Time","no migration background","752","0.396234030339357","0.374744260985477","0.417723799693236","2"
"No","2010","Part Time","direct migration background","90","0.419594172261265","0.353007475727639","0.486180868794892","2"
"Yes","2010","Full Time","no migration background","3699","0.70341486309064","0.690923321298052","0.715906404883229","1"
"Yes","2010","Full Time","direct migration background","389","0.752230929890881","0.715301927297083","0.789159932484679","1"
"Yes","2010","Full Time","indirect migration background","202","0.717647744757843","0.665109588296676","0.77018590121901","1"
"Yes","2010","Part Time","direct migration background","121","0.580405827738735","0.513819131205108","0.646992524272361","1"
