"plb0196_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","1986","(Married) couple without C. ","higher education","73","1","1","1"
"No","1986","Single parent ","in school","2","","",""
"No","1986","Single parent ","inadequately","19","","",""
"No","1986","Single parent ","general elemantary","68","1","1","1"
"No","1986","Single parent ","middle vocational","105","1","1","1"
"No","1986","Single parent ","vocational + Abi","6","","",""
"No","1986","Single parent ","higher vocational","10","","",""
"No","1986","Single parent ","higher education","10","","",""
"No","1986","Couple + C. LE 16 ","in school","","","",""
"No","1986","Couple + C. LE 16 ","inadequately","107","1","1","1"
"No","1986","Couple + C. LE 16 ","general elemantary","223","1","1","1"
"No","1986","Couple + C. LE 16 ","middle vocational","533","1","1","1"
"No","1986","Couple + C. LE 16 ","vocational + Abi","33","1","1","1"
"No","1986","Couple + C. LE 16 ","higher vocational","75","1","1","1"
"No","1986","Couple + C. LE 16 ","higher education","123","1","1","1"
"No","1986","Couple + C. GT 16 ","in school","1","","",""
"No","1986","Couple + C. GT 16 ","inadequately","67","1","1","1"
"No","1986","Couple + C. GT 16 ","general elemantary","287","1","1","1"
"No","1986","Couple + C. GT 16 ","middle vocational","464","1","1","1"
"No","1986","Couple + C. GT 16 ","vocational + Abi","14","","",""
"No","1986","Couple + C. GT 16 ","higher vocational","42","1","1","1"
"No","1986","Couple + C. GT 16 ","higher education","48","1","1","1"
"No","1986","Couple + C. LE and GT 16","in school","1","","",""
"No","1986","Couple + C. LE and GT 16","inadequately","75","1","1","1"
"No","1986","Couple + C. LE and GT 16","general elemantary","224","1","1","1"
"No","1986","Couple + C. LE and GT 16","middle vocational","267","1","1","1"
"No","1986","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"No","1986","Couple + C. LE and GT 16","higher vocational","22","","",""
"No","1986","Couple + C. LE and GT 16","higher education","19","","",""
"Yes","1987","1-pers.-HH","in school","","","",""
"Yes","1987","1-pers.-HH","inadequately","","","",""
"Yes","1987","1-pers.-HH","general elemantary","","","",""
"Yes","1987","1-pers.-HH","middle vocational","","","",""
"Yes","1987","1-pers.-HH","vocational + Abi","","","",""
"Yes","1987","1-pers.-HH","higher vocational","","","",""
"Yes","1987","1-pers.-HH","higher education","","","",""
"Yes","1987","(Married) couple without C. ","in school","","","",""
"Yes","1987","(Married) couple without C. ","inadequately","","","",""
"Yes","1987","(Married) couple without C. ","general elemantary","","","",""
"Yes","1987","(Married) couple without C. ","middle vocational","","","",""
"Yes","1987","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1987","(Married) couple without C. ","higher vocational","","","",""
"Yes","1987","(Married) couple without C. ","higher education","","","",""
"Yes","1987","Single parent ","in school","","","",""
"Yes","1987","Single parent ","inadequately","","","",""
"Yes","1987","Single parent ","general elemantary","","","",""
"Yes","1987","Single parent ","middle vocational","","","",""
"Yes","1987","Single parent ","vocational + Abi","","","",""
"Yes","1987","Single parent ","higher vocational","","","",""
"Yes","1987","Single parent ","higher education","","","",""
"Yes","1987","Couple + C. LE 16 ","in school","","","",""
"Yes","1987","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1987","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1987","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","1987","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1987","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1987","Couple + C. LE 16 ","higher education","","","",""
"Yes","1987","Couple + C. GT 16 ","in school","","","",""
"Yes","1987","Couple + C. GT 16 ","inadequately","","","",""
"Yes","1987","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","1987","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1987","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1987","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1987","Couple + C. GT 16 ","higher education","","","",""
"Yes","1987","Couple + C. LE and GT 16","in school","","","",""
"Yes","1987","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1987","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1987","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1987","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1987","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1987","Couple + C. LE and GT 16","higher education","","","",""
"No","1987","1-pers.-HH","in school","","","",""
"No","1987","1-pers.-HH","inadequately","","","",""
"No","1987","1-pers.-HH","general elemantary","","","",""
"No","1987","1-pers.-HH","middle vocational","","","",""
"No","1987","1-pers.-HH","vocational + Abi","","","",""
"No","1987","1-pers.-HH","higher vocational","","","",""
"No","1987","1-pers.-HH","higher education","","","",""
"No","1987","(Married) couple without C. ","in school","","","",""
"No","1987","(Married) couple without C. ","inadequately","","","",""
"No","1987","(Married) couple without C. ","general elemantary","","","",""
"No","1987","(Married) couple without C. ","middle vocational","","","",""
"No","1987","(Married) couple without C. ","vocational + Abi","","","",""
"No","1987","(Married) couple without C. ","higher vocational","","","",""
"No","1987","(Married) couple without C. ","higher education","","","",""
"No","1987","Single parent ","in school","","","",""
"No","1987","Single parent ","inadequately","","","",""
"No","1987","Single parent ","general elemantary","","","",""
"No","1987","Single parent ","middle vocational","","","",""
"No","1987","Single parent ","vocational + Abi","","","",""
"No","1987","Single parent ","higher vocational","","","",""
"No","1987","Single parent ","higher education","","","",""
"No","1987","Couple + C. LE 16 ","in school","","","",""
"No","1987","Couple + C. LE 16 ","inadequately","","","",""
"No","1987","Couple + C. LE 16 ","general elemantary","","","",""
"No","1987","Couple + C. LE 16 ","middle vocational","","","",""
"No","1987","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","1987","Couple + C. LE 16 ","higher vocational","","","",""
"No","1987","Couple + C. LE 16 ","higher education","","","",""
"No","1987","Couple + C. GT 16 ","in school","","","",""
"No","1987","Couple + C. GT 16 ","inadequately","","","",""
"No","1987","Couple + C. GT 16 ","general elemantary","","","",""
"No","1987","Couple + C. GT 16 ","middle vocational","","","",""
"No","1987","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","1987","Couple + C. GT 16 ","higher vocational","","","",""
"No","1987","Couple + C. GT 16 ","higher education","","","",""
"No","1987","Couple + C. LE and GT 16","in school","","","",""
"No","1987","Couple + C. LE and GT 16","inadequately","","","",""
"No","1987","Couple + C. LE and GT 16","general elemantary","","","",""
"No","1987","Couple + C. LE and GT 16","middle vocational","","","",""
"No","1987","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","1987","Couple + C. LE and GT 16","higher vocational","","","",""
"No","1987","Couple + C. LE and GT 16","higher education","","","",""
"Yes","1988","1-pers.-HH","in school","","","",""
"Yes","1988","1-pers.-HH","inadequately","","","",""
"Yes","1988","1-pers.-HH","general elemantary","","","",""
"Yes","1988","1-pers.-HH","middle vocational","","","",""
"Yes","1988","1-pers.-HH","vocational + Abi","","","",""
"Yes","1988","1-pers.-HH","higher vocational","","","",""
"Yes","1988","1-pers.-HH","higher education","","","",""
"Yes","1988","(Married) couple without C. ","in school","","","",""
"Yes","1988","(Married) couple without C. ","inadequately","","","",""
"Yes","1988","(Married) couple without C. ","general elemantary","","","",""
"Yes","1988","(Married) couple without C. ","middle vocational","","","",""
"Yes","1988","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1988","(Married) couple without C. ","higher vocational","","","",""
"Yes","1988","(Married) couple without C. ","higher education","","","",""
"Yes","1988","Single parent ","in school","","","",""
"Yes","1988","Single parent ","inadequately","","","",""
"Yes","1988","Single parent ","general elemantary","","","",""
"Yes","1988","Single parent ","middle vocational","","","",""
"Yes","1988","Single parent ","vocational + Abi","","","",""
"Yes","1988","Single parent ","higher vocational","","","",""
"Yes","1988","Single parent ","higher education","","","",""
"Yes","1988","Couple + C. LE 16 ","in school","","","",""
"Yes","1988","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1988","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1988","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","1988","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1988","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1988","Couple + C. LE 16 ","higher education","","","",""
"Yes","1988","Couple + C. GT 16 ","in school","","","",""
"Yes","1988","Couple + C. GT 16 ","inadequately","","","",""
"Yes","1988","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","1988","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1988","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1988","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1988","Couple + C. GT 16 ","higher education","","","",""
"Yes","1988","Couple + C. LE and GT 16","in school","","","",""
"Yes","1988","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1988","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1988","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1988","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1988","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1988","Couple + C. LE and GT 16","higher education","","","",""
"No","1988","1-pers.-HH","in school","","","",""
"No","1988","1-pers.-HH","inadequately","24","","",""
"No","1988","1-pers.-HH","general elemantary","65","1","1","1"
"No","1988","1-pers.-HH","middle vocational","163","1","1","1"
"No","1988","1-pers.-HH","vocational + Abi","13","","",""
"No","1988","1-pers.-HH","higher vocational","8","","",""
"No","1988","1-pers.-HH","higher education","55","1","1","1"
"No","1988","(Married) couple without C. ","in school","","","",""
"No","1988","(Married) couple without C. ","inadequately","33","1","1","1"
"No","1988","(Married) couple without C. ","general elemantary","159","1","1","1"
"No","1988","(Married) couple without C. ","middle vocational","434","1","1","1"
"No","1988","(Married) couple without C. ","vocational + Abi","28","","",""
"No","1988","(Married) couple without C. ","higher vocational","60","1","1","1"
"No","1988","(Married) couple without C. ","higher education","66","1","1","1"
"No","1988","Single parent ","in school","2","","",""
"No","1988","Single parent ","inadequately","14","","",""
"No","1988","Single parent ","general elemantary","64","1","1","1"
"No","1988","Single parent ","middle vocational","112","1","1","1"
"No","1988","Single parent ","vocational + Abi","3","","",""
"No","1988","Single parent ","higher vocational","11","","",""
"No","1988","Single parent ","higher education","5","","",""
"No","1988","Couple + C. LE 16 ","in school","","","",""
"No","1988","Couple + C. LE 16 ","inadequately","82","1","1","1"
"No","1988","Couple + C. LE 16 ","general elemantary","198","1","1","1"
"No","1988","Couple + C. LE 16 ","middle vocational","485","1","1","1"
"No","1988","Couple + C. LE 16 ","vocational + Abi","32","1","1","1"
"No","1988","Couple + C. LE 16 ","higher vocational","70","1","1","1"
"No","1988","Couple + C. LE 16 ","higher education","97","1","1","1"
"No","1988","Couple + C. GT 16 ","in school","2","","",""
"No","1988","Couple + C. GT 16 ","inadequately","62","1","1","1"
"No","1988","Couple + C. GT 16 ","general elemantary","301","1","1","1"
"No","1988","Couple + C. GT 16 ","middle vocational","459","1","1","1"
"No","1988","Couple + C. GT 16 ","vocational + Abi","25","","",""
"No","1988","Couple + C. GT 16 ","higher vocational","44","1","1","1"
"No","1988","Couple + C. GT 16 ","higher education","50","1","1","1"
"No","1988","Couple + C. LE and GT 16","in school","1","","",""
"No","1988","Couple + C. LE and GT 16","inadequately","55","1","1","1"
"No","1988","Couple + C. LE and GT 16","general elemantary","192","1","1","1"
"No","1988","Couple + C. LE and GT 16","middle vocational","207","1","1","1"
"No","1988","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"No","1988","Couple + C. LE and GT 16","higher vocational","14","","",""
"No","1988","Couple + C. LE and GT 16","higher education","19","","",""
"Yes","1989","1-pers.-HH","in school","","","",""
"Yes","1989","1-pers.-HH","inadequately","","","",""
"Yes","1989","1-pers.-HH","general elemantary","","","",""
"Yes","1989","1-pers.-HH","middle vocational","","","",""
"Yes","1989","1-pers.-HH","vocational + Abi","","","",""
"Yes","1989","1-pers.-HH","higher vocational","","","",""
"Yes","1989","1-pers.-HH","higher education","","","",""
"Yes","1989","(Married) couple without C. ","in school","","","",""
"Yes","1989","(Married) couple without C. ","inadequately","","","",""
"Yes","1989","(Married) couple without C. ","general elemantary","","","",""
"Yes","1989","(Married) couple without C. ","middle vocational","","","",""
"Yes","1989","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1989","(Married) couple without C. ","higher vocational","","","",""
"Yes","1989","(Married) couple without C. ","higher education","","","",""
"Yes","1989","Single parent ","in school","","","",""
"Yes","1989","Single parent ","inadequately","","","",""
"Yes","1989","Single parent ","general elemantary","","","",""
"Yes","1989","Single parent ","middle vocational","","","",""
"Yes","1989","Single parent ","vocational + Abi","","","",""
"Yes","1989","Single parent ","higher vocational","","","",""
"Yes","1989","Single parent ","higher education","","","",""
"Yes","1989","Couple + C. LE 16 ","in school","","","",""
"Yes","1989","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1989","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1989","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","1989","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1989","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1989","Couple + C. LE 16 ","higher education","","","",""
"Yes","1989","Couple + C. GT 16 ","in school","","","",""
"Yes","1989","Couple + C. GT 16 ","inadequately","","","",""
"Yes","1989","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","1989","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1989","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1989","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1989","Couple + C. GT 16 ","higher education","","","",""
"Yes","1989","Couple + C. LE and GT 16","in school","","","",""
"Yes","1989","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1989","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1989","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1989","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1989","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1989","Couple + C. LE and GT 16","higher education","","","",""
"No","1989","1-pers.-HH","in school","","","",""
"No","1989","1-pers.-HH","inadequately","22","","",""
"No","1989","1-pers.-HH","general elemantary","72","1","1","1"
"No","1989","1-pers.-HH","middle vocational","152","1","1","1"
"No","1989","1-pers.-HH","vocational + Abi","12","","",""
"No","1989","1-pers.-HH","higher vocational","8","","",""
"No","1989","1-pers.-HH","higher education","49","1","1","1"
"No","1989","(Married) couple without C. ","in school","","","",""
"No","1989","(Married) couple without C. ","inadequately","30","1","1","1"
"No","1989","(Married) couple without C. ","general elemantary","146","1","1","1"
"No","1989","(Married) couple without C. ","middle vocational","457","1","1","1"
"No","1989","(Married) couple without C. ","vocational + Abi","28","","",""
"No","1989","(Married) couple without C. ","higher vocational","55","1","1","1"
"No","1989","(Married) couple without C. ","higher education","71","1","1","1"
"No","1989","Single parent ","in school","4","","",""
"No","1989","Single parent ","inadequately","10","","",""
"No","1989","Single parent ","general elemantary","59","1","1","1"
"No","1989","Single parent ","middle vocational","105","1","1","1"
"No","1989","Single parent ","vocational + Abi","5","","",""
"No","1989","Single parent ","higher vocational","14","","",""
"No","1989","Single parent ","higher education","11","","",""
"No","1989","Couple + C. LE 16 ","in school","","","",""
"No","1989","Couple + C. LE 16 ","inadequately","80","1","1","1"
"No","1989","Couple + C. LE 16 ","general elemantary","199","1","1","1"
"No","1989","Couple + C. LE 16 ","middle vocational","457","1","1","1"
"No","1989","Couple + C. LE 16 ","vocational + Abi","31","1","1","1"
"No","1989","Couple + C. LE 16 ","higher vocational","80","1","1","1"
"No","1989","Couple + C. LE 16 ","higher education","87","1","1","1"
"No","1989","Couple + C. GT 16 ","in school","4","","",""
"No","1989","Couple + C. GT 16 ","inadequately","54","1","1","1"
"No","1989","Couple + C. GT 16 ","general elemantary","296","1","1","1"
"No","1989","Couple + C. GT 16 ","middle vocational","412","1","1","1"
"No","1989","Couple + C. GT 16 ","vocational + Abi","20","","",""
"No","1989","Couple + C. GT 16 ","higher vocational","37","1","1","1"
"No","1989","Couple + C. GT 16 ","higher education","45","1","1","1"
"No","1989","Couple + C. LE and GT 16","in school","1","","",""
"No","1989","Couple + C. LE and GT 16","inadequately","42","1","1","1"
"No","1989","Couple + C. LE and GT 16","general elemantary","177","1","1","1"
"No","1989","Couple + C. LE and GT 16","middle vocational","191","1","1","1"
"No","1989","Couple + C. LE and GT 16","vocational + Abi","6","","",""
"No","1989","Couple + C. LE and GT 16","higher vocational","12","","",""
"No","1989","Couple + C. LE and GT 16","higher education","21","","",""
"Yes","1990","1-pers.-HH","in school","","","",""
"Yes","1990","1-pers.-HH","inadequately","","","",""
"Yes","1990","1-pers.-HH","general elemantary","","","",""
"Yes","1990","1-pers.-HH","middle vocational","","","",""
"Yes","1990","1-pers.-HH","vocational + Abi","","","",""
"Yes","1990","1-pers.-HH","higher vocational","","","",""
"Yes","1990","1-pers.-HH","higher education","","","",""
"Yes","1990","(Married) couple without C. ","in school","","","",""
"Yes","1990","(Married) couple without C. ","inadequately","","","",""
"Yes","1990","(Married) couple without C. ","general elemantary","","","",""
"Yes","1990","(Married) couple without C. ","middle vocational","","","",""
"Yes","1990","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1990","(Married) couple without C. ","higher vocational","","","",""
"Yes","1990","(Married) couple without C. ","higher education","","","",""
"Yes","1990","Single parent ","in school","","","",""
"Yes","1990","Single parent ","inadequately","","","",""
"Yes","1990","Single parent ","general elemantary","","","",""
"Yes","1990","Single parent ","middle vocational","","","",""
"Yes","1990","Single parent ","vocational + Abi","","","",""
"Yes","1990","Single parent ","higher vocational","","","",""
"Yes","1990","Single parent ","higher education","","","",""
"Yes","1990","Couple + C. LE 16 ","in school","","","",""
"Yes","1990","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1990","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1990","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","1990","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1990","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1990","Couple + C. LE 16 ","higher education","","","",""
"Yes","1990","Couple + C. GT 16 ","in school","","","",""
"Yes","1990","Couple + C. GT 16 ","inadequately","","","",""
"Yes","1990","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","1990","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1990","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1990","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1990","Couple + C. GT 16 ","higher education","","","",""
"Yes","1990","Couple + C. LE and GT 16","in school","","","",""
"Yes","1990","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1990","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1990","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1990","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1990","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1990","Couple + C. LE and GT 16","higher education","","","",""
"No","1990","1-pers.-HH","in school","1","","",""
"No","1990","1-pers.-HH","inadequately","20","","",""
"No","1990","1-pers.-HH","general elemantary","70","1","1","1"
"No","1990","1-pers.-HH","middle vocational","138","1","1","1"
"No","1990","1-pers.-HH","vocational + Abi","12","","",""
"No","1990","1-pers.-HH","higher vocational","10","","",""
"No","1990","1-pers.-HH","higher education","43","1","1","1"
"No","1990","(Married) couple without C. ","in school","","","",""
"No","1990","(Married) couple without C. ","inadequately","34","1","1","1"
"No","1990","(Married) couple without C. ","general elemantary","145","1","1","1"
"No","1990","(Married) couple without C. ","middle vocational","443","1","1","1"
"No","1990","(Married) couple without C. ","vocational + Abi","32","1","1","1"
"No","1990","(Married) couple without C. ","higher vocational","52","1","1","1"
"No","1990","(Married) couple without C. ","higher education","67","1","1","1"
"No","1990","Single parent ","in school","","","",""
"No","1990","Single parent ","inadequately","8","","",""
"No","1990","Single parent ","general elemantary","66","1","1","1"
"No","1990","Single parent ","middle vocational","94","1","1","1"
"No","1990","Single parent ","vocational + Abi","5","","",""
"No","1990","Single parent ","higher vocational","12","","",""
"No","1990","Single parent ","higher education","11","","",""
"No","1990","Couple + C. LE 16 ","in school","","","",""
"No","1990","Couple + C. LE 16 ","inadequately","69","1","1","1"
"No","1990","Couple + C. LE 16 ","general elemantary","198","1","1","1"
"No","1990","Couple + C. LE 16 ","middle vocational","483","1","1","1"
"No","1990","Couple + C. LE 16 ","vocational + Abi","27","","",""
"No","1990","Couple + C. LE 16 ","higher vocational","74","1","1","1"
"No","1990","Couple + C. LE 16 ","higher education","73","1","1","1"
"No","1990","Couple + C. GT 16 ","in school","2","","",""
"No","1990","Couple + C. GT 16 ","inadequately","64","1","1","1"
"No","1990","Couple + C. GT 16 ","general elemantary","258","1","1","1"
"No","1990","Couple + C. GT 16 ","middle vocational","407","1","1","1"
"No","1990","Couple + C. GT 16 ","vocational + Abi","17","","",""
"No","1990","Couple + C. GT 16 ","higher vocational","32","1","1","1"
"No","1990","Couple + C. GT 16 ","higher education","38","1","1","1"
"No","1990","Couple + C. LE and GT 16","in school","3","","",""
"No","1990","Couple + C. LE and GT 16","inadequately","47","1","1","1"
"No","1990","Couple + C. LE and GT 16","general elemantary","149","1","1","1"
"No","1990","Couple + C. LE and GT 16","middle vocational","146","1","1","1"
"No","1990","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"No","1990","Couple + C. LE and GT 16","higher vocational","11","","",""
"No","1990","Couple + C. LE and GT 16","higher education","23","","",""
"Yes","1991","1-pers.-HH","in school","","","",""
"Yes","1991","1-pers.-HH","inadequately","","","",""
"Yes","1991","1-pers.-HH","general elemantary","","","",""
"Yes","1991","1-pers.-HH","middle vocational","","","",""
"Yes","1991","1-pers.-HH","vocational + Abi","","","",""
"Yes","1991","1-pers.-HH","higher vocational","","","",""
"Yes","1991","1-pers.-HH","higher education","","","",""
"Yes","1991","(Married) couple without C. ","in school","","","",""
"Yes","1991","(Married) couple without C. ","inadequately","","","",""
"Yes","1991","(Married) couple without C. ","general elemantary","","","",""
"Yes","1991","(Married) couple without C. ","middle vocational","","","",""
"Yes","1991","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","1991","(Married) couple without C. ","higher vocational","","","",""
"Yes","1991","(Married) couple without C. ","higher education","","","",""
"Yes","1991","Single parent ","in school","","","",""
"Yes","1991","Single parent ","inadequately","","","",""
"Yes","1991","Single parent ","general elemantary","","","",""
"Yes","1991","Single parent ","middle vocational","","","",""
"Yes","1991","Single parent ","vocational + Abi","","","",""
"Yes","1991","Single parent ","higher vocational","","","",""
"Yes","1991","Single parent ","higher education","","","",""
"Yes","1991","Couple + C. LE 16 ","in school","","","",""
"Yes","1991","Couple + C. LE 16 ","inadequately","","","",""
"Yes","1991","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","1991","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","1991","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","1991","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","1991","Couple + C. LE 16 ","higher education","","","",""
"Yes","1991","Couple + C. GT 16 ","in school","","","",""
"Yes","1991","Couple + C. GT 16 ","inadequately","","","",""
"Yes","1991","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","1991","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","1991","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","1991","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","1991","Couple + C. GT 16 ","higher education","","","",""
"Yes","1991","Couple + C. LE and GT 16","in school","","","",""
"Yes","1991","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","1991","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","1991","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","1991","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","1991","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","1991","Couple + C. LE and GT 16","higher education","","","",""
"No","1991","1-pers.-HH","in school","","","",""
"No","1991","1-pers.-HH","inadequately","19","","",""
"No","1991","1-pers.-HH","general elemantary","71","1","1","1"
"No","1991","1-pers.-HH","middle vocational","189","1","1","1"
"No","1991","1-pers.-HH","vocational + Abi","15","","",""
"No","1991","1-pers.-HH","higher vocational","13","","",""
"No","1991","1-pers.-HH","higher education","49","1","1","1"
"No","1991","(Married) couple without C. ","in school","","","",""
"No","1991","(Married) couple without C. ","inadequately","33","1","1","1"
"No","1991","(Married) couple without C. ","general elemantary","166","1","1","1"
