"plb0196_h","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"No","1987","Full Time","(Married) couple without C. ","","","",""
"No","1987","Full Time","Single parent ","","","",""
"No","1987","Full Time","Couple + C. LE 16 ","","","",""
"No","1987","Full Time","Couple + C. GT 16 ","","","",""
"No","1987","Full Time","Couple + C. LE and GT 16","","","",""
"No","1987","Part Time","1-pers.-HH","","","",""
"No","1987","Part Time","(Married) couple without C. ","","","",""
"No","1987","Part Time","Single parent ","","","",""
"No","1987","Part Time","Couple + C. LE 16 ","","","",""
"No","1987","Part Time","Couple + C. GT 16 ","","","",""
"No","1987","Part Time","Couple + C. LE and GT 16","","","",""
"No","1987","Not Working","1-pers.-HH","","","",""
"No","1987","Not Working","(Married) couple without C. ","","","",""
"No","1987","Not Working","Single parent ","","","",""
"No","1987","Not Working","Couple + C. LE 16 ","","","",""
"No","1987","Not Working","Couple + C. GT 16 ","","","",""
"No","1987","Not Working","Couple + C. LE and GT 16","","","",""
"Yes","1988","Full Time","1-pers.-HH","","","",""
"Yes","1988","Full Time","(Married) couple without C. ","","","",""
"Yes","1988","Full Time","Single parent ","","","",""
"Yes","1988","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1988","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1988","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1988","Part Time","1-pers.-HH","","","",""
"Yes","1988","Part Time","(Married) couple without C. ","","","",""
"Yes","1988","Part Time","Single parent ","","","",""
"Yes","1988","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1988","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1988","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1988","Not Working","1-pers.-HH","","","",""
"Yes","1988","Not Working","(Married) couple without C. ","","","",""
"Yes","1988","Not Working","Single parent ","","","",""
"Yes","1988","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1988","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1988","Not Working","Couple + C. LE and GT 16","","","",""
"No","1988","Full Time","1-pers.-HH","259","1","1","1"
"No","1988","Full Time","(Married) couple without C. ","614","1","1","1"
"No","1988","Full Time","Single parent ","131","1","1","1"
"No","1988","Full Time","Couple + C. LE 16 ","665","1","1","1"
"No","1988","Full Time","Couple + C. GT 16 ","683","1","1","1"
"No","1988","Full Time","Couple + C. LE and GT 16","346","1","1","1"
"No","1988","Part Time","1-pers.-HH","65","1","1","1"
"No","1988","Part Time","(Married) couple without C. ","166","1","1","1"
"No","1988","Part Time","Single parent ","76","1","1","1"
"No","1988","Part Time","Couple + C. LE 16 ","291","1","1","1"
"No","1988","Part Time","Couple + C. GT 16 ","258","1","1","1"
"No","1988","Part Time","Couple + C. LE and GT 16","150","1","1","1"
"No","1988","Not Working","1-pers.-HH","6","","",""
"No","1988","Not Working","(Married) couple without C. ","13","","",""
"No","1988","Not Working","Single parent ","7","","",""
"No","1988","Not Working","Couple + C. LE 16 ","23","","",""
"No","1988","Not Working","Couple + C. GT 16 ","19","","",""
"No","1988","Not Working","Couple + C. LE and GT 16","10","","",""
"Yes","1989","Full Time","1-pers.-HH","","","",""
"Yes","1989","Full Time","(Married) couple without C. ","","","",""
"Yes","1989","Full Time","Single parent ","","","",""
"Yes","1989","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1989","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1989","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1989","Part Time","1-pers.-HH","","","",""
"Yes","1989","Part Time","(Married) couple without C. ","","","",""
"Yes","1989","Part Time","Single parent ","","","",""
"Yes","1989","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1989","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1989","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1989","Not Working","1-pers.-HH","","","",""
"Yes","1989","Not Working","(Married) couple without C. ","","","",""
"Yes","1989","Not Working","Single parent ","","","",""
"Yes","1989","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1989","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1989","Not Working","Couple + C. LE and GT 16","","","",""
"No","1989","Full Time","1-pers.-HH","238","1","1","1"
"No","1989","Full Time","(Married) couple without C. ","617","1","1","1"
"No","1989","Full Time","Single parent ","136","1","1","1"
"No","1989","Full Time","Couple + C. LE 16 ","637","1","1","1"
"No","1989","Full Time","Couple + C. GT 16 ","625","1","1","1"
"No","1989","Full Time","Couple + C. LE and GT 16","321","1","1","1"
"No","1989","Part Time","1-pers.-HH","71","1","1","1"
"No","1989","Part Time","(Married) couple without C. ","169","1","1","1"
"No","1989","Part Time","Single parent ","66","1","1","1"
"No","1989","Part Time","Couple + C. LE 16 ","295","1","1","1"
"No","1989","Part Time","Couple + C. GT 16 ","239","1","1","1"
"No","1989","Part Time","Couple + C. LE and GT 16","131","1","1","1"
"No","1989","Not Working","1-pers.-HH","9","","",""
"No","1989","Not Working","(Married) couple without C. ","10","","",""
"No","1989","Not Working","Single parent ","10","","",""
"No","1989","Not Working","Couple + C. LE 16 ","20","","",""
"No","1989","Not Working","Couple + C. GT 16 ","24","","",""
"No","1989","Not Working","Couple + C. LE and GT 16","9","","",""
"Yes","1990","Full Time","1-pers.-HH","","","",""
"Yes","1990","Full Time","(Married) couple without C. ","","","",""
"Yes","1990","Full Time","Single parent ","","","",""
"Yes","1990","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1990","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1990","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1990","Part Time","1-pers.-HH","","","",""
"Yes","1990","Part Time","(Married) couple without C. ","","","",""
"Yes","1990","Part Time","Single parent ","","","",""
"Yes","1990","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1990","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1990","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1990","Not Working","1-pers.-HH","","","",""
"Yes","1990","Not Working","(Married) couple without C. ","","","",""
"Yes","1990","Not Working","Single parent ","","","",""
"Yes","1990","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1990","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1990","Not Working","Couple + C. LE and GT 16","","","",""
"No","1990","Full Time","1-pers.-HH","231","1","1","1"
"No","1990","Full Time","(Married) couple without C. ","584","1","1","1"
"No","1990","Full Time","Single parent ","134","1","1","1"
"No","1990","Full Time","Couple + C. LE 16 ","591","1","1","1"
"No","1990","Full Time","Couple + C. GT 16 ","579","1","1","1"
"No","1990","Full Time","Couple + C. LE and GT 16","259","1","1","1"
"No","1990","Part Time","1-pers.-HH","67","1","1","1"
"No","1990","Part Time","(Married) couple without C. ","189","1","1","1"
"No","1990","Part Time","Single parent ","61","1","1","1"
"No","1990","Part Time","Couple + C. LE 16 ","319","1","1","1"
"No","1990","Part Time","Couple + C. GT 16 ","240","1","1","1"
"No","1990","Part Time","Couple + C. LE and GT 16","126","1","1","1"
"No","1990","Not Working","1-pers.-HH","2","","",""
"No","1990","Not Working","(Married) couple without C. ","12","","",""
"No","1990","Not Working","Single parent ","4","","",""
"No","1990","Not Working","Couple + C. LE 16 ","32","1","1","1"
"No","1990","Not Working","Couple + C. GT 16 ","18","","",""
"No","1990","Not Working","Couple + C. LE and GT 16","15","","",""
"Yes","1991","Full Time","1-pers.-HH","","","",""
"Yes","1991","Full Time","(Married) couple without C. ","","","",""
"Yes","1991","Full Time","Single parent ","","","",""
"Yes","1991","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1991","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1991","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1991","Part Time","1-pers.-HH","","","",""
"Yes","1991","Part Time","(Married) couple without C. ","","","",""
"Yes","1991","Part Time","Single parent ","","","",""
"Yes","1991","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1991","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1991","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1991","Not Working","1-pers.-HH","","","",""
"Yes","1991","Not Working","(Married) couple without C. ","","","",""
"Yes","1991","Not Working","Single parent ","","","",""
"Yes","1991","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1991","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1991","Not Working","Couple + C. LE and GT 16","","","",""
"No","1991","Full Time","1-pers.-HH","234","1","1","1"
"No","1991","Full Time","(Married) couple without C. ","571","1","1","1"
"No","1991","Full Time","Single parent ","131","1","1","1"
"No","1991","Full Time","Couple + C. LE 16 ","567","1","1","1"
"No","1991","Full Time","Couple + C. GT 16 ","531","1","1","1"
"No","1991","Full Time","Couple + C. LE and GT 16","284","1","1","1"
"No","1991","Part Time","1-pers.-HH","59","1","1","1"
"No","1991","Part Time","(Married) couple without C. ","175","1","1","1"
"No","1991","Part Time","Single parent ","64","1","1","1"
"No","1991","Part Time","Couple + C. LE 16 ","319","1","1","1"
"No","1991","Part Time","Couple + C. GT 16 ","249","1","1","1"
"No","1991","Part Time","Couple + C. LE and GT 16","135","1","1","1"
"No","1991","Not Working","1-pers.-HH","3","","",""
"No","1991","Not Working","(Married) couple without C. ","21","","",""
"No","1991","Not Working","Single parent ","7","","",""
"No","1991","Not Working","Couple + C. LE 16 ","29","","",""
"No","1991","Not Working","Couple + C. GT 16 ","25","","",""
"No","1991","Not Working","Couple + C. LE and GT 16","15","","",""
"Yes","1992","Full Time","1-pers.-HH","","","",""
"Yes","1992","Full Time","(Married) couple without C. ","","","",""
"Yes","1992","Full Time","Single parent ","","","",""
"Yes","1992","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1992","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1992","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1992","Part Time","1-pers.-HH","","","",""
"Yes","1992","Part Time","(Married) couple without C. ","","","",""
"Yes","1992","Part Time","Single parent ","","","",""
"Yes","1992","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1992","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1992","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1992","Not Working","1-pers.-HH","","","",""
"Yes","1992","Not Working","(Married) couple without C. ","","","",""
"Yes","1992","Not Working","Single parent ","","","",""
"Yes","1992","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1992","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1992","Not Working","Couple + C. LE and GT 16","","","",""
"No","1992","Full Time","1-pers.-HH","261","1","1","1"
"No","1992","Full Time","(Married) couple without C. ","772","1","1","1"
"No","1992","Full Time","Single parent ","176","1","1","1"
"No","1992","Full Time","Couple + C. LE 16 ","981","1","1","1"
"No","1992","Full Time","Couple + C. GT 16 ","791","1","1","1"
"No","1992","Full Time","Couple + C. LE and GT 16","374","1","1","1"
"No","1992","Part Time","1-pers.-HH","60","1","1","1"
"No","1992","Part Time","(Married) couple without C. ","223","1","1","1"
"No","1992","Part Time","Single parent ","78","1","1","1"
"No","1992","Part Time","Couple + C. LE 16 ","438","1","1","1"
"No","1992","Part Time","Couple + C. GT 16 ","326","1","1","1"
"No","1992","Part Time","Couple + C. LE and GT 16","147","1","1","1"
"No","1992","Not Working","1-pers.-HH","4","","",""
"No","1992","Not Working","(Married) couple without C. ","10","","",""
"No","1992","Not Working","Single parent ","9","","",""
"No","1992","Not Working","Couple + C. LE 16 ","31","1","1","1"
"No","1992","Not Working","Couple + C. GT 16 ","30","1","1","1"
"No","1992","Not Working","Couple + C. LE and GT 16","10","","",""
"Yes","1993","Full Time","1-pers.-HH","","","",""
"Yes","1993","Full Time","(Married) couple without C. ","","","",""
"Yes","1993","Full Time","Single parent ","","","",""
"Yes","1993","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1993","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1993","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1993","Part Time","1-pers.-HH","","","",""
"Yes","1993","Part Time","(Married) couple without C. ","","","",""
"Yes","1993","Part Time","Single parent ","","","",""
"Yes","1993","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1993","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1993","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1993","Not Working","1-pers.-HH","","","",""
"Yes","1993","Not Working","(Married) couple without C. ","","","",""
"Yes","1993","Not Working","Single parent ","","","",""
"Yes","1993","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1993","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1993","Not Working","Couple + C. LE and GT 16","","","",""
"No","1993","Full Time","1-pers.-HH","312","1","1","1"
"No","1993","Full Time","(Married) couple without C. ","781","1","1","1"
"No","1993","Full Time","Single parent ","152","1","1","1"
"No","1993","Full Time","Couple + C. LE 16 ","934","1","1","1"
"No","1993","Full Time","Couple + C. GT 16 ","732","1","1","1"
"No","1993","Full Time","Couple + C. LE and GT 16","372","1","1","1"
"No","1993","Part Time","1-pers.-HH","67","1","1","1"
"No","1993","Part Time","(Married) couple without C. ","220","1","1","1"
"No","1993","Part Time","Single parent ","85","1","1","1"
"No","1993","Part Time","Couple + C. LE 16 ","385","1","1","1"
"No","1993","Part Time","Couple + C. GT 16 ","304","1","1","1"
"No","1993","Part Time","Couple + C. LE and GT 16","159","1","1","1"
"No","1993","Not Working","1-pers.-HH","12","","",""
"No","1993","Not Working","(Married) couple without C. ","15","","",""
"No","1993","Not Working","Single parent ","11","","",""
"No","1993","Not Working","Couple + C. LE 16 ","45","1","1","1"
"No","1993","Not Working","Couple + C. GT 16 ","29","","",""
"No","1993","Not Working","Couple + C. LE and GT 16","24","","",""
"Yes","1994","Full Time","1-pers.-HH","","","",""
"Yes","1994","Full Time","(Married) couple without C. ","","","",""
"Yes","1994","Full Time","Single parent ","","","",""
"Yes","1994","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1994","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1994","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1994","Part Time","1-pers.-HH","","","",""
"Yes","1994","Part Time","(Married) couple without C. ","","","",""
"Yes","1994","Part Time","Single parent ","","","",""
"Yes","1994","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1994","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1994","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1994","Not Working","1-pers.-HH","","","",""
"Yes","1994","Not Working","(Married) couple without C. ","","","",""
"Yes","1994","Not Working","Single parent ","","","",""
"Yes","1994","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1994","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1994","Not Working","Couple + C. LE and GT 16","","","",""
"No","1994","Full Time","1-pers.-HH","273","1","1","1"
"No","1994","Full Time","(Married) couple without C. ","741","1","1","1"
"No","1994","Full Time","Single parent ","148","1","1","1"
"No","1994","Full Time","Couple + C. LE 16 ","860","1","1","1"
"No","1994","Full Time","Couple + C. GT 16 ","672","1","1","1"
"No","1994","Full Time","Couple + C. LE and GT 16","338","1","1","1"
"No","1994","Part Time","1-pers.-HH","56","1","1","1"
"No","1994","Part Time","(Married) couple without C. ","239","1","1","1"
"No","1994","Part Time","Single parent ","63","1","1","1"
"No","1994","Part Time","Couple + C. LE 16 ","374","1","1","1"
"No","1994","Part Time","Couple + C. GT 16 ","276","1","1","1"
"No","1994","Part Time","Couple + C. LE and GT 16","162","1","1","1"
"No","1994","Not Working","1-pers.-HH","9","","",""
"No","1994","Not Working","(Married) couple without C. ","17","","",""
"No","1994","Not Working","Single parent ","7","","",""
"No","1994","Not Working","Couple + C. LE 16 ","43","1","1","1"
"No","1994","Not Working","Couple + C. GT 16 ","30","1","1","1"
"No","1994","Not Working","Couple + C. LE and GT 16","15","","",""
"Yes","1995","Full Time","1-pers.-HH","","","",""
"Yes","1995","Full Time","(Married) couple without C. ","","","",""
"Yes","1995","Full Time","Single parent ","","","",""
"Yes","1995","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1995","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1995","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1995","Part Time","1-pers.-HH","","","",""
"Yes","1995","Part Time","(Married) couple without C. ","","","",""
"Yes","1995","Part Time","Single parent ","","","",""
"Yes","1995","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1995","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1995","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1995","Not Working","1-pers.-HH","","","",""
"Yes","1995","Not Working","(Married) couple without C. ","","","",""
"Yes","1995","Not Working","Single parent ","","","",""
"Yes","1995","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1995","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1995","Not Working","Couple + C. LE and GT 16","","","",""
"No","1995","Full Time","1-pers.-HH","250","1","1","1"
"No","1995","Full Time","(Married) couple without C. ","694","1","1","1"
"No","1995","Full Time","Single parent ","125","1","1","1"
"No","1995","Full Time","Couple + C. LE 16 ","808","1","1","1"
"No","1995","Full Time","Couple + C. GT 16 ","656","1","1","1"
"No","1995","Full Time","Couple + C. LE and GT 16","329","1","1","1"
"No","1995","Part Time","1-pers.-HH","91","1","1","1"
"No","1995","Part Time","(Married) couple without C. ","272","1","1","1"
"No","1995","Part Time","Single parent ","93","1","1","1"
"No","1995","Part Time","Couple + C. LE 16 ","408","1","1","1"
"No","1995","Part Time","Couple + C. GT 16 ","309","1","1","1"
"No","1995","Part Time","Couple + C. LE and GT 16","162","1","1","1"
"No","1995","Not Working","1-pers.-HH","17","","",""
"No","1995","Not Working","(Married) couple without C. ","27","","",""
"No","1995","Not Working","Single parent ","12","","",""
"No","1995","Not Working","Couple + C. LE 16 ","40","1","1","1"
"No","1995","Not Working","Couple + C. GT 16 ","24","","",""
"No","1995","Not Working","Couple + C. LE and GT 16","20","","",""
"Yes","1996","Full Time","1-pers.-HH","","","",""
"Yes","1996","Full Time","(Married) couple without C. ","","","",""
"Yes","1996","Full Time","Single parent ","","","",""
"Yes","1996","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1996","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1996","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1996","Part Time","1-pers.-HH","","","",""
"Yes","1996","Part Time","(Married) couple without C. ","","","",""
"Yes","1996","Part Time","Single parent ","","","",""
"Yes","1996","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1996","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1996","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1996","Not Working","1-pers.-HH","","","",""
"Yes","1996","Not Working","(Married) couple without C. ","","","",""
"Yes","1996","Not Working","Single parent ","","","",""
"Yes","1996","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1996","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1996","Not Working","Couple + C. LE and GT 16","","","",""
"No","1996","Full Time","1-pers.-HH","263","1","1","1"
"No","1996","Full Time","(Married) couple without C. ","683","1","1","1"
"No","1996","Full Time","Single parent ","134","1","1","1"
"No","1996","Full Time","Couple + C. LE 16 ","727","1","1","1"
"No","1996","Full Time","Couple + C. GT 16 ","582","1","1","1"
"No","1996","Full Time","Couple + C. LE and GT 16","298","1","1","1"
"No","1996","Part Time","1-pers.-HH","92","1","1","1"
"No","1996","Part Time","(Married) couple without C. ","288","1","1","1"
"No","1996","Part Time","Single parent ","100","1","1","1"
"No","1996","Part Time","Couple + C. LE 16 ","435","1","1","1"
"No","1996","Part Time","Couple + C. GT 16 ","300","1","1","1"
"No","1996","Part Time","Couple + C. LE and GT 16","203","1","1","1"
"No","1996","Not Working","1-pers.-HH","7","","",""
"No","1996","Not Working","(Married) couple without C. ","18","","",""
"No","1996","Not Working","Single parent ","8","","",""
"No","1996","Not Working","Couple + C. LE 16 ","35","1","1","1"
"No","1996","Not Working","Couple + C. GT 16 ","27","","",""
"No","1996","Not Working","Couple + C. LE and GT 16","19","","",""
"Yes","1997","Full Time","1-pers.-HH","","","",""
"Yes","1997","Full Time","(Married) couple without C. ","","","",""
"Yes","1997","Full Time","Single parent ","","","",""
"Yes","1997","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1997","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1997","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1997","Part Time","1-pers.-HH","","","",""
"Yes","1997","Part Time","(Married) couple without C. ","","","",""
"Yes","1997","Part Time","Single parent ","","","",""
"Yes","1997","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1997","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1997","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1997","Not Working","1-pers.-HH","","","",""
"Yes","1997","Not Working","(Married) couple without C. ","","","",""
"Yes","1997","Not Working","Single parent ","","","",""
"Yes","1997","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1997","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1997","Not Working","Couple + C. LE and GT 16","","","",""
"No","1997","Full Time","1-pers.-HH","94","1","1","1"
"No","1997","Full Time","(Married) couple without C. ","263","1","1","1"
"No","1997","Full Time","Single parent ","39","1","1","1"
"No","1997","Full Time","Couple + C. LE 16 ","272","1","1","1"
"No","1997","Full Time","Couple + C. GT 16 ","207","1","1","1"
"No","1997","Full Time","Couple + C. LE and GT 16","117","1","1","1"
"No","1997","Part Time","1-pers.-HH","26","","",""
"No","1997","Part Time","(Married) couple without C. ","68","1","1","1"
"No","1997","Part Time","Single parent ","18","","",""
"No","1997","Part Time","Couple + C. LE 16 ","121","1","1","1"
"No","1997","Part Time","Couple + C. GT 16 ","68","1","1","1"
"No","1997","Part Time","Couple + C. LE and GT 16","39","1","1","1"
"No","1997","Not Working","1-pers.-HH","1","","",""
"No","1997","Not Working","(Married) couple without C. ","5","","",""
"No","1997","Not Working","Single parent ","3","","",""
"No","1997","Not Working","Couple + C. LE 16 ","7","","",""
"No","1997","Not Working","Couple + C. GT 16 ","3","","",""
"No","1997","Not Working","Couple + C. LE and GT 16","1","","",""
"Yes","1998","Full Time","1-pers.-HH","","","",""
"Yes","1998","Full Time","(Married) couple without C. ","","","",""
"Yes","1998","Full Time","Single parent ","","","",""
"Yes","1998","Full Time","Couple + C. LE 16 ","","","",""
"Yes","1998","Full Time","Couple + C. GT 16 ","","","",""
"Yes","1998","Full Time","Couple + C. LE and GT 16","","","",""
"Yes","1998","Part Time","1-pers.-HH","","","",""
"Yes","1998","Part Time","(Married) couple without C. ","","","",""
"Yes","1998","Part Time","Single parent ","","","",""
"Yes","1998","Part Time","Couple + C. LE 16 ","","","",""
"Yes","1998","Part Time","Couple + C. GT 16 ","","","",""
"Yes","1998","Part Time","Couple + C. LE and GT 16","","","",""
"Yes","1998","Not Working","1-pers.-HH","","","",""
"Yes","1998","Not Working","(Married) couple without C. ","","","",""
"Yes","1998","Not Working","Single parent ","","","",""
"Yes","1998","Not Working","Couple + C. LE 16 ","","","",""
"Yes","1998","Not Working","Couple + C. GT 16 ","","","",""
"Yes","1998","Not Working","Couple + C. LE and GT 16","","","",""
"No","1998","Full Time","1-pers.-HH","103","1","1","1"
"No","1998","Full Time","(Married) couple without C. ","270","1","1","1"
"No","1998","Full Time","Single parent ","38","1","1","1"
"No","1998","Full Time","Couple + C. LE 16 ","268","1","1","1"
"No","1998","Full Time","Couple + C. GT 16 ","218","1","1","1"
"No","1998","Full Time","Couple + C. LE and GT 16","102","1","1","1"
"No","1998","Part Time","1-pers.-HH","41","1","1","1"
"No","1998","Part Time","(Married) couple without C. ","86","1","1","1"
"No","1998","Part Time","Single parent ","34","1","1","1"
"No","1998","Part Time","Couple + C. LE 16 ","118","1","1","1"
"No","1998","Part Time","Couple + C. GT 16 ","73","1","1","1"
"No","1998","Part Time","Couple + C. LE and GT 16","59","1","1","1"
"No","1998","Not Working","1-pers.-HH","3","","",""
"No","1998","Not Working","(Married) couple without C. ","3","","",""
"No","1998","Not Working","Single parent ","2","","",""
"No","1998","Not Working","Couple + C. LE 16 ","8","","",""
"No","1998","Not Working","Couple + C. GT 16 ","3","","",""
"No","1998","Not Working","Couple + C. LE and GT 16","2","","",""
"Yes","1999","Full Time","1-pers.-HH","","","",""
"Yes","1999","Full Time","(Married) couple without C. ","","","",""
"Yes","1999","Full Time","Single parent ","","","",""
"Yes","1999","Full Time","Couple + C. LE 16 ","","","",""
