"plj0046","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence"
"Big worries","2000","no migration background","general elemantary","860","0.352893880739082","0.333842801517562","0.371944959960602"
"Big worries","2000","no migration background","middle vocational","4018","0.360878954900012","0.351977108329768","0.369780801470255"
"Big worries","2000","no migration background","vocational + Abi","183","0.208779572001668","0.180650613386339","0.236908530616998"
"Big worries","2000","no migration background","higher vocational","533","0.309118018614547","0.286758734520044","0.331477302709051"
"Big worries","2000","no migration background","higher education","634","0.191284496982801","0.177967734676249","0.204601259289354"
"Big worries","2000","direct migration background","in school","5","","",""
"Big worries","2000","direct migration background","inadequately","48","0.175575159456191","0.130771315426333","0.220379003486048"
"Big worries","2000","direct migration background","general elemantary","145","0.194737835708904","0.168163195587795","0.221312475830013"
"Big worries","2000","direct migration background","middle vocational","227","0.186462903965555","0.16457187347848","0.208353934452631"
"Big worries","2000","direct migration background","vocational + Abi","46","0.147948322985292","0.106061102659466","0.189835543311117"
"Big worries","2000","direct migration background","higher vocational","45","0.273405642757256","0.210686953541722","0.336124331972791"
"Big worries","2000","direct migration background","higher education","58","0.130940775322345","0.0976317349398261","0.164249815704864"
"Big worries","2000","indirect migration background","in school","4","","",""
"Big worries","2000","indirect migration background","inadequately","2","","",""
"Big worries","2000","indirect migration background","general elemantary","55","0.263811726934903","0.210244037630551","0.317379416239255"
"Big worries","2000","indirect migration background","middle vocational","67","0.204066663689622","0.161353728426302","0.246779598952942"
"Big worries","2000","indirect migration background","vocational + Abi","4","","",""
"Big worries","2000","indirect migration background","higher vocational","6","","",""
"Big worries","2000","indirect migration background","higher education","3","","",""
"Some worries","2000","no migration background","in school","175","0.486200205598399","0.434995239790662","0.537405171406136"
"Some worries","2000","no migration background","inadequately","31","0.249358613878368","0.164983213950698","0.333734013806038"
"Some worries","2000","no migration background","general elemantary","1078","0.450516024390805","0.430680558606535","0.470351490175075"
"Some worries","2000","no migration background","middle vocational","5256","0.464965315644522","0.455720270963276","0.474210360325768"
"Some worries","2000","no migration background","vocational + Abi","375","0.471006711177165","0.436460570622844","0.505552851731486"
"Some worries","2000","no migration background","higher vocational","761","0.459261290118452","0.435150166399916","0.483372413836989"
"Some worries","2000","no migration background","higher education","1463","0.420330893106685","0.403618193388673","0.437043592824697"
"Some worries","2000","direct migration background","in school","19","","",""
"Some worries","2000","direct migration background","inadequately","119","0.421506108273574","0.363354794405569","0.47965742214158"
"Some worries","2000","direct migration background","general elemantary","375","0.44131107187611","0.407989074984754","0.474633068767466"
"Some worries","2000","direct migration background","middle vocational","566","0.440324421203825","0.412422386886009","0.468226455521642"
"Some worries","2000","direct migration background","vocational + Abi","125","0.43339993733247","0.374937585641033","0.491862289023906"
"Some worries","2000","direct migration background","higher vocational","82","0.389755847007217","0.321128792528582","0.458382901485853"
"Some worries","2000","direct migration background","higher education","175","0.438050107074612","0.389059742439483","0.487040471709741"
"Some worries","2000","indirect migration background","in school","30","0.455991940827683","0.335832645278296","0.57615123637707"
"Some worries","2000","indirect migration background","inadequately","5","","",""
"Some worries","2000","indirect migration background","general elemantary","101","0.386929462623715","0.327727985902058","0.446130939345372"
"Some worries","2000","indirect migration background","middle vocational","178","0.482731824568433","0.429772079814697","0.535691569322169"
"Some worries","2000","indirect migration background","vocational + Abi","21","","",""
"Some worries","2000","indirect migration background","higher vocational","23","","",""
"Some worries","2000","indirect migration background","higher education","21","","",""
"No worries","2000","no migration background","in school","117","0.313810354965994","0.266269907688763","0.361350802243225"
"No worries","2000","no migration background","inadequately","30","0.293950741133226","0.205103860486651","0.3827976217798"
"No worries","2000","no migration background","general elemantary","479","0.196590094870113","0.180746301390425","0.2124338883498"
"No worries","2000","no migration background","middle vocational","1907","0.174155729455466","0.167126208487964","0.181185250422969"
"No worries","2000","no migration background","vocational + Abi","244","0.320213716821167","0.287923789222753","0.352503644419581"
"No worries","2000","no migration background","higher vocational","347","0.231620691267","0.211209408090925","0.252031974443076"
"No worries","2000","no migration background","higher education","1254","0.388384609910514","0.371882818781035","0.404886401039992"
"No worries","2000","direct migration background","in school","33","0.586493058490507","0.458648130299128","0.714337986681886"
"No worries","2000","direct migration background","inadequately","110","0.402918732270235","0.345157871177343","0.460679593363127"
"No worries","2000","direct migration background","general elemantary","333","0.363951092414986","0.33166315188849","0.396239032941482"
"No worries","2000","direct migration background","middle vocational","423","0.373212674830619","0.346028284424201","0.400397065237037"
"No worries","2000","direct migration background","vocational + Abi","105","0.418651739682239","0.360449702145809","0.476853777218669"
"No worries","2000","direct migration background","higher vocational","67","0.336838510235527","0.270331451101712","0.403345569369341"
"No worries","2000","direct migration background","higher education","161","0.431009117603043","0.382110580964485","0.479907654241601"
"No worries","2000","indirect migration background","in school","32","0.46745779164243","0.34708610601563","0.58782947726923"
"No worries","2000","indirect migration background","inadequately","7","","",""
"No worries","2000","indirect migration background","general elemantary","104","0.349258810441382","0.291310703795262","0.407206917087503"
"No worries","2000","indirect migration background","middle vocational","97","0.313201511741945","0.264047199029056","0.362355824454833"
"No worries","2000","indirect migration background","vocational + Abi","18","","",""
"No worries","2000","indirect migration background","higher vocational","11","","",""
"No worries","2000","indirect migration background","higher education","28","","",""
"Big worries","2001","no migration background","in school","68","0.162758079241456","0.127907803664933","0.197608354817979"
"Big worries","2001","no migration background","inadequately","20","","",""
"Big worries","2001","no migration background","general elemantary","637","0.308588905205561","0.288723923533596","0.328453886877526"
"Big worries","2001","no migration background","middle vocational","2989","0.288578304237533","0.279763979061034","0.297392629414033"
"Big worries","2001","no migration background","vocational + Abi","161","0.203288214277967","0.174917839993165","0.231658588562769"
"Big worries","2001","no migration background","higher vocational","383","0.261857546477828","0.239375293396401","0.284339799559256"
"Big worries","2001","no migration background","higher education","473","0.146442431170332","0.134032770406583","0.158852091934081"
"Big worries","2001","direct migration background","in school","3","","",""
"Big worries","2001","direct migration background","inadequately","30","0.149637143509144","0.101275974130537","0.197998312887751"
"Big worries","2001","direct migration background","general elemantary","112","0.147312432771059","0.122230264608223","0.172394600933895"
"Big worries","2001","direct migration background","middle vocational","208","0.179473511063999","0.156597424750385","0.202349597377613"
"Big worries","2001","direct migration background","vocational + Abi","33","0.132888818616131","0.0910605928009429","0.17471704443132"
"Big worries","2001","direct migration background","higher vocational","33","0.206440483401926","0.144682471808769","0.268198494995083"
"Big worries","2001","direct migration background","higher education","46","0.125383343849295","0.0911278949929376","0.159638792705653"
"Big worries","2001","indirect migration background","in school","8","","",""
"Big worries","2001","indirect migration background","inadequately","5","","",""
"Big worries","2001","indirect migration background","general elemantary","37","0.180016905965961","0.130684848784425","0.229348963147498"
"Big worries","2001","indirect migration background","middle vocational","59","0.161493643488663","0.120595952184881","0.202391334792446"
"Big worries","2001","indirect migration background","vocational + Abi","7","","",""
"Big worries","2001","indirect migration background","higher vocational","10","","",""
"Big worries","2001","indirect migration background","higher education","3","","",""
"Some worries","2001","no migration background","in school","192","0.459716129731486","0.412665512188155","0.506766747274816"
"Some worries","2001","no migration background","inadequately","42","0.387453667690493","0.283887480419094","0.491019854961893"
"Some worries","2001","no migration background","general elemantary","967","0.46396448550894","0.442517364895002","0.485411606122877"
"Some worries","2001","no migration background","middle vocational","5023","0.496906495166532","0.487180022534895","0.50663296779817"
"Some worries","2001","no migration background","vocational + Abi","339","0.44514721388855","0.41011246093799","0.480181966839109"
"Some worries","2001","no migration background","higher vocational","742","0.488032428678351","0.462471139116835","0.513593718239866"
"Some worries","2001","no migration background","higher education","1352","0.432778699010588","0.415387911850999","0.450169486170176"
"Some worries","2001","direct migration background","in school","15","","",""
"Some worries","2001","direct migration background","inadequately","106","0.503660624737315","0.435875669632516","0.571445579842114"
"Some worries","2001","direct migration background","general elemantary","345","0.451087596833871","0.415872217244477","0.486302976423266"
"Some worries","2001","direct migration background","middle vocational","499","0.434085918390711","0.40453994222261","0.463631894558811"
"Some worries","2001","direct migration background","vocational + Abi","123","0.459544966532427","0.398136023811005","0.520953909253848"
"Some worries","2001","direct migration background","higher vocational","80","0.453526130440521","0.377564902552844","0.529487358328197"
"Some worries","2001","direct migration background","higher education","149","0.428544379303411","0.377353802541398","0.479734956065425"
"Some worries","2001","indirect migration background","in school","26","","",""
"Some worries","2001","indirect migration background","inadequately","3","","",""
"Some worries","2001","indirect migration background","general elemantary","115","0.487304738248116","0.42312468109533","0.551484795400902"
"Some worries","2001","indirect migration background","middle vocational","138","0.456171002871712","0.400815230544619","0.511526775198805"
"Some worries","2001","indirect migration background","vocational + Abi","18","","",""
"Some worries","2001","indirect migration background","higher vocational","13","","",""
"Some worries","2001","indirect migration background","higher education","22","","",""
"No worries","2001","no migration background","in school","171","0.377525791027058","0.331759738992733","0.423291843061384"
"No worries","2001","no migration background","inadequately","23","","",""
"No worries","2001","no migration background","general elemantary","473","0.227446609285499","0.209419178879174","0.245474039691825"
"No worries","2001","no migration background","middle vocational","2139","0.214515200595935","0.20652989381559","0.22250050737628"
"No worries","2001","no migration background","vocational + Abi","273","0.351564571833483","0.317906110138874","0.385223033528093"
"No worries","2001","no migration background","higher vocational","344","0.250110024843821","0.227963707607279","0.272256342080362"
"No worries","2001","no migration background","higher education","1293","0.420778869819081","0.403450440655788","0.438107298982373"
"No worries","2001","direct migration background","in school","27","","",""
"No worries","2001","direct migration background","inadequately","73","0.346702231753541","0.282180078274913","0.411224385232168"
"No worries","2001","direct migration background","general elemantary","310","0.401599970395069","0.366906875160708","0.436293065629431"
"No worries","2001","direct migration background","middle vocational","374","0.38644057054529","0.357413385679926","0.415467755410655"
"No worries","2001","direct migration background","vocational + Abi","97","0.407566214851442","0.347017235455275","0.468115194247608"
"No worries","2001","direct migration background","higher vocational","52","0.340033386157553","0.267751765392166","0.41231500692294"
"No worries","2001","direct migration background","higher education","164","0.446072276847293","0.394652518193468","0.497492035501119"
"No worries","2001","indirect migration background","in school","33","0.509545791136055","0.389843756634861","0.629247825637249"
"No worries","2001","indirect migration background","inadequately","5","","",""
"No worries","2001","indirect migration background","general elemantary","81","0.332678355785923","0.272179103210751","0.393177608361094"
"No worries","2001","indirect migration background","middle vocational","114","0.382335353639624","0.32832630870003","0.436344398579219"
"No worries","2001","indirect migration background","vocational + Abi","16","","",""
"No worries","2001","indirect migration background","higher vocational","15","","",""
"No worries","2001","indirect migration background","higher education","31","0.6416897488834","0.516102298152071","0.767277199614729"
"Big worries","2002","no migration background","in school","88","0.196257599815406","0.160578302219782","0.231936897411031"
"Big worries","2002","no migration background","inadequately","24","","",""
"Big worries","2002","no migration background","general elemantary","679","0.34846520206777","0.327535599728982","0.369394804406558"
"Big worries","2002","no migration background","middle vocational","3441","0.351527350329394","0.342271276946489","0.3607834237123"
"Big worries","2002","no migration background","vocational + Abi","184","0.20643055530896","0.179749597400262","0.233111513217657"
"Big worries","2002","no migration background","higher vocational","433","0.305018754204671","0.282023535487463","0.328013972921879"
"Big worries","2002","no migration background","higher education","681","0.175711750416578","0.164054016757528","0.187369484075629"
"Big worries","2002","direct migration background","in school","5","","",""
"Big worries","2002","direct migration background","inadequately","30","0.220263679947873","0.160706113176188","0.279821246719558"
"Big worries","2002","direct migration background","general elemantary","123","0.186176576050384","0.157341129363056","0.215012022737713"
"Big worries","2002","direct migration background","middle vocational","213","0.223385425879627","0.197774137695777","0.248996714063476"
"Big worries","2002","direct migration background","vocational + Abi","34","0.148196610532942","0.103524777685802","0.192868443380081"
"Big worries","2002","direct migration background","higher vocational","45","0.279333210577037","0.209593832544073","0.349072588610001"
"Big worries","2002","direct migration background","higher education","55","0.122893853702083","0.090392891680827","0.155394815723339"
"Big worries","2002","indirect migration background","in school","7","","",""
"Big worries","2002","indirect migration background","inadequately","4","","",""
"Big worries","2002","indirect migration background","general elemantary","26","","",""
"Big worries","2002","indirect migration background","middle vocational","65","0.213179730898031","0.16858471631076","0.257774745485302"
"Big worries","2002","indirect migration background","vocational + Abi","4","","",""
"Big worries","2002","indirect migration background","higher vocational","7","","",""
"Big worries","2002","indirect migration background","higher education","7","","",""
"Some worries","2002","no migration background","in school","206","0.446287541705263","0.401630068744317","0.49094501466621"
"Some worries","2002","no migration background","inadequately","26","","",""
"Some worries","2002","no migration background","general elemantary","933","0.475155618797551","0.453220213071183","0.497091024523919"
"Some worries","2002","no migration background","middle vocational","4950","0.475776170301187","0.466094258559369","0.485458082043005"
"Some worries","2002","no migration background","vocational + Abi","416","0.456662702963004","0.423826382238964","0.489499023687043"
"Some worries","2002","no migration background","higher vocational","773","0.482829704854291","0.457872180288326","0.507787229420256"
"Some worries","2002","no migration background","higher education","1825","0.449438038526916","0.434200592287325","0.464675484766506"
"Some worries","2002","direct migration background","in school","18","","",""
"Some worries","2002","direct migration background","inadequately","92","0.444248070287978","0.372840396815723","0.515655743760232"
"Some worries","2002","direct migration background","general elemantary","353","0.499967501002487","0.462927663354042","0.537007338650933"
"Some worries","2002","direct migration background","middle vocational","496","0.464427582793085","0.433760720672804","0.495094444913365"
"Some worries","2002","direct migration background","vocational + Abi","119","0.45782309040708","0.395181278749862","0.520464902064299"
"Some worries","2002","direct migration background","higher vocational","62","0.369307861924849","0.294292101834149","0.444323622015549"
"Some worries","2002","direct migration background","higher education","185","0.497675102835568","0.448179072755519","0.547171132915618"
"Some worries","2002","indirect migration background","in school","34","0.493433031980106","0.383185953773354","0.603680110186858"
"Some worries","2002","indirect migration background","inadequately","4","","",""
"Some worries","2002","indirect migration background","general elemantary","94","0.525664005355539","0.456286494545329","0.59504151616575"
"Some worries","2002","indirect migration background","middle vocational","165","0.508978211806147","0.45454354568432","0.563412877927974"
"Some worries","2002","indirect migration background","vocational + Abi","13","","",""
"Some worries","2002","indirect migration background","higher vocational","19","","",""
"Some worries","2002","indirect migration background","higher education","24","","",""
"No worries","2002","no migration background","in school","182","0.35745485847933","0.31440149964435","0.40050821731431"
"No worries","2002","no migration background","inadequately","29","","",""
"No worries","2002","no migration background","general elemantary","379","0.176379179134679","0.159637470553654","0.193120887715705"
"No worries","2002","no migration background","middle vocational","1830","0.172696479369418","0.165368646169335","0.180024312569502"
"No worries","2002","no migration background","vocational + Abi","284","0.336906741728036","0.305749133265176","0.368064350190897"
"No worries","2002","no migration background","higher vocational","334","0.212151540941038","0.191732648998245","0.232570432883831"
"No worries","2002","no migration background","higher education","1588","0.374850211056506","0.360021783624328","0.389678638488683"
"No worries","2002","direct migration background","in school","28","","",""
"No worries","2002","direct migration background","inadequately","64","0.335488249764149","0.267633288290218","0.403343211238081"
"No worries","2002","direct migration background","general elemantary","224","0.313855922947129","0.279478612599944","0.348233233294313"
"No worries","2002","direct migration background","middle vocational","307","0.312186991327288","0.283693620458164","0.340680362196413"
"No worries","2002","direct migration background","vocational + Abi","90","0.393980299059978","0.332543924660623","0.455416673459333"
"No worries","2002","direct migration background","higher vocational","52","0.351358927498113","0.277154939278876","0.425562915717351"
"No worries","2002","direct migration background","higher education","152","0.379431043462349","0.331395079440573","0.427467007484125"
"No worries","2002","indirect migration background","in school","38","0.406826137040273","0.29850081918098","0.515151454899565"
"No worries","2002","indirect migration background","inadequately","1","","",""
"No worries","2002","indirect migration background","general elemantary","79","0.319053561985429","0.25429311646649","0.383814007504368"
"No worries","2002","indirect migration background","middle vocational","94","0.277842057295822","0.229067798863849","0.326616315727795"
"No worries","2002","indirect migration background","vocational + Abi","22","","",""
"No worries","2002","indirect migration background","higher vocational","15","","",""
"No worries","2002","indirect migration background","higher education","33","0.436121681374741","0.314627734475837","0.557615628273645"
"Big worries","2003","no migration background","in school","74","0.200104550657179","0.164860112868432","0.235348988445927"
"Big worries","2003","no migration background","inadequately","26","","",""
"Big worries","2003","no migration background","general elemantary","611","0.340542183393206","0.319160538661985","0.361923828124426"
"Big worries","2003","no migration background","middle vocational","3041","0.325357333523341","0.316083407191561","0.334631259855121"
"Big worries","2003","no migration background","vocational + Abi","174","0.196666303252852","0.170449441219336","0.222883165286368"
"Big worries","2003","no migration background","higher vocational","421","0.295085581385633","0.272043482681217","0.318127680090048"
"Big worries","2003","no migration background","higher education","581","0.158718106302916","0.14727177754504","0.170164435060791"
"Big worries","2003","direct migration background","in school","4","","",""
"Big worries","2003","direct migration background","inadequately","33","0.195487575684782","0.135159426032562","0.255815725337001"
"Big worries","2003","direct migration background","general elemantary","98","0.153158999712469","0.125451461459064","0.180866537965874"
"Big worries","2003","direct migration background","middle vocational","183","0.186725097015723","0.162163597018023","0.211286597013422"
"Big worries","2003","direct migration background","vocational + Abi","36","0.184901720482599","0.1345103544174","0.235293086547798"
"Big worries","2003","direct migration background","higher vocational","32","0.219186921659352","0.151382044977827","0.286991798340877"
"Big worries","2003","direct migration background","higher education","47","0.140349781735187","0.104666551766836","0.176033011703538"
"Big worries","2003","indirect migration background","in school","11","","",""
"Big worries","2003","indirect migration background","inadequately","5","","",""
"Big worries","2003","indirect migration background","general elemantary","30","0.198856113291045","0.141340340195287","0.256371886386803"
"Big worries","2003","indirect migration background","middle vocational","56","0.209079815284955","0.164868972491801","0.253290658078108"
"Big worries","2003","indirect migration background","vocational + Abi","6","","",""
"Big worries","2003","indirect migration background","higher vocational","10","","",""
"Big worries","2003","indirect migration background","higher education","6","","",""
"Some worries","2003","no migration background","in school","202","0.386259851354219","0.343367728311952","0.429151974396485"
"Some worries","2003","no migration background","inadequately","31","0.289470646112841","0.190706603294626","0.388234688931056"
"Some worries","2003","no migration background","general elemantary","886","0.474315023365951","0.451785170055982","0.496844876675921"
"Some worries","2003","no migration background","middle vocational","4721","0.478187712057217","0.468299840948337","0.488075583166098"
"Some worries","2003","no migration background","vocational + Abi","427","0.490600647137309","0.457627455091873","0.523573839182746"
"Some worries","2003","no migration background","higher vocational","727","0.458831298505317","0.433656112142313","0.48400648486832"
"Some worries","2003","no migration background","higher education","1741","0.454961392694207","0.43936288278091","0.470559902607503"
"Some worries","2003","direct migration background","in school","19","","",""
"Some worries","2003","direct migration background","inadequately","66","0.386190464044825","0.312125701378828","0.460255226710822"
"Some worries","2003","direct migration background","general elemantary","333","0.521507104425949","0.483075049697117","0.559939159154782"
"Some worries","2003","direct migration background","middle vocational","446","0.440996890798525","0.409702987985635","0.472290793611416"
"Some worries","2003","direct migration background","vocational + Abi","100","0.396394004366012","0.332901716225903","0.459886292506122"
"Some worries","2003","direct migration background","higher vocational","68","0.483869933459023","0.401962376916657","0.565777490001389"
"Some worries","2003","direct migration background","higher education","162","0.457541296736469","0.406361814347621","0.508720779125317"
"Some worries","2003","indirect migration background","in school","27","","",""
"Some worries","2003","indirect migration background","inadequately","3","","",""
"Some worries","2003","indirect migration background","general elemantary","79","0.380902569227262","0.310926639288849","0.450878499165674"
"Some worries","2003","indirect migration background","middle vocational","166","0.479561392146174","0.425247206808891","0.533875577483458"
"Some worries","2003","indirect migration background","vocational + Abi","19","","",""
"Some worries","2003","indirect migration background","higher vocational","24","","",""
"Some worries","2003","indirect migration background","higher education","23","","",""
"No worries","2003","no migration background","in school","219","0.413635597988602","0.370250733664281","0.457020462312923"
"No worries","2003","no migration background","inadequately","24","","",""
"No worries","2003","no migration background","general elemantary","390","0.185142793240843","0.167617862826915","0.20266772365477"
"No worries","2003","no migration background","middle vocational","2042","0.196454954419441","0.188590238385034","0.204319670453849"
"No worries","2003","no migration background","vocational + Abi","282","0.312733049609839","0.282154466426654","0.343311632793023"
"No worries","2003","no migration background","higher vocational","357","0.246083120109051","0.224321937822809","0.267844302395292"
"No worries","2003","no migration background","higher education","1593","0.386320501002877","0.371068497609717","0.401572504396037"
"No worries","2003","direct migration background","in school","27","","",""
"No worries","2003","direct migration background","inadequately","67","0.418321960270393","0.343282325257689","0.493361595283098"
"No worries","2003","direct migration background","general elemantary","218","0.325333895861582","0.289289741142265","0.361378050580899"
"No worries","2003","direct migration background","middle vocational","338","0.372278012185752","0.341809431935054","0.40274659243645"
"No worries","2003","direct migration background","vocational + Abi","92","0.418704275151388","0.35466698737402","0.482741562928757"
"No worries","2003","direct migration background","higher vocational","43","0.296943144881625","0.222055193936526","0.371831095826724"
"No worries","2003","direct migration background","higher education","155","0.402108921528344","0.351737954317919","0.45247988873877"
"No worries","2003","indirect migration background","in school","32","0.411536335865045","0.296253940951116","0.526818730778974"
"No worries","2003","indirect migration background","inadequately","4","","",""
"No worries","2003","indirect migration background","general elemantary","76","0.420241317481693","0.349114196155647","0.49136843880774"
"No worries","2003","indirect migration background","middle vocational","103","0.311358792568871","0.261016442984008","0.361701142153734"
"No worries","2003","indirect migration background","vocational + Abi","19","","",""
"No worries","2003","indirect migration background","higher vocational","6","","",""
"No worries","2003","indirect migration background","higher education","34","0.555527062075058","0.432824653364871","0.678229470785246"
"Big worries","2004","no migration background","in school","104","0.23370525759676","0.196311620931319","0.271098894262202"
"Big worries","2004","no migration background","inadequately","33","0.574166580312782","0.463722725905038","0.684610434720527"
"Big worries","2004","no migration background","general elemantary","656","0.383278553773651","0.360616005312403","0.405941102234899"
"Big worries","2004","no migration background","middle vocational","3613","0.391075928984326","0.381270228322922","0.400881629645731"
"Big worries","2004","no migration background","vocational + Abi","227","0.260565217375413","0.23164612794138","0.289484306809446"
"Big worries","2004","no migration background","higher vocational","475","0.340766343949012","0.316421026793594","0.365111661104431"
"Big worries","2004","no migration background","higher education","798","0.243289272201354","0.229786758510592","0.256791785892116"
"Big worries","2004","direct migration background","in school","4","","",""
"Big worries","2004","direct migration background","inadequately","29","","",""
"Big worries","2004","direct migration background","general elemantary","127","0.219446643529702","0.186302984768007","0.252590302291397"
"Big worries","2004","direct migration background","middle vocational","219","0.235392896721296","0.208214363964393","0.262571429478199"
"Big worries","2004","direct migration background","vocational + Abi","43","0.200483813318831","0.14805411372512","0.252913512912542"
"Big worries","2004","direct migration background","higher vocational","37","0.300202708405312","0.224006366374956","0.376399050435669"
"Big worries","2004","direct migration background","higher education","71","0.201360068741806","0.159703328918974","0.243016808564639"
"Big worries","2004","indirect migration background","in school","12","","",""
"Big worries","2004","indirect migration background","inadequately","2","","",""
"Big worries","2004","indirect migration background","general elemantary","50","0.288123148370805","0.223384939754884","0.352861356986727"
"Big worries","2004","indirect migration background","middle vocational","88","0.286490867116853","0.23741200895478","0.335569725278926"
"Big worries","2004","indirect migration background","vocational + Abi","6","","",""
"Big worries","2004","indirect migration background","higher vocational","14","","",""
"Big worries","2004","indirect migration background","higher education","8","","",""
"Some worries","2004","no migration background","in school","209","0.42127514304118","0.377645212144466","0.464905073937895"
"Some worries","2004","no migration background","inadequately","25","","",""
"Some worries","2004","no migration background","general elemantary","774","0.437976421299139","0.414849938176445","0.461102904421833"
"Some worries","2004","no migration background","middle vocational","4263","0.443823351372445","0.433839962980652","0.453806739764238"
