"plj0046","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Big worries","1999","indirect migration background","(2b) intermediate general qualification","19","","",""
"Big worries","1999","indirect migration background","(2a) intermediate vocational","13","","",""
"Big worries","1999","indirect migration background","(2c_gen) general maturity certificate","7","","",""
"Big worries","1999","indirect migration background","(2c_voc) vocational maturity certificate","3","","",""
"Big worries","1999","indirect migration background","(3a) lower tertiary education","","","",""
"Big worries","1999","indirect migration background","(3b) higher tertiary education","1","","",""
"Some worries","1999","no migration background","(0) in school","102","0.41942681967024","0.355514153722977","0.483339485617503"
"Some worries","1999","no migration background","(1a) inadequately completed","23","","",""
"Some worries","1999","no migration background","(1b) general elementary school","556","0.437721670416815","0.410097634198133","0.465345706635497"
"Some worries","1999","no migration background","(1c) basic vocational qualification","1572","0.455696863147763","0.439022491505174","0.472371234790352"
"Some worries","1999","no migration background","(2b) intermediate general qualification","187","0.448113582300688","0.400496806401076","0.4957303582003"
"Some worries","1999","no migration background","(2a) intermediate vocational","1260","0.468537686762875","0.449694350572055","0.487381022953696"
"Some worries","1999","no migration background","(2c_gen) general maturity certificate","145","0.437271997367766","0.383507039300725","0.491036955434806"
"Some worries","1999","no migration background","(2c_voc) vocational maturity certificate","234","0.432856285690867","0.38964264786695","0.476069923514785"
"Some worries","1999","no migration background","(3a) lower tertiary education","460","0.523516493346578","0.490722193784361","0.556310792908794"
"Some worries","1999","no migration background","(3b) higher tertiary education","367","0.407964033152644","0.375307246521797","0.440620819783491"
"Some worries","1999","direct migration background","(0) in school","13","","",""
"Some worries","1999","direct migration background","(1a) inadequately completed","182","0.440758817757399","0.391101580181991","0.490416055332807"
"Some worries","1999","direct migration background","(1b) general elementary school","267","0.456818134321773","0.416067305711331","0.497568962932214"
"Some worries","1999","direct migration background","(1c) basic vocational qualification","262","0.465988656638457","0.425179740673162","0.506797572603752"
"Some worries","1999","direct migration background","(2b) intermediate general qualification","24","","",""
"Some worries","1999","direct migration background","(2a) intermediate vocational","39","0.346348015034143","0.248047344569836","0.444648685498449"
"Some worries","1999","direct migration background","(2c_gen) general maturity certificate","43","0.445119298594921","0.347222494113532","0.54301610307631"
"Some worries","1999","direct migration background","(2c_voc) vocational maturity certificate","66","0.505310325764441","0.423076702122856","0.587543949406027"
"Some worries","1999","direct migration background","(3a) lower tertiary education","24","","",""
"Some worries","1999","direct migration background","(3b) higher tertiary education","62","0.426222600612925","0.340215127820755","0.512230073405096"
"Some worries","1999","indirect migration background","(0) in school","26","","",""
"Some worries","1999","indirect migration background","(1a) inadequately completed","4","","",""
"Some worries","1999","indirect migration background","(1b) general elementary school","62","0.462183956644093","0.375813062433443","0.548554850854744"
"Some worries","1999","indirect migration background","(1c) basic vocational qualification","53","0.518787260698656","0.421344268001957","0.616230253395354"
"Some worries","1999","indirect migration background","(2b) intermediate general qualification","38","0.6133779977846","0.500894393893316","0.725861601675884"
"Some worries","1999","indirect migration background","(2a) intermediate vocational","37","0.508199668394333","0.382742705205061","0.633656631583605"
"Some worries","1999","indirect migration background","(2c_gen) general maturity certificate","21","","",""
"Some worries","1999","indirect migration background","(2c_voc) vocational maturity certificate","11","","",""
"Some worries","1999","indirect migration background","(3a) lower tertiary education","5","","",""
"Some worries","1999","indirect migration background","(3b) higher tertiary education","6","","",""
"No worries","1999","no migration background","(0) in school","61","0.289722905457469","0.230969144698043","0.348476666216894"
"No worries","1999","no migration background","(1a) inadequately completed","14","","",""
"No worries","1999","no migration background","(1b) general elementary school","159","0.121630085450217","0.103430073638964","0.13983009726147"
"No worries","1999","no migration background","(1c) basic vocational qualification","358","0.101169244536191","0.0910731303335696","0.111265358738812"
"No worries","1999","no migration background","(2b) intermediate general qualification","76","0.180869579094457","0.144014243421577","0.217724914767336"
"No worries","1999","no migration background","(2a) intermediate vocational","355","0.143181886473998","0.129955608226196","0.1564081647218"
"No worries","1999","no migration background","(2c_gen) general maturity certificate","115","0.3731429051058","0.320723017947715","0.425562792263885"
"No worries","1999","no migration background","(2c_voc) vocational maturity certificate","136","0.269002053284802","0.230326344811087","0.307677761758518"
"No worries","1999","no migration background","(3a) lower tertiary education","172","0.201373474520041","0.175041572156303","0.227705376883779"
"No worries","1999","no migration background","(3b) higher tertiary education","339","0.394081182334022","0.36161071542418","0.426551649243864"
"No worries","1999","direct migration background","(0) in school","9","","",""
"No worries","1999","direct migration background","(1a) inadequately completed","120","0.344579179617578","0.297047067614916","0.39211129162024"
"No worries","1999","direct migration background","(1b) general elementary school","177","0.28921002684407","0.252118948125685","0.326301105562456"
"No worries","1999","direct migration background","(1c) basic vocational qualification","145","0.232182800915859","0.19764170713587","0.266723894695848"
"No worries","1999","direct migration background","(2b) intermediate general qualification","9","","",""
"No worries","1999","direct migration background","(2a) intermediate vocational","25","","",""
"No worries","1999","direct migration background","(2c_gen) general maturity certificate","41","0.433860417126835","0.336234018505957","0.531486815747712"
"No worries","1999","direct migration background","(2c_voc) vocational maturity certificate","38","0.257756980340345","0.185815031632071","0.32969892904862"
"No worries","1999","direct migration background","(3a) lower tertiary education","15","","",""
"No worries","1999","direct migration background","(3b) higher tertiary education","44","0.347468028230849","0.264653877371405","0.430282179090293"
"No worries","1999","indirect migration background","(0) in school","26","","",""
"No worries","1999","indirect migration background","(1a) inadequately completed","4","","",""
"No worries","1999","indirect migration background","(1b) general elementary school","32","0.186956494214255","0.119415060286421","0.254497928142089"
"No worries","1999","indirect migration background","(1c) basic vocational qualification","14","","",""
"No worries","1999","indirect migration background","(2b) intermediate general qualification","15","","",""
"No worries","1999","indirect migration background","(2a) intermediate vocational","11","","",""
"No worries","1999","indirect migration background","(2c_gen) general maturity certificate","23","","",""
"No worries","1999","indirect migration background","(2c_voc) vocational maturity certificate","12","","",""
"No worries","1999","indirect migration background","(3a) lower tertiary education","5","","",""
"No worries","1999","indirect migration background","(3b) higher tertiary education","9","","",""
"Big worries","2000","no migration background","(0) in school","74","0.199989439435607","0.159010667438779","0.240968211432435"
"Big worries","2000","no migration background","(1a) inadequately completed","36","0.44838327319834","0.344474989866787","0.552291556529894"
"Big worries","2000","no migration background","(1b) general elementary school","688","0.360235609279258","0.338638116420695","0.381833102137821"
"Big worries","2000","no migration background","(1c) basic vocational qualification","2482","0.380731282494049","0.369046807342143","0.392415757645954"
"Big worries","2000","no migration background","(2b) intermediate general qualification","184","0.318283587956485","0.27949515754893","0.357072018364039"
"Big worries","2000","no migration background","(2a) intermediate vocational","1875","0.348567239194545","0.335634246991035","0.361500231398055"
"Big worries","2000","no migration background","(2c_gen) general maturity certificate","95","0.145940169615492","0.117714618771463","0.174165720459521"
"Big worries","2000","no migration background","(2c_voc) vocational maturity certificate","269","0.218477386202359","0.194522230606998","0.242432541797719"
"Big worries","2000","no migration background","(3a) lower tertiary education","382","0.238711230039325","0.21771125538292","0.25971120469573"
"Big worries","2000","no migration background","(3b) higher tertiary education","252","0.150986822913576","0.134297692844035","0.167675952983117"
"Big worries","2000","direct migration background","(0) in school","5","","",""
"Big worries","2000","direct migration background","(1a) inadequately completed","59","0.19152529020259","0.148139168135901","0.234911412269278"
"Big worries","2000","direct migration background","(1b) general elementary school","133","0.192560814111489","0.164959552875177","0.220162075347801"
"Big worries","2000","direct migration background","(1c) basic vocational qualification","182","0.19192845967735","0.166912094291909","0.216944825062792"
"Big worries","2000","direct migration background","(2b) intermediate general qualification","14","","",""
"Big worries","2000","direct migration background","(2a) intermediate vocational","39","0.250733277737662","0.187762855086271","0.313703700389053"
"Big worries","2000","direct migration background","(2c_gen) general maturity certificate","19","","",""
"Big worries","2000","direct migration background","(2c_voc) vocational maturity certificate","63","0.170355012048959","0.131520268161937","0.209189755935981"
"Big worries","2000","direct migration background","(3a) lower tertiary education","15","","",""
"Big worries","2000","direct migration background","(3b) higher tertiary education","43","0.133548275269693","0.0953723564532356","0.171724194086151"
"Big worries","2000","indirect migration background","(0) in school","4","","",""
"Big worries","2000","indirect migration background","(1a) inadequately completed","2","","",""
"Big worries","2000","indirect migration background","(1b) general elementary school","33","0.240028583373109","0.17525171242143","0.304805454324787"
"Big worries","2000","indirect migration background","(1c) basic vocational qualification","35","0.226996103007849","0.162886039161156","0.291106166854542"
"Big worries","2000","indirect migration background","(2b) intermediate general qualification","22","","",""
"Big worries","2000","indirect migration background","(2a) intermediate vocational","33","0.260175379078905","0.185331099299543","0.335019658858267"
"Big worries","2000","indirect migration background","(2c_gen) general maturity certificate","4","","",""
"Big worries","2000","indirect migration background","(2c_voc) vocational maturity certificate","5","","",""
"Big worries","2000","indirect migration background","(3a) lower tertiary education","2","","",""
"Big worries","2000","indirect migration background","(3b) higher tertiary education","1","","",""
"Some worries","2000","no migration background","(0) in school","175","0.486200205598399","0.434995239790662","0.537405171406136"
"Some worries","2000","no migration background","(1a) inadequately completed","25","","",""
"Some worries","2000","no migration background","(1b) general elementary school","849","0.449637120462364","0.427257349734644","0.472016891190084"
"Some worries","2000","no migration background","(1c) basic vocational qualification","3167","0.468569025833179","0.456561028646013","0.480577023020344"
"Some worries","2000","no migration background","(2b) intermediate general qualification","242","0.450918236254988","0.40948387783741","0.492352594672566"
"Some worries","2000","no migration background","(2a) intermediate vocational","2427","0.465906676974712","0.452367914276134","0.47944543967329"
"Some worries","2000","no migration background","(2c_gen) general maturity certificate","248","0.395365348537335","0.35627615836246","0.43445453871221"
"Some worries","2000","no migration background","(2c_voc) vocational maturity certificate","539","0.470555186125212","0.4416190454415","0.499491326808924"
"Some worries","2000","no migration background","(3a) lower tertiary education","740","0.447570985068752","0.423076019337501","0.472065950800003"
"Some worries","2000","no migration background","(3b) higher tertiary education","723","0.397185458522464","0.374377023336209","0.419993893708719"
"Some worries","2000","direct migration background","(0) in school","20","","",""
"Some worries","2000","direct migration background","(1a) inadequately completed","131","0.398140612478883","0.344168389088083","0.452112835869683"
"Some worries","2000","direct migration background","(1b) general elementary school","343","0.442932550672624","0.408161905466452","0.477703195878797"
"Some worries","2000","direct migration background","(1c) basic vocational qualification","445","0.453785266014823","0.422159830302964","0.485410701726682"
"Some worries","2000","direct migration background","(2b) intermediate general qualification","32","0.413360629357637","0.299615711680194","0.52710554703508"
"Some worries","2000","direct migration background","(2a) intermediate vocational","93","0.451278270637251","0.378982866877444","0.523573674397059"
"Some worries","2000","direct migration background","(2c_gen) general maturity certificate","64","0.38162865597746","0.302830359277239","0.46042695267768"
"Some worries","2000","direct migration background","(2c_voc) vocational maturity certificate","157","0.415706554168821","0.364796239200785","0.466616869136857"
"Some worries","2000","direct migration background","(3a) lower tertiary education","38","0.38539911244537","0.284286569163951","0.486511655726788"
"Some worries","2000","direct migration background","(3b) higher tertiary education","137","0.454186785005601","0.398309223986473","0.510064346024729"
"Some worries","2000","indirect migration background","(0) in school","30","0.455991940827683","0.335832645278296","0.57615123637707"
"Some worries","2000","indirect migration background","(1a) inadequately completed","2","","",""
"Some worries","2000","indirect migration background","(1b) general elementary school","68","0.398141719131444","0.323898666684279","0.472384771578609"
"Some worries","2000","indirect migration background","(1c) basic vocational qualification","86","0.484569930504479","0.408082640647075","0.561057220361884"
"Some worries","2000","indirect migration background","(2b) intermediate general qualification","36","0.368061245982021","0.273060277109424","0.463062214854619"
"Some worries","2000","indirect migration background","(2a) intermediate vocational","67","0.452752414244786","0.367837604678002","0.53766722381157"
"Some worries","2000","indirect migration background","(2c_gen) general maturity certificate","41","0.570973743892249","0.458960992774076","0.682986495010421"
"Some worries","2000","indirect migration background","(2c_voc) vocational maturity certificate","28","","",""
"Some worries","2000","indirect migration background","(3a) lower tertiary education","8","","",""
"Some worries","2000","indirect migration background","(3b) higher tertiary education","13","","",""
"No worries","2000","no migration background","(0) in school","117","0.313810354965994","0.266269907688763","0.361350802243225"
"No worries","2000","no migration background","(1a) inadequately completed","27","","",""
"No worries","2000","no migration background","(1b) general elementary school","361","0.190127270258378","0.172473780043475","0.207780760473282"
"No worries","2000","no migration background","(1c) basic vocational qualification","985","0.150699691672773","0.142090801246113","0.159308582099432"
"No worries","2000","no migration background","(2b) intermediate general qualification","128","0.230798175788527","0.195712524121687","0.265883827455367"
"No worries","2000","no migration background","(2a) intermediate vocational","913","0.185526083830743","0.174975851741978","0.196076315919508"
"No worries","2000","no migration background","(2c_gen) general maturity certificate","258","0.458694481847173","0.418856820082391","0.498532143611954"
"No worries","2000","no migration background","(2c_voc) vocational maturity certificate","335","0.310967427672429","0.284132384228814","0.337802471116045"
"No worries","2000","no migration background","(3a) lower tertiary education","461","0.313717784891923","0.290860292930492","0.336575276853354"
"No worries","2000","no migration background","(3b) higher tertiary education","793","0.45182771856396","0.42862964445042","0.4750257926775"
"No worries","2000","direct migration background","(0) in school","33","0.575390357995117","0.448183563126483","0.702597152863751"
"No worries","2000","direct migration background","(1a) inadequately completed","126","0.410334097318527","0.356099507378194","0.464568687258861"
"No worries","2000","direct migration background","(1b) general elementary school","308","0.364506635215887","0.330816846366946","0.398196424064828"
"No worries","2000","direct migration background","(1c) basic vocational qualification","325","0.354286274307827","0.323903544635758","0.384669003979896"
"No worries","2000","direct migration background","(2b) intermediate general qualification","26","","",""
"No worries","2000","direct migration background","(2a) intermediate vocational","50","0.297988451625086","0.231540095389432","0.364436807860741"
"No worries","2000","direct migration background","(2c_gen) general maturity certificate","63","0.501260112836581","0.420156483651482","0.582363742021681"
"No worries","2000","direct migration background","(2c_voc) vocational maturity certificate","140","0.41393843378222","0.363059694976892","0.464817172587548"
"No worries","2000","direct migration background","(3a) lower tertiary education","36","0.492167902144852","0.388302763605356","0.596033040684347"
"No worries","2000","direct migration background","(3b) higher tertiary education","125","0.412264939724706","0.357021950307909","0.467507929141502"
"No worries","2000","indirect migration background","(0) in school","32","0.46745779164243","0.34708610601563","0.58782947726923"
"No worries","2000","indirect migration background","(1a) inadequately completed","5","","",""
"No worries","2000","indirect migration background","(1b) general elementary school","66","0.361829697495447","0.288949380134051","0.434710014856843"
"No worries","2000","indirect migration background","(1c) basic vocational qualification","43","0.288433966487671","0.219098255605128","0.357769677370214"
"No worries","2000","indirect migration background","(2b) intermediate general qualification","41","0.34982214888537","0.255877893015752","0.443766404754988"
"No worries","2000","indirect migration background","(2a) intermediate vocational","32","0.287072206676308","0.209896703058099","0.364247710294518"
"No worries","2000","indirect migration background","(2c_gen) general maturity certificate","30","0.377120519287772","0.267432409359716","0.486808629215828"
"No worries","2000","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"No worries","2000","indirect migration background","(3a) lower tertiary education","6","","",""
"No worries","2000","indirect migration background","(3b) higher tertiary education","22","","",""
"Big worries","2001","no migration background","(0) in school","68","0.162758079241456","0.127907803664933","0.197608354817979"
"Big worries","2001","no migration background","(1a) inadequately completed","19","","",""
"Big worries","2001","no migration background","(1b) general elementary school","510","0.317841516807436","0.29505416467655","0.340628868938321"
"Big worries","2001","no migration background","(1c) basic vocational qualification","1822","0.308458167643174","0.296663171343145","0.320253163943203"
"Big worries","2001","no migration background","(2b) intermediate general qualification","133","0.271820423087051","0.232863063211028","0.310777782963074"
"Big worries","2001","no migration background","(2a) intermediate vocational","1404","0.280467203595079","0.267779845697533","0.293154561492625"
"Big worries","2001","no migration background","(2c_gen) general maturity certificate","76","0.105195024345548","0.0800742759080356","0.13031577278306"
"Big worries","2001","no migration background","(2c_voc) vocational maturity certificate","223","0.202440570133658","0.178465070206265","0.226416070061052"
"Big worries","2001","no migration background","(3a) lower tertiary education","291","0.187694191820879","0.167841295141031","0.207547088500727"
"Big worries","2001","no migration background","(3b) higher tertiary education","182","0.110703595069932","0.0954808790920029","0.125926311047862"
"Big worries","2001","direct migration background","(0) in school","3","","",""
"Big worries","2001","direct migration background","(1a) inadequately completed","34","0.151683489898394","0.105121794720045","0.198245185076743"
"Big worries","2001","direct migration background","(1b) general elementary school","103","0.142944074861501","0.117015017351193","0.168873132371809"
"Big worries","2001","direct migration background","(1c) basic vocational qualification","172","0.203495225735101","0.176461892521045","0.230528558949157"
"Big worries","2001","direct migration background","(2b) intermediate general qualification","9","","",""
"Big worries","2001","direct migration background","(2a) intermediate vocational","34","0.196173204947964","0.134642883650292","0.257703526245636"
"Big worries","2001","direct migration background","(2c_gen) general maturity certificate","18","","",""
"Big worries","2001","direct migration background","(2c_voc) vocational maturity certificate","45","0.133987846683037","0.0967237779677174","0.171251915398357"
"Big worries","2001","direct migration background","(3a) lower tertiary education","13","","",""
"Big worries","2001","direct migration background","(3b) higher tertiary education","33","0.121991120237995","0.0831689033708436","0.160813337105146"
"Big worries","2001","indirect migration background","(0) in school","8","","",""
"Big worries","2001","indirect migration background","(1a) inadequately completed","5","","",""
"Big worries","2001","indirect migration background","(1b) general elementary school","27","","",""
"Big worries","2001","indirect migration background","(1c) basic vocational qualification","27","","",""
"Big worries","2001","indirect migration background","(2b) intermediate general qualification","11","","",""
"Big worries","2001","indirect migration background","(2a) intermediate vocational","29","","",""
"Big worries","2001","indirect migration background","(2c_gen) general maturity certificate","10","","",""
"Big worries","2001","indirect migration background","(2c_voc) vocational maturity certificate","9","","",""
"Big worries","2001","indirect migration background","(3a) lower tertiary education","2","","",""
"Big worries","2001","indirect migration background","(3b) higher tertiary education","1","","",""
"Some worries","2001","no migration background","(0) in school","192","0.459716129731486","0.412665512188155","0.506766747274816"
"Some worries","2001","no migration background","(1a) inadequately completed","35","0.333614123676097","0.231561007364141","0.435667239988053"
"Some worries","2001","no migration background","(1b) general elementary school","762","0.470585053622644","0.446158450691725","0.495011656553562"
"Some worries","2001","no migration background","(1c) basic vocational qualification","2984","0.506951322783934","0.494183452172746","0.519719193395122"
"Some worries","2001","no migration background","(2b) intermediate general qualification","222","0.437228927050916","0.393792954028916","0.480664900072915"
"Some worries","2001","no migration background","(2a) intermediate vocational","2373","0.489419348597555","0.475301204970472","0.503537492224638"
"Some worries","2001","no migration background","(2c_gen) general maturity certificate","243","0.427863549032444","0.387352523869632","0.468374574195256"
"Some worries","2001","no migration background","(2c_voc) vocational maturity certificate","489","0.461207672795578","0.431463881044235","0.49095146454692"
"Some worries","2001","no migration background","(3a) lower tertiary education","679","0.4482238591523","0.422938587126741","0.473509131177858"
"Some worries","2001","no migration background","(3b) higher tertiary education","673","0.41939764476844","0.395456748548674","0.443338540988207"
"Some worries","2001","direct migration background","(0) in school","15","","",""
"Some worries","2001","direct migration background","(1a) inadequately completed","117","0.518949845609729","0.454095580840889","0.583804110378569"
"Some worries","2001","direct migration background","(1b) general elementary school","315","0.452815487900382","0.415940948386206","0.489690027414558"
"Some worries","2001","direct migration background","(1c) basic vocational qualification","409","0.447947976246076","0.414556771681335","0.481339180810817"
"Some worries","2001","direct migration background","(2b) intermediate general qualification","31","0.433745066215911","0.316809447179424","0.550680685252398"
"Some worries","2001","direct migration background","(2a) intermediate vocational","73","0.479003533834421","0.401597494343833","0.55640957332501"
"Some worries","2001","direct migration background","(2c_gen) general maturity certificate","50","0.282691727440274","0.20836448780464","0.357018967075909"
"Some worries","2001","direct migration background","(2c_voc) vocational maturity certificate","156","0.464571418618442","0.410011640716538","0.519131196520347"
"Some worries","2001","direct migration background","(3a) lower tertiary education","32","0.377844520430738","0.275372595418989","0.480316445442488"
"Some worries","2001","direct migration background","(3b) higher tertiary education","117","0.444374512189726","0.385431487520479","0.503317536858973"
"Some worries","2001","indirect migration background","(0) in school","26","","",""
"Some worries","2001","indirect migration background","(1a) inadequately completed","1","","",""
"Some worries","2001","indirect migration background","(1b) general elementary school","76","0.501964669280412","0.422738432562364","0.581190905998459"
"Some worries","2001","indirect migration background","(1c) basic vocational qualification","68","0.485491802973328","0.403861023229398","0.567122582717259"
"Some worries","2001","indirect migration background","(2b) intermediate general qualification","41","0.453506869191704","0.348290538073886","0.558723200309522"
"Some worries","2001","indirect migration background","(2a) intermediate vocational","47","0.368662573229619","0.281615859408045","0.455709287051192"
"Some worries","2001","indirect migration background","(2c_gen) general maturity certificate","33","0.4805441387081","0.368949406038039","0.592138871378161"
"Some worries","2001","indirect migration background","(2c_voc) vocational maturity certificate","21","","",""
"Some worries","2001","indirect migration background","(3a) lower tertiary education","8","","",""
"Some worries","2001","indirect migration background","(3b) higher tertiary education","14","","",""
"No worries","2001","no migration background","(0) in school","171","0.377525791027058","0.331759738992733","0.423291843061384"
"No worries","2001","no migration background","(1a) inadequately completed","28","","",""
"No worries","2001","no migration background","(1b) general elementary school","332","0.211573429569921","0.191585993026997","0.231560866112845"
"No worries","2001","no migration background","(1c) basic vocational qualification","1084","0.184590509572892","0.174682577764162","0.194498441381622"
"No worries","2001","no migration background","(2b) intermediate general qualification","146","0.290950649862033","0.251178677813265","0.330722621910801"
"No worries","2001","no migration background","(2a) intermediate vocational","1039","0.230113447807366","0.218225983702953","0.242000911911779"
"No worries","2001","no migration background","(2c_gen) general maturity certificate","254","0.466941426622008","0.426091672267502","0.507791180976514"
"No worries","2001","no migration background","(2c_voc) vocational maturity certificate","367","0.336351757070764","0.308161230151841","0.364542283989688"
"No worries","2001","no migration background","(3a) lower tertiary education","516","0.364081949026821","0.339617308631888","0.388546589421755"
"No worries","2001","no migration background","(3b) higher tertiary education","777","0.469898760161627","0.445684590928905","0.49411292939435"
"No worries","2001","direct migration background","(0) in school","27","","",""
"No worries","2001","direct migration background","(1a) inadequately completed","77","0.329366664491877","0.268361998024557","0.390371330959196"
"No worries","2001","direct migration background","(1b) general elementary school","282","0.404240437238117","0.367886248335856","0.440594626140378"
"No worries","2001","direct migration background","(1c) basic vocational qualification","271","0.348556798018823","0.316560233497022","0.380553362540625"
"No worries","2001","direct migration background","(2b) intermediate general qualification","29","","",""
"No worries","2001","direct migration background","(2a) intermediate vocational","53","0.324823261217614","0.252259397895728","0.3973871245395"
"No worries","2001","direct migration background","(2c_gen) general maturity certificate","73","0.626504763243508","0.546660584706173","0.706348941780844"
"No worries","2001","direct migration background","(2c_voc) vocational maturity certificate","120","0.40144073469852","0.347816652375793","0.455064817021247"
"No worries","2001","direct migration background","(3a) lower tertiary education","41","0.485907712812552","0.380275517445182","0.591539908179923"
"No worries","2001","direct migration background","(3b) higher tertiary education","123","0.433634367572279","0.374847941102506","0.492420794042052"
"No worries","2001","indirect migration background","(0) in school","33","0.509545791136055","0.389843756634861","0.629247825637249"
"No worries","2001","indirect migration background","(1a) inadequately completed","2","","",""
"No worries","2001","indirect migration background","(1b) general elementary school","50","0.297359082315024","0.224930547797813","0.369787616832234"
"No worries","2001","indirect migration background","(1c) basic vocational qualification","49","0.325179627817832","0.248668852598862","0.401690403036802"
"No worries","2001","indirect migration background","(2b) intermediate general qualification","34","0.382105139514262","0.279410542165342","0.484799736863183"
"No worries","2001","indirect migration background","(2a) intermediate vocational","42","0.427080614106024","0.337830500930572","0.516330727281475"
"No worries","2001","indirect migration background","(2c_gen) general maturity certificate","34","0.402601113720409","0.293061193896217","0.512141033544601"
"No worries","2001","indirect migration background","(2c_voc) vocational maturity certificate","20","","",""
"No worries","2001","indirect migration background","(3a) lower tertiary education","9","","",""
"No worries","2001","indirect migration background","(3b) higher tertiary education","22","","",""
"Big worries","2002","no migration background","(0) in school","89","0.197852591592045","0.162101700958866","0.233603482225224"
"Big worries","2002","no migration background","(1a) inadequately completed","25","","",""
"Big worries","2002","no migration background","(1b) general elementary school","534","0.360580794507604","0.336313670646052","0.384847918369157"
"Big worries","2002","no migration background","(1c) basic vocational qualification","2042","0.372125265753131","0.359563537915784","0.384686993590478"
"Big worries","2002","no migration background","(2b) intermediate general qualification","152","0.302319365604496","0.262731313112219","0.341907418096773"
"Big worries","2002","no migration background","(2a) intermediate vocational","1667","0.342817059409082","0.329693416304484","0.35594070251368"
"Big worries","2002","no migration background","(2c_gen) general maturity certificate","80","0.120867376965885","0.0961106787194071","0.145624075212363"
"Big worries","2002","no migration background","(2c_voc) vocational maturity certificate","253","0.215578485042351","0.192550417057337","0.238606553027365"
"Big worries","2002","no migration background","(3a) lower tertiary education","336","0.206673136779219","0.187333641168906","0.226012632389531"
"Big worries","2002","no migration background","(3b) higher tertiary education","345","0.148891065159223","0.134678696541081","0.163103433777365"
"Big worries","2002","direct migration background","(0) in school","5","","",""
"Big worries","2002","direct migration background","(1a) inadequately completed","35","0.226488453152283","0.169051758313603","0.283925147990962"
"Big worries","2002","direct migration background","(1b) general elementary school","115","0.187484435091568","0.15726978771245","0.217699082470687"
"Big worries","2002","direct migration background","(1c) basic vocational qualification","164","0.237709809002962","0.207855550339091","0.267564067666833"
"Big worries","2002","direct migration background","(2b) intermediate general qualification","9","","",""
"Big worries","2002","direct migration background","(2a) intermediate vocational","47","0.256612567235812","0.190170885703443","0.323054248768181"
"Big worries","2002","direct migration background","(2c_gen) general maturity certificate","23","","",""
"Big worries","2002","direct migration background","(2c_voc) vocational maturity certificate","51","0.17464873304055","0.132178853013043","0.217118613068056"
"Big worries","2002","direct migration background","(3a) lower tertiary education","18","","",""
"Big worries","2002","direct migration background","(3b) higher tertiary education","37","0.11085362100759","0.0753273980000234","0.146379844015156"
"Big worries","2002","indirect migration background","(0) in school","7","","",""
"Big worries","2002","indirect migration background","(1a) inadequately completed","4","","",""
"Big worries","2002","indirect migration background","(1b) general elementary school","14","","",""
"Big worries","2002","indirect migration background","(1c) basic vocational qualification","35","0.249886676086439","0.177389215019731","0.322384137153146"
"Big worries","2002","indirect migration background","(2b) intermediate general qualification","12","","",""
"Big worries","2002","indirect migration background","(2a) intermediate vocational","27","","",""
"Big worries","2002","indirect migration background","(2c_gen) general maturity certificate","8","","",""
