"pli0095_h","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"Min 1x per month","1985","1-pers.-HH","higher education","24","","",""
"Min 1x per month","1985","(Married) couple without C. ","in school","","","",""
"Min 1x per month","1985","(Married) couple without C. ","inadequately","28","","",""
"Min 1x per month","1985","(Married) couple without C. ","general elemantary","128","0.185228291793939","0.153907986870189","0.21654859671769"
"Min 1x per month","1985","(Married) couple without C. ","middle vocational","336","0.248767281387721","0.225075555669787","0.272459007105654"
"Min 1x per month","1985","(Married) couple without C. ","vocational + Abi","21","","",""
"Min 1x per month","1985","(Married) couple without C. ","higher vocational","30","0.188279637663745","0.126735436475721","0.249823838851768"
"Min 1x per month","1985","(Married) couple without C. ","higher education","44","0.242904553002428","0.181927780224677","0.303881325780179"
"Min 1x per month","1985","Single parent ","in school","9","","",""
"Min 1x per month","1985","Single parent ","inadequately","11","","",""
"Min 1x per month","1985","Single parent ","general elemantary","30","0.138987326461504","0.0900556777529803","0.187918975170027"
"Min 1x per month","1985","Single parent ","middle vocational","66","0.265004698127116","0.208934940250069","0.321074456004163"
"Min 1x per month","1985","Single parent ","vocational + Abi","2","","",""
"Min 1x per month","1985","Single parent ","higher vocational","5","","",""
"Min 1x per month","1985","Single parent ","higher education","4","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","in school","1","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","inadequately","65","0.231205282959469","0.179254523327904","0.283156042591034"
"Min 1x per month","1985","Couple + C. LE 16 ","general elemantary","177","0.325887164506532","0.286572760557412","0.365201568455653"
"Min 1x per month","1985","Couple + C. LE 16 ","middle vocational","412","0.315186237586041","0.290085296222063","0.340287178950019"
"Min 1x per month","1985","Couple + C. LE 16 ","vocational + Abi","29","","",""
"Min 1x per month","1985","Couple + C. LE 16 ","higher vocational","53","0.275991819599787","0.211922940017789","0.340060699181785"
"Min 1x per month","1985","Couple + C. LE 16 ","higher education","57","0.237364183605313","0.183869435484979","0.290858931725648"
"Min 1x per month","1985","Couple + C. GT 16 ","in school","13","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","inadequately","38","0.194675150667593","0.12763476537594","0.261715535959246"
"Min 1x per month","1985","Couple + C. GT 16 ","general elemantary","153","0.219818197491627","0.186981670635815","0.252654724347439"
"Min 1x per month","1985","Couple + C. GT 16 ","middle vocational","225","0.238931059670745","0.211390892014972","0.266471227326517"
"Min 1x per month","1985","Couple + C. GT 16 ","vocational + Abi","12","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","higher vocational","29","","",""
"Min 1x per month","1985","Couple + C. GT 16 ","higher education","24","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","in school","22","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","inadequately","63","0.366996287035908","0.299691037015143","0.434301537056674"
"Min 1x per month","1985","Couple + C. LE and GT 16","general elemantary","140","0.266434799765806","0.227722937612446","0.305146661919165"
"Min 1x per month","1985","Couple + C. LE and GT 16","middle vocational","151","0.255863318323552","0.220042043815003","0.291684592832101"
"Min 1x per month","1985","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","higher vocational","9","","",""
"Min 1x per month","1985","Couple + C. LE and GT 16","higher education","9","","",""
"Rarely","1985","1-pers.-HH","in school","","","",""
"Rarely","1985","1-pers.-HH","inadequately","19","","",""
"Rarely","1985","1-pers.-HH","general elemantary","80","0.22730870060994","0.182363233500137","0.272254167719743"
"Rarely","1985","1-pers.-HH","middle vocational","197","0.348062579832794","0.308142991863668","0.38798216780192"
"Rarely","1985","1-pers.-HH","vocational + Abi","11","","",""
"Rarely","1985","1-pers.-HH","higher vocational","23","","",""
"Rarely","1985","1-pers.-HH","higher education","48","0.431626656350542","0.337336547269012","0.525916765432072"
"Rarely","1985","(Married) couple without C. ","in school","","","",""
"Rarely","1985","(Married) couple without C. ","inadequately","32","0.391148725893526","0.294033171559889","0.488264280227163"
"Rarely","1985","(Married) couple without C. ","general elemantary","240","0.415380604193596","0.375651015652645","0.455110192734546"
"Rarely","1985","(Married) couple without C. ","middle vocational","566","0.436523875747059","0.409343554875315","0.463704196618804"
"Rarely","1985","(Married) couple without C. ","vocational + Abi","25","","",""
"Rarely","1985","(Married) couple without C. ","higher vocational","77","0.474149602943877","0.395540825747852","0.552758380139901"
"Rarely","1985","(Married) couple without C. ","higher education","92","0.474944021285657","0.403937978941708","0.545950063629606"
"Rarely","1985","Single parent ","in school","7","","",""
"Rarely","1985","Single parent ","inadequately","17","","",""
"Rarely","1985","Single parent ","general elemantary","92","0.508325950764305","0.437611648460716","0.579040253067894"
"Rarely","1985","Single parent ","middle vocational","104","0.459629183230238","0.396313783433032","0.522944583027444"
"Rarely","1985","Single parent ","vocational + Abi","2","","",""
"Rarely","1985","Single parent ","higher vocational","8","","",""
"Rarely","1985","Single parent ","higher education","8","","",""
"Rarely","1985","Couple + C. LE 16 ","in school","","","",""
"Rarely","1985","Couple + C. LE 16 ","inadequately","94","0.390569468772725","0.330452222404298","0.450686715141151"
"Rarely","1985","Couple + C. LE 16 ","general elemantary","234","0.478167047554471","0.436267692147842","0.520066402961101"
"Rarely","1985","Couple + C. LE 16 ","middle vocational","619","0.492899775822238","0.465888421615474","0.519911130029002"
"Rarely","1985","Couple + C. LE 16 ","vocational + Abi","32","0.414962554108473","0.305618020646635","0.524307087570311"
"Rarely","1985","Couple + C. LE 16 ","higher vocational","94","0.514317650005757","0.442683656606455","0.585951643405059"
"Rarely","1985","Couple + C. LE 16 ","higher education","134","0.560879913972689","0.498481787590168","0.623278040355209"
"Rarely","1985","Couple + C. GT 16 ","in school","46","0.591695107597521","0.484654919734859","0.698735295460183"
"Rarely","1985","Couple + C. GT 16 ","inadequately","52","0.441634205406663","0.357555416741884","0.525712994071442"
"Rarely","1985","Couple + C. GT 16 ","general elemantary","289","0.500624486915753","0.460978690043937","0.54027028378757"
"Rarely","1985","Couple + C. GT 16 ","middle vocational","466","0.52825947768993","0.496019590276483","0.560499365103376"
"Rarely","1985","Couple + C. GT 16 ","vocational + Abi","14","","",""
"Rarely","1985","Couple + C. GT 16 ","higher vocational","51","0.509866887836711","0.411887771790325","0.607846003883097"
"Rarely","1985","Couple + C. GT 16 ","higher education","60","0.565486034186918","0.471999507441758","0.658972560932079"
"Rarely","1985","Couple + C. LE and GT 16","in school","47","0.582213463695776","0.473457548445454","0.690969378946098"
"Rarely","1985","Couple + C. LE and GT 16","inadequately","64","0.297525128667902","0.233685228309029","0.361365029026774"
"Rarely","1985","Couple + C. LE and GT 16","general elemantary","218","0.498156376135644","0.454374307233097","0.541938445038192"
"Rarely","1985","Couple + C. LE and GT 16","middle vocational","292","0.536988919711823","0.496054464243736","0.57792337517991"
"Rarely","1985","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Rarely","1985","Couple + C. LE and GT 16","higher vocational","22","","",""
"Rarely","1985","Couple + C. LE and GT 16","higher education","31","0.664019090170396","0.530397986099793","0.797640194240999"
"Never","1985","1-pers.-HH","in school","","","",""
"Never","1985","1-pers.-HH","inadequately","14","","",""
"Never","1985","1-pers.-HH","general elemantary","137","0.460098986161539","0.406647772927663","0.513550199395415"
"Never","1985","1-pers.-HH","middle vocational","146","0.306077225158501","0.267456048040861","0.344698402276141"
"Never","1985","1-pers.-HH","vocational + Abi","4","","",""
"Never","1985","1-pers.-HH","higher vocational","24","","",""
"Never","1985","1-pers.-HH","higher education","22","","",""
"Never","1985","(Married) couple without C. ","in school","","","",""
"Never","1985","(Married) couple without C. ","inadequately","23","","",""
"Never","1985","(Married) couple without C. ","general elemantary","159","0.299434593689514","0.262508813410895","0.336360373968133"
"Never","1985","(Married) couple without C. ","middle vocational","251","0.220997823062537","0.198258572231744","0.243737073893329"
"Never","1985","(Married) couple without C. ","vocational + Abi","17","","",""
"Never","1985","(Married) couple without C. ","higher vocational","35","0.267573101884803","0.197880671297379","0.337265532472227"
"Never","1985","(Married) couple without C. ","higher education","37","0.208655023078164","0.150876207132772","0.266433839023556"
"Never","1985","Single parent ","in school","2","","",""
"Never","1985","Single parent ","inadequately","11","","",""
"Never","1985","Single parent ","general elemantary","56","0.284487108329888","0.220669943865939","0.348304272793837"
"Never","1985","Single parent ","middle vocational","46","0.190042317848833","0.140197967923533","0.239886667774132"
"Never","1985","Single parent ","vocational + Abi","1","","",""
"Never","1985","Single parent ","higher vocational","9","","",""
"Never","1985","Single parent ","higher education","1","","",""
"Never","1985","Couple + C. LE 16 ","in school","","","",""
"Never","1985","Couple + C. LE 16 ","inadequately","49","0.1908336513852","0.142412599793716","0.239254702976684"
"Never","1985","Couple + C. LE 16 ","general elemantary","61","0.091079108549252","0.0669453925262836","0.11521282457222"
"Never","1985","Couple + C. LE 16 ","middle vocational","135","0.0931433188138551","0.0774409443858436","0.108845693241867"
"Never","1985","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Never","1985","Couple + C. LE 16 ","higher vocational","22","","",""
"Never","1985","Couple + C. LE 16 ","higher education","27","","",""
"Never","1985","Couple + C. GT 16 ","in school","15","","",""
"Never","1985","Couple + C. GT 16 ","inadequately","27","","",""
"Never","1985","Couple + C. GT 16 ","general elemantary","102","0.181926824863158","0.151337356298963","0.212516293427353"
"Never","1985","Couple + C. GT 16 ","middle vocational","132","0.138722652092849","0.116399090751811","0.161046213433886"
"Never","1985","Couple + C. GT 16 ","vocational + Abi","4","","",""
"Never","1985","Couple + C. GT 16 ","higher vocational","13","","",""
"Never","1985","Couple + C. GT 16 ","higher education","15","","",""
"Never","1985","Couple + C. LE and GT 16","in school","6","","",""
"Never","1985","Couple + C. LE and GT 16","inadequately","33","0.14366045331197","0.0946818276674318","0.192639078956507"
"Never","1985","Couple + C. LE and GT 16","general elemantary","78","0.146079605287173","0.115152967027952","0.177006243546393"
"Never","1985","Couple + C. LE and GT 16","middle vocational","65","0.128735423497508","0.101241626308599","0.156229220686416"
"Never","1985","Couple + C. LE and GT 16","vocational + Abi","3","","",""
"Never","1985","Couple + C. LE and GT 16","higher vocational","4","","",""
"Never","1985","Couple + C. LE and GT 16","higher education","5","","",""
"Min 1x per week","1986","1-pers.-HH","in school","","","",""
"Min 1x per week","1986","1-pers.-HH","inadequately","5","","",""
"Min 1x per week","1986","1-pers.-HH","general elemantary","42","0.135115935829117","0.0967513595736897","0.173480512084544"
"Min 1x per week","1986","1-pers.-HH","middle vocational","42","0.0691654307806113","0.0478040538849514","0.0905268076762711"
"Min 1x per week","1986","1-pers.-HH","vocational + Abi","6","","",""
"Min 1x per week","1986","1-pers.-HH","higher vocational","9","","",""
"Min 1x per week","1986","1-pers.-HH","higher education","14","","",""
"Min 1x per week","1986","(Married) couple without C. ","in school","","","",""
"Min 1x per week","1986","(Married) couple without C. ","inadequately","7","","",""
"Min 1x per week","1986","(Married) couple without C. ","general elemantary","53","0.0990226917583172","0.074672159294599","0.123373224222036"
"Min 1x per week","1986","(Married) couple without C. ","middle vocational","93","0.0710123457166937","0.0568304359089658","0.0851942555244216"
"Min 1x per week","1986","(Married) couple without C. ","vocational + Abi","13","","",""
"Min 1x per week","1986","(Married) couple without C. ","higher vocational","9","","",""
"Min 1x per week","1986","(Married) couple without C. ","higher education","23","","",""
"Min 1x per week","1986","Single parent ","in school","2","","",""
"Min 1x per week","1986","Single parent ","inadequately","2","","",""
"Min 1x per week","1986","Single parent ","general elemantary","14","","",""
"Min 1x per week","1986","Single parent ","middle vocational","16","","",""
"Min 1x per week","1986","Single parent ","vocational + Abi","1","","",""
"Min 1x per week","1986","Single parent ","higher vocational","2","","",""
"Min 1x per week","1986","Single parent ","higher education","2","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","inadequately","31","0.119271744209872","0.0765408772519913","0.162002611167754"
"Min 1x per week","1986","Couple + C. LE 16 ","general elemantary","56","0.103886245832405","0.0766476215238896","0.13112487014092"
"Min 1x per week","1986","Couple + C. LE 16 ","middle vocational","97","0.0734145557550639","0.0585709445362047","0.0882581669739231"
"Min 1x per week","1986","Couple + C. LE 16 ","vocational + Abi","7","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher vocational","7","","",""
"Min 1x per week","1986","Couple + C. LE 16 ","higher education","17","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","in school","4","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","inadequately","14","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","general elemantary","43","0.0529257324482477","0.0357670208882935","0.0700844440082019"
"Min 1x per week","1986","Couple + C. GT 16 ","middle vocational","70","0.0676454118238957","0.0518330795729886","0.0834577440748028"
"Min 1x per week","1986","Couple + C. GT 16 ","vocational + Abi","5","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher vocational","9","","",""
"Min 1x per week","1986","Couple + C. GT 16 ","higher education","5","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","in school","5","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","inadequately","31","0.13746385057945","0.0879787423721996","0.1869489587867"
"Min 1x per week","1986","Couple + C. LE and GT 16","general elemantary","36","0.0705824870211123","0.0473278782770694","0.0938370957651552"
"Min 1x per week","1986","Couple + C. LE and GT 16","middle vocational","53","0.0840624182138654","0.0605055058909283","0.107619330536802"
"Min 1x per week","1986","Couple + C. LE and GT 16","vocational + Abi","4","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher vocational","5","","",""
"Min 1x per week","1986","Couple + C. LE and GT 16","higher education","3","","",""
"Min 1x per month","1986","1-pers.-HH","in school","","","",""
"Min 1x per month","1986","1-pers.-HH","inadequately","11","","",""
"Min 1x per month","1986","1-pers.-HH","general elemantary","43","0.117482581259036","0.0813460423422348","0.153619120175837"
"Min 1x per month","1986","1-pers.-HH","middle vocational","117","0.180927958686485","0.148519204240811","0.21333671313216"
"Min 1x per month","1986","1-pers.-HH","vocational + Abi","7","","",""
"Min 1x per month","1986","1-pers.-HH","higher vocational","28","","",""
"Min 1x per month","1986","1-pers.-HH","higher education","29","","",""
"Min 1x per month","1986","(Married) couple without C. ","in school","1","","",""
"Min 1x per month","1986","(Married) couple without C. ","inadequately","23","","",""
"Min 1x per month","1986","(Married) couple without C. ","general elemantary","106","0.155349487096256","0.125818524146634","0.184880450045878"
"Min 1x per month","1986","(Married) couple without C. ","middle vocational","286","0.206085587289942","0.183751229369629","0.228419945210256"
"Min 1x per month","1986","(Married) couple without C. ","vocational + Abi","18","","",""
"Min 1x per month","1986","(Married) couple without C. ","higher vocational","35","0.215586430943797","0.150211753775249","0.280961108112345"
"Min 1x per month","1986","(Married) couple without C. ","higher education","39","0.198787977198535","0.14248411033449","0.25509184406258"
"Min 1x per month","1986","Single parent ","in school","5","","",""
"Min 1x per month","1986","Single parent ","inadequately","5","","",""
"Min 1x per month","1986","Single parent ","general elemantary","41","0.208045609892994","0.14738409791619","0.268707121869799"
"Min 1x per month","1986","Single parent ","middle vocational","56","0.247193579965982","0.190827597313768","0.303559562618196"
"Min 1x per month","1986","Single parent ","vocational + Abi","4","","",""
"Min 1x per month","1986","Single parent ","higher vocational","5","","",""
"Min 1x per month","1986","Single parent ","higher education","2","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","in school","","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","inadequately","55","0.224014558636658","0.169045681856075","0.278983435417242"
"Min 1x per month","1986","Couple + C. LE 16 ","general elemantary","118","0.23512404540372","0.197265092453926","0.272982998353515"
"Min 1x per month","1986","Couple + C. LE 16 ","middle vocational","313","0.250272378101352","0.225619708089516","0.274925048113187"
"Min 1x per month","1986","Couple + C. LE 16 ","vocational + Abi","28","","",""
"Min 1x per month","1986","Couple + C. LE 16 ","higher vocational","39","0.24336600770648","0.178860542241138","0.307871473171823"
"Min 1x per month","1986","Couple + C. LE 16 ","higher education","49","0.194817263561372","0.145019951519006","0.244614575603739"
"Min 1x per month","1986","Couple + C. GT 16 ","in school","18","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","inadequately","28","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","general elemantary","156","0.226817433331152","0.194722353571382","0.258912513090923"
"Min 1x per month","1986","Couple + C. GT 16 ","middle vocational","224","0.209800047482959","0.184163620682592","0.235436474283327"
"Min 1x per month","1986","Couple + C. GT 16 ","vocational + Abi","9","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher vocational","10","","",""
"Min 1x per month","1986","Couple + C. GT 16 ","higher education","16","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","in school","19","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","inadequately","46","0.252501163312746","0.190066097889984","0.314936228735509"
"Min 1x per month","1986","Couple + C. LE and GT 16","general elemantary","119","0.199497485249249","0.163214317577659","0.235780652920838"
"Min 1x per month","1986","Couple + C. LE and GT 16","middle vocational","146","0.249808467392972","0.213057045788431","0.286559888997513"
"Min 1x per month","1986","Couple + C. LE and GT 16","vocational + Abi","9","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher vocational","6","","",""
"Min 1x per month","1986","Couple + C. LE and GT 16","higher education","7","","",""
"Rarely","1986","1-pers.-HH","in school","1","","",""
"Rarely","1986","1-pers.-HH","inadequately","12","","",""
"Rarely","1986","1-pers.-HH","general elemantary","84","0.257844588551225","0.208751018915098","0.306938158187352"
"Rarely","1986","1-pers.-HH","middle vocational","228","0.395461134791364","0.354297618604159","0.43662465097857"
"Rarely","1986","1-pers.-HH","vocational + Abi","13","","",""
"Rarely","1986","1-pers.-HH","higher vocational","18","","",""
"Rarely","1986","1-pers.-HH","higher education","42","0.398188337715865","0.307121308465771","0.48925536696596"
"Rarely","1986","(Married) couple without C. ","in school","","","",""
"Rarely","1986","(Married) couple without C. ","inadequately","29","","",""
"Rarely","1986","(Married) couple without C. ","general elemantary","256","0.429406587161857","0.389053022934802","0.469760151388912"
"Rarely","1986","(Married) couple without C. ","middle vocational","624","0.495060228155867","0.46745371051606","0.522666745795674"
"Rarely","1986","(Married) couple without C. ","vocational + Abi","24","","",""
"Rarely","1986","(Married) couple without C. ","higher vocational","77","0.474072350332519","0.394692255746526","0.553452444918513"
"Rarely","1986","(Married) couple without C. ","higher education","85","0.41111025541073","0.34169329590386","0.4805272149176"
"Rarely","1986","Single parent ","in school","10","","",""
"Rarely","1986","Single parent ","inadequately","13","","",""
"Rarely","1986","Single parent ","general elemantary","71","0.430452416932801","0.356455870720951","0.504448963144651"
"Rarely","1986","Single parent ","middle vocational","111","0.497635373965135","0.432303971754747","0.562966776175522"
"Rarely","1986","Single parent ","vocational + Abi","1","","",""
"Rarely","1986","Single parent ","higher vocational","11","","",""
"Rarely","1986","Single parent ","higher education","11","","",""
"Rarely","1986","Couple + C. LE 16 ","in school","","","",""
"Rarely","1986","Couple + C. LE 16 ","inadequately","79","0.411892015345853","0.347002851395458","0.476781179296248"
"Rarely","1986","Couple + C. LE 16 ","general elemantary","229","0.502087156568444","0.457450588866716","0.546723724270171"
"Rarely","1986","Couple + C. LE 16 ","middle vocational","625","0.552236075444234","0.523935668289369","0.580536482599099"
"Rarely","1986","Couple + C. LE 16 ","vocational + Abi","35","0.41459419033098","0.305263797192102","0.523924583469858"
"Rarely","1986","Couple + C. LE 16 ","higher vocational","107","0.615396124587358","0.542264059545376","0.688528189629339"
"Rarely","1986","Couple + C. LE 16 ","higher education","136","0.565257771390362","0.502929635407045","0.627585907373679"
"Rarely","1986","Couple + C. GT 16 ","in school","44","0.525943530078597","0.416525801455756","0.635361258701438"
"Rarely","1986","Couple + C. GT 16 ","inadequately","53","0.408103971613259","0.325197328610864","0.491010614615653"
"Rarely","1986","Couple + C. GT 16 ","general elemantary","331","0.539889551394404","0.501691366548316","0.578087736240492"
"Rarely","1986","Couple + C. GT 16 ","middle vocational","526","0.56871461958239","0.537531772343322","0.599897466821459"
"Rarely","1986","Couple + C. GT 16 ","vocational + Abi","18","","",""
"Rarely","1986","Couple + C. GT 16 ","higher vocational","50","0.563481791353594","0.460444552261439","0.66651903044575"
"Rarely","1986","Couple + C. GT 16 ","higher education","72","0.671956024114949","0.584217927670478","0.75969412055942"
"Rarely","1986","Couple + C. LE and GT 16","in school","39","0.542499076421267","0.429750011576897","0.655248141265637"
"Rarely","1986","Couple + C. LE and GT 16","inadequately","80","0.43869282217919","0.367379251666923","0.510006392691458"
"Rarely","1986","Couple + C. LE and GT 16","general elemantary","219","0.53946372302616","0.494208555366465","0.584718890685854"
"Rarely","1986","Couple + C. LE and GT 16","middle vocational","282","0.581307619940392","0.539424886000355","0.623190353880428"
"Rarely","1986","Couple + C. LE and GT 16","vocational + Abi","7","","",""
"Rarely","1986","Couple + C. LE and GT 16","higher vocational","27","","",""
"Rarely","1986","Couple + C. LE and GT 16","higher education","23","","",""
"Never","1986","1-pers.-HH","in school","","","",""
"Never","1986","1-pers.-HH","inadequately","17","","",""
"Never","1986","1-pers.-HH","general elemantary","136","0.489556894360622","0.433455529378891","0.545658259342353"
"Never","1986","1-pers.-HH","middle vocational","155","0.354445475741539","0.314174733809491","0.394716217673588"
"Never","1986","1-pers.-HH","vocational + Abi","5","","",""
"Never","1986","1-pers.-HH","higher vocational","15","","",""
"Never","1986","1-pers.-HH","higher education","26","","",""
"Never","1986","(Married) couple without C. ","in school","","","",""
"Never","1986","(Married) couple without C. ","inadequately","32","0.29233671696749","0.198886049208855","0.385787384726125"
"Never","1986","(Married) couple without C. ","general elemantary","163","0.316221233983569","0.278312656189863","0.354129811777276"
"Never","1986","(Married) couple without C. ","middle vocational","257","0.227841838837497","0.204682151608084","0.251001526066909"
"Never","1986","(Married) couple without C. ","vocational + Abi","18","","",""
"Never","1986","(Married) couple without C. ","higher vocational","31","0.252341781051305","0.183290389515815","0.321393172586794"
"Never","1986","(Married) couple without C. ","higher education","46","0.285417245172902","0.221703107871082","0.349131382474723"
"Never","1986","Single parent ","in school","4","","",""
"Never","1986","Single parent ","inadequately","13","","",""
"Never","1986","Single parent ","general elemantary","46","0.285596102436708","0.218091728571331","0.353100476302085"
"Never","1986","Single parent ","middle vocational","42","0.175170007139474","0.125502892813223","0.224837121465726"
"Never","1986","Single parent ","vocational + Abi","2","","",""
"Never","1986","Single parent ","higher vocational","4","","",""
"Never","1986","Single parent ","higher education","4","","",""
"Never","1986","Couple + C. LE 16 ","in school","","","",""
"Never","1986","Couple + C. LE 16 ","inadequately","56","0.244821681807616","0.188132309416926","0.301511054198307"
"Never","1986","Couple + C. LE 16 ","general elemantary","79","0.158902552195431","0.126265331681465","0.191539772709397"
"Never","1986","Couple + C. LE 16 ","middle vocational","151","0.12407699069935","0.105314765699144","0.142839215699557"
"Never","1986","Couple + C. LE 16 ","vocational + Abi","8","","",""
"Never","1986","Couple + C. LE 16 ","higher vocational","17","","",""
"Never","1986","Couple + C. LE 16 ","higher education","41","0.176317667695982","0.128402529425664","0.2242328059663"
"Never","1986","Couple + C. GT 16 ","in school","14","","",""
"Never","1986","Couple + C. GT 16 ","inadequately","40","0.410716282421692","0.32772845643713","0.493704108406255"
"Never","1986","Couple + C. GT 16 ","general elemantary","124","0.180367282826196","0.150899480957505","0.209835084694886"
"Never","1986","Couple + C. GT 16 ","middle vocational","149","0.153839921110755","0.131123129575113","0.176556712646396"
"Never","1986","Couple + C. GT 16 ","vocational + Abi","3","","",""
"Never","1986","Couple + C. GT 16 ","higher vocational","20","","",""
"Never","1986","Couple + C. GT 16 ","higher education","17","","",""
"Never","1986","Couple + C. LE and GT 16","in school","12","","",""
"Never","1986","Couple + C. LE and GT 16","inadequately","29","","",""
"Never","1986","Couple + C. LE and GT 16","general elemantary","92","0.190456304703479","0.154805202847541","0.226107406559418"
"Never","1986","Couple + C. LE and GT 16","middle vocational","52","0.0848214944527708","0.0611682700413289","0.108474718864213"
