"pli0095_h","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Min 1x per week","1985","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1985","indirect migration background","(1b) general elementary school","8","","",""
"Min 1x per week","1985","indirect migration background","(1c) basic vocational qualification","7","","",""
"Min 1x per week","1985","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1985","indirect migration background","(2a) intermediate vocational","2","","",""
"Min 1x per week","1985","indirect migration background","(2c_gen) general maturity certificate","2","","",""
"Min 1x per week","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1985","indirect migration background","(3b) higher tertiary education","2","","",""
"Min 1x per month","1985","no migration background","(0) in school","35","0.213516620126271","0.148795153750363","0.278238086502179"
"Min 1x per month","1985","no migration background","(1a) inadequately completed","9","","",""
"Min 1x per month","1985","no migration background","(1b) general elementary school","340","0.189455723645287","0.170772708083774","0.2081387392068"
"Min 1x per month","1985","no migration background","(1c) basic vocational qualification","820","0.25468183570877","0.239394189183119","0.26996948223442"
"Min 1x per month","1985","no migration background","(2b) intermediate general qualification","107","0.250049029242892","0.207611790538112","0.292486267947672"
"Min 1x per month","1985","no migration background","(2a) intermediate vocational","312","0.248975008085067","0.224809239765996","0.273140776404139"
"Min 1x per month","1985","no migration background","(2c_gen) general maturity certificate","77","0.295783214118104","0.240093089927495","0.351473338308713"
"Min 1x per month","1985","no migration background","(2c_voc) vocational maturity certificate","69","0.226641783896636","0.178373760844737","0.274909806948535"
"Min 1x per month","1985","no migration background","(3a) lower tertiary education","51","0.215469498450828","0.161385421665393","0.269553575236263"
"Min 1x per month","1985","no migration background","(3b) higher tertiary education","92","0.226538949298888","0.18616848627583","0.266909412321945"
"Min 1x per month","1985","direct migration background","(0) in school","9","","",""
"Min 1x per month","1985","direct migration background","(1a) inadequately completed","239","0.29846186689055","0.267369305906001","0.3295544278751"
"Min 1x per month","1985","direct migration background","(1b) general elementary school","275","0.278122360131266","0.248331163311266","0.307913556951266"
"Min 1x per month","1985","direct migration background","(1c) basic vocational qualification","196","0.289483991889573","0.254375005918202","0.324592977860945"
"Min 1x per month","1985","direct migration background","(2b) intermediate general qualification","21","","",""
"Min 1x per month","1985","direct migration background","(2a) intermediate vocational","27","","",""
"Min 1x per month","1985","direct migration background","(2c_gen) general maturity certificate","40","0.384478160198369","0.294783530660777","0.474172789735961"
"Min 1x per month","1985","direct migration background","(2c_voc) vocational maturity certificate","44","0.428937271009045","0.339638416541669","0.51823612547642"
"Min 1x per month","1985","direct migration background","(3a) lower tertiary education","8","","",""
"Min 1x per month","1985","direct migration background","(3b) higher tertiary education","17","","",""
"Min 1x per month","1985","indirect migration background","(0) in school","2","","",""
"Min 1x per month","1985","indirect migration background","(1a) inadequately completed","1","","",""
"Min 1x per month","1985","indirect migration background","(1b) general elementary school","8","","",""
"Min 1x per month","1985","indirect migration background","(1c) basic vocational qualification","8","","",""
"Min 1x per month","1985","indirect migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per month","1985","indirect migration background","(2a) intermediate vocational","4","","",""
"Min 1x per month","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1985","indirect migration background","(3b) higher tertiary education","1","","",""
"Rarely","1985","no migration background","(0) in school","86","0.56714538419339","0.488891490135615","0.645399278251166"
"Rarely","1985","no migration background","(1a) inadequately completed","31","0.430383198956085","0.313556368177861","0.547210029734308"
"Rarely","1985","no migration background","(1b) general elementary school","743","0.413767807670506","0.390286735701448","0.437248879639565"
"Rarely","1985","no migration background","(1c) basic vocational qualification","1474","0.457482122375912","0.44000117825024","0.474963066501584"
"Rarely","1985","no migration background","(2b) intermediate general qualification","193","0.47489741091125","0.425960102842837","0.523834718979662"
"Rarely","1985","no migration background","(2a) intermediate vocational","628","0.491485252111702","0.463546786105336","0.519423718118068"
"Rarely","1985","no migration background","(2c_gen) general maturity certificate","112","0.426681209418754","0.366329707184108","0.487032711653401"
"Rarely","1985","no migration background","(2c_voc) vocational maturity certificate","133","0.443418427369123","0.386142721508526","0.500694133229721"
"Rarely","1985","no migration background","(3a) lower tertiary education","119","0.520817352235855","0.455102298415083","0.586532406056627"
"Rarely","1985","no migration background","(3b) higher tertiary education","225","0.524173544431346","0.476008173798779","0.572338915063913"
"Rarely","1985","direct migration background","(0) in school","10","","",""
"Rarely","1985","direct migration background","(1a) inadequately completed","277","0.320358756449646","0.288652527568442","0.35206498533085"
"Rarely","1985","direct migration background","(1b) general elementary school","289","0.330331963326841","0.299060854039423","0.36160307261426"
"Rarely","1985","direct migration background","(1c) basic vocational qualification","235","0.378696391804071","0.341145816272722","0.41624696733542"
"Rarely","1985","direct migration background","(2b) intermediate general qualification","15","","",""
"Rarely","1985","direct migration background","(2a) intermediate vocational","39","0.497049360605801","0.390126421043784","0.603972300167818"
"Rarely","1985","direct migration background","(2c_gen) general maturity certificate","41","0.367659761915828","0.278758622072686","0.456560901758971"
"Rarely","1985","direct migration background","(2c_voc) vocational maturity certificate","37","0.298028620394663","0.215501673911394","0.380555566877931"
"Rarely","1985","direct migration background","(3a) lower tertiary education","12","","",""
"Rarely","1985","direct migration background","(3b) higher tertiary education","38","0.414320071797073","0.310208974856766","0.518431168737379"
"Rarely","1985","indirect migration background","(0) in school","8","","",""
"Rarely","1985","indirect migration background","(1a) inadequately completed","3","","",""
"Rarely","1985","indirect migration background","(1b) general elementary school","16","","",""
"Rarely","1985","indirect migration background","(1c) basic vocational qualification","18","","",""
"Rarely","1985","indirect migration background","(2b) intermediate general qualification","9","","",""
"Rarely","1985","indirect migration background","(2a) intermediate vocational","3","","",""
"Rarely","1985","indirect migration background","(2c_gen) general maturity certificate","3","","",""
"Rarely","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1985","indirect migration background","(3a) lower tertiary education","1","","",""
"Rarely","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1985","no migration background","(0) in school","23","","",""
"Never","1985","no migration background","(1a) inadequately completed","22","","",""
"Never","1985","no migration background","(1b) general elementary school","452","0.301932334914266","0.280044222409404","0.323820447419128"
"Never","1985","no migration background","(1c) basic vocational qualification","552","0.202033868373457","0.187945032394721","0.216122704352194"
"Never","1985","no migration background","(2b) intermediate general qualification","62","0.175334823199738","0.138070690887888","0.212598955511588"
"Never","1985","no migration background","(2a) intermediate vocational","184","0.170112083826595","0.149114330084798","0.191109837568391"
"Never","1985","no migration background","(2c_gen) general maturity certificate","34","0.150422293551136","0.106801265672401","0.194043321429871"
"Never","1985","no migration background","(2c_voc) vocational maturity certificate","51","0.187790719443338","0.142764010365699","0.232817428520977"
"Never","1985","no migration background","(3a) lower tertiary education","34","0.169615204018271","0.12024741382157","0.218982994214972"
"Never","1985","no migration background","(3b) higher tertiary education","64","0.174102417353297","0.137531271893339","0.210673562813255"
"Never","1985","direct migration background","(0) in school","1","","",""
"Never","1985","direct migration background","(1a) inadequately completed","175","0.206539140638556","0.179031688570471","0.234046592706641"
"Never","1985","direct migration background","(1b) general elementary school","143","0.197513910161469","0.171043796706675","0.223984023616264"
"Never","1985","direct migration background","(1c) basic vocational qualification","94","0.162233864910212","0.133694044627359","0.190773685193066"
"Never","1985","direct migration background","(2b) intermediate general qualification","7","","",""
"Never","1985","direct migration background","(2a) intermediate vocational","8","","",""
"Never","1985","direct migration background","(2c_gen) general maturity certificate","14","","",""
"Never","1985","direct migration background","(2c_voc) vocational maturity certificate","12","","",""
"Never","1985","direct migration background","(3a) lower tertiary education","","","",""
"Never","1985","direct migration background","(3b) higher tertiary education","13","","",""
"Never","1985","indirect migration background","(0) in school","","","",""
"Never","1985","indirect migration background","(1a) inadequately completed","3","","",""
"Never","1985","indirect migration background","(1b) general elementary school","9","","",""
"Never","1985","indirect migration background","(1c) basic vocational qualification","8","","",""
"Never","1985","indirect migration background","(2b) intermediate general qualification","3","","",""
"Never","1985","indirect migration background","(2a) intermediate vocational","3","","",""
"Never","1985","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Never","1985","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1985","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1985","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1986","no migration background","(0) in school","10","","",""
"Min 1x per week","1986","no migration background","(1a) inadequately completed","3","","",""
"Min 1x per week","1986","no migration background","(1b) general elementary school","130","0.0880307594831897","0.0739795115861156","0.102082007380264"
"Min 1x per week","1986","no migration background","(1c) basic vocational qualification","217","0.0732659190882368","0.0638405441846609","0.0826912939918126"
"Min 1x per week","1986","no migration background","(2b) intermediate general qualification","28","","",""
"Min 1x per week","1986","no migration background","(2a) intermediate vocational","73","0.0658960745263868","0.0519168597793408","0.0798752892734328"
"Min 1x per week","1986","no migration background","(2c_gen) general maturity certificate","18","","",""
"Min 1x per week","1986","no migration background","(2c_voc) vocational maturity certificate","29","","",""
"Min 1x per week","1986","no migration background","(3a) lower tertiary education","20","","",""
"Min 1x per week","1986","no migration background","(3b) higher tertiary education","32","0.0773877888315591","0.0515234142807715","0.103252163382347"
"Min 1x per week","1986","direct migration background","(0) in school","2","","",""
"Min 1x per week","1986","direct migration background","(1a) inadequately completed","107","0.130899780109427","0.107029649383341","0.154769910835513"
"Min 1x per week","1986","direct migration background","(1b) general elementary school","98","0.112265493203001","0.0911909022871907","0.133340084118812"
"Min 1x per week","1986","direct migration background","(1c) basic vocational qualification","70","0.0631812728462971","0.0441077879538064","0.0822547577387878"
"Min 1x per week","1986","direct migration background","(2b) intermediate general qualification","6","","",""
"Min 1x per week","1986","direct migration background","(2a) intermediate vocational","5","","",""
"Min 1x per week","1986","direct migration background","(2c_gen) general maturity certificate","6","","",""
"Min 1x per week","1986","direct migration background","(2c_voc) vocational maturity certificate","23","","",""
"Min 1x per week","1986","direct migration background","(3a) lower tertiary education","1","","",""
"Min 1x per week","1986","direct migration background","(3b) higher tertiary education","11","","",""
"Min 1x per week","1986","indirect migration background","(0) in school","1","","",""
"Min 1x per week","1986","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1986","indirect migration background","(1b) general elementary school","3","","",""
"Min 1x per week","1986","indirect migration background","(1c) basic vocational qualification","7","","",""
"Min 1x per week","1986","indirect migration background","(2b) intermediate general qualification","1","","",""
"Min 1x per week","1986","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Min 1x per week","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1986","no migration background","(0) in school","31","0.208975719465333","0.142798744418672","0.275152694511993"
"Min 1x per month","1986","no migration background","(1a) inadequately completed","12","","",""
"Min 1x per month","1986","no migration background","(1b) general elementary school","252","0.153056923332169","0.135201868964697","0.170911977699641"
"Min 1x per month","1986","no migration background","(1c) basic vocational qualification","645","0.207216803848223","0.192555932967063","0.221877674729383"
"Min 1x per month","1986","no migration background","(2b) intermediate general qualification","89","0.218085549611265","0.176729240880385","0.259441858342145"
"Min 1x per month","1986","no migration background","(2a) intermediate vocational","275","0.210256957397891","0.18729687206018","0.233217042735601"
"Min 1x per month","1986","no migration background","(2c_gen) general maturity certificate","82","0.284832657807314","0.232433490035301","0.337231825579327"
"Min 1x per month","1986","no migration background","(2c_voc) vocational maturity certificate","64","0.232381630448629","0.183347414223877","0.281415846673382"
"Min 1x per month","1986","no migration background","(3a) lower tertiary education","52","0.2317171446157","0.176463142900042","0.286971146331359"
"Min 1x per month","1986","no migration background","(3b) higher tertiary education","71","0.172158095686532","0.13561598819904","0.208700203174023"
"Min 1x per month","1986","direct migration background","(0) in school","11","","",""
"Min 1x per month","1986","direct migration background","(1a) inadequately completed","192","0.262742190988779","0.231594560906351","0.293889821071208"
"Min 1x per month","1986","direct migration background","(1b) general elementary school","249","0.256817601701188","0.227653100125725","0.285982103276651"
"Min 1x per month","1986","direct migration background","(1c) basic vocational qualification","196","0.299072170192134","0.263177271226261","0.334967069158007"
"Min 1x per month","1986","direct migration background","(2b) intermediate general qualification","16","","",""
"Min 1x per month","1986","direct migration background","(2a) intermediate vocational","26","","",""
"Min 1x per month","1986","direct migration background","(2c_gen) general maturity certificate","38","0.347214657979061","0.258647884362205","0.435781431595917"
"Min 1x per month","1986","direct migration background","(2c_voc) vocational maturity certificate","38","0.366949991951386","0.281072795810429","0.452827188092343"
"Min 1x per month","1986","direct migration background","(3a) lower tertiary education","5","","",""
"Min 1x per month","1986","direct migration background","(3b) higher tertiary education","16","","",""
"Min 1x per month","1986","indirect migration background","(0) in school","2","","",""
"Min 1x per month","1986","indirect migration background","(1a) inadequately completed","3","","",""
"Min 1x per month","1986","indirect migration background","(1b) general elementary school","10","","",""
"Min 1x per month","1986","indirect migration background","(1c) basic vocational qualification","9","","",""
"Min 1x per month","1986","indirect migration background","(2b) intermediate general qualification","8","","",""
"Min 1x per month","1986","indirect migration background","(2a) intermediate vocational","5","","",""
"Min 1x per month","1986","indirect migration background","(2c_gen) general maturity certificate","5","","",""
"Min 1x per month","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1986","indirect migration background","(3b) higher tertiary education","2","","",""
"Rarely","1986","no migration background","(0) in school","78","0.523930496767922","0.442640686487435","0.60522030704841"
"Rarely","1986","no migration background","(1a) inadequately completed","30","0.41647123725266","0.302602243402574","0.530340231102747"
"Rarely","1986","no migration background","(1b) general elementary school","718","0.428624522961668","0.404082696429451","0.453166349493886"
"Rarely","1986","no migration background","(1c) basic vocational qualification","1521","0.498966030817532","0.480880171799404","0.517051889835659"
"Rarely","1986","no migration background","(2b) intermediate general qualification","186","0.472650715613918","0.422650941256431","0.522650489971404"
"Rarely","1986","no migration background","(2a) intermediate vocational","667","0.532906212152708","0.504794788320467","0.561017635984949"
"Rarely","1986","no migration background","(2c_gen) general maturity certificate","150","0.527473514139282","0.46951208730516","0.585434940973404"
"Rarely","1986","no migration background","(2c_voc) vocational maturity certificate","137","0.460675681676539","0.40280637139881","0.518544991954268"
"Rarely","1986","no migration background","(3a) lower tertiary education","114","0.485923454273635","0.42047160708081","0.55137530146646"
"Rarely","1986","no migration background","(3b) higher tertiary education","225","0.524365905983947","0.476025546611191","0.572706265356703"
"Rarely","1986","direct migration background","(0) in school","14","","",""
"Rarely","1986","direct migration background","(1a) inadequately completed","276","0.344863366483888","0.31122461386257","0.378502119105206"
"Rarely","1986","direct migration background","(1b) general elementary school","345","0.39995043354033","0.367247169017181","0.432653698063478"
"Rarely","1986","direct migration background","(1c) basic vocational qualification","259","0.473966013354941","0.434819905797902","0.513112120911979"
"Rarely","1986","direct migration background","(2b) intermediate general qualification","31","0.550507348248323","0.42767275992487","0.673341936571775"
"Rarely","1986","direct migration background","(2a) intermediate vocational","40","0.501699013577329","0.393478731438027","0.609919295716631"
"Rarely","1986","direct migration background","(2c_gen) general maturity certificate","45","0.406759624349985","0.315375475531096","0.498143773168874"
"Rarely","1986","direct migration background","(2c_voc) vocational maturity certificate","47","0.355555014054185","0.270264303186553","0.440845724921817"
"Rarely","1986","direct migration background","(3a) lower tertiary education","12","","",""
"Rarely","1986","direct migration background","(3b) higher tertiary education","36","0.462299701353415","0.358130652138376","0.566468750568454"
"Rarely","1986","indirect migration background","(0) in school","7","","",""
"Rarely","1986","indirect migration background","(1a) inadequately completed","5","","",""
"Rarely","1986","indirect migration background","(1b) general elementary school","24","","",""
"Rarely","1986","indirect migration background","(1c) basic vocational qualification","19","","",""
"Rarely","1986","indirect migration background","(2b) intermediate general qualification","4","","",""
"Rarely","1986","indirect migration background","(2a) intermediate vocational","7","","",""
"Rarely","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Rarely","1986","indirect migration background","(2c_voc) vocational maturity certificate","1","","",""
"Rarely","1986","indirect migration background","(3a) lower tertiary education","1","","",""
"Rarely","1986","indirect migration background","(3b) higher tertiary education","1","","",""
"Never","1986","no migration background","(0) in school","26","","",""
"Never","1986","no migration background","(1a) inadequately completed","27","","",""
"Never","1986","no migration background","(1b) general elementary school","462","0.330287794222973","0.306964067425277","0.35361152102067"
"Never","1986","no migration background","(1c) basic vocational qualification","553","0.220551246246009","0.205553755350276","0.235548737141741"
"Never","1986","no migration background","(2b) intermediate general qualification","80","0.22589542936003","0.184015856672296","0.267775002047765"
"Never","1986","no migration background","(2a) intermediate vocational","195","0.190940755923014","0.168794776765989","0.21308673508004"
"Never","1986","no migration background","(2c_gen) general maturity certificate","35","0.124963319854163","0.0865722630377245","0.163354376670602"
"Never","1986","no migration background","(2c_voc) vocational maturity certificate","55","0.198343029511423","0.152048633880403","0.244637425142443"
"Never","1986","no migration background","(3a) lower tertiary education","38","0.19555775964766","0.143616910913652","0.247498608381668"
"Never","1986","no migration background","(3b) higher tertiary education","82","0.226088209497962","0.185598855149146","0.266577563846778"
"Never","1986","direct migration background","(0) in school","3","","",""
"Never","1986","direct migration background","(1a) inadequately completed","192","0.261494662417906","0.230394787480431","0.292594537355381"
"Never","1986","direct migration background","(1b) general elementary school","170","0.230966471555481","0.20283181841481","0.259101124696152"
"Never","1986","direct migration background","(1c) basic vocational qualification","100","0.163780543606628","0.134767093838069","0.192793993375187"
"Never","1986","direct migration background","(2b) intermediate general qualification","10","","",""
"Never","1986","direct migration background","(2a) intermediate vocational","11","","",""
"Never","1986","direct migration background","(2c_gen) general maturity certificate","22","","",""
"Never","1986","direct migration background","(2c_voc) vocational maturity certificate","13","","",""
"Never","1986","direct migration background","(3a) lower tertiary education","4","","",""
"Never","1986","direct migration background","(3b) higher tertiary education","25","","",""
"Never","1986","indirect migration background","(0) in school","1","","",""
"Never","1986","indirect migration background","(1a) inadequately completed","1","","",""
"Never","1986","indirect migration background","(1b) general elementary school","6","","",""
"Never","1986","indirect migration background","(1c) basic vocational qualification","8","","",""
"Never","1986","indirect migration background","(2b) intermediate general qualification","3","","",""
"Never","1986","indirect migration background","(2a) intermediate vocational","3","","",""
"Never","1986","indirect migration background","(2c_gen) general maturity certificate","1","","",""
"Never","1986","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1986","indirect migration background","(3a) lower tertiary education","","","",""
"Never","1986","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","no migration background","(0) in school","","","",""
"Min 1x per week","1987","no migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","no migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(0) in school","","","",""
"Min 1x per week","1987","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","direct migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per week","1987","indirect migration background","(0) in school","","","",""
"Min 1x per week","1987","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per week","1987","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per week","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per week","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per week","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per week","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per week","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per week","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per week","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","no migration background","(0) in school","","","",""
"Min 1x per month","1987","no migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1987","no migration background","(1b) general elementary school","","","",""
"Min 1x per month","1987","no migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","no migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","no migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","no migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","no migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","direct migration background","(0) in school","","","",""
"Min 1x per month","1987","direct migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1987","direct migration background","(1b) general elementary school","","","",""
"Min 1x per month","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","direct migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","direct migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","direct migration background","(3b) higher tertiary education","","","",""
"Min 1x per month","1987","indirect migration background","(0) in school","","","",""
"Min 1x per month","1987","indirect migration background","(1a) inadequately completed","","","",""
"Min 1x per month","1987","indirect migration background","(1b) general elementary school","","","",""
"Min 1x per month","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Min 1x per month","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Min 1x per month","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Min 1x per month","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Min 1x per month","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Min 1x per month","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Min 1x per month","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Rarely","1987","no migration background","(0) in school","","","",""
"Rarely","1987","no migration background","(1a) inadequately completed","","","",""
"Rarely","1987","no migration background","(1b) general elementary school","","","",""
"Rarely","1987","no migration background","(1c) basic vocational qualification","","","",""
"Rarely","1987","no migration background","(2b) intermediate general qualification","","","",""
"Rarely","1987","no migration background","(2a) intermediate vocational","","","",""
"Rarely","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1987","no migration background","(3a) lower tertiary education","","","",""
"Rarely","1987","no migration background","(3b) higher tertiary education","","","",""
"Rarely","1987","direct migration background","(0) in school","","","",""
"Rarely","1987","direct migration background","(1a) inadequately completed","","","",""
"Rarely","1987","direct migration background","(1b) general elementary school","","","",""
"Rarely","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Rarely","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Rarely","1987","direct migration background","(2a) intermediate vocational","","","",""
"Rarely","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1987","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1987","direct migration background","(3a) lower tertiary education","","","",""
"Rarely","1987","direct migration background","(3b) higher tertiary education","","","",""
"Rarely","1987","indirect migration background","(0) in school","","","",""
"Rarely","1987","indirect migration background","(1a) inadequately completed","","","",""
"Rarely","1987","indirect migration background","(1b) general elementary school","","","",""
"Rarely","1987","indirect migration background","(1c) basic vocational qualification","","","",""
"Rarely","1987","indirect migration background","(2b) intermediate general qualification","","","",""
"Rarely","1987","indirect migration background","(2a) intermediate vocational","","","",""
"Rarely","1987","indirect migration background","(2c_gen) general maturity certificate","","","",""
"Rarely","1987","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"Rarely","1987","indirect migration background","(3a) lower tertiary education","","","",""
"Rarely","1987","indirect migration background","(3b) higher tertiary education","","","",""
"Never","1987","no migration background","(0) in school","","","",""
"Never","1987","no migration background","(1a) inadequately completed","","","",""
"Never","1987","no migration background","(1b) general elementary school","","","",""
"Never","1987","no migration background","(1c) basic vocational qualification","","","",""
"Never","1987","no migration background","(2b) intermediate general qualification","","","",""
"Never","1987","no migration background","(2a) intermediate vocational","","","",""
"Never","1987","no migration background","(2c_gen) general maturity certificate","","","",""
"Never","1987","no migration background","(2c_voc) vocational maturity certificate","","","",""
"Never","1987","no migration background","(3a) lower tertiary education","","","",""
"Never","1987","no migration background","(3b) higher tertiary education","","","",""
"Never","1987","direct migration background","(0) in school","","","",""
"Never","1987","direct migration background","(1a) inadequately completed","","","",""
"Never","1987","direct migration background","(1b) general elementary school","","","",""
"Never","1987","direct migration background","(1c) basic vocational qualification","","","",""
"Never","1987","direct migration background","(2b) intermediate general qualification","","","",""
"Never","1987","direct migration background","(2a) intermediate vocational","","","",""
"Never","1987","direct migration background","(2c_gen) general maturity certificate","","","",""
