"pli0095_h","year","education","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Never","1985","no degree/no degree yet","Couple + C. GT 16 ","46","0.244944874090201","0.188373710499995","0.301516037680407"
"Never","1985","no degree/no degree yet","Couple + C. LE and GT 16","39","0.114051367940776","0.0771467952353148","0.150955940646236"
"Min 1x per week","1986","lower secondary degree","1-pers.-HH","44","0.0795439876229238","0.056868343800246","0.102219631445602"
"Min 1x per week","1986","lower secondary degree","(Married) couple without C. ","118","0.0838617339632494","0.0692322708380543","0.0984911970884445"
"Min 1x per week","1986","lower secondary degree","Single parent ","25","","",""
"Min 1x per week","1986","lower secondary degree","Couple + C. LE 16 ","84","0.0813183057725617","0.0642406901644593","0.0983959213806642"
"Min 1x per week","1986","lower secondary degree","Couple + C. GT 16 ","74","0.0680557369793968","0.0525318721166707","0.0835796018421229"
"Min 1x per week","1986","lower secondary degree","Couple + C. LE and GT 16","48","0.0755260169562213","0.0543476174418374","0.0967044164706053"
"Min 1x per week","1986","secondary school degree","1-pers.-HH","27","","",""
"Min 1x per week","1986","secondary school degree","(Married) couple without C. ","28","","",""
"Min 1x per week","1986","secondary school degree","Single parent ","5","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. LE 16 ","20","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. GT 16 ","21","","",""
"Min 1x per week","1986","secondary school degree","Couple + C. LE and GT 16","17","","",""
"Min 1x per week","1986","college entrance qualification","1-pers.-HH","29","","",""
"Min 1x per week","1986","college entrance qualification","(Married) couple without C. ","32","0.102051465214997","0.0676239870362678","0.136478943393726"
"Min 1x per week","1986","college entrance qualification","Single parent ","4","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. LE 16 ","14","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. GT 16 ","11","","",""
"Min 1x per week","1986","college entrance qualification","Couple + C. LE and GT 16","5","","",""
"Min 1x per week","1986","Other degree","1-pers.-HH","11","","",""
"Min 1x per week","1986","Other degree","(Married) couple without C. ","12","","",""
"Min 1x per week","1986","Other degree","Single parent ","1","","",""
"Min 1x per week","1986","Other degree","Couple + C. LE 16 ","60","0.139896543015357","0.108536402493872","0.171256683536842"
"Min 1x per week","1986","Other degree","Couple + C. GT 16 ","22","","",""
"Min 1x per week","1986","Other degree","Couple + C. LE and GT 16","29","","",""
"Min 1x per week","1986","no degree/no degree yet","1-pers.-HH","7","","",""
"Min 1x per week","1986","no degree/no degree yet","(Married) couple without C. ","8","","",""
"Min 1x per week","1986","no degree/no degree yet","Single parent ","4","","",""
"Min 1x per week","1986","no degree/no degree yet","Couple + C. LE 16 ","36","0.119119933128837","0.078475245551401","0.159764620706272"
"Min 1x per week","1986","no degree/no degree yet","Couple + C. GT 16 ","20","","",""
"Min 1x per week","1986","no degree/no degree yet","Couple + C. LE and GT 16","35","0.0848648520380798","0.0516239534011706","0.118105750674989"
"Min 1x per month","1986","lower secondary degree","1-pers.-HH","100","0.161720093861994","0.130864710386537","0.19257547733745"
"Min 1x per month","1986","lower secondary degree","(Married) couple without C. ","279","0.183176653510653","0.162760915243898","0.203592391777409"
"Min 1x per month","1986","lower secondary degree","Single parent ","57","0.214638348354062","0.165112191116696","0.264164505591428"
"Min 1x per month","1986","lower secondary degree","Couple + C. LE 16 ","227","0.228383618309459","0.202154497340696","0.254612739278221"
"Min 1x per month","1986","lower secondary degree","Couple + C. GT 16 ","211","0.197498545736678","0.17295838639529","0.222038705078066"
"Min 1x per month","1986","lower secondary degree","Couple + C. LE and GT 16","165","0.246327206010714","0.21179334723376","0.280861064787668"
"Min 1x per month","1986","secondary school degree","1-pers.-HH","42","0.168829896369993","0.118757486343768","0.218902306396217"
"Min 1x per month","1986","secondary school degree","(Married) couple without C. ","97","0.206415645231004","0.167569501037196","0.245261789424812"
"Min 1x per month","1986","secondary school degree","Single parent ","25","","",""
"Min 1x per month","1986","secondary school degree","Couple + C. LE 16 ","111","0.285907892251026","0.241235212564046","0.330580571938007"
"Min 1x per month","1986","secondary school degree","Couple + C. GT 16 ","93","0.223697678916878","0.183112565805299","0.264282792028457"
"Min 1x per month","1986","secondary school degree","Couple + C. LE and GT 16","46","0.170271198250124","0.120261192660132","0.220281203840117"
"Min 1x per month","1986","college entrance qualification","1-pers.-HH","58","0.264438570571928","0.204065531920239","0.324811609223618"
"Min 1x per month","1986","college entrance qualification","(Married) couple without C. ","70","0.236847102248268","0.188495632161703","0.285198572334833"
"Min 1x per month","1986","college entrance qualification","Single parent ","14","","",""
"Min 1x per month","1986","college entrance qualification","Couple + C. LE 16 ","61","0.217620808392716","0.169289569176727","0.265952047608705"
"Min 1x per month","1986","college entrance qualification","Couple + C. GT 16 ","57","0.214373349190371","0.163904345309773","0.264842353070969"
"Min 1x per month","1986","college entrance qualification","Couple + C. LE and GT 16","18","","",""
"Min 1x per month","1986","Other degree","1-pers.-HH","19","","",""
"Min 1x per month","1986","Other degree","(Married) couple without C. ","36","0.281196264874327","0.209958167465803","0.352434362282851"
"Min 1x per month","1986","Other degree","Single parent ","12","","",""
"Min 1x per month","1986","Other degree","Couple + C. LE 16 ","137","0.299213262665661","0.257814961564118","0.340611563767203"
"Min 1x per month","1986","Other degree","Couple + C. GT 16 ","49","0.208413559702554","0.147712534460542","0.269114584944565"
"Min 1x per month","1986","Other degree","Couple + C. LE and GT 16","53","0.24378695798906","0.183676868986175","0.303897046991946"
"Min 1x per month","1986","no degree/no degree yet","1-pers.-HH","14","","",""
"Min 1x per month","1986","no degree/no degree yet","(Married) couple without C. ","25","","",""
"Min 1x per month","1986","no degree/no degree yet","Single parent ","10","","",""
"Min 1x per month","1986","no degree/no degree yet","Couple + C. LE 16 ","63","0.250856334651536","0.196462676215187","0.305249993087884"
"Min 1x per month","1986","no degree/no degree yet","Couple + C. GT 16 ","50","0.189144964430774","0.137629145901851","0.240660782959698"
"Min 1x per month","1986","no degree/no degree yet","Couple + C. LE and GT 16","70","0.261968901647325","0.209520964724604","0.314416838570046"
"Rarely","1986","lower secondary degree","1-pers.-HH","180","0.301809480306048","0.263340751055303","0.340278209556793"
"Rarely","1986","lower secondary degree","(Married) couple without C. ","653","0.46653887808552","0.440208247183784","0.492869508987255"
"Rarely","1986","lower secondary degree","Single parent ","118","0.4500632844603","0.390051121766232","0.510075447154367"
"Rarely","1986","lower secondary degree","Couple + C. LE 16 ","545","0.555594829950746","0.524547862163824","0.586641797737668"
"Rarely","1986","lower secondary degree","Couple + C. GT 16 ","551","0.56072470268134","0.530132147746273","0.591317257616406"
"Rarely","1986","lower secondary degree","Couple + C. LE and GT 16","313","0.566531194753789","0.526813106401564","0.606249283106015"
"Rarely","1986","secondary school degree","1-pers.-HH","90","0.396243934257441","0.330864534643813","0.461623333871068"
"Rarely","1986","secondary school degree","(Married) couple without C. ","215","0.511202861759206","0.463224984505745","0.559180739012668"
"Rarely","1986","secondary school degree","Single parent ","47","0.505215886386456","0.404677326280459","0.605754446492452"
"Rarely","1986","secondary school degree","Couple + C. LE 16 ","217","0.549601103657303","0.500411392459821","0.598790814854786"
"Rarely","1986","secondary school degree","Couple + C. GT 16 ","229","0.566888083213867","0.518630084243033","0.615146082184701"
"Rarely","1986","secondary school degree","Couple + C. LE and GT 16","120","0.59025627759127","0.524823601033117","0.655688954149423"
"Rarely","1986","college entrance qualification","1-pers.-HH","86","0.428746564464987","0.361000214776813","0.49649291415316"
"Rarely","1986","college entrance qualification","(Married) couple without C. ","128","0.400525574551891","0.344797976783685","0.456253172320096"
"Rarely","1986","college entrance qualification","Single parent ","28","","",""
"Rarely","1986","college entrance qualification","Couple + C. LE 16 ","164","0.571150155113675","0.513181015634079","0.62911929459327"
"Rarely","1986","college entrance qualification","Couple + C. GT 16 ","151","0.610940213045981","0.550983369516209","0.670897056575753"
"Rarely","1986","college entrance qualification","Couple + C. LE and GT 16","44","0.580862037806734","0.471361617665873","0.690362457947594"
"Rarely","1986","Other degree","1-pers.-HH","25","","",""
"Rarely","1986","Other degree","(Married) couple without C. ","67","0.446146196868691","0.367380241624505","0.524912152112877"
"Rarely","1986","Other degree","Single parent ","10","","",""
"Rarely","1986","Other degree","Couple + C. LE 16 ","193","0.394049005575813","0.349872329958183","0.438225681193443"
"Rarely","1986","Other degree","Couple + C. GT 16 ","63","0.473089284907318","0.398474663692946","0.54770390612169"
"Rarely","1986","Other degree","Couple + C. LE and GT 16","73","0.384653492184387","0.316542882898537","0.452764101470236"
"Rarely","1986","no degree/no degree yet","1-pers.-HH","16","","",""
"Rarely","1986","no degree/no degree yet","(Married) couple without C. ","31","0.408706129661586","0.311869925416574","0.505542333906597"
"Rarely","1986","no degree/no degree yet","Single parent ","23","","",""
"Rarely","1986","no degree/no degree yet","Couple + C. LE 16 ","89","0.435820995998035","0.373603043905161","0.498038948090908"
"Rarely","1986","no degree/no degree yet","Couple + C. GT 16 ","97","0.464228235565492","0.398624693136949","0.529831777994035"
"Rarely","1986","no degree/no degree yet","Couple + C. LE and GT 16","125","0.507114931722503","0.447481165440253","0.566748698004753"
"Never","1986","lower secondary degree","1-pers.-HH","223","0.456926438209034","0.415181204001151","0.498671672416917"
"Never","1986","lower secondary degree","(Married) couple without C. ","329","0.266422734440578","0.243089522255229","0.289755946625927"
"Never","1986","lower secondary degree","Single parent ","64","0.242198427758546","0.190519970732169","0.293876884784923"
"Never","1986","lower secondary degree","Couple + C. LE 16 ","128","0.134703245967234","0.113371710889155","0.156034781045312"
"Never","1986","lower secondary degree","Couple + C. GT 16 ","175","0.173721014602586","0.150366973211545","0.197075055993626"
"Never","1986","lower secondary degree","Couple + C. LE and GT 16","72","0.111615582279275","0.0863772659217389","0.136853898636812"
"Never","1986","secondary school degree","1-pers.-HH","56","0.306759472237876","0.245118451163421","0.368400493312331"
"Never","1986","secondary school degree","(Married) couple without C. ","77","0.216124482555495","0.17661916137235","0.25562980373864"
"Never","1986","secondary school degree","Single parent ","18","","",""
"Never","1986","secondary school degree","Couple + C. LE 16 ","45","0.113317187277027","0.0819782796713082","0.144656094882745"
"Never","1986","secondary school degree","Couple + C. GT 16 ","62","0.158991534727692","0.123378599991423","0.194604469463961"
"Never","1986","secondary school degree","Couple + C. LE and GT 16","34","0.156384292705089","0.108057595198359","0.204710990211818"
"Never","1986","college entrance qualification","1-pers.-HH","32","0.179251820655328","0.126745944212988","0.231757697097667"
"Never","1986","college entrance qualification","(Married) couple without C. ","67","0.260575857984845","0.210654801521184","0.310496914448506"
"Never","1986","college entrance qualification","Single parent ","7","","",""
"Never","1986","college entrance qualification","Couple + C. LE 16 ","41","0.152926791698569","0.110769632582276","0.195083950814862"
"Never","1986","college entrance qualification","Couple + C. GT 16 ","35","0.133254371355998","0.0914600002050324","0.175048742506963"
"Never","1986","college entrance qualification","Couple + C. LE and GT 16","11","","",""
"Never","1986","Other degree","1-pers.-HH","23","","",""
"Never","1986","Other degree","(Married) couple without C. ","38","0.21767419506334","0.152285950692717","0.283062439433962"
"Never","1986","Other degree","Single parent ","9","","",""
"Never","1986","Other degree","Couple + C. LE 16 ","80","0.16684118874317","0.133134608270595","0.200547769215744"
"Never","1986","Other degree","Couple + C. GT 16 ","38","0.168286154278532","0.112375441848384","0.224196866708681"
"Never","1986","Other degree","Couple + C. LE and GT 16","41","0.218040811884618","0.160233736994342","0.275847886774893"
"Never","1986","no degree/no degree yet","1-pers.-HH","20","","",""
"Never","1986","no degree/no degree yet","(Married) couple without C. ","35","0.340307946959085","0.246974530073135","0.433641363845035"
"Never","1986","no degree/no degree yet","Single parent ","16","","",""
"Never","1986","no degree/no degree yet","Couple + C. LE 16 ","56","0.194202736221593","0.144567082701493","0.243838389741693"
"Never","1986","no degree/no degree yet","Couple + C. GT 16 ","55","0.293897024316872","0.233972689885516","0.353821358748227"
"Never","1986","no degree/no degree yet","Couple + C. LE and GT 16","40","0.146051314592093","0.10392680758357","0.188175821600615"
"Min 1x per week","1987","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per week","1987","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","lower secondary degree","Single parent ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","secondary school degree","1-pers.-HH","","","",""
"Min 1x per week","1987","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","secondary school degree","Single parent ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per week","1987","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per week","1987","college entrance qualification","Single parent ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","Other degree","1-pers.-HH","","","",""
"Min 1x per week","1987","Other degree","(Married) couple without C. ","","","",""
"Min 1x per week","1987","Other degree","Single parent ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per week","1987","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per week","1987","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Single parent ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per week","1987","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","lower secondary degree","1-pers.-HH","","","",""
"Min 1x per month","1987","lower secondary degree","(Married) couple without C. ","","","",""
"Min 1x per month","1987","lower secondary degree","Single parent ","","","",""
"Min 1x per month","1987","lower secondary degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1987","lower secondary degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1987","lower secondary degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","secondary school degree","1-pers.-HH","","","",""
"Min 1x per month","1987","secondary school degree","(Married) couple without C. ","","","",""
"Min 1x per month","1987","secondary school degree","Single parent ","","","",""
"Min 1x per month","1987","secondary school degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1987","secondary school degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1987","secondary school degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","college entrance qualification","1-pers.-HH","","","",""
"Min 1x per month","1987","college entrance qualification","(Married) couple without C. ","","","",""
"Min 1x per month","1987","college entrance qualification","Single parent ","","","",""
"Min 1x per month","1987","college entrance qualification","Couple + C. LE 16 ","","","",""
"Min 1x per month","1987","college entrance qualification","Couple + C. GT 16 ","","","",""
"Min 1x per month","1987","college entrance qualification","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","Other degree","1-pers.-HH","","","",""
"Min 1x per month","1987","Other degree","(Married) couple without C. ","","","",""
"Min 1x per month","1987","Other degree","Single parent ","","","",""
"Min 1x per month","1987","Other degree","Couple + C. LE 16 ","","","",""
"Min 1x per month","1987","Other degree","Couple + C. GT 16 ","","","",""
"Min 1x per month","1987","Other degree","Couple + C. LE and GT 16","","","",""
"Min 1x per month","1987","no degree/no degree yet","1-pers.-HH","","","",""
"Min 1x per month","1987","no degree/no degree yet","(Married) couple without C. ","","","",""
"Min 1x per month","1987","no degree/no degree yet","Single parent ","","","",""
"Min 1x per month","1987","no degree/no degree yet","Couple + C. LE 16 ","","","",""
"Min 1x per month","1987","no degree/no degree yet","Couple + C. GT 16 ","","","",""
"Min 1x per month","1987","no degree/no degree yet","Couple + C. LE and GT 16","","","",""
"Rarely","1987","lower secondary degree","1-pers.-HH","","","",""
"Rarely","1987","lower secondary degree","(Married) couple without C. ","","","",""
"Rarely","1987","lower secondary degree","Single parent ","","","",""
