"pli0095_h","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Rarely","1985","no degree/no degree yet","direct migration background","286","0.324570647308856","0.293131346461099","0.356009948156613"
"Rarely","1985","no degree/no degree yet","indirect migration background","11","","",""
"Never","1985","lower secondary degree","no migration background","1006","0.239727443267935","0.227640034192542","0.251814852343327"
"Never","1985","lower secondary degree","direct migration background","82","0.181087115288607","0.149249351180962","0.212924879396253"
"Never","1985","lower secondary degree","indirect migration background","15","","",""
"Never","1985","secondary school degree","no migration background","254","0.170283756403458","0.152357703512484","0.188209809294433"
"Never","1985","secondary school degree","direct migration background","16","","",""
"Never","1985","secondary school degree","indirect migration background","6","","",""
"Never","1985","college entrance qualification","no migration background","168","0.171011652206278","0.148751080733357","0.1932722236792"
"Never","1985","college entrance qualification","direct migration background","9","","",""
"Never","1985","college entrance qualification","indirect migration background","","","",""
"Never","1985","Other degree","no migration background","5","","",""
"Never","1985","Other degree","direct migration background","184","0.162060341387457","0.140971931586435","0.183148751188478"
"Never","1985","Other degree","indirect migration background","2","","",""
"Never","1985","no degree/no degree yet","no migration background","45","0.215899259842173","0.161897592632445","0.2699009270519"
"Never","1985","no degree/no degree yet","direct migration background","176","0.197553435878206","0.17081853069071","0.224288341065703"
"Never","1985","no degree/no degree yet","indirect migration background","3","","",""
"Min 1x per week","1986","lower secondary degree","no migration background","346","0.0784886759493143","0.0706099337206548","0.0863674181779738"
"Min 1x per week","1986","lower secondary degree","direct migration background","58","0.0623217981033955","0.0427325820772168","0.0819110141295742"
"Min 1x per week","1986","lower secondary degree","indirect migration background","10","","",""
"Min 1x per week","1986","secondary school degree","no migration background","109","0.0722624366170016","0.0597767640685642","0.084748109165439"
"Min 1x per week","1986","secondary school degree","direct migration background","12","","",""
"Min 1x per week","1986","secondary school degree","indirect migration background","1","","",""
"Min 1x per week","1986","college entrance qualification","no migration background","90","0.0824024283127833","0.0663270549608576","0.098477801664709"
"Min 1x per week","1986","college entrance qualification","direct migration background","9","","",""
"Min 1x per week","1986","college entrance qualification","indirect migration background","1","","",""
"Min 1x per week","1986","Other degree","no migration background","2","","",""
"Min 1x per week","1986","Other degree","direct migration background","141","0.141860026975453","0.121444492800935","0.162275561149972"
"Min 1x per week","1986","Other degree","indirect migration background","","","",""
"Min 1x per week","1986","no degree/no degree yet","no migration background","13","","",""
"Min 1x per week","1986","no degree/no degree yet","direct migration background","105","0.12124640113916","0.0985135720471658","0.143979230231154"
"Min 1x per week","1986","no degree/no degree yet","indirect migration background","1","","",""
"Min 1x per month","1986","lower secondary degree","no migration background","895","0.188531300507673","0.17707272396756","0.199989877047786"
"Min 1x per month","1986","lower secondary degree","direct migration background","187","0.270425723625161","0.234431822878141","0.306419624372181"
"Min 1x per month","1986","lower secondary degree","indirect migration background","17","","",""
"Min 1x per month","1986","secondary school degree","no migration background","375","0.211133362404907","0.191453443871003","0.230813280938812"
"Min 1x per month","1986","secondary school degree","direct migration background","43","0.253609951177554","0.184215350200693","0.323004552154415"
"Min 1x per month","1986","secondary school degree","indirect migration background","13","","",""
"Min 1x per month","1986","college entrance qualification","no migration background","254","0.226847846282325","0.202364839628827","0.251330852935823"
"Min 1x per month","1986","college entrance qualification","direct migration background","35","0.273998204291929","0.192125644117931","0.355870764465926"
"Min 1x per month","1986","college entrance qualification","indirect migration background","6","","",""
"Min 1x per month","1986","Other degree","no migration background","6","","",""
"Min 1x per month","1986","Other degree","direct migration background","318","0.287463687214927","0.260981938543308","0.313945435886546"
"Min 1x per month","1986","Other degree","indirect migration background","2","","",""
"Min 1x per month","1986","no degree/no degree yet","no migration background","43","0.176911556977213","0.126140105622313","0.227683008332113"
"Min 1x per month","1986","no degree/no degree yet","direct migration background","204","0.284350289582235","0.252933443263806","0.315767135900664"
"Min 1x per month","1986","no degree/no degree yet","indirect migration background","5","","",""
"Rarely","1986","lower secondary degree","no migration background","2224","0.472791641039066","0.458165522441924","0.487417759636209"
"Rarely","1986","lower secondary degree","direct migration background","254","0.471623198965456","0.431171235304104","0.512075162626808"
"Rarely","1986","lower secondary degree","indirect migration background","42","0.582276740146773","0.476176077794578","0.688377402498967"
"Rarely","1986","secondary school degree","no migration background","884","0.517861223157873","0.49376573125119","0.541956715064557"
"Rarely","1986","secondary school degree","direct migration background","71","0.50108809985442","0.421338485184713","0.580837714524127"
"Rarely","1986","secondary school degree","indirect migration background","11","","",""
"Rarely","1986","college entrance qualification","no migration background","585","0.503560685434518","0.474331014436584","0.532790356432452"
"Rarely","1986","college entrance qualification","direct migration background","54","0.468207879602222","0.37660988331887","0.559805875885573"
"Rarely","1986","college entrance qualification","indirect migration background","3","","",""
"Rarely","1986","Other degree","no migration background","24","","",""
"Rarely","1986","Other degree","direct migration background","435","0.373252225549026","0.344951389478017","0.401553061620035"
"Rarely","1986","Other degree","indirect migration background","2","","",""
"Rarely","1986","no degree/no degree yet","no migration background","108","0.482218385564629","0.415734955301692","0.548701815827566"
"Rarely","1986","no degree/no degree yet","direct migration background","289","0.348054540097919","0.314879245779434","0.381229834416404"
"Rarely","1986","no degree/no degree yet","indirect migration background","12","","",""
"Never","1986","lower secondary degree","no migration background","1011","0.260188382503947","0.247335291687042","0.273041473320851"
"Never","1986","lower secondary degree","direct migration background","86","0.195629279305987","0.163484147388131","0.227774411223844"
"Never","1986","lower secondary degree","indirect migration background","14","","",""
"Never","1986","secondary school degree","no migration background","284","0.198742977820218","0.1794998843131","0.217986071327335"
"Never","1986","secondary school degree","direct migration background","25","","",""
"Never","1986","secondary school degree","indirect migration background","6","","",""
"Never","1986","college entrance qualification","no migration background","195","0.187189039970374","0.164385623482264","0.209992456458483"
"Never","1986","college entrance qualification","direct migration background","16","","",""
"Never","1986","college entrance qualification","indirect migration background","1","","",""
"Never","1986","Other degree","no migration background","9","","",""
"Never","1986","Other degree","direct migration background","228","0.197424060260593","0.174132704432452","0.220715416088735"
"Never","1986","Other degree","indirect migration background","","","",""
"Never","1986","no degree/no degree yet","no migration background","53","0.28750106174175","0.227282544001067","0.347719579482434"
"Never","1986","no degree/no degree yet","direct migration background","194","0.246348769180687","0.216340157409467","0.276357380951906"
"Never","1986","no degree/no degree yet","indirect migration background","2","","",""
"Min 1x per week","1987","lower secondary degree","no migration background","","","",""
"Min 1x per week","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1987","secondary school degree","no migration background","","","",""
"Min 1x per week","1987","secondary school degree","direct migration background","","","",""
"Min 1x per week","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1987","college entrance qualification","no migration background","","","",""
"Min 1x per week","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1987","Other degree","no migration background","","","",""
"Min 1x per week","1987","Other degree","direct migration background","","","",""
"Min 1x per week","1987","Other degree","indirect migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1987","lower secondary degree","no migration background","","","",""
"Min 1x per month","1987","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1987","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1987","secondary school degree","no migration background","","","",""
"Min 1x per month","1987","secondary school degree","direct migration background","","","",""
"Min 1x per month","1987","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1987","college entrance qualification","no migration background","","","",""
"Min 1x per month","1987","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1987","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1987","Other degree","no migration background","","","",""
"Min 1x per month","1987","Other degree","direct migration background","","","",""
"Min 1x per month","1987","Other degree","indirect migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1987","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1987","lower secondary degree","no migration background","","","",""
"Rarely","1987","lower secondary degree","direct migration background","","","",""
"Rarely","1987","lower secondary degree","indirect migration background","","","",""
"Rarely","1987","secondary school degree","no migration background","","","",""
"Rarely","1987","secondary school degree","direct migration background","","","",""
"Rarely","1987","secondary school degree","indirect migration background","","","",""
"Rarely","1987","college entrance qualification","no migration background","","","",""
"Rarely","1987","college entrance qualification","direct migration background","","","",""
"Rarely","1987","college entrance qualification","indirect migration background","","","",""
"Rarely","1987","Other degree","no migration background","","","",""
"Rarely","1987","Other degree","direct migration background","","","",""
"Rarely","1987","Other degree","indirect migration background","","","",""
"Rarely","1987","no degree/no degree yet","no migration background","","","",""
"Rarely","1987","no degree/no degree yet","direct migration background","","","",""
"Rarely","1987","no degree/no degree yet","indirect migration background","","","",""
"Never","1987","lower secondary degree","no migration background","","","",""
"Never","1987","lower secondary degree","direct migration background","","","",""
"Never","1987","lower secondary degree","indirect migration background","","","",""
"Never","1987","secondary school degree","no migration background","","","",""
"Never","1987","secondary school degree","direct migration background","","","",""
"Never","1987","secondary school degree","indirect migration background","","","",""
"Never","1987","college entrance qualification","no migration background","","","",""
"Never","1987","college entrance qualification","direct migration background","","","",""
"Never","1987","college entrance qualification","indirect migration background","","","",""
"Never","1987","Other degree","no migration background","","","",""
"Never","1987","Other degree","direct migration background","","","",""
"Never","1987","Other degree","indirect migration background","","","",""
"Never","1987","no degree/no degree yet","no migration background","","","",""
"Never","1987","no degree/no degree yet","direct migration background","","","",""
"Never","1987","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1988","lower secondary degree","no migration background","299","0.0696127688148492","0.0618512021884664","0.077374335441232"
"Min 1x per week","1988","lower secondary degree","direct migration background","71","0.0877495761907424","0.0653338955439781","0.110165256837507"
"Min 1x per week","1988","lower secondary degree","indirect migration background","10","","",""
"Min 1x per week","1988","secondary school degree","no migration background","102","0.0708544865153757","0.0581220553646662","0.0835869176660852"
"Min 1x per week","1988","secondary school degree","direct migration background","18","","",""
"Min 1x per week","1988","secondary school degree","indirect migration background","4","","",""
"Min 1x per week","1988","college entrance qualification","no migration background","63","0.0620186583505186","0.0473882608827168","0.0766490558183205"
"Min 1x per week","1988","college entrance qualification","direct migration background","11","","",""
"Min 1x per week","1988","college entrance qualification","indirect migration background","4","","",""
"Min 1x per week","1988","Other degree","no migration background","7","","",""
"Min 1x per week","1988","Other degree","direct migration background","141","0.137733982853283","0.11656424937923","0.158903716327335"
"Min 1x per week","1988","Other degree","indirect migration background","1","","",""
"Min 1x per week","1988","no degree/no degree yet","no migration background","15","","",""
"Min 1x per week","1988","no degree/no degree yet","direct migration background","98","0.125091147857673","0.100583943897694","0.149598351817653"
"Min 1x per week","1988","no degree/no degree yet","indirect migration background","2","","",""
"Min 1x per month","1988","lower secondary degree","no migration background","846","0.196254987838323","0.184142243180375","0.208367732496271"
"Min 1x per month","1988","lower secondary degree","direct migration background","147","0.178625306540097","0.148278392636334","0.20897222044386"
"Min 1x per month","1988","lower secondary degree","indirect migration background","30","0.261016935037931","0.177409144980141","0.344624725095722"
"Min 1x per month","1988","secondary school degree","no migration background","332","0.204430043295018","0.18441772787318","0.224442358716856"
"Min 1x per month","1988","secondary school degree","direct migration background","29","","",""
"Min 1x per month","1988","secondary school degree","indirect migration background","7","","",""
"Min 1x per month","1988","college entrance qualification","no migration background","260","0.252130735824163","0.225790262190778","0.278471209457548"
"Min 1x per month","1988","college entrance qualification","direct migration background","43","0.337877598322199","0.249887167986457","0.425868028657941"
"Min 1x per month","1988","college entrance qualification","indirect migration background","11","","",""
"Min 1x per month","1988","Other degree","no migration background","8","","",""
"Min 1x per month","1988","Other degree","direct migration background","261","0.2673050991308","0.24011946872319","0.29449072953841"
"Min 1x per month","1988","Other degree","indirect migration background","4","","",""
"Min 1x per month","1988","no degree/no degree yet","no migration background","29","","",""
"Min 1x per month","1988","no degree/no degree yet","direct migration background","172","0.236113551473667","0.204652449480829","0.267574653466506"
"Min 1x per month","1988","no degree/no degree yet","indirect migration background","8","","",""
"Rarely","1988","lower secondary degree","no migration background","2023","0.468046592162227","0.452828703349607","0.483264480974847"
"Rarely","1988","lower secondary degree","direct migration background","253","0.457316122254971","0.417847306488965","0.496784938020977"
"Rarely","1988","lower secondary degree","indirect migration background","49","0.589839820960544","0.496204662470542","0.683474979450546"
"Rarely","1988","secondary school degree","no migration background","848","0.525497576986851","0.500718200853172","0.550276953120531"
"Rarely","1988","secondary school degree","direct migration background","70","0.456007543204035","0.3768287735114","0.535186312896669"
"Rarely","1988","secondary school degree","indirect migration background","24","","",""
"Rarely","1988","college entrance qualification","no migration background","539","0.503842226443724","0.473513440709493","0.534171012177955"
"Rarely","1988","college entrance qualification","direct migration background","43","0.403967275680652","0.312683257935804","0.4952512934255"
"Rarely","1988","college entrance qualification","indirect migration background","3","","",""
"Rarely","1988","Other degree","no migration background","17","","",""
"Rarely","1988","Other degree","direct migration background","389","0.379241222993175","0.349435929296717","0.409046516689632"
"Rarely","1988","Other degree","indirect migration background","4","","",""
"Rarely","1988","no degree/no degree yet","no migration background","97","0.495837016583904","0.422998053548212","0.568675979619596"
"Rarely","1988","no degree/no degree yet","direct migration background","235","0.354319225865112","0.318886435259967","0.389752016470257"
"Rarely","1988","no degree/no degree yet","indirect migration background","12","","",""
"Never","1988","lower secondary degree","no migration background","962","0.266085651184601","0.252608239881487","0.279563062487715"
"Never","1988","lower secondary degree","direct migration background","141","0.276308995014189","0.240881007830139","0.31173698219824"
"Never","1988","lower secondary degree","indirect migration background","17","","",""
"Never","1988","secondary school degree","no migration background","278","0.199217893202755","0.179397733773461","0.219038052632049"
"Never","1988","secondary school degree","direct migration background","35","0.269461117094818","0.198927522372624","0.339994711817011"
"Never","1988","secondary school degree","indirect migration background","10","","",""
"Never","1988","college entrance qualification","no migration background","182","0.182008379381595","0.158602877372736","0.205413881390454"
"Never","1988","college entrance qualification","direct migration background","14","","",""
"Never","1988","college entrance qualification","indirect migration background","3","","",""
"Never","1988","Other degree","no migration background","10","","",""
"Never","1988","Other degree","direct migration background","227","0.215719695022743","0.190452632479636","0.240986757565849"
"Never","1988","Other degree","indirect migration background","2","","",""
"Never","1988","no degree/no degree yet","no migration background","40","0.251578570380995","0.188363775493814","0.314793365268176"
"Never","1988","no degree/no degree yet","direct migration background","195","0.284476074803547","0.251053952472528","0.317898197134567"
"Never","1988","no degree/no degree yet","indirect migration background","5","","",""
"Min 1x per week","1989","lower secondary degree","no migration background","","","",""
"Min 1x per week","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1989","secondary school degree","no migration background","","","",""
"Min 1x per week","1989","secondary school degree","direct migration background","","","",""
"Min 1x per week","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1989","college entrance qualification","no migration background","","","",""
"Min 1x per week","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1989","Other degree","no migration background","","","",""
"Min 1x per week","1989","Other degree","direct migration background","","","",""
"Min 1x per week","1989","Other degree","indirect migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1989","lower secondary degree","no migration background","","","",""
"Min 1x per month","1989","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1989","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1989","secondary school degree","no migration background","","","",""
"Min 1x per month","1989","secondary school degree","direct migration background","","","",""
"Min 1x per month","1989","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1989","college entrance qualification","no migration background","","","",""
"Min 1x per month","1989","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1989","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1989","Other degree","no migration background","","","",""
"Min 1x per month","1989","Other degree","direct migration background","","","",""
"Min 1x per month","1989","Other degree","indirect migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1989","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1989","lower secondary degree","no migration background","","","",""
"Rarely","1989","lower secondary degree","direct migration background","","","",""
"Rarely","1989","lower secondary degree","indirect migration background","","","",""
"Rarely","1989","secondary school degree","no migration background","","","",""
"Rarely","1989","secondary school degree","direct migration background","","","",""
"Rarely","1989","secondary school degree","indirect migration background","","","",""
"Rarely","1989","college entrance qualification","no migration background","","","",""
"Rarely","1989","college entrance qualification","direct migration background","","","",""
"Rarely","1989","college entrance qualification","indirect migration background","","","",""
"Rarely","1989","Other degree","no migration background","","","",""
"Rarely","1989","Other degree","direct migration background","","","",""
"Rarely","1989","Other degree","indirect migration background","","","",""
"Rarely","1989","no degree/no degree yet","no migration background","","","",""
"Rarely","1989","no degree/no degree yet","direct migration background","","","",""
"Rarely","1989","no degree/no degree yet","indirect migration background","","","",""
"Never","1989","lower secondary degree","no migration background","","","",""
"Never","1989","lower secondary degree","direct migration background","","","",""
"Never","1989","lower secondary degree","indirect migration background","","","",""
"Never","1989","secondary school degree","no migration background","","","",""
"Never","1989","secondary school degree","direct migration background","","","",""
"Never","1989","secondary school degree","indirect migration background","","","",""
"Never","1989","college entrance qualification","no migration background","","","",""
"Never","1989","college entrance qualification","direct migration background","","","",""
"Never","1989","college entrance qualification","indirect migration background","","","",""
"Never","1989","Other degree","no migration background","","","",""
"Never","1989","Other degree","direct migration background","","","",""
"Never","1989","Other degree","indirect migration background","","","",""
"Never","1989","no degree/no degree yet","no migration background","","","",""
"Never","1989","no degree/no degree yet","direct migration background","","","",""
"Never","1989","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1990","lower secondary degree","no migration background","269","0.155804770311952","0.138300275340609","0.173309265283295"
"Min 1x per week","1990","lower secondary degree","direct migration background","15","","",""
"Min 1x per week","1990","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1990","secondary school degree","no migration background","366","0.186460023662902","0.169369358810608","0.203550688515196"
"Min 1x per week","1990","secondary school degree","direct migration background","6","","",""
"Min 1x per week","1990","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1990","college entrance qualification","no migration background","94","0.180640379300185","0.147348822418956","0.213931936181415"
"Min 1x per week","1990","college entrance qualification","direct migration background","6","","",""
"Min 1x per week","1990","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1990","Other degree","no migration background","7","","",""
"Min 1x per week","1990","Other degree","direct migration background","1","","",""
"Min 1x per week","1990","Other degree","indirect migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","no migration background","6","","",""
"Min 1x per week","1990","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1990","lower secondary degree","no migration background","396","0.227152016235933","0.206929131787808","0.247374900684058"
"Min 1x per month","1990","lower secondary degree","direct migration background","18","","",""
"Min 1x per month","1990","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1990","secondary school degree","no migration background","642","0.327787070000347","0.307189026022043","0.34838511397865"
"Min 1x per month","1990","secondary school degree","direct migration background","11","","",""
"Min 1x per month","1990","secondary school degree","indirect migration background","1","","",""
"Min 1x per month","1990","college entrance qualification","no migration background","170","0.326933632813807","0.2863409127852","0.367526352842415"
"Min 1x per month","1990","college entrance qualification","direct migration background","6","","",""
"Min 1x per month","1990","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1990","Other degree","no migration background","17","","",""
"Min 1x per month","1990","Other degree","direct migration background","1","","",""
"Min 1x per month","1990","Other degree","indirect migration background","","","",""
"Min 1x per month","1990","no degree/no degree yet","no migration background","9","","",""
"Min 1x per month","1990","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1990","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1990","lower secondary degree","no migration background","736","0.430127431760698","0.406231431756538","0.454023431764857"
"Rarely","1990","lower secondary degree","direct migration background","33","0.460901041946039","0.348088976544478","0.5737131073476"
"Rarely","1990","lower secondary degree","indirect migration background","","","",""
"Rarely","1990","secondary school degree","no migration background","882","0.422439685729404","0.400764757482258","0.44411461397655"
"Rarely","1990","secondary school degree","direct migration background","11","","",""
"Rarely","1990","secondary school degree","indirect migration background","","","",""
"Rarely","1990","college entrance qualification","no migration background","234","0.460380028099028","0.417248816954818","0.503511239243238"
"Rarely","1990","college entrance qualification","direct migration background","9","","",""
"Rarely","1990","college entrance qualification","indirect migration background","","","",""
"Rarely","1990","Other degree","no migration background","22","","",""
"Rarely","1990","Other degree","direct migration background","3","","",""
"Rarely","1990","Other degree","indirect migration background","","","",""
"Rarely","1990","no degree/no degree yet","no migration background","22","","",""
"Rarely","1990","no degree/no degree yet","direct migration background","4","","",""
"Rarely","1990","no degree/no degree yet","indirect migration background","","","",""
"Never","1990","lower secondary degree","no migration background","248","0.186915781691418","0.168099729255412","0.205731834127423"
"Never","1990","lower secondary degree","direct migration background","9","","",""
"Never","1990","lower secondary degree","indirect migration background","1","","",""
"Never","1990","secondary school degree","no migration background","105","0.0633132206073473","0.05262707619004","0.0739993650246547"
"Never","1990","secondary school degree","direct migration background","2","","",""
"Never","1990","secondary school degree","indirect migration background","","","",""
"Never","1990","college entrance qualification","no migration background","15","","",""
"Never","1990","college entrance qualification","direct migration background","2","","",""
"Never","1990","college entrance qualification","indirect migration background","","","",""
"Never","1990","Other degree","no migration background","6","","",""
"Never","1990","Other degree","direct migration background","2","","",""
"Never","1990","Other degree","indirect migration background","","","",""
"Never","1990","no degree/no degree yet","no migration background","4","","",""
"Never","1990","no degree/no degree yet","direct migration background","","","",""
"Never","1990","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per week","1991","lower secondary degree","no migration background","","","",""
"Min 1x per week","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per week","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per week","1991","secondary school degree","no migration background","","","",""
"Min 1x per week","1991","secondary school degree","direct migration background","","","",""
"Min 1x per week","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per week","1991","college entrance qualification","no migration background","","","",""
"Min 1x per week","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per week","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per week","1991","Other degree","no migration background","","","",""
"Min 1x per week","1991","Other degree","direct migration background","","","",""
"Min 1x per week","1991","Other degree","indirect migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per week","1991","no degree/no degree yet","indirect migration background","","","",""
"Min 1x per month","1991","lower secondary degree","no migration background","","","",""
"Min 1x per month","1991","lower secondary degree","direct migration background","","","",""
"Min 1x per month","1991","lower secondary degree","indirect migration background","","","",""
"Min 1x per month","1991","secondary school degree","no migration background","","","",""
"Min 1x per month","1991","secondary school degree","direct migration background","","","",""
"Min 1x per month","1991","secondary school degree","indirect migration background","","","",""
"Min 1x per month","1991","college entrance qualification","no migration background","","","",""
"Min 1x per month","1991","college entrance qualification","direct migration background","","","",""
"Min 1x per month","1991","college entrance qualification","indirect migration background","","","",""
"Min 1x per month","1991","Other degree","no migration background","","","",""
"Min 1x per month","1991","Other degree","direct migration background","","","",""
"Min 1x per month","1991","Other degree","indirect migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","no migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","direct migration background","","","",""
"Min 1x per month","1991","no degree/no degree yet","indirect migration background","","","",""
"Rarely","1991","lower secondary degree","no migration background","","","",""
"Rarely","1991","lower secondary degree","direct migration background","","","",""
"Rarely","1991","lower secondary degree","indirect migration background","","","",""
"Rarely","1991","secondary school degree","no migration background","","","",""
"Rarely","1991","secondary school degree","direct migration background","","","",""
"Rarely","1991","secondary school degree","indirect migration background","","","",""
"Rarely","1991","college entrance qualification","no migration background","","","",""
