"plh0206i04","year","age_gr","e11102","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","16-34 y.","Not Employed","489","0.285062668532904","0.263045270772395","0.307080066293412","6"
"6 on scale 1-7","2005","35-65 y.","Employed","3020","0.32585613066267","0.316118745911825","0.335593515413514","6"
"6 on scale 1-7","2005","16-34 y.","Employed","1292","0.344960997204747","0.329648414018527","0.360273580390966","6"
"7 Strongly agree","2005","66 and older","Employed","93","0.437161371293307","0.372633401650645","0.501689340935969","7"
"7 Strongly agree","2005","66 and older","Not Employed","1429","0.402899378874627","0.386764861654443","0.419033896094811","7"
"7 Strongly agree","2005","35-65 y.","Not Employed","1075","0.408069086975359","0.389489510174104","0.426648663776614","7"
"7 Strongly agree","2005","35-65 y.","Employed","3341","0.391947139089864","0.381804814504553","0.402089463675174","7"
"7 Strongly agree","2005","16-34 y.","Not Employed","535","0.345704094059168","0.322508730150219","0.368899457968116","7"
"7 Strongly agree","2005","16-34 y.","Employed","1282","0.340318456978183","0.325055460564303","0.355581453392063","7"
"1 Strongly disagree","2006","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2006","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2006","66 and older","Employed","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2006","66 and older","Employed","","","","","4"
"4 on scale 1-7","2006","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Not Employed","","","","","4"
"5 on scale 1-7","2006","66 and older","Employed","","","","","5"
"5 on scale 1-7","2006","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2006","66 and older","Employed","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2006","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2006","66 and older","Employed","","","","","7"
"7 Strongly agree","2006","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2006","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2006","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2006","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2006","16-34 y.","Employed","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Not Employed","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2007","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2007","66 and older","Employed","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Employed","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Not Employed","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2007","66 and older","Employed","","","","","4"
"4 on scale 1-7","2007","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Employed","","","","","4"
"5 on scale 1-7","2007","66 and older","Employed","","","","","5"
"5 on scale 1-7","2007","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Not Employed","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Employed","","","","","5"
"6 on scale 1-7","2007","66 and older","Employed","","","","","6"
"6 on scale 1-7","2007","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Employed","","","","","6"
"7 Strongly agree","2007","66 and older","Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2007","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2007","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2008","66 and older","Employed","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Not Employed","","","","","3"
"4 on scale 1-7","2008","66 and older","Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2008","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2008","66 and older","Employed","","","","","5"
"5 on scale 1-7","2008","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2008","66 and older","Employed","","","","","6"
"6 on scale 1-7","2008","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2008","66 and older","Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2008","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2008","66 and older","Not Employed","","","","","7"
"7 Strongly agree","2008","16-34 y.","Employed","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2009","66 and older","Employed","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Employed","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Employed","","","","","3"
"4 on scale 1-7","2009","66 and older","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2009","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2009","66 and older","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2009","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2009","66 and older","Employed","","","","","6"
"6 on scale 1-7","2009","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2009","66 and older","Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2009","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2009","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Employed","7","","","","1"
"1 Strongly disagree","2010","35-65 y.","Not Employed","14","","","","1"
"1 Strongly disagree","2010","35-65 y.","Employed","40","0.00600594577516971","0.00424135375006726","0.00777053780027217","1"
"1 Strongly disagree","2010","66 and older","Not Employed","41","0.0120198367046647","0.00852078740101479","0.0155188860083147","1"
"1 Strongly disagree","2010","66 and older","Employed","4","","","","1"
"1 Strongly disagree","2010","16-34 y.","Not Employed","9","","","","1"
"2 on scale 1-7 ","2010","35-65 y.","Not Employed","26","","","","2"
"2 on scale 1-7 ","2010","35-65 y.","Employed","60","0.0120033645877975","0.00951627776233633","0.0144904514132588","2"
"2 on scale 1-7 ","2010","16-34 y.","Employed","18","","","","2"
"2 on scale 1-7 ","2010","66 and older","Employed","3","","","","2"
"2 on scale 1-7 ","2010","66 and older","Not Employed","41","0.0107682613119093","0.00745429202110193","0.0140822306027167","2"
"2 on scale 1-7 ","2010","16-34 y.","Not Employed","12","","","","2"
"3 on scale 1-7 ","2010","16-34 y.","Employed","62","0.0289964726555223","0.0226318091283354","0.0353611361827091","3"
"3 on scale 1-7 ","2010","35-65 y.","Not Employed","35","0.0166684372961772","0.0105664159906954","0.022770458601659","3"
"3 on scale 1-7 ","2010","16-34 y.","Not Employed","23","","","","3"
"3 on scale 1-7 ","2010","66 and older","Employed","4","","","","3"
"3 on scale 1-7 ","2010","66 and older","Not Employed","84","0.0198707864893298","0.0153897770256029","0.0243517959530566","3"
"3 on scale 1-7 ","2010","35-65 y.","Employed","179","0.0288575597933869","0.025034307264896","0.0326808123218778","3"
"4 on scale 1-7","2010","66 and older","Employed","23","","","","4"
"4 on scale 1-7","2010","66 and older","Not Employed","323","0.0866641123114455","0.0776304973951744","0.0956977272277167","4"
"4 on scale 1-7","2010","35-65 y.","Not Employed","150","0.0925933700022197","0.0787778509307281","0.106408889073711","4"
"4 on scale 1-7","2010","16-34 y.","Employed","232","0.102951815824186","0.0914247877332383","0.114478843915135","4"
"4 on scale 1-7","2010","35-65 y.","Employed","665","0.0951587343389072","0.0884572309239447","0.10186023775387","4"
"4 on scale 1-7","2010","16-34 y.","Not Employed","97","0.108640924633121","0.0883889432543462","0.128892906011895","4"
"5 on scale 1-7","2010","66 and older","Employed","49","0.142521179091809","0.10302853170625","0.182013826477368","5"
"5 on scale 1-7","2010","35-65 y.","Not Employed","281","0.1583921377929","0.140990184870378","0.175794090715421","5"
"5 on scale 1-7","2010","66 and older","Not Employed","679","0.179698034758537","0.167370245388381","0.192025824128693","5"
"5 on scale 1-7","2010","35-65 y.","Employed","1343","0.158460763779736","0.150120884339196","0.166800643220276","5"
"5 on scale 1-7","2010","16-34 y.","Employed","541","0.223301903147798","0.2075052605203","0.239098545775296","5"
"5 on scale 1-7","2010","16-34 y.","Not Employed","191","0.225433511440103","0.198238888781204","0.252628134099002","5"
"6 on scale 1-7","2010","66 and older","Employed","98","0.346646170594707","0.292883322541947","0.400409018647466","6"
"6 on scale 1-7","2010","35-65 y.","Not Employed","536","0.312956930941725","0.290856000603493","0.335057861279957","6"
"6 on scale 1-7","2010","66 and older","Not Employed","1102","0.276320069150754","0.261961665950647","0.29067847235086","6"
"6 on scale 1-7","2010","16-34 y.","Employed","949","0.324545169041065","0.306785773057067","0.342304565025063","6"
"6 on scale 1-7","2010","35-65 y.","Employed","2622","0.349714851280376","0.33882377822644","0.360605924334313","6"
"6 on scale 1-7","2010","16-34 y.","Not Employed","296","0.29094294865318","0.261384001868245","0.320501895438115","6"
"7 Strongly agree","2010","66 and older","Employed","120","0.35535469934428","0.301284709835282","0.409424688853278","7"
"7 Strongly agree","2010","16-34 y.","Not Employed","279","0.312607637911827","0.282439632935819","0.342775642887836","7"
"7 Strongly agree","2010","16-34 y.","Employed","861","0.31355977931808","0.295962156840547","0.331157401795613","7"
"7 Strongly agree","2010","35-65 y.","Not Employed","649","0.391538521775487","0.368274752619427","0.414802290931547","7"
"7 Strongly agree","2010","35-65 y.","Employed","2456","0.349798780444626","0.338907103513817","0.360690457375435","7"
"7 Strongly agree","2010","66 and older","Not Employed","1456","0.41465889927336","0.398839985056748","0.430477813489973","7"
"1 Strongly disagree","2011","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2011","66 and older","Employed","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2011","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2011","66 and older","Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2011","66 and older","Employed","","","","","5"
"5 on scale 1-7","2011","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2011","66 and older","Not Employed","","","","","6"
"7 Strongly agree","2011","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Employed","","","","","7"
"7 Strongly agree","2011","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2011","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2011","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Not Employed","","","","","1"
"1 Strongly disagree","2012","66 and older","Employed","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Not Employed","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2012","66 and older","Employed","","","","","4"
"4 on scale 1-7","2012","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Employed","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Not Employed","","","","","4"
"5 on scale 1-7","2012","66 and older","Employed","","","","","5"
"5 on scale 1-7","2012","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Employed","","","","","6"
"6 on scale 1-7","2012","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Employed","","","","","6"
"7 Strongly agree","2012","66 and older","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2012","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2012","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2012","66 and older","Not Employed","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Employed","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Not Employed","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Employed","","","","","1"
"1 Strongly disagree","2013","66 and older","Not Employed","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Employed","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Employed","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Not Employed","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Employed","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Not Employed","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Employed","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Not Employed","","","","","3"
"4 on scale 1-7","2013","66 and older","Employed","","","","","4"
"4 on scale 1-7","2013","66 and older","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Not Employed","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Employed","","","","","4"
"5 on scale 1-7","2013","66 and older","Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Not Employed","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Employed","","","","","5"
"5 on scale 1-7","2013","66 and older","Not Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Employed","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Not Employed","","","","","5"
"6 on scale 1-7","2013","16-34 y.","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Employed","","","","","6"
"6 on scale 1-7","2013","66 and older","Not Employed","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Not Employed","","","","","6"
"6 on scale 1-7","2013","35-65 y.","Employed","","","","","6"
"6 on scale 1-7","2013","16-34 y.","Not Employed","","","","","6"
"7 Strongly agree","2013","66 and older","Employed","","","","","7"
"7 Strongly agree","2013","16-34 y.","Not Employed","","","","","7"
"7 Strongly agree","2013","16-34 y.","Employed","","","","","7"
"7 Strongly agree","2013","35-65 y.","Not Employed","","","","","7"
"7 Strongly agree","2013","35-65 y.","Employed","","","","","7"
"7 Strongly agree","2013","66 and older","Not Employed","","","","","7"
