"plh0206i04","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2007","no migration background","East Germany","","","",""
"7 Strongly agree","2007","direct migration background","West Germany","","","",""
"7 Strongly agree","2007","direct migration background","East Germany","","","",""
"7 Strongly agree","2007","indirect migration background","West Germany","","","",""
"7 Strongly agree","2007","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2008","no migration background","West Germany","","","",""
"1 Strongly disagree","2008","no migration background","East Germany","","","",""
"1 Strongly disagree","2008","direct migration background","West Germany","","","",""
"1 Strongly disagree","2008","direct migration background","East Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2008","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2008","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2008","no migration background","West Germany","","","",""
"4 on scale 1-7","2008","no migration background","East Germany","","","",""
"4 on scale 1-7","2008","direct migration background","West Germany","","","",""
"4 on scale 1-7","2008","direct migration background","East Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2008","no migration background","West Germany","","","",""
"5 on scale 1-7","2008","no migration background","East Germany","","","",""
"5 on scale 1-7","2008","direct migration background","West Germany","","","",""
"5 on scale 1-7","2008","direct migration background","East Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2008","no migration background","West Germany","","","",""
"6 on scale 1-7","2008","no migration background","East Germany","","","",""
"6 on scale 1-7","2008","direct migration background","West Germany","","","",""
"6 on scale 1-7","2008","direct migration background","East Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2008","indirect migration background","East Germany","","","",""
"7 Strongly agree","2008","no migration background","West Germany","","","",""
"7 Strongly agree","2008","no migration background","East Germany","","","",""
"7 Strongly agree","2008","direct migration background","West Germany","","","",""
"7 Strongly agree","2008","direct migration background","East Germany","","","",""
"7 Strongly agree","2008","indirect migration background","West Germany","","","",""
"7 Strongly agree","2008","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2009","no migration background","West Germany","","","",""
"1 Strongly disagree","2009","no migration background","East Germany","","","",""
"1 Strongly disagree","2009","direct migration background","West Germany","","","",""
"1 Strongly disagree","2009","direct migration background","East Germany","","","",""
"1 Strongly disagree","2009","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2009","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2009","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2009","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2009","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2009","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2009","no migration background","West Germany","","","",""
"4 on scale 1-7","2009","no migration background","East Germany","","","",""
"4 on scale 1-7","2009","direct migration background","West Germany","","","",""
"4 on scale 1-7","2009","direct migration background","East Germany","","","",""
"4 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2009","no migration background","West Germany","","","",""
"5 on scale 1-7","2009","no migration background","East Germany","","","",""
"5 on scale 1-7","2009","direct migration background","West Germany","","","",""
"5 on scale 1-7","2009","direct migration background","East Germany","","","",""
"5 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2009","no migration background","West Germany","","","",""
"6 on scale 1-7","2009","no migration background","East Germany","","","",""
"6 on scale 1-7","2009","direct migration background","West Germany","","","",""
"6 on scale 1-7","2009","direct migration background","East Germany","","","",""
"6 on scale 1-7","2009","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2009","indirect migration background","East Germany","","","",""
"7 Strongly agree","2009","no migration background","West Germany","","","",""
"7 Strongly agree","2009","no migration background","East Germany","","","",""
"7 Strongly agree","2009","direct migration background","West Germany","","","",""
"7 Strongly agree","2009","direct migration background","East Germany","","","",""
"7 Strongly agree","2009","indirect migration background","West Germany","","","",""
"7 Strongly agree","2009","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2010","no migration background","West Germany","75","0.00867255001922503","0.00690029822305384","0.0104448018153962"
"1 Strongly disagree","2010","no migration background","East Germany","25","","",""
"1 Strongly disagree","2010","direct migration background","West Germany","7","","",""
"1 Strongly disagree","2010","direct migration background","East Germany","1","","",""
"1 Strongly disagree","2010","indirect migration background","West Germany","7","","",""
"1 Strongly disagree","2010","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2010","no migration background","West Germany","95","0.011155038518567","0.0091475961217514","0.0131624809153825"
"2 on scale 1-7 ","2010","no migration background","East Germany","36","0.00825648544042806","0.00546166075534746","0.0110513101255087"
"2 on scale 1-7 ","2010","direct migration background","West Germany","21","","",""
"2 on scale 1-7 ","2010","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2010","indirect migration background","West Germany","7","","",""
"2 on scale 1-7 ","2010","indirect migration background","East Germany","1","","",""
"3 on scale 1-7 ","2010","no migration background","West Germany","269","0.0281101532348414","0.0249509062360424","0.0312694002336403"
"3 on scale 1-7 ","2010","no migration background","East Germany","75","0.0162425735879499","0.0123384036805036","0.0201467434953962"
"3 on scale 1-7 ","2010","direct migration background","West Germany","26","","",""
"3 on scale 1-7 ","2010","direct migration background","East Germany","3","","",""
"3 on scale 1-7 ","2010","indirect migration background","West Germany","13","","",""
"3 on scale 1-7 ","2010","indirect migration background","East Germany","1","","",""
"4 on scale 1-7","2010","no migration background","West Germany","961","0.0967922139433482","0.0911407950300835","0.102443632856613"
"4 on scale 1-7","2010","no migration background","East Germany","392","0.103911166230471","0.0944865447105164","0.113335787750426"
"4 on scale 1-7","2010","direct migration background","West Germany","86","0.0768114541285916","0.0628475105572841","0.0907753976998991"
"4 on scale 1-7","2010","direct migration background","East Germany","2","","",""
"4 on scale 1-7","2010","indirect migration background","West Germany","46","0.07996819543305","0.0586174857850809","0.101318905081019"
"4 on scale 1-7","2010","indirect migration background","East Germany","3","","",""
"5 on scale 1-7","2010","no migration background","West Germany","2032","0.185651606218719","0.178219739199819","0.193083473237619"
"5 on scale 1-7","2010","no migration background","East Germany","725","0.172630788287113","0.160958229202482","0.184303347371745"
"5 on scale 1-7","2010","direct migration background","West Germany","229","0.145549520906558","0.127056888926625","0.164042152886492"
"5 on scale 1-7","2010","direct migration background","East Germany","2","","",""
"5 on scale 1-7","2010","indirect migration background","West Germany","88","0.172937742886971","0.143168606167735","0.202706879606206"
"5 on scale 1-7","2010","indirect migration background","East Germany","8","","",""
"6 on scale 1-7","2010","no migration background","West Germany","3529","0.320780683608468","0.311858881810158","0.329702485406777"
"6 on scale 1-7","2010","no migration background","East Germany","1402","0.336258583902689","0.321667302780823","0.350849865024555"
"6 on scale 1-7","2010","direct migration background","West Germany","433","0.301249875977246","0.277191058612662","0.325308693341829"
"6 on scale 1-7","2010","direct migration background","East Germany","24","","",""
"6 on scale 1-7","2010","indirect migration background","West Germany","200","0.316117074659082","0.279518252932928","0.352715896385236"
"6 on scale 1-7","2010","indirect migration background","East Germany","15","","",""
"7 Strongly agree","2010","no migration background","West Germany","3554","0.348837754456832","0.339728144135921","0.357947364777742"
"7 Strongly agree","2010","no migration background","East Germany","1372","0.354726330564396","0.339949681426416","0.369502979702376"
"7 Strongly agree","2010","direct migration background","West Germany","595","0.432353370404278","0.40637521298366","0.458331527824897"
"7 Strongly agree","2010","direct migration background","East Germany","31","0.609262359129227","0.488780235117754","0.729744483140699"
"7 Strongly agree","2010","indirect migration background","West Germany","259","0.380006093990479","0.341799243642709","0.41821294433825"
"7 Strongly agree","2010","indirect migration background","East Germany","10","","",""
"1 Strongly disagree","2011","no migration background","West Germany","","","",""
"1 Strongly disagree","2011","no migration background","East Germany","","","",""
"1 Strongly disagree","2011","direct migration background","West Germany","","","",""
"1 Strongly disagree","2011","direct migration background","East Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2011","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2011","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2011","no migration background","West Germany","","","",""
"4 on scale 1-7","2011","no migration background","East Germany","","","",""
"4 on scale 1-7","2011","direct migration background","West Germany","","","",""
"4 on scale 1-7","2011","direct migration background","East Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2011","no migration background","West Germany","","","",""
"5 on scale 1-7","2011","no migration background","East Germany","","","",""
"5 on scale 1-7","2011","direct migration background","West Germany","","","",""
"5 on scale 1-7","2011","direct migration background","East Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2011","no migration background","West Germany","","","",""
"6 on scale 1-7","2011","no migration background","East Germany","","","",""
"6 on scale 1-7","2011","direct migration background","West Germany","","","",""
"6 on scale 1-7","2011","direct migration background","East Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2011","indirect migration background","East Germany","","","",""
"7 Strongly agree","2011","no migration background","West Germany","","","",""
"7 Strongly agree","2011","no migration background","East Germany","","","",""
"7 Strongly agree","2011","direct migration background","West Germany","","","",""
"7 Strongly agree","2011","direct migration background","East Germany","","","",""
"7 Strongly agree","2011","indirect migration background","West Germany","","","",""
"7 Strongly agree","2011","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2012","no migration background","West Germany","","","",""
"1 Strongly disagree","2012","no migration background","East Germany","","","",""
"1 Strongly disagree","2012","direct migration background","West Germany","","","",""
"1 Strongly disagree","2012","direct migration background","East Germany","","","",""
"1 Strongly disagree","2012","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2012","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2012","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2012","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2012","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2012","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2012","no migration background","West Germany","","","",""
"4 on scale 1-7","2012","no migration background","East Germany","","","",""
"4 on scale 1-7","2012","direct migration background","West Germany","","","",""
"4 on scale 1-7","2012","direct migration background","East Germany","","","",""
"4 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2012","no migration background","West Germany","","","",""
"5 on scale 1-7","2012","no migration background","East Germany","","","",""
"5 on scale 1-7","2012","direct migration background","West Germany","","","",""
"5 on scale 1-7","2012","direct migration background","East Germany","","","",""
"5 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2012","no migration background","West Germany","","","",""
"6 on scale 1-7","2012","no migration background","East Germany","","","",""
"6 on scale 1-7","2012","direct migration background","West Germany","","","",""
"6 on scale 1-7","2012","direct migration background","East Germany","","","",""
"6 on scale 1-7","2012","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2012","indirect migration background","East Germany","","","",""
"7 Strongly agree","2012","no migration background","West Germany","","","",""
"7 Strongly agree","2012","no migration background","East Germany","","","",""
"7 Strongly agree","2012","direct migration background","West Germany","","","",""
"7 Strongly agree","2012","direct migration background","East Germany","","","",""
"7 Strongly agree","2012","indirect migration background","West Germany","","","",""
"7 Strongly agree","2012","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2013","no migration background","West Germany","","","",""
"1 Strongly disagree","2013","no migration background","East Germany","","","",""
"1 Strongly disagree","2013","direct migration background","West Germany","","","",""
"1 Strongly disagree","2013","direct migration background","East Germany","","","",""
"1 Strongly disagree","2013","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2013","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2013","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2013","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2013","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2013","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2013","no migration background","West Germany","","","",""
"4 on scale 1-7","2013","no migration background","East Germany","","","",""
"4 on scale 1-7","2013","direct migration background","West Germany","","","",""
"4 on scale 1-7","2013","direct migration background","East Germany","","","",""
"4 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2013","no migration background","West Germany","","","",""
"5 on scale 1-7","2013","no migration background","East Germany","","","",""
"5 on scale 1-7","2013","direct migration background","West Germany","","","",""
"5 on scale 1-7","2013","direct migration background","East Germany","","","",""
"5 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2013","no migration background","West Germany","","","",""
"6 on scale 1-7","2013","no migration background","East Germany","","","",""
"6 on scale 1-7","2013","direct migration background","West Germany","","","",""
"6 on scale 1-7","2013","direct migration background","East Germany","","","",""
"6 on scale 1-7","2013","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2013","indirect migration background","East Germany","","","",""
"7 Strongly agree","2013","no migration background","West Germany","","","",""
"7 Strongly agree","2013","no migration background","East Germany","","","",""
"7 Strongly agree","2013","direct migration background","West Germany","","","",""
"7 Strongly agree","2013","direct migration background","East Germany","","","",""
"7 Strongly agree","2013","indirect migration background","West Germany","","","",""
"7 Strongly agree","2013","indirect migration background","East Germany","","","",""
"1 Strongly disagree","2014","no migration background","West Germany","","","",""
"1 Strongly disagree","2014","no migration background","East Germany","","","",""
"1 Strongly disagree","2014","direct migration background","West Germany","","","",""
"1 Strongly disagree","2014","direct migration background","East Germany","","","",""
"1 Strongly disagree","2014","indirect migration background","West Germany","","","",""
"1 Strongly disagree","2014","indirect migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","no migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","no migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","direct migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","direct migration background","East Germany","","","",""
"2 on scale 1-7 ","2014","indirect migration background","West Germany","","","",""
"2 on scale 1-7 ","2014","indirect migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","no migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","no migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","direct migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","direct migration background","East Germany","","","",""
"3 on scale 1-7 ","2014","indirect migration background","West Germany","","","",""
"3 on scale 1-7 ","2014","indirect migration background","East Germany","","","",""
"4 on scale 1-7","2014","no migration background","West Germany","","","",""
"4 on scale 1-7","2014","no migration background","East Germany","","","",""
"4 on scale 1-7","2014","direct migration background","West Germany","","","",""
"4 on scale 1-7","2014","direct migration background","East Germany","","","",""
"4 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"4 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"5 on scale 1-7","2014","no migration background","West Germany","","","",""
"5 on scale 1-7","2014","no migration background","East Germany","","","",""
"5 on scale 1-7","2014","direct migration background","West Germany","","","",""
"5 on scale 1-7","2014","direct migration background","East Germany","","","",""
"5 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"5 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"6 on scale 1-7","2014","no migration background","West Germany","","","",""
"6 on scale 1-7","2014","no migration background","East Germany","","","",""
"6 on scale 1-7","2014","direct migration background","West Germany","","","",""
"6 on scale 1-7","2014","direct migration background","East Germany","","","",""
"6 on scale 1-7","2014","indirect migration background","West Germany","","","",""
"6 on scale 1-7","2014","indirect migration background","East Germany","","","",""
"7 Strongly agree","2014","no migration background","West Germany","","","",""
"7 Strongly agree","2014","no migration background","East Germany","","","",""
"7 Strongly agree","2014","direct migration background","West Germany","","","",""
"7 Strongly agree","2014","direct migration background","East Germany","","","",""
"7 Strongly agree","2014","indirect migration background","West Germany","","","",""
"7 Strongly agree","2014","indirect migration background","East Germany","","","",""
