"plh0206i04","year","age_gr","regtyp","n","percent","lower_confidence","upper_confidence","value"
"4 on scale 1-7","2005","16-34 y.","Urban Area","318","0.0928487978007083","0.0833072822605747","0.102390313340842","4"
"4 on scale 1-7","2005","35-65 y.","Rural Area","303","0.0831474487871994","0.0743837205544329","0.091911177019966","4"
"5 on scale 1-7","2005","66 and older","Rural Area","182","0.137464722174713","0.118481994527217","0.156447449822208","5"
"5 on scale 1-7","2005","35-65 y.","Rural Area","627","0.155556652106459","0.144052774785892","0.167060529427027","5"
"5 on scale 1-7","2005","66 and older","Urban Area","410","0.160388021083012","0.146040491652644","0.174735550513379","5"
"5 on scale 1-7","2005","16-34 y.","Urban Area","684","0.196053191705725","0.183000803100661","0.209105580310789","5"
"5 on scale 1-7","2005","16-34 y.","Rural Area","338","0.198785971825976","0.180156991938445","0.217414951713508","5"
"5 on scale 1-7","2005","35-65 y.","Urban Area","1314","0.163442774638306","0.155223592915362","0.17166195636125","5"
"6 on scale 1-7","2005","66 and older","Rural Area","412","0.314902258362576","0.289296437100909","0.340508079624243","6"
"6 on scale 1-7","2005","35-65 y.","Urban Area","2596","0.323508825629752","0.313110293781922","0.333907357477582","6"
"6 on scale 1-7","2005","66 and older","Urban Area","743","0.291205801804","0.273442980965437","0.308968622642563","6"
"6 on scale 1-7","2005","16-34 y.","Urban Area","1141","0.321937410646234","0.30657674646808","0.337298074824387","6"
"6 on scale 1-7","2005","35-65 y.","Rural Area","1276","0.321505025205722","0.306680462588586","0.336329587822859","6"
"6 on scale 1-7","2005","16-34 y.","Rural Area","640","0.343587054997437","0.321418933148896","0.365755176845979","6"
"7 Strongly agree","2005","66 and older","Rural Area","507","0.404398025809466","0.377342428163753","0.431453623455179","7"
"7 Strongly agree","2005","66 and older","Urban Area","1015","0.405028962679328","0.385835965514001","0.424221959844654","7"
"7 Strongly agree","2005","35-65 y.","Urban Area","2919","0.390607437240286","0.379762757753215","0.401452116727357","7"
"7 Strongly agree","2005","35-65 y.","Rural Area","1497","0.407481655969334","0.391885426377834","0.423077885560835","7"
"7 Strongly agree","2005","16-34 y.","Urban Area","1265","0.347350722083267","0.331697151594824","0.36300429257171","7"
"7 Strongly agree","2005","16-34 y.","Rural Area","552","0.32968044789941","0.307736767250919","0.351624128547902","7"
"1 Strongly disagree","2006","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2006","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2006","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2006","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2006","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2006","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2006","35-65 y.","Urban Area","","","","","4"
"5 on scale 1-7","2006","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2006","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Urban Area","","","","","5"
"5 on scale 1-7","2006","16-34 y.","Rural Area","","","","","5"
"6 on scale 1-7","2006","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2006","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2006","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2006","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2006","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2006","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2006","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2007","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2007","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2007","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2007","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2007","66 and older","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","35-65 y.","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","66 and older","Urban Area","","","","","3"
"4 on scale 1-7","2007","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2007","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2007","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2007","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2007","35-65 y.","Rural Area","","","","","4"
"5 on scale 1-7","2007","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2007","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2007","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Urban Area","","","","","5"
"5 on scale 1-7","2007","16-34 y.","Rural Area","","","","","5"
"6 on scale 1-7","2007","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2007","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2007","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2007","16-34 y.","Rural Area","","","","","6"
"7 Strongly agree","2007","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2007","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2007","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2007","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2007","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2007","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2008","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2008","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2008","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2008","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2008","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2008","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","16-34 y.","Urban Area","","","","","2"
"3 on scale 1-7 ","2008","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","66 and older","Urban Area","","","","","3"
"4 on scale 1-7","2008","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2008","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2008","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2008","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2008","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2008","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2008","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2008","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2008","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2008","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2008","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2008","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2008","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2008","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2008","66 and older","Urban Area","","","","","7"
"7 Strongly agree","2008","16-34 y.","Rural Area","","","","","7"
"1 Strongly disagree","2009","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2009","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2009","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2009","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","66 and older","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","16-34 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","35-65 y.","Rural Area","","","","","3"
"4 on scale 1-7","2009","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2009","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2009","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2009","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2009","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2009","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2009","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2009","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2009","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2009","16-34 y.","Urban Area","","","","","6"
"7 Strongly agree","2009","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2009","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2009","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2010","16-34 y.","Rural Area","3","","","","1"
"1 Strongly disagree","2010","35-65 y.","Urban Area","28","","","","1"
"1 Strongly disagree","2010","35-65 y.","Rural Area","26","","","","1"
"1 Strongly disagree","2010","66 and older","Urban Area","28","","","","1"
"1 Strongly disagree","2010","66 and older","Rural Area","17","","","","1"
"1 Strongly disagree","2010","16-34 y.","Urban Area","13","","","","1"
"2 on scale 1-7 ","2010","35-65 y.","Urban Area","64","0.0145547240113346","0.011509891072055","0.0175995569506142","2"
"2 on scale 1-7 ","2010","35-65 y.","Rural Area","22","","","","2"
"2 on scale 1-7 ","2010","16-34 y.","Rural Area","13","","","","2"
"2 on scale 1-7 ","2010","66 and older","Rural Area","13","","","","2"
"2 on scale 1-7 ","2010","66 and older","Urban Area","31","0.0120639925222216","0.00791524305510372","0.0162127419893395","2"
"2 on scale 1-7 ","2010","16-34 y.","Urban Area","17","","","","2"
"3 on scale 1-7 ","2010","16-34 y.","Rural Area","30","0.0290178183176016","0.0193872775997703","0.0386483590354329","3"
"3 on scale 1-7 ","2010","35-65 y.","Urban Area","147","0.0285790385008585","0.0243428744740045","0.0328152025277125","3"
"3 on scale 1-7 ","2010","16-34 y.","Urban Area","55","0.0283058161963195","0.0216845322506843","0.0349271001419548","3"
"3 on scale 1-7 ","2010","66 and older","Rural Area","29","","","","3"
"3 on scale 1-7 ","2010","66 and older","Urban Area","59","0.0200929700513361","0.0147605816163623","0.0254253584863099","3"
"3 on scale 1-7 ","2010","35-65 y.","Rural Area","67","0.0222723320213206","0.0170885070511949","0.0274561569914463","3"
"4 on scale 1-7","2010","66 and older","Rural Area","108","0.0798792825478494","0.0655077422764056","0.0942508228192933","4"
"4 on scale 1-7","2010","66 and older","Urban Area","238","0.090470436809389","0.0795693693746588","0.101371504244119","4"
"4 on scale 1-7","2010","35-65 y.","Urban Area","523","0.0929966108144978","0.0856127544232212","0.100380467205774","4"
"4 on scale 1-7","2010","16-34 y.","Rural Area","104","0.0822775354000879","0.0665119906572315","0.0980430801429442","4"
"4 on scale 1-7","2010","35-65 y.","Rural Area","292","0.0982737674144852","0.0878165849619178","0.108730949867053","4"
"4 on scale 1-7","2010","16-34 y.","Urban Area","225","0.11351968100908","0.10085454961153","0.12618481240663","4"
"5 on scale 1-7","2010","66 and older","Rural Area","237","0.153896940134954","0.134768019774035","0.173025860495873","5"
"5 on scale 1-7","2010","35-65 y.","Urban Area","1110","0.163225873645263","0.153829855467465","0.172621891823061","5"
"5 on scale 1-7","2010","66 and older","Urban Area","491","0.187350278085926","0.172522156471889","0.202178399699963","5"
"5 on scale 1-7","2010","35-65 y.","Rural Area","514","0.148224171403712","0.135742271309874","0.16070607149755","5"
"5 on scale 1-7","2010","16-34 y.","Rural Area","237","0.237188314887265","0.212783923781467","0.261592705993062","5"
"5 on scale 1-7","2010","16-34 y.","Urban Area","495","0.218041705423935","0.201556242376031","0.234527168471839","5"
"6 on scale 1-7","2010","66 and older","Rural Area","433","0.309262606592178","0.284761594569415","0.333763618614941","6"
"6 on scale 1-7","2010","35-65 y.","Urban Area","2041","0.343470432336931","0.331397380948071","0.35554348372579","6"
"6 on scale 1-7","2010","66 and older","Urban Area","767","0.26890224075042","0.252052539321668","0.285751942179172","6"
"6 on scale 1-7","2010","16-34 y.","Rural Area","416","0.346627930756447","0.319324028359042","0.373931833153851","6"
"6 on scale 1-7","2010","35-65 y.","Rural Area","1117","0.341420521882114","0.324763113302876","0.358077930461352","6"
"6 on scale 1-7","2010","16-34 y.","Urban Area","829","0.304758653692184","0.286381197809028","0.32313610957534","6"
"7 Strongly agree","2010","66 and older","Rural Area","530","0.411586404145","0.385498710043","0.437674098247","7"
"7 Strongly agree","2010","16-34 y.","Urban Area","776","0.320987196211483","0.302348204887479","0.339626187535487","7"
"7 Strongly agree","2010","16-34 y.","Rural Area","364","0.295442809438307","0.269266555145507","0.321619063731107","7"
"7 Strongly agree","2010","35-65 y.","Urban Area","2030","0.352827999533286","0.3406791093382","0.364976889728372","7"
"7 Strongly agree","2010","35-65 y.","Rural Area","1075","0.367907874562911","0.35096768513559","0.384848063990231","7"
"7 Strongly agree","2010","66 and older","Urban Area","1046","0.409922680227056","0.391232533632914","0.428612826821199","7"
"1 Strongly disagree","2011","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2011","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2011","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2011","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2011","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2011","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2011","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2011","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2011","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2011","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2011","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2011","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2011","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2011","35-65 y.","Rural Area","","","","","6"
"6 on scale 1-7","2011","66 and older","Urban Area","","","","","6"
"7 Strongly agree","2011","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2011","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2011","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2011","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2012","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Urban Area","","","","","1"
"1 Strongly disagree","2012","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2012","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2012","16-34 y.","Urban Area","","","","","1"
"2 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2012","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2012","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2012","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2012","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Rural Area","","","","","4"
"4 on scale 1-7","2012","16-34 y.","Urban Area","","","","","4"
"5 on scale 1-7","2012","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2012","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2012","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2012","16-34 y.","Urban Area","","","","","5"
"6 on scale 1-7","2012","16-34 y.","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Rural Area","","","","","6"
"6 on scale 1-7","2012","66 and older","Urban Area","","","","","6"
"6 on scale 1-7","2012","16-34 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Urban Area","","","","","6"
"6 on scale 1-7","2012","35-65 y.","Rural Area","","","","","6"
"7 Strongly agree","2012","66 and older","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Urban Area","","","","","7"
"7 Strongly agree","2012","16-34 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","35-65 y.","Rural Area","","","","","7"
"7 Strongly agree","2012","66 and older","Urban Area","","","","","7"
"1 Strongly disagree","2013","16-34 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Rural Area","","","","","1"
"1 Strongly disagree","2013","16-34 y.","Urban Area","","","","","1"
"1 Strongly disagree","2013","35-65 y.","Rural Area","","","","","1"
"1 Strongly disagree","2013","66 and older","Urban Area","","","","","1"
"2 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","66 and older","Urban Area","","","","","2"
"3 on scale 1-7 ","2013","66 and older","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","66 and older","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","35-65 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","16-34 y.","Urban Area","","","","","3"
"4 on scale 1-7","2013","66 and older","Rural Area","","","","","4"
"4 on scale 1-7","2013","66 and older","Urban Area","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Urban Area","","","","","4"
"4 on scale 1-7","2013","35-65 y.","Rural Area","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Urban Area","","","","","4"
"4 on scale 1-7","2013","16-34 y.","Rural Area","","","","","4"
"5 on scale 1-7","2013","66 and older","Rural Area","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Urban Area","","","","","5"
"5 on scale 1-7","2013","35-65 y.","Rural Area","","","","","5"
"5 on scale 1-7","2013","66 and older","Urban Area","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Rural Area","","","","","5"
"5 on scale 1-7","2013","16-34 y.","Urban Area","","","","","5"
