"plh0206i04","year","migback","regtyp","n","percent","lower_confidence","upper_confidence","value"
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2006","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2006","direct migration background","Urban Area","","","","","4"
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2006","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2006","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2006","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2006","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2006","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2006","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2007","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2007","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2007","direct migration background","Rural Area","","","","","4"
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Urban Area","","","","","5"
"5 on scale 1-7","2007","no migration background","Rural Area","","","","","5"
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2007","no migration background","Rural Area","","","","","6"
"7 Strongly agree","2007","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2007","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2007","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2008","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2008","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","","","3"
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2008","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2008","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2008","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2008","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2008","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2008","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2008","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2008","indirect migration background","Urban Area","","","","","7"
"7 Strongly agree","2008","no migration background","Rural Area","","","","","7"
"1 Strongly disagree","2009","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2009","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2009","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2009","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2009","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","indirect migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2009","no migration background","Rural Area","","","","","2"
"3 on scale 1-7 ","2009","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","no migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2009","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","Rural Area","","","","","3"
"4 on scale 1-7","2009","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2009","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2009","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2009","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2009","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2009","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2009","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2009","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2009","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2009","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2009","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2009","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2009","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2009","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2009","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2009","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2010","no migration background","Rural Area","42","0.0108031276855806","0.00801107386597988","0.0135951815051813","1"
"1 Strongly disagree","2010","direct migration background","Urban Area","4","","","","1"
"1 Strongly disagree","2010","direct migration background","Rural Area","4","","","","1"
"1 Strongly disagree","2010","indirect migration background","Urban Area","7","","","","1"
"1 Strongly disagree","2010","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2010","no migration background","Urban Area","58","0.00738462720972622","0.00564232893097705","0.00912692548847539","1"
"2 on scale 1-7 ","2010","direct migration background","Urban Area","14","","","","2"
"2 on scale 1-7 ","2010","direct migration background","Rural Area","7","","","","2"
"2 on scale 1-7 ","2010","no migration background","Rural Area","38","0.00793365354096911","0.00553750003011013","0.0103298070518281","2"
"2 on scale 1-7 ","2010","indirect migration background","Rural Area","3","","","","2"
"2 on scale 1-7 ","2010","indirect migration background","Urban Area","5","","","","2"
"2 on scale 1-7 ","2010","no migration background","Urban Area","93","0.0118266951641167","0.00962672910209414","0.0140266612261393","2"
"3 on scale 1-7 ","2010","no migration background","Rural Area","115","0.0210079501245375","0.0171345792286177","0.0248813210204573","3"
"3 on scale 1-7 ","2010","direct migration background","Urban Area","22","","","","3"
"3 on scale 1-7 ","2010","no migration background","Urban Area","229","0.0278241926032544","0.0244772257508694","0.0311711594556395","3"
"3 on scale 1-7 ","2010","indirect migration background","Rural Area","4","","","","3"
"3 on scale 1-7 ","2010","indirect migration background","Urban Area","10","","","","3"
"3 on scale 1-7 ","2010","direct migration background","Rural Area","7","","","","3"
"4 on scale 1-7","2010","indirect migration background","Rural Area","10","","","","4"
"4 on scale 1-7","2010","indirect migration background","Urban Area","39","0.067647278044638","0.0467723022801693","0.0885222538091066","4"
"4 on scale 1-7","2010","direct migration background","Urban Area","69","0.0774560708934982","0.062210475095975","0.0927016666910215","4"
"4 on scale 1-7","2010","no migration background","Rural Area","475","0.0910409103690517","0.0832713198989965","0.0988105008391068","4"
"4 on scale 1-7","2010","direct migration background","Rural Area","19","","","","4"
"4 on scale 1-7","2010","no migration background","Urban Area","878","0.101957016225906","0.0957992266827704","0.108114805769042","4"
"5 on scale 1-7","2010","indirect migration background","Rural Area","19","","","","5"
"5 on scale 1-7","2010","direct migration background","Urban Area","194","0.142680582589799","0.122733613747998","0.1626275514316","5"
"5 on scale 1-7","2010","indirect migration background","Urban Area","77","0.182380776003721","0.150282938661731","0.21447861334571","5"
"5 on scale 1-7","2010","direct migration background","Rural Area","37","0.1436866597922","0.102527114447768","0.184846205136633","5"
"5 on scale 1-7","2010","no migration background","Rural Area","932","0.171294934018582","0.161118867901926","0.181471000135237","5"
"5 on scale 1-7","2010","no migration background","Urban Area","1825","0.188611769255647","0.180650790454176","0.196572748057118","5"
"6 on scale 1-7","2010","indirect migration background","Rural Area","39","0.382317001832567","0.288010283037756","0.476623720627378","6"
"6 on scale 1-7","2010","direct migration background","Urban Area","359","0.292690376658923","0.266740688248119","0.318640065069728","6"
"6 on scale 1-7","2010","indirect migration background","Urban Area","176","0.302847123666655","0.26465388967192","0.34104035766139","6"
"6 on scale 1-7","2010","no migration background","Rural Area","1829","0.333574662235045","0.32084021959679","0.3463091048733","6"
"6 on scale 1-7","2010","direct migration background","Rural Area","98","0.327674970074951","0.272599620354931","0.382750319794972","6"
"6 on scale 1-7","2010","no migration background","Urban Area","3102","0.319392490242893","0.30990440801834","0.328880572467446","6"
"7 Strongly agree","2010","indirect migration background","Rural Area","27","","","","7"
"7 Strongly agree","2010","no migration background","Urban Area","3091","0.343003209298456","0.333342735279191","0.352663683317721","7"
"7 Strongly agree","2010","no migration background","Rural Area","1835","0.364344762026234","0.351346815563713","0.377342708488756","7"
"7 Strongly agree","2010","direct migration background","Urban Area","519","0.451242525678984","0.422862134502523","0.479622916855444","7"
"7 Strongly agree","2010","direct migration background","Rural Area","107","0.385109225725251","0.328009116464448","0.442209334986053","7"
"7 Strongly agree","2010","indirect migration background","Urban Area","242","0.403897599140448","0.363112007506688","0.444683190774207","7"
"1 Strongly disagree","2011","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2011","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2011","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2011","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2011","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2011","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2011","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2011","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2011","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2011","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2011","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2011","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2011","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2011","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2011","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2011","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2011","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2011","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2011","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2011","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2011","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2011","indirect migration background","Urban Area","","","","","6"
"7 Strongly agree","2011","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2011","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2011","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2011","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2012","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2012","indirect migration background","Urban Area","","","","","1"
"1 Strongly disagree","2012","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2012","no migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2012","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2012","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2012","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2012","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2012","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2012","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2012","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2012","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","no migration background","Rural Area","","","","","4"
"4 on scale 1-7","2012","no migration background","Urban Area","","","","","4"
"5 on scale 1-7","2012","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2012","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2012","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2012","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2012","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2012","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2012","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","no migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2012","direct migration background","Rural Area","","","","","6"
"7 Strongly agree","2012","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2012","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2012","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","direct migration background","Rural Area","","","","","7"
"7 Strongly agree","2012","indirect migration background","Urban Area","","","","","7"
"1 Strongly disagree","2013","no migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","direct migration background","Urban Area","","","","","1"
"1 Strongly disagree","2013","indirect migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","no migration background","Urban Area","","","","","1"
"1 Strongly disagree","2013","direct migration background","Rural Area","","","","","1"
"1 Strongly disagree","2013","indirect migration background","Urban Area","","","","","1"
"2 on scale 1-7 ","2013","no migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","Rural Area","","","","","2"
"2 on scale 1-7 ","2013","no migration background","Urban Area","","","","","2"
"2 on scale 1-7 ","2013","indirect migration background","Urban Area","","","","","2"
"3 on scale 1-7 ","2013","indirect migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","indirect migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","Urban Area","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","no migration background","Rural Area","","","","","3"
"3 on scale 1-7 ","2013","no migration background","Urban Area","","","","","3"
"4 on scale 1-7","2013","indirect migration background","Rural Area","","","","","4"
"4 on scale 1-7","2013","indirect migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","direct migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","direct migration background","Rural Area","","","","","4"
"4 on scale 1-7","2013","no migration background","Urban Area","","","","","4"
"4 on scale 1-7","2013","no migration background","Rural Area","","","","","4"
"5 on scale 1-7","2013","indirect migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","direct migration background","Urban Area","","","","","5"
"5 on scale 1-7","2013","direct migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","indirect migration background","Urban Area","","","","","5"
"5 on scale 1-7","2013","no migration background","Rural Area","","","","","5"
"5 on scale 1-7","2013","no migration background","Urban Area","","","","","5"
"6 on scale 1-7","2013","no migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","indirect migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","indirect migration background","Urban Area","","","","","6"
"6 on scale 1-7","2013","direct migration background","Urban Area","","","","","6"
"6 on scale 1-7","2013","direct migration background","Rural Area","","","","","6"
"6 on scale 1-7","2013","no migration background","Urban Area","","","","","6"
"7 Strongly agree","2013","indirect migration background","Rural Area","","","","","7"
"7 Strongly agree","2013","no migration background","Urban Area","","","","","7"
"7 Strongly agree","2013","no migration background","Rural Area","","","","","7"
"7 Strongly agree","2013","direct migration background","Urban Area","","","","","7"
"7 Strongly agree","2013","direct migration background","Rural Area","","","","","7"
