"plh0206i04","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","66 and older","(Married) couple without C. ","56","0.019349947071693","0.0137757668513705","0.0249241272920154"
"3 on scale 1-7 ","2005","66 and older","Single parent ","5","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. GT 16 ","3","","",""
"3 on scale 1-7 ","2005","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2005","16-34 y.","1-pers.-HH","63","0.0871261253425552","0.0661440740083762","0.108108176676734"
"4 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","70","0.071089345254479","0.0547312342224315","0.0874474562865264"
"4 on scale 1-7","2005","16-34 y.","Single parent ","63","0.138949616921308","0.107477057674048","0.170422176168569"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","83","0.0894613188002162","0.0725333979431763","0.106389239657256"
"4 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","147","0.102257412139499","0.0860288099179842","0.118486014361013"
"4 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","61","0.0944081452998631","0.071665958885135","0.117150331714591"
"4 on scale 1-7","2005","35-65 y.","1-pers.-HH","102","0.0876763468342137","0.0716072931877314","0.103745400480696"
"4 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","292","0.0788427023874482","0.070182575199201","0.0875028295756954"
"4 on scale 1-7","2005","35-65 y.","Single parent ","43","0.0802444899539038","0.0579809670744532","0.102508012833354"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","232","0.0827386829398349","0.0721698099607679","0.093307555918902"
"4 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","173","0.0889734185082477","0.076905290626745","0.10104154638975"
"4 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","104","0.0871876499444175","0.0702604891025829","0.104114810786252"
"4 on scale 1-7","2005","66 and older","1-pers.-HH","101","0.100418240788977","0.0824681411312152","0.118368340446739"
"4 on scale 1-7","2005","66 and older","(Married) couple without C. ","198","0.0904364973543446","0.0788307672507374","0.102042227457952"
"4 on scale 1-7","2005","66 and older","Single parent ","9","","",""
"4 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","1","","",""
"4 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","15","","",""
"4 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2005","16-34 y.","1-pers.-HH","139","0.208765988002134","0.178528152355296","0.239003823648972"
"5 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","175","0.185559304642092","0.160812733984616","0.210305875299568"
"5 on scale 1-7","2005","16-34 y.","Single parent ","72","0.154818004820237","0.121904437755259","0.187731571885214"
"5 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","187","0.17561962073924","0.153051930470959","0.198187311007521"
"5 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","299","0.253293801212672","0.2299997534506","0.276587848974745"
"5 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","122","0.19109933813622","0.160519272361137","0.221679403911302"
"5 on scale 1-7","2005","35-65 y.","1-pers.-HH","184","0.148689616446798","0.128475307629808","0.168903925263788"
"5 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","599","0.148537837534682","0.137109637163173","0.159966037906191"
"5 on scale 1-7","2005","35-65 y.","Single parent ","83","0.1393230949516","0.110945099937371","0.167701089965829"
"5 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","472","0.176057178665075","0.161445394669253","0.190668962660897"
"5 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","376","0.171931431004485","0.155937506940582","0.187925355068387"
"5 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","179","0.19211236526158","0.168473913881265","0.215750816641894"
"5 on scale 1-7","2005","66 and older","1-pers.-HH","157","0.14785542037536","0.126656413901372","0.169054426849347"
"5 on scale 1-7","2005","66 and older","(Married) couple without C. ","356","0.145608198606158","0.131335518311585","0.159880878900731"
"5 on scale 1-7","2005","66 and older","Single parent ","11","","",""
"5 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","1","","",""
"5 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","41","0.273936308407843","0.206093126871376","0.34177948994431"
"5 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2005","16-34 y.","1-pers.-HH","225","0.31538310809092","0.280812153198662","0.349954062983179"
"6 on scale 1-7","2005","16-34 y.","(Married) couple without C. ","352","0.384146305854243","0.353184161697019","0.415108450011466"
"6 on scale 1-7","2005","16-34 y.","Single parent ","146","0.318902123333457","0.276496586125294","0.36130766054162"
"6 on scale 1-7","2005","16-34 y.","Couple + C. LE 16 ","360","0.327224997115187","0.299396168159271","0.355053826071104"
"6 on scale 1-7","2005","16-34 y.","Couple + C. GT 16 ","459","0.334552227594232","0.309279812085026","0.359824643103438"
"6 on scale 1-7","2005","16-34 y.","Couple + C. LE and GT 16","194","0.291800060136157","0.256442534928028","0.327157585344285"
"6 on scale 1-7","2005","35-65 y.","1-pers.-HH","376","0.315415341741058","0.289013781179815","0.3418169023023"
"6 on scale 1-7","2005","35-65 y.","(Married) couple without C. ","1235","0.324814385270639","0.309765447757042","0.339863322784236"
"6 on scale 1-7","2005","35-65 y.","Single parent ","186","0.304509314929446","0.266795885473744","0.342222744385149"
"6 on scale 1-7","2005","35-65 y.","Couple + C. LE 16 ","898","0.329340089893698","0.311309858082498","0.347370321704898"
"6 on scale 1-7","2005","35-65 y.","Couple + C. GT 16 ","739","0.337976960981962","0.317926500985116","0.358027420978807"
"6 on scale 1-7","2005","35-65 y.","Couple + C. LE and GT 16","346","0.293965203644281","0.266629711500969","0.321300695787593"
"6 on scale 1-7","2005","66 and older","1-pers.-HH","306","0.286587276588318","0.259582591489367","0.31359196168727"
"6 on scale 1-7","2005","66 and older","(Married) couple without C. ","753","0.313926661504289","0.295147185976502","0.332706137032075"
"6 on scale 1-7","2005","66 and older","Single parent ","18","","",""
"6 on scale 1-7","2005","66 and older","Couple + C. LE 16 ","1","","",""
"6 on scale 1-7","2005","66 and older","Couple + C. GT 16 ","44","0.234014988324139","0.1696090339591","0.298420942689177"
"6 on scale 1-7","2005","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2005","16-34 y.","1-pers.-HH","243","0.348120620240576","0.312678731987012","0.383562508494139"
"7 Strongly agree","2005","16-34 y.","(Married) couple without C. ","321","0.334124307573291","0.304098510928899","0.364150104217682"
"7 Strongly agree","2005","16-34 y.","Single parent ","159","0.340652309117357","0.297529999437368","0.383774618797345"
"7 Strongly agree","2005","16-34 y.","Couple + C. LE 16 ","427","0.377218662030713","0.348471091240282","0.405966232821145"
"7 Strongly agree","2005","16-34 y.","Couple + C. GT 16 ","388","0.276086938907276","0.252141437273829","0.300032440540722"
"7 Strongly agree","2005","16-34 y.","Couple + C. LE and GT 16","229","0.368163332340035","0.330650150050214","0.405676514629855"
"7 Strongly agree","2005","35-65 y.","1-pers.-HH","481","0.410815555992373","0.382862860956759","0.438768251027986"
"7 Strongly agree","2005","35-65 y.","(Married) couple without C. ","1469","0.410798863819601","0.394989185777691","0.426608541861512"
"7 Strongly agree","2005","35-65 y.","Single parent ","239","0.426240231224125","0.385713428493046","0.466767033955203"
"7 Strongly agree","2005","35-65 y.","Couple + C. LE 16 ","927","0.372495191956636","0.353947208411142","0.391043175502129"
"7 Strongly agree","2005","35-65 y.","Couple + C. GT 16 ","787","0.371071519064162","0.350594172394035","0.39154886573429"
"7 Strongly agree","2005","35-65 y.","Couple + C. LE and GT 16","399","0.388375013331676","0.359131191348631","0.417618835314722"
"7 Strongly agree","2005","66 and older","1-pers.-HH","462","0.4111317196342","0.381745764411377","0.440517674857023"
"7 Strongly agree","2005","66 and older","(Married) couple without C. ","938","0.407712551493961","0.387827469204212","0.427597633783711"
"7 Strongly agree","2005","66 and older","Single parent ","19","","",""
"7 Strongly agree","2005","66 and older","Couple + C. LE 16 ","1","","",""
"7 Strongly agree","2005","66 and older","Couple + C. GT 16 ","61","0.396960185962364","0.32253147194791","0.471388899976818"
"7 Strongly agree","2005","66 and older","Couple + C. LE and GT 16","3","","",""
"1 Strongly disagree","2006","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2006","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2006","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","66 and older","Single parent ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","66 and older","Single parent ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"5 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","66 and older","Single parent ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","16-34 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","16-34 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","16-34 y.","Single parent ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","35-65 y.","1-pers.-HH","","","",""
"6 on scale 1-7","2006","35-65 y.","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","35-65 y.","Single parent ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","66 and older","1-pers.-HH","","","",""
"6 on scale 1-7","2006","66 and older","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","66 and older","Single parent ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","66 and older","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","16-34 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","16-34 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","16-34 y.","Single parent ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","16-34 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","35-65 y.","1-pers.-HH","","","",""
"7 Strongly agree","2006","35-65 y.","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","35-65 y.","Single parent ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","35-65 y.","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","66 and older","1-pers.-HH","","","",""
"7 Strongly agree","2006","66 and older","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","66 and older","Single parent ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","66 and older","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","16-34 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","16-34 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","16-34 y.","Single parent ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","35-65 y.","1-pers.-HH","","","",""
"1 Strongly disagree","2007","35-65 y.","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","35-65 y.","Single parent ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","66 and older","1-pers.-HH","","","",""
"1 Strongly disagree","2007","66 and older","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","66 and older","Single parent ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","66 and older","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","16-34 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","16-34 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","35-65 y.","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","35-65 y.","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Single parent ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","66 and older","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","66 and older","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","66 and older","Single parent ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","66 and older","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"4 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","66 and older","1-pers.-HH","","","",""
"4 on scale 1-7","2007","66 and older","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","66 and older","Single parent ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","66 and older","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","16-34 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","16-34 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","16-34 y.","Single parent ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","16-34 y.","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","35-65 y.","1-pers.-HH","","","",""
"5 on scale 1-7","2007","35-65 y.","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","35-65 y.","Single parent ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","35-65 y.","Couple + C. LE and GT 16","","","",""
