"plh0206i04","year","hgtyp1hh","pgcasmin","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2a) intermediate vocational","5","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE 16 ","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(0) in school","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1b) general elementary school","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2a) intermediate vocational","7","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3a) lower tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(0) in school","2","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1b) general elementary school","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","7","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","10","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","7","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"2 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","6","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","17","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","5","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","3","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","3","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","9","","",""
"2 on scale 1-7 ","2005","Single parent ","(0) in school","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","3","","",""
"2 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","7","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","13","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","3","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","6","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","2","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(0) in school","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1a) inadequately completed","2","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1b) general elementary school","5","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(1c) basic vocational qualification","15","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2b) intermediate general qualification","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2a) intermediate vocational","13","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_gen) general maturity certificate","6","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","8","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3a) lower tertiary education","3","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","(3b) higher tertiary education","7","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(0) in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1a) inadequately completed","3","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1b) general elementary school","22","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(1c) basic vocational qualification","48","0.0208989737132463","0.0152905451080831","0.0265074023184095"
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2a) intermediate vocational","27","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","9","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3a) lower tertiary education","15","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","(3b) higher tertiary education","24","","",""
"3 on scale 1-7 ","2005","Single parent ","(0) in school","6","","",""
"3 on scale 1-7 ","2005","Single parent ","(1a) inadequately completed","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(1b) general elementary school","6","","",""
"3 on scale 1-7 ","2005","Single parent ","(1c) basic vocational qualification","6","","",""
"3 on scale 1-7 ","2005","Single parent ","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Single parent ","(2a) intermediate vocational","7","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Single parent ","(2c_voc) vocational maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(3a) lower tertiary education","1","","",""
"3 on scale 1-7 ","2005","Single parent ","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(0) in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1b) general elementary school","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","15","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2a) intermediate vocational","23","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","8","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3a) lower tertiary education","6","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","(3b) higher tertiary education","13","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(0) in school","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1b) general elementary school","8","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","19","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","2","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2a) intermediate vocational","19","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","8","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3a) lower tertiary education","3","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","(3b) higher tertiary education","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(0) in school","12","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1b) general elementary school","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","14","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","3","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","4","","",""
"4 on scale 1-7","2005","1-pers.-HH","(0) in school","1","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","29","","",""
"4 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","74","0.0825561064214242","0.064383195612315","0.100729017230533"
"4 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","4","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","63","0.0977320170659613","0.0748329369563379","0.120631097175585"
"4 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","13","","",""
"4 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","18","","",""
"4 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","24","","",""
"4 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","31","0.106068402488181","0.072845598855571","0.139291206120791"
"4 on scale 1-7","2005","(Married) couple without C. ","(0) in school","","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","8","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","55","0.116807099576521","0.0911069961817117","0.142507202971331"
"4 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","181","0.0754497498781527","0.0650945347586879","0.0858049649976174"
"4 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","4","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","106","0.0678150148312794","0.0547606832058808","0.080869346456678"
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","12","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","41","0.0979408433225999","0.0711825537388241","0.124699132906376"
"4 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","58","0.0850302998152328","0.0642183026998741","0.105842296930591"
"4 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","91","0.0929598957462998","0.0746390510559821","0.111280740436618"
"4 on scale 1-7","2005","Single parent ","(0) in school","14","","",""
"4 on scale 1-7","2005","Single parent ","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2005","Single parent ","(1b) general elementary school","16","","",""
"4 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","20","","",""
"4 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","12","","",""
"4 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","23","","",""
"4 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","6","","",""
"4 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","5","","",""
"4 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","4","","",""
"4 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","6","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","18","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","59","0.0816621993964361","0.0627565179057315","0.100567880887141"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","6","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","110","0.0786652226122633","0.0635894295664402","0.0937410156580864"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","5","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","40","0.082513153648568","0.0568042670161875","0.108222040280948"
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","22","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","49","0.0925118673036616","0.0680509404373898","0.116972794169933"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","37","0.118155902252224","0.0795099235073227","0.156801880997125"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1a) inadequately completed","3","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1b) general elementary school","30","0.0977327998656535","0.0624428213241016","0.133022778407206"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","58","0.0894593706976591","0.0699248055109628","0.108993935884355"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","20","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2a) intermediate vocational","66","0.0972653577560689","0.0768967208313933","0.117633994680745"
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","27","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","26","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3a) lower tertiary education","13","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","(3b) higher tertiary education","37","0.0958320211619726","0.0668031980958115","0.124860844228134"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(0) in school","27","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1a) inadequately completed","2","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1b) general elementary school","11","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(1c) basic vocational qualification","29","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2b) intermediate general qualification","12","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2a) intermediate vocational","33","0.102121419364426","0.0694011124331458","0.134841726295707"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_gen) general maturity certificate","5","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(2c_voc) vocational maturity certificate","8","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3a) lower tertiary education","14","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","(3b) higher tertiary education","16","","",""
"5 on scale 1-7","2005","1-pers.-HH","(0) in school","1","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1a) inadequately completed","3","","",""
"5 on scale 1-7","2005","1-pers.-HH","(1b) general elementary school","62","0.14958003411202","0.113672794157739","0.185487274066301"
"5 on scale 1-7","2005","1-pers.-HH","(1c) basic vocational qualification","110","0.135439833779089","0.112843865632317","0.158035801925862"
"5 on scale 1-7","2005","1-pers.-HH","(2b) intermediate general qualification","9","","",""
"5 on scale 1-7","2005","1-pers.-HH","(2a) intermediate vocational","87","0.130076397877208","0.104136298240443","0.156016497513973"
"5 on scale 1-7","2005","1-pers.-HH","(2c_gen) general maturity certificate","36","0.316669071739944","0.23961378576525","0.393724357714638"
"5 on scale 1-7","2005","1-pers.-HH","(2c_voc) vocational maturity certificate","49","0.21337624506553","0.160197604585602","0.266554885545457"
"5 on scale 1-7","2005","1-pers.-HH","(3a) lower tertiary education","49","0.195913773056924","0.144730754279088","0.24709679183476"
"5 on scale 1-7","2005","1-pers.-HH","(3b) higher tertiary education","64","0.20256521076058","0.159202029050834","0.245928392470325"
"5 on scale 1-7","2005","(Married) couple without C. ","(0) in school","1","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1a) inadequately completed","14","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(1b) general elementary school","82","0.120196956799756","0.0941766788247277","0.146217234774784"
"5 on scale 1-7","2005","(Married) couple without C. ","(1c) basic vocational qualification","381","0.144533113153596","0.130746733203636","0.158319493103557"
"5 on scale 1-7","2005","(Married) couple without C. ","(2b) intermediate general qualification","14","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2a) intermediate vocational","235","0.16813267713222","0.148715157391377","0.187550196873062"
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_gen) general maturity certificate","28","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","(2c_voc) vocational maturity certificate","84","0.165083638969471","0.131661639902984","0.198505638035957"
"5 on scale 1-7","2005","(Married) couple without C. ","(3a) lower tertiary education","104","0.132232522809525","0.106957336115528","0.157507709503522"
"5 on scale 1-7","2005","(Married) couple without C. ","(3b) higher tertiary education","178","0.189057097722887","0.164352597857304","0.21376159758847"
"5 on scale 1-7","2005","Single parent ","(0) in school","16","","",""
"5 on scale 1-7","2005","Single parent ","(1a) inadequately completed","1","","",""
"5 on scale 1-7","2005","Single parent ","(1b) general elementary school","23","","",""
"5 on scale 1-7","2005","Single parent ","(1c) basic vocational qualification","33","0.123111109518003","0.0812804391390237","0.164941779896982"
"5 on scale 1-7","2005","Single parent ","(2b) intermediate general qualification","8","","",""
"5 on scale 1-7","2005","Single parent ","(2a) intermediate vocational","42","0.172111449306276","0.126490844778825","0.217732053833726"
"5 on scale 1-7","2005","Single parent ","(2c_gen) general maturity certificate","12","","",""
"5 on scale 1-7","2005","Single parent ","(2c_voc) vocational maturity certificate","6","","",""
"5 on scale 1-7","2005","Single parent ","(3a) lower tertiary education","6","","",""
"5 on scale 1-7","2005","Single parent ","(3b) higher tertiary education","10","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(0) in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1a) inadequately completed","5","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1b) general elementary school","37","0.150586525597948","0.102669060639484","0.198503990556413"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(1c) basic vocational qualification","131","0.164179388816151","0.138605520434998","0.189753257197303"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2b) intermediate general qualification","13","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2a) intermediate vocational","212","0.181404023754422","0.159824676315364","0.20298337119348"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_gen) general maturity certificate","15","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","(2c_voc) vocational maturity certificate","74","0.17163092468644","0.136399398016436","0.206862451356444"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3a) lower tertiary education","56","0.156226230597398","0.11451129438793","0.197941166806866"
"5 on scale 1-7","2005","Couple + C. LE 16 ","(3b) higher tertiary education","114","0.202199486861688","0.16829236800478","0.236106605718596"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(0) in school","54","0.216859212886699","0.167520302499711","0.266198123273687"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1a) inadequately completed","5","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1b) general elementary school","59","0.271008808720483","0.218186609008446","0.32383100843252"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(1c) basic vocational qualification","131","0.171411094840007","0.145616412368379","0.197205777311636"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2b) intermediate general qualification","39","0.302903209762361","0.234030286759641","0.371776132765081"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2a) intermediate vocational","146","0.175401208373147","0.149259109328414","0.20154330741788"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2c_gen) general maturity certificate","79","0.308595141623433","0.254296814608833","0.362893468638032"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(2c_voc) vocational maturity certificate","35","0.168679211954681","0.119083841840897","0.218274582068465"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(3a) lower tertiary education","45","0.212875076937724","0.160539333137251","0.265210820738196"
"5 on scale 1-7","2005","Couple + C. GT 16 ","(3b) higher tertiary education","91","0.207124504596479","0.167160612064671","0.247088397128286"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(0) in school","46","0.191537685033238","0.143333458818678","0.239741911247798"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","(1a) inadequately completed","1","","",""
