"plh0206i04","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Single parent ","350","0.311125590923935","0.283742352112632","0.338508829735238","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","1242","0.331213739632676","0.315930467413452","0.346497011851901","6"
"6 on scale 1-7","2005","1-pers.-HH","907","0.304380048200549","0.287806213883225","0.320953882517873","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","1259","0.328361042523454","0.313241483112098","0.343480601934809","6"
"6 on scale 1-7","2005","(Married) couple without C. ","2340","0.32855528386963","0.31756333831684","0.339547229422419","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","631","0.381453068735636","0.358396600452081","0.404509537019191","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","1236","0.336268922753174","0.320927771632716","0.351610073873632","7"
"7 Strongly agree","2005","Single parent ","417","0.381394109156412","0.352663757808969","0.410124460503855","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","1355","0.37384939438471","0.358272419246667","0.389426369522753","7"
"7 Strongly agree","2005","1-pers.-HH","1186","0.39742720539294","0.379800853191542","0.415053557594338","7"
"7 Strongly agree","2005","(Married) couple without C. ","2728","0.399701821107246","0.388238332949608","0.411165309264884","7"
"1 Strongly disagree","2006","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2006","Single parent ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","","","","","3"
"4 on scale 1-7","2006","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2006","Single parent ","","","","","4"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2006","Single parent ","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2006","Single parent ","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","","","","","6"
"7 Strongly agree","2006","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2006","Single parent ","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2007","1-pers.-HH","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2007","Single parent ","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","","","","","1"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","","","","","2"
"2 on scale 1-7 ","2007","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","","","","","2"
"3 on scale 1-7 ","2007","Single parent ","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","","","","","3"
"4 on scale 1-7","2007","1-pers.-HH","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2007","Single parent ","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","","","","","4"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2007","Single parent ","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","","","","","5"
"6 on scale 1-7","2007","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2007","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2007","1-pers.-HH","","","","","6"
"6 on scale 1-7","2007","Single parent ","","","","","6"
"6 on scale 1-7","2007","(Married) couple without C. ","","","","","6"
"7 Strongly agree","2007","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2007","1-pers.-HH","","","","","7"
"7 Strongly agree","2007","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2007","Single parent ","","","","","7"
"7 Strongly agree","2007","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2007","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2008","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2008","Single parent ","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2008","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2008","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2008","Single parent ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2008","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2008","1-pers.-HH","","","","","2"
"3 on scale 1-7 ","2008","Single parent ","","","","","3"
"3 on scale 1-7 ","2008","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2008","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","","","","","3"
"4 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2008","Single parent ","","","","","4"
"4 on scale 1-7","2008","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2008","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2008","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2008","1-pers.-HH","","","","","4"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2008","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2008","Single parent ","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","","","","","5"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2008","Single parent ","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","","","","","6"
"7 Strongly agree","2008","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","","","","","7"
"7 Strongly agree","2008","Single parent ","","","","","7"
"7 Strongly agree","2008","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2008","Couple + C. GT 16 ","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","","","","","7"
"1 Strongly disagree","2009","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2009","Single parent ","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2009","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2009","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2009","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2009","Single parent ","","","","","2"
"2 on scale 1-7 ","2009","Couple + C. GT 16 ","","","","","2"
"2 on scale 1-7 ","2009","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2009","(Married) couple without C. ","","","","","2"
"3 on scale 1-7 ","2009","Single parent ","","","","","3"
"3 on scale 1-7 ","2009","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2009","1-pers.-HH","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2009","Couple + C. LE 16 ","","","","","3"
"4 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2009","Single parent ","","","","","4"
"4 on scale 1-7","2009","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2009","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2009","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2009","1-pers.-HH","","","","","4"
"5 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2009","Single parent ","","","","","5"
"5 on scale 1-7","2009","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2009","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2009","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2009","1-pers.-HH","","","","","5"
"6 on scale 1-7","2009","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2009","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2009","Single parent ","","","","","6"
"6 on scale 1-7","2009","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2009","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2009","1-pers.-HH","","","","","6"
"7 Strongly agree","2009","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2009","1-pers.-HH","","","","","7"
"7 Strongly agree","2009","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2009","Single parent ","","","","","7"
"7 Strongly agree","2009","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2009","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2010","(Married) couple without C. ","38","0.00652457999668711","0.00453823882567694","0.00851092116769728","1"
"1 Strongly disagree","2010","Single parent ","6","","","","1"
"1 Strongly disagree","2010","Couple + C. LE 16 ","22","","","","1"
"1 Strongly disagree","2010","Couple + C. GT 16 ","9","","","","1"
"1 Strongly disagree","2010","Couple + C. LE and GT 16","4","","","","1"
"1 Strongly disagree","2010","1-pers.-HH","32","0.0124129453998662","0.00826875707775006","0.0165571337219824","1"
"2 on scale 1-7 ","2010","Single parent ","5","","","","2"
"2 on scale 1-7 ","2010","Couple + C. LE 16 ","21","","","","2"
"2 on scale 1-7 ","2010","(Married) couple without C. ","63","0.0119291215939753","0.00925058685460073","0.0146076563333498","2"
"2 on scale 1-7 ","2010","Couple + C. LE and GT 16","13","","","","2"
"2 on scale 1-7 ","2010","Couple + C. GT 16 ","26","","","","2"
"2 on scale 1-7 ","2010","1-pers.-HH","29","","","","2"
"3 on scale 1-7 ","2010","(Married) couple without C. ","156","0.0266213508294607","0.0226498472960616","0.0305928543628599","3"
"3 on scale 1-7 ","2010","Single parent ","25","","","","3"
"3 on scale 1-7 ","2010","1-pers.-HH","46","0.0188495050656217","0.0137593366117461","0.0239396735194974","3"
"3 on scale 1-7 ","2010","Couple + C. LE and GT 16","25","","","","3"
"3 on scale 1-7 ","2010","Couple + C. GT 16 ","64","0.0251584913370534","0.0193794493240053","0.0309375333501016","3"
"3 on scale 1-7 ","2010","Couple + C. LE 16 ","60","0.027691454997091","0.0213202244847903","0.0340626855093918","3"
"4 on scale 1-7","2010","Couple + C. LE and GT 16","86","0.0813787447265502","0.0648014490366346","0.0979560404164658","4"
"4 on scale 1-7","2010","Couple + C. GT 16 ","245","0.103447691404431","0.0922095429152022","0.114685839893659","4"
"4 on scale 1-7","2010","Single parent ","89","0.119304009915463","0.0979842584267306","0.140623761404196","4"
"4 on scale 1-7","2010","(Married) couple without C. ","568","0.088026136195507","0.0810358329425971","0.0950164394484169","4"
"4 on scale 1-7","2010","Couple + C. LE 16 ","189","0.0815673882293929","0.0709399080029716","0.0921948684558141","4"
"4 on scale 1-7","2010","1-pers.-HH","276","0.0992134246064484","0.0880239282624474","0.110402920950449","4"
"5 on scale 1-7","2010","Couple + C. LE and GT 16","217","0.198955313270345","0.17475081477143","0.22315981176926","5"
"5 on scale 1-7","2010","Single parent ","146","0.148187580174218","0.124819690407376","0.171555469941059","5"
"5 on scale 1-7","2010","Couple + C. GT 16 ","545","0.203103678486868","0.188257784547739","0.217949572425997","5"
"5 on scale 1-7","2010","Couple + C. LE 16 ","479","0.179369989486841","0.164473052933723","0.194266926039959","5"
"5 on scale 1-7","2010","(Married) couple without C. ","1141","0.170153301567457","0.160882482051145","0.17942412108377","5"
"5 on scale 1-7","2010","1-pers.-HH","486","0.176133195336098","0.161875035626491","0.190391355045706","5"
"6 on scale 1-7","2010","Couple + C. LE and GT 16","373","0.336643810939456","0.307992225693271","0.365295396185641","6"
"6 on scale 1-7","2010","Single parent ","314","0.315614368404971","0.2850461285181","0.346182608291842","6"
"6 on scale 1-7","2010","Couple + C. GT 16 ","999","0.331007337871684","0.313642287965802","0.348372387777565","6"
"6 on scale 1-7","2010","(Married) couple without C. ","2090","0.327835652692339","0.316254152239274","0.339417153145403","6"
"6 on scale 1-7","2010","Couple + C. LE 16 ","910","0.352252492187212","0.333705294892819","0.370799689481605","6"
"6 on scale 1-7","2010","1-pers.-HH","833","0.293056096680102","0.276019524291106","0.310092669069098","6"
"7 Strongly agree","2010","Couple + C. LE and GT 16","327","0.346333954934195","0.3174859725001","0.375181937368289","7"
"7 Strongly agree","2010","1-pers.-HH","1040","0.386703362743824","0.36847537903132","0.404931346456328","7"
"7 Strongly agree","2010","(Married) couple without C. ","2255","0.368909857124574","0.35700553064109","0.380814183608058","7"
"7 Strongly agree","2010","Single parent ","303","0.368833766087896","0.337099473384475","0.400568058791317","7"
"7 Strongly agree","2010","Couple + C. LE 16 ","867","0.338707540346221","0.320331260452742","0.3570838202397","7"
"7 Strongly agree","2010","Couple + C. GT 16 ","933","0.325961489447306","0.308664439086932","0.34325853980768","7"
"1 Strongly disagree","2011","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2011","Single parent ","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2011","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2011","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2011","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2011","Single parent ","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2011","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2011","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2011","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2011","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2011","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2011","Single parent ","","","","","3"
"3 on scale 1-7 ","2011","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2011","1-pers.-HH","","","","","3"
"4 on scale 1-7","2011","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2011","Single parent ","","","","","4"
"4 on scale 1-7","2011","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2011","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2011","1-pers.-HH","","","","","4"
"5 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2011","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2011","Single parent ","","","","","5"
"5 on scale 1-7","2011","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2011","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2011","1-pers.-HH","","","","","5"
"6 on scale 1-7","2011","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2011","Single parent ","","","","","6"
"6 on scale 1-7","2011","1-pers.-HH","","","","","6"
"6 on scale 1-7","2011","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2011","Couple + C. GT 16 ","","","","","6"
"7 Strongly agree","2011","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2011","Single parent ","","","","","7"
"7 Strongly agree","2011","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2011","1-pers.-HH","","","","","7"
"7 Strongly agree","2011","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2011","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2012","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2012","Single parent ","","","","","1"
"1 Strongly disagree","2012","Couple + C. GT 16 ","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2012","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2012","1-pers.-HH","","","","","1"
"2 on scale 1-7 ","2012","Single parent ","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2012","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2012","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2012","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2012","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2012","Single parent ","","","","","3"
"3 on scale 1-7 ","2012","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2012","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2012","1-pers.-HH","","","","","3"
"4 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2012","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2012","Single parent ","","","","","4"
"4 on scale 1-7","2012","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2012","(Married) couple without C. ","","","","","4"
"4 on scale 1-7","2012","1-pers.-HH","","","","","4"
"5 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2012","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2012","Single parent ","","","","","5"
"5 on scale 1-7","2012","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2012","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2012","1-pers.-HH","","","","","5"
"6 on scale 1-7","2012","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2012","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2012","1-pers.-HH","","","","","6"
"6 on scale 1-7","2012","Single parent ","","","","","6"
"6 on scale 1-7","2012","Couple + C. LE 16 ","","","","","6"
"7 Strongly agree","2012","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2012","Single parent ","","","","","7"
"7 Strongly agree","2012","1-pers.-HH","","","","","7"
"7 Strongly agree","2012","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2012","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2012","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2013","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2013","Single parent ","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE and GT 16","","","","","1"
"1 Strongly disagree","2013","1-pers.-HH","","","","","1"
"1 Strongly disagree","2013","Couple + C. LE 16 ","","","","","1"
"1 Strongly disagree","2013","Couple + C. GT 16 ","","","","","1"
"2 on scale 1-7 ","2013","(Married) couple without C. ","","","","","2"
"2 on scale 1-7 ","2013","Single parent ","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. LE 16 ","","","","","2"
"2 on scale 1-7 ","2013","1-pers.-HH","","","","","2"
"2 on scale 1-7 ","2013","Couple + C. GT 16 ","","","","","2"
"3 on scale 1-7 ","2013","Couple + C. LE and GT 16","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. GT 16 ","","","","","3"
"3 on scale 1-7 ","2013","Single parent ","","","","","3"
"3 on scale 1-7 ","2013","Couple + C. LE 16 ","","","","","3"
"3 on scale 1-7 ","2013","(Married) couple without C. ","","","","","3"
"3 on scale 1-7 ","2013","1-pers.-HH","","","","","3"
"4 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","4"
"4 on scale 1-7","2013","Couple + C. GT 16 ","","","","","4"
"4 on scale 1-7","2013","Single parent ","","","","","4"
"4 on scale 1-7","2013","Couple + C. LE 16 ","","","","","4"
"4 on scale 1-7","2013","1-pers.-HH","","","","","4"
"4 on scale 1-7","2013","(Married) couple without C. ","","","","","4"
"5 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","5"
"5 on scale 1-7","2013","Single parent ","","","","","5"
"5 on scale 1-7","2013","Couple + C. LE 16 ","","","","","5"
"5 on scale 1-7","2013","Couple + C. GT 16 ","","","","","5"
"5 on scale 1-7","2013","(Married) couple without C. ","","","","","5"
"5 on scale 1-7","2013","1-pers.-HH","","","","","5"
"6 on scale 1-7","2013","(Married) couple without C. ","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE and GT 16","","","","","6"
"6 on scale 1-7","2013","Couple + C. GT 16 ","","","","","6"
"6 on scale 1-7","2013","Single parent ","","","","","6"
"6 on scale 1-7","2013","Couple + C. LE 16 ","","","","","6"
"6 on scale 1-7","2013","1-pers.-HH","","","","","6"
"7 Strongly agree","2013","Couple + C. LE and GT 16","","","","","7"
"7 Strongly agree","2013","1-pers.-HH","","","","","7"
"7 Strongly agree","2013","(Married) couple without C. ","","","","","7"
"7 Strongly agree","2013","Single parent ","","","","","7"
"7 Strongly agree","2013","Couple + C. LE 16 ","","","","","7"
"7 Strongly agree","2013","Couple + C. GT 16 ","","","","","7"
"1 Strongly disagree","2014","(Married) couple without C. ","","","","","1"
"1 Strongly disagree","2014","Single parent ","","","","","1"
"1 Strongly disagree","2014","Couple + C. LE 16 ","","","","","1"
