"plh0206i04","year","regtyp","sampreg","n","percent","lower_confidence","upper_confidence","value"
"1 Strongly disagree","2006","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2006","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","West Germany","","","","","3"
"4 on scale 1-7","2006","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2006","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2006","Urban Area","West Germany","","","","","4"
"5 on scale 1-7","2006","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Rural Area","East Germany","","","","","5"
"5 on scale 1-7","2006","Urban Area","West Germany","","","","","5"
"6 on scale 1-7","2006","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2006","Urban Area","West Germany","","","","","6"
"7 Strongly agree","2006","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2006","Rural Area","East Germany","","","","","7"
"7 Strongly agree","2006","Urban Area","West Germany","","","","","7"
"1 Strongly disagree","2007","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2007","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2007","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2007","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2007","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2007","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2007","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2007","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2007","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2007","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2007","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2007","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2008","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2008","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2008","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2008","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2008","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2008","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2008","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2008","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","East Germany","","","","","6"
"6 on scale 1-7","2008","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2008","Rural Area","West Germany","","","","","6"
"7 Strongly agree","2008","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2008","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2008","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2009","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2009","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2009","Rural Area","East Germany","","","","","1"
"1 Strongly disagree","2009","Urban Area","West Germany","","","","","1"
"2 on scale 1-7 ","2009","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Rural Area","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Urban Area","West Germany","","","","","2"
"3 on scale 1-7 ","2009","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2009","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2009","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2009","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2009","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2009","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2009","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2009","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2009","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2009","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2009","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2009","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2009","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2009","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2009","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2009","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2009","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2010","Urban Area","West Germany","60","0.00697168559277208","0.00530405165187804","0.00863931953366612","1"
"1 Strongly disagree","2010","Urban Area","East Germany","9","","","","1"
"1 Strongly disagree","2010","Rural Area","West Germany","29","","","","1"
"1 Strongly disagree","2010","Rural Area","East Germany","17","","","","1"
"2 on scale 1-7 ","2010","Urban Area","West Germany","95","0.0123215419150494","0.0101105287255217","0.0145325551045772","2"
"2 on scale 1-7 ","2010","Urban Area","East Germany","17","","","","2"
"2 on scale 1-7 ","2010","Rural Area","West Germany","28","","","","2"
"2 on scale 1-7 ","2010","Rural Area","East Germany","20","","","","2"
"3 on scale 1-7 ","2010","Urban Area","West Germany","241","0.0279430000850177","0.0246398113012999","0.0312461888687355","3"
"3 on scale 1-7 ","2010","Urban Area","East Germany","20","","","","3"
"3 on scale 1-7 ","2010","Rural Area","East Germany","59","0.0196745255430127","0.0144145941104908","0.0249344569755347","3"
"3 on scale 1-7 ","2010","Rural Area","West Germany","67","0.0240080064359542","0.0185019054914644","0.029514107380444","3"
"4 on scale 1-7","2010","Urban Area","East Germany","156","0.123782827644969","0.106831638504509","0.14073401678543","4"
"4 on scale 1-7","2010","Rural Area","West Germany","263","0.0904289941949046","0.0801129036238477","0.100745084765962","4"
"4 on scale 1-7","2010","Urban Area","West Germany","830","0.093950148052065","0.0881025731367814","0.0997977229673486","4"
"4 on scale 1-7","2010","Rural Area","East Germany","241","0.0894678792157502","0.0786579210921436","0.100277837339357","4"
"5 on scale 1-7","2010","Urban Area","West Germany","1820","0.181675508572743","0.173947599916814","0.189403417228671","5"
"5 on scale 1-7","2010","Rural Area","West Germany","529","0.171408471499953","0.157852539622702","0.184964403377204","5"
"5 on scale 1-7","2010","Urban Area","East Germany","276","0.184130991760502","0.164181228140536","0.204080755380467","5"
"5 on scale 1-7","2010","Rural Area","East Germany","459","0.163550087748761","0.149541699645857","0.177558475851665","5"
"6 on scale 1-7","2010","Urban Area","West Germany","3138","0.313553655041385","0.304255211779115","0.322852098303655","6"
"6 on scale 1-7","2010","Urban Area","East Germany","499","0.326980032452705","0.302834394696663","0.351125670208746","6"
"6 on scale 1-7","2010","Rural Area","West Germany","1024","0.331069489697368","0.31414197988026","0.347996999514477","6"
"6 on scale 1-7","2010","Rural Area","East Germany","942","0.338980731440255","0.321052503279617","0.356908959600892","6"
"7 Strongly agree","2010","Urban Area","West Germany","3379","0.363584460740968","0.353943416904574","0.373225504577363","7"
"7 Strongly agree","2010","Urban Area","East Germany","473","0.337353042510798","0.313017137043759","0.361688947977838","7"
"7 Strongly agree","2010","Rural Area","West Germany","1029","0.358711121485931","0.341459009552105","0.375963233419756","7"
"7 Strongly agree","2010","Rural Area","East Germany","940","0.373120052627031","0.354802844139517","0.391437261114546","7"
"1 Strongly disagree","2011","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2011","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2011","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2011","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2011","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2011","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2011","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2011","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2011","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2011","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2011","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2011","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2011","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2011","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2011","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2011","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2011","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2011","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2011","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2011","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2011","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2011","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2012","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2012","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2012","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2012","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2012","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2012","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2012","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2012","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2012","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2012","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2012","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2012","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2012","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2012","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2012","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2012","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2012","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2012","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2012","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2012","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2012","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2012","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2013","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2013","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2013","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2013","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2013","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2013","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2013","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Rural Area","East Germany","","","","","3"
"3 on scale 1-7 ","2013","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Urban Area","East Germany","","","","","3"
"4 on scale 1-7","2013","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2013","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2013","Rural Area","West Germany","","","","","4"
"4 on scale 1-7","2013","Rural Area","East Germany","","","","","4"
"5 on scale 1-7","2013","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2013","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2013","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2013","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2013","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2013","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2013","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2013","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2013","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2013","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2013","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2013","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2014","Urban Area","West Germany","","","","","1"
"1 Strongly disagree","2014","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2014","Rural Area","West Germany","","","","","1"
"1 Strongly disagree","2014","Rural Area","East Germany","","","","","1"
"2 on scale 1-7 ","2014","Urban Area","West Germany","","","","","2"
"2 on scale 1-7 ","2014","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","East Germany","","","","","2"
"3 on scale 1-7 ","2014","Urban Area","West Germany","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","West Germany","","","","","3"
"3 on scale 1-7 ","2014","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","East Germany","","","","","3"
"4 on scale 1-7","2014","Urban Area","West Germany","","","","","4"
"4 on scale 1-7","2014","Rural Area","East Germany","","","","","4"
"4 on scale 1-7","2014","Urban Area","East Germany","","","","","4"
"4 on scale 1-7","2014","Rural Area","West Germany","","","","","4"
"5 on scale 1-7","2014","Urban Area","East Germany","","","","","5"
"5 on scale 1-7","2014","Urban Area","West Germany","","","","","5"
"5 on scale 1-7","2014","Rural Area","West Germany","","","","","5"
"5 on scale 1-7","2014","Rural Area","East Germany","","","","","5"
"6 on scale 1-7","2014","Urban Area","West Germany","","","","","6"
"6 on scale 1-7","2014","Urban Area","East Germany","","","","","6"
"6 on scale 1-7","2014","Rural Area","West Germany","","","","","6"
"6 on scale 1-7","2014","Rural Area","East Germany","","","","","6"
"7 Strongly agree","2014","Urban Area","West Germany","","","","","7"
"7 Strongly agree","2014","Urban Area","East Germany","","","","","7"
"7 Strongly agree","2014","Rural Area","West Germany","","","","","7"
"7 Strongly agree","2014","Rural Area","East Germany","","","","","7"
"1 Strongly disagree","2015","Urban Area","West Germany","111","0.00837490746653442","0.00694435850957765","0.0098054564234912","1"
"1 Strongly disagree","2015","Urban Area","East Germany","16","","","","1"
"1 Strongly disagree","2015","Rural Area","West Germany","44","0.00627702426557555","0.00423065627626818","0.00832339225488293","1"
"1 Strongly disagree","2015","Rural Area","East Germany","26","","","","1"
"2 on scale 1-7 ","2015","Urban Area","West Germany","143","0.00836678915657455","0.00693692787401014","0.00979665043913895","2"
"2 on scale 1-7 ","2015","Urban Area","East Germany","25","","","","2"
"2 on scale 1-7 ","2015","Rural Area","East Germany","49","0.0118925288348701","0.00825573112459548","0.0155293265451447","2"
"2 on scale 1-7 ","2015","Rural Area","West Germany","43","0.0108232046303229","0.00814225250306828","0.0135041567575774","2"
"3 on scale 1-7 ","2015","Urban Area","West Germany","364","0.0221960803553391","0.0198834671903267","0.0245086935203515","3"
"3 on scale 1-7 ","2015","Rural Area","West Germany","113","0.0183377837322893","0.0148613926649937","0.0218141747995848","3"
"3 on scale 1-7 ","2015","Urban Area","East Germany","40","0.0218273428182927","0.0154536940717726","0.0282009915648128","3"
"3 on scale 1-7 ","2015","Rural Area","East Germany","76","0.0235737423774237","0.018483787429888","0.0286636973249593","3"
"4 on scale 1-7","2015","Urban Area","West Germany","1258","0.0842005014047008","0.0798414047172453","0.0885595980921564","4"
"4 on scale 1-7","2015","Rural Area","East Germany","330","0.084540563758051","0.0752073315845368","0.0938737959315651","4"
"4 on scale 1-7","2015","Urban Area","East Germany","159","0.0681113227128497","0.0571219828160366","0.0791006626096629","4"
"4 on scale 1-7","2015","Rural Area","West Germany","428","0.0766181120986047","0.0697263454604896","0.0835098787367198","4"
"5 on scale 1-7","2015","Urban Area","West Germany","2555","0.172540212258005","0.166608807309034","0.178471617206976","5"
"5 on scale 1-7","2015","Urban Area","East Germany","353","0.19838638611336","0.180991627485998","0.215781144740721","5"
"5 on scale 1-7","2015","Rural Area","West Germany","914","0.159892892900777","0.150396556872624","0.16938922892893","5"
"5 on scale 1-7","2015","Rural Area","East Germany","610","0.178185826969557","0.165347650567229","0.191024003371885","5"
"6 on scale 1-7","2015","Rural Area","East Germany","1158","0.331097474210135","0.315309031387106","0.346885917033164","6"
"6 on scale 1-7","2015","Urban Area","West Germany","5238","0.347700664775037","0.340224735382576","0.355176594167499","6"
"6 on scale 1-7","2015","Urban Area","East Germany","732","0.383769062791131","0.362556816488135","0.404981309094127","6"
"6 on scale 1-7","2015","Rural Area","West Germany","1991","0.35672900703042","0.344317047214873","0.369140966845967","6"
"7 Strongly agree","2015","Rural Area","East Germany","1164","0.363591765095164","0.347453573714153","0.379729956476175","7"
"7 Strongly agree","2015","Urban Area","West Germany","5920","0.356620844583809","0.349101572192918","0.364140116974699","7"
"7 Strongly agree","2015","Urban Area","East Germany","694","0.312704949276602","0.292483190877709","0.332926707675494","7"
"7 Strongly agree","2015","Rural Area","West Germany","2189","0.37132197534201","0.358803148560142","0.383840802123878","7"
"1 Strongly disagree","2016","Urban Area","West Germany","11","","","","1"
"1 Strongly disagree","2016","Urban Area","East Germany","2","","","","1"
"1 Strongly disagree","2016","Rural Area","West Germany","3","","","","1"
"1 Strongly disagree","2016","Rural Area","East Germany","1","","","","1"
"2 on scale 1-7 ","2016","Urban Area","East Germany","","","","","2"
"2 on scale 1-7 ","2016","Rural Area","East Germany","2","","","","2"
"2 on scale 1-7 ","2016","Urban Area","West Germany","8","","","","2"
"2 on scale 1-7 ","2016","Rural Area","West Germany","2","","","","2"
"3 on scale 1-7 ","2016","Urban Area","West Germany","6","","","","3"
"3 on scale 1-7 ","2016","Rural Area","West Germany","3","","","","3"
"3 on scale 1-7 ","2016","Rural Area","East Germany","2","","","","3"
"3 on scale 1-7 ","2016","Urban Area","East Germany","1","","","","3"
"4 on scale 1-7","2016","Urban Area","West Germany","31","0.0633775911278639","0.0542582281543303","0.0724969541013975","4"
"4 on scale 1-7","2016","Rural Area","East Germany","8","","","","4"
"4 on scale 1-7","2016","Urban Area","East Germany","2","","","","4"
"4 on scale 1-7","2016","Rural Area","West Germany","11","","","","4"
"5 on scale 1-7","2016","Urban Area","West Germany","77","0.0879505423146677","0.0773496402736541","0.0985514443556814","5"
"5 on scale 1-7","2016","Urban Area","East Germany","3","","","","5"
"5 on scale 1-7","2016","Rural Area","West Germany","30","0.0502631008515642","0.036075296297076","0.0644509054060525","5"
"5 on scale 1-7","2016","Rural Area","East Germany","13","","","","5"
"6 on scale 1-7","2016","Urban Area","West Germany","264","0.133911696708314","0.121164792889755","0.146658600526872","6"
"6 on scale 1-7","2016","Urban Area","East Germany","19","","","","6"
"6 on scale 1-7","2016","Rural Area","East Germany","25","","","","6"
"6 on scale 1-7","2016","Rural Area","West Germany","67","0.131680113150219","0.109722310782213","0.153637915518224","6"
"7 Strongly agree","2016","Urban Area","West Germany","2345","0.695424292335748","0.678198193868489","0.712650390803007","7"
"7 Strongly agree","2016","Rural Area","East Germany","393","0.86862029978947","0.83719816215557","0.90004243742337","7"
"7 Strongly agree","2016","Urban Area","East Germany","269","0.692642643242126","0.640079823531928","0.745205462952324","7"
"7 Strongly agree","2016","Rural Area","West Germany","795","0.778124394119726","0.751142763280202","0.80510602495925","7"
"1 Strongly disagree","2017","Urban Area","West Germany","6","","","","1"
"1 Strongly disagree","2017","Urban Area","East Germany","","","","","1"
"1 Strongly disagree","2017","Rural Area","West Germany","3","","","","1"
"1 Strongly disagree","2017","Rural Area","East Germany","1","","","","1"
"2 on scale 1-7 ","2017","Urban Area","West Germany","4","","","","2"
"2 on scale 1-7 ","2017","Rural Area","West Germany","","","","","2"
"2 on scale 1-7 ","2017","Rural Area","East Germany","1","","","","2"
"2 on scale 1-7 ","2017","Urban Area","East Germany","","","","","2"
"3 on scale 1-7 ","2017","Urban Area","West Germany","10","","","","3"
"3 on scale 1-7 ","2017","Urban Area","East Germany","","","","","3"
"3 on scale 1-7 ","2017","Rural Area","West Germany","2","","","","3"
"3 on scale 1-7 ","2017","Rural Area","East Germany","1","","","","3"
"4 on scale 1-7","2017","Urban Area","West Germany","26","","","","4"
"4 on scale 1-7","2017","Urban Area","East Germany","1","","","","4"
"4 on scale 1-7","2017","Rural Area","West Germany","3","","","","4"
"4 on scale 1-7","2017","Rural Area","East Germany","1","","","","4"
"5 on scale 1-7","2017","Urban Area","West Germany","68","0.0394498681711907","0.0308209270374166","0.0480788093049647","5"
"5 on scale 1-7","2017","Urban Area","East Germany","1","","","","5"
"5 on scale 1-7","2017","Rural Area","West Germany","16","","","","5"
"5 on scale 1-7","2017","Rural Area","East Germany","1","","","","5"
"6 on scale 1-7","2017","Urban Area","West Germany","237","0.137929368074365","0.122644049011561","0.153214687137169","6"
"6 on scale 1-7","2017","Urban Area","East Germany","14","","","","6"
"6 on scale 1-7","2017","Rural Area","East Germany","9","","","","6"
"6 on scale 1-7","2017","Rural Area","West Germany","68","0.115063318517571","0.0905133867758114","0.139613250259331","6"
"7 Strongly agree","2017","Urban Area","West Germany","1604","0.798402645600613","0.780618700538447","0.81618659066278","7"
"7 Strongly agree","2017","Urban Area","East Germany","117","0.888155535214359","0.834591408133909","0.941719662294809","7"
"7 Strongly agree","2017","Rural Area","West Germany","557","0.854812995605234","0.827709508334474","0.881916482875994","7"
"7 Strongly agree","2017","Rural Area","East Germany","118","0.913748514276979","0.865857089264402","0.961639939289557","7"
"1 Strongly disagree","2018","Rural Area","East Germany","1","","","","1"
"1 Strongly disagree","2018","Urban Area","West Germany","2","","","","1"
