"plh0206i04","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2006","in school","Female","","","",""
"1 Strongly disagree","2006","inadequately","Male","","","",""
"1 Strongly disagree","2006","inadequately","Female","","","",""
"1 Strongly disagree","2006","general elemantary","Male","","","",""
"1 Strongly disagree","2006","general elemantary","Female","","","",""
"1 Strongly disagree","2006","middle vocational","Male","","","",""
"1 Strongly disagree","2006","middle vocational","Female","","","",""
"1 Strongly disagree","2006","vocational + Abi","Male","","","",""
"1 Strongly disagree","2006","vocational + Abi","Female","","","",""
"1 Strongly disagree","2006","higher vocational","Male","","","",""
"1 Strongly disagree","2006","higher vocational","Female","","","",""
"1 Strongly disagree","2006","higher education","Male","","","",""
"1 Strongly disagree","2006","higher education","Female","","","",""
"2 on scale 1-7 ","2006","in school","Male","","","",""
"2 on scale 1-7 ","2006","in school","Female","","","",""
"2 on scale 1-7 ","2006","inadequately","Male","","","",""
"2 on scale 1-7 ","2006","inadequately","Female","","","",""
"2 on scale 1-7 ","2006","general elemantary","Male","","","",""
"2 on scale 1-7 ","2006","general elemantary","Female","","","",""
"2 on scale 1-7 ","2006","middle vocational","Male","","","",""
"2 on scale 1-7 ","2006","middle vocational","Female","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2006","higher vocational","Male","","","",""
"2 on scale 1-7 ","2006","higher vocational","Female","","","",""
"2 on scale 1-7 ","2006","higher education","Male","","","",""
"2 on scale 1-7 ","2006","higher education","Female","","","",""
"3 on scale 1-7 ","2006","in school","Male","","","",""
"3 on scale 1-7 ","2006","in school","Female","","","",""
"3 on scale 1-7 ","2006","inadequately","Male","","","",""
"3 on scale 1-7 ","2006","inadequately","Female","","","",""
"3 on scale 1-7 ","2006","general elemantary","Male","","","",""
"3 on scale 1-7 ","2006","general elemantary","Female","","","",""
"3 on scale 1-7 ","2006","middle vocational","Male","","","",""
"3 on scale 1-7 ","2006","middle vocational","Female","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2006","higher vocational","Male","","","",""
"3 on scale 1-7 ","2006","higher vocational","Female","","","",""
"3 on scale 1-7 ","2006","higher education","Male","","","",""
"3 on scale 1-7 ","2006","higher education","Female","","","",""
"4 on scale 1-7","2006","in school","Male","","","",""
"4 on scale 1-7","2006","in school","Female","","","",""
"4 on scale 1-7","2006","inadequately","Male","","","",""
"4 on scale 1-7","2006","inadequately","Female","","","",""
"4 on scale 1-7","2006","general elemantary","Male","","","",""
"4 on scale 1-7","2006","general elemantary","Female","","","",""
"4 on scale 1-7","2006","middle vocational","Male","","","",""
"4 on scale 1-7","2006","middle vocational","Female","","","",""
"4 on scale 1-7","2006","vocational + Abi","Male","","","",""
"4 on scale 1-7","2006","vocational + Abi","Female","","","",""
"4 on scale 1-7","2006","higher vocational","Male","","","",""
"4 on scale 1-7","2006","higher vocational","Female","","","",""
"4 on scale 1-7","2006","higher education","Male","","","",""
"4 on scale 1-7","2006","higher education","Female","","","",""
"5 on scale 1-7","2006","in school","Male","","","",""
"5 on scale 1-7","2006","in school","Female","","","",""
"5 on scale 1-7","2006","inadequately","Male","","","",""
"5 on scale 1-7","2006","inadequately","Female","","","",""
"5 on scale 1-7","2006","general elemantary","Male","","","",""
"5 on scale 1-7","2006","general elemantary","Female","","","",""
"5 on scale 1-7","2006","middle vocational","Male","","","",""
"5 on scale 1-7","2006","middle vocational","Female","","","",""
"5 on scale 1-7","2006","vocational + Abi","Male","","","",""
"5 on scale 1-7","2006","vocational + Abi","Female","","","",""
"5 on scale 1-7","2006","higher vocational","Male","","","",""
"5 on scale 1-7","2006","higher vocational","Female","","","",""
"5 on scale 1-7","2006","higher education","Male","","","",""
"5 on scale 1-7","2006","higher education","Female","","","",""
"6 on scale 1-7","2006","in school","Male","","","",""
"6 on scale 1-7","2006","in school","Female","","","",""
"6 on scale 1-7","2006","inadequately","Male","","","",""
"6 on scale 1-7","2006","inadequately","Female","","","",""
"6 on scale 1-7","2006","general elemantary","Male","","","",""
"6 on scale 1-7","2006","general elemantary","Female","","","",""
"6 on scale 1-7","2006","middle vocational","Male","","","",""
"6 on scale 1-7","2006","middle vocational","Female","","","",""
"6 on scale 1-7","2006","vocational + Abi","Male","","","",""
"6 on scale 1-7","2006","vocational + Abi","Female","","","",""
"6 on scale 1-7","2006","higher vocational","Male","","","",""
"6 on scale 1-7","2006","higher vocational","Female","","","",""
"6 on scale 1-7","2006","higher education","Male","","","",""
"6 on scale 1-7","2006","higher education","Female","","","",""
"7 Strongly agree","2006","in school","Male","","","",""
"7 Strongly agree","2006","in school","Female","","","",""
"7 Strongly agree","2006","inadequately","Male","","","",""
"7 Strongly agree","2006","inadequately","Female","","","",""
"7 Strongly agree","2006","general elemantary","Male","","","",""
"7 Strongly agree","2006","general elemantary","Female","","","",""
"7 Strongly agree","2006","middle vocational","Male","","","",""
"7 Strongly agree","2006","middle vocational","Female","","","",""
"7 Strongly agree","2006","vocational + Abi","Male","","","",""
"7 Strongly agree","2006","vocational + Abi","Female","","","",""
"7 Strongly agree","2006","higher vocational","Male","","","",""
"7 Strongly agree","2006","higher vocational","Female","","","",""
"7 Strongly agree","2006","higher education","Male","","","",""
"7 Strongly agree","2006","higher education","Female","","","",""
"1 Strongly disagree","2007","in school","Male","","","",""
"1 Strongly disagree","2007","in school","Female","","","",""
"1 Strongly disagree","2007","inadequately","Male","","","",""
"1 Strongly disagree","2007","inadequately","Female","","","",""
"1 Strongly disagree","2007","general elemantary","Male","","","",""
"1 Strongly disagree","2007","general elemantary","Female","","","",""
"1 Strongly disagree","2007","middle vocational","Male","","","",""
"1 Strongly disagree","2007","middle vocational","Female","","","",""
"1 Strongly disagree","2007","vocational + Abi","Male","","","",""
"1 Strongly disagree","2007","vocational + Abi","Female","","","",""
"1 Strongly disagree","2007","higher vocational","Male","","","",""
"1 Strongly disagree","2007","higher vocational","Female","","","",""
"1 Strongly disagree","2007","higher education","Male","","","",""
"1 Strongly disagree","2007","higher education","Female","","","",""
"2 on scale 1-7 ","2007","in school","Male","","","",""
"2 on scale 1-7 ","2007","in school","Female","","","",""
"2 on scale 1-7 ","2007","inadequately","Male","","","",""
"2 on scale 1-7 ","2007","inadequately","Female","","","",""
"2 on scale 1-7 ","2007","general elemantary","Male","","","",""
"2 on scale 1-7 ","2007","general elemantary","Female","","","",""
"2 on scale 1-7 ","2007","middle vocational","Male","","","",""
"2 on scale 1-7 ","2007","middle vocational","Female","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2007","higher vocational","Male","","","",""
"2 on scale 1-7 ","2007","higher vocational","Female","","","",""
"2 on scale 1-7 ","2007","higher education","Male","","","",""
"2 on scale 1-7 ","2007","higher education","Female","","","",""
"3 on scale 1-7 ","2007","in school","Male","","","",""
"3 on scale 1-7 ","2007","in school","Female","","","",""
"3 on scale 1-7 ","2007","inadequately","Male","","","",""
"3 on scale 1-7 ","2007","inadequately","Female","","","",""
"3 on scale 1-7 ","2007","general elemantary","Male","","","",""
"3 on scale 1-7 ","2007","general elemantary","Female","","","",""
"3 on scale 1-7 ","2007","middle vocational","Male","","","",""
"3 on scale 1-7 ","2007","middle vocational","Female","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2007","higher vocational","Male","","","",""
"3 on scale 1-7 ","2007","higher vocational","Female","","","",""
"3 on scale 1-7 ","2007","higher education","Male","","","",""
"3 on scale 1-7 ","2007","higher education","Female","","","",""
"4 on scale 1-7","2007","in school","Male","","","",""
"4 on scale 1-7","2007","in school","Female","","","",""
"4 on scale 1-7","2007","inadequately","Male","","","",""
"4 on scale 1-7","2007","inadequately","Female","","","",""
"4 on scale 1-7","2007","general elemantary","Male","","","",""
"4 on scale 1-7","2007","general elemantary","Female","","","",""
"4 on scale 1-7","2007","middle vocational","Male","","","",""
"4 on scale 1-7","2007","middle vocational","Female","","","",""
"4 on scale 1-7","2007","vocational + Abi","Male","","","",""
"4 on scale 1-7","2007","vocational + Abi","Female","","","",""
"4 on scale 1-7","2007","higher vocational","Male","","","",""
"4 on scale 1-7","2007","higher vocational","Female","","","",""
"4 on scale 1-7","2007","higher education","Male","","","",""
"4 on scale 1-7","2007","higher education","Female","","","",""
"5 on scale 1-7","2007","in school","Male","","","",""
"5 on scale 1-7","2007","in school","Female","","","",""
"5 on scale 1-7","2007","inadequately","Male","","","",""
"5 on scale 1-7","2007","inadequately","Female","","","",""
"5 on scale 1-7","2007","general elemantary","Male","","","",""
"5 on scale 1-7","2007","general elemantary","Female","","","",""
"5 on scale 1-7","2007","middle vocational","Male","","","",""
"5 on scale 1-7","2007","middle vocational","Female","","","",""
"5 on scale 1-7","2007","vocational + Abi","Male","","","",""
"5 on scale 1-7","2007","vocational + Abi","Female","","","",""
"5 on scale 1-7","2007","higher vocational","Male","","","",""
"5 on scale 1-7","2007","higher vocational","Female","","","",""
"5 on scale 1-7","2007","higher education","Male","","","",""
"5 on scale 1-7","2007","higher education","Female","","","",""
"6 on scale 1-7","2007","in school","Male","","","",""
"6 on scale 1-7","2007","in school","Female","","","",""
"6 on scale 1-7","2007","inadequately","Male","","","",""
"6 on scale 1-7","2007","inadequately","Female","","","",""
"6 on scale 1-7","2007","general elemantary","Male","","","",""
"6 on scale 1-7","2007","general elemantary","Female","","","",""
"6 on scale 1-7","2007","middle vocational","Male","","","",""
"6 on scale 1-7","2007","middle vocational","Female","","","",""
"6 on scale 1-7","2007","vocational + Abi","Male","","","",""
"6 on scale 1-7","2007","vocational + Abi","Female","","","",""
"6 on scale 1-7","2007","higher vocational","Male","","","",""
"6 on scale 1-7","2007","higher vocational","Female","","","",""
"6 on scale 1-7","2007","higher education","Male","","","",""
"6 on scale 1-7","2007","higher education","Female","","","",""
"7 Strongly agree","2007","in school","Male","","","",""
"7 Strongly agree","2007","in school","Female","","","",""
"7 Strongly agree","2007","inadequately","Male","","","",""
"7 Strongly agree","2007","inadequately","Female","","","",""
"7 Strongly agree","2007","general elemantary","Male","","","",""
"7 Strongly agree","2007","general elemantary","Female","","","",""
"7 Strongly agree","2007","middle vocational","Male","","","",""
"7 Strongly agree","2007","middle vocational","Female","","","",""
"7 Strongly agree","2007","vocational + Abi","Male","","","",""
"7 Strongly agree","2007","vocational + Abi","Female","","","",""
"7 Strongly agree","2007","higher vocational","Male","","","",""
"7 Strongly agree","2007","higher vocational","Female","","","",""
"7 Strongly agree","2007","higher education","Male","","","",""
"7 Strongly agree","2007","higher education","Female","","","",""
"1 Strongly disagree","2008","in school","Male","","","",""
"1 Strongly disagree","2008","in school","Female","","","",""
"1 Strongly disagree","2008","inadequately","Male","","","",""
"1 Strongly disagree","2008","inadequately","Female","","","",""
"1 Strongly disagree","2008","general elemantary","Male","","","",""
"1 Strongly disagree","2008","general elemantary","Female","","","",""
"1 Strongly disagree","2008","middle vocational","Male","","","",""
"1 Strongly disagree","2008","middle vocational","Female","","","",""
"1 Strongly disagree","2008","vocational + Abi","Male","","","",""
"1 Strongly disagree","2008","vocational + Abi","Female","","","",""
"1 Strongly disagree","2008","higher vocational","Male","","","",""
"1 Strongly disagree","2008","higher vocational","Female","","","",""
"1 Strongly disagree","2008","higher education","Male","","","",""
"1 Strongly disagree","2008","higher education","Female","","","",""
"2 on scale 1-7 ","2008","in school","Male","","","",""
"2 on scale 1-7 ","2008","in school","Female","","","",""
"2 on scale 1-7 ","2008","inadequately","Male","","","",""
"2 on scale 1-7 ","2008","inadequately","Female","","","",""
"2 on scale 1-7 ","2008","general elemantary","Male","","","",""
"2 on scale 1-7 ","2008","general elemantary","Female","","","",""
"2 on scale 1-7 ","2008","middle vocational","Male","","","",""
"2 on scale 1-7 ","2008","middle vocational","Female","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2008","higher vocational","Male","","","",""
"2 on scale 1-7 ","2008","higher vocational","Female","","","",""
"2 on scale 1-7 ","2008","higher education","Male","","","",""
"2 on scale 1-7 ","2008","higher education","Female","","","",""
"3 on scale 1-7 ","2008","in school","Male","","","",""
"3 on scale 1-7 ","2008","in school","Female","","","",""
"3 on scale 1-7 ","2008","inadequately","Male","","","",""
"3 on scale 1-7 ","2008","inadequately","Female","","","",""
"3 on scale 1-7 ","2008","general elemantary","Male","","","",""
"3 on scale 1-7 ","2008","general elemantary","Female","","","",""
"3 on scale 1-7 ","2008","middle vocational","Male","","","",""
"3 on scale 1-7 ","2008","middle vocational","Female","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2008","higher vocational","Male","","","",""
"3 on scale 1-7 ","2008","higher vocational","Female","","","",""
"3 on scale 1-7 ","2008","higher education","Male","","","",""
"3 on scale 1-7 ","2008","higher education","Female","","","",""
"4 on scale 1-7","2008","in school","Male","","","",""
"4 on scale 1-7","2008","in school","Female","","","",""
"4 on scale 1-7","2008","inadequately","Male","","","",""
"4 on scale 1-7","2008","inadequately","Female","","","",""
"4 on scale 1-7","2008","general elemantary","Male","","","",""
"4 on scale 1-7","2008","general elemantary","Female","","","",""
"4 on scale 1-7","2008","middle vocational","Male","","","",""
"4 on scale 1-7","2008","middle vocational","Female","","","",""
"4 on scale 1-7","2008","vocational + Abi","Male","","","",""
"4 on scale 1-7","2008","vocational + Abi","Female","","","",""
"4 on scale 1-7","2008","higher vocational","Male","","","",""
"4 on scale 1-7","2008","higher vocational","Female","","","",""
"4 on scale 1-7","2008","higher education","Male","","","",""
"4 on scale 1-7","2008","higher education","Female","","","",""
"5 on scale 1-7","2008","in school","Male","","","",""
"5 on scale 1-7","2008","in school","Female","","","",""
"5 on scale 1-7","2008","inadequately","Male","","","",""
"5 on scale 1-7","2008","inadequately","Female","","","",""
"5 on scale 1-7","2008","general elemantary","Male","","","",""
"5 on scale 1-7","2008","general elemantary","Female","","","",""
"5 on scale 1-7","2008","middle vocational","Male","","","",""
"5 on scale 1-7","2008","middle vocational","Female","","","",""
"5 on scale 1-7","2008","vocational + Abi","Male","","","",""
"5 on scale 1-7","2008","vocational + Abi","Female","","","",""
"5 on scale 1-7","2008","higher vocational","Male","","","",""
"5 on scale 1-7","2008","higher vocational","Female","","","",""
"5 on scale 1-7","2008","higher education","Male","","","",""
"5 on scale 1-7","2008","higher education","Female","","","",""
"6 on scale 1-7","2008","in school","Male","","","",""
"6 on scale 1-7","2008","in school","Female","","","",""
"6 on scale 1-7","2008","inadequately","Male","","","",""
"6 on scale 1-7","2008","inadequately","Female","","","",""
"6 on scale 1-7","2008","general elemantary","Male","","","",""
"6 on scale 1-7","2008","general elemantary","Female","","","",""
"6 on scale 1-7","2008","middle vocational","Male","","","",""
"6 on scale 1-7","2008","middle vocational","Female","","","",""
"6 on scale 1-7","2008","vocational + Abi","Male","","","",""
"6 on scale 1-7","2008","vocational + Abi","Female","","","",""
"6 on scale 1-7","2008","higher vocational","Male","","","",""
"6 on scale 1-7","2008","higher vocational","Female","","","",""
"6 on scale 1-7","2008","higher education","Male","","","",""
"6 on scale 1-7","2008","higher education","Female","","","",""
"7 Strongly agree","2008","in school","Male","","","",""
"7 Strongly agree","2008","in school","Female","","","",""
"7 Strongly agree","2008","inadequately","Male","","","",""
"7 Strongly agree","2008","inadequately","Female","","","",""
"7 Strongly agree","2008","general elemantary","Male","","","",""
"7 Strongly agree","2008","general elemantary","Female","","","",""
"7 Strongly agree","2008","middle vocational","Male","","","",""
"7 Strongly agree","2008","middle vocational","Female","","","",""
"7 Strongly agree","2008","vocational + Abi","Male","","","",""
"7 Strongly agree","2008","vocational + Abi","Female","","","",""
"7 Strongly agree","2008","higher vocational","Male","","","",""
"7 Strongly agree","2008","higher vocational","Female","","","",""
"7 Strongly agree","2008","higher education","Male","","","",""
"7 Strongly agree","2008","higher education","Female","","","",""
"1 Strongly disagree","2009","in school","Male","","","",""
"1 Strongly disagree","2009","in school","Female","","","",""
"1 Strongly disagree","2009","inadequately","Male","","","",""
"1 Strongly disagree","2009","inadequately","Female","","","",""
"1 Strongly disagree","2009","general elemantary","Male","","","",""
"1 Strongly disagree","2009","general elemantary","Female","","","",""
"1 Strongly disagree","2009","middle vocational","Male","","","",""
"1 Strongly disagree","2009","middle vocational","Female","","","",""
"1 Strongly disagree","2009","vocational + Abi","Male","","","",""
"1 Strongly disagree","2009","vocational + Abi","Female","","","",""
"1 Strongly disagree","2009","higher vocational","Male","","","",""
"1 Strongly disagree","2009","higher vocational","Female","","","",""
"1 Strongly disagree","2009","higher education","Male","","","",""
"1 Strongly disagree","2009","higher education","Female","","","",""
"2 on scale 1-7 ","2009","in school","Male","","","",""
"2 on scale 1-7 ","2009","in school","Female","","","",""
"2 on scale 1-7 ","2009","inadequately","Male","","","",""
"2 on scale 1-7 ","2009","inadequately","Female","","","",""
"2 on scale 1-7 ","2009","general elemantary","Male","","","",""
"2 on scale 1-7 ","2009","general elemantary","Female","","","",""
"2 on scale 1-7 ","2009","middle vocational","Male","","","",""
"2 on scale 1-7 ","2009","middle vocational","Female","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","Male","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","Female","","","",""
"2 on scale 1-7 ","2009","higher vocational","Male","","","",""
"2 on scale 1-7 ","2009","higher vocational","Female","","","",""
"2 on scale 1-7 ","2009","higher education","Male","","","",""
"2 on scale 1-7 ","2009","higher education","Female","","","",""
"3 on scale 1-7 ","2009","in school","Male","","","",""
"3 on scale 1-7 ","2009","in school","Female","","","",""
"3 on scale 1-7 ","2009","inadequately","Male","","","",""
"3 on scale 1-7 ","2009","inadequately","Female","","","",""
"3 on scale 1-7 ","2009","general elemantary","Male","","","",""
"3 on scale 1-7 ","2009","general elemantary","Female","","","",""
"3 on scale 1-7 ","2009","middle vocational","Male","","","",""
"3 on scale 1-7 ","2009","middle vocational","Female","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","Male","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","Female","","","",""
"3 on scale 1-7 ","2009","higher vocational","Male","","","",""
"3 on scale 1-7 ","2009","higher vocational","Female","","","",""
"3 on scale 1-7 ","2009","higher education","Male","","","",""
"3 on scale 1-7 ","2009","higher education","Female","","","",""
"4 on scale 1-7","2009","in school","Male","","","",""
"4 on scale 1-7","2009","in school","Female","","","",""
"4 on scale 1-7","2009","inadequately","Male","","","",""
"4 on scale 1-7","2009","inadequately","Female","","","",""
"4 on scale 1-7","2009","general elemantary","Male","","","",""
"4 on scale 1-7","2009","general elemantary","Female","","","",""
"4 on scale 1-7","2009","middle vocational","Male","","","",""
"4 on scale 1-7","2009","middle vocational","Female","","","",""
"4 on scale 1-7","2009","vocational + Abi","Male","","","",""
"4 on scale 1-7","2009","vocational + Abi","Female","","","",""
"4 on scale 1-7","2009","higher vocational","Male","","","",""
"4 on scale 1-7","2009","higher vocational","Female","","","",""
"4 on scale 1-7","2009","higher education","Male","","","",""
"4 on scale 1-7","2009","higher education","Female","","","",""
"5 on scale 1-7","2009","in school","Male","","","",""
"5 on scale 1-7","2009","in school","Female","","","",""
