"plh0206i04","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"3 on scale 1-7 ","2006","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2006","Full Time","Male","","","","","3"
"4 on scale 1-7","2006","Full Time","Female","","","","","4"
"4 on scale 1-7","2006","Full Time","Male","","","","","4"
"4 on scale 1-7","2006","Not Working","Female","","","","","4"
"4 on scale 1-7","2006","Not Working","Male","","","","","4"
"4 on scale 1-7","2006","Part Time","Female","","","","","4"
"4 on scale 1-7","2006","Part Time","Male","","","","","4"
"5 on scale 1-7","2006","Not Working","Female","","","","","5"
"5 on scale 1-7","2006","Not Working","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Male","","","","","5"
"5 on scale 1-7","2006","Part Time","Female","","","","","5"
"5 on scale 1-7","2006","Full Time","Male","","","","","5"
"5 on scale 1-7","2006","Full Time","Female","","","","","5"
"6 on scale 1-7","2006","Not Working","Female","","","","","6"
"6 on scale 1-7","2006","Part Time","Male","","","","","6"
"6 on scale 1-7","2006","Not Working","Male","","","","","6"
"6 on scale 1-7","2006","Part Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Female","","","","","6"
"6 on scale 1-7","2006","Full Time","Male","","","","","6"
"7 Strongly agree","2006","Not Working","Female","","","","","7"
"7 Strongly agree","2006","Part Time","Male","","","","","7"
"7 Strongly agree","2006","Part Time","Female","","","","","7"
"7 Strongly agree","2006","Not Working","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Male","","","","","7"
"7 Strongly agree","2006","Full Time","Female","","","","","7"
"1 Strongly disagree","2007","Full Time","Male","","","","","1"
"1 Strongly disagree","2007","Full Time","Female","","","","","1"
"1 Strongly disagree","2007","Part Time","Male","","","","","1"
"1 Strongly disagree","2007","Part Time","Female","","","","","1"
"1 Strongly disagree","2007","Not Working","Male","","","","","1"
"1 Strongly disagree","2007","Not Working","Female","","","","","1"
"2 on scale 1-7 ","2007","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2007","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2007","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2007","Part Time","Female","","","","","2"
"3 on scale 1-7 ","2007","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2007","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2007","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2007","Not Working","Male","","","","","3"
"4 on scale 1-7","2007","Full Time","Male","","","","","4"
"4 on scale 1-7","2007","Full Time","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Female","","","","","4"
"4 on scale 1-7","2007","Not Working","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Male","","","","","4"
"4 on scale 1-7","2007","Part Time","Female","","","","","4"
"5 on scale 1-7","2007","Not Working","Female","","","","","5"
"5 on scale 1-7","2007","Not Working","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Male","","","","","5"
"5 on scale 1-7","2007","Part Time","Female","","","","","5"
"5 on scale 1-7","2007","Full Time","Male","","","","","5"
"5 on scale 1-7","2007","Full Time","Female","","","","","5"
"6 on scale 1-7","2007","Not Working","Female","","","","","6"
"6 on scale 1-7","2007","Not Working","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Female","","","","","6"
"6 on scale 1-7","2007","Full Time","Male","","","","","6"
"6 on scale 1-7","2007","Part Time","Male","","","","","6"
"6 on scale 1-7","2007","Full Time","Female","","","","","6"
"7 Strongly agree","2007","Not Working","Female","","","","","7"
"7 Strongly agree","2007","Full Time","Male","","","","","7"
"7 Strongly agree","2007","Full Time","Female","","","","","7"
"7 Strongly agree","2007","Part Time","Male","","","","","7"
"7 Strongly agree","2007","Part Time","Female","","","","","7"
"7 Strongly agree","2007","Not Working","Male","","","","","7"
"1 Strongly disagree","2008","Full Time","Female","","","","","1"
"1 Strongly disagree","2008","Part Time","Male","","","","","1"
"1 Strongly disagree","2008","Part Time","Female","","","","","1"
"1 Strongly disagree","2008","Not Working","Male","","","","","1"
"1 Strongly disagree","2008","Not Working","Female","","","","","1"
"1 Strongly disagree","2008","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2008","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2008","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2008","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2008","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2008","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2008","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2008","Not Working","Male","","","","","3"
"4 on scale 1-7","2008","Not Working","Female","","","","","4"
"4 on scale 1-7","2008","Part Time","Male","","","","","4"
"4 on scale 1-7","2008","Not Working","Male","","","","","4"
"4 on scale 1-7","2008","Part Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Female","","","","","4"
"4 on scale 1-7","2008","Full Time","Male","","","","","4"
"5 on scale 1-7","2008","Not Working","Female","","","","","5"
"5 on scale 1-7","2008","Not Working","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Male","","","","","5"
"5 on scale 1-7","2008","Part Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Female","","","","","5"
"5 on scale 1-7","2008","Full Time","Male","","","","","5"
"6 on scale 1-7","2008","Not Working","Female","","","","","6"
"6 on scale 1-7","2008","Not Working","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Male","","","","","6"
"6 on scale 1-7","2008","Part Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Female","","","","","6"
"6 on scale 1-7","2008","Full Time","Male","","","","","6"
"7 Strongly agree","2008","Not Working","Female","","","","","7"
"7 Strongly agree","2008","Full Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Male","","","","","7"
"7 Strongly agree","2008","Part Time","Female","","","","","7"
"7 Strongly agree","2008","Not Working","Male","","","","","7"
"7 Strongly agree","2008","Full Time","Female","","","","","7"
"1 Strongly disagree","2009","Full Time","Female","","","","","1"
"1 Strongly disagree","2009","Part Time","Male","","","","","1"
"1 Strongly disagree","2009","Part Time","Female","","","","","1"
"1 Strongly disagree","2009","Not Working","Male","","","","","1"
"1 Strongly disagree","2009","Not Working","Female","","","","","1"
"1 Strongly disagree","2009","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2009","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2009","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2009","Full Time","Female","","","","","2"
"3 on scale 1-7 ","2009","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2009","Full Time","Male","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2009","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2009","Part Time","Female","","","","","3"
"4 on scale 1-7","2009","Not Working","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Male","","","","","4"
"4 on scale 1-7","2009","Not Working","Male","","","","","4"
"4 on scale 1-7","2009","Full Time","Female","","","","","4"
"4 on scale 1-7","2009","Part Time","Female","","","","","4"
"4 on scale 1-7","2009","Full Time","Male","","","","","4"
"5 on scale 1-7","2009","Not Working","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Male","","","","","5"
"5 on scale 1-7","2009","Not Working","Male","","","","","5"
"5 on scale 1-7","2009","Full Time","Female","","","","","5"
"5 on scale 1-7","2009","Part Time","Female","","","","","5"
"5 on scale 1-7","2009","Full Time","Male","","","","","5"
"6 on scale 1-7","2009","Not Working","Female","","","","","6"
"6 on scale 1-7","2009","Not Working","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Male","","","","","6"
"6 on scale 1-7","2009","Part Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Female","","","","","6"
"6 on scale 1-7","2009","Full Time","Male","","","","","6"
"7 Strongly agree","2009","Not Working","Female","","","","","7"
"7 Strongly agree","2009","Full Time","Male","","","","","7"
"7 Strongly agree","2009","Full Time","Female","","","","","7"
"7 Strongly agree","2009","Part Time","Male","","","","","7"
"7 Strongly agree","2009","Part Time","Female","","","","","7"
"7 Strongly agree","2009","Not Working","Male","","","","","7"
"1 Strongly disagree","2010","Full Time","Female","10","","","","1"
"1 Strongly disagree","2010","Part Time","Male","6","","","","1"
"1 Strongly disagree","2010","Part Time","Female","19","","","","1"
"1 Strongly disagree","2010","Not Working","Male","26","","","","1"
"1 Strongly disagree","2010","Not Working","Female","38","0.0124457963758698","0.00884622554805737","0.0160453672036822","1"
"1 Strongly disagree","2010","Full Time","Male","16","","","","1"
"2 on scale 1-7 ","2010","Part Time","Male","8","","","","2"
"2 on scale 1-7 ","2010","Part Time","Female","25","","","","2"
"2 on scale 1-7 ","2010","Full Time","Female","19","","","","2"
"2 on scale 1-7 ","2010","Not Working","Female","44","0.0129220229264871","0.00925511595908574","0.0165889298938884","2"
"2 on scale 1-7 ","2010","Not Working","Male","35","0.0140885194394743","0.00962649100308039","0.0185505478758683","2"
"2 on scale 1-7 ","2010","Full Time","Male","29","","","","2"
"3 on scale 1-7 ","2010","Full Time","Female","61","0.0364684707212625","0.0287401415322384","0.0441967999102866","3"
"3 on scale 1-7 ","2010","Part Time","Male","25","","","","3"
"3 on scale 1-7 ","2010","Full Time","Male","78","0.0245646616959222","0.019871488930484","0.0292578344613604","3"
"3 on scale 1-7 ","2010","Not Working","Female","72","0.0151928108229737","0.0112213198742274","0.0191643017717201","3"
"3 on scale 1-7 ","2010","Not Working","Male","70","0.0261665921294299","0.0201229796257172","0.0322102046331425","3"
"3 on scale 1-7 ","2010","Part Time","Female","81","0.0304825862593554","0.0241342725435671","0.0368308999751438","3"
"4 on scale 1-7","2010","Not Working","Female","327","0.0892224139910624","0.0799668676709997","0.0984779603111251","4"
"4 on scale 1-7","2010","Not Working","Male","243","0.0928731538944798","0.0818841127104703","0.103862195078489","4"
"4 on scale 1-7","2010","Part Time","Male","91","0.103838793382386","0.0856455931314706","0.1220319936333","4"
"4 on scale 1-7","2010","Full Time","Female","227","0.106647496802445","0.0939218274788201","0.11937316612607","4"
"4 on scale 1-7","2010","Part Time","Female","261","0.104247840657663","0.09296334552911","0.115532335786216","4"
"4 on scale 1-7","2010","Full Time","Male","341","0.0864206896434277","0.0779015860940106","0.0949397931928447","4"
"5 on scale 1-7","2010","Not Working","Female","664","0.179421232108207","0.16696301307779","0.191879451138624","5"
"5 on scale 1-7","2010","Part Time","Male","209","0.178535644954036","0.155695805686097","0.201375484221974","5"
"5 on scale 1-7","2010","Not Working","Male","487","0.18074216566931","0.166173467814062","0.195310863524558","5"
"5 on scale 1-7","2010","Part Time","Female","513","0.165517667697009","0.151793518847988","0.179241816546031","5"
"5 on scale 1-7","2010","Full Time","Female","401","0.152507046905502","0.137685044646357","0.167329049164648","5"
"5 on scale 1-7","2010","Full Time","Male","810","0.194678528836453","0.182673711054443","0.206683346618464","5"
"6 on scale 1-7","2010","Not Working","Female","1077","0.274051772068876","0.259569788882808","0.288533755254944","6"
"6 on scale 1-7","2010","Part Time","Male","380","0.347231824754325","0.318837897781794","0.375625751726856","6"
"6 on scale 1-7","2010","Not Working","Male","857","0.304429972808185","0.287008100422715","0.321851845193655","6"
"6 on scale 1-7","2010","Full Time","Female","777","0.332952017660708","0.313522445640696","0.35238158968072","6"
"6 on scale 1-7","2010","Part Time","Female","979","0.331848121678286","0.314459628622191","0.349236614734381","6"
"6 on scale 1-7","2010","Full Time","Male","1533","0.352532215903156","0.338047152751736","0.367017279054577","6"
"7 Strongly agree","2010","Not Working","Female","1422","0.416743951706524","0.400736463697477","0.43275143971557","7"
"7 Strongly agree","2010","Full Time","Male","1372","0.325655683937167","0.311447712105474","0.339863655768859","7"
"7 Strongly agree","2010","Full Time","Female","765","0.355674930008661","0.33593829936895","0.375411560648371","7"
"7 Strongly agree","2010","Part Time","Male","361","0.338807626977253","0.310579847234211","0.367035406720296","7"
"7 Strongly agree","2010","Part Time","Female","939","0.349649963359876","0.332040545642569","0.367259381077182","7"
"7 Strongly agree","2010","Not Working","Male","962","0.369902177528026","0.351624200492556","0.388180154563496","7"
"1 Strongly disagree","2011","Full Time","Female","","","","","1"
"1 Strongly disagree","2011","Part Time","Male","","","","","1"
"1 Strongly disagree","2011","Part Time","Female","","","","","1"
"1 Strongly disagree","2011","Not Working","Male","","","","","1"
"1 Strongly disagree","2011","Not Working","Female","","","","","1"
"1 Strongly disagree","2011","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2011","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2011","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2011","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2011","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2011","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2011","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2011","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2011","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2011","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2011","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2011","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2011","Full Time","Male","","","","","3"
"4 on scale 1-7","2011","Not Working","Male","","","","","4"
"4 on scale 1-7","2011","Not Working","Female","","","","","4"
"4 on scale 1-7","2011","Part Time","Male","","","","","4"
"4 on scale 1-7","2011","Part Time","Female","","","","","4"
"4 on scale 1-7","2011","Full Time","Female","","","","","4"
"4 on scale 1-7","2011","Full Time","Male","","","","","4"
"5 on scale 1-7","2011","Not Working","Female","","","","","5"
"5 on scale 1-7","2011","Not Working","Male","","","","","5"
"5 on scale 1-7","2011","Part Time","Male","","","","","5"
"5 on scale 1-7","2011","Part Time","Female","","","","","5"
"5 on scale 1-7","2011","Full Time","Female","","","","","5"
"5 on scale 1-7","2011","Full Time","Male","","","","","5"
"6 on scale 1-7","2011","Full Time","Female","","","","","6"
"6 on scale 1-7","2011","Not Working","Female","","","","","6"
"6 on scale 1-7","2011","Part Time","Male","","","","","6"
"6 on scale 1-7","2011","Full Time","Male","","","","","6"
"6 on scale 1-7","2011","Part Time","Female","","","","","6"
"6 on scale 1-7","2011","Not Working","Male","","","","","6"
"7 Strongly agree","2011","Full Time","Female","","","","","7"
"7 Strongly agree","2011","Part Time","Male","","","","","7"
"7 Strongly agree","2011","Not Working","Female","","","","","7"
"7 Strongly agree","2011","Full Time","Male","","","","","7"
"7 Strongly agree","2011","Part Time","Female","","","","","7"
"7 Strongly agree","2011","Not Working","Male","","","","","7"
"1 Strongly disagree","2012","Full Time","Female","","","","","1"
"1 Strongly disagree","2012","Part Time","Male","","","","","1"
"1 Strongly disagree","2012","Not Working","Male","","","","","1"
"1 Strongly disagree","2012","Not Working","Female","","","","","1"
"1 Strongly disagree","2012","Part Time","Female","","","","","1"
"1 Strongly disagree","2012","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2012","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2012","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2012","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2012","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2012","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2012","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2012","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2012","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2012","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2012","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2012","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2012","Full Time","Male","","","","","3"
"4 on scale 1-7","2012","Not Working","Female","","","","","4"
"4 on scale 1-7","2012","Not Working","Male","","","","","4"
"4 on scale 1-7","2012","Part Time","Male","","","","","4"
"4 on scale 1-7","2012","Part Time","Female","","","","","4"
"4 on scale 1-7","2012","Full Time","Female","","","","","4"
"4 on scale 1-7","2012","Full Time","Male","","","","","4"
"5 on scale 1-7","2012","Not Working","Female","","","","","5"
"5 on scale 1-7","2012","Not Working","Male","","","","","5"
"5 on scale 1-7","2012","Part Time","Male","","","","","5"
"5 on scale 1-7","2012","Part Time","Female","","","","","5"
"5 on scale 1-7","2012","Full Time","Female","","","","","5"
"5 on scale 1-7","2012","Full Time","Male","","","","","5"
"6 on scale 1-7","2012","Full Time","Female","","","","","6"
"6 on scale 1-7","2012","Not Working","Female","","","","","6"
"6 on scale 1-7","2012","Not Working","Male","","","","","6"
"6 on scale 1-7","2012","Full Time","Male","","","","","6"
"6 on scale 1-7","2012","Part Time","Male","","","","","6"
"6 on scale 1-7","2012","Part Time","Female","","","","","6"
"7 Strongly agree","2012","Not Working","Female","","","","","7"
"7 Strongly agree","2012","Part Time","Male","","","","","7"
"7 Strongly agree","2012","Full Time","Male","","","","","7"
"7 Strongly agree","2012","Full Time","Female","","","","","7"
"7 Strongly agree","2012","Part Time","Female","","","","","7"
"7 Strongly agree","2012","Not Working","Male","","","","","7"
"1 Strongly disagree","2013","Full Time","Female","","","","","1"
"1 Strongly disagree","2013","Part Time","Male","","","","","1"
"1 Strongly disagree","2013","Not Working","Female","","","","","1"
"1 Strongly disagree","2013","Full Time","Male","","","","","1"
"1 Strongly disagree","2013","Part Time","Female","","","","","1"
"1 Strongly disagree","2013","Not Working","Male","","","","","1"
"2 on scale 1-7 ","2013","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2013","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2013","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2013","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2013","Full Time","Male","","","","","2"
"2 on scale 1-7 ","2013","Not Working","Male","","","","","2"
"3 on scale 1-7 ","2013","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2013","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2013","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2013","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2013","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2013","Full Time","Male","","","","","3"
"4 on scale 1-7","2013","Not Working","Female","","","","","4"
"4 on scale 1-7","2013","Not Working","Male","","","","","4"
"4 on scale 1-7","2013","Part Time","Male","","","","","4"
"4 on scale 1-7","2013","Part Time","Female","","","","","4"
"4 on scale 1-7","2013","Full Time","Male","","","","","4"
"4 on scale 1-7","2013","Full Time","Female","","","","","4"
"5 on scale 1-7","2013","Not Working","Female","","","","","5"
"5 on scale 1-7","2013","Part Time","Male","","","","","5"
"5 on scale 1-7","2013","Part Time","Female","","","","","5"
"5 on scale 1-7","2013","Not Working","Male","","","","","5"
"5 on scale 1-7","2013","Full Time","Female","","","","","5"
"5 on scale 1-7","2013","Full Time","Male","","","","","5"
"6 on scale 1-7","2013","Full Time","Female","","","","","6"
"6 on scale 1-7","2013","Not Working","Female","","","","","6"
"6 on scale 1-7","2013","Not Working","Male","","","","","6"
"6 on scale 1-7","2013","Part Time","Male","","","","","6"
"6 on scale 1-7","2013","Part Time","Female","","","","","6"
"6 on scale 1-7","2013","Full Time","Male","","","","","6"
"7 Strongly agree","2013","Not Working","Female","","","","","7"
"7 Strongly agree","2013","Full Time","Male","","","","","7"
"7 Strongly agree","2013","Full Time","Female","","","","","7"
"7 Strongly agree","2013","Part Time","Male","","","","","7"
"7 Strongly agree","2013","Part Time","Female","","","","","7"
"7 Strongly agree","2013","Not Working","Male","","","","","7"
"1 Strongly disagree","2014","Full Time","Female","","","","","1"
"1 Strongly disagree","2014","Part Time","Male","","","","","1"
"1 Strongly disagree","2014","Part Time","Female","","","","","1"
"1 Strongly disagree","2014","Not Working","Male","","","","","1"
"1 Strongly disagree","2014","Not Working","Female","","","","","1"
"1 Strongly disagree","2014","Full Time","Male","","","","","1"
"2 on scale 1-7 ","2014","Not Working","Female","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Male","","","","","2"
"2 on scale 1-7 ","2014","Not Working","Male","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Female","","","","","2"
"2 on scale 1-7 ","2014","Part Time","Female","","","","","2"
"2 on scale 1-7 ","2014","Full Time","Male","","","","","2"
"3 on scale 1-7 ","2014","Not Working","Female","","","","","3"
"3 on scale 1-7 ","2014","Not Working","Male","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Male","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Female","","","","","3"
"3 on scale 1-7 ","2014","Part Time","Female","","","","","3"
"3 on scale 1-7 ","2014","Full Time","Male","","","","","3"
"4 on scale 1-7","2014","Not Working","Female","","","","","4"
"4 on scale 1-7","2014","Part Time","Male","","","","","4"
"4 on scale 1-7","2014","Not Working","Male","","","","","4"
"4 on scale 1-7","2014","Part Time","Female","","","","","4"
"4 on scale 1-7","2014","Full Time","Female","","","","","4"
"4 on scale 1-7","2014","Full Time","Male","","","","","4"
"5 on scale 1-7","2014","Part Time","Male","","","","","5"
"5 on scale 1-7","2014","Full Time","Female","","","","","5"
"5 on scale 1-7","2014","Full Time","Male","","","","","5"
"5 on scale 1-7","2014","Not Working","Female","","","","","5"
"5 on scale 1-7","2014","Part Time","Female","","","","","5"
"5 on scale 1-7","2014","Not Working","Male","","","","","5"
"6 on scale 1-7","2014","Not Working","Female","","","","","6"
"6 on scale 1-7","2014","Full Time","Female","","","","","6"
"6 on scale 1-7","2014","Full Time","Male","","","","","6"
"6 on scale 1-7","2014","Not Working","Male","","","","","6"
"6 on scale 1-7","2014","Part Time","Male","","","","","6"
"6 on scale 1-7","2014","Part Time","Female","","","","","6"
"7 Strongly agree","2014","Not Working","Female","","","","","7"
"7 Strongly agree","2014","Full Time","Male","","","","","7"
"7 Strongly agree","2014","Full Time","Female","","","","","7"
"7 Strongly agree","2014","Part Time","Male","","","","","7"
"7 Strongly agree","2014","Part Time","Female","","","","","7"
"7 Strongly agree","2014","Not Working","Male","","","","","7"
"1 Strongly disagree","2015","Full Time","Female","18","","","","1"
