"plh0206i04","year","bula_h","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Lower Saxony","lower secondary degree","11","","",""
"3 on scale 1-7 ","2005","Lower Saxony","secondary school degree","4","","",""
"3 on scale 1-7 ","2005","Lower Saxony","college entrance qualification","7","","",""
"3 on scale 1-7 ","2005","Lower Saxony","Other degree","2","","",""
"3 on scale 1-7 ","2005","Lower Saxony","no degree/no degree yet","6","","",""
"3 on scale 1-7 ","2005","Bremen","lower secondary degree","1","","",""
"3 on scale 1-7 ","2005","Bremen","secondary school degree","","","",""
"3 on scale 1-7 ","2005","Bremen","college entrance qualification","1","","",""
"3 on scale 1-7 ","2005","Bremen","Other degree","","","",""
"3 on scale 1-7 ","2005","Bremen","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","lower secondary degree","29","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","secondary school degree","24","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","college entrance qualification","26","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","Other degree","6","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","no degree/no degree yet","8","","",""
"3 on scale 1-7 ","2005","Hesse","lower secondary degree","11","","",""
"3 on scale 1-7 ","2005","Hesse","secondary school degree","2","","",""
"3 on scale 1-7 ","2005","Hesse","college entrance qualification","9","","",""
"3 on scale 1-7 ","2005","Hesse","Other degree","2","","",""
"3 on scale 1-7 ","2005","Hesse","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","lower secondary degree","15","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","secondary school degree","8","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","college entrance qualification","8","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","Other degree","2","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","lower secondary degree","19","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","secondary school degree","13","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","college entrance qualification","11","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","Other degree","6","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","no degree/no degree yet","2","","",""
"3 on scale 1-7 ","2005","Bavaria","lower secondary degree","33","0.0213041355154815","0.0130723283680808","0.0295359426628822"
"3 on scale 1-7 ","2005","Bavaria","secondary school degree","20","","",""
"3 on scale 1-7 ","2005","Bavaria","college entrance qualification","15","","",""
"3 on scale 1-7 ","2005","Bavaria","Other degree","4","","",""
"3 on scale 1-7 ","2005","Bavaria","no degree/no degree yet","10","","",""
"3 on scale 1-7 ","2005","Berlin","lower secondary degree","6","","",""
"3 on scale 1-7 ","2005","Berlin","secondary school degree","6","","",""
"3 on scale 1-7 ","2005","Berlin","college entrance qualification","15","","",""
"3 on scale 1-7 ","2005","Berlin","Other degree","2","","",""
"3 on scale 1-7 ","2005","Berlin","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","Brandenburg","lower secondary degree","2","","",""
"3 on scale 1-7 ","2005","Brandenburg","secondary school degree","3","","",""
"3 on scale 1-7 ","2005","Brandenburg","college entrance qualification","4","","",""
"3 on scale 1-7 ","2005","Brandenburg","Other degree","1","","",""
"3 on scale 1-7 ","2005","Brandenburg","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","lower secondary degree","2","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","secondary school degree","3","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","college entrance qualification","1","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","Other degree","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2005","Saxony","lower secondary degree","9","","",""
"3 on scale 1-7 ","2005","Saxony","secondary school degree","12","","",""
"3 on scale 1-7 ","2005","Saxony","college entrance qualification","5","","",""
"3 on scale 1-7 ","2005","Saxony","Other degree","","","",""
"3 on scale 1-7 ","2005","Saxony","no degree/no degree yet","1","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","lower secondary degree","4","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","secondary school degree","3","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","college entrance qualification","5","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","Other degree","1","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","no degree/no degree yet","3","","",""
"3 on scale 1-7 ","2005","Thuringia","lower secondary degree","12","","",""
"3 on scale 1-7 ","2005","Thuringia","secondary school degree","10","","",""
"3 on scale 1-7 ","2005","Thuringia","college entrance qualification","6","","",""
"3 on scale 1-7 ","2005","Thuringia","Other degree","","","",""
"3 on scale 1-7 ","2005","Thuringia","no degree/no degree yet","2","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","lower secondary degree","14","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","secondary school degree","10","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","college entrance qualification","11","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","Other degree","1","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","no degree/no degree yet","4","","",""
"4 on scale 1-7","2005","Hamburg","lower secondary degree","4","","",""
"4 on scale 1-7","2005","Hamburg","secondary school degree","2","","",""
"4 on scale 1-7","2005","Hamburg","college entrance qualification","7","","",""
"4 on scale 1-7","2005","Hamburg","Other degree","","","",""
"4 on scale 1-7","2005","Hamburg","no degree/no degree yet","4","","",""
"4 on scale 1-7","2005","Lower Saxony","lower secondary degree","43","0.0538825261730613","0.0364307710456275","0.0713342813004951"
"4 on scale 1-7","2005","Lower Saxony","secondary school degree","49","0.0757154458651259","0.0533823567823513","0.0980485349479006"
"4 on scale 1-7","2005","Lower Saxony","college entrance qualification","38","0.0803041466523551","0.0537711276616738","0.106837165643037"
"4 on scale 1-7","2005","Lower Saxony","Other degree","10","","",""
"4 on scale 1-7","2005","Lower Saxony","no degree/no degree yet","3","","",""
"4 on scale 1-7","2005","Bremen","lower secondary degree","2","","",""
"4 on scale 1-7","2005","Bremen","secondary school degree","6","","",""
"4 on scale 1-7","2005","Bremen","college entrance qualification","1","","",""
"4 on scale 1-7","2005","Bremen","Other degree","","","",""
"4 on scale 1-7","2005","Bremen","no degree/no degree yet","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","lower secondary degree","110","0.0843560100078092","0.0705068231933407","0.0982051968222776"
"4 on scale 1-7","2005","North Rhine-Westphalia","secondary school degree","76","0.0836679001106603","0.0660047573636281","0.101331042857693"
"4 on scale 1-7","2005","North Rhine-Westphalia","college entrance qualification","128","0.0934871458314024","0.0772839686042991","0.109690323058506"
"4 on scale 1-7","2005","North Rhine-Westphalia","Other degree","30","0.12202950413994","0.0858830918201704","0.15817591645971"
"4 on scale 1-7","2005","North Rhine-Westphalia","no degree/no degree yet","24","","",""
"4 on scale 1-7","2005","Hesse","lower secondary degree","35","0.0846615303118334","0.0583192504318593","0.111003810191807"
"4 on scale 1-7","2005","Hesse","secondary school degree","25","","",""
"4 on scale 1-7","2005","Hesse","college entrance qualification","40","0.132719920965323","0.0996777691630948","0.165762072767551"
"4 on scale 1-7","2005","Hesse","Other degree","7","","",""
"4 on scale 1-7","2005","Hesse","no degree/no degree yet","8","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","lower secondary degree","46","0.0842305302400029","0.0616082354760204","0.106852825003985"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","secondary school degree","41","0.171168093598045","0.125559982827538","0.216776204368552"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","college entrance qualification","22","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","Other degree","3","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","3","","",""
"4 on scale 1-7","2005","Baden-Württemberg","lower secondary degree","65","0.0758254766850558","0.0581126033174578","0.0935383500526538"
"4 on scale 1-7","2005","Baden-Württemberg","secondary school degree","45","0.0742007627566563","0.0528888407085914","0.0955126848047211"
"4 on scale 1-7","2005","Baden-Württemberg","college entrance qualification","51","0.0869244486297781","0.0644755658044758","0.10937333145508"
"4 on scale 1-7","2005","Baden-Württemberg","Other degree","25","","",""
"4 on scale 1-7","2005","Baden-Württemberg","no degree/no degree yet","21","","",""
"4 on scale 1-7","2005","Bavaria","lower secondary degree","103","0.0911732441105859","0.0747630541309368","0.107583434090235"
"4 on scale 1-7","2005","Bavaria","secondary school degree","62","0.0650274171169843","0.0468390617676446","0.0832157724663239"
"4 on scale 1-7","2005","Bavaria","college entrance qualification","73","0.112774518968645","0.0894746243418198","0.136074413595471"
"4 on scale 1-7","2005","Bavaria","Other degree","10","","",""
"4 on scale 1-7","2005","Bavaria","no degree/no degree yet","11","","",""
"4 on scale 1-7","2005","Berlin","lower secondary degree","19","","",""
"4 on scale 1-7","2005","Berlin","secondary school degree","37","0.174998369810345","0.12808547574193","0.22191126387876"
"4 on scale 1-7","2005","Berlin","college entrance qualification","36","0.129968559164237","0.0903685914089458","0.169568526919529"
"4 on scale 1-7","2005","Berlin","Other degree","","","",""
"4 on scale 1-7","2005","Berlin","no degree/no degree yet","7","","",""
"4 on scale 1-7","2005","Brandenburg","lower secondary degree","14","","",""
"4 on scale 1-7","2005","Brandenburg","secondary school degree","32","0.103715566841539","0.073378252772991","0.134052880910086"
"4 on scale 1-7","2005","Brandenburg","college entrance qualification","18","","",""
"4 on scale 1-7","2005","Brandenburg","Other degree","","","",""
"4 on scale 1-7","2005","Brandenburg","no degree/no degree yet","5","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","lower secondary degree","6","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","secondary school degree","16","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","college entrance qualification","4","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","Other degree","2","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","no degree/no degree yet","2","","",""
"4 on scale 1-7","2005","Saxony","lower secondary degree","29","","",""
"4 on scale 1-7","2005","Saxony","secondary school degree","57","0.0804328348290895","0.0604564677545474","0.100409201903632"
"4 on scale 1-7","2005","Saxony","college entrance qualification","37","0.0866617445298347","0.0568010132357336","0.116522475823936"
"4 on scale 1-7","2005","Saxony","Other degree","2","","",""
"4 on scale 1-7","2005","Saxony","no degree/no degree yet","7","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","lower secondary degree","24","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","secondary school degree","22","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","college entrance qualification","13","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","Other degree","2","","",""
"4 on scale 1-7","2005","Saxony-Anhalt","no degree/no degree yet","5","","",""
"4 on scale 1-7","2005","Thuringia","lower secondary degree","35","0.121411759965747","0.0840147094400123","0.158808810491482"
"4 on scale 1-7","2005","Thuringia","secondary school degree","32","0.0768989880289649","0.0505241389407619","0.103273837117168"
"4 on scale 1-7","2005","Thuringia","college entrance qualification","17","","",""
"4 on scale 1-7","2005","Thuringia","Other degree","1","","",""
"4 on scale 1-7","2005","Thuringia","no degree/no degree yet","3","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","lower secondary degree","31","0.106003553194149","0.0682197118817587","0.14378739450654"
"5 on scale 1-7","2005","Schleswig-Holstein","secondary school degree","18","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","college entrance qualification","24","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","Other degree","3","","",""
"5 on scale 1-7","2005","Schleswig-Holstein","no degree/no degree yet","2","","",""
"5 on scale 1-7","2005","Hamburg","lower secondary degree","11","","",""
"5 on scale 1-7","2005","Hamburg","secondary school degree","14","","",""
"5 on scale 1-7","2005","Hamburg","college entrance qualification","31","0.300739993308742","0.214252929925325","0.387227056692158"
"5 on scale 1-7","2005","Hamburg","Other degree","","","",""
"5 on scale 1-7","2005","Hamburg","no degree/no degree yet","2","","",""
"5 on scale 1-7","2005","Lower Saxony","lower secondary degree","84","0.146836504037702","0.11947904515569","0.174193962919715"
"5 on scale 1-7","2005","Lower Saxony","secondary school degree","86","0.164735891921198","0.133420364239985","0.196051419602411"
"5 on scale 1-7","2005","Lower Saxony","college entrance qualification","81","0.230191559355333","0.189092526729342","0.271290591981323"
"5 on scale 1-7","2005","Lower Saxony","Other degree","14","","",""
"5 on scale 1-7","2005","Lower Saxony","no degree/no degree yet","14","","",""
"5 on scale 1-7","2005","Bremen","lower secondary degree","2","","",""
"5 on scale 1-7","2005","Bremen","secondary school degree","4","","",""
"5 on scale 1-7","2005","Bremen","college entrance qualification","7","","",""
"5 on scale 1-7","2005","Bremen","Other degree","4","","",""
"5 on scale 1-7","2005","Bremen","no degree/no degree yet","3","","",""
"5 on scale 1-7","2005","North Rhine-Westphalia","lower secondary degree","247","0.153637488236252","0.135668246848808","0.171606729623696"
"5 on scale 1-7","2005","North Rhine-Westphalia","secondary school degree","179","0.187997615374545","0.163073662784581","0.212921567964508"
"5 on scale 1-7","2005","North Rhine-Westphalia","college entrance qualification","242","0.20392346043911","0.1814976442983","0.226349276579919"
"5 on scale 1-7","2005","North Rhine-Westphalia","Other degree","38","0.114609788077769","0.079431797591223","0.149787778564316"
"5 on scale 1-7","2005","North Rhine-Westphalia","no degree/no degree yet","30","0.1375797133282","0.0914290565036925","0.183730370152706"
"5 on scale 1-7","2005","Hesse","lower secondary degree","73","0.159761158032854","0.125090952055826","0.194431364009882"
"5 on scale 1-7","2005","Hesse","secondary school degree","73","0.227224805226039","0.182943203014566","0.271506407437513"
"5 on scale 1-7","2005","Hesse","college entrance qualification","94","0.210612182828207","0.170901483636452","0.250322882019961"
"5 on scale 1-7","2005","Hesse","Other degree","19","","",""
"5 on scale 1-7","2005","Hesse","no degree/no degree yet","14","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","lower secondary degree","126","0.228436527095528","0.19424036135991","0.262632692831146"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","secondary school degree","28","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","college entrance qualification","42","0.152115343793309","0.106773991422346","0.197456696164272"
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","Other degree","17","","",""
"5 on scale 1-7","2005","Rhineland-Palatinate,Saarland","no degree/no degree yet","11","","",""
"5 on scale 1-7","2005","Baden-Württemberg","lower secondary degree","130","0.160848838624553","0.136265916133675","0.18543176111543"
"5 on scale 1-7","2005","Baden-Württemberg","secondary school degree","102","0.189391587117922","0.157531576225651","0.221251598010194"
"5 on scale 1-7","2005","Baden-Württemberg","college entrance qualification","130","0.232078810555184","0.198439547396678","0.26571807371369"
"5 on scale 1-7","2005","Baden-Württemberg","Other degree","47","0.206258193830826","0.157725131739923","0.254791255921729"
"5 on scale 1-7","2005","Baden-Württemberg","no degree/no degree yet","27","","",""
"5 on scale 1-7","2005","Bavaria","lower secondary degree","183","0.148991199920799","0.128691636992633","0.169290762848964"
"5 on scale 1-7","2005","Bavaria","secondary school degree","117","0.157713149182392","0.130828170108304","0.18459812825648"
"5 on scale 1-7","2005","Bavaria","college entrance qualification","149","0.184039755509751","0.155495298519471","0.212584212500032"
"5 on scale 1-7","2005","Bavaria","Other degree","14","","",""
"5 on scale 1-7","2005","Bavaria","no degree/no degree yet","20","","",""
"5 on scale 1-7","2005","Berlin","lower secondary degree","21","","",""
"5 on scale 1-7","2005","Berlin","secondary school degree","49","0.187841591551323","0.139617498039514","0.236065685063132"
"5 on scale 1-7","2005","Berlin","college entrance qualification","58","0.25059216836655","0.199559172138239","0.301625164594861"
