"plh0206i04","year","e11103","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Part Time","(Married) couple without C. ","27","","",""
"3 on scale 1-7 ","2005","Part Time","Single parent ","5","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE 16 ","19","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. GT 16 ","25","","",""
"3 on scale 1-7 ","2005","Part Time","Couple + C. LE and GT 16","13","","",""
"3 on scale 1-7 ","2005","Not Working","1-pers.-HH","25","","",""
"3 on scale 1-7 ","2005","Not Working","(Married) couple without C. ","78","0.0201422836722902","0.0154786947485726","0.0248058725960078"
"3 on scale 1-7 ","2005","Not Working","Single parent ","16","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE 16 ","16","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. GT 16 ","22","","",""
"3 on scale 1-7 ","2005","Not Working","Couple + C. LE and GT 16","16","","",""
"4 on scale 1-7","2005","Full Time","1-pers.-HH","83","0.0841021978776175","0.067417872919217","0.100786522836018"
"4 on scale 1-7","2005","Full Time","(Married) couple without C. ","183","0.0825539922958864","0.0714389291805422","0.0936690554112306"
"4 on scale 1-7","2005","Full Time","Single parent ","27","","",""
"4 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","134","0.0747812781874562","0.0627429252026867","0.0868196311722256"
"4 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","138","0.0995895748844802","0.0848381208552832","0.114341028913677"
"4 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","59","0.0901272346278679","0.0681464774332529","0.112107991822483"
"4 on scale 1-7","2005","Part Time","1-pers.-HH","53","0.103181625000942","0.07565106152675","0.130712188475134"
"4 on scale 1-7","2005","Part Time","(Married) couple without C. ","80","0.0686802040944776","0.0542070131876938","0.0831533950012614"
"4 on scale 1-7","2005","Part Time","Single parent ","38","0.107019757252944","0.0749521254199204","0.139087389085969"
"4 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","122","0.0947453726227528","0.0782029455637604","0.111287799681745"
"4 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","84","0.0817275772914809","0.0645934325783215","0.0988617220046404"
"4 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","44","0.072004323870155","0.0495478551478476","0.0944607925924624"
"4 on scale 1-7","2005","Not Working","1-pers.-HH","130","0.0952861836979862","0.0800631028224083","0.110509264573564"
"4 on scale 1-7","2005","Not Working","(Married) couple without C. ","297","0.0862790240404378","0.0769584253555538","0.0955996227253218"
"4 on scale 1-7","2005","Not Working","Single parent ","50","0.137115009786289","0.102977271524816","0.171252748047763"
"4 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","60","0.099068202253012","0.0764127383977583","0.121723666108266"
"4 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","113","0.096653454135286","0.0790144283816307","0.114292479888941"
"4 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","62","0.107345606976516","0.0813330854575501","0.133358128495482"
"5 on scale 1-7","2005","Full Time","1-pers.-HH","189","0.185252824142852","0.161898069486237","0.208607578799467"
"5 on scale 1-7","2005","Full Time","(Married) couple without C. ","395","0.153029491110044","0.138489158315282","0.167569823904806"
"5 on scale 1-7","2005","Full Time","Single parent ","45","0.160253558328899","0.121876431298575","0.198630685359223"
"5 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","348","0.189320734627144","0.171391074859396","0.207250394394891"
"5 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","286","0.180813548929827","0.161854589416672","0.199772508442983"
"5 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","119","0.215976970129563","0.184391130557","0.247562809702127"
"5 on scale 1-7","2005","Part Time","1-pers.-HH","88","0.157705772759937","0.124720705258184","0.190690840261689"
"5 on scale 1-7","2005","Part Time","(Married) couple without C. ","170","0.154248572487819","0.133579022020617","0.174918122955021"
"5 on scale 1-7","2005","Part Time","Single parent ","59","0.14358159992493","0.107206317672909","0.179956882176951"
"5 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","203","0.164983254265763","0.144017891909476","0.18594861662205"
"5 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","194","0.211982635420505","0.186419719917551","0.237545550923458"
"5 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","83","0.171123202932901","0.13840506030476","0.203841345561043"
"5 on scale 1-7","2005","Not Working","1-pers.-HH","203","0.144987809660015","0.126732724028789","0.163242895291241"
"5 on scale 1-7","2005","Not Working","(Married) couple without C. ","565","0.151180372113807","0.139288785282919","0.163071958944696"
"5 on scale 1-7","2005","Not Working","Single parent ","62","0.137654019100958","0.103459932494006","0.17184810570791"
"5 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","109","0.157167721995351","0.129567529008309","0.184767914982393"
"5 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","236","0.2426528744853","0.217062365643808","0.268243383326792"
"5 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","99","0.182525743269274","0.150065800743364","0.214985685795183"
"6 on scale 1-7","2005","Full Time","1-pers.-HH","335","0.300068406626314","0.272518546808551","0.327618266444076"
"6 on scale 1-7","2005","Full Time","(Married) couple without C. ","820","0.3462838709536","0.327067854261606","0.365499887645594"
"6 on scale 1-7","2005","Full Time","Single parent ","125","0.316922194020722","0.268247195486381","0.365597192555064"
"6 on scale 1-7","2005","Full Time","Couple + C. LE 16 ","662","0.3640974695365","0.342075683827909","0.386119255245092"
"6 on scale 1-7","2005","Full Time","Couple + C. GT 16 ","559","0.34668116310814","0.323236966966621","0.370125359249659"
"6 on scale 1-7","2005","Full Time","Couple + C. LE and GT 16","219","0.275948868329287","0.241638670657914","0.31025906600066"
"6 on scale 1-7","2005","Part Time","1-pers.-HH","142","0.321104301935762","0.278848508582222","0.363360095289301"
"6 on scale 1-7","2005","Part Time","(Married) couple without C. ","402","0.348450701672896","0.32118332250004","0.375718080845752"
"6 on scale 1-7","2005","Part Time","Single parent ","115","0.31459210337886","0.266423678681384","0.362760528076336"
"6 on scale 1-7","2005","Part Time","Couple + C. LE 16 ","397","0.296531229598185","0.270732847076641","0.322329612119729"
"6 on scale 1-7","2005","Part Time","Couple + C. GT 16 ","349","0.344383927171103","0.314664626878703","0.374103227463504"
"6 on scale 1-7","2005","Part Time","Couple + C. LE and GT 16","166","0.331814245030187","0.290908404632544","0.37272008542783"
"6 on scale 1-7","2005","Not Working","1-pers.-HH","430","0.302532468517667","0.278715857168097","0.326349079867238"
"6 on scale 1-7","2005","Not Working","(Married) couple without C. ","1118","0.311394657979098","0.296022842155557","0.32676647380264"
"6 on scale 1-7","2005","Not Working","Single parent ","110","0.302460358926067","0.25687404615824","0.348046671693895"
"6 on scale 1-7","2005","Not Working","Couple + C. LE 16 ","200","0.28294818109","0.248790483920426","0.317105878259574"
"6 on scale 1-7","2005","Not Working","Couple + C. GT 16 ","334","0.297420320718282","0.270132313475883","0.324708327960681"
"6 on scale 1-7","2005","Not Working","Couple + C. LE and GT 16","155","0.27350642346671","0.236048103437859","0.310964743495562"
"7 Strongly agree","2005","Full Time","1-pers.-HH","419","0.396260132064639","0.366856798116586","0.425663466012693"
"7 Strongly agree","2005","Full Time","(Married) couple without C. ","878","0.38544940377829","0.365792498424582","0.405106309131998"
"7 Strongly agree","2005","Full Time","Single parent ","139","0.396786216154719","0.345605253560472","0.447967178748966"
"7 Strongly agree","2005","Full Time","Couple + C. LE 16 ","630","0.337574171304195","0.315931958687117","0.359216383921272"
"7 Strongly agree","2005","Full Time","Couple + C. GT 16 ","554","0.341457466365613","0.318097734391037","0.364817198340189"
"7 Strongly agree","2005","Full Time","Couple + C. LE and GT 16","233","0.380987949921038","0.343711936044451","0.418263963797625"
"7 Strongly agree","2005","Part Time","1-pers.-HH","164","0.370798097865106","0.327083606265175","0.414512589465037"
"7 Strongly agree","2005","Part Time","(Married) couple without C. ","476","0.389407611616581","0.36150293485572","0.417312288377442"
"7 Strongly agree","2005","Part Time","Single parent ","137","0.419352019894288","0.368165003925481","0.470539035863096"
"7 Strongly agree","2005","Part Time","Couple + C. LE 16 ","450","0.404210527526469","0.376491048079691","0.431930006973247"
"7 Strongly agree","2005","Part Time","Couple + C. GT 16 ","322","0.333737412457047","0.30424451044501","0.363230314469085"
"7 Strongly agree","2005","Part Time","Couple + C. LE and GT 16","200","0.388974920333742","0.346622374777297","0.431327465890187"
"7 Strongly agree","2005","Not Working","1-pers.-HH","603","0.406208701899009","0.380744885022357","0.43167251877566"
"7 Strongly agree","2005","Not Working","(Married) couple without C. ","1374","0.411581324680612","0.395244958712807","0.427917690648417"
"7 Strongly agree","2005","Not Working","Single parent ","141","0.331135051729358","0.284427448365904","0.377842655092811"
"7 Strongly agree","2005","Not Working","Couple + C. LE 16 ","275","0.423165640836336","0.385699356971306","0.460631924701366"
"7 Strongly agree","2005","Not Working","Couple + C. GT 16 ","360","0.331495781905855","0.303394263296986","0.359597300514724"
"7 Strongly agree","2005","Not Working","Couple + C. LE and GT 16","198","0.374507133627897","0.333835663679226","0.415178603576568"
"1 Strongly disagree","2006","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Full Time","Single parent ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Part Time","Single parent ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2006","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2006","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2006","Not Working","Single parent ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2006","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2006","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2006","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2006","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Full Time","Single parent ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Part Time","Single parent ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2006","Not Working","Single parent ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Full Time","Single parent ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Part Time","Single parent ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2006","Not Working","Single parent ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Full Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Full Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Full Time","Single parent ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Full Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Part Time","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Part Time","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Part Time","Single parent ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Part Time","Couple + C. LE and GT 16","","","",""
"6 on scale 1-7","2006","Not Working","1-pers.-HH","","","",""
"6 on scale 1-7","2006","Not Working","(Married) couple without C. ","","","",""
"6 on scale 1-7","2006","Not Working","Single parent ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. GT 16 ","","","",""
"6 on scale 1-7","2006","Not Working","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Full Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Full Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Full Time","Single parent ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Full Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Part Time","1-pers.-HH","","","",""
"7 Strongly agree","2006","Part Time","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Part Time","Single parent ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Part Time","Couple + C. LE and GT 16","","","",""
"7 Strongly agree","2006","Not Working","1-pers.-HH","","","",""
"7 Strongly agree","2006","Not Working","(Married) couple without C. ","","","",""
"7 Strongly agree","2006","Not Working","Single parent ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. GT 16 ","","","",""
"7 Strongly agree","2006","Not Working","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Full Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Full Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Full Time","Single parent ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Full Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Part Time","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Part Time","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Part Time","Single parent ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Part Time","Couple + C. LE and GT 16","","","",""
"1 Strongly disagree","2007","Not Working","1-pers.-HH","","","",""
"1 Strongly disagree","2007","Not Working","(Married) couple without C. ","","","",""
"1 Strongly disagree","2007","Not Working","Single parent ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. GT 16 ","","","",""
"1 Strongly disagree","2007","Not Working","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"2 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"2 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"2 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"2 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Full Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Full Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Full Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Full Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Part Time","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Part Time","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Part Time","Single parent ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Part Time","Couple + C. LE and GT 16","","","",""
"3 on scale 1-7 ","2007","Not Working","1-pers.-HH","","","",""
"3 on scale 1-7 ","2007","Not Working","(Married) couple without C. ","","","",""
"3 on scale 1-7 ","2007","Not Working","Single parent ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. GT 16 ","","","",""
"3 on scale 1-7 ","2007","Not Working","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Full Time","Single parent ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Part Time","Single parent ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
"4 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"4 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"4 on scale 1-7","2007","Not Working","Single parent ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
"4 on scale 1-7","2007","Not Working","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Full Time","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Full Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Full Time","Single parent ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Full Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Part Time","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Part Time","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Part Time","Single parent ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. GT 16 ","","","",""
"5 on scale 1-7","2007","Part Time","Couple + C. LE and GT 16","","","",""
"5 on scale 1-7","2007","Not Working","1-pers.-HH","","","",""
"5 on scale 1-7","2007","Not Working","(Married) couple without C. ","","","",""
"5 on scale 1-7","2007","Not Working","Single parent ","","","",""
"5 on scale 1-7","2007","Not Working","Couple + C. LE 16 ","","","",""
"5 on scale 1-7","2007","Not Working","Couple + C. GT 16 ","","","",""
