"plh0206i04","year","education","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","11","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","11","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","9","","",""
"2 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","14","","",""
"2 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"2 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","Other degree","(1b) general elementary school","1","","",""
"2 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","1","","",""
"2 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","2","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","3","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(1b) general elementary school","40","0.0308026710768366","0.0220295272295259","0.0395758149241473"
"3 on scale 1-7 ","2005","lower secondary degree","(1c) basic vocational qualification","112","0.021335954579103","0.0174627908631951","0.0252091182950109"
"3 on scale 1-7 ","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2a) intermediate vocational","1","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(2c_voc) vocational maturity certificate","1","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3a) lower tertiary education","2","","",""
"3 on scale 1-7 ","2005","lower secondary degree","(3b) higher tertiary education","2","","",""
"3 on scale 1-7 ","2005","secondary school degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2b) intermediate general qualification","10","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2a) intermediate vocational","93","0.0179012707365559","0.0141404649359517","0.0216620765371602"
"3 on scale 1-7 ","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3a) lower tertiary education","10","","",""
"3 on scale 1-7 ","2005","secondary school degree","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(0) in school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_gen) general maturity certificate","19","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(2c_voc) vocational maturity certificate","32","0.0225533611772409","0.0144761225965529","0.0306305997579289"
"3 on scale 1-7 ","2005","college entrance qualification","(3a) lower tertiary education","20","","",""
"3 on scale 1-7 ","2005","college entrance qualification","(3b) higher tertiary education","44","0.0218481337345702","0.0157297164679983","0.027966551001142"
"3 on scale 1-7 ","2005","Other degree","(0) in school","","","",""
"3 on scale 1-7 ","2005","Other degree","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","Other degree","(1b) general elementary school","7","","",""
"3 on scale 1-7 ","2005","Other degree","(1c) basic vocational qualification","10","","",""
"3 on scale 1-7 ","2005","Other degree","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","Other degree","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_gen) general maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Other degree","(2c_voc) vocational maturity certificate","2","","",""
"3 on scale 1-7 ","2005","Other degree","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","Other degree","(3b) higher tertiary education","5","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(0) in school","27","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1a) inadequately completed","10","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","129","0.098979204333891","0.0838158828299296","0.114142525837852"
"4 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","398","0.0792168124464055","0.0719777825366669","0.0864558423561442"
"4 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","4","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"4 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","10","","",""
"4 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","4","","",""
"4 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","62","0.104879330975462","0.0798572977639073","0.129901364187017"
"4 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","405","0.085153952403761","0.0772373685479595","0.0930705362595625"
"4 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","2","","",""
"4 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","31","0.0780103195958579","0.0547346565403592","0.101285982651357"
"4 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","12","","",""
"4 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","67","0.0803200364981495","0.0606041199166981","0.100035953079601"
"4 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","126","0.0993992504021957","0.0831224719778406","0.115676028826551"
"4 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","96","0.0960466753346977","0.0774558527774366","0.114637497891959"
"4 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","207","0.0953494274788892","0.0830572661590663","0.107641588798712"
"4 on scale 1-7","2005","Other degree","(0) in school","","","",""
"4 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","Other degree","(1b) general elementary school","38","0.105679128269658","0.0741836039485301","0.137174652590787"
"4 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","31","0.106892944498356","0.0751080291701467","0.138677859826566"
"4 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","5","","",""
"4 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","9","","",""
"4 on scale 1-7","2005","Other degree","(3a) lower tertiary education","1","","",""
"4 on scale 1-7","2005","Other degree","(3b) higher tertiary education","9","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(0) in school","80","0.119718967144185","0.0948007798387349","0.144637154449635"
"4 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","27","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","255","0.159833955956782","0.141227140782801","0.178440771130764"
"5 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","824","0.152597754334614","0.142959200542045","0.162236308127183"
"5 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"5 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","2","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","2","","",""
"5 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"5 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","24","","",""
"5 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","7","","",""
"5 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","103","0.174597352305137","0.143595431329984","0.205599273280289"
"5 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","790","0.165094005881678","0.154563582191387","0.175624429571969"
"5 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","9","","",""
"5 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","86","0.171122554707386","0.138436553556315","0.203808555858457"
"5 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","23","","",""
"5 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","185","0.298286813303193","0.265098627932787","0.331474998673598"
"5 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","237","0.184394153762764","0.163296970101349","0.205491337424179"
"5 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","164","0.155608347857522","0.132737996024692","0.178478699690351"
"5 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","442","0.20431864417746","0.187443310646794","0.221193977708126"
"5 on scale 1-7","2005","Other degree","(0) in school","","","",""
"5 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","Other degree","(1b) general elementary school","63","0.162819624454747","0.124995364261375","0.200643884648119"
"5 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","50","0.126258254352642","0.0920905176532135","0.16042599105207"
"5 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","10","","",""
"5 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","16","","",""
"5 on scale 1-7","2005","Other degree","(3a) lower tertiary education","7","","",""
"5 on scale 1-7","2005","Other degree","(3b) higher tertiary education","22","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(0) in school","120","0.183292821814242","0.153594616309255","0.212991027319229"
"5 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","32","0.125822335745363","0.0840374583226809","0.167607213168046"
"5 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","1","","",""
"5 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","1","","",""
"6 on scale 1-7","2005","lower secondary degree","(0) in school","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","lower secondary degree","(1b) general elementary school","423","0.275789057124549","0.253096887920531","0.298481226328566"
"6 on scale 1-7","2005","lower secondary degree","(1c) basic vocational qualification","1687","0.301163210136977","0.288866700970617","0.313459719303337"
"6 on scale 1-7","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"6 on scale 1-7","2005","lower secondary degree","(2a) intermediate vocational","6","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"6 on scale 1-7","2005","lower secondary degree","(2c_voc) vocational maturity certificate","4","","",""
"6 on scale 1-7","2005","lower secondary degree","(3a) lower tertiary education","44","0.364647126637459","0.284340303703868","0.44495394957105"
"6 on scale 1-7","2005","lower secondary degree","(3b) higher tertiary education","12","","",""
"6 on scale 1-7","2005","secondary school degree","(0) in school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","secondary school degree","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","secondary school degree","(2b) intermediate general qualification","178","0.298491428127515","0.26112175730471","0.335861098950321"
"6 on scale 1-7","2005","secondary school degree","(2a) intermediate vocational","1620","0.344115173026831","0.330640224765923","0.357590121287739"
"6 on scale 1-7","2005","secondary school degree","(2c_gen) general maturity certificate","2","","",""
"6 on scale 1-7","2005","secondary school degree","(2c_voc) vocational maturity certificate","10","","",""
"6 on scale 1-7","2005","secondary school degree","(3a) lower tertiary education","184","0.333228646048563","0.292319290893863","0.374138001203264"
"6 on scale 1-7","2005","secondary school degree","(3b) higher tertiary education","37","0.336297313025299","0.248801440513968","0.42379318553663"
"6 on scale 1-7","2005","college entrance qualification","(0) in school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","college entrance qualification","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","college entrance qualification","(2c_gen) general maturity certificate","258","0.304108244953294","0.27073706185163","0.337479428054958"
"6 on scale 1-7","2005","college entrance qualification","(2c_voc) vocational maturity certificate","476","0.379521372800621","0.353122080954695","0.405920664646547"
"6 on scale 1-7","2005","college entrance qualification","(3a) lower tertiary education","377","0.380143502630593","0.349516549123007","0.41077045613818"
"6 on scale 1-7","2005","college entrance qualification","(3b) higher tertiary education","799","0.353466809228763","0.333459047470182","0.373474570987345"
"6 on scale 1-7","2005","Other degree","(0) in school","","","",""
"6 on scale 1-7","2005","Other degree","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","Other degree","(1b) general elementary school","86","0.269119436561176","0.223683102169652","0.314555770952699"
"6 on scale 1-7","2005","Other degree","(1c) basic vocational qualification","104","0.251648821162124","0.207006686598883","0.296290955725364"
"6 on scale 1-7","2005","Other degree","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","Other degree","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","Other degree","(2c_gen) general maturity certificate","17","","",""
"6 on scale 1-7","2005","Other degree","(2c_voc) vocational maturity certificate","41","0.281585274091604","0.209366927830451","0.353803620352758"
"6 on scale 1-7","2005","Other degree","(3a) lower tertiary education","9","","",""
"6 on scale 1-7","2005","Other degree","(3b) higher tertiary education","49","0.329991624219598","0.25824562420808","0.401737624231116"
"6 on scale 1-7","2005","no degree/no degree yet","(0) in school","216","0.305443904290856","0.270089486647613","0.3407983219341"
"6 on scale 1-7","2005","no degree/no degree yet","(1a) inadequately completed","58","0.270672590552467","0.21469376076325","0.326651420341684"
"6 on scale 1-7","2005","no degree/no degree yet","(1b) general elementary school","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2a) intermediate vocational","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","no degree/no degree yet","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","lower secondary degree","(0) in school","","","",""
"7 Strongly agree","2005","lower secondary degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","lower secondary degree","(1b) general elementary school","609","0.406701122914328","0.381759230260807","0.431643015567848"
"7 Strongly agree","2005","lower secondary degree","(1c) basic vocational qualification","2231","0.422728388872499","0.409487601655357","0.435969176089641"
"7 Strongly agree","2005","lower secondary degree","(2b) intermediate general qualification","1","","",""
"7 Strongly agree","2005","lower secondary degree","(2a) intermediate vocational","8","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_gen) general maturity certificate","3","","",""
"7 Strongly agree","2005","lower secondary degree","(2c_voc) vocational maturity certificate","10","","",""
"7 Strongly agree","2005","lower secondary degree","(3a) lower tertiary education","57","0.354683852149147","0.274863153918081","0.434504550380213"
"7 Strongly agree","2005","lower secondary degree","(3b) higher tertiary education","18","","",""
"7 Strongly agree","2005","secondary school degree","(0) in school","","","",""
"7 Strongly agree","2005","secondary school degree","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","secondary school degree","(1b) general elementary school","","","",""
"7 Strongly agree","2005","secondary school degree","(1c) basic vocational qualification","","","",""
"7 Strongly agree","2005","secondary school degree","(2b) intermediate general qualification","214","0.385186900954011","0.345445409645218","0.424928392262803"
"7 Strongly agree","2005","secondary school degree","(2a) intermediate vocational","1802","0.374474310322754","0.360746698405784","0.388201922239724"
"7 Strongly agree","2005","secondary school degree","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","secondary school degree","(2c_voc) vocational maturity certificate","20","","",""
"7 Strongly agree","2005","secondary school degree","(3a) lower tertiary education","190","0.382410988185601","0.340233766865681","0.424588209505521"
