"plh0206i04","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"3 on scale 1-7 ","2005","Employed","secondary school degree","87","0.0172679920211524","0.0134597747935936","0.0210762092487113"
"3 on scale 1-7 ","2005","Employed","college entrance qualification","88","0.0240114464965562","0.0192350422643686","0.0287878507287437"
"3 on scale 1-7 ","2005","Employed","Other degree","16","","",""
"3 on scale 1-7 ","2005","Employed","no degree/no degree yet","5","","",""
"4 on scale 1-7","2005","Not Employed","lower secondary degree","309","0.0898104715071125","0.0806754328932073","0.0989455101210177"
"4 on scale 1-7","2005","Not Employed","secondary school degree","146","0.0951806048995635","0.0804372627041095","0.109923947095017"
"4 on scale 1-7","2005","Not Employed","college entrance qualification","116","0.0912549168492605","0.0752266552373766","0.107283178461144"
"4 on scale 1-7","2005","Not Employed","Other degree","49","0.112165314103272","0.0838459013109895","0.140484726895554"
"4 on scale 1-7","2005","Not Employed","no degree/no degree yet","88","0.112383663355262","0.0890530585540679","0.135714268156457"
"4 on scale 1-7","2005","Employed","lower secondary degree","240","0.0776921667441701","0.0685770142549328","0.0868073192334074"
"4 on scale 1-7","2005","Employed","secondary school degree","366","0.0829478625825002","0.0748851188476675","0.0910106063173329"
"4 on scale 1-7","2005","Employed","college entrance qualification","380","0.0957920884394551","0.0866094280486496","0.104974748830261"
"4 on scale 1-7","2005","Employed","Other degree","44","0.0864783640204982","0.0647535655721454","0.108203162468851"
"4 on scale 1-7","2005","Employed","no degree/no degree yet","19","","",""
"5 on scale 1-7","2005","Not Employed","lower secondary degree","609","0.157504896833908","0.14586600305152","0.169143790616296"
"5 on scale 1-7","2005","Not Employed","secondary school degree","254","0.155189941146933","0.13699912907887","0.173380753214997"
"5 on scale 1-7","2005","Not Employed","college entrance qualification","236","0.193450474525872","0.171464907640791","0.215436041410954"
"5 on scale 1-7","2005","Not Employed","Other degree","76","0.134321038697561","0.103719775533797","0.164922301861325"
"5 on scale 1-7","2005","Not Employed","no degree/no degree yet","122","0.164014811029656","0.136661960832397","0.191367661226914"
"5 on scale 1-7","2005","Employed","lower secondary degree","510","0.151623934313558","0.139411128333976","0.163836740293141"
"5 on scale 1-7","2005","Employed","secondary school degree","757","0.172553210015924","0.161506961690048","0.183599458341801"
"5 on scale 1-7","2005","Employed","college entrance qualification","792","0.204928497475333","0.192334203620211","0.217522791330454"
"5 on scale 1-7","2005","Employed","Other degree","92","0.14279932435815","0.115756818453422","0.169841830262878"
"5 on scale 1-7","2005","Employed","no degree/no degree yet","32","0.154539301943622","0.103410730123798","0.205667873763447"
"6 on scale 1-7","2005","Not Employed","lower secondary degree","1153","0.301204685920192","0.286546276897975","0.315863094942408"
"6 on scale 1-7","2005","Not Employed","secondary school degree","468","0.317317273792843","0.293934443424052","0.340700104161635"
"6 on scale 1-7","2005","Not Employed","college entrance qualification","434","0.339124326782306","0.312774570437631","0.36547408312698"
"6 on scale 1-7","2005","Not Employed","Other degree","123","0.244836724709898","0.206249138499731","0.283424310920065"
"6 on scale 1-7","2005","Not Employed","no degree/no degree yet","210","0.25971937542493","0.227329287442243","0.292109463407618"
"6 on scale 1-7","2005","Employed","lower secondary degree","1027","0.288815867685194","0.273383273819574","0.304248461550815"
"6 on scale 1-7","2005","Employed","secondary school degree","1563","0.346568070994653","0.332656451406108","0.360479690583199"
"6 on scale 1-7","2005","Employed","college entrance qualification","1476","0.36689232564668","0.35185475594594","0.38192989534742"
"6 on scale 1-7","2005","Employed","Other degree","183","0.301755152067117","0.266275951837545","0.337234352296689"
"6 on scale 1-7","2005","Employed","no degree/no degree yet","64","0.387573764196105","0.318660700850051","0.456486827542158"
"7 Strongly agree","2005","Not Employed","lower secondary degree","1517","0.398034580647046","0.382394926106342","0.413674235187751"
"7 Strongly agree","2005","Not Employed","secondary school degree","599","0.390152083820067","0.365646305400246","0.414657862239888"
"7 Strongly agree","2005","Not Employed","college entrance qualification","414","0.350523715924166","0.323966802329054","0.377080629519277"
"7 Strongly agree","2005","Not Employed","Other degree","212","0.466851534215554","0.422079958589636","0.511623109841471"
"7 Strongly agree","2005","Not Employed","no degree/no degree yet","243","0.399518096849972","0.363337148066288","0.435699045633656"
"7 Strongly agree","2005","Employed","lower secondary degree","1420","0.439959135857127","0.423056540224958","0.456861731489296"
"7 Strongly agree","2005","Employed","secondary school degree","1666","0.370475433312503","0.35635755963308","0.384593306991927"
"7 Strongly agree","2005","Employed","college entrance qualification","1168","0.296661629452934","0.282409413477619","0.310913845428249"
"7 Strongly agree","2005","Employed","Other degree","302","0.440610292211985","0.402237168028359","0.478983416395611"
"7 Strongly agree","2005","Employed","no degree/no degree yet","71","0.338679165779736","0.271737298903121","0.405621032656351"
"1 Strongly disagree","2006","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Not Employed","Other degree","","","",""
"1 Strongly disagree","2006","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2006","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2006","Employed","secondary school degree","","","",""
"1 Strongly disagree","2006","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2006","Employed","Other degree","","","",""
"1 Strongly disagree","2006","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2006","Employed","Other degree","","","",""
"2 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2006","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2006","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2006","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2006","Employed","Other degree","","","",""
"3 on scale 1-7 ","2006","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Not Employed","Other degree","","","",""
"4 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2006","Employed","secondary school degree","","","",""
"4 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2006","Employed","Other degree","","","",""
"4 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Not Employed","Other degree","","","",""
"5 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2006","Employed","secondary school degree","","","",""
"5 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2006","Employed","Other degree","","","",""
"5 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Not Employed","Other degree","","","",""
"6 on scale 1-7","2006","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2006","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2006","Employed","secondary school degree","","","",""
"6 on scale 1-7","2006","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2006","Employed","Other degree","","","",""
"6 on scale 1-7","2006","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Not Employed","Other degree","","","",""
"7 Strongly agree","2006","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2006","Employed","lower secondary degree","","","",""
"7 Strongly agree","2006","Employed","secondary school degree","","","",""
"7 Strongly agree","2006","Employed","college entrance qualification","","","",""
"7 Strongly agree","2006","Employed","Other degree","","","",""
"7 Strongly agree","2006","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Not Employed","Other degree","","","",""
"1 Strongly disagree","2007","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2007","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2007","Employed","secondary school degree","","","",""
"1 Strongly disagree","2007","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2007","Employed","Other degree","","","",""
"1 Strongly disagree","2007","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2007","Employed","Other degree","","","",""
"2 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2007","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2007","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2007","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2007","Employed","Other degree","","","",""
"3 on scale 1-7 ","2007","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Not Employed","Other degree","","","",""
"4 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2007","Employed","secondary school degree","","","",""
"4 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2007","Employed","Other degree","","","",""
"4 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Not Employed","Other degree","","","",""
"5 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2007","Employed","secondary school degree","","","",""
"5 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2007","Employed","Other degree","","","",""
"5 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Not Employed","Other degree","","","",""
"6 on scale 1-7","2007","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2007","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2007","Employed","secondary school degree","","","",""
"6 on scale 1-7","2007","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2007","Employed","Other degree","","","",""
"6 on scale 1-7","2007","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Not Employed","Other degree","","","",""
"7 Strongly agree","2007","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2007","Employed","lower secondary degree","","","",""
"7 Strongly agree","2007","Employed","secondary school degree","","","",""
"7 Strongly agree","2007","Employed","college entrance qualification","","","",""
"7 Strongly agree","2007","Employed","Other degree","","","",""
"7 Strongly agree","2007","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Not Employed","Other degree","","","",""
"1 Strongly disagree","2008","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2008","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2008","Employed","secondary school degree","","","",""
"1 Strongly disagree","2008","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2008","Employed","Other degree","","","",""
"1 Strongly disagree","2008","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2008","Employed","Other degree","","","",""
"2 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2008","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2008","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2008","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2008","Employed","Other degree","","","",""
"3 on scale 1-7 ","2008","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Not Employed","Other degree","","","",""
"4 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2008","Employed","secondary school degree","","","",""
"4 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2008","Employed","Other degree","","","",""
"4 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Not Employed","Other degree","","","",""
"5 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2008","Employed","secondary school degree","","","",""
"5 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2008","Employed","Other degree","","","",""
"5 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Not Employed","Other degree","","","",""
"6 on scale 1-7","2008","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2008","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2008","Employed","secondary school degree","","","",""
"6 on scale 1-7","2008","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2008","Employed","Other degree","","","",""
"6 on scale 1-7","2008","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Not Employed","Other degree","","","",""
"7 Strongly agree","2008","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2008","Employed","lower secondary degree","","","",""
"7 Strongly agree","2008","Employed","secondary school degree","","","",""
"7 Strongly agree","2008","Employed","college entrance qualification","","","",""
"7 Strongly agree","2008","Employed","Other degree","","","",""
"7 Strongly agree","2008","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Not Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Not Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Not Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Not Employed","Other degree","","","",""
"1 Strongly disagree","2009","Not Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2009","Employed","lower secondary degree","","","",""
"1 Strongly disagree","2009","Employed","secondary school degree","","","",""
"1 Strongly disagree","2009","Employed","college entrance qualification","","","",""
"1 Strongly disagree","2009","Employed","Other degree","","","",""
"1 Strongly disagree","2009","Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"2 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"2 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"2 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"2 on scale 1-7 ","2009","Employed","Other degree","","","",""
"2 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Not Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Not Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Not Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2009","Employed","lower secondary degree","","","",""
"3 on scale 1-7 ","2009","Employed","secondary school degree","","","",""
"3 on scale 1-7 ","2009","Employed","college entrance qualification","","","",""
"3 on scale 1-7 ","2009","Employed","Other degree","","","",""
"3 on scale 1-7 ","2009","Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Not Employed","Other degree","","","",""
"4 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"4 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"4 on scale 1-7","2009","Employed","secondary school degree","","","",""
"4 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"4 on scale 1-7","2009","Employed","Other degree","","","",""
"4 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Not Employed","Other degree","","","",""
"5 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"5 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"5 on scale 1-7","2009","Employed","secondary school degree","","","",""
"5 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"5 on scale 1-7","2009","Employed","Other degree","","","",""
"5 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Not Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Not Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Not Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Not Employed","Other degree","","","",""
"6 on scale 1-7","2009","Not Employed","no degree/no degree yet","","","",""
"6 on scale 1-7","2009","Employed","lower secondary degree","","","",""
"6 on scale 1-7","2009","Employed","secondary school degree","","","",""
"6 on scale 1-7","2009","Employed","college entrance qualification","","","",""
"6 on scale 1-7","2009","Employed","Other degree","","","",""
"6 on scale 1-7","2009","Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Not Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Not Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Not Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Not Employed","Other degree","","","",""
"7 Strongly agree","2009","Not Employed","no degree/no degree yet","","","",""
"7 Strongly agree","2009","Employed","lower secondary degree","","","",""
"7 Strongly agree","2009","Employed","secondary school degree","","","",""
"7 Strongly agree","2009","Employed","college entrance qualification","","","",""
"7 Strongly agree","2009","Employed","Other degree","","","",""
"7 Strongly agree","2009","Employed","no degree/no degree yet","","","",""
"1 Strongly disagree","2010","Not Employed","lower secondary degree","37","0.0127607898929427","0.00873430661084177","0.0167872731750437"
"1 Strongly disagree","2010","Not Employed","secondary school degree","10","","",""
"1 Strongly disagree","2010","Not Employed","college entrance qualification","8","","",""
"1 Strongly disagree","2010","Not Employed","Other degree","5","","",""
"1 Strongly disagree","2010","Not Employed","no degree/no degree yet","3","","",""
"1 Strongly disagree","2010","Employed","lower secondary degree","17","","",""
"1 Strongly disagree","2010","Employed","secondary school degree","19","","",""
"1 Strongly disagree","2010","Employed","college entrance qualification","11","","",""
"1 Strongly disagree","2010","Employed","Other degree","1","","",""
"1 Strongly disagree","2010","Employed","no degree/no degree yet","2","","",""
"2 on scale 1-7 ","2010","Not Employed","lower secondary degree","39","0.013007811700927","0.00894305176109642","0.0170725716407576"
"2 on scale 1-7 ","2010","Not Employed","secondary school degree","15","","",""
"2 on scale 1-7 ","2010","Not Employed","college entrance qualification","10","","",""
"2 on scale 1-7 ","2010","Not Employed","Other degree","5","","",""
"2 on scale 1-7 ","2010","Not Employed","no degree/no degree yet","6","","",""
"2 on scale 1-7 ","2010","Employed","lower secondary degree","21","","",""
"2 on scale 1-7 ","2010","Employed","secondary school degree","26","","",""
"2 on scale 1-7 ","2010","Employed","college entrance qualification","28","","",""
"2 on scale 1-7 ","2010","Employed","Other degree","3","","",""
"2 on scale 1-7 ","2010","Employed","no degree/no degree yet","","","",""
"3 on scale 1-7 ","2010","Not Employed","lower secondary degree","57","0.0194832975796531","0.0145249764225633","0.024441618736743"
"3 on scale 1-7 ","2010","Not Employed","secondary school degree","29","","",""
"3 on scale 1-7 ","2010","Not Employed","college entrance qualification","36","0.0205299441591614","0.0125300558850198","0.028529832433303"
"3 on scale 1-7 ","2010","Not Employed","Other degree","6","","",""
"3 on scale 1-7 ","2010","Not Employed","no degree/no degree yet","8","","",""
"3 on scale 1-7 ","2010","Employed","lower secondary degree","61","0.0299009905824493","0.023044139197767","0.0367578419671317"
"3 on scale 1-7 ","2010","Employed","secondary school degree","91","0.0281413328935372","0.0228003508305429","0.0334823149565315"
"3 on scale 1-7 ","2010","Employed","college entrance qualification","76","0.0321816231982192","0.026296914492749","0.0380663319036893"
"3 on scale 1-7 ","2010","Employed","Other degree","8","","",""
"3 on scale 1-7 ","2010","Employed","no degree/no degree yet","3","","",""
"4 on scale 1-7","2010","Not Employed","lower secondary degree","273","0.0876748407511171","0.0775289953139645","0.0978206861882697"
"4 on scale 1-7","2010","Not Employed","secondary school degree","105","0.0833848147495593","0.068707818910218","0.0980618105889006"
"4 on scale 1-7","2010","Not Employed","college entrance qualification","121","0.110471908361048","0.0927871056987715","0.128156711023325"
"4 on scale 1-7","2010","Not Employed","Other degree","24","","",""
"4 on scale 1-7","2010","Not Employed","no degree/no degree yet","31","0.111075257389824","0.0758106272863528","0.146339887493295"
"4 on scale 1-7","2010","Employed","lower secondary degree","199","0.10495253680923","0.0926131544691787","0.117291919149282"
"4 on scale 1-7","2010","Employed","secondary school degree","344","0.102629691679422","0.0928287096800534","0.112430673678791"
