"plh0206i04","year","pgcasmin","sampreg","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2005","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2005","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2005","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2005","(1b) general elementary school","West Germany","41","0.0297634906049593","0.0215540434135608","0.0379729377963578"
"3 on scale 1-7 ","2005","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","West Germany","98","0.0211513615931652","0.0170036067441045","0.0252991164422259"
"3 on scale 1-7 ","2005","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2005","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2005","(2a) intermediate vocational","West Germany","64","0.0176487310829018","0.0130084073619203","0.0222890548038833"
"3 on scale 1-7 ","2005","(2a) intermediate vocational","East Germany","30","0.0199514225470268","0.0133101469677916","0.0265926981262621"
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","West Germany","32","0.0209354417681006","0.0131588495132367","0.0287120340229644"
"3 on scale 1-7 ","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2005","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2005","(3b) higher tertiary education","West Germany","38","0.021258320952216","0.0148196964573078","0.0276969454471242"
"3 on scale 1-7 ","2005","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2005","(0) in school","West Germany","59","0.115361782558317","0.0874995296682193","0.143224035448415"
"4 on scale 1-7","2005","(0) in school","East Germany","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2005","(1b) general elementary school","West Germany","138","0.0899988142600656","0.076173578420833","0.103824050099298"
"4 on scale 1-7","2005","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","346","0.0816311317238623","0.0737384856266822","0.0895237778210424"
"4 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","83","0.0774714488587281","0.0615788813095634","0.0933640164078928"
"4 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","44","0.0976889228033104","0.0698846308139903","0.12549321479263"
"4 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2005","(2a) intermediate vocational","West Germany","277","0.0867836939916948","0.0768624980756346","0.0967048899077549"
"4 on scale 1-7","2005","(2a) intermediate vocational","East Germany","132","0.0830567889425096","0.0699499019441053","0.0961636759409139"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","55","0.0880090266516572","0.0655266586450927","0.110491394658222"
"4 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","122","0.0961095996164169","0.0800998746950065","0.112119324537827"
"4 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2005","(3a) lower tertiary education","West Germany","96","0.0952140321966857","0.076902995977956","0.113525068415415"
"4 on scale 1-7","2005","(3a) lower tertiary education","East Germany","42","0.0768904366656972","0.0565186933692597","0.0972621799621347"
"4 on scale 1-7","2005","(3b) higher tertiary education","West Germany","173","0.0915734641420001","0.0786991440154918","0.104447784268508"
"4 on scale 1-7","2005","(3b) higher tertiary education","East Germany","60","0.0936570811221806","0.0702073791974688","0.117106783046892"
"5 on scale 1-7","2005","(0) in school","West Germany","99","0.200554420756962","0.165631305735401","0.235477535778524"
"5 on scale 1-7","2005","(0) in school","East Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2005","(1b) general elementary school","West Germany","279","0.162288749958341","0.144476263095845","0.180101236820836"
"5 on scale 1-7","2005","(1b) general elementary school","East Germany","39","0.14130879213011","0.0941957070501636","0.188421877210057"
"5 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","704","0.15101534709142","0.140693757022885","0.161336937159954"
"5 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","170","0.149914477620827","0.128692472411403","0.171136482830251"
"5 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","75","0.171710785759281","0.136392401556045","0.207029169962517"
"5 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2005","(2a) intermediate vocational","West Germany","523","0.169488057505711","0.156265951853909","0.182710163157513"
"5 on scale 1-7","2005","(2a) intermediate vocational","East Germany","269","0.152127392084217","0.13507011204573","0.169184672122705"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","154","0.301057076303418","0.264654807731163","0.337459344875674"
"5 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","43","0.238506583928137","0.177095680097335","0.299917487758938"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","231","0.174947841136277","0.154311267321685","0.195584414950868"
"5 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","35","0.177567861224912","0.126126508670894","0.22900921377893"
"5 on scale 1-7","2005","(3a) lower tertiary education","West Germany","178","0.165862368912576","0.142657329853763","0.189067407971389"
"5 on scale 1-7","2005","(3a) lower tertiary education","East Germany","105","0.163388195916595","0.135117419305207","0.191658972527983"
"5 on scale 1-7","2005","(3b) higher tertiary education","West Germany","396","0.20520586799754","0.187179144804518","0.223232591190561"
"5 on scale 1-7","2005","(3b) higher tertiary education","East Germany","99","0.151865645223819","0.122979948860821","0.180751341586816"
"6 on scale 1-7","2005","(0) in school","West Germany","165","0.298394552130699","0.258487989322037","0.338301114939361"
"6 on scale 1-7","2005","(0) in school","East Germany","51","0.336738500296993","0.260341166096233","0.413135834497752"
"6 on scale 1-7","2005","(1a) inadequately completed","West Germany","53","0.271964267692573","0.213430851023493","0.330497684361654"
"6 on scale 1-7","2005","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2005","(1b) general elementary school","West Germany","456","0.280659645099732","0.258953116546641","0.302366173652823"
"6 on scale 1-7","2005","(1b) general elementary school","East Germany","53","0.215841097400133","0.16019847977369","0.271483715026575"
"6 on scale 1-7","2005","(1c) basic vocational qualification","West Germany","1452","0.296846177484327","0.283676442195629","0.310015912773025"
"6 on scale 1-7","2005","(1c) basic vocational qualification","East Germany","339","0.304271563235996","0.276919891269512","0.331623235202481"
"6 on scale 1-7","2005","(2b) intermediate general qualification","West Germany","137","0.303865317905258","0.260793000513856","0.346937635296659"
"6 on scale 1-7","2005","(2b) intermediate general qualification","East Germany","42","0.266051091771025","0.193113071405858","0.338989112136191"
"6 on scale 1-7","2005","(2a) intermediate vocational","West Germany","1041","0.343422248719303","0.326687645256285","0.360156852182322"
"6 on scale 1-7","2005","(2a) intermediate vocational","East Germany","585","0.346922629112503","0.324315813120157","0.36952944510485"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","West Germany","213","0.296348920764502","0.260110978597422","0.332586862931582"
"6 on scale 1-7","2005","(2c_gen) general maturity certificate","East Germany","67","0.337723215633252","0.269573750694002","0.405872680572502"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","West Germany","446","0.361297622726465","0.335204598516994","0.387390646935937"
"6 on scale 1-7","2005","(2c_voc) vocational maturity certificate","East Germany","85","0.366372045549686","0.301514801593738","0.431229289505635"
"6 on scale 1-7","2005","(3a) lower tertiary education","West Germany","376","0.373225080541534","0.343051230352036","0.403398930731032"
"6 on scale 1-7","2005","(3a) lower tertiary education","East Germany","242","0.355388245215573","0.318789512619662","0.391986977811485"
"6 on scale 1-7","2005","(3b) higher tertiary education","West Germany","680","0.343738925952202","0.322538369670637","0.364939482233768"
"6 on scale 1-7","2005","(3b) higher tertiary education","East Germany","219","0.366158913845666","0.327384455163705","0.404933372527626"
"7 Strongly agree","2005","(0) in school","West Germany","155","0.341090698043136","0.299743112042104","0.382438284044167"
"7 Strongly agree","2005","(0) in school","East Germany","46","0.361013807284196","0.283371744217413","0.43865587035098"
"7 Strongly agree","2005","(1a) inadequately completed","West Germany","105","0.447502713603686","0.382094164598728","0.512911262608645"
"7 Strongly agree","2005","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2005","(1b) general elementary school","West Germany","699","0.412963885802679","0.389177874425102","0.436749897180255"
"7 Strongly agree","2005","(1b) general elementary school","East Germany","79","0.373813341628748","0.308377190381829","0.439249492875667"
"7 Strongly agree","2005","(1c) basic vocational qualification","West Germany","1941","0.427450413321682","0.413189886568235","0.44171094007513"
"7 Strongly agree","2005","(1c) basic vocational qualification","East Germany","452","0.420628740255876","0.391281905642153","0.449975574869599"
"7 Strongly agree","2005","(2b) intermediate general qualification","West Germany","164","0.383100360061556","0.337572779217217","0.428627940905895"
"7 Strongly agree","2005","(2b) intermediate general qualification","East Germany","51","0.413883947811026","0.332587862365797","0.495180033256254"
"7 Strongly agree","2005","(2a) intermediate vocational","West Germany","1145","0.367892400724301","0.350897679487181","0.384887121961422"
"7 Strongly agree","2005","(2a) intermediate vocational","East Germany","665","0.38845898810084","0.36531031254354","0.411607663658141"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","West Germany","163","0.271825412989178","0.236519620779439","0.307131205198916"
"7 Strongly agree","2005","(2c_gen) general maturity certificate","East Germany","47","0.329318195003703","0.261596416928651","0.397039973078754"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","West Germany","453","0.329913757040658","0.304374505675529","0.355453008405786"
"7 Strongly agree","2005","(2c_voc) vocational maturity certificate","East Germany","68","0.316951952700573","0.254319055179156","0.379584850221991"
"7 Strongly agree","2005","(3a) lower tertiary education","West Germany","303","0.338533998733933","0.309012090657539","0.368055906810327"
"7 Strongly agree","2005","(3a) lower tertiary education","East Germany","250","0.37665517872183","0.339604040376764","0.413706317066895"
"7 Strongly agree","2005","(3b) higher tertiary education","West Germany","625","0.331502772861775","0.310489777529674","0.352515768193877"
"7 Strongly agree","2005","(3b) higher tertiary education","East Germany","198","0.356581483991758","0.31802948377767","0.395133484205846"
"1 Strongly disagree","2006","(0) in school","West Germany","","","",""
"1 Strongly disagree","2006","(0) in school","East Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2006","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2006","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2006","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2006","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2006","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2006","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2006","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2006","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2006","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2006","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2006","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"3 on scale 1-7 ","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3a) lower tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","West Germany","","","",""
"3 on scale 1-7 ","2006","(3b) higher tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(0) in school","West Germany","","","",""
"4 on scale 1-7","2006","(0) in school","East Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"4 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"4 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"4 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"4 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"4 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"4 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"4 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(0) in school","West Germany","","","",""
"5 on scale 1-7","2006","(0) in school","East Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"5 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"5 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"5 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"5 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"5 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"5 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"5 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(0) in school","West Germany","","","",""
"6 on scale 1-7","2006","(0) in school","East Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","West Germany","","","",""
"6 on scale 1-7","2006","(1a) inadequately completed","East Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","West Germany","","","",""
"6 on scale 1-7","2006","(1b) general elementary school","East Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","West Germany","","","",""
"6 on scale 1-7","2006","(1c) basic vocational qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","West Germany","","","",""
"6 on scale 1-7","2006","(2b) intermediate general qualification","East Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","West Germany","","","",""
"6 on scale 1-7","2006","(2a) intermediate vocational","East Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"6 on scale 1-7","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3a) lower tertiary education","East Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","West Germany","","","",""
"6 on scale 1-7","2006","(3b) higher tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(0) in school","West Germany","","","",""
"7 Strongly agree","2006","(0) in school","East Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","West Germany","","","",""
"7 Strongly agree","2006","(1a) inadequately completed","East Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","West Germany","","","",""
"7 Strongly agree","2006","(1b) general elementary school","East Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","West Germany","","","",""
"7 Strongly agree","2006","(1c) basic vocational qualification","East Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","West Germany","","","",""
"7 Strongly agree","2006","(2b) intermediate general qualification","East Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","West Germany","","","",""
"7 Strongly agree","2006","(2a) intermediate vocational","East Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_gen) general maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","West Germany","","","",""
"7 Strongly agree","2006","(2c_voc) vocational maturity certificate","East Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3a) lower tertiary education","East Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","West Germany","","","",""
"7 Strongly agree","2006","(3b) higher tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(0) in school","West Germany","","","",""
"1 Strongly disagree","2007","(0) in school","East Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","West Germany","","","",""
"1 Strongly disagree","2007","(1a) inadequately completed","East Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","West Germany","","","",""
"1 Strongly disagree","2007","(1b) general elementary school","East Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","West Germany","","","",""
"1 Strongly disagree","2007","(1c) basic vocational qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","West Germany","","","",""
"1 Strongly disagree","2007","(2b) intermediate general qualification","East Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","West Germany","","","",""
"1 Strongly disagree","2007","(2a) intermediate vocational","East Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"1 Strongly disagree","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3a) lower tertiary education","East Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","West Germany","","","",""
"1 Strongly disagree","2007","(3b) higher tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"2 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"2 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"2 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"2 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"2 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_gen) general maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","West Germany","","","",""
"2 on scale 1-7 ","2007","(2c_voc) vocational maturity certificate","East Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2007","(3a) lower tertiary education","East Germany","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","West Germany","","","",""
"2 on scale 1-7 ","2007","(3b) higher tertiary education","East Germany","","","",""
"3 on scale 1-7 ","2007","(0) in school","West Germany","","","",""
"3 on scale 1-7 ","2007","(0) in school","East Germany","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","West Germany","","","",""
"3 on scale 1-7 ","2007","(1a) inadequately completed","East Germany","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","West Germany","","","",""
"3 on scale 1-7 ","2007","(1b) general elementary school","East Germany","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","(1c) basic vocational qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","West Germany","","","",""
"3 on scale 1-7 ","2007","(2b) intermediate general qualification","East Germany","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","West Germany","","","",""
"3 on scale 1-7 ","2007","(2a) intermediate vocational","East Germany","","","",""
"3 on scale 1-7 ","2007","(2c_gen) general maturity certificate","West Germany","","","",""
