"plh0206i04","year","bula_h","pgisced97","n","percent","lower_confidence","upper_confidence"
"1 Strongly disagree","2005","Baden-Württemberg","middle vocational","","","",""
"1 Strongly disagree","2005","Baden-Württemberg","vocational + Abi","","","",""
"1 Strongly disagree","2005","Baden-Württemberg","higher vocational","","","",""
"1 Strongly disagree","2005","Baden-Württemberg","higher education","","","",""
"1 Strongly disagree","2005","Bavaria","in school","","","",""
"1 Strongly disagree","2005","Bavaria","inadequately","","","",""
"1 Strongly disagree","2005","Bavaria","general elemantary","","","",""
"1 Strongly disagree","2005","Bavaria","middle vocational","","","",""
"1 Strongly disagree","2005","Bavaria","vocational + Abi","","","",""
"1 Strongly disagree","2005","Bavaria","higher vocational","","","",""
"1 Strongly disagree","2005","Bavaria","higher education","","","",""
"1 Strongly disagree","2005","Berlin","in school","","","",""
"1 Strongly disagree","2005","Berlin","inadequately","","","",""
"1 Strongly disagree","2005","Berlin","general elemantary","","","",""
"1 Strongly disagree","2005","Berlin","middle vocational","","","",""
"1 Strongly disagree","2005","Berlin","vocational + Abi","","","",""
"1 Strongly disagree","2005","Berlin","higher vocational","","","",""
"1 Strongly disagree","2005","Berlin","higher education","","","",""
"1 Strongly disagree","2005","Brandenburg","in school","","","",""
"1 Strongly disagree","2005","Brandenburg","inadequately","","","",""
"1 Strongly disagree","2005","Brandenburg","general elemantary","","","",""
"1 Strongly disagree","2005","Brandenburg","middle vocational","","","",""
"1 Strongly disagree","2005","Brandenburg","vocational + Abi","","","",""
"1 Strongly disagree","2005","Brandenburg","higher vocational","","","",""
"1 Strongly disagree","2005","Brandenburg","higher education","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","in school","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","middle vocational","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"1 Strongly disagree","2005","Mecklenburg-Western Pomerania","higher education","","","",""
"1 Strongly disagree","2005","Saxony","in school","","","",""
"1 Strongly disagree","2005","Saxony","inadequately","","","",""
"1 Strongly disagree","2005","Saxony","general elemantary","","","",""
"1 Strongly disagree","2005","Saxony","middle vocational","","","",""
"1 Strongly disagree","2005","Saxony","vocational + Abi","","","",""
"1 Strongly disagree","2005","Saxony","higher vocational","","","",""
"1 Strongly disagree","2005","Saxony","higher education","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","in school","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","inadequately","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","general elemantary","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","middle vocational","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","vocational + Abi","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","higher vocational","","","",""
"1 Strongly disagree","2005","Saxony-Anhalt","higher education","","","",""
"1 Strongly disagree","2005","Thuringia","in school","","","",""
"1 Strongly disagree","2005","Thuringia","inadequately","","","",""
"1 Strongly disagree","2005","Thuringia","general elemantary","","","",""
"1 Strongly disagree","2005","Thuringia","middle vocational","","","",""
"1 Strongly disagree","2005","Thuringia","vocational + Abi","","","",""
"1 Strongly disagree","2005","Thuringia","higher vocational","","","",""
"1 Strongly disagree","2005","Thuringia","higher education","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","in school","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","inadequately","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","general elemantary","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","middle vocational","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","higher vocational","","","",""
"2 on scale 1-7 ","2005","Schleswig-Holstein","higher education","","","",""
"2 on scale 1-7 ","2005","Hamburg","in school","","","",""
"2 on scale 1-7 ","2005","Hamburg","inadequately","","","",""
"2 on scale 1-7 ","2005","Hamburg","general elemantary","","","",""
"2 on scale 1-7 ","2005","Hamburg","middle vocational","","","",""
"2 on scale 1-7 ","2005","Hamburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Hamburg","higher vocational","","","",""
"2 on scale 1-7 ","2005","Hamburg","higher education","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","in school","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","inadequately","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","general elemantary","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","middle vocational","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","higher vocational","","","",""
"2 on scale 1-7 ","2005","Lower Saxony","higher education","","","",""
"2 on scale 1-7 ","2005","Bremen","in school","","","",""
"2 on scale 1-7 ","2005","Bremen","inadequately","","","",""
"2 on scale 1-7 ","2005","Bremen","general elemantary","","","",""
"2 on scale 1-7 ","2005","Bremen","middle vocational","","","",""
"2 on scale 1-7 ","2005","Bremen","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Bremen","higher vocational","","","",""
"2 on scale 1-7 ","2005","Bremen","higher education","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","in school","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","inadequately","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","general elemantary","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","middle vocational","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","higher vocational","","","",""
"2 on scale 1-7 ","2005","North Rhine-Westphalia","higher education","","","",""
"2 on scale 1-7 ","2005","Hesse","in school","","","",""
"2 on scale 1-7 ","2005","Hesse","inadequately","","","",""
"2 on scale 1-7 ","2005","Hesse","general elemantary","","","",""
"2 on scale 1-7 ","2005","Hesse","middle vocational","","","",""
"2 on scale 1-7 ","2005","Hesse","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Hesse","higher vocational","","","",""
"2 on scale 1-7 ","2005","Hesse","higher education","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","in school","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","inadequately","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"2 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher education","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","in school","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","inadequately","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","general elemantary","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","middle vocational","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","higher vocational","","","",""
"2 on scale 1-7 ","2005","Baden-Württemberg","higher education","","","",""
"2 on scale 1-7 ","2005","Bavaria","in school","","","",""
"2 on scale 1-7 ","2005","Bavaria","inadequately","","","",""
"2 on scale 1-7 ","2005","Bavaria","general elemantary","","","",""
"2 on scale 1-7 ","2005","Bavaria","middle vocational","","","",""
"2 on scale 1-7 ","2005","Bavaria","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Bavaria","higher vocational","","","",""
"2 on scale 1-7 ","2005","Bavaria","higher education","","","",""
"2 on scale 1-7 ","2005","Berlin","in school","","","",""
"2 on scale 1-7 ","2005","Berlin","inadequately","","","",""
"2 on scale 1-7 ","2005","Berlin","general elemantary","","","",""
"2 on scale 1-7 ","2005","Berlin","middle vocational","","","",""
"2 on scale 1-7 ","2005","Berlin","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Berlin","higher vocational","","","",""
"2 on scale 1-7 ","2005","Berlin","higher education","","","",""
"2 on scale 1-7 ","2005","Brandenburg","in school","","","",""
"2 on scale 1-7 ","2005","Brandenburg","inadequately","","","",""
"2 on scale 1-7 ","2005","Brandenburg","general elemantary","","","",""
"2 on scale 1-7 ","2005","Brandenburg","middle vocational","","","",""
"2 on scale 1-7 ","2005","Brandenburg","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Brandenburg","higher vocational","","","",""
"2 on scale 1-7 ","2005","Brandenburg","higher education","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","in school","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","middle vocational","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"2 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher education","","","",""
"2 on scale 1-7 ","2005","Saxony","in school","","","",""
"2 on scale 1-7 ","2005","Saxony","inadequately","","","",""
"2 on scale 1-7 ","2005","Saxony","general elemantary","","","",""
"2 on scale 1-7 ","2005","Saxony","middle vocational","","","",""
"2 on scale 1-7 ","2005","Saxony","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Saxony","higher vocational","","","",""
"2 on scale 1-7 ","2005","Saxony","higher education","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","in school","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","inadequately","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","general elemantary","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","middle vocational","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","higher vocational","","","",""
"2 on scale 1-7 ","2005","Saxony-Anhalt","higher education","","","",""
"2 on scale 1-7 ","2005","Thuringia","in school","","","",""
"2 on scale 1-7 ","2005","Thuringia","inadequately","","","",""
"2 on scale 1-7 ","2005","Thuringia","general elemantary","","","",""
"2 on scale 1-7 ","2005","Thuringia","middle vocational","","","",""
"2 on scale 1-7 ","2005","Thuringia","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Thuringia","higher vocational","","","",""
"2 on scale 1-7 ","2005","Thuringia","higher education","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","in school","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","inadequately","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","general elemantary","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","middle vocational","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","higher vocational","","","",""
"3 on scale 1-7 ","2005","Schleswig-Holstein","higher education","","","",""
"3 on scale 1-7 ","2005","Hamburg","in school","","","",""
"3 on scale 1-7 ","2005","Hamburg","inadequately","","","",""
"3 on scale 1-7 ","2005","Hamburg","general elemantary","","","",""
"3 on scale 1-7 ","2005","Hamburg","middle vocational","","","",""
"3 on scale 1-7 ","2005","Hamburg","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Hamburg","higher vocational","","","",""
"3 on scale 1-7 ","2005","Hamburg","higher education","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","in school","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","inadequately","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","general elemantary","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","middle vocational","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","higher vocational","","","",""
"3 on scale 1-7 ","2005","Lower Saxony","higher education","","","",""
"3 on scale 1-7 ","2005","Bremen","in school","","","",""
"3 on scale 1-7 ","2005","Bremen","inadequately","","","",""
"3 on scale 1-7 ","2005","Bremen","general elemantary","","","",""
"3 on scale 1-7 ","2005","Bremen","middle vocational","","","",""
"3 on scale 1-7 ","2005","Bremen","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Bremen","higher vocational","","","",""
"3 on scale 1-7 ","2005","Bremen","higher education","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","in school","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","inadequately","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","general elemantary","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","middle vocational","38","0.0192925362985647","0.0133583982153658","0.0252266743817636"
"3 on scale 1-7 ","2005","North Rhine-Westphalia","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher vocational","","","",""
"3 on scale 1-7 ","2005","North Rhine-Westphalia","higher education","","","",""
"3 on scale 1-7 ","2005","Hesse","in school","","","",""
"3 on scale 1-7 ","2005","Hesse","inadequately","","","",""
"3 on scale 1-7 ","2005","Hesse","general elemantary","","","",""
"3 on scale 1-7 ","2005","Hesse","middle vocational","","","",""
"3 on scale 1-7 ","2005","Hesse","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Hesse","higher vocational","","","",""
"3 on scale 1-7 ","2005","Hesse","higher education","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","in school","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","inadequately","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","middle vocational","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"3 on scale 1-7 ","2005","Rhineland-Palatinate,Saarland","higher education","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","in school","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","inadequately","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","general elemantary","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","middle vocational","31","0.0325747274695656","0.0223280622503366","0.0428213926887946"
"3 on scale 1-7 ","2005","Baden-Württemberg","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","higher vocational","","","",""
"3 on scale 1-7 ","2005","Baden-Württemberg","higher education","","","",""
"3 on scale 1-7 ","2005","Bavaria","in school","","","",""
"3 on scale 1-7 ","2005","Bavaria","inadequately","","","",""
"3 on scale 1-7 ","2005","Bavaria","general elemantary","","","",""
"3 on scale 1-7 ","2005","Bavaria","middle vocational","41","0.019387370060506","0.0124096964200395","0.0263650437009725"
"3 on scale 1-7 ","2005","Bavaria","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Bavaria","higher vocational","","","",""
"3 on scale 1-7 ","2005","Bavaria","higher education","","","",""
"3 on scale 1-7 ","2005","Berlin","in school","","","",""
"3 on scale 1-7 ","2005","Berlin","inadequately","","","",""
"3 on scale 1-7 ","2005","Berlin","general elemantary","","","",""
"3 on scale 1-7 ","2005","Berlin","middle vocational","","","",""
"3 on scale 1-7 ","2005","Berlin","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Berlin","higher vocational","","","",""
"3 on scale 1-7 ","2005","Berlin","higher education","","","",""
"3 on scale 1-7 ","2005","Brandenburg","in school","","","",""
"3 on scale 1-7 ","2005","Brandenburg","inadequately","","","",""
"3 on scale 1-7 ","2005","Brandenburg","general elemantary","","","",""
"3 on scale 1-7 ","2005","Brandenburg","middle vocational","","","",""
"3 on scale 1-7 ","2005","Brandenburg","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher vocational","","","",""
"3 on scale 1-7 ","2005","Brandenburg","higher education","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","in school","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","general elemantary","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","middle vocational","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher vocational","","","",""
"3 on scale 1-7 ","2005","Mecklenburg-Western Pomerania","higher education","","","",""
"3 on scale 1-7 ","2005","Saxony","in school","","","",""
"3 on scale 1-7 ","2005","Saxony","inadequately","","","",""
"3 on scale 1-7 ","2005","Saxony","general elemantary","","","",""
"3 on scale 1-7 ","2005","Saxony","middle vocational","","","",""
"3 on scale 1-7 ","2005","Saxony","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Saxony","higher vocational","","","",""
"3 on scale 1-7 ","2005","Saxony","higher education","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","in school","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","inadequately","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","general elemantary","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","middle vocational","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher vocational","","","",""
"3 on scale 1-7 ","2005","Saxony-Anhalt","higher education","","","",""
"3 on scale 1-7 ","2005","Thuringia","in school","","","",""
"3 on scale 1-7 ","2005","Thuringia","inadequately","","","",""
"3 on scale 1-7 ","2005","Thuringia","general elemantary","","","",""
"3 on scale 1-7 ","2005","Thuringia","middle vocational","","","",""
"3 on scale 1-7 ","2005","Thuringia","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Thuringia","higher vocational","","","",""
"3 on scale 1-7 ","2005","Thuringia","higher education","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","in school","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","inadequately","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","general elemantary","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","middle vocational","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","vocational + Abi","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher vocational","","","",""
"4 on scale 1-7","2005","Schleswig-Holstein","higher education","","","",""
"4 on scale 1-7","2005","Hamburg","in school","","","",""
"4 on scale 1-7","2005","Hamburg","inadequately","","","",""
"4 on scale 1-7","2005","Hamburg","general elemantary","","","",""
"4 on scale 1-7","2005","Hamburg","middle vocational","","","",""
"4 on scale 1-7","2005","Hamburg","vocational + Abi","","","",""
"4 on scale 1-7","2005","Hamburg","higher vocational","","","",""
"4 on scale 1-7","2005","Hamburg","higher education","","","",""
"4 on scale 1-7","2005","Lower Saxony","in school","","","",""
"4 on scale 1-7","2005","Lower Saxony","inadequately","","","",""
"4 on scale 1-7","2005","Lower Saxony","general elemantary","","","",""
"4 on scale 1-7","2005","Lower Saxony","middle vocational","77","0.0732601077507474","0.056404692513087","0.0901155229884077"
"4 on scale 1-7","2005","Lower Saxony","vocational + Abi","","","",""
"4 on scale 1-7","2005","Lower Saxony","higher vocational","","","",""
"4 on scale 1-7","2005","Lower Saxony","higher education","","","",""
"4 on scale 1-7","2005","Bremen","in school","","","",""
"4 on scale 1-7","2005","Bremen","inadequately","","","",""
"4 on scale 1-7","2005","Bremen","general elemantary","","","",""
"4 on scale 1-7","2005","Bremen","middle vocational","","","",""
"4 on scale 1-7","2005","Bremen","vocational + Abi","","","",""
"4 on scale 1-7","2005","Bremen","higher vocational","","","",""
"4 on scale 1-7","2005","Bremen","higher education","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","in school","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","inadequately","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","general elemantary","43","0.0985635960620306","0.0735614328337761","0.123565759290285"
"4 on scale 1-7","2005","North Rhine-Westphalia","middle vocational","163","0.0858021964913958","0.0737195370668414","0.0978848559159502"
"4 on scale 1-7","2005","North Rhine-Westphalia","vocational + Abi","34","0.101018655423948","0.0681034714582562","0.13393383938964"
"4 on scale 1-7","2005","North Rhine-Westphalia","higher vocational","","","",""
"4 on scale 1-7","2005","North Rhine-Westphalia","higher education","84","0.0965255001884904","0.0762635150871742","0.116787485289807"
"4 on scale 1-7","2005","Hesse","in school","","","",""
"4 on scale 1-7","2005","Hesse","inadequately","","","",""
"4 on scale 1-7","2005","Hesse","general elemantary","","","",""
"4 on scale 1-7","2005","Hesse","middle vocational","42","0.0714072950058631","0.0513789458891124","0.0914356441226138"
"4 on scale 1-7","2005","Hesse","vocational + Abi","","","",""
"4 on scale 1-7","2005","Hesse","higher vocational","","","",""
"4 on scale 1-7","2005","Hesse","higher education","31","0.135617301866006","0.097255591655938","0.173979012076074"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","in school","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","inadequately","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","general elemantary","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","middle vocational","61","0.11242113003636","0.0879863728585951","0.136855887214125"
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","vocational + Abi","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher vocational","","","",""
"4 on scale 1-7","2005","Rhineland-Palatinate,Saarland","higher education","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","in school","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","inadequately","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","general elemantary","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","middle vocational","89","0.0764265801288926","0.0610913123650035","0.0917618478927817"
"4 on scale 1-7","2005","Baden-Württemberg","vocational + Abi","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","higher vocational","","","",""
"4 on scale 1-7","2005","Baden-Württemberg","higher education","36","0.0930278929287709","0.0660701070571369","0.119985678800405"
"4 on scale 1-7","2005","Bavaria","in school","","","",""
"4 on scale 1-7","2005","Bavaria","inadequately","","","",""
"4 on scale 1-7","2005","Bavaria","general elemantary","40","0.116335050665112","0.0822041814951469","0.150465919835077"
"4 on scale 1-7","2005","Bavaria","middle vocational","129","0.081447686080439","0.0676058473653424","0.0952895247955355"
"4 on scale 1-7","2005","Bavaria","vocational + Abi","","","",""
"4 on scale 1-7","2005","Bavaria","higher vocational","","","",""
"4 on scale 1-7","2005","Bavaria","higher education","49","0.0940258077423118","0.0698525308195602","0.118199084665063"
"4 on scale 1-7","2005","Berlin","in school","","","",""
"4 on scale 1-7","2005","Berlin","inadequately","","","",""
"4 on scale 1-7","2005","Berlin","general elemantary","","","",""
"4 on scale 1-7","2005","Berlin","middle vocational","34","0.111162362048148","0.0762836133827012","0.146041110713595"
"4 on scale 1-7","2005","Berlin","vocational + Abi","","","",""
"4 on scale 1-7","2005","Berlin","higher vocational","","","",""
"4 on scale 1-7","2005","Berlin","higher education","32","0.128521658426265","0.0858235585097223","0.171219758342808"
"4 on scale 1-7","2005","Brandenburg","in school","","","",""
"4 on scale 1-7","2005","Brandenburg","inadequately","","","",""
"4 on scale 1-7","2005","Brandenburg","general elemantary","","","",""
"4 on scale 1-7","2005","Brandenburg","middle vocational","33","0.0762766300192414","0.0513610179347438","0.101192242103739"
"4 on scale 1-7","2005","Brandenburg","vocational + Abi","","","",""
"4 on scale 1-7","2005","Brandenburg","higher vocational","","","",""
"4 on scale 1-7","2005","Brandenburg","higher education","","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","in school","","","",""
"4 on scale 1-7","2005","Mecklenburg-Western Pomerania","inadequately","","","",""
