"plh0206i04","year","pgisced97","n","percent","lower_confidence","upper_confidence"
"6 on scale 1-7","2005","higher education","1517","0.35606686503142","0.34152477747389","0.370608952588949"
"7 Strongly agree","2005","in school","199","0.34490928933219","0.30831074987886","0.381507828785519"
"7 Strongly agree","2005","inadequately","109","0.471719942207824","0.407621960154971","0.535817924260677"
"7 Strongly agree","2005","general elemantary","976","0.404307653376212","0.384665436901713","0.423949869850712"
"7 Strongly agree","2005","middle vocational","4041","0.402446716299935","0.392950849318059","0.411942583281811"
"7 Strongly agree","2005","vocational + Abi","373","0.313091921729458","0.286076601450953","0.340107242007964"
"7 Strongly agree","2005","higher vocational","565","0.355857153836322","0.332091269573309","0.379623038099335"
"7 Strongly agree","2005","higher education","1376","0.342242403239896","0.32783318454388","0.356651621935913"
"1 Strongly disagree","2006","in school","","","",""
"1 Strongly disagree","2006","inadequately","","","",""
"1 Strongly disagree","2006","general elemantary","","","",""
"1 Strongly disagree","2006","middle vocational","","","",""
"1 Strongly disagree","2006","vocational + Abi","","","",""
"1 Strongly disagree","2006","higher vocational","","","",""
"1 Strongly disagree","2006","higher education","","","",""
"2 on scale 1-7 ","2006","in school","","","",""
"2 on scale 1-7 ","2006","inadequately","","","",""
"2 on scale 1-7 ","2006","general elemantary","","","",""
"2 on scale 1-7 ","2006","middle vocational","","","",""
"2 on scale 1-7 ","2006","vocational + Abi","","","",""
"2 on scale 1-7 ","2006","higher vocational","","","",""
"2 on scale 1-7 ","2006","higher education","","","",""
"3 on scale 1-7 ","2006","in school","","","",""
"3 on scale 1-7 ","2006","inadequately","","","",""
"3 on scale 1-7 ","2006","general elemantary","","","",""
"3 on scale 1-7 ","2006","middle vocational","","","",""
"3 on scale 1-7 ","2006","vocational + Abi","","","",""
"3 on scale 1-7 ","2006","higher vocational","","","",""
"3 on scale 1-7 ","2006","higher education","","","",""
"4 on scale 1-7","2006","in school","","","",""
"4 on scale 1-7","2006","inadequately","","","",""
"4 on scale 1-7","2006","general elemantary","","","",""
"4 on scale 1-7","2006","middle vocational","","","",""
"4 on scale 1-7","2006","vocational + Abi","","","",""
"4 on scale 1-7","2006","higher vocational","","","",""
"4 on scale 1-7","2006","higher education","","","",""
"5 on scale 1-7","2006","in school","","","",""
"5 on scale 1-7","2006","inadequately","","","",""
"5 on scale 1-7","2006","general elemantary","","","",""
"5 on scale 1-7","2006","middle vocational","","","",""
"5 on scale 1-7","2006","vocational + Abi","","","",""
"5 on scale 1-7","2006","higher vocational","","","",""
"5 on scale 1-7","2006","higher education","","","",""
"6 on scale 1-7","2006","in school","","","",""
"6 on scale 1-7","2006","inadequately","","","",""
"6 on scale 1-7","2006","general elemantary","","","",""
"6 on scale 1-7","2006","middle vocational","","","",""
"6 on scale 1-7","2006","vocational + Abi","","","",""
"6 on scale 1-7","2006","higher vocational","","","",""
"6 on scale 1-7","2006","higher education","","","",""
"7 Strongly agree","2006","in school","","","",""
"7 Strongly agree","2006","inadequately","","","",""
"7 Strongly agree","2006","general elemantary","","","",""
"7 Strongly agree","2006","middle vocational","","","",""
"7 Strongly agree","2006","vocational + Abi","","","",""
"7 Strongly agree","2006","higher vocational","","","",""
"7 Strongly agree","2006","higher education","","","",""
"1 Strongly disagree","2007","in school","","","",""
"1 Strongly disagree","2007","inadequately","","","",""
"1 Strongly disagree","2007","general elemantary","","","",""
"1 Strongly disagree","2007","middle vocational","","","",""
"1 Strongly disagree","2007","vocational + Abi","","","",""
"1 Strongly disagree","2007","higher vocational","","","",""
"1 Strongly disagree","2007","higher education","","","",""
"2 on scale 1-7 ","2007","in school","","","",""
"2 on scale 1-7 ","2007","inadequately","","","",""
"2 on scale 1-7 ","2007","general elemantary","","","",""
"2 on scale 1-7 ","2007","middle vocational","","","",""
"2 on scale 1-7 ","2007","vocational + Abi","","","",""
"2 on scale 1-7 ","2007","higher vocational","","","",""
"2 on scale 1-7 ","2007","higher education","","","",""
"3 on scale 1-7 ","2007","in school","","","",""
"3 on scale 1-7 ","2007","inadequately","","","",""
"3 on scale 1-7 ","2007","general elemantary","","","",""
"3 on scale 1-7 ","2007","middle vocational","","","",""
"3 on scale 1-7 ","2007","vocational + Abi","","","",""
"3 on scale 1-7 ","2007","higher vocational","","","",""
"3 on scale 1-7 ","2007","higher education","","","",""
"4 on scale 1-7","2007","in school","","","",""
"4 on scale 1-7","2007","inadequately","","","",""
"4 on scale 1-7","2007","general elemantary","","","",""
"4 on scale 1-7","2007","middle vocational","","","",""
"4 on scale 1-7","2007","vocational + Abi","","","",""
"4 on scale 1-7","2007","higher vocational","","","",""
"4 on scale 1-7","2007","higher education","","","",""
"5 on scale 1-7","2007","in school","","","",""
"5 on scale 1-7","2007","inadequately","","","",""
"5 on scale 1-7","2007","general elemantary","","","",""
"5 on scale 1-7","2007","middle vocational","","","",""
"5 on scale 1-7","2007","vocational + Abi","","","",""
"5 on scale 1-7","2007","higher vocational","","","",""
"5 on scale 1-7","2007","higher education","","","",""
"6 on scale 1-7","2007","in school","","","",""
"6 on scale 1-7","2007","inadequately","","","",""
"6 on scale 1-7","2007","general elemantary","","","",""
"6 on scale 1-7","2007","middle vocational","","","",""
"6 on scale 1-7","2007","vocational + Abi","","","",""
"6 on scale 1-7","2007","higher vocational","","","",""
"6 on scale 1-7","2007","higher education","","","",""
"7 Strongly agree","2007","in school","","","",""
"7 Strongly agree","2007","inadequately","","","",""
"7 Strongly agree","2007","general elemantary","","","",""
"7 Strongly agree","2007","middle vocational","","","",""
"7 Strongly agree","2007","vocational + Abi","","","",""
"7 Strongly agree","2007","higher vocational","","","",""
"7 Strongly agree","2007","higher education","","","",""
"1 Strongly disagree","2008","in school","","","",""
"1 Strongly disagree","2008","inadequately","","","",""
"1 Strongly disagree","2008","general elemantary","","","",""
"1 Strongly disagree","2008","middle vocational","","","",""
"1 Strongly disagree","2008","vocational + Abi","","","",""
"1 Strongly disagree","2008","higher vocational","","","",""
"1 Strongly disagree","2008","higher education","","","",""
"2 on scale 1-7 ","2008","in school","","","",""
"2 on scale 1-7 ","2008","inadequately","","","",""
"2 on scale 1-7 ","2008","general elemantary","","","",""
"2 on scale 1-7 ","2008","middle vocational","","","",""
"2 on scale 1-7 ","2008","vocational + Abi","","","",""
"2 on scale 1-7 ","2008","higher vocational","","","",""
"2 on scale 1-7 ","2008","higher education","","","",""
"3 on scale 1-7 ","2008","in school","","","",""
"3 on scale 1-7 ","2008","inadequately","","","",""
"3 on scale 1-7 ","2008","general elemantary","","","",""
"3 on scale 1-7 ","2008","middle vocational","","","",""
"3 on scale 1-7 ","2008","vocational + Abi","","","",""
"3 on scale 1-7 ","2008","higher vocational","","","",""
"3 on scale 1-7 ","2008","higher education","","","",""
"4 on scale 1-7","2008","in school","","","",""
"4 on scale 1-7","2008","inadequately","","","",""
"4 on scale 1-7","2008","general elemantary","","","",""
"4 on scale 1-7","2008","middle vocational","","","",""
"4 on scale 1-7","2008","vocational + Abi","","","",""
"4 on scale 1-7","2008","higher vocational","","","",""
"4 on scale 1-7","2008","higher education","","","",""
"5 on scale 1-7","2008","in school","","","",""
"5 on scale 1-7","2008","inadequately","","","",""
"5 on scale 1-7","2008","general elemantary","","","",""
"5 on scale 1-7","2008","middle vocational","","","",""
"5 on scale 1-7","2008","vocational + Abi","","","",""
"5 on scale 1-7","2008","higher vocational","","","",""
"5 on scale 1-7","2008","higher education","","","",""
"6 on scale 1-7","2008","in school","","","",""
"6 on scale 1-7","2008","inadequately","","","",""
"6 on scale 1-7","2008","general elemantary","","","",""
"6 on scale 1-7","2008","middle vocational","","","",""
"6 on scale 1-7","2008","vocational + Abi","","","",""
"6 on scale 1-7","2008","higher vocational","","","",""
"6 on scale 1-7","2008","higher education","","","",""
"7 Strongly agree","2008","in school","","","",""
"7 Strongly agree","2008","inadequately","","","",""
"7 Strongly agree","2008","general elemantary","","","",""
"7 Strongly agree","2008","middle vocational","","","",""
"7 Strongly agree","2008","vocational + Abi","","","",""
"7 Strongly agree","2008","higher vocational","","","",""
"7 Strongly agree","2008","higher education","","","",""
"1 Strongly disagree","2009","in school","","","",""
"1 Strongly disagree","2009","inadequately","","","",""
"1 Strongly disagree","2009","general elemantary","","","",""
"1 Strongly disagree","2009","middle vocational","","","",""
"1 Strongly disagree","2009","vocational + Abi","","","",""
"1 Strongly disagree","2009","higher vocational","","","",""
"1 Strongly disagree","2009","higher education","","","",""
"2 on scale 1-7 ","2009","in school","","","",""
"2 on scale 1-7 ","2009","inadequately","","","",""
"2 on scale 1-7 ","2009","general elemantary","","","",""
"2 on scale 1-7 ","2009","middle vocational","","","",""
"2 on scale 1-7 ","2009","vocational + Abi","","","",""
"2 on scale 1-7 ","2009","higher vocational","","","",""
"2 on scale 1-7 ","2009","higher education","","","",""
"3 on scale 1-7 ","2009","in school","","","",""
"3 on scale 1-7 ","2009","inadequately","","","",""
"3 on scale 1-7 ","2009","general elemantary","","","",""
"3 on scale 1-7 ","2009","middle vocational","","","",""
"3 on scale 1-7 ","2009","vocational + Abi","","","",""
"3 on scale 1-7 ","2009","higher vocational","","","",""
"3 on scale 1-7 ","2009","higher education","","","",""
"4 on scale 1-7","2009","in school","","","",""
"4 on scale 1-7","2009","inadequately","","","",""
"4 on scale 1-7","2009","general elemantary","","","",""
"4 on scale 1-7","2009","middle vocational","","","",""
"4 on scale 1-7","2009","vocational + Abi","","","",""
"4 on scale 1-7","2009","higher vocational","","","",""
"4 on scale 1-7","2009","higher education","","","",""
"5 on scale 1-7","2009","in school","","","",""
"5 on scale 1-7","2009","inadequately","","","",""
"5 on scale 1-7","2009","general elemantary","","","",""
"5 on scale 1-7","2009","middle vocational","","","",""
"5 on scale 1-7","2009","vocational + Abi","","","",""
"5 on scale 1-7","2009","higher vocational","","","",""
"5 on scale 1-7","2009","higher education","","","",""
"6 on scale 1-7","2009","in school","","","",""
"6 on scale 1-7","2009","inadequately","","","",""
"6 on scale 1-7","2009","general elemantary","","","",""
"6 on scale 1-7","2009","middle vocational","","","",""
"6 on scale 1-7","2009","vocational + Abi","","","",""
"6 on scale 1-7","2009","higher vocational","","","",""
"6 on scale 1-7","2009","higher education","","","",""
"7 Strongly agree","2009","in school","","","",""
"7 Strongly agree","2009","inadequately","","","",""
"7 Strongly agree","2009","general elemantary","","","",""
"7 Strongly agree","2009","middle vocational","","","",""
"7 Strongly agree","2009","vocational + Abi","","","",""
"7 Strongly agree","2009","higher vocational","","","",""
"7 Strongly agree","2009","higher education","","","",""
"1 Strongly disagree","2010","in school","3","","",""
"1 Strongly disagree","2010","inadequately","3","","",""
"1 Strongly disagree","2010","general elemantary","13","","",""
"1 Strongly disagree","2010","middle vocational","70","0.00998411321976516","0.00784768473670258","0.0121205417028277"
"1 Strongly disagree","2010","vocational + Abi","5","","",""
"1 Strongly disagree","2010","higher vocational","7","","",""
"1 Strongly disagree","2010","higher education","12","","",""
"2 on scale 1-7 ","2010","in school","2","","",""
"2 on scale 1-7 ","2010","inadequately","4","","",""
"2 on scale 1-7 ","2010","general elemantary","18","","",""
"2 on scale 1-7 ","2010","middle vocational","78","0.010245161245444","0.0080812684313654","0.0124090540595225"
"2 on scale 1-7 ","2010","vocational + Abi","10","","",""
"2 on scale 1-7 ","2010","higher vocational","6","","",""
"2 on scale 1-7 ","2010","higher education","36","0.0126868333381731","0.00914096225748034","0.0162327044188659"
"3 on scale 1-7 ","2010","in school","8","","",""
"3 on scale 1-7 ","2010","inadequately","2","","",""
"3 on scale 1-7 ","2010","general elemantary","28","","",""
"3 on scale 1-7 ","2010","middle vocational","203","0.0265363536924254","0.0230825868069292","0.0299901205779217"
"3 on scale 1-7 ","2010","vocational + Abi","26","","",""
"3 on scale 1-7 ","2010","higher vocational","35","0.0264175834347621","0.0175554012222349","0.0352797656472892"
"3 on scale 1-7 ","2010","higher education","74","0.0201915943383472","0.0157352909879011","0.0246478976887934"
"4 on scale 1-7","2010","in school","32","0.123271130564319","0.0839121322343844","0.162630128894254"
"4 on scale 1-7","2010","inadequately","9","","",""
"4 on scale 1-7","2010","general elemantary","144","0.0919871576338254","0.0779093747847844","0.106064940482866"
"4 on scale 1-7","2010","middle vocational","752","0.0981005873904825","0.0917087254671206","0.104492449313844"
"4 on scale 1-7","2010","vocational + Abi","76","0.088893260507062","0.0707196302881412","0.107066890725983"
"4 on scale 1-7","2010","higher vocational","101","0.0845301668353445","0.0691579800644708","0.0999023536062181"
"4 on scale 1-7","2010","higher education","347","0.0896271136168902","0.0805771210505545","0.0986771061832259"
"5 on scale 1-7","2010","in school","65","0.265717776407057","0.212833994448037","0.318601558366076"
"5 on scale 1-7","2010","inadequately","24","","",""
"5 on scale 1-7","2010","general elemantary","292","0.179942325048374","0.16123061283975","0.198654037256998"
"5 on scale 1-7","2010","middle vocational","1460","0.167385285471128","0.159363090582011","0.175407480360246"
"5 on scale 1-7","2010","vocational + Abi","190","0.205379307995107","0.179581612174759","0.231177003815456"
"5 on scale 1-7","2010","higher vocational","219","0.155029758581567","0.135029481478343","0.175030035684791"
"5 on scale 1-7","2010","higher education","782","0.198982287184448","0.186333551161501","0.211631023207395"
"6 on scale 1-7","2010","in school","88","0.23882709535114","0.187780808979478","0.289873381722802"
"6 on scale 1-7","2010","inadequately","36","0.225934999954666","0.155907555195966","0.295962444713366"
"6 on scale 1-7","2010","general elemantary","477","0.261374620387104","0.239971924171068","0.28277731660314"
"6 on scale 1-7","2010","middle vocational","2703","0.309614124055323","0.299679101442396","0.31954914666825"
"6 on scale 1-7","2010","vocational + Abi","341","0.378529178386846","0.347556219773014","0.409502137000678"
"6 on scale 1-7","2010","higher vocational","462","0.362761726531462","0.336193080262584","0.38933037280034"
"6 on scale 1-7","2010","higher education","1410","0.367677611626643","0.352401186622223","0.382954036631062"
"7 Strongly agree","2010","in school","70","0.321880461646965","0.265945785153888","0.377815138140043"
"7 Strongly agree","2010","inadequately","59","0.468377245380254","0.384819352005614","0.551935138754894"
"7 Strongly agree","2010","general elemantary","647","0.422135210508009","0.398076986061293","0.446193434954725"
"7 Strongly agree","2010","middle vocational","3053","0.378134374925432","0.367713987070419","0.388554762780444"
"7 Strongly agree","2010","vocational + Abi","294","0.276539828684911","0.247976501291555","0.305103156078267"
"7 Strongly agree","2010","higher vocational","428","0.360915160492553","0.334375852731876","0.38745446825323"
"7 Strongly agree","2010","higher education","1166","0.3066075307144","0.291999225671861","0.321215835756939"
"1 Strongly disagree","2011","in school","","","",""
"1 Strongly disagree","2011","inadequately","","","",""
"1 Strongly disagree","2011","general elemantary","","","",""
"1 Strongly disagree","2011","middle vocational","","","",""
"1 Strongly disagree","2011","vocational + Abi","","","",""
"1 Strongly disagree","2011","higher vocational","","","",""
"1 Strongly disagree","2011","higher education","","","",""
"2 on scale 1-7 ","2011","in school","","","",""
"2 on scale 1-7 ","2011","inadequately","","","",""
"2 on scale 1-7 ","2011","general elemantary","","","",""
"2 on scale 1-7 ","2011","middle vocational","","","",""
"2 on scale 1-7 ","2011","vocational + Abi","","","",""
"2 on scale 1-7 ","2011","higher vocational","","","",""
"2 on scale 1-7 ","2011","higher education","","","",""
"3 on scale 1-7 ","2011","in school","","","",""
"3 on scale 1-7 ","2011","inadequately","","","",""
"3 on scale 1-7 ","2011","general elemantary","","","",""
"3 on scale 1-7 ","2011","middle vocational","","","",""
"3 on scale 1-7 ","2011","vocational + Abi","","","",""
"3 on scale 1-7 ","2011","higher vocational","","","",""
"3 on scale 1-7 ","2011","higher education","","","",""
"4 on scale 1-7","2011","in school","","","",""
"4 on scale 1-7","2011","inadequately","","","",""
"4 on scale 1-7","2011","general elemantary","","","",""
"4 on scale 1-7","2011","middle vocational","","","",""
"4 on scale 1-7","2011","vocational + Abi","","","",""
"4 on scale 1-7","2011","higher vocational","","","",""
"4 on scale 1-7","2011","higher education","","","",""
"5 on scale 1-7","2011","in school","","","",""
"5 on scale 1-7","2011","inadequately","","","",""
"5 on scale 1-7","2011","general elemantary","","","",""
"5 on scale 1-7","2011","middle vocational","","","",""
"5 on scale 1-7","2011","vocational + Abi","","","",""
"5 on scale 1-7","2011","higher vocational","","","",""
"5 on scale 1-7","2011","higher education","","","",""
"6 on scale 1-7","2011","in school","","","",""
"6 on scale 1-7","2011","inadequately","","","",""
"6 on scale 1-7","2011","general elemantary","","","",""
"6 on scale 1-7","2011","middle vocational","","","",""
"6 on scale 1-7","2011","vocational + Abi","","","",""
"6 on scale 1-7","2011","higher vocational","","","",""
"6 on scale 1-7","2011","higher education","","","",""
"7 Strongly agree","2011","in school","","","",""
"7 Strongly agree","2011","inadequately","","","",""
"7 Strongly agree","2011","general elemantary","","","",""
"7 Strongly agree","2011","middle vocational","","","",""
"7 Strongly agree","2011","vocational + Abi","","","",""
"7 Strongly agree","2011","higher vocational","","","",""
"7 Strongly agree","2011","higher education","","","",""
"1 Strongly disagree","2012","in school","","","",""
"1 Strongly disagree","2012","inadequately","","","",""
"1 Strongly disagree","2012","general elemantary","","","",""
"1 Strongly disagree","2012","middle vocational","","","",""
"1 Strongly disagree","2012","vocational + Abi","","","",""
"1 Strongly disagree","2012","higher vocational","","","",""
"1 Strongly disagree","2012","higher education","","","",""
"2 on scale 1-7 ","2012","in school","","","",""
"2 on scale 1-7 ","2012","inadequately","","","",""
"2 on scale 1-7 ","2012","general elemantary","","","",""
"2 on scale 1-7 ","2012","middle vocational","","","",""
"2 on scale 1-7 ","2012","vocational + Abi","","","",""
"2 on scale 1-7 ","2012","higher vocational","","","",""
"2 on scale 1-7 ","2012","higher education","","","",""
"3 on scale 1-7 ","2012","in school","","","",""
"3 on scale 1-7 ","2012","inadequately","","","",""
"3 on scale 1-7 ","2012","general elemantary","","","",""
"3 on scale 1-7 ","2012","middle vocational","","","",""
"3 on scale 1-7 ","2012","vocational + Abi","","","",""
"3 on scale 1-7 ","2012","higher vocational","","","",""
"3 on scale 1-7 ","2012","higher education","","","",""
"4 on scale 1-7","2012","in school","","","",""
"4 on scale 1-7","2012","inadequately","","","",""
"4 on scale 1-7","2012","general elemantary","","","",""
"4 on scale 1-7","2012","middle vocational","","","",""
"4 on scale 1-7","2012","vocational + Abi","","","",""
"4 on scale 1-7","2012","higher vocational","","","",""
"4 on scale 1-7","2012","higher education","","","",""
"5 on scale 1-7","2012","in school","","","",""
"5 on scale 1-7","2012","inadequately","","","",""
"5 on scale 1-7","2012","general elemantary","","","",""
"5 on scale 1-7","2012","middle vocational","","","",""
"5 on scale 1-7","2012","vocational + Abi","","","",""
"5 on scale 1-7","2012","higher vocational","","","",""
"5 on scale 1-7","2012","higher education","","","",""
"6 on scale 1-7","2012","in school","","","",""
"6 on scale 1-7","2012","inadequately","","","",""
"6 on scale 1-7","2012","general elemantary","","","",""
"6 on scale 1-7","2012","middle vocational","","","",""
"6 on scale 1-7","2012","vocational + Abi","","","",""
"6 on scale 1-7","2012","higher vocational","","","",""
"6 on scale 1-7","2012","higher education","","","",""
"7 Strongly agree","2012","in school","","","",""
"7 Strongly agree","2012","inadequately","","","",""
"7 Strongly agree","2012","general elemantary","","","",""
"7 Strongly agree","2012","middle vocational","","","",""
"7 Strongly agree","2012","vocational + Abi","","","",""
"7 Strongly agree","2012","higher vocational","","","",""
"7 Strongly agree","2012","higher education","","","",""
"1 Strongly disagree","2013","in school","","","",""
"1 Strongly disagree","2013","inadequately","","","",""
"1 Strongly disagree","2013","general elemantary","","","",""
"1 Strongly disagree","2013","middle vocational","","","",""
"1 Strongly disagree","2013","vocational + Abi","","","",""
"1 Strongly disagree","2013","higher vocational","","","",""
"1 Strongly disagree","2013","higher education","","","",""
"2 on scale 1-7 ","2013","in school","","","",""
"2 on scale 1-7 ","2013","inadequately","","","",""
"2 on scale 1-7 ","2013","general elemantary","","","",""
"2 on scale 1-7 ","2013","middle vocational","","","",""
"2 on scale 1-7 ","2013","vocational + Abi","","","",""
"2 on scale 1-7 ","2013","higher vocational","","","",""
"2 on scale 1-7 ","2013","higher education","","","",""
"3 on scale 1-7 ","2013","in school","","","",""
"3 on scale 1-7 ","2013","inadequately","","","",""
"3 on scale 1-7 ","2013","general elemantary","","","",""
"3 on scale 1-7 ","2013","middle vocational","","","",""
"3 on scale 1-7 ","2013","vocational + Abi","","","",""
"3 on scale 1-7 ","2013","higher vocational","","","",""
"3 on scale 1-7 ","2013","higher education","","","",""
"4 on scale 1-7","2013","in school","","","",""
"4 on scale 1-7","2013","inadequately","","","",""
"4 on scale 1-7","2013","general elemantary","","","",""
"4 on scale 1-7","2013","middle vocational","","","",""
"4 on scale 1-7","2013","vocational + Abi","","","",""
"4 on scale 1-7","2013","higher vocational","","","",""
"4 on scale 1-7","2013","higher education","","","",""
"5 on scale 1-7","2013","in school","","","",""
"5 on scale 1-7","2013","inadequately","","","",""
"5 on scale 1-7","2013","general elemantary","","","",""
"5 on scale 1-7","2013","middle vocational","","","",""
"5 on scale 1-7","2013","vocational + Abi","","","",""
"5 on scale 1-7","2013","higher vocational","","","",""
"5 on scale 1-7","2013","higher education","","","",""
"6 on scale 1-7","2013","in school","","","",""
"6 on scale 1-7","2013","inadequately","","","",""
"6 on scale 1-7","2013","general elemantary","","","",""
"6 on scale 1-7","2013","middle vocational","","","",""
"6 on scale 1-7","2013","vocational + Abi","","","",""
"6 on scale 1-7","2013","higher vocational","","","",""
"6 on scale 1-7","2013","higher education","","","",""
"7 Strongly agree","2013","in school","","","",""
"7 Strongly agree","2013","inadequately","","","",""
"7 Strongly agree","2013","general elemantary","","","",""
"7 Strongly agree","2013","middle vocational","","","",""
"7 Strongly agree","2013","vocational + Abi","","","",""
"7 Strongly agree","2013","higher vocational","","","",""
"7 Strongly agree","2013","higher education","","","",""
"1 Strongly disagree","2014","in school","","","",""
"1 Strongly disagree","2014","inadequately","","","",""
"1 Strongly disagree","2014","general elemantary","","","",""
"1 Strongly disagree","2014","middle vocational","","","",""
"1 Strongly disagree","2014","vocational + Abi","","","",""
"1 Strongly disagree","2014","higher vocational","","","",""
"1 Strongly disagree","2014","higher education","","","",""
"2 on scale 1-7 ","2014","in school","","","",""
"2 on scale 1-7 ","2014","inadequately","","","",""
"2 on scale 1-7 ","2014","general elemantary","","","",""
"2 on scale 1-7 ","2014","middle vocational","","","",""
"2 on scale 1-7 ","2014","vocational + Abi","","","",""
"2 on scale 1-7 ","2014","higher vocational","","","",""
"2 on scale 1-7 ","2014","higher education","","","",""
"3 on scale 1-7 ","2014","in school","","","",""
"3 on scale 1-7 ","2014","inadequately","","","",""
"3 on scale 1-7 ","2014","general elemantary","","","",""
"3 on scale 1-7 ","2014","middle vocational","","","",""
"3 on scale 1-7 ","2014","vocational + Abi","","","",""
"3 on scale 1-7 ","2014","higher vocational","","","",""
"3 on scale 1-7 ","2014","higher education","","","",""
"4 on scale 1-7","2014","in school","","","",""
"4 on scale 1-7","2014","inadequately","","","",""
"4 on scale 1-7","2014","general elemantary","","","",""
"4 on scale 1-7","2014","middle vocational","","","",""
"4 on scale 1-7","2014","vocational + Abi","","","",""
"4 on scale 1-7","2014","higher vocational","","","",""
"4 on scale 1-7","2014","higher education","","","",""
"5 on scale 1-7","2014","in school","","","",""
"5 on scale 1-7","2014","inadequately","","","",""
"5 on scale 1-7","2014","general elemantary","","","",""
"5 on scale 1-7","2014","middle vocational","","","",""
"5 on scale 1-7","2014","vocational + Abi","","","",""
"5 on scale 1-7","2014","higher vocational","","","",""
"5 on scale 1-7","2014","higher education","","","",""
"6 on scale 1-7","2014","in school","","","",""
"6 on scale 1-7","2014","inadequately","","","",""
"6 on scale 1-7","2014","general elemantary","","","",""
"6 on scale 1-7","2014","middle vocational","","","",""
"6 on scale 1-7","2014","vocational + Abi","","","",""
"6 on scale 1-7","2014","higher vocational","","","",""
"6 on scale 1-7","2014","higher education","","","",""
"7 Strongly agree","2014","in school","","","",""
"7 Strongly agree","2014","inadequately","","","",""
"7 Strongly agree","2014","general elemantary","","","",""
"7 Strongly agree","2014","middle vocational","","","",""
"7 Strongly agree","2014","vocational + Abi","","","",""
"7 Strongly agree","2014","higher vocational","","","",""
"7 Strongly agree","2014","higher education","","","",""
"1 Strongly disagree","2015","in school","1","","",""
"1 Strongly disagree","2015","inadequately","5","","",""
"1 Strongly disagree","2015","general elemantary","24","","",""
"1 Strongly disagree","2015","middle vocational","79","0.00785622535618196","0.0062876800260276","0.00942477068633632"
"1 Strongly disagree","2015","vocational + Abi","19","","",""
"1 Strongly disagree","2015","higher vocational","10","","",""
