"plh0206i04","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","25","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","3","","",""
"2 on scale 1-7 ","2005","(Married) couple without C. ","higher education","11","","",""
"2 on scale 1-7 ","2005","Single parent ","in school","1","","",""
"2 on scale 1-7 ","2005","Single parent ","inadequately","","","",""
"2 on scale 1-7 ","2005","Single parent ","general elemantary","","","",""
"2 on scale 1-7 ","2005","Single parent ","middle vocational","5","","",""
"2 on scale 1-7 ","2005","Single parent ","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Single parent ","higher vocational","","","",""
"2 on scale 1-7 ","2005","Single parent ","higher education","2","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","18","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","8","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","4","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","13","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","1","","",""
"2 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","3","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","4","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","1","","",""
"2 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","3","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","in school","","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","inadequately","1","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","general elemantary","6","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","middle vocational","31","0.0221238425823116","0.0147800740461486","0.0294676111184745"
"3 on scale 1-7 ","2005","1-pers.-HH","vocational + Abi","5","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher vocational","7","","",""
"3 on scale 1-7 ","2005","1-pers.-HH","higher education","10","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","in school","","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","inadequately","2","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","general elemantary","26","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","middle vocational","73","0.0206387622177471","0.0160252257752764","0.0252522986602178"
"3 on scale 1-7 ","2005","(Married) couple without C. ","vocational + Abi","8","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher vocational","7","","",""
"3 on scale 1-7 ","2005","(Married) couple without C. ","higher education","39","0.0153435540350407","0.0094217444352832","0.0212653636347981"
"3 on scale 1-7 ","2005","Single parent ","in school","6","","",""
"3 on scale 1-7 ","2005","Single parent ","inadequately","1","","",""
"3 on scale 1-7 ","2005","Single parent ","general elemantary","6","","",""
"3 on scale 1-7 ","2005","Single parent ","middle vocational","12","","",""
"3 on scale 1-7 ","2005","Single parent ","vocational + Abi","","","",""
"3 on scale 1-7 ","2005","Single parent ","higher vocational","4","","",""
"3 on scale 1-7 ","2005","Single parent ","higher education","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","in school","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","inadequately","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","general elemantary","2","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","middle vocational","35","0.0173811297816154","0.0114049305947892","0.0233573289684416"
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","vocational + Abi","6","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher vocational","7","","",""
"3 on scale 1-7 ","2005","Couple + C. LE 16 ","higher education","19","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","in school","7","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","inadequately","1","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","general elemantary","9","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","middle vocational","43","0.0228360742610567","0.0158788941531419","0.0297932543689716"
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","vocational + Abi","6","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher vocational","4","","",""
"3 on scale 1-7 ","2005","Couple + C. GT 16 ","higher education","4","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","in school","12","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","inadequately","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","general elemantary","5","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","middle vocational","20","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","vocational + Abi","1","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher vocational","","","",""
"3 on scale 1-7 ","2005","Couple + C. LE and GT 16","higher education","6","","",""
"4 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"4 on scale 1-7","2005","1-pers.-HH","inadequately","4","","",""
"4 on scale 1-7","2005","1-pers.-HH","general elemantary","33","0.092510557306938","0.0650925502269053","0.119928564386971"
"4 on scale 1-7","2005","1-pers.-HH","middle vocational","139","0.0842396649424231","0.0703722343327662","0.09810709555208"
"4 on scale 1-7","2005","1-pers.-HH","vocational + Abi","15","","",""
"4 on scale 1-7","2005","1-pers.-HH","higher vocational","15","","",""
"4 on scale 1-7","2005","1-pers.-HH","higher education","55","0.108283438723948","0.0825699445590922","0.133996932888803"
"4 on scale 1-7","2005","(Married) couple without C. ","in school","","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","inadequately","5","","",""
"4 on scale 1-7","2005","(Married) couple without C. ","general elemantary","59","0.107352354049015","0.0843046699963786","0.130400038101651"
"4 on scale 1-7","2005","(Married) couple without C. ","middle vocational","267","0.0741967631095997","0.0656917986474208","0.0827017275717786"
"4 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","30","0.096644912715368","0.0657338967670919","0.127555928663644"
"4 on scale 1-7","2005","(Married) couple without C. ","higher vocational","48","0.083119786603159","0.0602959608369638","0.105943612369354"
"4 on scale 1-7","2005","(Married) couple without C. ","higher education","149","0.0895991717263847","0.0758392041185436","0.103359139334226"
"4 on scale 1-7","2005","Single parent ","in school","14","","",""
"4 on scale 1-7","2005","Single parent ","inadequately","4","","",""
"4 on scale 1-7","2005","Single parent ","general elemantary","26","","",""
"4 on scale 1-7","2005","Single parent ","middle vocational","44","0.0987899537304259","0.0734112033764583","0.124168704084393"
"4 on scale 1-7","2005","Single parent ","vocational + Abi","5","","",""
"4 on scale 1-7","2005","Single parent ","higher vocational","6","","",""
"4 on scale 1-7","2005","Single parent ","higher education","10","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","4","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","23","","",""
"4 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","151","0.0779191498429708","0.0656617002230392","0.0901765994629024"
"4 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","30","0.0965791614656181","0.0639075892426153","0.129250733688621"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","36","0.0764660253368579","0.0507433071786363","0.10218874349508"
"4 on scale 1-7","2005","Couple + C. LE 16 ","higher education","71","0.0882731786850716","0.0689732460462535","0.10757311132389"
"4 on scale 1-7","2005","Couple + C. GT 16 ","in school","37","0.118251627902912","0.0795197675204158","0.156983488285408"
"4 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","6","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","47","0.0850492825830954","0.0586523402771797","0.111446224889011"
"4 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","138","0.0925298668117772","0.0790341502330889","0.106025583390465"
"4 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","25","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","15","","",""
"4 on scale 1-7","2005","Couple + C. GT 16 ","higher education","50","0.0750355382497489","0.0544636649507653","0.0956074115487324"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","in school","27","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","23","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","57","0.0863889331277607","0.0649557904793193","0.107822075776202"
"4 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","5","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","13","","",""
"4 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","30","0.089195539902431","0.0563343478733356","0.122056731931526"
"5 on scale 1-7","2005","1-pers.-HH","in school","1","","",""
"5 on scale 1-7","2005","1-pers.-HH","inadequately","2","","",""
"5 on scale 1-7","2005","1-pers.-HH","general elemantary","71","0.144941369070881","0.111628382320352","0.178254355821409"
"5 on scale 1-7","2005","1-pers.-HH","middle vocational","220","0.149493473136837","0.131690328794893","0.167296617478781"
"5 on scale 1-7","2005","1-pers.-HH","vocational + Abi","40","0.214125089249079","0.153520955549424","0.274729222948733"
"5 on scale 1-7","2005","1-pers.-HH","higher vocational","27","","",""
"5 on scale 1-7","2005","1-pers.-HH","higher education","113","0.199687515096404","0.166607026707173","0.232768003485635"
"5 on scale 1-7","2005","(Married) couple without C. ","in school","1","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","inadequately","12","","",""
"5 on scale 1-7","2005","(Married) couple without C. ","general elemantary","96","0.116189955325674","0.0923313401341242","0.140048570517224"
"5 on scale 1-7","2005","(Married) couple without C. ","middle vocational","561","0.148497821367856","0.136958677210511","0.160036965525202"
"5 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","72","0.174515787055956","0.134808859922151","0.214222714189762"
"5 on scale 1-7","2005","(Married) couple without C. ","higher vocational","97","0.180064950995649","0.148297362207758","0.211832539783539"
"5 on scale 1-7","2005","(Married) couple without C. ","higher education","282","0.164973687232247","0.14709208158183","0.182855292882663"
"5 on scale 1-7","2005","Single parent ","in school","16","","",""
"5 on scale 1-7","2005","Single parent ","inadequately","2","","",""
"5 on scale 1-7","2005","Single parent ","general elemantary","30","0.125416984920646","0.0801904642527303","0.170643505588561"
"5 on scale 1-7","2005","Single parent ","middle vocational","83","0.163638543102367","0.132172608345357","0.195104477859378"
"5 on scale 1-7","2005","Single parent ","vocational + Abi","5","","",""
"5 on scale 1-7","2005","Single parent ","higher vocational","7","","",""
"5 on scale 1-7","2005","Single parent ","higher education","16","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","5","","",""
"5 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","49","0.165201420197181","0.121068630769481","0.209334209624882"
"5 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","304","0.168118836265664","0.151017409466939","0.18522026306439"
"5 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","53","0.151383452619746","0.111739384112126","0.191027521127366"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","78","0.223504830521143","0.18318032981159","0.263829331230697"
"5 on scale 1-7","2005","Couple + C. LE 16 ","higher education","170","0.185337929660817","0.158902891187954","0.21177296813368"
"5 on scale 1-7","2005","Couple + C. GT 16 ","in school","54","0.217034904399908","0.167589213069228","0.266480595730587"
"5 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","7","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","96","0.291514002210798","0.248509414279144","0.334518590142451"
"5 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","336","0.198519095307642","0.179941626363418","0.217096564251866"
"5 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","28","","",""
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","32","0.0889722134760269","0.0503739330379864","0.127570493914067"
"5 on scale 1-7","2005","Couple + C. GT 16 ","higher education","136","0.20939100271528","0.177619504066961","0.241162501363599"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","in school","46","0.193036362205966","0.144498820374534","0.241573904037399"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","2","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","46","0.179846773591162","0.131657319968842","0.228036227213483"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","127","0.205240132151324","0.174427753197707","0.23605251110494"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","10","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","14","","",""
"5 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","47","0.231041281283417","0.182445846226069","0.279636716340766"
"6 on scale 1-7","2005","1-pers.-HH","in school","2","","",""
"6 on scale 1-7","2005","1-pers.-HH","inadequately","3","","",""
"6 on scale 1-7","2005","1-pers.-HH","general elemantary","123","0.286039175997027","0.243276054886807","0.328802297107247"
"6 on scale 1-7","2005","1-pers.-HH","middle vocational","473","0.303351381844196","0.280399058658718","0.326303705029674"
"6 on scale 1-7","2005","1-pers.-HH","vocational + Abi","58","0.375643958682061","0.304096185651825","0.447191731712298"
"6 on scale 1-7","2005","1-pers.-HH","higher vocational","62","0.308451671999957","0.243957598215392","0.372945745784521"
"6 on scale 1-7","2005","1-pers.-HH","higher education","180","0.30580501531684","0.267678273095941","0.343931757537738"
"6 on scale 1-7","2005","(Married) couple without C. ","in school","2","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","inadequately","16","","",""
"6 on scale 1-7","2005","(Married) couple without C. ","general elemantary","203","0.281635147098618","0.248146512739937","0.3151237814573"
"6 on scale 1-7","2005","(Married) couple without C. ","middle vocational","1199","0.321356160424287","0.306201893008509","0.336510427840065"
"6 on scale 1-7","2005","(Married) couple without C. ","vocational + Abi","130","0.392601995227198","0.341515340562814","0.443688649891582"
"6 on scale 1-7","2005","(Married) couple without C. ","higher vocational","180","0.318154406355283","0.279647207864085","0.356661604846482"
"6 on scale 1-7","2005","(Married) couple without C. ","higher education","603","0.378895946604418","0.355524195464036","0.4022676977448"
"6 on scale 1-7","2005","Single parent ","in school","30","0.308202611056082","0.218592787694795","0.397812434417368"
"6 on scale 1-7","2005","Single parent ","inadequately","2","","",""
"6 on scale 1-7","2005","Single parent ","general elemantary","60","0.296512628487978","0.234144281874213","0.358880975101742"
"6 on scale 1-7","2005","Single parent ","middle vocational","176","0.303672716677221","0.264560680695325","0.342784752659117"
"6 on scale 1-7","2005","Single parent ","vocational + Abi","12","","",""
"6 on scale 1-7","2005","Single parent ","higher vocational","22","","",""
"6 on scale 1-7","2005","Single parent ","higher education","42","0.357722844045657","0.271237670220494","0.444208017870819"
"6 on scale 1-7","2005","Couple + C. LE 16 ","in school","","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","inadequately","4","","",""
"6 on scale 1-7","2005","Couple + C. LE 16 ","general elemantary","69","0.231403396632308","0.181284934754628","0.281521858509989"
"6 on scale 1-7","2005","Couple + C. LE 16 ","middle vocational","602","0.324293113743531","0.302886816647506","0.345699410839557"
"6 on scale 1-7","2005","Couple + C. LE 16 ","vocational + Abi","116","0.364551761879955","0.311316063267698","0.417787460492212"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher vocational","149","0.344326747187057","0.298334431519928","0.390319062854186"
"6 on scale 1-7","2005","Couple + C. LE 16 ","higher education","316","0.362911261421276","0.330199100688037","0.395623422154515"
"6 on scale 1-7","2005","Couple + C. GT 16 ","in school","99","0.361293683890754","0.303673684355396","0.418913683426112"
"6 on scale 1-7","2005","Couple + C. GT 16 ","inadequately","12","","",""
"6 on scale 1-7","2005","Couple + C. GT 16 ","general elemantary","116","0.267100566990672","0.225232872857296","0.308968261124048"
"6 on scale 1-7","2005","Couple + C. GT 16 ","middle vocational","602","0.324409568192709","0.302606009515762","0.346213126869656"
"6 on scale 1-7","2005","Couple + C. GT 16 ","vocational + Abi","56","0.363286247016413","0.29161884962359","0.434953644409235"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher vocational","82","0.366311430415547","0.300992642075379","0.431630218755715"
"6 on scale 1-7","2005","Couple + C. GT 16 ","higher education","242","0.398821725122274","0.360586041529813","0.437057408714734"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","in school","77","0.253131789949329","0.199659773112101","0.306603806786557"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","inadequately","12","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","general elemantary","76","0.311429797555209","0.25332561816154","0.369533976948879"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","middle vocational","196","0.280983263102905","0.246691813139705","0.315274713066105"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","vocational + Abi","16","","",""
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher vocational","40","0.333063418889135","0.242043757399381","0.424083080378889"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","higher education","107","0.332069006992871","0.2777715938454","0.386366420140342"
"7 Strongly agree","2005","1-pers.-HH","in school","","","",""
"7 Strongly agree","2005","1-pers.-HH","inadequately","16","","",""
"7 Strongly agree","2005","1-pers.-HH","general elemantary","179","0.40809189437648","0.361584118280727","0.454599670472233"
"7 Strongly agree","2005","1-pers.-HH","middle vocational","650","0.422038463089471","0.397379645004461","0.44669728117448"
"7 Strongly agree","2005","1-pers.-HH","vocational + Abi","55","0.265636013800558","0.200384450702513","0.330887576898604"
"7 Strongly agree","2005","1-pers.-HH","higher vocational","79","0.359425703895312","0.292421153418774","0.426430254371851"
"7 Strongly agree","2005","1-pers.-HH","higher education","197","0.365188451875469","0.325345859565439","0.405031044185499"
"7 Strongly agree","2005","(Married) couple without C. ","in school","1","","",""
"7 Strongly agree","2005","(Married) couple without C. ","inadequately","25","","",""
"7 Strongly agree","2005","(Married) couple without C. ","general elemantary","299","0.434626404734866","0.397719528517869","0.471533280951864"
"7 Strongly agree","2005","(Married) couple without C. ","middle vocational","1485","0.415645279103616","0.399652631019746","0.431637927187485"
"7 Strongly agree","2005","(Married) couple without C. ","vocational + Abi","109","0.315118594307635","0.266518262340969","0.363718926274302"
"7 Strongly agree","2005","(Married) couple without C. ","higher vocational","221","0.389955467947106","0.349631040487818","0.430279895406394"
"7 Strongly agree","2005","(Married) couple without C. ","higher education","568","0.343554255007942","0.320674773586786","0.366433736429098"
"7 Strongly agree","2005","Single parent ","in school","33","0.355934520152085","0.26301690137848","0.44885213892569"
"7 Strongly agree","2005","Single parent ","inadequately","8","","",""
"7 Strongly agree","2005","Single parent ","general elemantary","83","0.426645266768651","0.359105485807388","0.494185047729913"
"7 Strongly agree","2005","Single parent ","middle vocational","206","0.387092790537217","0.345663667835744","0.42852191323869"
"7 Strongly agree","2005","Single parent ","vocational + Abi","16","","",""
"7 Strongly agree","2005","Single parent ","higher vocational","13","","",""
"7 Strongly agree","2005","Single parent ","higher education","47","0.442608254136524","0.352989870158909","0.53222663811414"
"7 Strongly agree","2005","Couple + C. LE 16 ","in school","2","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","inadequately","20","","",""
"7 Strongly agree","2005","Couple + C. LE 16 ","general elemantary","126","0.468926933310147","0.409621652558392","0.528232214061903"
"7 Strongly agree","2005","Couple + C. LE 16 ","middle vocational","721","0.395629000904081","0.373268095687127","0.417989906121035"
"7 Strongly agree","2005","Couple + C. LE 16 ","vocational + Abi","106","0.350335487857109","0.297567576411986","0.403103399302231"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher vocational","133","0.318033965831703","0.2729549643689","0.363112967294506"
"7 Strongly agree","2005","Couple + C. LE 16 ","higher education","246","0.310482362783503","0.279004865004934","0.341959860562071"
"7 Strongly agree","2005","Couple + C. GT 16 ","in school","68","0.281125185027418","0.227202815052067","0.33504755500277"
"7 Strongly agree","2005","Couple + C. GT 16 ","inadequately","18","","",""
"7 Strongly agree","2005","Couple + C. GT 16 ","general elemantary","156","0.330178381134522","0.285677015138175","0.374679747130869"
"7 Strongly agree","2005","Couple + C. GT 16 ","middle vocational","631","0.350708737423142","0.328484243381608","0.372933231464677"
"7 Strongly agree","2005","Couple + C. GT 16 ","vocational + Abi","58","0.269988956630421","0.203833944295292","0.33614396896555"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher vocational","73","0.409200157302095","0.342540507237864","0.475859807366327"
"7 Strongly agree","2005","Couple + C. GT 16 ","higher education","193","0.301036918353232","0.265217806365262","0.336856030341202"
"7 Strongly agree","2005","Couple + C. LE and GT 16","in school","89","0.387929324049743","0.328004285219467","0.447854362880018"
"7 Strongly agree","2005","Couple + C. LE and GT 16","inadequately","14","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","general elemantary","88","0.362290024963639","0.301979519085573","0.422600530841705"
"7 Strongly agree","2005","Couple + C. LE and GT 16","middle vocational","254","0.384069712379805","0.34696347371517","0.42117595104444"
"7 Strongly agree","2005","Couple + C. LE and GT 16","vocational + Abi","23","","",""
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher vocational","35","0.365856564599339","0.272836067680781","0.458877061517897"
"7 Strongly agree","2005","Couple + C. LE and GT 16","higher education","96","0.320619458185666","0.266810986179801","0.374427930191531"
"1 Strongly disagree","2006","1-pers.-HH","in school","","","",""
"1 Strongly disagree","2006","1-pers.-HH","inadequately","","","",""
"1 Strongly disagree","2006","1-pers.-HH","general elemantary","","","",""
"1 Strongly disagree","2006","1-pers.-HH","middle vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","vocational + Abi","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher vocational","","","",""
"1 Strongly disagree","2006","1-pers.-HH","higher education","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","in school","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","inadequately","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","general elemantary","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","middle vocational","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","vocational + Abi","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","higher vocational","","","",""
"1 Strongly disagree","2006","(Married) couple without C. ","higher education","","","",""
"1 Strongly disagree","2006","Single parent ","in school","","","",""
"1 Strongly disagree","2006","Single parent ","inadequately","","","",""
"1 Strongly disagree","2006","Single parent ","general elemantary","","","",""
"1 Strongly disagree","2006","Single parent ","middle vocational","","","",""
"1 Strongly disagree","2006","Single parent ","vocational + Abi","","","",""
"1 Strongly disagree","2006","Single parent ","higher vocational","","","",""
"1 Strongly disagree","2006","Single parent ","higher education","","","",""
"1 Strongly disagree","2006","Couple + C. LE 16 ","in school","","","",""
