"plh0206i04","year","hgtyp1hh","regtyp","n","percent","lower_confidence","upper_confidence","value"
"5 on scale 1-7","2005","Single parent ","Urban Area","107","0.143153973015817","0.117374260502153","0.168933685529481","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","463","0.205792359767329","0.189230585974974","0.222354133559685","5"
"5 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","253","0.212851060880165","0.191048619593033","0.234653502167296","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","193","0.193122950087601","0.169952670073993","0.216293230101209","5"
"5 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","108","0.188185372686966","0.15664669701937","0.219724048354562","5"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Urban Area","354","0.295835886338361","0.269045866886425","0.322625905790297","6"
"6 on scale 1-7","2005","Couple + C. LE and GT 16","Rural Area","186","0.28664234278279","0.250154690441533","0.323129995124046","6"
"6 on scale 1-7","2005","Single parent ","Rural Area","129","0.325976061289591","0.27939559786644","0.372556524712743","6"
"6 on scale 1-7","2005","1-pers.-HH","Rural Area","280","0.310205152838518","0.279625107131082","0.340785198545955","6"
"6 on scale 1-7","2005","1-pers.-HH","Urban Area","627","0.30220676158424","0.282481480737617","0.321932042430862","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Rural Area","423","0.32372245745124","0.29684300002332","0.350601914879159","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Rural Area","474","0.334439267002359","0.309309339483092","0.359569194521626","6"
"6 on scale 1-7","2005","(Married) couple without C. ","Urban Area","1571","0.324587525965207","0.311280603710919","0.337894448219494","6"
"6 on scale 1-7","2005","(Married) couple without C. ","Rural Area","769","0.337104433525846","0.317606395564991","0.356602471486701","6"
"6 on scale 1-7","2005","Couple + C. GT 16 ","Urban Area","768","0.329475800406584","0.310220771110173","0.348730829702995","6"
"6 on scale 1-7","2005","Single parent ","Urban Area","221","0.304746932667568","0.270865161751694","0.338628703583442","6"
"6 on scale 1-7","2005","Couple + C. LE 16 ","Urban Area","836","0.330372991120679","0.312088660456164","0.348657321785194","6"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Urban Area","414","0.376124232738587","0.347691056743754","0.404557408733421","7"
"7 Strongly agree","2005","Couple + C. LE and GT 16","Rural Area","217","0.391618813786446","0.352232825567564","0.431004802005328","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","Rural Area","409","0.368123598428906","0.340416917824366","0.395830279033446","7"
"7 Strongly agree","2005","1-pers.-HH","Urban Area","807","0.382586847243111","0.361710203277959","0.403463491208263","7"
"7 Strongly agree","2005","(Married) couple without C. ","Urban Area","1826","0.394231313098517","0.380342787729422","0.408119838467612","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","Urban Area","797","0.356974700844991","0.337347519104343","0.376601882585638","7"
"7 Strongly agree","2005","Single parent ","Urban Area","272","0.387646209858047","0.351783430060026","0.423508989656068","7"
"7 Strongly agree","2005","Single parent ","Rural Area","145","0.366838283705184","0.318945735986808","0.41473083142356","7"
"7 Strongly agree","2005","Couple + C. LE 16 ","Urban Area","946","0.376332911871601","0.357499767681323","0.395166056061879","7"
"7 Strongly agree","2005","Couple + C. GT 16 ","Rural Area","439","0.297840045066879","0.273481668953884","0.322198421179874","7"
"7 Strongly agree","2005","1-pers.-HH","Rural Area","379","0.437204121350062","0.404411870214622","0.469996372485502","7"
"7 Strongly agree","2005","(Married) couple without C. ","Rural Area","902","0.411488878883634","0.391191380737528","0.43178637702974","7"
"1 Strongly disagree","2006","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2006","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2006","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2006","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2006","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2006","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2006","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE and GT 16","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2006","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2006","1-pers.-HH","Urban Area","","","","","2"
"3 on scale 1-7 ","2006","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2006","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2006","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2006","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2006","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2006","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2006","Single parent ","Rural Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2006","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on scale 1-7","2006","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2006","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2006","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2006","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. LE and GT 16","Rural Area","","","","","5"
"5 on scale 1-7","2006","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2006","Couple + C. GT 16 ","Urban Area","","","","","5"
"6 on scale 1-7","2006","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2006","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2006","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Urban Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE and GT 16","Rural Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2006","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2006","Couple + C. GT 16 ","Urban Area","","","","","6"
"7 Strongly agree","2006","(Married) couple without C. ","Urban Area","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 Strongly agree","2006","Couple + C. LE and GT 16","Rural Area","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","Rural Area","","","","","7"
"7 Strongly agree","2006","1-pers.-HH","Urban Area","","","","","7"
"7 Strongly agree","2006","(Married) couple without C. ","Rural Area","","","","","7"
"7 Strongly agree","2006","Single parent ","Urban Area","","","","","7"
"7 Strongly agree","2006","Single parent ","Rural Area","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 Strongly agree","2006","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 Strongly agree","2006","Couple + C. GT 16 ","Rural Area","","","","","7"
"1 Strongly disagree","2007","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2007","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2007","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2007","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2007","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2007","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2007","1-pers.-HH","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2007","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on scale 1-7 ","2007","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2007","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2007","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2007","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2007","Couple + C. LE and GT 16","Rural Area","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2007","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2007","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2007","Single parent ","Rural Area","","","","","4"
"5 on scale 1-7","2007","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2007","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2007","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2007","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2007","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2007","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2007","Couple + C. LE and GT 16","Rural Area","","","","","5"
"6 on scale 1-7","2007","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2007","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2007","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2007","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2007","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2007","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Urban Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE and GT 16","Rural Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. GT 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2007","Couple + C. GT 16 ","Urban Area","","","","","6"
"7 Strongly agree","2007","(Married) couple without C. ","Urban Area","","","","","7"
"7 Strongly agree","2007","1-pers.-HH","Urban Area","","","","","7"
"7 Strongly agree","2007","Couple + C. LE and GT 16","Urban Area","","","","","7"
"7 Strongly agree","2007","Couple + C. LE and GT 16","Rural Area","","","","","7"
"7 Strongly agree","2007","1-pers.-HH","Rural Area","","","","","7"
"7 Strongly agree","2007","(Married) couple without C. ","Rural Area","","","","","7"
"7 Strongly agree","2007","Single parent ","Urban Area","","","","","7"
"7 Strongly agree","2007","Single parent ","Rural Area","","","","","7"
"7 Strongly agree","2007","Couple + C. LE 16 ","Urban Area","","","","","7"
"7 Strongly agree","2007","Couple + C. LE 16 ","Rural Area","","","","","7"
"7 Strongly agree","2007","Couple + C. GT 16 ","Urban Area","","","","","7"
"7 Strongly agree","2007","Couple + C. GT 16 ","Rural Area","","","","","7"
"1 Strongly disagree","2008","(Married) couple without C. ","Urban Area","","","","","1"
"1 Strongly disagree","2008","(Married) couple without C. ","Rural Area","","","","","1"
"1 Strongly disagree","2008","Single parent ","Urban Area","","","","","1"
"1 Strongly disagree","2008","Single parent ","Rural Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. GT 16 ","Urban Area","","","","","1"
"1 Strongly disagree","2008","1-pers.-HH","Urban Area","","","","","1"
"1 Strongly disagree","2008","1-pers.-HH","Rural Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. GT 16 ","Rural Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Urban Area","","","","","1"
"1 Strongly disagree","2008","Couple + C. LE and GT 16","Rural Area","","","","","1"
"2 on scale 1-7 ","2008","(Married) couple without C. ","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Single parent ","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","(Married) couple without C. ","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Single parent ","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","1-pers.-HH","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","1-pers.-HH","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. GT 16 ","Rural Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Urban Area","","","","","2"
"2 on scale 1-7 ","2008","Couple + C. LE and GT 16","Rural Area","","","","","2"
"3 on scale 1-7 ","2008","1-pers.-HH","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","(Married) couple without C. ","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","(Married) couple without C. ","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","1-pers.-HH","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Single parent ","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Single parent ","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. GT 16 ","Rural Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Urban Area","","","","","3"
"3 on scale 1-7 ","2008","Couple + C. LE and GT 16","Rural Area","","","","","3"
"4 on scale 1-7","2008","Couple + C. LE 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2008","1-pers.-HH","Urban Area","","","","","4"
"4 on scale 1-7","2008","(Married) couple without C. ","Urban Area","","","","","4"
"4 on scale 1-7","2008","(Married) couple without C. ","Rural Area","","","","","4"
"4 on scale 1-7","2008","Single parent ","Urban Area","","","","","4"
"4 on scale 1-7","2008","Single parent ","Rural Area","","","","","4"
"4 on scale 1-7","2008","Couple + C. LE 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2008","Couple + C. GT 16 ","Urban Area","","","","","4"
"4 on scale 1-7","2008","Couple + C. GT 16 ","Rural Area","","","","","4"
"4 on scale 1-7","2008","1-pers.-HH","Rural Area","","","","","4"
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Urban Area","","","","","4"
"4 on scale 1-7","2008","Couple + C. LE and GT 16","Rural Area","","","","","4"
"5 on scale 1-7","2008","1-pers.-HH","Rural Area","","","","","5"
"5 on scale 1-7","2008","Single parent ","Rural Area","","","","","5"
"5 on scale 1-7","2008","1-pers.-HH","Urban Area","","","","","5"
"5 on scale 1-7","2008","Single parent ","Urban Area","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","Rural Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2008","(Married) couple without C. ","Urban Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. GT 16 ","Urban Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. GT 16 ","Rural Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Urban Area","","","","","5"
"5 on scale 1-7","2008","Couple + C. LE and GT 16","Rural Area","","","","","5"
"6 on scale 1-7","2008","(Married) couple without C. ","Urban Area","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","Urban Area","","","","","6"
"6 on scale 1-7","2008","(Married) couple without C. ","Rural Area","","","","","6"
"6 on scale 1-7","2008","Single parent ","Urban Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","Urban Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. GT 16 ","Rural Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","Urban Area","","","","","6"
"6 on scale 1-7","2008","1-pers.-HH","Rural Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE and GT 16","Rural Area","","","","","6"
"6 on scale 1-7","2008","Single parent ","Rural Area","","","","","6"
"6 on scale 1-7","2008","Couple + C. LE 16 ","Urban Area","","","","","6"
"7 Strongly agree","2008","1-pers.-HH","Urban Area","","","","","7"
"7 Strongly agree","2008","1-pers.-HH","Rural Area","","","","","7"
"7 Strongly agree","2008","(Married) couple without C. ","Urban Area","","","","","7"
