"plh0206i04","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"5 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2006","66 and older","no migration background","","","",""
"5 on scale 1-7","2006","66 and older","direct migration background","","","",""
"5 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2006","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2006","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2006","66 and older","no migration background","","","",""
"6 on scale 1-7","2006","66 and older","direct migration background","","","",""
"6 on scale 1-7","2006","66 and older","indirect migration background","","","",""
"7 Strongly agree","2006","16-34 y.","no migration background","","","",""
"7 Strongly agree","2006","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2006","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2006","35-65 y.","no migration background","","","",""
"7 Strongly agree","2006","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2006","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2006","66 and older","no migration background","","","",""
"7 Strongly agree","2006","66 and older","direct migration background","","","",""
"7 Strongly agree","2006","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2007","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2007","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2007","66 and older","no migration background","","","",""
"1 Strongly disagree","2007","66 and older","direct migration background","","","",""
"1 Strongly disagree","2007","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2007","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2007","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2007","66 and older","no migration background","","","",""
"4 on scale 1-7","2007","66 and older","direct migration background","","","",""
"4 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2007","66 and older","no migration background","","","",""
"5 on scale 1-7","2007","66 and older","direct migration background","","","",""
"5 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2007","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2007","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2007","66 and older","no migration background","","","",""
"6 on scale 1-7","2007","66 and older","direct migration background","","","",""
"6 on scale 1-7","2007","66 and older","indirect migration background","","","",""
"7 Strongly agree","2007","16-34 y.","no migration background","","","",""
"7 Strongly agree","2007","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2007","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2007","35-65 y.","no migration background","","","",""
"7 Strongly agree","2007","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2007","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2007","66 and older","no migration background","","","",""
"7 Strongly agree","2007","66 and older","direct migration background","","","",""
"7 Strongly agree","2007","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2008","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2008","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2008","66 and older","no migration background","","","",""
"1 Strongly disagree","2008","66 and older","direct migration background","","","",""
"1 Strongly disagree","2008","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2008","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2008","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2008","66 and older","no migration background","","","",""
"4 on scale 1-7","2008","66 and older","direct migration background","","","",""
"4 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2008","66 and older","no migration background","","","",""
"5 on scale 1-7","2008","66 and older","direct migration background","","","",""
"5 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2008","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2008","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2008","66 and older","no migration background","","","",""
"6 on scale 1-7","2008","66 and older","direct migration background","","","",""
"6 on scale 1-7","2008","66 and older","indirect migration background","","","",""
"7 Strongly agree","2008","16-34 y.","no migration background","","","",""
"7 Strongly agree","2008","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2008","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2008","35-65 y.","no migration background","","","",""
"7 Strongly agree","2008","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2008","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2008","66 and older","no migration background","","","",""
"7 Strongly agree","2008","66 and older","direct migration background","","","",""
"7 Strongly agree","2008","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2009","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2009","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2009","66 and older","no migration background","","","",""
"1 Strongly disagree","2009","66 and older","direct migration background","","","",""
"1 Strongly disagree","2009","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","no migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","no migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","no migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2009","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","no migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2009","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","no migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2009","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"4 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2009","66 and older","no migration background","","","",""
"4 on scale 1-7","2009","66 and older","direct migration background","","","",""
"4 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"5 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"5 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"5 on scale 1-7","2009","66 and older","no migration background","","","",""
"5 on scale 1-7","2009","66 and older","direct migration background","","","",""
"5 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","no migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","direct migration background","","","",""
"6 on scale 1-7","2009","16-34 y.","indirect migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","no migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","direct migration background","","","",""
"6 on scale 1-7","2009","35-65 y.","indirect migration background","","","",""
"6 on scale 1-7","2009","66 and older","no migration background","","","",""
"6 on scale 1-7","2009","66 and older","direct migration background","","","",""
"6 on scale 1-7","2009","66 and older","indirect migration background","","","",""
"7 Strongly agree","2009","16-34 y.","no migration background","","","",""
"7 Strongly agree","2009","16-34 y.","direct migration background","","","",""
"7 Strongly agree","2009","16-34 y.","indirect migration background","","","",""
"7 Strongly agree","2009","35-65 y.","no migration background","","","",""
"7 Strongly agree","2009","35-65 y.","direct migration background","","","",""
"7 Strongly agree","2009","35-65 y.","indirect migration background","","","",""
"7 Strongly agree","2009","66 and older","no migration background","","","",""
"7 Strongly agree","2009","66 and older","direct migration background","","","",""
"7 Strongly agree","2009","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2010","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2010","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2010","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2010","35-65 y.","no migration background","48","0.00690431572194349","0.00508319381673902","0.00872543762714795"
"1 Strongly disagree","2010","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2010","35-65 y.","indirect migration background","","","",""
"1 Strongly disagree","2010","66 and older","no migration background","42","0.0134002016310044","0.00969982565998845","0.0171005776020203"
"1 Strongly disagree","2010","66 and older","direct migration background","","","",""
"1 Strongly disagree","2010","66 and older","indirect migration background","","","",""
"2 on scale 1-7 ","2010","16-34 y.","no migration background","","","",""
"2 on scale 1-7 ","2010","16-34 y.","direct migration background","","","",""
"2 on scale 1-7 ","2010","16-34 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2010","35-65 y.","no migration background","73","0.0119002019352354","0.00951535384600033","0.0142850500244705"
"2 on scale 1-7 ","2010","35-65 y.","direct migration background","","","",""
"2 on scale 1-7 ","2010","35-65 y.","indirect migration background","","","",""
"2 on scale 1-7 ","2010","66 and older","no migration background","38","0.0105140703006551","0.00723153107800245","0.0137966095233077"
"2 on scale 1-7 ","2010","66 and older","direct migration background","","","",""
"2 on scale 1-7 ","2010","66 and older","indirect migration background","","","",""
"3 on scale 1-7 ","2010","16-34 y.","no migration background","69","0.028259885815228","0.022219226927093","0.0343005447033631"
"3 on scale 1-7 ","2010","16-34 y.","direct migration background","","","",""
"3 on scale 1-7 ","2010","16-34 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2010","35-65 y.","no migration background","195","0.0282441442886306","0.0246005841381811","0.0318877044390801"
"3 on scale 1-7 ","2010","35-65 y.","direct migration background","","","",""
"3 on scale 1-7 ","2010","35-65 y.","indirect migration background","","","",""
"3 on scale 1-7 ","2010","66 and older","no migration background","80","0.0188591750232474","0.014481467998327","0.0232368820481679"
"3 on scale 1-7 ","2010","66 and older","direct migration background","","","",""
"3 on scale 1-7 ","2010","66 and older","indirect migration background","","","",""
"4 on scale 1-7","2010","16-34 y.","no migration background","277","0.106048722069017","0.0948250830637516","0.117272361074283"
"4 on scale 1-7","2010","16-34 y.","direct migration background","","","",""
"4 on scale 1-7","2010","16-34 y.","indirect migration background","38","0.0802290429325558","0.0550464769117552","0.105411608953356"
"4 on scale 1-7","2010","35-65 y.","no migration background","753","0.101779635714147","0.0951298899075961","0.108429381520699"
"4 on scale 1-7","2010","35-65 y.","direct migration background","51","0.0569664630839969","0.0418990274028692","0.0720338987651246"
"4 on scale 1-7","2010","35-65 y.","indirect migration background","","","",""
"4 on scale 1-7","2010","66 and older","no migration background","323","0.0867563953470278","0.0776977398483119","0.0958150508457437"
"4 on scale 1-7","2010","66 and older","direct migration background","","","",""
"4 on scale 1-7","2010","66 and older","indirect migration background","","","",""
"5 on scale 1-7","2010","16-34 y.","no migration background","624","0.240873740602411","0.225286265205931","0.256461215998891"
"5 on scale 1-7","2010","16-34 y.","direct migration background","46","0.143536747975162","0.0990853873905012","0.187988108559822"
"5 on scale 1-7","2010","16-34 y.","indirect migration background","62","0.185596774870434","0.149555571385947","0.221637978354922"
"5 on scale 1-7","2010","35-65 y.","no migration background","1462","0.162563182603207","0.154448523656454","0.17067784154996"
"5 on scale 1-7","2010","35-65 y.","direct migration background","129","0.136667109593479","0.114337182894578","0.158997036292381"
"5 on scale 1-7","2010","35-65 y.","indirect migration background","33","0.142917059989863","0.0950072307871919","0.190826889192535"
"5 on scale 1-7","2010","66 and older","no migration background","671","0.178735355653001","0.166405259250186","0.191065452055815"
"5 on scale 1-7","2010","66 and older","direct migration background","56","0.160961520186551","0.120183816479205","0.201739223893897"
"5 on scale 1-7","2010","66 and older","indirect migration background","","","",""
"6 on scale 1-7","2010","16-34 y.","no migration background","1032","0.330934150031386","0.313781577293411","0.348086722769361"
"6 on scale 1-7","2010","16-34 y.","direct migration background","75","0.244868584727648","0.190352212860435","0.299384956594861"
"6 on scale 1-7","2010","16-34 y.","indirect migration background","138","0.292649003756187","0.25047106622763","0.334826941284745"
"6 on scale 1-7","2010","35-65 y.","no migration background","2796","0.344165029302091","0.333716292139201","0.354613766464981"
"6 on scale 1-7","2010","35-65 y.","direct migration background","288","0.329127145871442","0.298580177810545","0.35967411393234"
"6 on scale 1-7","2010","35-65 y.","indirect migration background","74","0.395718904683589","0.328779158158514","0.462658651208664"
"6 on scale 1-7","2010","66 and older","no migration background","1103","0.283457975641371","0.268954073925782","0.29796187735696"
"6 on scale 1-7","2010","66 and older","direct migration background","94","0.260290883489079","0.21160189430982","0.308979872668338"
"6 on scale 1-7","2010","66 and older","indirect migration background","","","",""
"7 Strongly agree","2010","16-34 y.","no migration background","859","0.281166678962849","0.264778901005168","0.29755445692053"
"7 Strongly agree","2010","16-34 y.","direct migration background","97","0.466857565930541","0.403607211064256","0.530107920796825"
"7 Strongly agree","2010","16-34 y.","indirect migration background","184","0.383333402538957","0.338261294158679","0.428405510919236"
"7 Strongly agree","2010","35-65 y.","no migration background","2615","0.344443490434744","0.333992746481029","0.35489423438846"
"7 Strongly agree","2010","35-65 y.","direct migration background","407","0.431063310590738","0.398869776835518","0.463256844345959"
"7 Strongly agree","2010","35-65 y.","indirect migration background","83","0.375249597601335","0.30896928464639","0.441529910556279"
"7 Strongly agree","2010","66 and older","no migration background","1452","0.408276826403694","0.392458653134255","0.424094999673132"
"7 Strongly agree","2010","66 and older","direct migration background","122","0.430225789270966","0.375288097538632","0.4851634810033"
"7 Strongly agree","2010","66 and older","indirect migration background","","","",""
"1 Strongly disagree","2011","16-34 y.","no migration background","","","",""
"1 Strongly disagree","2011","16-34 y.","direct migration background","","","",""
"1 Strongly disagree","2011","16-34 y.","indirect migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","no migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","direct migration background","","","",""
"1 Strongly disagree","2011","35-65 y.","indirect migration background","","","",""
