"plh0206i04","year","e11102","sampreg","n","percent","lower_confidence","upper_confidence","value"
"6 on scale 1-7","2005","Employed","East Germany","1052","0.341598892977684","0.3244620719803","0.358735713975067","6"
"6 on scale 1-7","2005","Not Employed","East Germany","660","0.313563815858374","0.293721082416701","0.333406549300046","6"
"6 on scale 1-7","2005","Not Employed","West Germany","1766","0.299229640996762","0.287396744336914","0.31106253765661","6"
"7 Strongly agree","2005","Employed","East Germany","1088","0.379284582851375","0.361751607673462","0.396817558029287","7"
"7 Strongly agree","2005","Not Employed","East Germany","804","0.394565260572531","0.37366115766484","0.415469363480222","7"
"7 Strongly agree","2005","Employed","West Germany","3628","0.376333540418653","0.366784087732049","0.385882993105257","7"
"7 Strongly agree","2005","Not Employed","West Germany","2235","0.394824420949794","0.382193250236763","0.407455591662826","7"
"1 Strongly disagree","2006","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2006","Employed","West Germany","","","","","1"
"1 Strongly disagree","2006","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2006","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2006","Not Employed","West Germany","","","","","2"
"3 on scale 1-7 ","2006","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2006","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2006","Employed","West Germany","","","","","3"
"4 on scale 1-7","2006","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Employed","West Germany","","","","","4"
"4 on scale 1-7","2006","Employed","East Germany","","","","","4"
"4 on scale 1-7","2006","Not Employed","West Germany","","","","","4"
"5 on scale 1-7","2006","Employed","West Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Employed","East Germany","","","","","5"
"5 on scale 1-7","2006","Not Employed","West Germany","","","","","5"
"6 on scale 1-7","2006","Employed","West Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Employed","East Germany","","","","","6"
"6 on scale 1-7","2006","Not Employed","West Germany","","","","","6"
"7 Strongly agree","2006","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Employed","West Germany","","","","","7"
"7 Strongly agree","2006","Employed","East Germany","","","","","7"
"7 Strongly agree","2006","Not Employed","West Germany","","","","","7"
"1 Strongly disagree","2007","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2007","Employed","West Germany","","","","","1"
"1 Strongly disagree","2007","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2007","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2007","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2007","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2007","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2007","Employed","East Germany","","","","","3"
"4 on scale 1-7","2007","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2007","Employed","West Germany","","","","","4"
"4 on scale 1-7","2007","Employed","East Germany","","","","","4"
"5 on scale 1-7","2007","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2007","Employed","West Germany","","","","","5"
"5 on scale 1-7","2007","Employed","East Germany","","","","","5"
"6 on scale 1-7","2007","Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2007","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2007","Employed","East Germany","","","","","6"
"7 Strongly agree","2007","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2007","Employed","West Germany","","","","","7"
"7 Strongly agree","2007","Employed","East Germany","","","","","7"
"1 Strongly disagree","2008","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2008","Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2008","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2008","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2008","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2008","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2008","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2008","Employed","East Germany","","","","","3"
"4 on scale 1-7","2008","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2008","Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2008","Employed","East Germany","","","","","4"
"5 on scale 1-7","2008","Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2008","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2008","Employed","East Germany","","","","","5"
"6 on scale 1-7","2008","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Employed","East Germany","","","","","6"
"6 on scale 1-7","2008","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2008","Employed","West Germany","","","","","6"
"7 Strongly agree","2008","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2008","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2008","Employed","West Germany","","","","","7"
"7 Strongly agree","2008","Employed","East Germany","","","","","7"
"1 Strongly disagree","2009","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2009","Employed","West Germany","","","","","1"
"1 Strongly disagree","2009","Employed","East Germany","","","","","1"
"1 Strongly disagree","2009","Not Employed","West Germany","","","","","1"
"2 on scale 1-7 ","2009","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2009","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2009","Not Employed","West Germany","","","","","2"
"3 on scale 1-7 ","2009","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2009","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2009","Employed","East Germany","","","","","3"
"4 on scale 1-7","2009","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2009","Employed","West Germany","","","","","4"
"4 on scale 1-7","2009","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2009","Employed","East Germany","","","","","4"
"5 on scale 1-7","2009","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2009","Employed","West Germany","","","","","5"
"5 on scale 1-7","2009","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2009","Employed","East Germany","","","","","5"
"6 on scale 1-7","2009","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2009","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2009","Employed","West Germany","","","","","6"
"6 on scale 1-7","2009","Employed","East Germany","","","","","6"
"7 Strongly agree","2009","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2009","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2009","Employed","West Germany","","","","","7"
"7 Strongly agree","2009","Employed","East Germany","","","","","7"
"1 Strongly disagree","2010","Not Employed","West Germany","50","0.0130639079328746","0.00980201787105753","0.0163257979946916","1"
"1 Strongly disagree","2010","Not Employed","East Germany","14","","","","1"
"1 Strongly disagree","2010","Employed","West Germany","39","0.0052319066886409","0.00363874964987544","0.00682506372740637","1"
"1 Strongly disagree","2010","Employed","East Germany","12","","","","1"
"2 on scale 1-7 ","2010","Not Employed","West Germany","60","0.0145242648679769","0.0110874329252736","0.0179610968106802","2"
"2 on scale 1-7 ","2010","Not Employed","East Germany","19","","","","2"
"2 on scale 1-7 ","2010","Employed","West Germany","63","0.0108201002667097","0.00853544355854479","0.0131047569748745","2"
"2 on scale 1-7 ","2010","Employed","East Germany","18","","","","2"
"3 on scale 1-7 ","2010","Not Employed","West Germany","116","0.0219394965244562","0.0177314121648702","0.0261475808840422","3"
"3 on scale 1-7 ","2010","Not Employed","East Germany","26","","","","3"
"3 on scale 1-7 ","2010","Employed","East Germany","53","0.0197890616813714","0.0142842660520456","0.0252938573106971","3"
"3 on scale 1-7 ","2010","Employed","West Germany","192","0.0301889054856666","0.0264102706314557","0.0339675403398774","3"
"4 on scale 1-7","2010","Not Employed","East Germany","152","0.090115872157926","0.0763781853088431","0.103853559007009","4"
"4 on scale 1-7","2010","Employed","West Germany","675","0.0944625880062185","0.0880038036145822","0.100921372397855","4"
"4 on scale 1-7","2010","Not Employed","West Germany","418","0.0909615327846428","0.0827009961032528","0.0992220694660328","4"
"4 on scale 1-7","2010","Employed","East Germany","245","0.110540161536192","0.0981467164804717","0.122933606591912","4"
"5 on scale 1-7","2010","Not Employed","West Germany","864","0.184542025027175","0.1733981384927","0.19568591156165","5"
"5 on scale 1-7","2010","Employed","West Germany","1485","0.175894904624241","0.167487042188926","0.184302767059556","5"
"5 on scale 1-7","2010","Not Employed","East Germany","287","0.161418745846002","0.143767739058089","0.179069752633916","5"
"5 on scale 1-7","2010","Employed","East Germany","448","0.177974237110341","0.162856384355289","0.193092089865392","5"
"6 on scale 1-7","2010","Not Employed","West Germany","1374","0.277090193104354","0.264233156386073","0.289947229822635","6"
"6 on scale 1-7","2010","Not Employed","East Germany","560","0.328133641881382","0.305607503393084","0.350659780369681","6"
"6 on scale 1-7","2010","Employed","West Germany","2788","0.343249050866116","0.332763948004957","0.353734153727276","6"
"6 on scale 1-7","2010","Employed","East Germany","881","0.339137252212676","0.320425596799154","0.357848907626198","6"
"7 Strongly agree","2010","Not Employed","West Germany","1773","0.39787857975852","0.383817924296399","0.411939235220641","7"
"7 Strongly agree","2010","Not Employed","East Germany","611","0.391208673374779","0.367795602039987","0.414621744709572","7"
"7 Strongly agree","2010","Employed","West Germany","2635","0.340152544062407","0.329690264916742","0.350614823208072","7"
"7 Strongly agree","2010","Employed","East Germany","802","0.337859358721454","0.319164941720888","0.35655377572202","7"
"1 Strongly disagree","2011","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2011","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2011","Employed","West Germany","","","","","1"
"1 Strongly disagree","2011","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2011","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2011","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2011","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2011","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2011","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2011","Employed","East Germany","","","","","3"
"4 on scale 1-7","2011","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2011","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2011","Employed","West Germany","","","","","4"
"4 on scale 1-7","2011","Employed","East Germany","","","","","4"
"5 on scale 1-7","2011","Employed","West Germany","","","","","5"
"5 on scale 1-7","2011","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2011","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2011","Employed","East Germany","","","","","5"
"6 on scale 1-7","2011","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2011","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2011","Employed","West Germany","","","","","6"
"6 on scale 1-7","2011","Employed","East Germany","","","","","6"
"7 Strongly agree","2011","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2011","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2011","Employed","West Germany","","","","","7"
"7 Strongly agree","2011","Employed","East Germany","","","","","7"
"1 Strongly disagree","2012","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2012","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2012","Employed","West Germany","","","","","1"
"1 Strongly disagree","2012","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2012","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2012","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2012","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2012","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2012","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2012","Employed","East Germany","","","","","3"
"4 on scale 1-7","2012","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2012","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2012","Employed","West Germany","","","","","4"
"4 on scale 1-7","2012","Employed","East Germany","","","","","4"
"5 on scale 1-7","2012","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2012","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2012","Employed","West Germany","","","","","5"
"5 on scale 1-7","2012","Employed","East Germany","","","","","5"
"6 on scale 1-7","2012","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2012","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2012","Employed","West Germany","","","","","6"
"6 on scale 1-7","2012","Employed","East Germany","","","","","6"
"7 Strongly agree","2012","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2012","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2012","Employed","West Germany","","","","","7"
"7 Strongly agree","2012","Employed","East Germany","","","","","7"
"1 Strongly disagree","2013","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2013","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2013","Employed","West Germany","","","","","1"
"1 Strongly disagree","2013","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2013","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2013","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2013","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2013","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2013","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2013","Not Employed","East Germany","","","","","3"
"4 on scale 1-7","2013","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2013","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2013","Employed","West Germany","","","","","4"
"4 on scale 1-7","2013","Employed","East Germany","","","","","4"
"5 on scale 1-7","2013","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2013","Employed","West Germany","","","","","5"
"5 on scale 1-7","2013","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2013","Employed","East Germany","","","","","5"
"6 on scale 1-7","2013","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2013","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2013","Employed","West Germany","","","","","6"
"6 on scale 1-7","2013","Employed","East Germany","","","","","6"
"7 Strongly agree","2013","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2013","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2013","Employed","West Germany","","","","","7"
"7 Strongly agree","2013","Employed","East Germany","","","","","7"
"1 Strongly disagree","2014","Not Employed","West Germany","","","","","1"
"1 Strongly disagree","2014","Not Employed","East Germany","","","","","1"
"1 Strongly disagree","2014","Employed","West Germany","","","","","1"
"1 Strongly disagree","2014","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2014","Not Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2014","Not Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2014","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2014","Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2014","Not Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2014","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2014","Not Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2014","Employed","East Germany","","","","","3"
"4 on scale 1-7","2014","Not Employed","West Germany","","","","","4"
"4 on scale 1-7","2014","Employed","East Germany","","","","","4"
"4 on scale 1-7","2014","Not Employed","East Germany","","","","","4"
"4 on scale 1-7","2014","Employed","West Germany","","","","","4"
"5 on scale 1-7","2014","Not Employed","East Germany","","","","","5"
"5 on scale 1-7","2014","Not Employed","West Germany","","","","","5"
"5 on scale 1-7","2014","Employed","West Germany","","","","","5"
"5 on scale 1-7","2014","Employed","East Germany","","","","","5"
"6 on scale 1-7","2014","Not Employed","West Germany","","","","","6"
"6 on scale 1-7","2014","Not Employed","East Germany","","","","","6"
"6 on scale 1-7","2014","Employed","West Germany","","","","","6"
"6 on scale 1-7","2014","Employed","East Germany","","","","","6"
"7 Strongly agree","2014","Not Employed","West Germany","","","","","7"
"7 Strongly agree","2014","Not Employed","East Germany","","","","","7"
"7 Strongly agree","2014","Employed","West Germany","","","","","7"
"7 Strongly agree","2014","Employed","East Germany","","","","","7"
"1 Strongly disagree","2015","Not Employed","West Germany","70","0.00908595927543531","0.0069974218300354","0.0111744967208352","1"
"1 Strongly disagree","2015","Not Employed","East Germany","15","","","","1"
"1 Strongly disagree","2015","Employed","West Germany","85","0.00710594484998227","0.00568279723361108","0.00852909246635345","1"
"1 Strongly disagree","2015","Employed","East Germany","27","","","","1"
"2 on scale 1-7 ","2015","Not Employed","West Germany","68","0.00863033846284659","0.00659437205436059","0.0106663048713326","2"
"2 on scale 1-7 ","2015","Not Employed","East Germany","38","0.0140261473267372","0.00910202538484692","0.0189502692686275","2"
"2 on scale 1-7 ","2015","Employed","East Germany","36","0.00938385447893796","0.00606451318574352","0.0127031957721324","2"
"2 on scale 1-7 ","2015","Employed","West Germany","118","0.0091858909911698","0.00756950784656927","0.0108022741357703","2"
"3 on scale 1-7 ","2015","Not Employed","West Germany","173","0.0251261447406425","0.0216812494773188","0.0285710400039662","3"
"3 on scale 1-7 ","2015","Employed","West Germany","304","0.0188754739879911","0.0165697964033433","0.021181151572639","3"
"3 on scale 1-7 ","2015","Not Employed","East Germany","48","0.0192194896283445","0.0134706030388319","0.0249683762178571","3"
"3 on scale 1-7 ","2015","Employed","East Germany","68","0.0254057608369843","0.0199884145400878","0.0308231071338808","3"
"4 on scale 1-7","2015","Not Employed","West Germany","641","0.0885460355690499","0.0822930012541106","0.0947990698839893","4"
"4 on scale 1-7","2015","Employed","East Germany","295","0.0662603269676303","0.0576968867811312","0.0748237671541294","4"
"4 on scale 1-7","2015","Not Employed","East Germany","194","0.0961494288087348","0.0838056373790642","0.108493220238406","4"
"4 on scale 1-7","2015","Employed","West Germany","1045","0.0785340681451267","0.0739762576159907","0.0830918786742628","4"
"5 on scale 1-7","2015","Not Employed","West Germany","1169","0.15611837512379","0.148129113217427","0.164107637030152","5"
"5 on scale 1-7","2015","Not Employed","East Germany","370","0.174844184852161","0.158939667990523","0.190748701713799","5"
"5 on scale 1-7","2015","Employed","West Germany","2300","0.177486320622967","0.171012784344409","0.183959856901526","5"
"5 on scale 1-7","2015","Employed","East Germany","593","0.193277085995332","0.17968265744534","0.206871514545324","5"
"6 on scale 1-7","2015","Employed","East Germany","1137","0.359180627889978","0.342663564170586","0.375697691609369","6"
"6 on scale 1-7","2015","Not Employed","West Germany","2515","0.330825788371628","0.320469404060688","0.341182172682568","6"
"6 on scale 1-7","2015","Not Employed","East Germany","753","0.339061434041357","0.319239471713949","0.358883396368765","6"
"6 on scale 1-7","2015","Employed","West Germany","4714","0.361564743877373","0.353424469432246","0.369705018322499","6"
"7 Strongly agree","2015","Employed","East Germany","1085","0.33999991151963","0.323691187843594","0.356308635195666","7"
"7 Strongly agree","2015","Not Employed","West Germany","3293","0.381667358456608","0.370974532984725","0.392360183928491","7"
"7 Strongly agree","2015","Not Employed","East Germany","773","0.350657967851205","0.330677506313537","0.370638429388873","7"
"7 Strongly agree","2015","Employed","West Germany","4816","0.34724755752539","0.339181126383453","0.355313988667326","7"
"1 Strongly disagree","2016","Not Employed","West Germany","14","","","","1"
"1 Strongly disagree","2016","Not Employed","East Germany","3","","","","1"
"1 Strongly disagree","2016","Employed","West Germany","","","","","1"
"1 Strongly disagree","2016","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2016","Not Employed","East Germany","2","","","","2"
"2 on scale 1-7 ","2016","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2016","Not Employed","West Germany","10","","","","2"
"2 on scale 1-7 ","2016","Employed","West Germany","","","","","2"
"3 on scale 1-7 ","2016","Not Employed","West Germany","9","","","","3"
"3 on scale 1-7 ","2016","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2016","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2016","Not Employed","East Germany","3","","","","3"
"4 on scale 1-7","2016","Not Employed","West Germany","41","0.054775737419108","0.0473766707764034","0.0621748040618126","4"
"4 on scale 1-7","2016","Employed","East Germany","","","","","4"
"4 on scale 1-7","2016","Not Employed","East Germany","10","","","","4"
"4 on scale 1-7","2016","Employed","West Germany","","","","","4"
"5 on scale 1-7","2016","Not Employed","West Germany","107","0.0796911749626265","0.0708850001910247","0.0884973497342284","5"
"5 on scale 1-7","2016","Not Employed","East Germany","16","","","","5"
"5 on scale 1-7","2016","Employed","West Germany","","","","","5"
"5 on scale 1-7","2016","Employed","East Germany","","","","","5"
"6 on scale 1-7","2016","Not Employed","West Germany","331","0.133782437753277","0.122712926730566","0.144851948775988","6"
"6 on scale 1-7","2016","Not Employed","East Germany","44","0.140683590473763","0.11559835485821","0.165768826089316","6"
"6 on scale 1-7","2016","Employed","East Germany","","","","","6"
"6 on scale 1-7","2016","Employed","West Germany","","","","","6"
"7 Strongly agree","2016","Not Employed","West Germany","3121","0.713355460520495","0.698651300391181","0.72805962064981","7"
"7 Strongly agree","2016","Employed","East Germany","","","","","7"
"7 Strongly agree","2016","Not Employed","East Germany","660","0.791771148540038","0.762476371422055","0.821065925658022","7"
"7 Strongly agree","2016","Employed","West Germany","","","","","7"
"1 Strongly disagree","2017","Not Employed","West Germany","9","","","","1"
"1 Strongly disagree","2017","Not Employed","East Germany","1","","","","1"
"1 Strongly disagree","2017","Employed","West Germany","","","","","1"
"1 Strongly disagree","2017","Employed","East Germany","","","","","1"
"2 on scale 1-7 ","2017","Not Employed","West Germany","4","","","","2"
"2 on scale 1-7 ","2017","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2017","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2017","Not Employed","East Germany","1","","","","2"
"3 on scale 1-7 ","2017","Not Employed","West Germany","12","","","","3"
"3 on scale 1-7 ","2017","Not Employed","East Germany","1","","","","3"
"3 on scale 1-7 ","2017","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2017","Employed","East Germany","","","","","3"
"4 on scale 1-7","2017","Not Employed","West Germany","29","","","","4"
"4 on scale 1-7","2017","Not Employed","East Germany","2","","","","4"
"4 on scale 1-7","2017","Employed","West Germany","","","","","4"
"4 on scale 1-7","2017","Employed","East Germany","","","","","4"
"5 on scale 1-7","2017","Not Employed","West Germany","84","0.0339342824022565","0.0269800328486016","0.0408885319559115","5"
"5 on scale 1-7","2017","Not Employed","East Germany","2","","","","5"
"5 on scale 1-7","2017","Employed","West Germany","","","","","5"
"5 on scale 1-7","2017","Employed","East Germany","","","","","5"
"6 on scale 1-7","2017","Not Employed","West Germany","305","0.132676883621455","0.119647745354477","0.145706021888433","6"
"6 on scale 1-7","2017","Not Employed","East Germany","23","","","","6"
"6 on scale 1-7","2017","Employed","East Germany","","","","","6"
"6 on scale 1-7","2017","Employed","West Germany","","","","","6"
"7 Strongly agree","2017","Not Employed","West Germany","2161","0.811360480124962","0.796334221225883","0.826386739024041","7"
"7 Strongly agree","2017","Not Employed","East Germany","235","0.9023633406511","0.866625991802288","0.938100689499912","7"
"7 Strongly agree","2017","Employed","West Germany","","","","","7"
"7 Strongly agree","2017","Employed","East Germany","","","","","7"
"1 Strongly disagree","2018","Employed","East Germany","","","","","1"
"1 Strongly disagree","2018","Not Employed","West Germany","2","","","","1"
"1 Strongly disagree","2018","Not Employed","East Germany","1","","","","1"
"1 Strongly disagree","2018","Employed","West Germany","","","","","1"
"2 on scale 1-7 ","2018","Employed","East Germany","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","West Germany","3","","","","2"
"2 on scale 1-7 ","2018","Employed","West Germany","","","","","2"
"2 on scale 1-7 ","2018","Not Employed","East Germany","","","","","2"
"3 on scale 1-7 ","2018","Employed","East Germany","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","West Germany","2","","","","3"
"3 on scale 1-7 ","2018","Employed","West Germany","","","","","3"
"3 on scale 1-7 ","2018","Not Employed","East Germany","","","","","3"
"4 on scale 1-7","2018","Employed","East Germany","","","","","4"
"4 on scale 1-7","2018","Not Employed","West Germany","2","","","","4"
"4 on scale 1-7","2018","Not Employed","East Germany","","","","","4"
