"plh0206i04","year","migback","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2006","indirect migration background","","","","","7"
"7 Strongly agree","2006","no migration background","","","","","7"
"7 Strongly agree","2006","direct migration background","","","","","7"
"1 Strongly disagree","2007","direct migration background","","","","","1"
"1 Strongly disagree","2007","indirect migration background","","","","","1"
"1 Strongly disagree","2007","no migration background","","","","","1"
"2 on scale 1-7 ","2007","no migration background","","","","","2"
"2 on scale 1-7 ","2007","indirect migration background","","","","","2"
"2 on scale 1-7 ","2007","direct migration background","","","","","2"
"3 on scale 1-7 ","2007","direct migration background","","","","","3"
"3 on scale 1-7 ","2007","indirect migration background","","","","","3"
"3 on scale 1-7 ","2007","no migration background","","","","","3"
"4 on scale 1-7","2007","indirect migration background","","","","","4"
"4 on scale 1-7","2007","no migration background","","","","","4"
"4 on scale 1-7","2007","direct migration background","","","","","4"
"5 on scale 1-7","2007","indirect migration background","","","","","5"
"5 on scale 1-7","2007","direct migration background","","","","","5"
"5 on scale 1-7","2007","no migration background","","","","","5"
"6 on scale 1-7","2007","indirect migration background","","","","","6"
"6 on scale 1-7","2007","direct migration background","","","","","6"
"6 on scale 1-7","2007","no migration background","","","","","6"
"7 Strongly agree","2007","indirect migration background","","","","","7"
"7 Strongly agree","2007","no migration background","","","","","7"
"7 Strongly agree","2007","direct migration background","","","","","7"
"1 Strongly disagree","2008","direct migration background","","","","","1"
"1 Strongly disagree","2008","indirect migration background","","","","","1"
"1 Strongly disagree","2008","no migration background","","","","","1"
"2 on scale 1-7 ","2008","indirect migration background","","","","","2"
"2 on scale 1-7 ","2008","no migration background","","","","","2"
"2 on scale 1-7 ","2008","direct migration background","","","","","2"
"3 on scale 1-7 ","2008","indirect migration background","","","","","3"
"3 on scale 1-7 ","2008","direct migration background","","","","","3"
"3 on scale 1-7 ","2008","no migration background","","","","","3"
"4 on scale 1-7","2008","indirect migration background","","","","","4"
"4 on scale 1-7","2008","direct migration background","","","","","4"
"4 on scale 1-7","2008","no migration background","","","","","4"
"5 on scale 1-7","2008","indirect migration background","","","","","5"
"5 on scale 1-7","2008","direct migration background","","","","","5"
"5 on scale 1-7","2008","no migration background","","","","","5"
"6 on scale 1-7","2008","indirect migration background","","","","","6"
"6 on scale 1-7","2008","direct migration background","","","","","6"
"6 on scale 1-7","2008","no migration background","","","","","6"
"7 Strongly agree","2008","indirect migration background","","","","","7"
"7 Strongly agree","2008","no migration background","","","","","7"
"7 Strongly agree","2008","direct migration background","","","","","7"
"1 Strongly disagree","2009","direct migration background","","","","","1"
"1 Strongly disagree","2009","indirect migration background","","","","","1"
"1 Strongly disagree","2009","no migration background","","","","","1"
"2 on scale 1-7 ","2009","indirect migration background","","","","","2"
"2 on scale 1-7 ","2009","no migration background","","","","","2"
"2 on scale 1-7 ","2009","direct migration background","","","","","2"
"3 on scale 1-7 ","2009","indirect migration background","","","","","3"
"3 on scale 1-7 ","2009","direct migration background","","","","","3"
"3 on scale 1-7 ","2009","no migration background","","","","","3"
"4 on scale 1-7","2009","indirect migration background","","","","","4"
"4 on scale 1-7","2009","direct migration background","","","","","4"
"4 on scale 1-7","2009","no migration background","","","","","4"
"5 on scale 1-7","2009","indirect migration background","","","","","5"
"5 on scale 1-7","2009","direct migration background","","","","","5"
"5 on scale 1-7","2009","no migration background","","","","","5"
"6 on scale 1-7","2009","direct migration background","","","","","6"
"6 on scale 1-7","2009","indirect migration background","","","","","6"
"6 on scale 1-7","2009","no migration background","","","","","6"
"7 Strongly agree","2009","indirect migration background","","","","","7"
"7 Strongly agree","2009","no migration background","","","","","7"
"7 Strongly agree","2009","direct migration background","","","","","7"
"1 Strongly disagree","2010","direct migration background","8","","","","1"
"1 Strongly disagree","2010","indirect migration background","7","","","","1"
"1 Strongly disagree","2010","no migration background","100","0.00852221804923944","0.00702820691171807","0.0100162291867608","1"
"2 on scale 1-7 ","2010","indirect migration background","8","","","","2"
"2 on scale 1-7 ","2010","direct migration background","21","","","","2"
"2 on scale 1-7 ","2010","no migration background","131","0.0105311889854231","0.00887207670173194","0.0121903012691143","2"
"3 on scale 1-7 ","2010","indirect migration background","14","","","","3"
"3 on scale 1-7 ","2010","direct migration background","29","","","","3"
"3 on scale 1-7 ","2010","no migration background","344","0.0255559188210923","0.0229910790943623","0.0281207585478224","3"
"4 on scale 1-7","2010","indirect migration background","49","0.0771735815110446","0.0567830060997169","0.0975641569223723","4"
"4 on scale 1-7","2010","no migration background","1353","0.0983244111952428","0.093485007473894","0.103163814916592","4"
"4 on scale 1-7","2010","direct migration background","88","0.075989592388795","0.0623974738924128","0.0895817108851773","4"
"5 on scale 1-7","2010","indirect migration background","96","0.176249139869024","0.147135494481883","0.205362785256165","5"
"5 on scale 1-7","2010","direct migration background","231","0.142894920673973","0.124943571547441","0.160846269800504","5"
"5 on scale 1-7","2010","no migration background","2757","0.1828491627344","0.176566646436437","0.189131679032362","5"
"6 on scale 1-7","2010","direct migration background","457","0.300143612564174","0.276634259342183","0.323652965786166","6"
"6 on scale 1-7","2010","indirect migration background","215","0.315444657719496","0.279938717739581","0.350950597699411","6"
"6 on scale 1-7","2010","no migration background","4931","0.324111959804658","0.316504828191748","0.331719091417567","6"
"7 Strongly agree","2010","indirect migration background","269","0.3823001050144","0.345170005207692","0.419430204821108","7"
"7 Strongly agree","2010","no migration background","4926","0.350105140409945","0.342352371919338","0.357857908900552","7"
"7 Strongly agree","2010","direct migration background","626","0.437153264160738","0.411709368744347","0.462597159577129","7"
"1 Strongly disagree","2011","direct migration background","","","","","1"
"1 Strongly disagree","2011","indirect migration background","","","","","1"
"1 Strongly disagree","2011","no migration background","","","","","1"
"2 on scale 1-7 ","2011","indirect migration background","","","","","2"
"2 on scale 1-7 ","2011","direct migration background","","","","","2"
"2 on scale 1-7 ","2011","no migration background","","","","","2"
"3 on scale 1-7 ","2011","direct migration background","","","","","3"
"3 on scale 1-7 ","2011","indirect migration background","","","","","3"
"3 on scale 1-7 ","2011","no migration background","","","","","3"
"4 on scale 1-7","2011","indirect migration background","","","","","4"
"4 on scale 1-7","2011","direct migration background","","","","","4"
"4 on scale 1-7","2011","no migration background","","","","","4"
"5 on scale 1-7","2011","indirect migration background","","","","","5"
"5 on scale 1-7","2011","direct migration background","","","","","5"
"5 on scale 1-7","2011","no migration background","","","","","5"
"6 on scale 1-7","2011","direct migration background","","","","","6"
"6 on scale 1-7","2011","indirect migration background","","","","","6"
"6 on scale 1-7","2011","no migration background","","","","","6"
"7 Strongly agree","2011","indirect migration background","","","","","7"
"7 Strongly agree","2011","no migration background","","","","","7"
"7 Strongly agree","2011","direct migration background","","","","","7"
"1 Strongly disagree","2012","direct migration background","","","","","1"
"1 Strongly disagree","2012","indirect migration background","","","","","1"
"1 Strongly disagree","2012","no migration background","","","","","1"
"2 on scale 1-7 ","2012","indirect migration background","","","","","2"
"2 on scale 1-7 ","2012","direct migration background","","","","","2"
"2 on scale 1-7 ","2012","no migration background","","","","","2"
"3 on scale 1-7 ","2012","indirect migration background","","","","","3"
"3 on scale 1-7 ","2012","direct migration background","","","","","3"
"3 on scale 1-7 ","2012","no migration background","","","","","3"
"4 on scale 1-7","2012","indirect migration background","","","","","4"
"4 on scale 1-7","2012","direct migration background","","","","","4"
"4 on scale 1-7","2012","no migration background","","","","","4"
"5 on scale 1-7","2012","indirect migration background","","","","","5"
"5 on scale 1-7","2012","direct migration background","","","","","5"
"5 on scale 1-7","2012","no migration background","","","","","5"
"6 on scale 1-7","2012","indirect migration background","","","","","6"
"6 on scale 1-7","2012","direct migration background","","","","","6"
"6 on scale 1-7","2012","no migration background","","","","","6"
"7 Strongly agree","2012","indirect migration background","","","","","7"
"7 Strongly agree","2012","no migration background","","","","","7"
"7 Strongly agree","2012","direct migration background","","","","","7"
"1 Strongly disagree","2013","direct migration background","","","","","1"
"1 Strongly disagree","2013","indirect migration background","","","","","1"
"1 Strongly disagree","2013","no migration background","","","","","1"
"2 on scale 1-7 ","2013","indirect migration background","","","","","2"
"2 on scale 1-7 ","2013","no migration background","","","","","2"
"2 on scale 1-7 ","2013","direct migration background","","","","","2"
"3 on scale 1-7 ","2013","indirect migration background","","","","","3"
"3 on scale 1-7 ","2013","direct migration background","","","","","3"
"3 on scale 1-7 ","2013","no migration background","","","","","3"
"4 on scale 1-7","2013","indirect migration background","","","","","4"
"4 on scale 1-7","2013","direct migration background","","","","","4"
"4 on scale 1-7","2013","no migration background","","","","","4"
"5 on scale 1-7","2013","indirect migration background","","","","","5"
"5 on scale 1-7","2013","no migration background","","","","","5"
"5 on scale 1-7","2013","direct migration background","","","","","5"
"6 on scale 1-7","2013","indirect migration background","","","","","6"
"6 on scale 1-7","2013","direct migration background","","","","","6"
"6 on scale 1-7","2013","no migration background","","","","","6"
"7 Strongly agree","2013","indirect migration background","","","","","7"
"7 Strongly agree","2013","no migration background","","","","","7"
"7 Strongly agree","2013","direct migration background","","","","","7"
"1 Strongly disagree","2014","direct migration background","","","","","1"
"1 Strongly disagree","2014","indirect migration background","","","","","1"
"1 Strongly disagree","2014","no migration background","","","","","1"
"2 on scale 1-7 ","2014","indirect migration background","","","","","2"
"2 on scale 1-7 ","2014","no migration background","","","","","2"
"2 on scale 1-7 ","2014","direct migration background","","","","","2"
"3 on scale 1-7 ","2014","indirect migration background","","","","","3"
"3 on scale 1-7 ","2014","direct migration background","","","","","3"
"3 on scale 1-7 ","2014","no migration background","","","","","3"
"4 on scale 1-7","2014","direct migration background","","","","","4"
"4 on scale 1-7","2014","indirect migration background","","","","","4"
"4 on scale 1-7","2014","no migration background","","","","","4"
"5 on scale 1-7","2014","indirect migration background","","","","","5"
"5 on scale 1-7","2014","direct migration background","","","","","5"
"5 on scale 1-7","2014","no migration background","","","","","5"
"6 on scale 1-7","2014","indirect migration background","","","","","6"
"6 on scale 1-7","2014","direct migration background","","","","","6"
"6 on scale 1-7","2014","no migration background","","","","","6"
"7 Strongly agree","2014","indirect migration background","","","","","7"
"7 Strongly agree","2014","no migration background","","","","","7"
"7 Strongly agree","2014","direct migration background","","","","","7"
"1 Strongly disagree","2015","direct migration background","54","0.0108181858490843","0.00815340439629505","0.0134829673018735","1"
"1 Strongly disagree","2015","indirect migration background","8","","","","1"
"1 Strongly disagree","2015","no migration background","135","0.00705923346138888","0.00587712059050324","0.00824134633227452","1"
"2 on scale 1-7 ","2015","indirect migration background","18","","","","2"
"2 on scale 1-7 ","2015","no migration background","192","0.00980911776112627","0.00841758659284983","0.0112006489294027","2"
"2 on scale 1-7 ","2015","direct migration background","50","0.00749740584662333","0.00527528511200534","0.00971952658124131","2"
"3 on scale 1-7 ","2015","indirect migration background","30","0.0187532976244963","0.0122762652679033","0.0252303299810893","3"
"3 on scale 1-7 ","2015","direct migration background","119","0.0154048603598108","0.0122323427385488","0.0185773779810728","3"
"3 on scale 1-7 ","2015","no migration background","444","0.0228388741657646","0.0207295713174257","0.0249481770141034","3"
"4 on scale 1-7","2015","indirect migration background","132","0.088306189819912","0.0747584073497961","0.101853972290028","4"
"4 on scale 1-7","2015","direct migration background","324","0.0600278482101058","0.0539088518108706","0.066146844609341","4"
"4 on scale 1-7","2015","no migration background","1719","0.0851756795292074","0.0812343281295817","0.0891170309288332","4"
"5 on scale 1-7","2015","indirect migration background","245","0.142826443219372","0.12611989104061","0.159532995398135","5"
"5 on scale 1-7","2015","direct migration background","701","0.129271940083347","0.120629433487769","0.137914446678925","5"
"5 on scale 1-7","2015","no migration background","3486","0.182082272372445","0.176633393601649","0.187531151143241","5"
"6 on scale 1-7","2015","direct migration background","1605","0.294578740607888","0.282835950758225","0.306321530457551","6"
"6 on scale 1-7","2015","indirect migration background","488","0.298798679150851","0.276943275203987","0.320654083097715","6"
"6 on scale 1-7","2015","no migration background","7026","0.363537874042557","0.356746156486778","0.370329591598337","6"
"7 Strongly agree","2015","indirect migration background","764","0.436905411341725","0.413222639710108","0.460588182973341","7"
"7 Strongly agree","2015","no migration background","6267","0.329496948667511","0.32286036489931","0.336133532435711","7"
"7 Strongly agree","2015","direct migration background","2936","0.482401019043141","0.469528986448149","0.495273051638134","7"
"1 Strongly disagree","2016","direct migration background","17","","","","1"
"1 Strongly disagree","2016","indirect migration background","","","","","1"
"1 Strongly disagree","2016","no migration background","","","","","1"
"2 on scale 1-7 ","2016","indirect migration background","1","","","","2"
"2 on scale 1-7 ","2016","direct migration background","11","","","","2"
"2 on scale 1-7 ","2016","no migration background","","","","","2"
"3 on scale 1-7 ","2016","indirect migration background","","","","","3"
"3 on scale 1-7 ","2016","direct migration background","12","","","","3"
"3 on scale 1-7 ","2016","no migration background","","","","","3"
"4 on scale 1-7","2016","indirect migration background","1","","","","4"
"4 on scale 1-7","2016","direct migration background","49","0.0384923082852113","0.0327825410151182","0.0442020755553044","4"
"4 on scale 1-7","2016","no migration background","2","","","","4"
"5 on scale 1-7","2016","indirect migration background","5","","","","5"
"5 on scale 1-7","2016","direct migration background","117","0.0580048860276527","0.0510672476014969","0.0649425244538085","5"
"5 on scale 1-7","2016","no migration background","1","","","","5"
"6 on scale 1-7","2016","direct migration background","367","0.123078236788712","0.11332775434063","0.132828719236795","6"
"6 on scale 1-7","2016","indirect migration background","3","","","","6"
"6 on scale 1-7","2016","no migration background","5","","","","6"
"7 Strongly agree","2016","indirect migration background","8","","","","7"
"7 Strongly agree","2016","no migration background","6","","","","7"
"7 Strongly agree","2016","direct migration background","3788","0.76066326351693","0.747999699467087","0.773326827566772","7"
"1 Strongly disagree","2017","direct migration background","10","","","","1"
"1 Strongly disagree","2017","indirect migration background","","","","","1"
"1 Strongly disagree","2017","no migration background","","","","","1"
"2 on scale 1-7 ","2017","indirect migration background","","","","","2"
"2 on scale 1-7 ","2017","direct migration background","5","","","","2"
"2 on scale 1-7 ","2017","no migration background","","","","","2"
"3 on scale 1-7 ","2017","indirect migration background","","","","","3"
"3 on scale 1-7 ","2017","direct migration background","13","","","","3"
"3 on scale 1-7 ","2017","no migration background","","","","","3"
"4 on scale 1-7","2017","direct migration background","31","0.0113151277710702","0.00744485572965597","0.0151853998124844","4"
"4 on scale 1-7","2017","indirect migration background","","","","","4"
"4 on scale 1-7","2017","no migration background","","","","","4"
"5 on scale 1-7","2017","indirect migration background","","","","","5"
"5 on scale 1-7","2017","no migration background","","","","","5"
"5 on scale 1-7","2017","direct migration background","86","0.0309064522289272","0.0245737328237235","0.0372391716341309","5"
"6 on scale 1-7","2017","direct migration background","328","0.125928267088808","0.11378828717439","0.138068247003226","6"
"6 on scale 1-7","2017","no migration background","","","","","6"
"6 on scale 1-7","2017","indirect migration background","","","","","6"
"7 Strongly agree","2017","indirect migration background","","","","","7"
"7 Strongly agree","2017","no migration background","","","","","7"
"7 Strongly agree","2017","direct migration background","2396","0.822349908548688","0.808363897762935","0.836335919334441","7"
"1 Strongly disagree","2018","direct migration background","3","","","","1"
"1 Strongly disagree","2018","indirect migration background","","","","","1"
"1 Strongly disagree","2018","no migration background","","","","","1"
"2 on scale 1-7 ","2018","indirect migration background","","","","","2"
"2 on scale 1-7 ","2018","direct migration background","3","","","","2"
"2 on scale 1-7 ","2018","no migration background","","","","","2"
"3 on scale 1-7 ","2018","direct migration background","2","","","","3"
"3 on scale 1-7 ","2018","indirect migration background","","","","","3"
"3 on scale 1-7 ","2018","no migration background","","","","","3"
"4 on scale 1-7","2018","direct migration background","2","","","","4"
"4 on scale 1-7","2018","indirect migration background","","","","","4"
"4 on scale 1-7","2018","no migration background","","","","","4"
"5 on scale 1-7","2018","no migration background","","","","","5"
"5 on scale 1-7","2018","direct migration background","12","","","","5"
"5 on scale 1-7","2018","indirect migration background","","","","","5"
"6 on scale 1-7","2018","direct migration background","47","0.0798113628609501","0.0538628856662505","0.10575984005565","6"
"6 on scale 1-7","2018","indirect migration background","","","","","6"
"6 on scale 1-7","2018","no migration background","","","","","6"
"7 Strongly agree","2018","no migration background","","","","","7"
"7 Strongly agree","2018","direct migration background","350","0.867362477567466","0.834885575533452","0.89983937960148","7"
"7 Strongly agree","2018","indirect migration background","","","","","7"
"1 Strongly disagree","2019","direct migration background","4","","","","1"
"1 Strongly disagree","2019","indirect migration background","","","","","1"
"1 Strongly disagree","2019","no migration background","","","","","1"
"2 on scale 1-7 ","2019","indirect migration background","","","","","2"
"2 on scale 1-7 ","2019","direct migration background","4","","","","2"
"2 on scale 1-7 ","2019","no migration background","","","","","2"
"3 on scale 1-7 ","2019","no migration background","","","","","3"
"3 on scale 1-7 ","2019","direct migration background","1","","","","3"
"3 on scale 1-7 ","2019","indirect migration background","","","","","3"
"4 on scale 1-7","2019","direct migration background","9","","","","4"
"4 on scale 1-7","2019","no migration background","","","","","4"
"4 on scale 1-7","2019","indirect migration background","","","","","4"
"5 on scale 1-7","2019","no migration background","","","","","5"
"5 on scale 1-7","2019","direct migration background","17","","","","5"
"5 on scale 1-7","2019","indirect migration background","","","","","5"
"6 on scale 1-7","2019","direct migration background","34","0.103017842635402","0.0671552504606171","0.138880434810188","6"
"6 on scale 1-7","2019","no migration background","","","","","6"
"6 on scale 1-7","2019","indirect migration background","","","","","6"
"7 Strongly agree","2019","no migration background","","","","","7"
"7 Strongly agree","2019","direct migration background","207","0.778560998954216","0.729575568465117","0.827546429443316","7"
"7 Strongly agree","2019","indirect migration background","","","","","7"
