"plh0206i04","year","migback","pgcasmin","n","percent","lower_confidence","upper_confidence"
"2 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","no migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","no migration background","(1c) basic vocational qualification","105","0.0206048393075665","0.0166260894886816","0.0245835891264514"
"3 on scale 1-7 ","2005","no migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","no migration background","(2a) intermediate vocational","90","0.0191552612814846","0.0151601674348316","0.0231503551281375"
"3 on scale 1-7 ","2005","no migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","no migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","no migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","no migration background","(3b) higher tertiary education","43","0.0217891113956568","0.0156981909046978","0.0278800318866158"
"3 on scale 1-7 ","2005","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","direct migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","direct migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2005","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","no migration background","(0) in school","68","0.127942761556599","0.0988387275983495","0.157046795514849"
"4 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","no migration background","(1b) general elementary school","116","0.1056707293009","0.0884557651912277","0.122885693410573"
"4 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","374","0.0819229538903877","0.0742418187645151","0.0896040890162603"
"4 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","55","0.115742243210226","0.086507144679733","0.144977341740719"
"4 on scale 1-7","2005","no migration background","(2a) intermediate vocational","392","0.086913878461905","0.0787031205380982","0.0951246363857118"
"4 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","57","0.0798032464709458","0.0581381073087316","0.10146838563316"
"4 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","119","0.103055675154495","0.0857671251541711","0.120344225154819"
"4 on scale 1-7","2005","no migration background","(3a) lower tertiary education","129","0.0871255620254428","0.0730812425013045","0.101169881549581"
"4 on scale 1-7","2005","no migration background","(3b) higher tertiary education","214","0.0992572848882514","0.0867826311619233","0.11173193861458"
"4 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","direct migration background","(1b) general elementary school","41","0.0826700521748201","0.0589093028750806","0.10643080147456"
"4 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","46","0.079888260071203","0.0593437022031487","0.100432817939257"
"4 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"5 on scale 1-7","2005","no migration background","(0) in school","85","0.143130590317425","0.112616784145399","0.173644396489451"
"5 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","no migration background","(1b) general elementary school","208","0.159418464849501","0.138919153065773","0.17991777663323"
"5 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","758","0.151281043918501","0.14124512263042","0.161316965206582"
"5 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","84","0.169695887184077","0.135393572393474","0.20399820197468"
"5 on scale 1-7","2005","no migration background","(2a) intermediate vocational","754","0.1652349320631","0.15441023182235","0.17605963230385"
"5 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","159","0.31536680735803","0.278217748028294","0.352515866687766"
"5 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","215","0.186841903635567","0.164677068380243","0.209006738890891"
"5 on scale 1-7","2005","no migration background","(3a) lower tertiary education","259","0.161806525747739","0.143466812696508","0.180146238798969"
"5 on scale 1-7","2005","no migration background","(3b) higher tertiary education","450","0.207326502880657","0.190413469559805","0.224239536201509"
"5 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"5 on scale 1-7","2005","direct migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","direct migration background","(1b) general elementary school","92","0.171363520249679","0.138849965647646","0.203877074851713"
"5 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","93","0.14026577167207","0.113951400663233","0.166580142680907"
"5 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","37","0.123464765056717","0.0841524918404818","0.162777038272952"
"5 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","32","0.135820093316152","0.0946490979260747","0.17699108870623"
"5 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"5 on scale 1-7","2005","indirect migration background","(1b) general elementary school","","","",""
"5 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"5 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"5 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"5 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"6 on scale 1-7","2005","no migration background","(0) in school","181","0.339320930395063","0.298066230574286","0.38057563021584"
"6 on scale 1-7","2005","no migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","no migration background","(1b) general elementary school","360","0.287027162403232","0.261694663193972","0.312359661612491"
"6 on scale 1-7","2005","no migration background","(1c) basic vocational qualification","1561","0.304953327907339","0.292058762433454","0.317847893381224"
"6 on scale 1-7","2005","no migration background","(2b) intermediate general qualification","143","0.301813743878482","0.259864481455723","0.34376300630124"
"6 on scale 1-7","2005","no migration background","(2a) intermediate vocational","1537","0.345707918707739","0.331846001269209","0.359569836146269"
"6 on scale 1-7","2005","no migration background","(2c_gen) general maturity certificate","220","0.316910126802482","0.27971227694767","0.354107976657295"
"6 on scale 1-7","2005","no migration background","(2c_voc) vocational maturity certificate","444","0.389735638282281","0.362003463078354","0.417467813486209"
"6 on scale 1-7","2005","no migration background","(3a) lower tertiary education","588","0.371284712698122","0.347224308090233","0.395345117306011"
"6 on scale 1-7","2005","no migration background","(3b) higher tertiary education","805","0.354696669249333","0.334736811907529","0.374656526591137"
"6 on scale 1-7","2005","direct migration background","(0) in school","","","",""
"6 on scale 1-7","2005","direct migration background","(1a) inadequately completed","41","0.314945213702524","0.242972436923649","0.386917990481398"
"6 on scale 1-7","2005","direct migration background","(1b) general elementary school","117","0.233409268014068","0.196911687885554","0.269906848142581"
"6 on scale 1-7","2005","direct migration background","(1c) basic vocational qualification","201","0.263692121227985","0.230302358503576","0.297081883952394"
"6 on scale 1-7","2005","direct migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","direct migration background","(2a) intermediate vocational","50","0.318689102780681","0.243362965387837","0.394015240173525"
"6 on scale 1-7","2005","direct migration background","(2c_gen) general maturity certificate","35","0.284298853893008","0.198829659003722","0.369768048782293"
"6 on scale 1-7","2005","direct migration background","(2c_voc) vocational maturity certificate","72","0.262232382374261","0.209670016391801","0.31479474835672"
"6 on scale 1-7","2005","direct migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","direct migration background","(3b) higher tertiary education","82","0.318864161325565","0.262859136594441","0.374869186056689"
"6 on scale 1-7","2005","indirect migration background","(0) in school","","","",""
"6 on scale 1-7","2005","indirect migration background","(1a) inadequately completed","","","",""
"6 on scale 1-7","2005","indirect migration background","(1b) general elementary school","32","0.304348107025415","0.220251115649441","0.38844509840139"
"6 on scale 1-7","2005","indirect migration background","(1c) basic vocational qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2b) intermediate general qualification","","","",""
"6 on scale 1-7","2005","indirect migration background","(2a) intermediate vocational","39","0.337814433525884","0.255556994089741","0.420071872962027"
"6 on scale 1-7","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"6 on scale 1-7","2005","indirect migration background","(3a) lower tertiary education","","","",""
"6 on scale 1-7","2005","indirect migration background","(3b) higher tertiary education","","","",""
"7 Strongly agree","2005","no migration background","(0) in school","142","0.333504391301598","0.292425164833646","0.374583617769551"
"7 Strongly agree","2005","no migration background","(1a) inadequately completed","34","0.435830373762884","0.323607585052139","0.548053162473628"
"7 Strongly agree","2005","no migration background","(1b) general elementary school","482","0.396540919784256","0.369147392019484","0.423934447549029"
"7 Strongly agree","2005","no migration background","(1c) basic vocational qualification","2014","0.418426309857001","0.404609909578932","0.43224271013507"
"7 Strongly agree","2005","no migration background","(2b) intermediate general qualification","164","0.382074163539742","0.33767127862258","0.426477048456903"
"7 Strongly agree","2005","no migration background","(2a) intermediate vocational","1686","0.368993261348988","0.354929255830937","0.383057266867039"
"7 Strongly agree","2005","no migration background","(2c_gen) general maturity certificate","144","0.251791366374892","0.21709031526697","0.286492417482814"
"7 Strongly agree","2005","no migration background","(2c_voc) vocational maturity certificate","371","0.284833961347888","0.25916908376848","0.310498838927295"
"7 Strongly agree","2005","no migration background","(3a) lower tertiary education","527","0.352940070186491","0.329141814888422","0.376738325484561"
"7 Strongly agree","2005","no migration background","(3b) higher tertiary education","678","0.309571428492671","0.290283448910996","0.328859408074346"
"7 Strongly agree","2005","direct migration background","(0) in school","","","",""
"7 Strongly agree","2005","direct migration background","(1a) inadequately completed","75","0.457967495908427","0.380767355070942","0.535167636745912"
"7 Strongly agree","2005","direct migration background","(1b) general elementary school","246","0.446281512038286","0.403389916670546","0.489173107406026"
"7 Strongly agree","2005","direct migration background","(1c) basic vocational qualification","300","0.466620554517441","0.428816785353804","0.504424323681077"
"7 Strongly agree","2005","direct migration background","(2b) intermediate general qualification","","","",""
"7 Strongly agree","2005","direct migration background","(2a) intermediate vocational","71","0.482542083173212","0.401763814823091","0.563320351523332"
"7 Strongly agree","2005","direct migration background","(2c_gen) general maturity certificate","41","0.408249825835789","0.31512008305573","0.501379568615847"
"7 Strongly agree","2005","direct migration background","(2c_voc) vocational maturity certificate","132","0.502916258616773","0.443166718317724","0.562665798915821"
"7 Strongly agree","2005","direct migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","direct migration background","(3b) higher tertiary education","127","0.458295920182844","0.398418742519883","0.518173097845806"
"7 Strongly agree","2005","indirect migration background","(0) in school","30","0.274510595607755","0.18282048683748","0.36620070437803"
"7 Strongly agree","2005","indirect migration background","(1a) inadequately completed","","","",""
"7 Strongly agree","2005","indirect migration background","(1b) general elementary school","50","0.407653292400473","0.317841650220982","0.497464934579964"
"7 Strongly agree","2005","indirect migration background","(1c) basic vocational qualification","79","0.537890977763117","0.456460647021536","0.619321308504698"
"7 Strongly agree","2005","indirect migration background","(2b) intermediate general qualification","33","0.440974129417468","0.324662917728684","0.557285341106252"
"7 Strongly agree","2005","indirect migration background","(2a) intermediate vocational","53","0.395462838006816","0.310425320898651","0.480500355114982"
"7 Strongly agree","2005","indirect migration background","(2c_gen) general maturity certificate","","","",""
"7 Strongly agree","2005","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"7 Strongly agree","2005","indirect migration background","(3a) lower tertiary education","","","",""
"7 Strongly agree","2005","indirect migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","no migration background","(0) in school","","","",""
"1 Strongly disagree","2006","no migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","no migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","no migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","no migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","no migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","no migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(0) in school","","","",""
"1 Strongly disagree","2006","direct migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","direct migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","direct migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","direct migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","direct migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","direct migration background","(3b) higher tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(0) in school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1a) inadequately completed","","","",""
"1 Strongly disagree","2006","indirect migration background","(1b) general elementary school","","","",""
"1 Strongly disagree","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"1 Strongly disagree","2006","indirect migration background","(2a) intermediate vocational","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"1 Strongly disagree","2006","indirect migration background","(3a) lower tertiary education","","","",""
"1 Strongly disagree","2006","indirect migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"2 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","no migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","no migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","no migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","no migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","no migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","direct migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","direct migration background","(3b) higher tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(0) in school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1a) inadequately completed","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1b) general elementary school","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2a) intermediate vocational","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(2c_voc) vocational maturity certificate","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3a) lower tertiary education","","","",""
"3 on scale 1-7 ","2006","indirect migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(0) in school","","","",""
"4 on scale 1-7","2006","no migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","no migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","no migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","no migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","no migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","no migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","no migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","direct migration background","(0) in school","","","",""
"4 on scale 1-7","2006","direct migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","direct migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","direct migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","direct migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_gen) general maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(2c_voc) vocational maturity certificate","","","",""
"4 on scale 1-7","2006","direct migration background","(3a) lower tertiary education","","","",""
"4 on scale 1-7","2006","direct migration background","(3b) higher tertiary education","","","",""
"4 on scale 1-7","2006","indirect migration background","(0) in school","","","",""
"4 on scale 1-7","2006","indirect migration background","(1a) inadequately completed","","","",""
"4 on scale 1-7","2006","indirect migration background","(1b) general elementary school","","","",""
"4 on scale 1-7","2006","indirect migration background","(1c) basic vocational qualification","","","",""
"4 on scale 1-7","2006","indirect migration background","(2b) intermediate general qualification","","","",""
"4 on scale 1-7","2006","indirect migration background","(2a) intermediate vocational","","","",""
"4 on scale 1-7","2006","indirect migration background","(2c_gen) general maturity certificate","","","",""
