"ple0009","year","pgisced97","sex","n","percent","lower_confidence","upper_confidence","value"
"Yes, somewhat limited","2017","vocational + Abi","Female","304","0.228371916335314","0.206576457321283","0.250167375349344","2"
"Yes, somewhat limited","2017","higher vocational","Male","251","0.237819375319388","0.210660319787585","0.264978430851192","2"
"Yes, somewhat limited","2017","higher vocational","Female","192","0.344008068814952","0.305773666318395","0.38224247131151","2"
"Yes, somewhat limited","2017","higher education","Male","650","0.189542955486072","0.176648176103136","0.202437734869007","2"
"Yes, somewhat limited","2017","higher education","Female","697","0.221211746483511","0.20729901737676","0.235124475590263","2"
"Yes, somewhat limited","2017","general elemantary","Male","264","0.229170023912589","0.20699486450632","0.251345183318859","2"
"Yes, somewhat limited","2017","general elemantary","Female","530","0.323545139330191","0.302553528967647","0.344536749692735","2"
"Yes, somewhat limited","2017","middle vocational","Male","1373","0.268123456607248","0.256617421930701","0.279629491283795","2"
"Yes, somewhat limited","2017","middle vocational","Female","1817","0.299889204652748","0.288966289845691","0.310812119459806","2"
"Yes, somewhat limited","2017","vocational + Abi","Male","142","0.175674024481854","0.150136614820248","0.20121143414346","2"
"Yes, somewhat limited","2017","in school","Male","17","","","","2"
"Yes, somewhat limited","2017","in school","Female","25","","","","2"
"Yes, somewhat limited","2017","inadequately","Male","129","0.251194760541171","0.222107094108271","0.28028242697407","2"
"Yes, somewhat limited","2017","inadequately","Female","174","0.365332314913518","0.332314046001747","0.398350583825289","2"
"Yes, strongly limited","2017","vocational + Abi","Female","92","0.0935493373983402","0.0784299880450622","0.108668686751618","1"
"Yes, strongly limited","2017","higher vocational","Male","74","0.0943908594623638","0.0757400595575765","0.113041659367151","1"
"Yes, strongly limited","2017","higher vocational","Female","50","0.0834405228893807","0.0611823465385943","0.105698699240167","1"
"Yes, strongly limited","2017","higher education","Male","178","0.0641400028563206","0.0560794464618427","0.0722005592507984","1"
"Yes, strongly limited","2017","higher education","Female","178","0.0645789186740911","0.0563404308979909","0.0728174064501913","1"
"Yes, strongly limited","2017","general elemantary","Male","103","0.0931971769195427","0.0778592608076392","0.108535093031446","1"
"Yes, strongly limited","2017","general elemantary","Female","284","0.19704057276928","0.179192820174148","0.214888325364413","1"
"Yes, strongly limited","2017","middle vocational","Male","556","0.111641976355954","0.103462092594662","0.119821860117245","1"
"Yes, strongly limited","2017","middle vocational","Female","685","0.119953565658315","0.112208339244144","0.127698792072487","1"
"Yes, strongly limited","2017","vocational + Abi","Male","48","0.0618960253369023","0.0457252648628917","0.078066785810913","1"
"Yes, strongly limited","2017","in school","Male","4","","","","1"
"Yes, strongly limited","2017","inadequately","Female","108","0.209049401309908","0.18116661268896","0.236932189930857","1"
"Yes, strongly limited","2017","inadequately","Male","67","0.130309646845258","0.107731423438988","0.152887870251528","1"
"Yes, strongly limited","2017","in school","Female","4","","","","1"
"No, not limited","2018","in school","Male","7","","","","3"
"No, not limited","2018","inadequately","Male","47","0.624888487856999","0.508959472284476","0.740817503429521","3"
"No, not limited","2018","inadequately","Female","77","0.772260988870587","0.68965124847037","0.854870729270804","3"
"No, not limited","2018","general elemantary","Male","40","0.947989563170471","0.883112846473567","1.01286627986737","3"
"No, not limited","2018","general elemantary","Female","39","0.689103600472087","0.56449148696579","0.813715713978384","3"
"No, not limited","2018","middle vocational","Male","25","","","","3"
"No, not limited","2018","middle vocational","Female","22","","","","3"
"No, not limited","2018","vocational + Abi","Male","4","","","","3"
"No, not limited","2018","vocational + Abi","Female","2","","","","3"
"No, not limited","2018","higher vocational","Male","","","","","3"
"No, not limited","2018","higher vocational","Female","","","","","3"
"No, not limited","2018","higher education","Male","15","","","","3"
"No, not limited","2018","higher education","Female","25","","","","3"
"No, not limited","2018","in school","Female","1","","","","3"
"Yes, somewhat limited","2018","higher education","Female","6","","","","2"
"Yes, somewhat limited","2018","higher education","Male","2","","","","2"
"Yes, somewhat limited","2018","higher vocational","Female","","","","","2"
"Yes, somewhat limited","2018","vocational + Abi","Female","1","","","","2"
"Yes, somewhat limited","2018","higher vocational","Male","","","","","2"
"Yes, somewhat limited","2018","vocational + Abi","Male","","","","","2"
"Yes, somewhat limited","2018","middle vocational","Female","3","","","","2"
"Yes, somewhat limited","2018","general elemantary","Male","3","","","","2"
"Yes, somewhat limited","2018","general elemantary","Female","11","","","","2"
"Yes, somewhat limited","2018","middle vocational","Male","6","","","","2"
"Yes, somewhat limited","2018","inadequately","Male","15","","","","2"
"Yes, somewhat limited","2018","inadequately","Female","16","","","","2"
"Yes, somewhat limited","2018","in school","Male","","","","","2"
