"year","education","migback","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2010","no degree/no degree yet","no migration background","3.33","3","280","1","2","4","5","3.12","3.54","3","4"
"2010","Other degree","direct migration background","3.21","3","606","1","2","4","6","3.07","3.35","3","3"
"2010","Other degree","indirect migration background","","","","","","","","","","",""
"2010","Other degree","no migration background","3.28","3","98","1","2","5","7","2.9","3.66","2","3"
"2010","secondary school degree","direct migration background","2.99","2.2","156","1","1","4","6","2.72","3.26","2","3"
"2010","secondary school degree","indirect migration background","3.38","3","157","1","2","4","6","3.1","3.66","3","4"
"2010","secondary school degree","no migration background","3.15","3","4727","1","2","4","6","3.1","3.2","3","3"
"2011","college entrance qualification","direct migration background","","","","","","","","","","",""
"2011","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2011","college entrance qualification","no migration background","","","","","","","","","","",""
"2011","lower secondary degree","direct migration background","","","","","","","","","","",""
"2011","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2011","lower secondary degree","no migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2011","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2011","Other degree","direct migration background","","","","","","","","","","",""
"2011","Other degree","indirect migration background","","","","","","","","","","",""
"2011","Other degree","no migration background","","","","","","","","","","",""
"2011","secondary school degree","direct migration background","","","","","","","","","","",""
"2011","secondary school degree","indirect migration background","","","","","","","","","","",""
"2011","secondary school degree","no migration background","","","","","","","","","","",""
"2012","college entrance qualification","direct migration background","","","","","","","","","","",""
"2012","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2012","college entrance qualification","no migration background","","","","","","","","","","",""
"2012","lower secondary degree","direct migration background","","","","","","","","","","",""
"2012","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2012","lower secondary degree","no migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2012","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2012","Other degree","direct migration background","","","","","","","","","","",""
"2012","Other degree","indirect migration background","","","","","","","","","","",""
"2012","Other degree","no migration background","","","","","","","","","","",""
"2012","secondary school degree","direct migration background","","","","","","","","","","",""
"2012","secondary school degree","indirect migration background","","","","","","","","","","",""
"2012","secondary school degree","no migration background","","","","","","","","","","",""
"2013","college entrance qualification","direct migration background","","","","","","","","","","",""
"2013","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2013","college entrance qualification","no migration background","","","","","","","","","","",""
"2013","lower secondary degree","direct migration background","","","","","","","","","","",""
"2013","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2013","lower secondary degree","no migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2013","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2013","Other degree","direct migration background","","","","","","","","","","",""
"2013","Other degree","indirect migration background","","","","","","","","","","",""
"2013","Other degree","no migration background","","","","","","","","","","",""
"2013","secondary school degree","direct migration background","","","","","","","","","","",""
"2013","secondary school degree","indirect migration background","","","","","","","","","","",""
"2013","secondary school degree","no migration background","","","","","","","","","","",""
"2014","college entrance qualification","direct migration background","","","","","","","","","","",""
"2014","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2014","college entrance qualification","no migration background","","","","","","","","","","",""
"2014","lower secondary degree","direct migration background","","","","","","","","","","",""
"2014","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2014","lower secondary degree","no migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","direct migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2014","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2014","Other degree","direct migration background","","","","","","","","","","",""
"2014","Other degree","indirect migration background","","","","","","","","","","",""
"2014","Other degree","no migration background","","","","","","","","","","",""
"2014","secondary school degree","direct migration background","","","","","","","","","","",""
"2014","secondary school degree","indirect migration background","","","","","","","","","","",""
"2014","secondary school degree","no migration background","","","","","","","","","","",""
"2015","college entrance qualification","direct migration background","2.78","3","457","1","1","4","5","2.63","2.93","2","3"
"2015","college entrance qualification","indirect migration background","2.64","2","537","1","1","4","5","2.5","2.78","2","2"
"2015","college entrance qualification","no migration background","2.68","2","6220","1","2","4","5","2.64","2.72","2","2"
"2015","lower secondary degree","direct migration background","3.08","3","541","1","1","4","6","2.92","3.24","2","3"
"2015","lower secondary degree","indirect migration background","3.39","3","381","1","2","5","7","3.19","3.59","3","4"
"2015","lower secondary degree","no migration background","3.13","3","5466","1","2","4","6","3.08","3.18","3","3"
"2015","no degree/no degree yet","direct migration background","2.98","3","420","1","1","4","6","2.81","3.15","2","2"
"2015","no degree/no degree yet","indirect migration background","2.73","2","132","1","1","4","6","2.42","3.04","2","3"
"2015","no degree/no degree yet","no migration background","3.11","3","401","1","2","4","5","2.93","3.29","3","3"
"2015","Other degree","direct migration background","2.72","2","3769","1","1","4","5","2.66","2.78","2","2"
"2015","Other degree","indirect migration background","2.63","2","68","1","2","4","5","2.13","3.13","2","3"
"2015","Other degree","no migration background","3.34","3","171","1","2","5","6","3.06","3.62","2","3"
"2015","secondary school degree","direct migration background","2.9","2","405","1","1","4","6","2.72","3.08","2","2"
"2015","secondary school degree","indirect migration background","3","3","428","1","2","4","6","2.83","3.17","2","3"
"2015","secondary school degree","no migration background","2.92","3","6365","1","2","4","5","2.88","2.96","2","3"
"2016","college entrance qualification","direct migration background","","","","","","","","","","",""
"2016","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2016","college entrance qualification","no migration background","","","","","","","","","","",""
"2016","lower secondary degree","direct migration background","","","","","","","","","","",""
"2016","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2016","lower secondary degree","no migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","direct migration background","2.03","1","1567","1","1","2","5","1.95","2.11","1","1"
"2016","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2016","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2016","Other degree","direct migration background","2.16","1","2343","1","1","3","5","2.09","2.23","1","1"
"2016","Other degree","indirect migration background","","","","","","","","","","",""
"2016","Other degree","no migration background","","","","","","","","","","",""
"2016","secondary school degree","direct migration background","","","","","","","","","","",""
"2016","secondary school degree","indirect migration background","","","","","","","","","","",""
"2016","secondary school degree","no migration background","","","","","","","","","","",""
"2017","college entrance qualification","direct migration background","","","","","","","","","","",""
"2017","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2017","college entrance qualification","no migration background","","","","","","","","","","",""
"2017","lower secondary degree","direct migration background","","","","","","","","","","",""
"2017","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2017","lower secondary degree","no migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","direct migration background","1.94","1","1245","1","1","2","4","1.85","2.03","1","1"
"2017","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2017","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2017","Other degree","direct migration background","1.86","1","1435","1","1","2","4","1.78","1.94","1","1"
"2017","Other degree","indirect migration background","","","","","","","","","","",""
"2017","Other degree","no migration background","","","","","","","","","","",""
"2017","secondary school degree","direct migration background","","","","","","","","","","",""
"2017","secondary school degree","indirect migration background","","","","","","","","","","",""
"2017","secondary school degree","no migration background","","","","","","","","","","",""
"2018","college entrance qualification","direct migration background","","","","","","","","","","",""
"2018","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2018","college entrance qualification","no migration background","","","","","","","","","","",""
"2018","lower secondary degree","direct migration background","","","","","","","","","","",""
"2018","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2018","lower secondary degree","no migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","direct migration background","2.1","1","175","1","1","3","5","1.81","2.39","1","1"
"2018","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2018","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2018","Other degree","direct migration background","2.25","1","178","1","1","3","7","1.96","2.54","1","1"
"2018","Other degree","indirect migration background","","","","","","","","","","",""
"2018","Other degree","no migration background","","","","","","","","","","",""
"2018","secondary school degree","direct migration background","","","","","","","","","","",""
"2018","secondary school degree","indirect migration background","","","","","","","","","","",""
"2018","secondary school degree","no migration background","","","","","","","","","","",""
"2019","college entrance qualification","direct migration background","","","","","","","","","","",""
"2019","college entrance qualification","indirect migration background","","","","","","","","","","",""
"2019","college entrance qualification","no migration background","","","","","","","","","","",""
"2019","lower secondary degree","direct migration background","","","","","","","","","","",""
"2019","lower secondary degree","indirect migration background","","","","","","","","","","",""
"2019","lower secondary degree","no migration background","","","","","","","","","","",""
"2019","no degree/no degree yet","direct migration background","2.18","1","139","1","1","4","4","1.85","2.51","1","2"
"2019","no degree/no degree yet","indirect migration background","","","","","","","","","","",""
"2019","no degree/no degree yet","no migration background","","","","","","","","","","",""
"2019","Other degree","direct migration background","2.23","1.28","88","1","1","3","5","1.84","2.62","1","2"
"2019","Other degree","indirect migration background","","","","","","","","","","",""
"2019","Other degree","no migration background","","","","","","","","","","",""
"2019","secondary school degree","direct migration background","","","","","","","","","","",""
"2019","secondary school degree","indirect migration background","","","","","","","","","","",""
"2019","secondary school degree","no migration background","","","","","","","","","","",""
