"year","age_gr","education","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2007","16-34 y.","Other degree","","","","","","","","",""
"2007","16-34 y.","secondary school degree","","","","","","","","",""
"2007","35-65 y.","college entrance qualification","","","","","","","","",""
"2007","35-65 y.","lower secondary degree","","","","","","","","",""
"2007","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2007","35-65 y.","Other degree","","","","","","","","",""
"2007","35-65 y.","secondary school degree","","","","","","","","",""
"2007","66 and older","college entrance qualification","","","","","","","","",""
"2007","66 and older","lower secondary degree","","","","","","","","",""
"2007","66 and older","no degree/no degree yet","","","","","","","","",""
"2007","66 and older","Other degree","","","","","","","","",""
"2007","66 and older","secondary school degree","","","","","","","","",""
"2008","16-34 y.","college entrance qualification","","","","","","","","",""
"2008","16-34 y.","lower secondary degree","","","","","","","","",""
"2008","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2008","16-34 y.","Other degree","","","","","","","","",""
"2008","16-34 y.","secondary school degree","","","","","","","","",""
"2008","35-65 y.","college entrance qualification","","","","","","","","",""
"2008","35-65 y.","lower secondary degree","","","","","","","","",""
"2008","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2008","35-65 y.","Other degree","","","","","","","","",""
"2008","35-65 y.","secondary school degree","","","","","","","","",""
"2008","66 and older","college entrance qualification","","","","","","","","",""
"2008","66 and older","lower secondary degree","","","","","","","","",""
"2008","66 and older","no degree/no degree yet","","","","","","","","",""
"2008","66 and older","Other degree","","","","","","","","",""
"2008","66 and older","secondary school degree","","","","","","","","",""
"2009","16-34 y.","college entrance qualification","","","","","","","","",""
"2009","16-34 y.","lower secondary degree","","","","","","","","",""
"2009","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2009","16-34 y.","Other degree","","","","","","","","",""
"2009","16-34 y.","secondary school degree","","","","","","","","",""
"2009","35-65 y.","college entrance qualification","","","","","","","","",""
"2009","35-65 y.","lower secondary degree","","","","","","","","",""
"2009","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2009","35-65 y.","Other degree","","","","","","","","",""
"2009","35-65 y.","secondary school degree","","","","","","","","",""
"2009","66 and older","college entrance qualification","","","","","","","","",""
"2009","66 and older","lower secondary degree","","","","","","","","",""
"2009","66 and older","no degree/no degree yet","","","","","","","","",""
"2009","66 and older","Other degree","","","","","","","","",""
"2009","66 and older","secondary school degree","","","","","","","","",""
"2010","16-34 y.","college entrance qualification","3.21","3","1293","3.13","3.29","1","2","4","5"
"2010","16-34 y.","lower secondary degree","3.88","4","476","3.72","4.04","1","2","5","6"
"2010","16-34 y.","no degree/no degree yet","3.38","3","287","3.18","3.58","1","2","5","6"
"2010","16-34 y.","Other degree","3.38","3","75","2.95","3.81","1","2","5","7"
"2010","16-34 y.","secondary school degree","3.61","3","1026","3.51","3.71","1","2","5","6"
"2010","35-65 y.","college entrance qualification","2.82","3","2629","2.76","2.88","1","2","4","5"
"2010","35-65 y.","lower secondary degree","3.42","3","2560","3.35","3.49","1","2","5","6"
"2010","35-65 y.","no degree/no degree yet","3.21","3","77","2.75","3.67","1","1","5","6"
"2010","35-65 y.","Other degree","3.29","3","474","3.13","3.45","1","2","4","6"
"2010","35-65 y.","secondary school degree","3.13","3","3275","3.07","3.19","1","2","4","6"
"2010","66 and older","college entrance qualification","2.59","2","738","2.48","2.7","1","1","4","5"
"2010","66 and older","lower secondary degree","3.14","3","2319","3.07","3.21","1","2","4","6"
"2010","66 and older","no degree/no degree yet","2.89","2","50","2.43","3.35","1","2","4","6"
"2010","66 and older","Other degree","2.91","3","167","2.66","3.16","1","2","4","5"
"2010","66 and older","secondary school degree","2.68","2","739","2.57","2.79","1","1","4","5"
"2011","16-34 y.","college entrance qualification","","","","","","","","",""
"2011","16-34 y.","lower secondary degree","","","","","","","","",""
"2011","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2011","16-34 y.","Other degree","","","","","","","","",""
"2011","16-34 y.","secondary school degree","","","","","","","","",""
"2011","35-65 y.","college entrance qualification","","","","","","","","",""
"2011","35-65 y.","lower secondary degree","","","","","","","","",""
"2011","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2011","35-65 y.","Other degree","","","","","","","","",""
"2011","35-65 y.","secondary school degree","","","","","","","","",""
"2011","66 and older","college entrance qualification","","","","","","","","",""
"2011","66 and older","lower secondary degree","","","","","","","","",""
"2011","66 and older","no degree/no degree yet","","","","","","","","",""
"2011","66 and older","Other degree","","","","","","","","",""
"2011","66 and older","secondary school degree","","","","","","","","",""
"2012","16-34 y.","college entrance qualification","","","","","","","","",""
"2012","16-34 y.","lower secondary degree","","","","","","","","",""
"2012","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2012","16-34 y.","Other degree","","","","","","","","",""
"2012","16-34 y.","secondary school degree","","","","","","","","",""
"2012","35-65 y.","college entrance qualification","","","","","","","","",""
"2012","35-65 y.","lower secondary degree","","","","","","","","",""
"2012","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2012","35-65 y.","Other degree","","","","","","","","",""
"2012","35-65 y.","secondary school degree","","","","","","","","",""
"2012","66 and older","college entrance qualification","","","","","","","","",""
"2012","66 and older","lower secondary degree","","","","","","","","",""
"2012","66 and older","no degree/no degree yet","","","","","","","","",""
"2012","66 and older","Other degree","","","","","","","","",""
"2012","66 and older","secondary school degree","","","","","","","","",""
"2013","16-34 y.","college entrance qualification","","","","","","","","",""
"2013","16-34 y.","lower secondary degree","","","","","","","","",""
"2013","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2013","16-34 y.","Other degree","","","","","","","","",""
"2013","16-34 y.","secondary school degree","","","","","","","","",""
"2013","35-65 y.","college entrance qualification","","","","","","","","",""
"2013","35-65 y.","lower secondary degree","","","","","","","","",""
"2013","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2013","35-65 y.","Other degree","","","","","","","","",""
"2013","35-65 y.","secondary school degree","","","","","","","","",""
"2013","66 and older","college entrance qualification","","","","","","","","",""
"2013","66 and older","lower secondary degree","","","","","","","","",""
"2013","66 and older","no degree/no degree yet","","","","","","","","",""
"2013","66 and older","Other degree","","","","","","","","",""
"2013","66 and older","secondary school degree","","","","","","","","",""
"2014","16-34 y.","college entrance qualification","","","","","","","","",""
"2014","16-34 y.","lower secondary degree","","","","","","","","",""
"2014","16-34 y.","no degree/no degree yet","","","","","","","","",""
"2014","16-34 y.","Other degree","","","","","","","","",""
"2014","16-34 y.","secondary school degree","","","","","","","","",""
"2014","35-65 y.","college entrance qualification","","","","","","","","",""
"2014","35-65 y.","lower secondary degree","","","","","","","","",""
"2014","35-65 y.","no degree/no degree yet","","","","","","","","",""
"2014","35-65 y.","Other degree","","","","","","","","",""
"2014","35-65 y.","secondary school degree","","","","","","","","",""
"2014","66 and older","college entrance qualification","","","","","","","","",""
"2014","66 and older","lower secondary degree","","","","","","","","",""
"2014","66 and older","no degree/no degree yet","","","","","","","","",""
"2014","66 and older","Other degree","","","","","","","","",""
"2014","66 and older","secondary school degree","","","","","","","","",""
"2015","16-34 y.","college entrance qualification","2.86","3","1922","2.79","2.93","1","2","4","5"
"2015","16-34 y.","lower secondary degree","3.65","4","908","3.52","3.78","1","2","5","7"
"2015","16-34 y.","no degree/no degree yet","2.99","3","528","2.84","3.14","1","2","4","5"
"2015","16-34 y.","Other degree","2.91","2","1086","2.8","3.02","1","1","4","6"
"2015","16-34 y.","secondary school degree","3.14","3","1456","3.05","3.23","1","2","4","6"
"2015","35-65 y.","college entrance qualification","2.63","2","4313","2.59","2.67","1","1","4","5"
"2015","35-65 y.","lower secondary degree","3.17","3","2981","3.1","3.24","1","2","4","6"
"2015","35-65 y.","no degree/no degree yet","3.11","3","367","2.91","3.31","1","1","4","6"
"2015","35-65 y.","Other degree","2.74","2","2599","2.67","2.81","1","1","4","5"
"2015","35-65 y.","secondary school degree","2.92","3","4701","2.87","2.97","1","2","4","5"
"2015","66 and older","college entrance qualification","2.5","2","979","2.41","2.59","1","1","3","5"
"2015","66 and older","lower secondary degree","2.98","3","2499","2.91","3.05","1","1","4","6"
"2015","66 and older","no degree/no degree yet","2.83","2.64","58","2.4","3.26","1","1","4","5"
"2015","66 and older","Other degree","2.73","2","323","2.54","2.92","1","1","4","6"
"2015","66 and older","secondary school degree","2.71","2","1041","2.61","2.81","1","1","4","5"
"2016","16-34 y.","college entrance qualification","","","","","","","","",""
"2016","16-34 y.","lower secondary degree","","","","","","","","",""
"2016","16-34 y.","no degree/no degree yet","2.34","1","916","2.23","2.45","1","1","4","6"
"2016","16-34 y.","Other degree","2.32","1","1322","2.23","2.41","1","1","3","5"
"2016","16-34 y.","secondary school degree","","","","","","","","",""
"2016","35-65 y.","college entrance qualification","","","","","","","","",""
"2016","35-65 y.","lower secondary degree","","","","","","","","",""
"2016","35-65 y.","no degree/no degree yet","1.89","1","642","1.77","2.01","1","1","2","4"
"2016","35-65 y.","Other degree","1.94","1","1017","1.85","2.03","1","1","2","4"
"2016","35-65 y.","secondary school degree","","","","","","","","",""
"2016","66 and older","college entrance qualification","","","","","","","","",""
"2016","66 and older","lower secondary degree","","","","","","","","",""
"2016","66 and older","no degree/no degree yet","","","","","","","","",""
"2016","66 and older","Other degree","","","","","","","","",""
"2016","66 and older","secondary school degree","","","","","","","","",""
"2017","16-34 y.","college entrance qualification","","","","","","","","",""
"2017","16-34 y.","lower secondary degree","","","","","","","","",""
"2017","16-34 y.","no degree/no degree yet","2.05","1","792","1.93","2.17","1","1","3","5"
"2017","16-34 y.","Other degree","1.92","1","947","1.81","2.03","1","1","2","4"
"2017","16-34 y.","secondary school degree","","","","","","","","",""
"2017","35-65 y.","college entrance qualification","","","","","","","","",""
"2017","35-65 y.","lower secondary degree","","","","","","","","",""
"2017","35-65 y.","no degree/no degree yet","1.66","1","429","1.52","1.8","1","1","1","4"
"2017","35-65 y.","Other degree","1.63","1","478","1.5","1.76","1","1","1","3"
"2017","35-65 y.","secondary school degree","","","","","","","","",""
"2017","66 and older","college entrance qualification","","","","","","","","",""
"2017","66 and older","lower secondary degree","","","","","","","","",""
"2017","66 and older","no degree/no degree yet","","","","","","","","",""
"2017","66 and older","Other degree","","","","","","","","",""
"2017","66 and older","secondary school degree","","","","","","","","",""
"2018","16-34 y.","college entrance qualification","","","","","","","","",""
"2018","16-34 y.","lower secondary degree","","","","","","","","",""
"2018","16-34 y.","no degree/no degree yet","2.13","1","100","1.73","2.53","1","1","3","5"
"2018","16-34 y.","Other degree","2.61","1","113","2.22","3","1","1","4","7"
"2018","16-34 y.","secondary school degree","","","","","","","","",""
"2018","35-65 y.","college entrance qualification","","","","","","","","",""
"2018","35-65 y.","lower secondary degree","","","","","","","","",""
"2018","35-65 y.","no degree/no degree yet","2.05","1","71","1.61","2.49","1","1","2","5"
"2018","35-65 y.","Other degree","1.57","1","65","1.14","2","1","1","1","4"
"2018","35-65 y.","secondary school degree","","","","","","","","",""
"2018","66 and older","college entrance qualification","","","","","","","","",""
"2018","66 and older","lower secondary degree","","","","","","","","",""
"2018","66 and older","no degree/no degree yet","","","","","","","","",""
"2018","66 and older","Other degree","","","","","","","","",""
"2018","66 and older","secondary school degree","","","","","","","","",""
"2019","16-34 y.","college entrance qualification","","","","","","","","",""
"2019","16-34 y.","lower secondary degree","","","","","","","","",""
"2019","16-34 y.","no degree/no degree yet","2.24","1","62","1.7","2.78","1","1","4","4"
"2019","16-34 y.","Other degree","1.95","1","52","1.4","2.5","1","1","3","3"
"2019","16-34 y.","secondary school degree","","","","","","","","",""
"2019","35-65 y.","college entrance qualification","","","","","","","","",""
"2019","35-65 y.","lower secondary degree","","","","","","","","",""
"2019","35-65 y.","no degree/no degree yet","2.17","1","74","1.75","2.59","1","1","4","4"
"2019","35-65 y.","Other degree","2.71","2","34","2.13","3.29","1","1","4","6"
"2019","35-65 y.","secondary school degree","","","","","","","","",""
"2019","66 and older","college entrance qualification","","","","","","","","",""
"2019","66 and older","lower secondary degree","","","","","","","","",""
"2019","66 and older","no degree/no degree yet","","","","","","","","",""
"2019","66 and older","Other degree","","","","","","","","",""
"2019","66 and older","secondary school degree","","","","","","","","",""
