"year","pgisced97","sampreg","mean","median","n","lowerci_mean","upperci_mean","ptile10","ptile25","ptile75","ptile90"
"2007","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2007","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2007","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2008","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2008","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2009","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2009","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2010","general elemantary","Ostdeutschland, neue Bundeslaender","3.72","4","221","3.47","3.97","1","2","5","7"
"2010","general elemantary","Westdeutschland, alte Bundeslaender","3.34","3","1400","3.25","3.43","1","2","5","6"
"2010","higher education","Ostdeutschland, neue Bundeslaender","2.84","3","1122","2.75","2.93","1","2","4","5"
"2010","higher education","Westdeutschland, alte Bundeslaender","2.83","3","2708","2.77","2.89","1","2","4","5"
"2010","higher vocational","Ostdeutschland, neue Bundeslaender","3.07","3","350","2.9","3.24","1","2","4","6"
"2010","higher vocational","Westdeutschland, alte Bundeslaender","3.09","3","906","2.98","3.2","1","2","4","5"
"2010","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","in school","Westdeutschland, alte Bundeslaender","3.32","3","240","3.11","3.53","1","2","4","5"
"2010","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2010","inadequately","Westdeutschland, alte Bundeslaender","3.07","2","124","2.7","3.44","1","1","5","6"
"2010","middle vocational","Ostdeutschland, neue Bundeslaender","3.39","3","2190","3.32","3.46","1","2","5","6"
"2010","middle vocational","Westdeutschland, alte Bundeslaender","3.24","3","6119","3.2","3.28","1","2","4","6"
"2010","vocational + Abi","Ostdeutschland, neue Bundeslaender","3.04","2.98","146","2.78","3.3","1","2","4","5"
"2010","vocational + Abi","Westdeutschland, alte Bundeslaender","3.04","3","795","2.93","3.15","1","2","4","5"
"2011","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2011","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2011","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2012","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2012","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2013","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2013","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","general elemantary","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","inadequately","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","middle vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2014","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2014","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2015","general elemantary","Ostdeutschland, neue Bundeslaender","3.62","3","363","3.41","3.83","1","2","6","7"
"2015","general elemantary","Westdeutschland, alte Bundeslaender","3","3","2565","2.93","3.07","1","1","4","6"
"2015","higher education","Ostdeutschland, neue Bundeslaender","2.62","2","1424","2.55","2.69","1","1","3","5"
"2015","higher education","Westdeutschland, alte Bundeslaender","2.59","2","4995","2.55","2.63","1","1","4","5"
"2015","higher vocational","Ostdeutschland, neue Bundeslaender","2.91","3","397","2.76","3.06","1","2","4","5"
"2015","higher vocational","Westdeutschland, alte Bundeslaender","2.79","2","1140","2.7","2.88","1","2","4","5"
"2015","in school","Ostdeutschland, neue Bundeslaender","3.4","4","58","3.02","3.78","1","2","5","5"
"2015","in school","Westdeutschland, alte Bundeslaender","2.92","3","320","2.73","3.11","1","2","4","6"
"2015","inadequately","Ostdeutschland, neue Bundeslaender","3.26","3","52","2.69","3.83","1","1","5","6"
"2015","inadequately","Westdeutschland, alte Bundeslaender","3.23","3","460","3.05","3.41","1","1","5","6"
"2015","middle vocational","Ostdeutschland, neue Bundeslaender","3.13","3","2748","3.06","3.2","1","2","4","6"
"2015","middle vocational","Westdeutschland, alte Bundeslaender","2.98","3","9410","2.95","3.01","1","1","4","6"
"2015","vocational + Abi","Ostdeutschland, neue Bundeslaender","3.07","3","289","2.88","3.26","1","2","4","5"
"2015","vocational + Abi","Westdeutschland, alte Bundeslaender","2.85","2","1864","2.78","2.92","1","2","4","5"
"2016","general elemantary","Ostdeutschland, neue Bundeslaender","1.94","1","147","1.63","2.25","1","1","2","5"
"2016","general elemantary","Westdeutschland, alte Bundeslaender","2.23","1","681","2.1","2.36","1","1","3","5"
"2016","higher education","Ostdeutschland, neue Bundeslaender","2.15","1.28","126","1.86","2.44","1","1","3","5"
"2016","higher education","Westdeutschland, alte Bundeslaender","2.1","1","645","1.98","2.22","1","1","3","5"
"2016","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2016","inadequately","Ostdeutschland, neue Bundeslaender","1.84","1","273","1.63","2.05","1","1","1","5"
"2016","inadequately","Westdeutschland, alte Bundeslaender","2.16","1","1249","2.07","2.25","1","1","3","5"
"2016","middle vocational","Ostdeutschland, neue Bundeslaender","2.23","1.61","134","1.95","2.51","1","1","4","4"
"2016","middle vocational","Westdeutschland, alte Bundeslaender","2.31","1","653","2.18","2.44","1","1","3","6"
"2016","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2016","vocational + Abi","Westdeutschland, alte Bundeslaender","2.58","2","93","2.27","2.89","1","2","3","6"
"2017","general elemantary","Ostdeutschland, neue Bundeslaender","2.83","2","50","2.33","3.33","1","1","4","7"
"2017","general elemantary","Westdeutschland, alte Bundeslaender","1.78","1","502","1.64","1.92","1","1","2","5"
"2017","higher education","Ostdeutschland, neue Bundeslaender","1.42","1","43","1.03","1.81","1","1","1","4"
"2017","higher education","Westdeutschland, alte Bundeslaender","1.92","1","404","1.75","2.09","1","1","2","5"
"2017","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2017","inadequately","Ostdeutschland, neue Bundeslaender","1.87","1","101","1.54","2.2","1","1","1","5"
"2017","inadequately","Westdeutschland, alte Bundeslaender","1.93","1","1105","1.83","2.03","1","1","2","4"
"2017","middle vocational","Ostdeutschland, neue Bundeslaender","1.69","1","45","1.1","2.28","1","1","1","4"
"2017","middle vocational","Westdeutschland, alte Bundeslaender","1.79","1","392","1.64","1.94","1","1","2","4"
"2017","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2017","vocational + Abi","Westdeutschland, alte Bundeslaender","2.67","1","66","2.19","3.15","1","1","4","7"
"2018","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","general elemantary","Westdeutschland, alte Bundeslaender","2.73","1","79","2.25","3.21","1","1","4","7"
"2018","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","higher education","Westdeutschland, alte Bundeslaender","1.83","1","39","1.33","2.33","1","1","2","5"
"2018","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2018","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","inadequately","Westdeutschland, alte Bundeslaender","1.95","1","149","1.66","2.24","1","1","2","4"
"2018","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","middle vocational","Westdeutschland, alte Bundeslaender","2.13","1","51","1.52","2.74","1","1","2","7"
"2018","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2018","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","general elemantary","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","general elemantary","Westdeutschland, alte Bundeslaender","2.45","1.37","49","1.81","3.09","1","1","3","6"
"2019","higher education","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","higher education","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","higher vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","higher vocational","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","in school","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","in school","Westdeutschland, alte Bundeslaender","","","","","","","","",""
"2019","inadequately","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","inadequately","Westdeutschland, alte Bundeslaender","2.33","1","119","1.97","2.69","1","1","4","5"
"2019","middle vocational","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","middle vocational","Westdeutschland, alte Bundeslaender","2.47","1","32","1.82","3.12","1","1","3","6"
"2019","vocational + Abi","Ostdeutschland, neue Bundeslaender","","","","","","","","",""
"2019","vocational + Abi","Westdeutschland, alte Bundeslaender","","","","","","","","",""
