"ple0020","year","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"No","2017","higher education","6545","0.998745491348574","0.997888534174759","0.999602448522388","2"
"No","2017","middle vocational","12102","0.995540315291025","0.994354890736086","0.996725739845963","2"
"No","2017","vocational + Abi","2226","1","1","1","2"
"Yes","2017","higher education","9","","","","1"
"Yes","2017","higher vocational","3","","","","1"
"Yes","2017","middle vocational","35","0.00445968470897521","0.00327426015403669","0.00564510926391373","1"
"Yes","2017","vocational + Abi","","","","","1"
"Yes","2017","inadequately","4","","","","1"
"Yes","2017","general elemantary","17","","","","1"
"Yes","2017","in school","1","","","","1"
"No","2018","in school","","","","","2"
"No","2018","inadequately","","","","","2"
"No","2018","general elemantary","","","","","2"
"No","2018","middle vocational","","","","","2"
"No","2018","vocational + Abi","","","","","2"
"No","2018","higher vocational","","","","","2"
"No","2018","higher education","","","","","2"
"Yes","2018","higher vocational","","","","","1"
"Yes","2018","higher education","","","","","1"
"Yes","2018","middle vocational","","","","","1"
"Yes","2018","vocational + Abi","","","","","1"
"Yes","2018","inadequately","","","","","1"
"Yes","2018","general elemantary","","","","","1"
"Yes","2018","in school","","","","","1"
"No","2019","in school","331","1","1","1","2"
"No","2019","inadequately","387","0.989815926194107","0.979864216465473","0.999767635922741","2"
"No","2019","general elemantary","2412","0.993364244196582","0.990130836399634","0.996597651993531","2"
"No","2019","middle vocational","11100","0.996591261862443","0.995508734613222","0.997673789111665","2"
"No","2019","vocational + Abi","2168","0.998555699696563","0.996958963661365","1.00015243573176","2"
"No","2019","higher vocational","1662","0.993820205546303","0.990063813773379","0.997576597319228","2"
"No","2019","higher education","7002","0.997024655797599","0.995750835065162","0.998298476530037","2"
"Yes","2019","higher education","21","","","","1"
"Yes","2019","higher vocational","10","","","","1"
"Yes","2019","vocational + Abi","5","","","","1"
"Yes","2019","middle vocational","36","0.00340873813755674","0.00232621088833515","0.00449126538677833","1"
"Yes","2019","general elemantary","10","","","","1"
"Yes","2019","inadequately","4","","","","1"
"Yes","2019","in school","","","","","1"
