"ple0020","year","age_gr","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2015","66 and older","Female","2508","0.983705243416076","0.978783525150948","0.988626961681204","2"
"Yes","2015","16-34 y.","Male","1","","","","1"
"Yes","2015","16-34 y.","Female","2","","","","1"
"Yes","2015","35-65 y.","Male","7","","","","1"
"Yes","2015","35-65 y.","Female","7","","","","1"
"Yes","2015","66 and older","Male","24","","","","1"
"Yes","2015","66 and older","Female","34","0.0162947565839242","0.011373038318796","0.0212164748490524","1"
"No","2016","16-34 y.","Male","","","","","2"
"No","2016","16-34 y.","Female","","","","","2"
"No","2016","35-65 y.","Male","","","","","2"
"No","2016","35-65 y.","Female","","","","","2"
"No","2016","66 and older","Male","","","","","2"
"No","2016","66 and older","Female","","","","","2"
"Yes","2016","35-65 y.","Male","","","","","1"
"Yes","2016","35-65 y.","Female","","","","","1"
"Yes","2016","16-34 y.","Male","","","","","1"
"Yes","2016","16-34 y.","Female","","","","","1"
"Yes","2016","66 and older","Male","","","","","1"
"Yes","2016","66 and older","Female","","","","","1"
"No","2017","16-34 y.","Male","2935","0.99935809497297","0.99844210214443","1.00027408780151","2"
"No","2017","16-34 y.","Female","3306","0.999494702503923","0.998728878169792","1.00026052683806","2"
"No","2017","35-65 y.","Male","6917","0.999344492461278","0.998741676616333","0.999947308306223","2"
"No","2017","35-65 y.","Female","8514","0.998416906986162","0.997572722293143","0.999261091679182","2"
"No","2017","66 and older","Male","2457","0.988675002436104","0.98450793121545","0.992842073656758","2"
"No","2017","66 and older","Female","2525","0.984970019942903","0.980253101422314","0.989686938463493","2"
"Yes","2017","35-65 y.","Male","8","","","","1"
"Yes","2017","35-65 y.","Female","6","","","","1"
"Yes","2017","66 and older","Male","20","","","","1"
"Yes","2017","16-34 y.","Male","2","","","","1"
"Yes","2017","16-34 y.","Female","2","","","","1"
"Yes","2017","66 and older","Female","31","0.0150299800570965","0.0103130615365071","0.019746898577686","1"
"No","2018","16-34 y.","Male","","","","","2"
"No","2018","16-34 y.","Female","","","","","2"
"No","2018","35-65 y.","Male","","","","","2"
"No","2018","35-65 y.","Female","","","","","2"
"No","2018","66 and older","Male","","","","","2"
"No","2018","66 and older","Female","","","","","2"
"Yes","2018","35-65 y.","Male","","","","","1"
"Yes","2018","35-65 y.","Female","","","","","1"
"Yes","2018","66 and older","Male","","","","","1"
"Yes","2018","16-34 y.","Male","","","","","1"
"Yes","2018","66 and older","Female","","","","","1"
"Yes","2018","16-34 y.","Female","","","","","1"
"No","2019","16-34 y.","Male","2590","0.998549342087009","0.997084986054945","1.00001369811907","2"
"No","2019","16-34 y.","Female","2855","0.999641858742092","0.998947924395724","1.00033579308846","2"
"No","2019","35-65 y.","Male","7101","0.998851146255211","0.998063855819863","0.999638436690559","2"
"No","2019","35-65 y.","Female","8051","0.998915874422505","0.998197488384328","0.999634260460681","2"
"No","2019","66 and older","Male","2615","0.988734276057772","0.984712920087349","0.992755632028194","2"
"No","2019","66 and older","Female","2572","0.98809650514382","0.983928628652397","0.992264381635242","2"
"Yes","2019","35-65 y.","Male","11","","","","1"
"Yes","2019","35-65 y.","Female","10","","","","1"
"Yes","2019","16-34 y.","Male","5","","","","1"
"Yes","2019","66 and older","Male","31","0.0112657239422284","0.00724436797180621","0.0152870799126506","1"
"Yes","2019","66 and older","Female","29","","","","1"
"Yes","2019","16-34 y.","Female","1","","","","1"
