"ple0020","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence"
"Yes","2012","Couple + C. LE and GT 16","","","",""
"No","2012","1-pers.-HH","","","",""
"No","2012","(Married) couple without C. ","","","",""
"No","2012","Single parent ","","","",""
"No","2012","Couple + C. LE 16 ","","","",""
"No","2012","Couple + C. GT 16 ","","","",""
"No","2012","Couple + C. LE and GT 16","","","",""
"Yes","2013","1-pers.-HH","21","","",""
"Yes","2013","(Married) couple without C. ","40","0.00604561931008193","0.00430910199631037","0.00778213662385349"
"Yes","2013","Single parent ","3","","",""
"Yes","2013","Couple + C. LE 16 ","1","","",""
"Yes","2013","Couple + C. GT 16 ","1","","",""
"Yes","2013","Couple + C. LE and GT 16","","","",""
"No","2013","1-pers.-HH","3452","0.994489441707126","0.99202741030342","0.996951473110831"
"No","2013","(Married) couple without C. ","7615","0.993954380689918","0.992217863376146","0.99569089800369"
"No","2013","Single parent ","1113","0.995416743654764","0.991453912773102","0.999379574536426"
"No","2013","Couple + C. LE 16 ","2772","0.999492546510468","0.998654320645217","1.00033077237572"
"No","2013","Couple + C. GT 16 ","2633","0.999244589619557","0.998195367149994","1.00029381208912"
"No","2013","Couple + C. LE and GT 16","942","1","1","1"
"Yes","2014","1-pers.-HH","","","",""
"Yes","2014","(Married) couple without C. ","","","",""
"Yes","2014","Single parent ","","","",""
"Yes","2014","Couple + C. LE 16 ","","","",""
"Yes","2014","Couple + C. GT 16 ","","","",""
"Yes","2014","Couple + C. LE and GT 16","","","",""
"No","2014","1-pers.-HH","","","",""
"No","2014","(Married) couple without C. ","","","",""
"No","2014","Single parent ","","","",""
"No","2014","Couple + C. LE 16 ","","","",""
"No","2014","Couple + C. GT 16 ","","","",""
"No","2014","Couple + C. LE and GT 16","","","",""
"Yes","2015","1-pers.-HH","19","","",""
"Yes","2015","(Married) couple without C. ","36","0.00472852698818928","0.00317616401546108","0.00628088996091749"
"Yes","2015","Single parent ","6","","",""
"Yes","2015","Couple + C. LE 16 ","4","","",""
"Yes","2015","Couple + C. GT 16 ","1","","",""
"Yes","2015","Couple + C. LE and GT 16","","","",""
"No","2015","1-pers.-HH","3503","0.992156159790451","0.989242708237848","0.995069611343055"
"No","2015","(Married) couple without C. ","7466","0.995271473011811","0.993719110039083","0.996823835984539"
"No","2015","Single parent ","2324","0.994399423980316","0.991369254562042","0.99742959339859"
"No","2015","Couple + C. LE 16 ","6080","0.999749139125175","0.999351201069205","1.00014707718115"
"No","2015","Couple + C. GT 16 ","2903","0.999666903108654","0.999003216993884","1.00033058922342"
"No","2015","Couple + C. LE and GT 16","2158","1","1","1"
"Yes","2016","1-pers.-HH","","","",""
"Yes","2016","(Married) couple without C. ","","","",""
"Yes","2016","Single parent ","","","",""
"Yes","2016","Couple + C. LE 16 ","","","",""
"Yes","2016","Couple + C. GT 16 ","","","",""
"Yes","2016","Couple + C. LE and GT 16","","","",""
"No","2016","1-pers.-HH","","","",""
"No","2016","(Married) couple without C. ","","","",""
"No","2016","Single parent ","","","",""
"No","2016","Couple + C. LE 16 ","","","",""
"No","2016","Couple + C. GT 16 ","","","",""
"No","2016","Couple + C. LE and GT 16","","","",""
"Yes","2017","1-pers.-HH","23","","",""
"Yes","2017","(Married) couple without C. ","28","","",""
"Yes","2017","Single parent ","7","","",""
"Yes","2017","Couple + C. LE 16 ","2","","",""
"Yes","2017","Couple + C. GT 16 ","1","","",""
"Yes","2017","Couple + C. LE and GT 16","1","","",""
"No","2017","1-pers.-HH","3929","0.993463209692783","0.990950757572258","0.995975661813308"
"No","2017","(Married) couple without C. ","8230","0.995243781046853","0.993759875331293","0.996727686762412"
"No","2017","Single parent ","2237","0.994527982401106","0.991475740774267","0.997580224027945"
"No","2017","Couple + C. LE 16 ","5955","0.999566286990083","0.999037548026012","1.00009502595415"
"No","2017","Couple + C. GT 16 ","3269","0.999770830432649","0.999252026908075","1.00028963395722"
"No","2017","Couple + C. LE and GT 16","2246","0.998621932384489","0.997088084229314","1.00015578053966"
"Yes","2018","1-pers.-HH","","","",""
"Yes","2018","(Married) couple without C. ","","","",""
"Yes","2018","Single parent ","","","",""
"Yes","2018","Couple + C. LE 16 ","","","",""
"Yes","2018","Couple + C. GT 16 ","","","",""
"Yes","2018","Couple + C. LE and GT 16","","","",""
"No","2018","1-pers.-HH","","","",""
"No","2018","(Married) couple without C. ","","","",""
"No","2018","Single parent ","","","",""
"No","2018","Couple + C. LE 16 ","","","",""
"No","2018","Couple + C. GT 16 ","","","",""
"No","2018","Couple + C. LE and GT 16","","","",""
"Yes","2019","1-pers.-HH","18","","",""
"Yes","2019","(Married) couple without C. ","50","0.00600612325594264","0.00436873209061163","0.00764351442127364"
"Yes","2019","Single parent ","3","","",""
"Yes","2019","Couple + C. LE 16 ","6","","",""
"Yes","2019","Couple + C. GT 16 ","6","","",""
"Yes","2019","Couple + C. LE and GT 16","1","","",""
"No","2019","1-pers.-HH","4243","0.996010118872428","0.994117321268136","0.997902916476719"
"No","2019","(Married) couple without C. ","8504","0.993993876744057","0.992356485578726","0.995631267909388"
"No","2019","Single parent ","2066","0.998441426191372","0.996741645746638","1.00014120663611"
"No","2019","Couple + C. LE 16 ","5198","0.999411168891085","0.998752075556593","1.00007026222558"
"No","2019","Couple + C. GT 16 ","2972","0.997523043656564","0.995737763454319","0.999308323858809"
"No","2019","Couple + C. LE and GT 16","2188","0.999282180613931","0.998160221906821","1.00040413932104"
