"ple0020","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence"
"No","2017","Couple + C. LE 16 ","Male","2803","0.999913306745574","0.999568692748081","1.00025792074307"
"No","2017","Couple + C. LE 16 ","Female","3152","0.999216544122702","0.998239929584321","1.00019315866108"
"No","2017","Couple + C. GT 16 ","Male","1673","0.99958455215324","0.998608353086143","1.00056075122034"
"No","2017","Couple + C. GT 16 ","Female","1596","1","1","1"
"No","2017","Couple + C. LE and GT 16","Male","1101","0.99730353079662","0.994241788002972","1.00036527359027"
"No","2017","Couple + C. LE and GT 16","Female","1145","1","1","1"
"Yes","2018","1-pers.-HH","Male","","","",""
"Yes","2018","1-pers.-HH","Female","","","",""
"Yes","2018","(Married) couple without C. ","Male","","","",""
"Yes","2018","(Married) couple without C. ","Female","","","",""
"Yes","2018","Single parent ","Male","","","",""
"Yes","2018","Single parent ","Female","","","",""
"Yes","2018","Couple + C. LE 16 ","Male","","","",""
"Yes","2018","Couple + C. LE 16 ","Female","","","",""
"Yes","2018","Couple + C. GT 16 ","Male","","","",""
"Yes","2018","Couple + C. GT 16 ","Female","","","",""
"Yes","2018","Couple + C. LE and GT 16","Male","","","",""
"Yes","2018","Couple + C. LE and GT 16","Female","","","",""
"No","2018","1-pers.-HH","Male","","","",""
"No","2018","1-pers.-HH","Female","","","",""
"No","2018","(Married) couple without C. ","Male","","","",""
"No","2018","(Married) couple without C. ","Female","","","",""
"No","2018","Single parent ","Male","","","",""
"No","2018","Single parent ","Female","","","",""
"No","2018","Couple + C. LE 16 ","Male","","","",""
"No","2018","Couple + C. LE 16 ","Female","","","",""
"No","2018","Couple + C. GT 16 ","Male","","","",""
"No","2018","Couple + C. GT 16 ","Female","","","",""
"No","2018","Couple + C. LE and GT 16","Male","","","",""
"No","2018","Couple + C. LE and GT 16","Female","","","",""
"Yes","2019","1-pers.-HH","Male","6","","",""
"Yes","2019","1-pers.-HH","Female","12","","",""
"Yes","2019","(Married) couple without C. ","Male","30","0.0059790212148337","0.0036927929034979","0.00826524952616949"
"Yes","2019","(Married) couple without C. ","Female","20","","",""
"Yes","2019","Single parent ","Male","1","","",""
"Yes","2019","Single parent ","Female","2","","",""
"Yes","2019","Couple + C. LE 16 ","Male","4","","",""
"Yes","2019","Couple + C. LE 16 ","Female","2","","",""
"Yes","2019","Couple + C. GT 16 ","Male","5","","",""
"Yes","2019","Couple + C. GT 16 ","Female","1","","",""
"Yes","2019","Couple + C. LE and GT 16","Male","","","",""
"Yes","2019","Couple + C. LE and GT 16","Female","1","","",""
"No","2019","1-pers.-HH","Male","1934","0.99759536771177","0.995415908352188","0.999774827071352"
"No","2019","1-pers.-HH","Female","2303","0.994669523191443","0.991703360089717","0.997635686293169"
"No","2019","(Married) couple without C. ","Male","4338","0.994020978785166","0.99173475047383","0.996307207096502"
"No","2019","(Married) couple without C. ","Female","4165","0.993964667340845","0.991618081533615","0.996311253148076"
"No","2019","Single parent ","Male","578","0.997978137928916","0.994319283882804","1.00163699197503"
"No","2019","Single parent ","Female","1487","0.998680022135942","0.996835867870859","1.00052417640102"
"No","2019","Couple + C. LE 16 ","Male","2539","0.999288951648475","0.998252927160376","1.00032497613657"
"No","2019","Couple + C. LE 16 ","Female","2659","0.999535798592006","0.998717375156293","1.00035422202772"
"No","2019","Couple + C. GT 16 ","Male","1546","0.995989113572091","0.992843613711982","0.999134613432199"
"No","2019","Couple + C. GT 16 ","Female","1426","0.999313830642366","0.997955195907924","1.00067246537681"
"No","2019","Couple + C. LE and GT 16","Male","1077","1","1","1"
"No","2019","Couple + C. LE and GT 16","Female","1111","0.998567751325809","0.996344985658576","1.00079051699304"
