"ple0020","year","education","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2017","college entrance qualification","no migration background","7","","",""
"Yes","2017","college entrance qualification","direct migration background","1","","",""
"Yes","2017","college entrance qualification","indirect migration background","","","",""
"Yes","2017","Other degree","no migration background","1","","",""
"Yes","2017","Other degree","direct migration background","4","","",""
"Yes","2017","Other degree","indirect migration background","","","",""
"Yes","2017","no degree/no degree yet","no migration background","","","",""
"Yes","2017","no degree/no degree yet","direct migration background","3","","",""
"Yes","2017","no degree/no degree yet","indirect migration background","1","","",""
"Yes","2018","lower secondary degree","no migration background","","","",""
"Yes","2018","lower secondary degree","direct migration background","","","",""
"Yes","2018","lower secondary degree","indirect migration background","","","",""
"Yes","2018","secondary school degree","no migration background","","","",""
"Yes","2018","secondary school degree","direct migration background","","","",""
"Yes","2018","secondary school degree","indirect migration background","","","",""
"Yes","2018","college entrance qualification","no migration background","","","",""
"Yes","2018","college entrance qualification","direct migration background","","","",""
"Yes","2018","college entrance qualification","indirect migration background","","","",""
"Yes","2018","Other degree","no migration background","","","",""
"Yes","2018","Other degree","direct migration background","","","",""
"Yes","2018","Other degree","indirect migration background","","","",""
"Yes","2018","no degree/no degree yet","no migration background","","","",""
"Yes","2018","no degree/no degree yet","direct migration background","","","",""
"Yes","2018","no degree/no degree yet","indirect migration background","","","",""
"Yes","2019","lower secondary degree","no migration background","36","1","1","1"
"Yes","2019","lower secondary degree","direct migration background","2","","",""
"Yes","2019","lower secondary degree","indirect migration background","1","","",""
"Yes","2019","secondary school degree","no migration background","17","","",""
"Yes","2019","secondary school degree","direct migration background","","","",""
"Yes","2019","secondary school degree","indirect migration background","","","",""
"Yes","2019","college entrance qualification","no migration background","17","","",""
"Yes","2019","college entrance qualification","direct migration background","1","","",""
"Yes","2019","college entrance qualification","indirect migration background","","","",""
"Yes","2019","Other degree","no migration background","2","","",""
"Yes","2019","Other degree","direct migration background","6","","",""
"Yes","2019","Other degree","indirect migration background","1","","",""
"Yes","2019","no degree/no degree yet","no migration background","1","","",""
"Yes","2019","no degree/no degree yet","direct migration background","2","","",""
"Yes","2019","no degree/no degree yet","indirect migration background","","","",""
