"ple0020","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"Yes","2011","indirect migration background","vocational + Abi","","","","","1"
"Yes","2011","direct migration background","higher education","1","","","","1"
"Yes","2011","indirect migration background","in school","","","","","1"
"Yes","2011","indirect migration background","inadequately","","","","","1"
"Yes","2011","indirect migration background","general elemantary","","","","","1"
"Yes","2011","indirect migration background","middle vocational","","","","","1"
"No","2012","indirect migration background","higher vocational","","","","","2"
"No","2012","indirect migration background","higher education","","","","","2"
"No","2012","direct migration background","middle vocational","","","","","2"
"No","2012","indirect migration background","vocational + Abi","","","","","2"
"No","2012","direct migration background","vocational + Abi","","","","","2"
"No","2012","direct migration background","higher vocational","","","","","2"
"No","2012","direct migration background","higher education","","","","","2"
"No","2012","indirect migration background","in school","","","","","2"
"No","2012","indirect migration background","inadequately","","","","","2"
"No","2012","indirect migration background","general elemantary","","","","","2"
"No","2012","indirect migration background","middle vocational","","","","","2"
"No","2012","no migration background","higher vocational","","","","","2"
"No","2012","no migration background","higher education","","","","","2"
"No","2012","direct migration background","in school","","","","","2"
"No","2012","direct migration background","inadequately","","","","","2"
"No","2012","direct migration background","general elemantary","","","","","2"
"No","2012","no migration background","in school","","","","","2"
"No","2012","no migration background","inadequately","","","","","2"
"No","2012","no migration background","general elemantary","","","","","2"
"No","2012","no migration background","middle vocational","","","","","2"
"No","2012","no migration background","vocational + Abi","","","","","2"
"Yes","2012","indirect migration background","general elemantary","","","","","1"
"Yes","2012","indirect migration background","middle vocational","","","","","1"
"Yes","2012","indirect migration background","vocational + Abi","","","","","1"
"Yes","2012","indirect migration background","higher vocational","","","","","1"
"Yes","2012","indirect migration background","higher education","","","","","1"
"Yes","2012","no migration background","middle vocational","","","","","1"
"Yes","2012","no migration background","vocational + Abi","","","","","1"
"Yes","2012","no migration background","higher vocational","","","","","1"
"Yes","2012","no migration background","higher education","","","","","1"
"Yes","2012","no migration background","general elemantary","","","","","1"
"Yes","2012","direct migration background","in school","","","","","1"
"Yes","2012","direct migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","general elemantary","","","","","1"
"Yes","2012","indirect migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","middle vocational","","","","","1"
"Yes","2012","direct migration background","vocational + Abi","","","","","1"
"Yes","2012","direct migration background","higher vocational","","","","","1"
"Yes","2012","no migration background","in school","","","","","1"
"Yes","2012","no migration background","inadequately","","","","","1"
"Yes","2012","direct migration background","higher education","","","","","1"
"Yes","2012","indirect migration background","in school","","","","","1"
"No","2013","indirect migration background","general elemantary","117","1","1","1","2"
"No","2013","indirect migration background","middle vocational","306","0.99794851625618","0.992887158783828","1.00300987372853","2"
"No","2013","indirect migration background","vocational + Abi","37","1","1","1","2"
"No","2013","indirect migration background","higher vocational","30","1","1","1","2"
"No","2013","indirect migration background","inadequately","13","","","","2"
"No","2013","indirect migration background","higher education","114","1","1","1","2"
"No","2013","direct migration background","middle vocational","632","0.990041129141595","0.982324081134838","0.997758177148352","2"
"No","2013","direct migration background","vocational + Abi","189","1","1","1","2"
"No","2013","direct migration background","higher vocational","71","0.993091055312127","0.973958092128227","1.01222401849603","2"
"No","2013","direct migration background","higher education","353","0.994550056466282","0.986891564890167","1.0022085480424","2"
"No","2013","indirect migration background","in school","53","1","1","1","2"
"No","2013","no migration background","higher vocational","1224","0.994581368152088","0.990480422189021","0.998682314115156","2"
"No","2013","no migration background","higher education","4004","0.998121288363035","0.996780834764691","0.999461741961379","2"
"No","2013","direct migration background","in school","11","","","","2"
"No","2013","direct migration background","inadequately","66","0.941462886321533","0.885251027853931","0.997674744789136","2"
"No","2013","direct migration background","general elemantary","335","0.99025992627026","0.979774433020729","1.00074541951979","2"
"No","2013","no migration background","in school","196","1","1","1","2"
"No","2013","no migration background","inadequately","114","0.986926996830227","0.966166900298567","1.00768709336189","2"
"No","2013","no migration background","general elemantary","1395","0.98444667522571","0.977992534042018","0.990900816409403","2"
"No","2013","no migration background","middle vocational","8489","0.99721071632053","0.996090582072527","0.998330850568534","2"
"No","2013","no migration background","vocational + Abi","877","1","1","1","2"
"Yes","2013","indirect migration background","middle vocational","1","","","","1"
"Yes","2013","indirect migration background","vocational + Abi","","","","","1"
"Yes","2013","indirect migration background","higher vocational","","","","","1"
"Yes","2013","indirect migration background","higher education","","","","","1"
"Yes","2013","indirect migration background","general elemantary","","","","","1"
"Yes","2013","no migration background","in school","","","","","1"
"Yes","2013","no migration background","inadequately","1","","","","1"
"Yes","2013","no migration background","general elemantary","17","","","","1"
"Yes","2013","no migration background","middle vocational","27","","","","1"
"Yes","2013","direct migration background","higher vocational","1","","","","1"
"Yes","2013","direct migration background","higher education","2","","","","1"
"Yes","2013","indirect migration background","in school","","","","","1"
"Yes","2013","indirect migration background","inadequately","","","","","1"
"Yes","2013","no migration background","vocational + Abi","","","","","1"
"Yes","2013","no migration background","higher vocational","7","","","","1"
"Yes","2013","no migration background","higher education","5","","","","1"
"Yes","2013","direct migration background","in school","","","","","1"
"Yes","2013","direct migration background","inadequately","1","","","","1"
"Yes","2013","direct migration background","general elemantary","2","","","","1"
"Yes","2013","direct migration background","middle vocational","4","","","","1"
"Yes","2013","direct migration background","vocational + Abi","","","","","1"
"No","2014","direct migration background","higher education","","","","","2"
"No","2014","direct migration background","higher vocational","","","","","2"
"No","2014","indirect migration background","in school","","","","","2"
"No","2014","indirect migration background","inadequately","","","","","2"
"No","2014","indirect migration background","general elemantary","","","","","2"
"No","2014","no migration background","higher vocational","","","","","2"
"No","2014","no migration background","higher education","","","","","2"
"No","2014","indirect migration background","middle vocational","","","","","2"
"No","2014","indirect migration background","vocational + Abi","","","","","2"
"No","2014","indirect migration background","higher vocational","","","","","2"
"No","2014","direct migration background","in school","","","","","2"
"No","2014","indirect migration background","higher education","","","","","2"
"No","2014","direct migration background","inadequately","","","","","2"
"No","2014","direct migration background","general elemantary","","","","","2"
"No","2014","direct migration background","middle vocational","","","","","2"
"No","2014","direct migration background","vocational + Abi","","","","","2"
"No","2014","no migration background","in school","","","","","2"
"No","2014","no migration background","inadequately","","","","","2"
"No","2014","no migration background","general elemantary","","","","","2"
"No","2014","no migration background","middle vocational","","","","","2"
"No","2014","no migration background","vocational + Abi","","","","","2"
"Yes","2014","indirect migration background","general elemantary","","","","","1"
"Yes","2014","indirect migration background","middle vocational","","","","","1"
"Yes","2014","indirect migration background","vocational + Abi","","","","","1"
"Yes","2014","indirect migration background","higher vocational","","","","","1"
"Yes","2014","indirect migration background","higher education","","","","","1"
"Yes","2014","direct migration background","general elemantary","","","","","1"
"Yes","2014","direct migration background","middle vocational","","","","","1"
"Yes","2014","direct migration background","vocational + Abi","","","","","1"
"Yes","2014","direct migration background","higher vocational","","","","","1"
"Yes","2014","no migration background","in school","","","","","1"
"Yes","2014","direct migration background","higher education","","","","","1"
"Yes","2014","no migration background","inadequately","","","","","1"
"Yes","2014","no migration background","general elemantary","","","","","1"
"Yes","2014","no migration background","middle vocational","","","","","1"
"Yes","2014","indirect migration background","in school","","","","","1"
"Yes","2014","indirect migration background","inadequately","","","","","1"
"Yes","2014","no migration background","vocational + Abi","","","","","1"
"Yes","2014","no migration background","higher vocational","","","","","1"
"Yes","2014","no migration background","higher education","","","","","1"
"Yes","2014","direct migration background","inadequately","","","","","1"
"Yes","2014","direct migration background","in school","","","","","1"
"No","2015","direct migration background","general elemantary","767","0.991041005293375","0.984385543716272","0.997696466870478","2"
"No","2015","direct migration background","middle vocational","1487","0.997985035844534","0.995707336382444","1.00026273530662","2"
"No","2015","direct migration background","vocational + Abi","620","1","1","1","2"
"No","2015","direct migration background","higher vocational","98","1","1","1","2"
"No","2015","direct migration background","higher education","976","0.998811438033869","0.996650941981606","1.00097193408613","2"
"No","2015","indirect migration background","in school","99","1","1","1","2"
"No","2015","indirect migration background","inadequately","36","1","1","1","2"
"No","2015","indirect migration background","general elemantary","308","1","1","1","2"
"No","2015","no migration background","higher vocational","1370","0.997444632520725","0.994777098575779","1.00011216646567","2"
"No","2015","no migration background","higher education","4652","0.997227456262769","0.995717915461114","0.998736997064423","2"
"No","2015","direct migration background","in school","34","1","1","1","2"
"No","2015","direct migration background","inadequately","212","0.973485970682446","0.952110241492877","0.994861699872016","2"
"No","2015","indirect migration background","middle vocational","661","0.999615229171051","0.998121277330097","1.00110918101201","2"
"No","2015","indirect migration background","vocational + Abi","113","1","1","1","2"
"No","2015","indirect migration background","higher vocational","58","1","1","1","2"
"No","2015","indirect migration background","higher education","255","1","1","1","2"
"No","2015","no migration background","vocational + Abi","1227","0.999484593284888","0.99821515381947","1.00075403275031","2"
"No","2015","no migration background","in school","219","1","1","1","2"
"No","2015","no migration background","inadequately","159","1","1","1","2"
"No","2015","no migration background","general elemantary","1594","0.982667816885235","0.976293037584851","0.989042596185618","2"
"No","2015","no migration background","middle vocational","9529","0.995710859383652","0.994400860550098","0.997020858217205","2"
"Yes","2015","indirect migration background","general elemantary","","","","","1"
"Yes","2015","indirect migration background","middle vocational","1","","","","1"
"Yes","2015","indirect migration background","vocational + Abi","","","","","1"
"Yes","2015","indirect migration background","higher vocational","","","","","1"
"Yes","2015","indirect migration background","higher education","","","","","1"
"Yes","2015","direct migration background","vocational + Abi","","","","","1"
"Yes","2015","direct migration background","higher vocational","","","","","1"
"Yes","2015","direct migration background","higher education","1","","","","1"
"Yes","2015","indirect migration background","in school","","","","","1"
"Yes","2015","indirect migration background","inadequately","","","","","1"
"Yes","2015","no migration background","higher education","9","","","","1"
"Yes","2015","direct migration background","in school","","","","","1"
"Yes","2015","direct migration background","inadequately","5","","","","1"
"Yes","2015","direct migration background","general elemantary","3","","","","1"
"Yes","2015","direct migration background","middle vocational","2","","","","1"
"Yes","2015","no migration background","in school","","","","","1"
"Yes","2015","no migration background","higher vocational","6","","","","1"
"Yes","2015","no migration background","inadequately","","","","","1"
"Yes","2015","no migration background","general elemantary","16","","","","1"
"Yes","2015","no migration background","middle vocational","31","0.00428914061634844","0.00297914178279503","0.00559913944990184","1"
"Yes","2015","no migration background","vocational + Abi","1","","","","1"
"No","2016","no migration background","higher education","","","","","2"
"No","2016","direct migration background","in school","","","","","2"
"No","2016","indirect migration background","higher vocational","","","","","2"
"No","2016","indirect migration background","higher education","","","","","2"
"No","2016","direct migration background","inadequately","","","","","2"
"No","2016","direct migration background","general elemantary","","","","","2"
"No","2016","direct migration background","middle vocational","","","","","2"
"No","2016","no migration background","higher vocational","","","","","2"
"No","2016","direct migration background","vocational + Abi","","","","","2"
"No","2016","direct migration background","higher vocational","","","","","2"
"No","2016","direct migration background","higher education","","","","","2"
"No","2016","indirect migration background","vocational + Abi","","","","","2"
"No","2016","indirect migration background","in school","","","","","2"
"No","2016","indirect migration background","inadequately","","","","","2"
"No","2016","indirect migration background","general elemantary","","","","","2"
"No","2016","indirect migration background","middle vocational","","","","","2"
"No","2016","no migration background","in school","","","","","2"
"No","2016","no migration background","inadequately","","","","","2"
"No","2016","no migration background","general elemantary","","","","","2"
"No","2016","no migration background","middle vocational","","","","","2"
"No","2016","no migration background","vocational + Abi","","","","","2"
"Yes","2016","indirect migration background","general elemantary","","","","","1"
"Yes","2016","indirect migration background","middle vocational","","","","","1"
"Yes","2016","indirect migration background","vocational + Abi","","","","","1"
"Yes","2016","indirect migration background","higher vocational","","","","","1"
"Yes","2016","indirect migration background","higher education","","","","","1"
"Yes","2016","direct migration background","vocational + Abi","","","","","1"
"Yes","2016","direct migration background","higher vocational","","","","","1"
"Yes","2016","direct migration background","higher education","","","","","1"
"Yes","2016","indirect migration background","in school","","","","","1"
"Yes","2016","indirect migration background","inadequately","","","","","1"
"Yes","2016","no migration background","middle vocational","","","","","1"
"Yes","2016","no migration background","vocational + Abi","","","","","1"
"Yes","2016","no migration background","higher vocational","","","","","1"
"Yes","2016","no migration background","higher education","","","","","1"
"Yes","2016","direct migration background","in school","","","","","1"
"Yes","2016","direct migration background","inadequately","","","","","1"
"Yes","2016","direct migration background","general elemantary","","","","","1"
"Yes","2016","no migration background","general elemantary","","","","","1"
"Yes","2016","direct migration background","middle vocational","","","","","1"
"Yes","2016","no migration background","in school","","","","","1"
"Yes","2016","no migration background","inadequately","","","","","1"
"No","2017","no migration background","middle vocational","9833","0.995211687358786","0.99384946335279","0.996573911364781","2"
"No","2017","no migration background","vocational + Abi","1442","1","1","1","2"
"No","2017","no migration background","higher vocational","1393","0.998219499052019","0.996007985978785","1.00043101212525","2"
"No","2017","no migration background","higher education","5069","0.998607037210552","0.997581121742153","0.999632952678952","2"
"No","2017","direct migration background","in school","34","1","1","1","2"
"No","2017","no migration background","general elemantary","1704","0.984144506831972","0.978239376784136","0.990049636879807","2"
"No","2017","indirect migration background","general elemantary","280","0.993554670850412","0.984198172052222","1.0029111696486","2"
"No","2017","indirect migration background","middle vocational","722","1","1","1","2"
"No","2017","indirect migration background","vocational + Abi","130","1","1","1","2"
"No","2017","indirect migration background","higher vocational","59","1","1","1","2"
"No","2017","indirect migration background","higher education","284","1","1","1","2"
"No","2017","direct migration background","inadequately","246","0.977848471743243","0.959568056981555","0.99612888650493","2"
"No","2017","direct migration background","general elemantary","765","0.99959006128366","0.998156540019912","1.00102358254741","2"
"No","2017","direct migration background","middle vocational","1547","0.996024812705432","0.992892276360477","0.999157349050386","2"
"No","2017","no migration background","in school","290","1","1","1","2"
"No","2017","no migration background","inadequately","168","0.991348572181509","0.977386115916778","1.00531102844624","2"
"No","2017","indirect migration background","inadequately","39","1","1","1","2"
"No","2017","direct migration background","vocational + Abi","654","1","1","1","2"
"No","2017","direct migration background","higher vocational","91","1","1","1","2"
"No","2017","direct migration background","higher education","1192","0.999070934951935","0.997342117681076","1.00079975222279","2"
"No","2017","indirect migration background","in school","87","0.998746308951076","0.991353157360336","1.00613946054182","2"
"Yes","2017","indirect migration background","general elemantary","1","","","","1"
"Yes","2017","indirect migration background","middle vocational","","","","","1"
"Yes","2017","indirect migration background","vocational + Abi","","","","","1"
"Yes","2017","indirect migration background","higher vocational","","","","","1"
"Yes","2017","indirect migration background","higher education","","","","","1"
"Yes","2017","direct migration background","vocational + Abi","","","","","1"
"Yes","2017","no migration background","in school","","","","","1"
"Yes","2017","no migration background","inadequately","1","","","","1"
"Yes","2017","no migration background","general elemantary","15","","","","1"
"Yes","2017","no migration background","middle vocational","32","0.00478831264121456","0.00342608863521939","0.00615053664720972","1"
"Yes","2017","direct migration background","higher vocational","","","","","1"
"Yes","2017","direct migration background","higher education","1","","","","1"
"Yes","2017","indirect migration background","in school","1","","","","1"
"Yes","2017","no migration background","vocational + Abi","","","","","1"
"Yes","2017","no migration background","higher vocational","3","","","","1"
"Yes","2017","indirect migration background","inadequately","","","","","1"
"Yes","2017","no migration background","higher education","8","","","","1"
"Yes","2017","direct migration background","in school","","","","","1"
"Yes","2017","direct migration background","general elemantary","1","","","","1"
"Yes","2017","direct migration background","middle vocational","3","","","","1"
"Yes","2017","direct migration background","inadequately","3","","","","1"
"No","2018","no migration background","in school","","","","","2"
"No","2018","no migration background","inadequately","","","","","2"
"No","2018","no migration background","general elemantary","","","","","2"
"No","2018","no migration background","middle vocational","","","","","2"
"No","2018","no migration background","vocational + Abi","","","","","2"
"No","2018","no migration background","higher vocational","","","","","2"
"No","2018","no migration background","higher education","","","","","2"
"No","2018","direct migration background","in school","","","","","2"
"No","2018","direct migration background","higher vocational","","","","","2"
"No","2018","direct migration background","higher education","","","","","2"
"No","2018","indirect migration background","in school","","","","","2"
"No","2018","indirect migration background","inadequately","","","","","2"
"No","2018","indirect migration background","general elemantary","","","","","2"
"No","2018","indirect migration background","middle vocational","","","","","2"
"No","2018","indirect migration background","vocational + Abi","","","","","2"
"No","2018","indirect migration background","higher vocational","","","","","2"
"No","2018","indirect migration background","higher education","","","","","2"
"No","2018","direct migration background","inadequately","","","","","2"
"No","2018","direct migration background","general elemantary","","","","","2"
"No","2018","direct migration background","middle vocational","","","","","2"
"No","2018","direct migration background","vocational + Abi","","","","","2"
"Yes","2018","indirect migration background","general elemantary","","","","","1"
"Yes","2018","indirect migration background","middle vocational","","","","","1"
"Yes","2018","indirect migration background","vocational + Abi","","","","","1"
"Yes","2018","indirect migration background","higher vocational","","","","","1"
"Yes","2018","indirect migration background","higher education","","","","","1"
"Yes","2018","direct migration background","vocational + Abi","","","","","1"
"Yes","2018","direct migration background","higher vocational","","","","","1"
"Yes","2018","direct migration background","higher education","","","","","1"
"Yes","2018","indirect migration background","in school","","","","","1"
"Yes","2018","indirect migration background","inadequately","","","","","1"
"Yes","2018","no migration background","higher education","","","","","1"
"Yes","2018","direct migration background","in school","","","","","1"
"Yes","2018","no migration background","in school","","","","","1"
"Yes","2018","direct migration background","inadequately","","","","","1"
"Yes","2018","no migration background","inadequately","","","","","1"
"Yes","2018","direct migration background","general elemantary","","","","","1"
"Yes","2018","direct migration background","middle vocational","","","","","1"
"Yes","2018","no migration background","middle vocational","","","","","1"
"Yes","2018","no migration background","vocational + Abi","","","","","1"
"Yes","2018","no migration background","general elemantary","","","","","1"
"Yes","2018","no migration background","higher vocational","","","","","1"
"No","2019","no migration background","in school","204","1","1","1","2"
"No","2019","no migration background","inadequately","146","0.978353257656295","0.954907657458859","1.00179885785373","2"
"No","2019","no migration background","general elemantary","1583","0.994351452885377","0.990666563322086","0.998036342448669","2"
"No","2019","no migration background","middle vocational","9201","0.996084902542316","0.994811186486341","0.997358618598291","2"
"No","2019","no migration background","vocational + Abi","1505","0.998189813451998","0.996045088005817","1.00033453889818","2"
"No","2019","no migration background","higher vocational","1514","0.993246813901891","0.989133601955019","0.997360025848762","2"
"No","2019","no migration background","higher education","5598","0.996424451686261","0.994863500246612","0.997985403125909","2"
"No","2019","direct migration background","in school","45","1","1","1","2"
"No","2019","direct migration background","inadequately","202","0.994786130481884","0.984903377342477","1.00466888362129","2"
"No","2019","direct migration background","general elemantary","590","0.988275522743179","0.979619056648961","0.996931988837397","2"
"No","2019","direct migration background","middle vocational","1231","0.998710249906149","0.996707793598575","1.00071270621372","2"
"No","2019","direct migration background","vocational + Abi","521","0.999181307834143","0.996727755605251","1.00163486006304","2"
"No","2019","direct migration background","higher vocational","74","1","1","1","2"
"No","2019","direct migration background","higher education","1068","0.999809337383082","0.998981679973529","1.00063699479263","2"
"No","2019","indirect migration background","in school","82","1","1","1","2"
"No","2019","indirect migration background","inadequately","39","1","1","1","2"
"No","2019","indirect migration background","general elemantary","239","1","1","1","2"
"No","2019","indirect migration background","middle vocational","668","1","1","1","2"
"No","2019","indirect migration background","vocational + Abi","142","1","1","1","2"
"No","2019","indirect migration background","higher vocational","74","0.997455617175716","0.986054288197661","1.00885694615377","2"
"No","2019","indirect migration background","higher education","336","0.99740589622615","0.991975109110812","1.00283668334149","2"
"Yes","2019","indirect migration background","higher vocational","1","","","","1"
"Yes","2019","indirect migration background","higher education","1","","","","1"
"Yes","2019","indirect migration background","general elemantary","","","","","1"
"Yes","2019","indirect migration background","middle vocational","","","","","1"
"Yes","2019","indirect migration background","vocational + Abi","","","","","1"
"Yes","2019","indirect migration background","in school","","","","","1"
"Yes","2019","indirect migration background","inadequately","","","","","1"
"Yes","2019","direct migration background","vocational + Abi","1","","","","1"
"Yes","2019","direct migration background","higher vocational","","","","","1"
"Yes","2019","direct migration background","higher education","1","","","","1"
"Yes","2019","no migration background","higher education","19","","","","1"
"Yes","2019","direct migration background","general elemantary","4","","","","1"
"Yes","2019","direct migration background","middle vocational","3","","","","1"
"Yes","2019","no migration background","in school","","","","","1"
"Yes","2019","direct migration background","in school","","","","","1"
"Yes","2019","direct migration background","inadequately","2","","","","1"
"Yes","2019","no migration background","vocational + Abi","4","","","","1"
"Yes","2019","no migration background","middle vocational","33","0.0039150974576838","0.00264138140170856","0.00518881351365903","1"
"Yes","2019","no migration background","inadequately","2","","","","1"
"Yes","2019","no migration background","general elemantary","6","","","","1"
"Yes","2019","no migration background","higher vocational","9","","","","1"
