"ple0020","year","e11102","education","n","percent","lower_confidence","upper_confidence"
"Yes","2016","Not Employed","college entrance qualification","","","",""
"Yes","2016","Not Employed","Other degree","","","",""
"Yes","2016","Not Employed","no degree/no degree yet","","","",""
"Yes","2016","Employed","lower secondary degree","","","",""
"Yes","2016","Employed","secondary school degree","","","",""
"Yes","2016","Employed","college entrance qualification","","","",""
"Yes","2016","Employed","Other degree","","","",""
"Yes","2016","Employed","no degree/no degree yet","","","",""
"Yes","2017","Not Employed","lower secondary degree","33","1","1","1"
"Yes","2017","Not Employed","secondary school degree","10","","",""
"Yes","2017","Not Employed","college entrance qualification","6","","",""
"Yes","2017","Not Employed","Other degree","5","","",""
"Yes","2017","Not Employed","no degree/no degree yet","4","","",""
"Yes","2017","Employed","lower secondary degree","3","","",""
"Yes","2017","Employed","secondary school degree","6","","",""
"Yes","2017","Employed","college entrance qualification","2","","",""
"Yes","2017","Employed","Other degree","","","",""
"Yes","2017","Employed","no degree/no degree yet","","","",""
"Yes","2018","Not Employed","lower secondary degree","","","",""
"Yes","2018","Not Employed","secondary school degree","","","",""
"Yes","2018","Not Employed","college entrance qualification","","","",""
"Yes","2018","Not Employed","Other degree","","","",""
"Yes","2018","Not Employed","no degree/no degree yet","","","",""
"Yes","2018","Employed","lower secondary degree","","","",""
"Yes","2018","Employed","secondary school degree","","","",""
"Yes","2018","Employed","college entrance qualification","","","",""
"Yes","2018","Employed","Other degree","","","",""
"Yes","2018","Employed","no degree/no degree yet","","","",""
"Yes","2019","Not Employed","lower secondary degree","37","1","1","1"
"Yes","2019","Not Employed","secondary school degree","14","","",""
"Yes","2019","Not Employed","college entrance qualification","12","","",""
"Yes","2019","Not Employed","Other degree","6","","",""
"Yes","2019","Not Employed","no degree/no degree yet","3","","",""
"Yes","2019","Employed","lower secondary degree","2","","",""
"Yes","2019","Employed","secondary school degree","3","","",""
"Yes","2019","Employed","college entrance qualification","6","","",""
"Yes","2019","Employed","Other degree","3","","",""
"Yes","2019","Employed","no degree/no degree yet","","","",""
