"ple0020","year","pgisced97","regtyp","n","percent","lower_confidence","upper_confidence","value"
"Yes","2010","inadequately","Urban Area","","","","","1"
"Yes","2010","inadequately","Rural Area","","","","","1"
"Yes","2010","general elemantary","Urban Area","","","","","1"
"Yes","2010","general elemantary","Rural Area","","","","","1"
"Yes","2010","middle vocational","Urban Area","","","","","1"
"Yes","2010","middle vocational","Rural Area","","","","","1"
"Yes","2010","vocational + Abi","Urban Area","","","","","1"
"Yes","2010","vocational + Abi","Rural Area","","","","","1"
"Yes","2010","higher vocational","Urban Area","","","","","1"
"Yes","2010","higher vocational","Rural Area","","","","","1"
"Yes","2010","higher education","Urban Area","","","","","1"
"Yes","2010","higher education","Rural Area","","","","","1"
"No","2011","in school","Urban Area","236","1","1","1","2"
"No","2011","general elemantary","Urban Area","1417","0.976658302422569","0.968849068841368","0.98446753600377","2"
"No","2011","vocational + Abi","Urban Area","888","1","1","1","2"
"No","2011","in school","Rural Area","77","1","1","1","2"
"No","2011","general elemantary","Rural Area","743","0.990681657198567","0.983814522387219","0.997548792009916","2"
"No","2011","vocational + Abi","Rural Area","321","1","1","1","2"
"No","2011","inadequately","Urban Area","166","0.987899794424742","0.971317574247655","1.00448201460183","2"
"No","2011","inadequately","Rural Area","66","1","1","1","2"
"No","2011","middle vocational","Urban Area","6500","0.997744811088212","0.996592882871318","0.998896739305107","2"
"No","2011","middle vocational","Rural Area","4024","0.995940504284956","0.99397835120982","0.997902657360091","2"
"No","2011","higher vocational","Urban Area","876","1","1","1","2"
"No","2011","higher vocational","Rural Area","576","0.997595126717303","0.993602052060976","1.00158820137363","2"
"No","2011","higher education","Urban Area","3252","0.997794484060123","0.996183906808674","0.999405061311572","2"
"No","2011","higher education","Rural Area","1340","0.99952274308069","0.998353765561883","1.0006917205995","2"
"Yes","2011","in school","Urban Area","","","","","1"
"Yes","2011","in school","Rural Area","","","","","1"
"Yes","2011","inadequately","Urban Area","1","","","","1"
"Yes","2011","inadequately","Rural Area","","","","","1"
"Yes","2011","general elemantary","Urban Area","19","","","","1"
"Yes","2011","general elemantary","Rural Area","9","","","","1"
"Yes","2011","middle vocational","Urban Area","14","","","","1"
"Yes","2011","middle vocational","Rural Area","10","","","","1"
"Yes","2011","vocational + Abi","Urban Area","","","","","1"
"Yes","2011","vocational + Abi","Rural Area","","","","","1"
"Yes","2011","higher vocational","Urban Area","","","","","1"
"Yes","2011","higher vocational","Rural Area","2","","","","1"
"Yes","2011","higher education","Urban Area","7","","","","1"
"Yes","2011","higher education","Rural Area","1","","","","1"
"No","2012","in school","Urban Area","","","","","2"
"No","2012","in school","Rural Area","","","","","2"
"No","2012","general elemantary","Urban Area","","","","","2"
"No","2012","general elemantary","Rural Area","","","","","2"
"No","2012","vocational + Abi","Urban Area","","","","","2"
"No","2012","vocational + Abi","Rural Area","","","","","2"
"No","2012","higher vocational","Urban Area","","","","","2"
"No","2012","higher vocational","Rural Area","","","","","2"
"No","2012","higher education","Urban Area","","","","","2"
"No","2012","higher education","Rural Area","","","","","2"
"No","2012","inadequately","Urban Area","","","","","2"
"No","2012","inadequately","Rural Area","","","","","2"
"No","2012","middle vocational","Urban Area","","","","","2"
"No","2012","middle vocational","Rural Area","","","","","2"
"Yes","2012","higher vocational","Urban Area","","","","","1"
"Yes","2012","higher vocational","Rural Area","","","","","1"
"Yes","2012","in school","Urban Area","","","","","1"
"Yes","2012","in school","Rural Area","","","","","1"
"Yes","2012","inadequately","Urban Area","","","","","1"
"Yes","2012","inadequately","Rural Area","","","","","1"
"Yes","2012","general elemantary","Urban Area","","","","","1"
"Yes","2012","general elemantary","Rural Area","","","","","1"
"Yes","2012","middle vocational","Urban Area","","","","","1"
"Yes","2012","middle vocational","Rural Area","","","","","1"
"Yes","2012","vocational + Abi","Urban Area","","","","","1"
"Yes","2012","vocational + Abi","Rural Area","","","","","1"
"Yes","2012","higher education","Urban Area","","","","","1"
"Yes","2012","higher education","Rural Area","","","","","1"
"No","2013","in school","Urban Area","185","1","1","1","2"
"No","2013","in school","Rural Area","75","1","1","1","2"
"No","2013","general elemantary","Urban Area","1223","0.982085392576762","0.974696726454377","0.989474058699147","2"
"No","2013","general elemantary","Rural Area","624","0.993831312747795","0.987707512960573","0.999955112535017","2"
"No","2013","vocational + Abi","Urban Area","804","1","1","1","2"
"No","2013","vocational + Abi","Rural Area","299","1","1","1","2"
"No","2013","higher vocational","Urban Area","797","0.996829710160915","0.992934211416907","1.00072520890492","2"
"No","2013","higher vocational","Rural Area","528","0.990479431459502","0.982235418626785","0.998723444292219","2"
"No","2013","higher education","Urban Area","3187","0.997576513549604","0.995870784461817","0.999282242637391","2"
"No","2013","higher education","Rural Area","1284","0.998661839901543","0.99666386111742","1.00065981868567","2"
"No","2013","inadequately","Urban Area","128","0.971509483321165","0.942799897931694","1.00021906871064","2"
"No","2013","inadequately","Rural Area","65","0.972656309811617","0.93331177726094","1.01200084236229","2"
"No","2013","middle vocational","Urban Area","5724","0.996347170669007","0.994787311763156","0.997907029574858","2"
"No","2013","middle vocational","Rural Area","3703","0.997393387858352","0.99575333794445","0.999033437772253","2"
"Yes","2013","higher vocational","Urban Area","3","","","","1"
"Yes","2013","higher vocational","Rural Area","5","","","","1"
"Yes","2013","in school","Urban Area","","","","","1"
"Yes","2013","in school","Rural Area","","","","","1"
"Yes","2013","inadequately","Urban Area","1","","","","1"
"Yes","2013","inadequately","Rural Area","1","","","","1"
"Yes","2013","general elemantary","Urban Area","15","","","","1"
"Yes","2013","general elemantary","Rural Area","4","","","","1"
"Yes","2013","middle vocational","Urban Area","22","","","","1"
"Yes","2013","middle vocational","Rural Area","10","","","","1"
"Yes","2013","vocational + Abi","Urban Area","","","","","1"
"Yes","2013","vocational + Abi","Rural Area","","","","","1"
"Yes","2013","higher education","Urban Area","5","","","","1"
"Yes","2013","higher education","Rural Area","2","","","","1"
"No","2014","in school","Urban Area","","","","","2"
"No","2014","in school","Rural Area","","","","","2"
"No","2014","general elemantary","Urban Area","","","","","2"
"No","2014","general elemantary","Rural Area","","","","","2"
"No","2014","inadequately","Urban Area","","","","","2"
"No","2014","inadequately","Rural Area","","","","","2"
"No","2014","middle vocational","Urban Area","","","","","2"
"No","2014","middle vocational","Rural Area","","","","","2"
"No","2014","vocational + Abi","Urban Area","","","","","2"
"No","2014","vocational + Abi","Rural Area","","","","","2"
"No","2014","higher vocational","Urban Area","","","","","2"
"No","2014","higher vocational","Rural Area","","","","","2"
"No","2014","higher education","Urban Area","","","","","2"
"No","2014","higher education","Rural Area","","","","","2"
"Yes","2014","in school","Urban Area","","","","","1"
"Yes","2014","in school","Rural Area","","","","","1"
"Yes","2014","inadequately","Urban Area","","","","","1"
"Yes","2014","inadequately","Rural Area","","","","","1"
"Yes","2014","general elemantary","Urban Area","","","","","1"
"Yes","2014","general elemantary","Rural Area","","","","","1"
"Yes","2014","middle vocational","Urban Area","","","","","1"
"Yes","2014","middle vocational","Rural Area","","","","","1"
"Yes","2014","higher vocational","Urban Area","","","","","1"
"Yes","2014","higher vocational","Rural Area","","","","","1"
"Yes","2014","vocational + Abi","Urban Area","","","","","1"
"Yes","2014","vocational + Abi","Rural Area","","","","","1"
"Yes","2014","higher education","Urban Area","","","","","1"
"Yes","2014","higher education","Rural Area","","","","","1"
"No","2015","in school","Urban Area","233","1","1","1","2"
"No","2015","in school","Rural Area","119","1","1","1","2"
"No","2015","general elemantary","Urban Area","1774","0.988497766559103","0.983552538796949","0.993442994321258","2"
"No","2015","general elemantary","Rural Area","895","0.980801426822186","0.971846339120333","0.98975651452404","2"
"No","2015","middle vocational","Urban Area","7081","0.996141706185939","0.994700174277708","0.997583238094169","2"
"No","2015","middle vocational","Rural Area","4596","0.996017042889033","0.994198086343408","0.997835999434658","2"
"No","2015","vocational + Abi","Urban Area","1431","0.9995217791727","0.998389412820308","1.00065414552509","2"
"No","2015","vocational + Abi","Rural Area","529","1","1","1","2"
"No","2015","higher vocational","Urban Area","924","0.997762102741332","0.994720224696457","1.00080398078621","2"
"No","2015","higher vocational","Rural Area","602","0.997501822213074","0.993524059029881","1.00147958539627","2"
"No","2015","higher education","Urban Area","4253","0.997594171905163","0.996123036867139","0.999065306943188","2"
"No","2015","higher education","Rural Area","1630","0.997401916245459","0.994932941364759","0.999870891126159","2"
"No","2015","inadequately","Urban Area","280","0.988015142775977","0.975337073924338","1.00069321162762","2"
"No","2015","inadequately","Rural Area","127","0.987190670289713","0.967785522295587","1.00659581828384","2"
"Yes","2015","middle vocational","Urban Area","24","","","","1"
"Yes","2015","middle vocational","Rural Area","10","","","","1"
"Yes","2015","higher vocational","Urban Area","3","","","","1"
"Yes","2015","higher vocational","Rural Area","3","","","","1"
"Yes","2015","in school","Urban Area","","","","","1"
"Yes","2015","in school","Rural Area","","","","","1"
"Yes","2015","inadequately","Urban Area","3","","","","1"
"Yes","2015","inadequately","Rural Area","2","","","","1"
"Yes","2015","general elemantary","Urban Area","12","","","","1"
"Yes","2015","general elemantary","Rural Area","7","","","","1"
"Yes","2015","vocational + Abi","Urban Area","1","","","","1"
"Yes","2015","vocational + Abi","Rural Area","","","","","1"
"Yes","2015","higher education","Urban Area","7","","","","1"
"Yes","2015","higher education","Rural Area","3","","","","1"
"No","2016","in school","Urban Area","","","","","2"
"No","2016","in school","Rural Area","","","","","2"
"No","2016","general elemantary","Urban Area","","","","","2"
"No","2016","general elemantary","Rural Area","","","","","2"
"No","2016","middle vocational","Urban Area","","","","","2"
"No","2016","middle vocational","Rural Area","","","","","2"
"No","2016","vocational + Abi","Urban Area","","","","","2"
"No","2016","vocational + Abi","Rural Area","","","","","2"
"No","2016","higher vocational","Urban Area","","","","","2"
"No","2016","higher vocational","Rural Area","","","","","2"
"No","2016","higher education","Urban Area","","","","","2"
"No","2016","higher education","Rural Area","","","","","2"
"No","2016","inadequately","Urban Area","","","","","2"
"No","2016","inadequately","Rural Area","","","","","2"
"Yes","2016","middle vocational","Urban Area","","","","","1"
"Yes","2016","middle vocational","Rural Area","","","","","1"
"Yes","2016","higher vocational","Urban Area","","","","","1"
"Yes","2016","higher vocational","Rural Area","","","","","1"
"Yes","2016","in school","Urban Area","","","","","1"
"Yes","2016","in school","Rural Area","","","","","1"
"Yes","2016","inadequately","Urban Area","","","","","1"
"Yes","2016","inadequately","Rural Area","","","","","1"
"Yes","2016","general elemantary","Urban Area","","","","","1"
"Yes","2016","general elemantary","Rural Area","","","","","1"
"Yes","2016","vocational + Abi","Urban Area","","","","","1"
"Yes","2016","vocational + Abi","Rural Area","","","","","1"
"Yes","2016","higher education","Urban Area","","","","","1"
"Yes","2016","higher education","Rural Area","","","","","1"
"No","2017","in school","Urban Area","292","0.999699687679356","0.997715715243427","1.00168366011528","2"
"No","2017","in school","Rural Area","119","1","1","1","2"
"No","2017","inadequately","Urban Area","319","0.984305012769848","0.970729211030365","0.997880814509332","2"
"No","2017","inadequately","Rural Area","134","0.985929174909783","0.966060731299428","1.00579761852014","2"
"No","2017","general elemantary","Urban Area","1738","0.990393939616967","0.985825355125303","0.994962524108632","2"
"No","2017","general elemantary","Rural Area","1011","0.985547595895604","0.978205434625349","0.992889757165859","2"
"No","2017","middle vocational","Urban Area","7242","0.995198455272038","0.993608900058837","0.99678801048524","2"
"No","2017","middle vocational","Rural Area","4860","0.996154538424454","0.994416609351987","0.997892467496922","2"
"No","2017","vocational + Abi","Urban Area","1606","1","1","1","2"
"No","2017","vocational + Abi","Rural Area","620","1","1","1","2"
"No","2017","higher vocational","Urban Area","903","0.997651183526854","0.994497357705711","1.000805009348","2"
"No","2017","higher vocational","Rural Area","640","0.999691183326746","0.998330984558227","1.00105138209526","2"
"No","2017","higher education","Urban Area","4708","0.999087506272567","0.998225580216107","0.999949432329026","2"
"No","2017","higher education","Rural Area","1837","0.997668119586741","0.995464252677428","0.999871986496054","2"
"Yes","2017","in school","Urban Area","1","","","","1"
"Yes","2017","in school","Rural Area","","","","","1"
"Yes","2017","inadequately","Urban Area","3","","","","1"
"Yes","2017","inadequately","Rural Area","1","","","","1"
"Yes","2017","middle vocational","Urban Area","23","","","","1"
"Yes","2017","middle vocational","Rural Area","12","","","","1"
"Yes","2017","higher vocational","Urban Area","2","","","","1"
"Yes","2017","higher vocational","Rural Area","1","","","","1"
"Yes","2017","general elemantary","Urban Area","13","","","","1"
"Yes","2017","vocational + Abi","Urban Area","","","","","1"
"Yes","2017","higher education","Urban Area","6","","","","1"
"Yes","2017","general elemantary","Rural Area","4","","","","1"
"Yes","2017","vocational + Abi","Rural Area","","","","","1"
"Yes","2017","higher education","Rural Area","3","","","","1"
"No","2018","in school","Urban Area","","","","","2"
"No","2018","in school","Rural Area","","","","","2"
"No","2018","inadequately","Urban Area","","","","","2"
"No","2018","inadequately","Rural Area","","","","","2"
"No","2018","general elemantary","Urban Area","","","","","2"
"No","2018","general elemantary","Rural Area","","","","","2"
"No","2018","middle vocational","Urban Area","","","","","2"
"No","2018","middle vocational","Rural Area","","","","","2"
"No","2018","vocational + Abi","Urban Area","","","","","2"
"No","2018","vocational + Abi","Rural Area","","","","","2"
"No","2018","higher vocational","Urban Area","","","","","2"
"No","2018","higher vocational","Rural Area","","","","","2"
"No","2018","higher education","Urban Area","","","","","2"
"No","2018","higher education","Rural Area","","","","","2"
"Yes","2018","inadequately","Urban Area","","","","","1"
"Yes","2018","inadequately","Rural Area","","","","","1"
"Yes","2018","middle vocational","Urban Area","","","","","1"
"Yes","2018","middle vocational","Rural Area","","","","","1"
"Yes","2018","higher vocational","Urban Area","","","","","1"
"Yes","2018","higher vocational","Rural Area","","","","","1"
"Yes","2018","in school","Urban Area","","","","","1"
"Yes","2018","in school","Rural Area","","","","","1"
"Yes","2018","general elemantary","Urban Area","","","","","1"
"Yes","2018","general elemantary","Rural Area","","","","","1"
"Yes","2018","vocational + Abi","Urban Area","","","","","1"
"Yes","2018","vocational + Abi","Rural Area","","","","","1"
"Yes","2018","higher education","Urban Area","","","","","1"
"Yes","2018","higher education","Rural Area","","","","","1"
"No","2019","in school","Urban Area","236","1","1","1","2"
"No","2019","in school","Rural Area","85","1","1","1","2"
"No","2019","inadequately","Urban Area","261","0.995784473067696","0.987954165411571","1.00361478072382","2"
"No","2019","inadequately","Rural Area","108","0.96931690469501","0.93708884003089","1.00154496935913","2"
"No","2019","general elemantary","Urban Area","1408","0.992680450373175","0.988240650660966","0.997120250085384","2"
"No","2019","general elemantary","Rural Area","909","0.993976006866072","0.988951203315506","0.999000810416637","2"
"No","2019","middle vocational","Urban Area","6230","0.995871113337586","0.994281500395381","0.997460726279791","2"
"No","2019","middle vocational","Rural Area","4315","0.997531267852459","0.996052995198434","0.999009540506485","2"
"No","2019","vocational + Abi","Urban Area","1441","0.999599273719824","0.998566626918987","1.00063192052066","2"
"No","2019","vocational + Abi","Rural Area","597","0.995077678210574","0.989477704879798","1.00067765154135","2"
"No","2019","higher vocational","Urban Area","905","0.994927624218012","0.990314550897947","0.999540697538076","2"
"No","2019","higher vocational","Rural Area","690","0.991411555472602","0.984546364835441","0.998276746109764","2"
"No","2019","higher education","Urban Area","4484","0.997394744618956","0.99590455363474","0.998884935603173","2"
"No","2019","higher education","Rural Area","1902","0.996574873964535","0.993954046857348","0.999195701071723","2"
"Yes","2019","inadequately","Urban Area","2","","","","1"
"Yes","2019","inadequately","Rural Area","2","","","","1"
"Yes","2019","middle vocational","Urban Area","21","","","","1"
"Yes","2019","middle vocational","Rural Area","14","","","","1"
"Yes","2019","higher vocational","Urban Area","6","","","","1"
"Yes","2019","higher vocational","Rural Area","4","","","","1"
"Yes","2019","in school","Urban Area","","","","","1"
"Yes","2019","general elemantary","Urban Area","8","","","","1"
"Yes","2019","vocational + Abi","Urban Area","2","","","","1"
"Yes","2019","higher education","Urban Area","11","","","","1"
"Yes","2019","higher education","Rural Area","7","","","","1"
"Yes","2019","in school","Rural Area","","","","","1"
"Yes","2019","general elemantary","Rural Area","2","","","","1"
"Yes","2019","vocational + Abi","Rural Area","3","","","","1"
