"ple0020","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"Yes","2011","Rhineland-Palatinate,Saarland","no migration background","2","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2011","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2011","Baden-Württemberg","no migration background","6","","",""
"Yes","2011","Baden-Württemberg","direct migration background","1","","",""
"Yes","2011","Baden-Württemberg","indirect migration background","","","",""
"Yes","2011","Bavaria","no migration background","10","","",""
"Yes","2011","Bavaria","direct migration background","3","","",""
"Yes","2011","Bavaria","indirect migration background","","","",""
"Yes","2011","Berlin","no migration background","2","","",""
"Yes","2011","Berlin","direct migration background","","","",""
"Yes","2011","Berlin","indirect migration background","","","",""
"Yes","2011","Brandenburg","no migration background","4","","",""
"Yes","2011","Brandenburg","direct migration background","","","",""
"Yes","2011","Brandenburg","indirect migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","no migration background","1","","",""
"Yes","2011","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2011","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2011","Saxony","no migration background","4","","",""
"Yes","2011","Saxony","direct migration background","1","","",""
"Yes","2011","Saxony","indirect migration background","","","",""
"Yes","2011","Saxony-Anhalt","no migration background","2","","",""
"Yes","2011","Saxony-Anhalt","direct migration background","","","",""
"Yes","2011","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2011","Thuringia","no migration background","1","","",""
"Yes","2011","Thuringia","direct migration background","","","",""
"Yes","2011","Thuringia","indirect migration background","","","",""
"No","2011","Schleswig-Holstein","no migration background","573","0.994579018644418","0.988577339524938","1.0005806977639"
"No","2011","Schleswig-Holstein","direct migration background","64","1","1","1"
"No","2011","Schleswig-Holstein","indirect migration background","14","","",""
"No","2011","Hamburg","no migration background","279","1","1","1"
"No","2011","Hamburg","direct migration background","21","","",""
"No","2011","Hamburg","indirect migration background","15","","",""
"No","2011","Lower Saxony","no migration background","1690","0.9975045193542","0.995128631556776","0.999880407151624"
"No","2011","Lower Saxony","direct migration background","172","1","1","1"
"No","2011","Lower Saxony","indirect migration background","54","1","1","1"
"No","2011","Bremen","no migration background","105","0.992675340980801","0.97644257673597","1.00890810522563"
"No","2011","Bremen","direct migration background","18","","",""
"No","2011","Bremen","indirect migration background","3","","",""
"No","2011","North Rhine-Westphalia","no migration background","3357","0.994946031340874","0.992551893368722","0.997340169313025"
"No","2011","North Rhine-Westphalia","direct migration background","562","0.996147948372227","0.991035646254785","1.00126025048967"
"No","2011","North Rhine-Westphalia","indirect migration background","221","1","1","1"
"No","2011","Hesse","no migration background","1149","0.99666940095729","0.993342356604729","0.999996445309851"
"No","2011","Hesse","direct migration background","190","0.970202691119778","0.946152571788999","0.994252810450557"
"No","2011","Hesse","indirect migration background","73","1","1","1"
"No","2011","Rhineland-Palatinate,Saarland","no migration background","993","0.99817718156588","0.995526777583465","1.00082758554829"
"No","2011","Rhineland-Palatinate,Saarland","direct migration background","154","1","1","1"
"No","2011","Rhineland-Palatinate,Saarland","indirect migration background","63","1","1","1"
"No","2011","Baden-Württemberg","no migration background","1957","0.994030268313534","0.990622538517291","0.997437998109778"
"No","2011","Baden-Württemberg","direct migration background","375","0.994481897698635","0.986994214116681","1.00196958128059"
"No","2011","Baden-Württemberg","indirect migration background","160","1","1","1"
"No","2011","Bavaria","no migration background","2738","0.993888366910656","0.990974382880677","0.996802350940635"
"No","2011","Bavaria","direct migration background","319","0.994035823568577","0.985625815464794","1.00244583167236"
"No","2011","Bavaria","indirect migration background","131","1","1","1"
"No","2011","Berlin","no migration background","704","0.997519411979934","0.993850107598842","1.00118871636102"
"No","2011","Berlin","direct migration background","52","1","1","1"
"No","2011","Berlin","indirect migration background","25","","",""
"No","2011","Brandenburg","no migration background","854","0.993706030841883","0.988414324747679","0.998997736936087"
"No","2011","Brandenburg","direct migration background","22","","",""
"No","2011","Brandenburg","indirect migration background","9","","",""
"No","2011","Mecklenburg-Western Pomerania","no migration background","511","0.998453133441719","0.995049025067707","1.00185724181573"
"No","2011","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"No","2011","Mecklenburg-Western Pomerania","indirect migration background","1","","",""
"No","2011","Saxony","no migration background","1367","0.996472566946553","0.993334288839247","0.999610845053859"
"No","2011","Saxony","direct migration background","25","","",""
"No","2011","Saxony","indirect migration background","13","","",""
"No","2011","Saxony-Anhalt","no migration background","842","0.998970220490563","0.996806379907852","1.00113406107328"
"No","2011","Saxony-Anhalt","direct migration background","17","","",""
"No","2011","Saxony-Anhalt","indirect migration background","9","","",""
"No","2011","Thuringia","no migration background","867","0.999755073810943","0.998714069208899","1.00079607841299"
"No","2011","Thuringia","direct migration background","14","","",""
"No","2011","Thuringia","indirect migration background","8","","",""
"Yes","2012","Schleswig-Holstein","no migration background","","","",""
"Yes","2012","Schleswig-Holstein","direct migration background","","","",""
"Yes","2012","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2012","Hamburg","no migration background","","","",""
"Yes","2012","Hamburg","direct migration background","","","",""
"Yes","2012","Hamburg","indirect migration background","","","",""
"Yes","2012","Lower Saxony","no migration background","","","",""
"Yes","2012","Lower Saxony","direct migration background","","","",""
"Yes","2012","Lower Saxony","indirect migration background","","","",""
"Yes","2012","Bremen","no migration background","","","",""
"Yes","2012","Bremen","direct migration background","","","",""
"Yes","2012","Bremen","indirect migration background","","","",""
"Yes","2012","North Rhine-Westphalia","no migration background","","","",""
"Yes","2012","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2012","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2012","Hesse","no migration background","","","",""
"Yes","2012","Hesse","direct migration background","","","",""
"Yes","2012","Hesse","indirect migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"Yes","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2012","Baden-Württemberg","no migration background","","","",""
"Yes","2012","Baden-Württemberg","direct migration background","","","",""
"Yes","2012","Baden-Württemberg","indirect migration background","","","",""
"Yes","2012","Bavaria","no migration background","","","",""
"Yes","2012","Bavaria","direct migration background","","","",""
"Yes","2012","Bavaria","indirect migration background","","","",""
"Yes","2012","Berlin","no migration background","","","",""
"Yes","2012","Berlin","direct migration background","","","",""
"Yes","2012","Berlin","indirect migration background","","","",""
"Yes","2012","Brandenburg","no migration background","","","",""
"Yes","2012","Brandenburg","direct migration background","","","",""
"Yes","2012","Brandenburg","indirect migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2012","Saxony","no migration background","","","",""
"Yes","2012","Saxony","direct migration background","","","",""
"Yes","2012","Saxony","indirect migration background","","","",""
"Yes","2012","Saxony-Anhalt","no migration background","","","",""
"Yes","2012","Saxony-Anhalt","direct migration background","","","",""
"Yes","2012","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2012","Thuringia","no migration background","","","",""
"Yes","2012","Thuringia","direct migration background","","","",""
"Yes","2012","Thuringia","indirect migration background","","","",""
"No","2012","Schleswig-Holstein","no migration background","","","",""
"No","2012","Schleswig-Holstein","direct migration background","","","",""
"No","2012","Schleswig-Holstein","indirect migration background","","","",""
"No","2012","Hamburg","no migration background","","","",""
"No","2012","Hamburg","direct migration background","","","",""
"No","2012","Hamburg","indirect migration background","","","",""
"No","2012","Lower Saxony","no migration background","","","",""
"No","2012","Lower Saxony","direct migration background","","","",""
"No","2012","Lower Saxony","indirect migration background","","","",""
"No","2012","Bremen","no migration background","","","",""
"No","2012","Bremen","direct migration background","","","",""
"No","2012","Bremen","indirect migration background","","","",""
"No","2012","North Rhine-Westphalia","no migration background","","","",""
"No","2012","North Rhine-Westphalia","direct migration background","","","",""
"No","2012","North Rhine-Westphalia","indirect migration background","","","",""
"No","2012","Hesse","no migration background","","","",""
"No","2012","Hesse","direct migration background","","","",""
"No","2012","Hesse","indirect migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","no migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","direct migration background","","","",""
"No","2012","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"No","2012","Baden-Württemberg","no migration background","","","",""
"No","2012","Baden-Württemberg","direct migration background","","","",""
"No","2012","Baden-Württemberg","indirect migration background","","","",""
"No","2012","Bavaria","no migration background","","","",""
"No","2012","Bavaria","direct migration background","","","",""
"No","2012","Bavaria","indirect migration background","","","",""
"No","2012","Berlin","no migration background","","","",""
"No","2012","Berlin","direct migration background","","","",""
"No","2012","Berlin","indirect migration background","","","",""
"No","2012","Brandenburg","no migration background","","","",""
"No","2012","Brandenburg","direct migration background","","","",""
"No","2012","Brandenburg","indirect migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","no migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","direct migration background","","","",""
"No","2012","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"No","2012","Saxony","no migration background","","","",""
"No","2012","Saxony","direct migration background","","","",""
"No","2012","Saxony","indirect migration background","","","",""
"No","2012","Saxony-Anhalt","no migration background","","","",""
"No","2012","Saxony-Anhalt","direct migration background","","","",""
"No","2012","Saxony-Anhalt","indirect migration background","","","",""
"No","2012","Thuringia","no migration background","","","",""
"No","2012","Thuringia","direct migration background","","","",""
"No","2012","Thuringia","indirect migration background","","","",""
"Yes","2013","Schleswig-Holstein","no migration background","","","",""
"Yes","2013","Schleswig-Holstein","direct migration background","","","",""
"Yes","2013","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2013","Hamburg","no migration background","","","",""
"Yes","2013","Hamburg","direct migration background","","","",""
"Yes","2013","Hamburg","indirect migration background","","","",""
"Yes","2013","Lower Saxony","no migration background","3","","",""
"Yes","2013","Lower Saxony","direct migration background","1","","",""
"Yes","2013","Lower Saxony","indirect migration background","","","",""
"Yes","2013","Bremen","no migration background","","","",""
"Yes","2013","Bremen","direct migration background","","","",""
"Yes","2013","Bremen","indirect migration background","","","",""
"Yes","2013","North Rhine-Westphalia","no migration background","11","","",""
"Yes","2013","North Rhine-Westphalia","direct migration background","1","","",""
"Yes","2013","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2013","Hesse","no migration background","4","","",""
"Yes","2013","Hesse","direct migration background","1","","",""
"Yes","2013","Hesse","indirect migration background","","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","no migration background","5","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","direct migration background","1","","",""
"Yes","2013","Rhineland-Palatinate,Saarland","indirect migration background","","","",""
"Yes","2013","Baden-Württemberg","no migration background","3","","",""
"Yes","2013","Baden-Württemberg","direct migration background","","","",""
"Yes","2013","Baden-Württemberg","indirect migration background","","","",""
"Yes","2013","Bavaria","no migration background","9","","",""
"Yes","2013","Bavaria","direct migration background","4","","",""
"Yes","2013","Bavaria","indirect migration background","","","",""
"Yes","2013","Berlin","no migration background","4","","",""
"Yes","2013","Berlin","direct migration background","","","",""
"Yes","2013","Berlin","indirect migration background","","","",""
"Yes","2013","Brandenburg","no migration background","3","","",""
"Yes","2013","Brandenburg","direct migration background","","","",""
"Yes","2013","Brandenburg","indirect migration background","1","","",""
"Yes","2013","Mecklenburg-Western Pomerania","no migration background","2","","",""
"Yes","2013","Mecklenburg-Western Pomerania","direct migration background","","","",""
"Yes","2013","Mecklenburg-Western Pomerania","indirect migration background","","","",""
"Yes","2013","Saxony","no migration background","8","","",""
"Yes","2013","Saxony","direct migration background","1","","",""
"Yes","2013","Saxony","indirect migration background","","","",""
"Yes","2013","Saxony-Anhalt","no migration background","3","","",""
"Yes","2013","Saxony-Anhalt","direct migration background","","","",""
"Yes","2013","Saxony-Anhalt","indirect migration background","","","",""
"Yes","2013","Thuringia","no migration background","2","","",""
"Yes","2013","Thuringia","direct migration background","1","","",""
"Yes","2013","Thuringia","indirect migration background","","","",""
"No","2013","Schleswig-Holstein","no migration background","533","1","1","1"
"No","2013","Schleswig-Holstein","direct migration background","51","1","1","1"
"No","2013","Schleswig-Holstein","indirect migration background","9","","",""
"No","2013","Hamburg","no migration background","271","1","1","1"
"No","2013","Hamburg","direct migration background","24","","",""
"No","2013","Hamburg","indirect migration background","17","","",""
"No","2013","Lower Saxony","no migration background","1590","0.99597990884101","0.992872606998045","0.999087210683974"
"No","2013","Lower Saxony","direct migration background","140","0.992688322365544","0.978626114641884","1.0067505300892"
"No","2013","Lower Saxony","indirect migration background","50","1","1","1"
"No","2013","Bremen","no migration background","97","1","1","1"
"No","2013","Bremen","direct migration background","20","","",""
"No","2013","Bremen","indirect migration background","3","","",""
"No","2013","North Rhine-Westphalia","no migration background","3091","0.995903882822967","0.993656266936684","0.998151498709251"
"No","2013","North Rhine-Westphalia","direct migration background","447","0.998988789085586","0.996045653529226","1.00193192464195"
"No","2013","North Rhine-Westphalia","indirect migration background","185","1","1","1"
"No","2013","Hesse","no migration background","1060","0.993992624475455","0.989349490145278","0.998635758805632"
"No","2013","Hesse","direct migration background","166","0.988206032352266","0.971832455151389","1.00457960955314"
"No","2013","Hesse","indirect migration background","64","1","1","1"
"No","2013","Rhineland-Palatinate,Saarland","no migration background","906","0.995380088449221","0.990976566073647","0.999783610824795"
"No","2013","Rhineland-Palatinate,Saarland","direct migration background","130","0.989830066992793","0.97264893358221","1.00701120040338"
"No","2013","Rhineland-Palatinate,Saarland","indirect migration background","61","1","1","1"
"No","2013","Baden-Württemberg","no migration background","1716","0.997558649112713","0.995225757972867","0.999891540252559"
"No","2013","Baden-Württemberg","direct migration background","292","1","1","1"
"No","2013","Baden-Württemberg","indirect migration background","126","1","1","1"
"No","2013","Bavaria","no migration background","2520","0.996951526457133","0.994802944557426","0.99910010835684"
"No","2013","Bavaria","direct migration background","296","0.964773573456882","0.943912605407622","0.985634541506143"
"No","2013","Bavaria","indirect migration background","136","1","1","1"
"No","2013","Berlin","no migration background","693","0.994540930938422","0.989070742000053","1.00001111987679"
"No","2013","Berlin","direct migration background","48","1","1","1"
"No","2013","Berlin","indirect migration background","27","","",""
"No","2013","Brandenburg","no migration background","759","0.995087691675051","0.990123550870359","1.00005183247974"
"No","2013","Brandenburg","direct migration background","18","","",""
"No","2013","Brandenburg","indirect migration background","6","","",""
"No","2013","Mecklenburg-Western Pomerania","no migration background","441","0.992292936122786","0.984149444442417","1.00043642780316"
"No","2013","Mecklenburg-Western Pomerania","direct migration background","6","","",""
"No","2013","Mecklenburg-Western Pomerania","indirect migration background","6","","",""
"No","2013","Saxony","no migration background","1296","0.993063632697253","0.988558953422926","0.99756831197158"
"No","2013","Saxony","direct migration background","26","","",""
"No","2013","Saxony","indirect migration background","11","","",""
"No","2013","Saxony-Anhalt","no migration background","743","0.996649059720634","0.992502068156587","1.00079605128468"
"No","2013","Saxony-Anhalt","direct migration background","12","","",""
"No","2013","Saxony-Anhalt","indirect migration background","6","","",""
"No","2013","Thuringia","no migration background","786","0.997605040176073","0.994192219919767","1.00101786043238"
"No","2013","Thuringia","direct migration background","10","","",""
"No","2013","Thuringia","indirect migration background","8","","",""
"Yes","2014","Schleswig-Holstein","no migration background","","","",""
"Yes","2014","Schleswig-Holstein","direct migration background","","","",""
"Yes","2014","Schleswig-Holstein","indirect migration background","","","",""
"Yes","2014","Hamburg","no migration background","","","",""
"Yes","2014","Hamburg","direct migration background","","","",""
"Yes","2014","Hamburg","indirect migration background","","","",""
"Yes","2014","Lower Saxony","no migration background","","","",""
"Yes","2014","Lower Saxony","direct migration background","","","",""
"Yes","2014","Lower Saxony","indirect migration background","","","",""
"Yes","2014","Bremen","no migration background","","","",""
"Yes","2014","Bremen","direct migration background","","","",""
"Yes","2014","Bremen","indirect migration background","","","",""
"Yes","2014","North Rhine-Westphalia","no migration background","","","",""
"Yes","2014","North Rhine-Westphalia","direct migration background","","","",""
"Yes","2014","North Rhine-Westphalia","indirect migration background","","","",""
"Yes","2014","Hesse","no migration background","","","",""
"Yes","2014","Hesse","direct migration background","","","",""
"Yes","2014","Hesse","indirect migration background","","","",""
"Yes","2014","Rhineland-Palatinate,Saarland","no migration background","","","",""
