"ple0020","year","age_gr","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"No","2010","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2010","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2010","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2010","35-65 y.","1-pers.-HH","","","","","2"
"No","2010","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2010","35-65 y.","Single parent ","","","","","2"
"No","2010","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes","2010","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2010","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","16-34 y.","Single parent ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2010","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2010","35-65 y.","Single parent ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2010","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2010","66 and older","1-pers.-HH","","","","","1"
"Yes","2010","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2010","66 and older","Single parent ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2010","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2011","16-34 y.","1-pers.-HH","638","1","1","1","2"
"No","2011","35-65 y.","Couple + C. GT 16 ","1922","0.998022767648974","0.996038355842007","1.00000717945594","2"
"No","2011","35-65 y.","Couple + C. LE and GT 16","846","1","1","1","2"
"No","2011","66 and older","1-pers.-HH","1419","0.977459799654131","0.969806609467649","0.985112989840613","2"
"No","2011","66 and older","(Married) couple without C. ","3338","0.993764576694598","0.991102120493914","0.996427032895281","2"
"No","2011","66 and older","Single parent ","80","0.989513757387119","0.967330442158723","1.01169707261551","2"
"No","2011","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2011","66 and older","Couple + C. GT 16 ","203","0.997219469385016","0.989993564803416","1.00444537396661","2"
"No","2011","66 and older","Couple + C. LE and GT 16","1","","","","2"
"No","2011","16-34 y.","(Married) couple without C. ","835","1","1","1","2"
"No","2011","16-34 y.","Single parent ","449","1","1","1","2"
"No","2011","16-34 y.","Couple + C. LE 16 ","809","1","1","1","2"
"No","2011","16-34 y.","Couple + C. GT 16 ","1072","1","1","1","2"
"No","2011","16-34 y.","Couple + C. LE and GT 16","386","0.992868333984111","0.984484668589086","1.00125199937914","2"
"No","2011","35-65 y.","1-pers.-HH","1489","0.997969199016163","0.995684118429767","1.00025427960256","2"
"No","2011","35-65 y.","(Married) couple without C. ","3950","0.999590138446363","0.998959080564368","1.00022119632836","2"
"No","2011","35-65 y.","Single parent ","644","1","1","1","2"
"No","2011","35-65 y.","Couple + C. LE 16 ","2301","1","1","1","2"
"Yes","2011","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2011","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2011","16-34 y.","Single parent ","","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2011","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2011","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"Yes","2011","35-65 y.","1-pers.-HH","2","","","","1"
"Yes","2011","35-65 y.","(Married) couple without C. ","2","","","","1"
"Yes","2011","35-65 y.","Single parent ","","","","","1"
"Yes","2011","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2011","35-65 y.","Couple + C. GT 16 ","3","","","","1"
"Yes","2011","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2011","66 and older","1-pers.-HH","26","","","","1"
"Yes","2011","66 and older","(Married) couple without C. ","20","","","","1"
"Yes","2011","66 and older","Single parent ","1","","","","1"
"Yes","2011","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2011","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2011","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2012","16-34 y.","1-pers.-HH","","","","","2"
"No","2012","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2012","16-34 y.","Single parent ","","","","","2"
"No","2012","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2012","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","66 and older","1-pers.-HH","","","","","2"
"No","2012","66 and older","(Married) couple without C. ","","","","","2"
"No","2012","66 and older","Single parent ","","","","","2"
"No","2012","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2012","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2012","66 and older","Couple + C. LE and GT 16","","","","","2"
"No","2012","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2012","35-65 y.","1-pers.-HH","","","","","2"
"No","2012","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2012","35-65 y.","Single parent ","","","","","2"
"No","2012","35-65 y.","Couple + C. LE 16 ","","","","","2"
"Yes","2012","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2012","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","16-34 y.","Single parent ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2012","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2012","35-65 y.","Single parent ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2012","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2012","66 and older","1-pers.-HH","","","","","1"
"Yes","2012","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2012","66 and older","Single parent ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2012","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2013","16-34 y.","1-pers.-HH","610","0.998246860433517","0.9949297898868","1.00156393098023","2"
"No","2013","16-34 y.","(Married) couple without C. ","735","1","1","1","2"
"No","2013","16-34 y.","Single parent ","402","1","1","1","2"
"No","2013","16-34 y.","Couple + C. LE 16 ","703","1","1","1","2"
"No","2013","16-34 y.","Couple + C. GT 16 ","842","1","1","1","2"
"No","2013","16-34 y.","Couple + C. LE and GT 16","303","1","1","1","2"
"No","2013","35-65 y.","1-pers.-HH","1464","0.999701581268746","0.998817122671053","1.00058603986644","2"
"No","2013","35-65 y.","(Married) couple without C. ","3609","0.996301978059141","0.994324124888651","0.998279831229632","2"
"No","2013","35-65 y.","Single parent ","648","1","1","1","2"
"No","2013","35-65 y.","Couple + C. LE 16 ","2060","0.999323342120573","0.998200686169897","1.00044599807125","2"
"No","2013","35-65 y.","Couple + C. GT 16 ","1640","0.998710445677586","0.996974111086239","1.00044678026893","2"
"No","2013","35-65 y.","Couple + C. LE and GT 16","639","1","1","1","2"
"No","2013","66 and older","1-pers.-HH","1378","0.987214331318544","0.981322947239536","0.993105715397551","2"
"No","2013","66 and older","(Married) couple without C. ","3271","0.989585127442755","0.986122441400307","0.993047813485202","2"
"No","2013","66 and older","Single parent ","63","0.947144809280813","0.893165398813788","1.00112421974784","2"
"No","2013","66 and older","Couple + C. LE 16 ","9","","","","2"
"No","2013","66 and older","Couple + C. GT 16 ","151","1","1","1","2"
"No","2013","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2013","16-34 y.","1-pers.-HH","1","","","","1"
"Yes","2013","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2013","16-34 y.","Single parent ","","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2013","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2013","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","35-65 y.","1-pers.-HH","1","","","","1"
"Yes","2013","35-65 y.","(Married) couple without C. ","9","","","","1"
"Yes","2013","35-65 y.","Single parent ","","","","","1"
"Yes","2013","35-65 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2013","35-65 y.","Couple + C. GT 16 ","1","","","","1"
"Yes","2013","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2013","66 and older","1-pers.-HH","19","","","","1"
"Yes","2013","66 and older","(Married) couple without C. ","31","0.0104148725572452","0.00695218651479772","0.0138775585996927","1"
"Yes","2013","66 and older","Single parent ","3","","","","1"
"Yes","2013","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2013","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2013","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2014","16-34 y.","1-pers.-HH","","","","","2"
"No","2014","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2014","16-34 y.","Single parent ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","35-65 y.","1-pers.-HH","","","","","2"
"No","2014","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2014","35-65 y.","Single parent ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2014","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2014","66 and older","1-pers.-HH","","","","","2"
"No","2014","66 and older","(Married) couple without C. ","","","","","2"
"No","2014","66 and older","Single parent ","","","","","2"
"No","2014","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2014","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2014","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2014","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2014","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","16-34 y.","Single parent ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2014","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2014","35-65 y.","Single parent ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2014","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2014","66 and older","1-pers.-HH","","","","","1"
"Yes","2014","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2014","66 and older","Single parent ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2014","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2015","16-34 y.","1-pers.-HH","669","0.999929700209131","0.999294848284919","1.00056455213334","2"
"No","2015","16-34 y.","(Married) couple without C. ","852","1","1","1","2"
"No","2015","16-34 y.","Single parent ","807","0.999369576658843","0.997638877371092","1.00110027594659","2"
"No","2015","16-34 y.","Couple + C. LE 16 ","1477","0.999766483325242","0.998987516236033","1.00054545041445","2"
"No","2015","16-34 y.","Couple + C. GT 16 ","958","1","1","1","2"
"No","2015","16-34 y.","Couple + C. LE and GT 16","716","1","1","1","2"
"No","2015","35-65 y.","1-pers.-HH","1462","0.993651244454965","0.989584090879508","0.997718398030421","2"
"No","2015","35-65 y.","(Married) couple without C. ","3456","0.999787064037299","0.999300682965262","1.00027344510934","2"
"No","2015","35-65 y.","Single parent ","1443","0.993511184166934","0.989374208849883","0.997648159483986","2"
"No","2015","35-65 y.","Couple + C. LE 16 ","4593","0.99974273424446","0.999279081110131","1.00020638737879","2"
"No","2015","35-65 y.","Couple + C. GT 16 ","1748","0.99940756649313","0.998267200363932","1.00054793262233","2"
"No","2015","35-65 y.","Couple + C. LE and GT 16","1439","1","1","1","2"
"No","2015","66 and older","1-pers.-HH","1372","0.987062218291949","0.981115025265646","0.993009411318251","2"
"No","2015","66 and older","(Married) couple without C. ","3158","0.988335165464896","0.984610904996815","0.992059425932976","2"
"No","2015","66 and older","Single parent ","74","0.968066743862834","0.928275115476998","1.00785837224867","2"
"No","2015","66 and older","Couple + C. LE 16 ","10","","","","2"
"No","2015","66 and older","Couple + C. GT 16 ","197","1","1","1","2"
"No","2015","66 and older","Couple + C. LE and GT 16","3","","","","2"
"Yes","2015","16-34 y.","1-pers.-HH","1","","","","1"
"Yes","2015","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2015","16-34 y.","Single parent ","1","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2015","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2015","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2015","35-65 y.","1-pers.-HH","3","","","","1"
"Yes","2015","35-65 y.","(Married) couple without C. ","1","","","","1"
"Yes","2015","35-65 y.","Single parent ","4","","","","1"
"Yes","2015","35-65 y.","Couple + C. LE 16 ","3","","","","1"
"Yes","2015","35-65 y.","Couple + C. GT 16 ","1","","","","1"
"Yes","2015","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2015","66 and older","1-pers.-HH","15","","","","1"
"Yes","2015","66 and older","(Married) couple without C. ","35","0.0116648345351046","0.00794057406702424","0.0153890950031849","1"
"Yes","2015","66 and older","Single parent ","1","","","","1"
"Yes","2015","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2015","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2015","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2016","16-34 y.","1-pers.-HH","","","","","2"
"No","2016","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2016","16-34 y.","Single parent ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","35-65 y.","1-pers.-HH","","","","","2"
"No","2016","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2016","35-65 y.","Single parent ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2016","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2016","66 and older","1-pers.-HH","","","","","2"
"No","2016","66 and older","(Married) couple without C. ","","","","","2"
"No","2016","66 and older","Single parent ","","","","","2"
"No","2016","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2016","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2016","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2016","35-65 y.","Single parent ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","66 and older","1-pers.-HH","","","","","1"
"Yes","2016","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2016","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","16-34 y.","Single parent ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2016","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2016","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2016","35-65 y.","(Married) couple without C. ","","","","","1"
"Yes","2016","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2016","66 and older","Single parent ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2016","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2017","16-34 y.","1-pers.-HH","865","0.99966409409114","0.998443629979007","1.00088455820327","2"
"No","2017","16-34 y.","(Married) couple without C. ","1083","1","1","1","2"
"No","2017","16-34 y.","Single parent ","816","0.999885796492759","0.999153052978406","1.00061854000711","2"
"No","2017","16-34 y.","Couple + C. LE 16 ","1333","0.998420344479995","0.996289223611133","1.00055146534886","2"
"No","2017","16-34 y.","Couple + C. GT 16 ","1098","1","1","1","2"
"No","2017","16-34 y.","Couple + C. LE and GT 16","708","0.995695506934767","0.99087659207416","1.00051442179538","2"
"No","2017","35-65 y.","1-pers.-HH","1700","0.995765432567632","0.992684981035705","0.998845884099559","2"
"No","2017","35-65 y.","(Married) couple without C. ","3901","0.999796880121472","0.999349804572962","1.00024395566998","2"
"No","2017","35-65 y.","Single parent ","1353","0.997846292495744","0.995378870505684","1.0003137144858","2"
"No","2017","35-65 y.","Couple + C. LE 16 ","4615","0.999942152332641","0.999722747820522","1.00016155684476","2"
"No","2017","35-65 y.","Couple + C. GT 16 ","1968","0.999593380981233","0.998702887462687","1.00048387449978","2"
"No","2017","35-65 y.","Couple + C. LE and GT 16","1536","1","1","1","2"
"No","2017","66 and older","1-pers.-HH","1364","0.987665624448096","0.981840174020516","0.993491074875675","2"
"No","2017","66 and older","(Married) couple without C. ","3246","0.987825050889663","0.984067412028974","0.991582689750353","2"
"No","2017","66 and older","Single parent ","68","0.909016527116171","0.842122697239804","0.975910356992538","2"
"No","2017","66 and older","Couple + C. LE 16 ","7","","","","2"
"No","2017","66 and older","Couple + C. GT 16 ","203","1","1","1","2"
"No","2017","66 and older","Couple + C. LE and GT 16","2","","","","2"
"Yes","2017","35-65 y.","Single parent ","3","","","","1"
"Yes","2017","35-65 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2017","35-65 y.","Couple + C. GT 16 ","1","","","","1"
"Yes","2017","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2017","66 and older","1-pers.-HH","15","","","","1"
"Yes","2017","66 and older","(Married) couple without C. ","26","","","","1"
"Yes","2017","66 and older","Single parent ","3","","","","1"
"Yes","2017","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2017","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2017","16-34 y.","1-pers.-HH","1","","","","1"
"Yes","2017","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2017","16-34 y.","Single parent ","1","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2017","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2017","16-34 y.","Couple + C. LE and GT 16","1","","","","1"
"Yes","2017","35-65 y.","1-pers.-HH","7","","","","1"
"Yes","2017","35-65 y.","(Married) couple without C. ","2","","","","1"
"Yes","2017","66 and older","Couple + C. LE and GT 16","","","","","1"
"No","2018","16-34 y.","1-pers.-HH","","","","","2"
"No","2018","16-34 y.","(Married) couple without C. ","","","","","2"
"No","2018","16-34 y.","Single parent ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","16-34 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","35-65 y.","1-pers.-HH","","","","","2"
"No","2018","35-65 y.","(Married) couple without C. ","","","","","2"
"No","2018","35-65 y.","Single parent ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. GT 16 ","","","","","2"
"No","2018","35-65 y.","Couple + C. LE and GT 16","","","","","2"
"No","2018","66 and older","1-pers.-HH","","","","","2"
"No","2018","66 and older","(Married) couple without C. ","","","","","2"
"No","2018","66 and older","Single parent ","","","","","2"
"No","2018","66 and older","Couple + C. LE 16 ","","","","","2"
"No","2018","66 and older","Couple + C. GT 16 ","","","","","2"
"No","2018","66 and older","Couple + C. LE and GT 16","","","","","2"
"Yes","2018","35-65 y.","Single parent ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","35-65 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","66 and older","1-pers.-HH","","","","","1"
"Yes","2018","66 and older","Couple + C. GT 16 ","","","","","1"
"Yes","2018","16-34 y.","1-pers.-HH","","","","","1"
"Yes","2018","16-34 y.","(Married) couple without C. ","","","","","1"
"Yes","2018","16-34 y.","Single parent ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","(Married) couple without C. ","","","","","1"
"Yes","2018","66 and older","Single parent ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE 16 ","","","","","1"
"Yes","2018","66 and older","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","16-34 y.","Couple + C. GT 16 ","","","","","1"
"Yes","2018","16-34 y.","Couple + C. LE and GT 16","","","","","1"
"Yes","2018","35-65 y.","1-pers.-HH","","","","","1"
"Yes","2018","35-65 y.","(Married) couple without C. ","","","","","1"
"No","2019","16-34 y.","1-pers.-HH","858","0.99943162703702","0.997837786901933","1.00102546717211","2"
"No","2019","16-34 y.","(Married) couple without C. ","1002","0.998628047619052","0.996338484433995","1.00091761080411","2"
"No","2019","16-34 y.","Single parent ","739","1","1","1","2"
"No","2019","16-34 y.","Couple + C. LE 16 ","1014","0.999798107379997","0.998924067100879","1.00067214765911","2"
"No","2019","16-34 y.","Couple + C. GT 16 ","899","0.997606958148389","0.994416591641538","1.00079732465524","2"
"No","2019","16-34 y.","Couple + C. LE and GT 16","681","1","1","1","2"
"No","2019","35-65 y.","1-pers.-HH","1935","0.998763851814219","0.997199487572224","1.00032821605622","2"
"No","2019","35-65 y.","(Married) couple without C. ","4127","0.998985699521268","0.998015355340333","0.999956043702203","2"
"No","2019","35-65 y.","Single parent ","1250","0.998054637346585","0.995613886930056","1.00049538776311","2"
"No","2019","35-65 y.","Couple + C. LE 16 ","4176","0.999283120220377","0.998471831480419","1.00009440896034","2"
"No","2019","35-65 y.","Couple + C. GT 16 ","1875","0.998410364361596","0.996608576599645","1.00021215212355","2"
"No","2019","35-65 y.","Couple + C. LE and GT 16","1503","0.998954764861829","0.997321697553812","1.00058783216985","2"
"No","2019","66 and older","1-pers.-HH","1450","0.991359819600786","0.986618987070642","0.99610065213093","2"
"No","2019","66 and older","(Married) couple without C. ","3375","0.986079285182184","0.982150341116279","0.99000822924809","2"
"No","2019","66 and older","Single parent ","77","0.990114149336299","0.96815828968531","1.01207000898729","2"
"No","2019","66 and older","Couple + C. LE 16 ","8","","","","2"
"No","2019","66 and older","Couple + C. GT 16 ","198","0.990411888245461","0.976872594246701","1.00395118224422","2"
"No","2019","66 and older","Couple + C. LE and GT 16","4","","","","2"
"Yes","2019","35-65 y.","Single parent ","2","","","","1"
"Yes","2019","35-65 y.","Couple + C. LE 16 ","5","","","","1"
"Yes","2019","35-65 y.","Couple + C. GT 16 ","3","","","","1"
"Yes","2019","35-65 y.","Couple + C. LE and GT 16","1","","","","1"
"Yes","2019","66 and older","1-pers.-HH","14","","","","1"
"Yes","2019","16-34 y.","Couple + C. LE 16 ","1","","","","1"
"Yes","2019","66 and older","Couple + C. GT 16 ","1","","","","1"
"Yes","2019","35-65 y.","1-pers.-HH","3","","","","1"
"Yes","2019","16-34 y.","1-pers.-HH","1","","","","1"
"Yes","2019","16-34 y.","(Married) couple without C. ","2","","","","1"
"Yes","2019","16-34 y.","Single parent ","","","","","1"
"Yes","2019","16-34 y.","Couple + C. GT 16 ","2","","","","1"
