"ple0020","year","hgtyp1hh","pgisced97","n","percent","lower_confidence","upper_confidence"
"No","2009","Single parent ","middle vocational","480","0.998739127638531","0.995567828952282","1.00191042632478"
"No","2009","Single parent ","vocational + Abi","44","1","1","1"
"No","2009","Single parent ","higher vocational","35","1","1","1"
"No","2009","Single parent ","higher education","154","1","1","1"
"No","2009","Couple + C. LE 16 ","in school","","","",""
"No","2009","Couple + C. LE 16 ","inadequately","25","","",""
"No","2009","Couple + C. LE 16 ","general elemantary","181","1","1","1"
"No","2009","Couple + C. LE 16 ","middle vocational","1358","1","1","1"
"No","2009","Couple + C. LE 16 ","vocational + Abi","285","1","1","1"
"No","2009","Couple + C. LE 16 ","higher vocational","291","1","1","1"
"No","2009","Couple + C. LE 16 ","higher education","706","1","1","1"
"No","2009","Couple + C. GT 16 ","in school","139","1","1","1"
"No","2009","Couple + C. GT 16 ","inadequately","31","1","1","1"
"No","2009","Couple + C. GT 16 ","general elemantary","343","0.990252576199335","0.979870438501537","1.00063471389713"
"No","2009","Couple + C. GT 16 ","middle vocational","1587","1","1","1"
"No","2009","Couple + C. GT 16 ","vocational + Abi","141","1","1","1"
"No","2009","Couple + C. GT 16 ","higher vocational","207","0.994539188874647","0.984548061949103","1.00453031580019"
"No","2009","Couple + C. GT 16 ","higher education","583","1","1","1"
"No","2009","Couple + C. LE and GT 16","in school","119","1","1","1"
"No","2009","Couple + C. LE and GT 16","inadequately","10","","",""
"No","2009","Couple + C. LE and GT 16","general elemantary","137","1","1","1"
"No","2009","Couple + C. LE and GT 16","middle vocational","490","0.998633525288767","0.995366058250117","1.00190099232742"
"No","2009","Couple + C. LE and GT 16","vocational + Abi","69","1","1","1"
"No","2009","Couple + C. LE and GT 16","higher vocational","78","1","1","1"
"No","2009","Couple + C. LE and GT 16","higher education","209","1","1","1"
"Yes","2010","1-pers.-HH","in school","","","",""
"Yes","2010","1-pers.-HH","inadequately","","","",""
"Yes","2010","1-pers.-HH","general elemantary","","","",""
"Yes","2010","1-pers.-HH","middle vocational","","","",""
"Yes","2010","1-pers.-HH","vocational + Abi","","","",""
"Yes","2010","1-pers.-HH","higher vocational","","","",""
"Yes","2010","1-pers.-HH","higher education","","","",""
"Yes","2010","(Married) couple without C. ","in school","","","",""
"Yes","2010","(Married) couple without C. ","inadequately","","","",""
"Yes","2010","(Married) couple without C. ","general elemantary","","","",""
"Yes","2010","(Married) couple without C. ","middle vocational","","","",""
"Yes","2010","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2010","(Married) couple without C. ","higher vocational","","","",""
"Yes","2010","(Married) couple without C. ","higher education","","","",""
"Yes","2010","Single parent ","in school","","","",""
"Yes","2010","Single parent ","inadequately","","","",""
"Yes","2010","Single parent ","general elemantary","","","",""
"Yes","2010","Single parent ","middle vocational","","","",""
"Yes","2010","Single parent ","vocational + Abi","","","",""
"Yes","2010","Single parent ","higher vocational","","","",""
"Yes","2010","Single parent ","higher education","","","",""
"Yes","2010","Couple + C. LE 16 ","in school","","","",""
"Yes","2010","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2010","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2010","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2010","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2010","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2010","Couple + C. LE 16 ","higher education","","","",""
"Yes","2010","Couple + C. GT 16 ","in school","","","",""
"Yes","2010","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2010","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2010","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2010","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2010","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2010","Couple + C. GT 16 ","higher education","","","",""
"Yes","2010","Couple + C. LE and GT 16","in school","","","",""
"Yes","2010","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2010","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2010","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2010","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2010","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2010","Couple + C. LE and GT 16","higher education","","","",""
"No","2010","1-pers.-HH","in school","","","",""
"No","2010","1-pers.-HH","inadequately","","","",""
"No","2010","1-pers.-HH","general elemantary","","","",""
"No","2010","1-pers.-HH","middle vocational","","","",""
"No","2010","1-pers.-HH","vocational + Abi","","","",""
"No","2010","1-pers.-HH","higher vocational","","","",""
"No","2010","1-pers.-HH","higher education","","","",""
"No","2010","(Married) couple without C. ","in school","","","",""
"No","2010","(Married) couple without C. ","inadequately","","","",""
"No","2010","(Married) couple without C. ","general elemantary","","","",""
"No","2010","(Married) couple without C. ","middle vocational","","","",""
"No","2010","(Married) couple without C. ","vocational + Abi","","","",""
"No","2010","(Married) couple without C. ","higher vocational","","","",""
"No","2010","(Married) couple without C. ","higher education","","","",""
"No","2010","Single parent ","in school","","","",""
"No","2010","Single parent ","inadequately","","","",""
"No","2010","Single parent ","general elemantary","","","",""
"No","2010","Single parent ","middle vocational","","","",""
"No","2010","Single parent ","vocational + Abi","","","",""
"No","2010","Single parent ","higher vocational","","","",""
"No","2010","Single parent ","higher education","","","",""
"No","2010","Couple + C. LE 16 ","in school","","","",""
"No","2010","Couple + C. LE 16 ","inadequately","","","",""
"No","2010","Couple + C. LE 16 ","general elemantary","","","",""
"No","2010","Couple + C. LE 16 ","middle vocational","","","",""
"No","2010","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2010","Couple + C. LE 16 ","higher vocational","","","",""
"No","2010","Couple + C. LE 16 ","higher education","","","",""
"No","2010","Couple + C. GT 16 ","in school","","","",""
"No","2010","Couple + C. GT 16 ","inadequately","","","",""
"No","2010","Couple + C. GT 16 ","general elemantary","","","",""
"No","2010","Couple + C. GT 16 ","middle vocational","","","",""
"No","2010","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2010","Couple + C. GT 16 ","higher vocational","","","",""
"No","2010","Couple + C. GT 16 ","higher education","","","",""
"No","2010","Couple + C. LE and GT 16","in school","","","",""
"No","2010","Couple + C. LE and GT 16","inadequately","","","",""
"No","2010","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2010","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2010","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2010","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2010","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2011","1-pers.-HH","in school","","","",""
"Yes","2011","1-pers.-HH","inadequately","","","",""
"Yes","2011","1-pers.-HH","general elemantary","15","","",""
"Yes","2011","1-pers.-HH","middle vocational","10","","",""
"Yes","2011","1-pers.-HH","vocational + Abi","","","",""
"Yes","2011","1-pers.-HH","higher vocational","1","","",""
"Yes","2011","1-pers.-HH","higher education","2","","",""
"Yes","2011","(Married) couple without C. ","in school","","","",""
"Yes","2011","(Married) couple without C. ","inadequately","","","",""
"Yes","2011","(Married) couple without C. ","general elemantary","6","","",""
"Yes","2011","(Married) couple without C. ","middle vocational","10","","",""
"Yes","2011","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2011","(Married) couple without C. ","higher vocational","1","","",""
"Yes","2011","(Married) couple without C. ","higher education","5","","",""
"Yes","2011","Single parent ","in school","","","",""
"Yes","2011","Single parent ","inadequately","","","",""
"Yes","2011","Single parent ","general elemantary","1","","",""
"Yes","2011","Single parent ","middle vocational","","","",""
"Yes","2011","Single parent ","vocational + Abi","","","",""
"Yes","2011","Single parent ","higher vocational","","","",""
"Yes","2011","Single parent ","higher education","","","",""
"Yes","2011","Couple + C. LE 16 ","in school","","","",""
"Yes","2011","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2011","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2011","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2011","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2011","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2011","Couple + C. LE 16 ","higher education","","","",""
"Yes","2011","Couple + C. GT 16 ","in school","","","",""
"Yes","2011","Couple + C. GT 16 ","inadequately","1","","",""
"Yes","2011","Couple + C. GT 16 ","general elemantary","2","","",""
"Yes","2011","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2011","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2011","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2011","Couple + C. GT 16 ","higher education","1","","",""
"Yes","2011","Couple + C. LE and GT 16","in school","","","",""
"Yes","2011","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2011","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2011","Couple + C. LE and GT 16","middle vocational","1","","",""
"Yes","2011","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2011","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2011","Couple + C. LE and GT 16","higher education","","","",""
"No","2011","1-pers.-HH","in school","7","","",""
"No","2011","1-pers.-HH","inadequately","47","1","1","1"
"No","2011","1-pers.-HH","general elemantary","483","0.951086604497204","0.932143229430063","0.970029979564346"
"No","2011","1-pers.-HH","middle vocational","1817","0.995909299434586","0.992982536431106","0.998836062438065"
"No","2011","1-pers.-HH","vocational + Abi","203","1","1","1"
"No","2011","1-pers.-HH","higher vocational","209","0.998050444894274","0.99208445590323","1.00401643388532"
"No","2011","1-pers.-HH","higher education","746","0.998440732201048","0.995613126867107","1.00126833753499"
"No","2011","(Married) couple without C. ","in school","","","",""
"No","2011","(Married) couple without C. ","inadequately","70","1","1","1"
"No","2011","(Married) couple without C. ","general elemantary","701","0.994762305470155","0.989441613375562","1.00008299756475"
"No","2011","(Married) couple without C. ","middle vocational","4281","0.997290528398076","0.99573520042598","0.998845856370171"
"No","2011","(Married) couple without C. ","vocational + Abi","376","1","1","1"
"No","2011","(Married) couple without C. ","higher vocational","631","0.999135569610704","0.996844349697486","1.00142678952392"
"No","2011","(Married) couple without C. ","higher education","2029","0.997099861173693","0.994762900853808","0.999436821493578"
"No","2011","Single parent ","in school","50","1","1","1"
"No","2011","Single parent ","inadequately","30","1","1","1"
"No","2011","Single parent ","general elemantary","212","0.995212381561257","0.985942462546574","1.00448230057594"
"No","2011","Single parent ","middle vocational","548","1","1","1"
"No","2011","Single parent ","vocational + Abi","66","1","1","1"
"No","2011","Single parent ","higher vocational","40","1","1","1"
"No","2011","Single parent ","higher education","176","1","1","1"
"No","2011","Couple + C. LE 16 ","in school","","","",""
"No","2011","Couple + C. LE 16 ","inadequately","30","1","1","1"
"No","2011","Couple + C. LE 16 ","general elemantary","175","1","1","1"
"No","2011","Couple + C. LE 16 ","middle vocational","1511","1","1","1"
"No","2011","Couple + C. LE 16 ","vocational + Abi","293","1","1","1"
"No","2011","Couple + C. LE 16 ","higher vocational","269","1","1","1"
"No","2011","Couple + C. LE 16 ","higher education","819","1","1","1"
"No","2011","Couple + C. GT 16 ","in school","147","1","1","1"
"No","2011","Couple + C. GT 16 ","inadequately","32","0.941547533451979","0.861506319442058","1.0215887474619"
"No","2011","Couple + C. GT 16 ","general elemantary","326","0.997460703643888","0.992014225547333","1.00290718174044"
"No","2011","Couple + C. GT 16 ","middle vocational","1598","1","1","1"
"No","2011","Couple + C. GT 16 ","vocational + Abi","184","1","1","1"
"No","2011","Couple + C. GT 16 ","higher vocational","211","1","1","1"
"No","2011","Couple + C. GT 16 ","higher education","581","0.99888706914741","0.996178257018967","1.00159588127585"
"No","2011","Couple + C. LE and GT 16","in school","103","1","1","1"
"No","2011","Couple + C. LE and GT 16","inadequately","10","","",""
"No","2011","Couple + C. LE and GT 16","general elemantary","179","1","1","1"
"No","2011","Couple + C. LE and GT 16","middle vocational","560","0.99476264649191","0.988789786437187","1.00073550654663"
"No","2011","Couple + C. LE and GT 16","vocational + Abi","68","1","1","1"
"No","2011","Couple + C. LE and GT 16","higher vocational","75","1","1","1"
"No","2011","Couple + C. LE and GT 16","higher education","199","1","1","1"
"Yes","2012","1-pers.-HH","in school","","","",""
"Yes","2012","1-pers.-HH","inadequately","","","",""
"Yes","2012","1-pers.-HH","general elemantary","","","",""
"Yes","2012","1-pers.-HH","middle vocational","","","",""
"Yes","2012","1-pers.-HH","vocational + Abi","","","",""
"Yes","2012","1-pers.-HH","higher vocational","","","",""
"Yes","2012","1-pers.-HH","higher education","","","",""
"Yes","2012","(Married) couple without C. ","in school","","","",""
"Yes","2012","(Married) couple without C. ","inadequately","","","",""
"Yes","2012","(Married) couple without C. ","general elemantary","","","",""
"Yes","2012","(Married) couple without C. ","middle vocational","","","",""
"Yes","2012","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2012","(Married) couple without C. ","higher vocational","","","",""
"Yes","2012","(Married) couple without C. ","higher education","","","",""
"Yes","2012","Single parent ","in school","","","",""
"Yes","2012","Single parent ","inadequately","","","",""
"Yes","2012","Single parent ","general elemantary","","","",""
"Yes","2012","Single parent ","middle vocational","","","",""
"Yes","2012","Single parent ","vocational + Abi","","","",""
"Yes","2012","Single parent ","higher vocational","","","",""
"Yes","2012","Single parent ","higher education","","","",""
"Yes","2012","Couple + C. LE 16 ","in school","","","",""
"Yes","2012","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2012","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2012","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2012","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2012","Couple + C. LE 16 ","higher education","","","",""
"Yes","2012","Couple + C. GT 16 ","in school","","","",""
"Yes","2012","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2012","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2012","Couple + C. GT 16 ","middle vocational","","","",""
"Yes","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2012","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2012","Couple + C. GT 16 ","higher education","","","",""
"Yes","2012","Couple + C. LE and GT 16","in school","","","",""
"Yes","2012","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2012","Couple + C. LE and GT 16","higher education","","","",""
"No","2012","1-pers.-HH","in school","","","",""
"No","2012","1-pers.-HH","inadequately","","","",""
"No","2012","1-pers.-HH","general elemantary","","","",""
"No","2012","1-pers.-HH","middle vocational","","","",""
"No","2012","1-pers.-HH","vocational + Abi","","","",""
"No","2012","1-pers.-HH","higher vocational","","","",""
"No","2012","1-pers.-HH","higher education","","","",""
"No","2012","(Married) couple without C. ","in school","","","",""
"No","2012","(Married) couple without C. ","inadequately","","","",""
"No","2012","(Married) couple without C. ","general elemantary","","","",""
"No","2012","(Married) couple without C. ","middle vocational","","","",""
"No","2012","(Married) couple without C. ","vocational + Abi","","","",""
"No","2012","(Married) couple without C. ","higher vocational","","","",""
"No","2012","(Married) couple without C. ","higher education","","","",""
"No","2012","Single parent ","in school","","","",""
"No","2012","Single parent ","inadequately","","","",""
"No","2012","Single parent ","general elemantary","","","",""
"No","2012","Single parent ","middle vocational","","","",""
"No","2012","Single parent ","vocational + Abi","","","",""
"No","2012","Single parent ","higher vocational","","","",""
"No","2012","Single parent ","higher education","","","",""
"No","2012","Couple + C. LE 16 ","in school","","","",""
"No","2012","Couple + C. LE 16 ","inadequately","","","",""
"No","2012","Couple + C. LE 16 ","general elemantary","","","",""
"No","2012","Couple + C. LE 16 ","middle vocational","","","",""
"No","2012","Couple + C. LE 16 ","vocational + Abi","","","",""
"No","2012","Couple + C. LE 16 ","higher vocational","","","",""
"No","2012","Couple + C. LE 16 ","higher education","","","",""
"No","2012","Couple + C. GT 16 ","in school","","","",""
"No","2012","Couple + C. GT 16 ","inadequately","","","",""
"No","2012","Couple + C. GT 16 ","general elemantary","","","",""
"No","2012","Couple + C. GT 16 ","middle vocational","","","",""
"No","2012","Couple + C. GT 16 ","vocational + Abi","","","",""
"No","2012","Couple + C. GT 16 ","higher vocational","","","",""
"No","2012","Couple + C. GT 16 ","higher education","","","",""
"No","2012","Couple + C. LE and GT 16","in school","","","",""
"No","2012","Couple + C. LE and GT 16","inadequately","","","",""
"No","2012","Couple + C. LE and GT 16","general elemantary","","","",""
"No","2012","Couple + C. LE and GT 16","middle vocational","","","",""
"No","2012","Couple + C. LE and GT 16","vocational + Abi","","","",""
"No","2012","Couple + C. LE and GT 16","higher vocational","","","",""
"No","2012","Couple + C. LE and GT 16","higher education","","","",""
"Yes","2013","1-pers.-HH","in school","","","",""
"Yes","2013","1-pers.-HH","inadequately","","","",""
"Yes","2013","1-pers.-HH","general elemantary","8","","",""
"Yes","2013","1-pers.-HH","middle vocational","8","","",""
"Yes","2013","1-pers.-HH","vocational + Abi","","","",""
"Yes","2013","1-pers.-HH","higher vocational","3","","",""
"Yes","2013","1-pers.-HH","higher education","2","","",""
"Yes","2013","(Married) couple without C. ","in school","","","",""
"Yes","2013","(Married) couple without C. ","inadequately","1","","",""
"Yes","2013","(Married) couple without C. ","general elemantary","8","","",""
"Yes","2013","(Married) couple without C. ","middle vocational","22","","",""
"Yes","2013","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2013","(Married) couple without C. ","higher vocational","5","","",""
"Yes","2013","(Married) couple without C. ","higher education","4","","",""
"Yes","2013","Single parent ","in school","","","",""
"Yes","2013","Single parent ","inadequately","1","","",""
"Yes","2013","Single parent ","general elemantary","1","","",""
"Yes","2013","Single parent ","middle vocational","","","",""
"Yes","2013","Single parent ","vocational + Abi","","","",""
"Yes","2013","Single parent ","higher vocational","","","",""
"Yes","2013","Single parent ","higher education","1","","",""
"Yes","2013","Couple + C. LE 16 ","in school","","","",""
"Yes","2013","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2013","Couple + C. LE 16 ","general elemantary","1","","",""
"Yes","2013","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2013","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2013","Couple + C. LE 16 ","higher vocational","","","",""
"Yes","2013","Couple + C. LE 16 ","higher education","","","",""
"Yes","2013","Couple + C. GT 16 ","in school","","","",""
"Yes","2013","Couple + C. GT 16 ","inadequately","","","",""
"Yes","2013","Couple + C. GT 16 ","general elemantary","","","",""
"Yes","2013","Couple + C. GT 16 ","middle vocational","1","","",""
"Yes","2013","Couple + C. GT 16 ","vocational + Abi","","","",""
"Yes","2013","Couple + C. GT 16 ","higher vocational","","","",""
"Yes","2013","Couple + C. GT 16 ","higher education","","","",""
"Yes","2013","Couple + C. LE and GT 16","in school","","","",""
"Yes","2013","Couple + C. LE and GT 16","inadequately","","","",""
"Yes","2013","Couple + C. LE and GT 16","general elemantary","","","",""
"Yes","2013","Couple + C. LE and GT 16","middle vocational","","","",""
"Yes","2013","Couple + C. LE and GT 16","vocational + Abi","","","",""
"Yes","2013","Couple + C. LE and GT 16","higher vocational","","","",""
"Yes","2013","Couple + C. LE and GT 16","higher education","","","",""
"No","2013","1-pers.-HH","in school","1","","",""
"No","2013","1-pers.-HH","inadequately","47","1","1","1"
"No","2013","1-pers.-HH","general elemantary","430","0.978111812272877","0.964408984789353","0.991814639756401"
"No","2013","1-pers.-HH","middle vocational","1741","0.997636503141862","0.995360793410409","0.999912212873316"
"No","2013","1-pers.-HH","vocational + Abi","206","1","1","1"
"No","2013","1-pers.-HH","higher vocational","199","0.986376383894929","0.970390379140365","1.00236238864949"
"No","2013","1-pers.-HH","higher education","790","0.996920545527265","0.99306174199545","1.00077934905908"
"No","2013","(Married) couple without C. ","in school","4","","",""
"No","2013","(Married) couple without C. ","inadequately","54","0.939370752687991","0.876300241386055","1.00244126398993"
"No","2013","(Married) couple without C. ","general elemantary","621","0.984420800222204","0.974742797670327","0.994098802774081"
"No","2013","(Married) couple without C. ","middle vocational","3915","0.994242627210544","0.991879300580407","0.996605953840681"
"No","2013","(Married) couple without C. ","vocational + Abi","348","1","1","1"
"No","2013","(Married) couple without C. ","higher vocational","599","0.995260523377526","0.989783265311698","1.00073778144335"
"No","2013","(Married) couple without C. ","higher education","2048","0.997596489445383","0.995477836185142","0.999715142705624"
"No","2013","Single parent ","in school","51","1","1","1"
"No","2013","Single parent ","inadequately","19","","",""
"No","2013","Single parent ","general elemantary","177","0.994206149995621","0.983056533325998","1.00535576666524"
"No","2013","Single parent ","middle vocational","545","1","1","1"
"No","2013","Single parent ","vocational + Abi","60","1","1","1"
"No","2013","Single parent ","higher vocational","35","1","1","1"
"No","2013","Single parent ","higher education","170","0.989797698933468","0.974736056838798","1.00485934102814"
"No","2013","Couple + C. LE 16 ","in school","1","","",""
"No","2013","Couple + C. LE 16 ","inadequately","29","","",""
"No","2013","Couple + C. LE 16 ","general elemantary","178","0.992688573797016","0.980208155616439","1.00516899197759"
"No","2013","Couple + C. LE 16 ","middle vocational","1285","1","1","1"
"No","2013","Couple + C. LE 16 ","vocational + Abi","256","1","1","1"
"No","2013","Couple + C. LE 16 ","higher vocational","237","1","1","1"
"No","2013","Couple + C. LE 16 ","higher education","770","1","1","1"
"No","2013","Couple + C. GT 16 ","in school","114","1","1","1"
"No","2013","Couple + C. GT 16 ","inadequately","17","","",""
"No","2013","Couple + C. GT 16 ","general elemantary","249","1","1","1"
"No","2013","Couple + C. GT 16 ","middle vocational","1354","0.998610175340092","0.996626564634621","1.00059378604556"
"No","2013","Couple + C. GT 16 ","vocational + Abi","146","1","1","1"
"No","2013","Couple + C. GT 16 ","higher vocational","168","1","1","1"
"No","2013","Couple + C. GT 16 ","higher education","495","1","1","1"
"No","2013","Couple + C. LE and GT 16","in school","81","1","1","1"
"No","2013","Couple + C. LE and GT 16","inadequately","15","","",""
"No","2013","Couple + C. LE and GT 16","general elemantary","124","1","1","1"
"No","2013","Couple + C. LE and GT 16","middle vocational","393","1","1","1"
"No","2013","Couple + C. LE and GT 16","vocational + Abi","65","1","1","1"
"No","2013","Couple + C. LE and GT 16","higher vocational","71","1","1","1"
"No","2013","Couple + C. LE and GT 16","higher education","154","1","1","1"
"Yes","2014","1-pers.-HH","in school","","","",""
"Yes","2014","1-pers.-HH","inadequately","","","",""
"Yes","2014","1-pers.-HH","general elemantary","","","",""
"Yes","2014","1-pers.-HH","middle vocational","","","",""
"Yes","2014","1-pers.-HH","vocational + Abi","","","",""
"Yes","2014","1-pers.-HH","higher vocational","","","",""
"Yes","2014","1-pers.-HH","higher education","","","",""
"Yes","2014","(Married) couple without C. ","in school","","","",""
"Yes","2014","(Married) couple without C. ","inadequately","","","",""
"Yes","2014","(Married) couple without C. ","general elemantary","","","",""
"Yes","2014","(Married) couple without C. ","middle vocational","","","",""
"Yes","2014","(Married) couple without C. ","vocational + Abi","","","",""
"Yes","2014","(Married) couple without C. ","higher vocational","","","",""
"Yes","2014","(Married) couple without C. ","higher education","","","",""
"Yes","2014","Single parent ","in school","","","",""
"Yes","2014","Single parent ","inadequately","","","",""
"Yes","2014","Single parent ","general elemantary","","","",""
"Yes","2014","Single parent ","middle vocational","","","",""
"Yes","2014","Single parent ","vocational + Abi","","","",""
"Yes","2014","Single parent ","higher vocational","","","",""
"Yes","2014","Single parent ","higher education","","","",""
"Yes","2014","Couple + C. LE 16 ","in school","","","",""
"Yes","2014","Couple + C. LE 16 ","inadequately","","","",""
"Yes","2014","Couple + C. LE 16 ","general elemantary","","","",""
"Yes","2014","Couple + C. LE 16 ","middle vocational","","","",""
"Yes","2014","Couple + C. LE 16 ","vocational + Abi","","","",""
"Yes","2014","Couple + C. LE 16 ","higher vocational","","","",""
