"ple0020","year","pgcasmin","sex","n","percent","lower_confidence","upper_confidence"
"Yes","2018","(2c_gen) general maturity certificate","Male","","","",""
"Yes","2018","(2c_gen) general maturity certificate","Female","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Male","","","",""
"Yes","2018","(2c_voc) vocational maturity certificate","Female","","","",""
"Yes","2018","(3a) lower tertiary education","Male","","","",""
"Yes","2018","(3a) lower tertiary education","Female","","","",""
"Yes","2018","(3b) higher tertiary education","Male","","","",""
"Yes","2018","(3b) higher tertiary education","Female","","","",""
"Yes","2019","(0) in school","Male","","","",""
"Yes","2019","(0) in school","Female","","","",""
"Yes","2019","(1a) inadequately completed","Male","1","","",""
"Yes","2019","(1a) inadequately completed","Female","2","","",""
"Yes","2019","(1b) general elementary school","Male","3","","",""
"Yes","2019","(1b) general elementary school","Female","8","","",""
"Yes","2019","(1c) basic vocational qualification","Male","18","","",""
"Yes","2019","(1c) basic vocational qualification","Female","13","","",""
"Yes","2019","(2a) intermediate vocational","Male","5","","",""
"Yes","2019","(2a) intermediate vocational","Female","7","","",""
"Yes","2019","(2c_gen) general maturity certificate","Male","1","","",""
"Yes","2019","(2c_gen) general maturity certificate","Female","1","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","Male","3","","",""
"Yes","2019","(2c_voc) vocational maturity certificate","Female","3","","",""
"Yes","2019","(3a) lower tertiary education","Male","7","","",""
"Yes","2019","(3a) lower tertiary education","Female","3","","",""
"Yes","2019","(3b) higher tertiary education","Male","8","","",""
"Yes","2019","(3b) higher tertiary education","Female","3","","",""
