"ple0020","year","e11103","sex","n","percent","lower_confidence","upper_confidence","value"
"No","2014","Full Time","Female","","","","","2"
"No","2014","Part Time","Male","","","","","2"
"No","2014","Part Time","Female","","","","","2"
"No","2014","Not Working","Male","","","","","2"
"No","2014","Not Working","Female","","","","","2"
"Yes","2014","Full Time","Male","","","","","1"
"Yes","2014","Full Time","Female","","","","","1"
"Yes","2014","Part Time","Male","","","","","1"
"Yes","2014","Part Time","Female","","","","","1"
"Yes","2014","Not Working","Male","","","","","1"
"Yes","2014","Not Working","Female","","","","","1"
"No","2015","Full Time","Male","6262","0.99732638877622","0.996047728019683","0.998605049532757","2"
"No","2015","Full Time","Female","3259","1","1","1","2"
"No","2015","Part Time","Male","1808","0.999589764928236","0.998657120372704","1.00052240948377","2"
"No","2015","Part Time","Female","5326","0.999524103201718","0.998938479008194","1.00010972739524","2"
"No","2015","Not Working","Male","3415","0.993845092641868","0.991231873301435","0.996458311982301","2"
"No","2015","Not Working","Female","5025","0.987804717033738","0.984782351507281","0.990827082560195","2"
"Yes","2015","Full Time","Male","3","","","","1"
"Yes","2015","Full Time","Female","","","","","1"
"Yes","2015","Part Time","Male","3","","","","1"
"Yes","2015","Part Time","Female","2","","","","1"
"Yes","2015","Not Working","Male","26","","","","1"
"Yes","2015","Not Working","Female","41","0.0121952829662618","0.00917291743980493","0.0152176484927186","1"
"No","2016","Full Time","Male","","","","","2"
"No","2016","Full Time","Female","","","","","2"
"No","2016","Part Time","Male","","","","","2"
"No","2016","Part Time","Female","","","","","2"
"No","2016","Not Working","Male","","","","","2"
"No","2016","Not Working","Female","","","","","2"
"Yes","2016","Part Time","Male","","","","","1"
"Yes","2016","Part Time","Female","","","","","1"
"Yes","2016","Full Time","Male","","","","","1"
"Yes","2016","Full Time","Female","","","","","1"
"Yes","2016","Not Working","Male","","","","","1"
"Yes","2016","Not Working","Female","","","","","1"
"No","2017","Full Time","Male","6673","0.999465138015399","0.998910643748575","1.00001963228222","2"
"No","2017","Full Time","Female","3727","0.998224378402447","0.996873292475025","0.999575464329868","2"
"No","2017","Part Time","Male","2075","1","1","1","2"
"No","2017","Part Time","Female","5603","0.999107616535784","0.998325912823235","0.999889320248332","2"
"No","2017","Not Working","Male","3561","0.991139669818637","0.988072089847038","0.994207249790237","2"
"No","2017","Not Working","Female","5015","0.989610474251832","0.986813584103566","0.992407364400098","2"
"Yes","2017","Part Time","Male","","","","","1"
"Yes","2017","Part Time","Female","2","","","","1"
"Yes","2017","Not Working","Male","24","","","","1"
"Yes","2017","Full Time","Male","6","","","","1"
"Yes","2017","Full Time","Female","3","","","","1"
"Yes","2017","Not Working","Female","34","0.0103895257481678","0.00759263559990206","0.0131864158964336","1"
"No","2018","Full Time","Male","","","","","2"
"No","2018","Full Time","Female","","","","","2"
"No","2018","Part Time","Male","","","","","2"
"No","2018","Part Time","Female","","","","","2"
"No","2018","Not Working","Male","","","","","2"
"No","2018","Not Working","Female","","","","","2"
"Yes","2018","Part Time","Male","","","","","1"
"Yes","2018","Part Time","Female","","","","","1"
"Yes","2018","Not Working","Male","","","","","1"
"Yes","2018","Full Time","Male","","","","","1"
"Yes","2018","Not Working","Female","","","","","1"
"Yes","2018","Full Time","Female","","","","","1"
"No","2019","Full Time","Male","6809","0.999454267563287","0.998899746083365","1.00000878904321","2"
"No","2019","Full Time","Female","3703","0.999803569043263","0.999352320002003","1.00025481808452","2"
"No","2019","Part Time","Male","2015","0.998989283599988","0.99760324602942","1.00037532117056","2"
"No","2019","Part Time","Female","5213","0.999489975741996","0.99887725308837","1.00010269839562","2"
"No","2019","Not Working","Male","3482","0.990180650551923","0.986923218728468","0.993438082375378","2"
"No","2019","Not Working","Female","4562","0.990760081868957","0.987994228509068","0.993525935228845","2"
"Yes","2019","Part Time","Male","4","","","","1"
"Yes","2019","Part Time","Female","3","","","","1"
"Yes","2019","Full Time","Male","5","","","","1"
"Yes","2019","Not Working","Male","38","0.00981934944807655","0.00656191762462159","0.0130767812715315","1"
"Yes","2019","Not Working","Female","35","0.00923991813104326","0.00647406477115484","0.0120057714909317","1"
"Yes","2019","Full Time","Female","2","","","","1"
