"ple0020","year","age_gr","education","n","percent","lower_confidence","upper_confidence"
"Yes","2013","66 and older","college entrance qualification","3","","",""
"Yes","2013","66 and older","Other degree","8","","",""
"Yes","2013","66 and older","no degree/no degree yet","1","","",""
"Yes","2014","16-34 y.","lower secondary degree","","","",""
"Yes","2014","16-34 y.","secondary school degree","","","",""
"Yes","2014","16-34 y.","college entrance qualification","","","",""
"Yes","2014","16-34 y.","Other degree","","","",""
"Yes","2014","16-34 y.","no degree/no degree yet","","","",""
"Yes","2014","35-65 y.","lower secondary degree","","","",""
"Yes","2014","35-65 y.","secondary school degree","","","",""
"Yes","2014","35-65 y.","college entrance qualification","","","",""
"Yes","2014","35-65 y.","Other degree","","","",""
"Yes","2014","35-65 y.","no degree/no degree yet","","","",""
"Yes","2014","66 and older","lower secondary degree","","","",""
"Yes","2014","66 and older","secondary school degree","","","",""
"Yes","2014","66 and older","college entrance qualification","","","",""
"Yes","2014","66 and older","Other degree","","","",""
"Yes","2014","66 and older","no degree/no degree yet","","","",""
"Yes","2015","16-34 y.","lower secondary degree","","","",""
"Yes","2015","16-34 y.","secondary school degree","1","","",""
"Yes","2015","16-34 y.","college entrance qualification","1","","",""
"Yes","2015","16-34 y.","Other degree","","","",""
"Yes","2015","16-34 y.","no degree/no degree yet","","","",""
"Yes","2015","35-65 y.","lower secondary degree","7","","",""
"Yes","2015","35-65 y.","secondary school degree","3","","",""
"Yes","2015","35-65 y.","college entrance qualification","2","","",""
"Yes","2015","35-65 y.","Other degree","2","","",""
"Yes","2015","35-65 y.","no degree/no degree yet","","","",""
"Yes","2015","66 and older","lower secondary degree","31","1","1","1"
"Yes","2015","66 and older","secondary school degree","12","","",""
"Yes","2015","66 and older","college entrance qualification","7","","",""
"Yes","2015","66 and older","Other degree","3","","",""
"Yes","2015","66 and older","no degree/no degree yet","5","","",""
"Yes","2016","16-34 y.","lower secondary degree","","","",""
"Yes","2016","16-34 y.","secondary school degree","","","",""
"Yes","2016","16-34 y.","college entrance qualification","","","",""
"Yes","2016","16-34 y.","Other degree","","","",""
"Yes","2016","16-34 y.","no degree/no degree yet","","","",""
"Yes","2016","35-65 y.","lower secondary degree","","","",""
"Yes","2016","35-65 y.","secondary school degree","","","",""
"Yes","2016","35-65 y.","college entrance qualification","","","",""
"Yes","2016","35-65 y.","Other degree","","","",""
"Yes","2016","35-65 y.","no degree/no degree yet","","","",""
"Yes","2016","66 and older","lower secondary degree","","","",""
"Yes","2016","66 and older","secondary school degree","","","",""
"Yes","2016","66 and older","college entrance qualification","","","",""
"Yes","2016","66 and older","Other degree","","","",""
"Yes","2016","66 and older","no degree/no degree yet","","","",""
"Yes","2017","16-34 y.","lower secondary degree","2","","",""
"Yes","2017","16-34 y.","secondary school degree","","","",""
"Yes","2017","16-34 y.","college entrance qualification","","","",""
"Yes","2017","16-34 y.","Other degree","1","","",""
"Yes","2017","16-34 y.","no degree/no degree yet","1","","",""
"Yes","2017","35-65 y.","lower secondary degree","4","","",""
"Yes","2017","35-65 y.","secondary school degree","6","","",""
"Yes","2017","35-65 y.","college entrance qualification","3","","",""
"Yes","2017","35-65 y.","Other degree","1","","",""
"Yes","2017","35-65 y.","no degree/no degree yet","","","",""
"Yes","2017","66 and older","lower secondary degree","30","1","1","1"
"Yes","2017","66 and older","secondary school degree","10","","",""
"Yes","2017","66 and older","college entrance qualification","5","","",""
"Yes","2017","66 and older","Other degree","3","","",""
"Yes","2017","66 and older","no degree/no degree yet","3","","",""
"Yes","2018","16-34 y.","lower secondary degree","","","",""
"Yes","2018","16-34 y.","secondary school degree","","","",""
"Yes","2018","16-34 y.","college entrance qualification","","","",""
"Yes","2018","16-34 y.","Other degree","","","",""
"Yes","2018","16-34 y.","no degree/no degree yet","","","",""
"Yes","2018","35-65 y.","lower secondary degree","","","",""
"Yes","2018","35-65 y.","secondary school degree","","","",""
"Yes","2018","35-65 y.","college entrance qualification","","","",""
"Yes","2018","35-65 y.","Other degree","","","",""
"Yes","2018","35-65 y.","no degree/no degree yet","","","",""
"Yes","2018","66 and older","lower secondary degree","","","",""
"Yes","2018","66 and older","secondary school degree","","","",""
"Yes","2018","66 and older","college entrance qualification","","","",""
"Yes","2018","66 and older","Other degree","","","",""
"Yes","2018","66 and older","no degree/no degree yet","","","",""
"Yes","2019","16-34 y.","lower secondary degree","","","",""
"Yes","2019","16-34 y.","secondary school degree","1","","",""
"Yes","2019","16-34 y.","college entrance qualification","1","","",""
"Yes","2019","16-34 y.","Other degree","3","","",""
"Yes","2019","16-34 y.","no degree/no degree yet","","","",""
"Yes","2019","35-65 y.","lower secondary degree","6","","",""
"Yes","2019","35-65 y.","secondary school degree","4","","",""
"Yes","2019","35-65 y.","college entrance qualification","6","","",""
"Yes","2019","35-65 y.","Other degree","3","","",""
"Yes","2019","35-65 y.","no degree/no degree yet","2","","",""
"Yes","2019","66 and older","lower secondary degree","33","1","1","1"
"Yes","2019","66 and older","secondary school degree","12","","",""
"Yes","2019","66 and older","college entrance qualification","11","","",""
"Yes","2019","66 and older","Other degree","3","","",""
"Yes","2019","66 and older","no degree/no degree yet","1","","",""
