"year","education","pgisced97","mean","median","n","ptile10","ptile25","ptile75","ptile90","lowerci_mean","upperci_mean","lowerci_median","upperci_median"
"2007","Other degree","higher education","","","","","","","","","","",""
"2007","Other degree","higher vocational","","","","","","","","","","",""
"2007","Other degree","in school","","","","","","","","","","",""
"2007","Other degree","inadequately","","","","","","","","","","",""
"2007","Other degree","middle vocational","","","","","","","","","","",""
"2007","Other degree","vocational + Abi","","","","","","","","","","",""
"2007","secondary school degree","general elemantary","","","","","","","","","","",""
"2007","secondary school degree","higher education","","","","","","","","","","",""
"2007","secondary school degree","higher vocational","","","","","","","","","","",""
"2007","secondary school degree","in school","","","","","","","","","","",""
"2007","secondary school degree","inadequately","","","","","","","","","","",""
"2007","secondary school degree","middle vocational","","","","","","","","","","",""
"2007","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2008","college entrance qualification","general elemantary","","","","","","","","","","",""
"2008","college entrance qualification","higher education","","","","","","","","","","",""
"2008","college entrance qualification","higher vocational","","","","","","","","","","",""
"2008","college entrance qualification","in school","","","","","","","","","","",""
"2008","college entrance qualification","inadequately","","","","","","","","","","",""
"2008","college entrance qualification","middle vocational","","","","","","","","","","",""
"2008","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2008","lower secondary degree","general elemantary","","","","","","","","","","",""
"2008","lower secondary degree","higher education","","","","","","","","","","",""
"2008","lower secondary degree","higher vocational","","","","","","","","","","",""
"2008","lower secondary degree","in school","","","","","","","","","","",""
"2008","lower secondary degree","inadequately","","","","","","","","","","",""
"2008","lower secondary degree","middle vocational","","","","","","","","","","",""
"2008","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2008","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2008","no degree/no degree yet","higher education","","","","","","","","","","",""
"2008","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","in school","","","","","","","","","","",""
"2008","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2008","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2008","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2008","Other degree","general elemantary","","","","","","","","","","",""
"2008","Other degree","higher education","","","","","","","","","","",""
"2008","Other degree","higher vocational","","","","","","","","","","",""
"2008","Other degree","in school","","","","","","","","","","",""
"2008","Other degree","inadequately","","","","","","","","","","",""
"2008","Other degree","middle vocational","","","","","","","","","","",""
"2008","Other degree","vocational + Abi","","","","","","","","","","",""
"2008","secondary school degree","general elemantary","","","","","","","","","","",""
"2008","secondary school degree","higher education","","","","","","","","","","",""
"2008","secondary school degree","higher vocational","","","","","","","","","","",""
"2008","secondary school degree","in school","","","","","","","","","","",""
"2008","secondary school degree","inadequately","","","","","","","","","","",""
"2008","secondary school degree","middle vocational","","","","","","","","","","",""
"2008","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2009","college entrance qualification","general elemantary","","","","","","","","","","",""
"2009","college entrance qualification","higher education","2.65","2","3078","1","1","4","5","2.6","2.7","2","2"
"2009","college entrance qualification","higher vocational","2.57","2","299","1","1","4","5","2.39","2.75","2","2"
"2009","college entrance qualification","in school","","","","","","","","","","",""
"2009","college entrance qualification","inadequately","","","","","","","","","","",""
"2009","college entrance qualification","middle vocational","3.53","3","644","1","2","5","6","3.4","3.66","3","4"
"2009","college entrance qualification","vocational + Abi","2.85","2","865","1","2","4","5","2.74","2.96","2","3"
"2009","lower secondary degree","general elemantary","2.3","2","1151","1","1","3","5","2.21","2.39","2","2"
"2009","lower secondary degree","higher education","2.13","2","161","1","1","3","4","1.94","2.32","1","2"
"2009","lower secondary degree","higher vocational","2.16","2","376","1","1","3","4","2.02","2.3","1","2"
"2009","lower secondary degree","in school","","","","","","","","","","",""
"2009","lower secondary degree","inadequately","","","","","","","","","","",""
"2009","lower secondary degree","middle vocational","2.21","2","4183","1","1","3","4","2.17","2.25","2","2"
"2009","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2009","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2009","no degree/no degree yet","higher education","","","","","","","","","","",""
"2009","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2009","no degree/no degree yet","in school","4","4","312","2","2","6","6","3.79","4.21","4","4"
"2009","no degree/no degree yet","inadequately","2.29","2","131","1","1","3","5","2.03","2.55","1","2"
"2009","no degree/no degree yet","middle vocational","2.61","2","36","1","1","4","5","2.13","3.09","1","3"
"2009","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2009","Other degree","general elemantary","1.94","1","199","1","1","3","4","1.76","2.12","1","2"
"2009","Other degree","higher education","2.27","2","169","1","1","3","5","2.04","2.5","2","2"
"2009","Other degree","higher vocational","2.58","1","38","1","1","4","6","1.97","3.19","1","3"
"2009","Other degree","in school","","","","","","","","","","",""
"2009","Other degree","inadequately","3.28","2","34","1","1","6","7","2.56","4","1","4"
"2009","Other degree","middle vocational","2.26","2","268","1","1","3","5","2.09","2.43","1","2"
"2009","Other degree","vocational + Abi","2.24","1","90","1","1","3","4","1.92","2.56","1","2"
"2009","secondary school degree","general elemantary","3","2","432","1","1","4","6","2.83","3.17","3","3"
"2009","secondary school degree","higher education","2.44","2","584","1","1","3","5","2.32","2.56","2","2"
"2009","secondary school degree","higher vocational","2.42","2","601","1","1","3","5","2.3","2.54","2","2"
"2009","secondary school degree","in school","","","","","","","","","","",""
"2009","secondary school degree","inadequately","","","","","","","","","","",""
"2009","secondary school degree","middle vocational","2.38","2","3752","1","1","3","5","2.33","2.43","2","2"
"2009","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2010","college entrance qualification","general elemantary","","","","","","","","","","",""
"2010","college entrance qualification","higher education","","","","","","","","","","",""
"2010","college entrance qualification","higher vocational","","","","","","","","","","",""
"2010","college entrance qualification","in school","","","","","","","","","","",""
"2010","college entrance qualification","inadequately","","","","","","","","","","",""
"2010","college entrance qualification","middle vocational","","","","","","","","","","",""
"2010","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2010","lower secondary degree","general elemantary","","","","","","","","","","",""
"2010","lower secondary degree","higher education","","","","","","","","","","",""
"2010","lower secondary degree","higher vocational","","","","","","","","","","",""
"2010","lower secondary degree","in school","","","","","","","","","","",""
"2010","lower secondary degree","inadequately","","","","","","","","","","",""
"2010","lower secondary degree","middle vocational","","","","","","","","","","",""
"2010","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2010","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2010","no degree/no degree yet","higher education","","","","","","","","","","",""
"2010","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2010","no degree/no degree yet","in school","","","","","","","","","","",""
"2010","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2010","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2010","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2010","Other degree","general elemantary","","","","","","","","","","",""
"2010","Other degree","higher education","","","","","","","","","","",""
"2010","Other degree","higher vocational","","","","","","","","","","",""
"2010","Other degree","in school","","","","","","","","","","",""
"2010","Other degree","inadequately","","","","","","","","","","",""
"2010","Other degree","middle vocational","","","","","","","","","","",""
"2010","Other degree","vocational + Abi","","","","","","","","","","",""
"2010","secondary school degree","general elemantary","","","","","","","","","","",""
"2010","secondary school degree","higher education","","","","","","","","","","",""
"2010","secondary school degree","higher vocational","","","","","","","","","","",""
"2010","secondary school degree","in school","","","","","","","","","","",""
"2010","secondary school degree","inadequately","","","","","","","","","","",""
"2010","secondary school degree","middle vocational","","","","","","","","","","",""
"2010","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2011","college entrance qualification","general elemantary","","","","","","","","","","",""
"2011","college entrance qualification","higher education","","","","","","","","","","",""
"2011","college entrance qualification","higher vocational","","","","","","","","","","",""
"2011","college entrance qualification","in school","","","","","","","","","","",""
"2011","college entrance qualification","inadequately","","","","","","","","","","",""
"2011","college entrance qualification","middle vocational","","","","","","","","","","",""
"2011","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2011","lower secondary degree","general elemantary","","","","","","","","","","",""
"2011","lower secondary degree","higher education","","","","","","","","","","",""
"2011","lower secondary degree","higher vocational","","","","","","","","","","",""
"2011","lower secondary degree","in school","","","","","","","","","","",""
"2011","lower secondary degree","inadequately","","","","","","","","","","",""
"2011","lower secondary degree","middle vocational","","","","","","","","","","",""
"2011","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2011","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2011","no degree/no degree yet","higher education","","","","","","","","","","",""
"2011","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2011","no degree/no degree yet","in school","","","","","","","","","","",""
"2011","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2011","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2011","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2011","Other degree","general elemantary","","","","","","","","","","",""
"2011","Other degree","higher education","","","","","","","","","","",""
"2011","Other degree","higher vocational","","","","","","","","","","",""
"2011","Other degree","in school","","","","","","","","","","",""
"2011","Other degree","inadequately","","","","","","","","","","",""
"2011","Other degree","middle vocational","","","","","","","","","","",""
"2011","Other degree","vocational + Abi","","","","","","","","","","",""
"2011","secondary school degree","general elemantary","","","","","","","","","","",""
"2011","secondary school degree","higher education","","","","","","","","","","",""
"2011","secondary school degree","higher vocational","","","","","","","","","","",""
"2011","secondary school degree","in school","","","","","","","","","","",""
"2011","secondary school degree","inadequately","","","","","","","","","","",""
"2011","secondary school degree","middle vocational","","","","","","","","","","",""
"2011","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2012","college entrance qualification","general elemantary","","","","","","","","","","",""
"2012","college entrance qualification","higher education","2.51","2","1227","1","1","4","5","2.43","2.59","2","2"
"2012","college entrance qualification","higher vocational","2.3","2","116","1","1","3","5","2.04","2.56","2","2"
"2012","college entrance qualification","in school","","","","","","","","","","",""
"2012","college entrance qualification","inadequately","","","","","","","","","","",""
"2012","college entrance qualification","middle vocational","2.88","2","168","1","1","4","5","2.63","3.13","2","3"
"2012","college entrance qualification","vocational + Abi","2.45","2","637","1","1","4","5","2.33","2.57","2","2"
"2012","lower secondary degree","general elemantary","2.82","2","412","1","1","4","6","2.65","2.99","2","2"
"2012","lower secondary degree","higher education","","","","","","","","","","",""
"2012","lower secondary degree","higher vocational","1.69","1","56","1","1","2","4","1.41","1.97","1","2"
"2012","lower secondary degree","in school","","","","","","","","","","",""
"2012","lower secondary degree","inadequately","","","","","","","","","","",""
"2012","lower secondary degree","middle vocational","2.26","2","937","1","1","3","5","2.16","2.36","2","2"
"2012","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2012","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2012","no degree/no degree yet","higher education","","","","","","","","","","",""
"2012","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2012","no degree/no degree yet","in school","4.06","4","190","1","3","6","7","3.81","4.31","4","5"
"2012","no degree/no degree yet","inadequately","2.5","2","131","1","1","3","5","2.2","2.8","2","2"
"2012","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2012","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2012","Other degree","general elemantary","2.15","1.77","137","1","1","3","5","1.9","2.4","1","2"
"2012","Other degree","higher education","2.39","2","172","1","1","3","5","2.17","2.61","2","2"
"2012","Other degree","higher vocational","","","","","","","","","","",""
"2012","Other degree","in school","","","","","","","","","","",""
"2012","Other degree","inadequately","","","","","","","","","","",""
"2012","Other degree","middle vocational","1.94","1","214","1","1","2","4","1.75","2.13","1","2"
"2012","Other degree","vocational + Abi","2.11","2","119","1","1","3","5","1.83","2.39","1","2"
"2012","secondary school degree","general elemantary","2.94","2","231","1","1","4","6","2.7","3.18","2","3"
"2012","secondary school degree","higher education","2.42","2","90","1","1","3","4","2.07","2.77","2","3"
"2012","secondary school degree","higher vocational","2.27","2","182","1","1","3","5","2.08","2.46","2","2"
"2012","secondary school degree","in school","","","","","","","","","","",""
"2012","secondary school degree","inadequately","","","","","","","","","","",""
"2012","secondary school degree","middle vocational","2.2","2","1885","1","1","3","5","2.14","2.26","2","2"
"2012","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2013","college entrance qualification","general elemantary","","","","","","","","","","",""
"2013","college entrance qualification","higher education","2.73","2","3413","1","1","4","5","2.68","2.78","2","2"
"2013","college entrance qualification","higher vocational","2.68","2","341","1","1","4","5","2.51","2.85","2","2"
"2013","college entrance qualification","in school","","","","","","","","","","",""
"2013","college entrance qualification","inadequately","","","","","","","","","","",""
"2013","college entrance qualification","middle vocational","3.35","3","680","1","2","5","6","3.22","3.48","3","4"
"2013","college entrance qualification","vocational + Abi","2.8","2","947","1","1","4","5","2.7","2.9","2","2"
"2013","lower secondary degree","general elemantary","2.21","2","1158","1","1","3","5","2.12","2.3","2","2"
"2013","lower secondary degree","higher education","2.04","2","156","1","1","3","4","1.82","2.26","1","2"
"2013","lower secondary degree","higher vocational","2.2","2","349","1","1","3","4","2.04","2.36","2","2"
"2013","lower secondary degree","in school","","","","","","","","","","",""
"2013","lower secondary degree","inadequately","","","","","","","","","","",""
"2013","lower secondary degree","middle vocational","2.23","2","4133","1","1","3","5","2.18","2.28","2","2"
"2013","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2013","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2013","no degree/no degree yet","higher education","","","","","","","","","","",""
"2013","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2013","no degree/no degree yet","in school","4.02","4","258","2","3","5","6","3.81","4.23","4","4"
"2013","no degree/no degree yet","inadequately","2.27","2","157","1","1","3","5","2.01","2.53","1","2"
"2013","no degree/no degree yet","middle vocational","2.9","2","64","1","1","5","5","2.49","3.31","2","3"
"2013","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2013","Other degree","general elemantary","2.05","1","210","1","1","3","4","1.86","2.24","1","2"
"2013","Other degree","higher education","2.24","2","230","1","1","3","5","2.04","2.44","1","2"
"2013","Other degree","higher vocational","2.46","2","37","1","1","4","4","2.04","2.88","1","2"
"2013","Other degree","in school","","","","","","","","","","",""
"2013","Other degree","inadequately","2.89","2","35","1","1","4","6","2.2","3.58","1","4"
"2013","Other degree","middle vocational","2.19","2","376","1","1","3","4","2.05","2.33","1","2"
"2013","Other degree","vocational + Abi","2.27","2","124","1","1","3","5","2.03","2.51","1","2"
"2013","secondary school degree","general elemantary","3.08","3","468","1","1","4","6","2.91","3.25","2","3"
"2013","secondary school degree","higher education","2.38","2","584","1","1","3","5","2.26","2.5","2","2"
"2013","secondary school degree","higher vocational","2.26","2","576","1","1","3","4","2.14","2.38","2","2"
"2013","secondary school degree","in school","","","","","","","","","","",""
"2013","secondary school degree","inadequately","","","","","","","","","","",""
"2013","secondary school degree","middle vocational","2.37","2","3978","1","1","3","5","2.32","2.42","2","2"
"2013","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2014","college entrance qualification","general elemantary","","","","","","","","","","",""
"2014","college entrance qualification","higher education","","","","","","","","","","",""
"2014","college entrance qualification","higher vocational","","","","","","","","","","",""
"2014","college entrance qualification","in school","","","","","","","","","","",""
"2014","college entrance qualification","inadequately","","","","","","","","","","",""
"2014","college entrance qualification","middle vocational","","","","","","","","","","",""
"2014","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2014","lower secondary degree","general elemantary","","","","","","","","","","",""
"2014","lower secondary degree","higher education","","","","","","","","","","",""
"2014","lower secondary degree","higher vocational","","","","","","","","","","",""
"2014","lower secondary degree","in school","","","","","","","","","","",""
"2014","lower secondary degree","inadequately","","","","","","","","","","",""
"2014","lower secondary degree","middle vocational","","","","","","","","","","",""
"2014","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2014","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2014","no degree/no degree yet","higher education","","","","","","","","","","",""
"2014","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2014","no degree/no degree yet","in school","","","","","","","","","","",""
"2014","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2014","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2014","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2014","Other degree","general elemantary","","","","","","","","","","",""
"2014","Other degree","higher education","","","","","","","","","","",""
"2014","Other degree","higher vocational","","","","","","","","","","",""
"2014","Other degree","in school","","","","","","","","","","",""
"2014","Other degree","inadequately","","","","","","","","","","",""
"2014","Other degree","middle vocational","","","","","","","","","","",""
"2014","Other degree","vocational + Abi","","","","","","","","","","",""
"2014","secondary school degree","general elemantary","","","","","","","","","","",""
"2014","secondary school degree","higher education","","","","","","","","","","",""
"2014","secondary school degree","higher vocational","","","","","","","","","","",""
"2014","secondary school degree","in school","","","","","","","","","","",""
"2014","secondary school degree","inadequately","","","","","","","","","","",""
"2014","secondary school degree","middle vocational","","","","","","","","","","",""
"2014","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2015","college entrance qualification","general elemantary","","","","","","","","","","",""
"2015","college entrance qualification","higher education","","","","","","","","","","",""
"2015","college entrance qualification","higher vocational","","","","","","","","","","",""
"2015","college entrance qualification","in school","","","","","","","","","","",""
"2015","college entrance qualification","inadequately","","","","","","","","","","",""
"2015","college entrance qualification","middle vocational","","","","","","","","","","",""
"2015","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2015","lower secondary degree","general elemantary","","","","","","","","","","",""
"2015","lower secondary degree","higher education","","","","","","","","","","",""
"2015","lower secondary degree","higher vocational","","","","","","","","","","",""
"2015","lower secondary degree","in school","","","","","","","","","","",""
"2015","lower secondary degree","inadequately","","","","","","","","","","",""
"2015","lower secondary degree","middle vocational","","","","","","","","","","",""
"2015","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2015","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2015","no degree/no degree yet","higher education","","","","","","","","","","",""
"2015","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2015","no degree/no degree yet","in school","","","","","","","","","","",""
"2015","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2015","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2015","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2015","Other degree","general elemantary","","","","","","","","","","",""
"2015","Other degree","higher education","","","","","","","","","","",""
"2015","Other degree","higher vocational","","","","","","","","","","",""
"2015","Other degree","in school","","","","","","","","","","",""
"2015","Other degree","inadequately","","","","","","","","","","",""
"2015","Other degree","middle vocational","","","","","","","","","","",""
"2015","Other degree","vocational + Abi","","","","","","","","","","",""
"2015","secondary school degree","general elemantary","","","","","","","","","","",""
"2015","secondary school degree","higher education","","","","","","","","","","",""
"2015","secondary school degree","higher vocational","","","","","","","","","","",""
"2015","secondary school degree","in school","","","","","","","","","","",""
"2015","secondary school degree","inadequately","","","","","","","","","","",""
"2015","secondary school degree","middle vocational","","","","","","","","","","",""
"2015","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2016","college entrance qualification","general elemantary","","","","","","","","","","",""
"2016","college entrance qualification","higher education","","","","","","","","","","",""
"2016","college entrance qualification","higher vocational","","","","","","","","","","",""
"2016","college entrance qualification","in school","","","","","","","","","","",""
"2016","college entrance qualification","inadequately","","","","","","","","","","",""
"2016","college entrance qualification","middle vocational","","","","","","","","","","",""
"2016","college entrance qualification","vocational + Abi","","","","","","","","","","",""
"2016","lower secondary degree","general elemantary","","","","","","","","","","",""
"2016","lower secondary degree","higher education","","","","","","","","","","",""
"2016","lower secondary degree","higher vocational","","","","","","","","","","",""
"2016","lower secondary degree","in school","","","","","","","","","","",""
"2016","lower secondary degree","inadequately","","","","","","","","","","",""
"2016","lower secondary degree","middle vocational","","","","","","","","","","",""
"2016","lower secondary degree","vocational + Abi","","","","","","","","","","",""
"2016","no degree/no degree yet","general elemantary","","","","","","","","","","",""
"2016","no degree/no degree yet","higher education","","","","","","","","","","",""
"2016","no degree/no degree yet","higher vocational","","","","","","","","","","",""
"2016","no degree/no degree yet","in school","","","","","","","","","","",""
"2016","no degree/no degree yet","inadequately","","","","","","","","","","",""
"2016","no degree/no degree yet","middle vocational","","","","","","","","","","",""
"2016","no degree/no degree yet","vocational + Abi","","","","","","","","","","",""
"2016","Other degree","general elemantary","","","","","","","","","","",""
"2016","Other degree","higher education","","","","","","","","","","",""
"2016","Other degree","higher vocational","","","","","","","","","","",""
"2016","Other degree","in school","","","","","","","","","","",""
"2016","Other degree","inadequately","","","","","","","","","","",""
"2016","Other degree","middle vocational","","","","","","","","","","",""
"2016","Other degree","vocational + Abi","","","","","","","","","","",""
"2016","secondary school degree","general elemantary","","","","","","","","","","",""
"2016","secondary school degree","higher education","","","","","","","","","","",""
"2016","secondary school degree","higher vocational","","","","","","","","","","",""
"2016","secondary school degree","in school","","","","","","","","","","",""
"2016","secondary school degree","inadequately","","","","","","","","","","",""
"2016","secondary school degree","middle vocational","","","","","","","","","","",""
"2016","secondary school degree","vocational + Abi","","","","","","","","","","",""
"2017","college entrance qualification","general elemantary","","","","","","","","","","",""
"2017","college entrance qualification","higher education","2.85","2","4660","1","2","4","5","2.81","2.89","2","2"
"2017","college entrance qualification","higher vocational","2.58","2","426","1","1","4","5","2.43","2.73","2","2"
"2017","college entrance qualification","in school","","","","","","","","","","",""
"2017","college entrance qualification","inadequately","","","","","","","","","","",""
"2017","college entrance qualification","middle vocational","3.7","4","1200","1","2","5","6","3.6","3.8","4","4"
"2017","college entrance qualification","vocational + Abi","2.94","3","1657","1","2","4","5","2.86","3.02","2","3"
