"plh0214","year","regtyp","sex","n","percent","lower_confidence","upper_confidence","value"
"7 Strongly agree","2005","Rural Area","Male","75","0.024539465573987","0.0192503185334577","0.0298286126145163","7"
"7 Strongly agree","2005","Urban Area","Male","191","0.0301646545942824","0.0260404127914979","0.0342888963970669","7"
"1 Strongly disagree","2006","Urban Area","Male","","","","","1"
"1 Strongly disagree","2006","Urban Area","Female","","","","","1"
"1 Strongly disagree","2006","Rural Area","Male","","","","","1"
"1 Strongly disagree","2006","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2006","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2006","Urban Area","Male","","","","","2"
"3 on scale 1-7 ","2006","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2006","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2006","Rural Area","Male","","","","","3"
"4 on scale 1-7","2006","Urban Area","Female","","","","","4"
"4 on scale 1-7","2006","Rural Area","Male","","","","","4"
"4 on scale 1-7","2006","Rural Area","Female","","","","","4"
"4 on scale 1-7","2006","Urban Area","Male","","","","","4"
"5 on scale 1-7","2006","Rural Area","Male","","","","","5"
"5 on scale 1-7","2006","Urban Area","Female","","","","","5"
"5 on scale 1-7","2006","Rural Area","Female","","","","","5"
"5 on scale 1-7","2006","Urban Area","Male","","","","","5"
"6 on scale 1-7","2006","Rural Area","Male","","","","","6"
"6 on scale 1-7","2006","Urban Area","Female","","","","","6"
"6 on scale 1-7","2006","Rural Area","Female","","","","","6"
"6 on scale 1-7","2006","Urban Area","Male","","","","","6"
"7 Strongly agree","2006","Urban Area","Female","","","","","7"
"7 Strongly agree","2006","Rural Area","Male","","","","","7"
"7 Strongly agree","2006","Rural Area","Female","","","","","7"
"7 Strongly agree","2006","Urban Area","Male","","","","","7"
"1 Strongly disagree","2007","Urban Area","Male","","","","","1"
"1 Strongly disagree","2007","Urban Area","Female","","","","","1"
"1 Strongly disagree","2007","Rural Area","Male","","","","","1"
"1 Strongly disagree","2007","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2007","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2007","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2007","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2007","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2007","Rural Area","Female","","","","","3"
"4 on scale 1-7","2007","Urban Area","Male","","","","","4"
"4 on scale 1-7","2007","Urban Area","Female","","","","","4"
"4 on scale 1-7","2007","Rural Area","Male","","","","","4"
"4 on scale 1-7","2007","Rural Area","Female","","","","","4"
"5 on scale 1-7","2007","Urban Area","Male","","","","","5"
"5 on scale 1-7","2007","Urban Area","Female","","","","","5"
"5 on scale 1-7","2007","Rural Area","Male","","","","","5"
"5 on scale 1-7","2007","Rural Area","Female","","","","","5"
"6 on scale 1-7","2007","Rural Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Male","","","","","6"
"6 on scale 1-7","2007","Urban Area","Female","","","","","6"
"6 on scale 1-7","2007","Rural Area","Female","","","","","6"
"7 Strongly agree","2007","Urban Area","Male","","","","","7"
"7 Strongly agree","2007","Urban Area","Female","","","","","7"
"7 Strongly agree","2007","Rural Area","Male","","","","","7"
"7 Strongly agree","2007","Rural Area","Female","","","","","7"
"1 Strongly disagree","2008","Urban Area","Female","","","","","1"
"1 Strongly disagree","2008","Rural Area","Male","","","","","1"
"1 Strongly disagree","2008","Urban Area","Male","","","","","1"
"1 Strongly disagree","2008","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2008","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2008","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2008","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2008","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2008","Rural Area","Female","","","","","3"
"4 on scale 1-7","2008","Urban Area","Female","","","","","4"
"4 on scale 1-7","2008","Rural Area","Male","","","","","4"
"4 on scale 1-7","2008","Urban Area","Male","","","","","4"
"4 on scale 1-7","2008","Rural Area","Female","","","","","4"
"5 on scale 1-7","2008","Rural Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Male","","","","","5"
"5 on scale 1-7","2008","Urban Area","Female","","","","","5"
"5 on scale 1-7","2008","Rural Area","Female","","","","","5"
"6 on scale 1-7","2008","Urban Area","Female","","","","","6"
"6 on scale 1-7","2008","Rural Area","Female","","","","","6"
"6 on scale 1-7","2008","Urban Area","Male","","","","","6"
"6 on scale 1-7","2008","Rural Area","Male","","","","","6"
"7 Strongly agree","2008","Urban Area","Male","","","","","7"
"7 Strongly agree","2008","Urban Area","Female","","","","","7"
"7 Strongly agree","2008","Rural Area","Male","","","","","7"
"7 Strongly agree","2008","Rural Area","Female","","","","","7"
"1 Strongly disagree","2009","Urban Area","Female","1553","0.254315873672428","0.243473571014052","0.265158176330804","1"
"1 Strongly disagree","2009","Rural Area","Male","430","0.136168337790202","0.123922143303554","0.14841453227685","1"
"1 Strongly disagree","2009","Rural Area","Female","792","0.266690659248466","0.251370870914225","0.282010447582708","1"
"1 Strongly disagree","2009","Urban Area","Male","798","0.145772887209587","0.13651405859515","0.155031715824024","1"
"2 on scale 1-7 ","2009","Urban Area","Female","1681","0.258464159964803","0.247564233172634","0.269364086756972","2"
"2 on scale 1-7 ","2009","Rural Area","Male","650","0.217739722750471","0.203003268615366","0.232476176885577","2"
"2 on scale 1-7 ","2009","Rural Area","Female","874","0.260918377370771","0.245705765314558","0.276130989426985","2"
"2 on scale 1-7 ","2009","Urban Area","Male","1209","0.212702133126132","0.201965046633219","0.223439219619045","2"
"3 on scale 1-7 ","2009","Urban Area","Male","1106","0.194320180363624","0.18393841553486","0.204701945192388","3"
"3 on scale 1-7 ","2009","Urban Area","Female","1007","0.158370413622395","0.149280602365803","0.167460224878986","3"
"3 on scale 1-7 ","2009","Rural Area","Male","576","0.200562195536638","0.186264521106353","0.214859869966924","3"
"3 on scale 1-7 ","2009","Rural Area","Female","539","0.148431992124237","0.136115736880684","0.160748247367789","3"
"4 on scale 1-7","2009","Urban Area","Female","807","0.138714253830926","0.130108448497639","0.147320059164212","4"
"4 on scale 1-7","2009","Rural Area","Male","559","0.176494945660129","0.162882135245736","0.190107756074521","4"
"4 on scale 1-7","2009","Urban Area","Male","991","0.184985521231245","0.174797671692059","0.195173370770431","4"
"4 on scale 1-7","2009","Rural Area","Female","442","0.137310071136544","0.125387118628695","0.149233023644394","4"
"5 on scale 1-7","2009","Urban Area","Male","935","0.162334871835783","0.152659400717169","0.172010342954397","5"
"5 on scale 1-7","2009","Rural Area","Male","489","0.160857493241722","0.14773890702565","0.173976079457795","5"
"5 on scale 1-7","2009","Urban Area","Female","699","0.111191852416211","0.103364807262916","0.119018897569505","5"
"5 on scale 1-7","2009","Rural Area","Female","349","0.110455050677976","0.0995962467174343","0.121313854638518","5"
"6 on scale 1-7","2009","Urban Area","Female","307","0.0540573539942562","0.04842724065656","0.0596874673319524","6"
"6 on scale 1-7","2009","Urban Area","Male","403","0.0723331491211046","0.0655364867429432","0.0791298114992659","6"
"6 on scale 1-7","2009","Rural Area","Male","229","0.075099480571979","0.065688941472793","0.084510019671165","6"
"6 on scale 1-7","2009","Rural Area","Female","155","0.057602298206001","0.0495310208995952","0.0656735755124068","6"
"7 Strongly agree","2009","Urban Area","Male","138","0.0275512571125246","0.0232565350721336","0.0318459791529157","7"
"7 Strongly agree","2009","Urban Area","Female","143","0.0248860924989821","0.0210075962680033","0.0287645887299609","7"
"7 Strongly agree","2009","Rural Area","Male","80","0.0330778244488579","0.0266920620626679","0.0394635868350479","7"
"7 Strongly agree","2009","Rural Area","Female","50","0.0185915512360039","0.013912175012089","0.0232709274599189","7"
"1 Strongly disagree","2010","Urban Area","Male","","","","","1"
"1 Strongly disagree","2010","Urban Area","Female","","","","","1"
"1 Strongly disagree","2010","Rural Area","Male","","","","","1"
"1 Strongly disagree","2010","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2010","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2010","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2010","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2010","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2010","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2010","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2010","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2010","Rural Area","Male","","","","","3"
"4 on scale 1-7","2010","Urban Area","Female","","","","","4"
"4 on scale 1-7","2010","Rural Area","Male","","","","","4"
"4 on scale 1-7","2010","Urban Area","Male","","","","","4"
"4 on scale 1-7","2010","Rural Area","Female","","","","","4"
"5 on scale 1-7","2010","Urban Area","Male","","","","","5"
"5 on scale 1-7","2010","Rural Area","Male","","","","","5"
"5 on scale 1-7","2010","Urban Area","Female","","","","","5"
"5 on scale 1-7","2010","Rural Area","Female","","","","","5"
"6 on scale 1-7","2010","Urban Area","Male","","","","","6"
"6 on scale 1-7","2010","Urban Area","Female","","","","","6"
"6 on scale 1-7","2010","Rural Area","Male","","","","","6"
"6 on scale 1-7","2010","Rural Area","Female","","","","","6"
"7 Strongly agree","2010","Urban Area","Male","","","","","7"
"7 Strongly agree","2010","Urban Area","Female","","","","","7"
"7 Strongly agree","2010","Rural Area","Male","","","","","7"
"7 Strongly agree","2010","Rural Area","Female","","","","","7"
"1 Strongly disagree","2011","Urban Area","Male","","","","","1"
"1 Strongly disagree","2011","Urban Area","Female","","","","","1"
"1 Strongly disagree","2011","Rural Area","Male","","","","","1"
"1 Strongly disagree","2011","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2011","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2011","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2011","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2011","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2011","Rural Area","Female","","","","","3"
"4 on scale 1-7","2011","Urban Area","Male","","","","","4"
"4 on scale 1-7","2011","Urban Area","Female","","","","","4"
"4 on scale 1-7","2011","Rural Area","Male","","","","","4"
"4 on scale 1-7","2011","Rural Area","Female","","","","","4"
"5 on scale 1-7","2011","Rural Area","Male","","","","","5"
"5 on scale 1-7","2011","Urban Area","Female","","","","","5"
"5 on scale 1-7","2011","Urban Area","Male","","","","","5"
"5 on scale 1-7","2011","Rural Area","Female","","","","","5"
"6 on scale 1-7","2011","Urban Area","Male","","","","","6"
"6 on scale 1-7","2011","Urban Area","Female","","","","","6"
"6 on scale 1-7","2011","Rural Area","Male","","","","","6"
"6 on scale 1-7","2011","Rural Area","Female","","","","","6"
"7 Strongly agree","2011","Urban Area","Male","","","","","7"
"7 Strongly agree","2011","Urban Area","Female","","","","","7"
"7 Strongly agree","2011","Rural Area","Male","","","","","7"
"7 Strongly agree","2011","Rural Area","Female","","","","","7"
"1 Strongly disagree","2012","Urban Area","Male","283","0.171006187227777","0.153485431294578","0.188526943160975","1"
"1 Strongly disagree","2012","Urban Area","Female","610","0.238850591869759","0.222674562676474","0.255026621063044","1"
"1 Strongly disagree","2012","Rural Area","Male","179","0.169155486975755","0.147190246075427","0.191120727876084","1"
"1 Strongly disagree","2012","Rural Area","Female","411","0.279733904719914","0.257473830091822","0.301993979348007","1"
"2 on scale 1-7 ","2012","Urban Area","Male","398","0.219924262534917","0.200650067884747","0.239198457185087","2"
"2 on scale 1-7 ","2012","Urban Area","Female","706","0.266609326328841","0.2498336837572","0.283384968900483","2"
"2 on scale 1-7 ","2012","Rural Area","Male","240","0.219197659415893","0.194958276620222","0.243437042211564","2"
"2 on scale 1-7 ","2012","Rural Area","Female","388","0.240468613719651","0.219274774341747","0.261662453097555","2"
"3 on scale 1-7 ","2012","Urban Area","Male","284","0.157873853046796","0.140906466129963","0.174841239963629","3"
"3 on scale 1-7 ","2012","Urban Area","Female","361","0.134222799767988","0.12129007535198","0.147155524183997","3"
"3 on scale 1-7 ","2012","Rural Area","Male","180","0.155430312742229","0.134201844756938","0.17665878072752","3"
"3 on scale 1-7 ","2012","Rural Area","Female","214","0.135735182600592","0.118749726663928","0.152720638537257","3"
"4 on scale 1-7","2012","Urban Area","Male","285","0.162207634213842","0.145053250207204","0.179362018220479","4"
"4 on scale 1-7","2012","Urban Area","Female","380","0.134269256002211","0.121334640728306","0.147203871276116","4"
"4 on scale 1-7","2012","Rural Area","Male","183","0.15064904646813","0.129690564144697","0.171607528791562","4"
"4 on scale 1-7","2012","Rural Area","Female","209","0.127102706312428","0.110584360697596","0.143621051927259","4"
"5 on scale 1-7","2012","Urban Area","Male","292","0.151177199872597","0.134507685415075","0.167846714330118","5"
"5 on scale 1-7","2012","Urban Area","Female","368","0.140651404909761","0.127461838253074","0.153840971566448","5"
"5 on scale 1-7","2012","Rural Area","Male","208","0.187966501366752","0.165075739392253","0.210857263341251","5"
"5 on scale 1-7","2012","Rural Area","Female","198","0.12810434658168","0.111530559115765","0.144678134047596","5"
"6 on scale 1-7","2012","Urban Area","Male","141","0.0805695333844146","0.0679042138008689","0.0932348529679602","6"
"6 on scale 1-7","2012","Urban Area","Female","178","0.0615700129813911","0.0524507578718027","0.0706892680909795","6"
"6 on scale 1-7","2012","Rural Area","Male","99","0.0863520921359456","0.0698947797867056","0.102809404485186","6"
"6 on scale 1-7","2012","Rural Area","Female","105","0.0651637220401696","0.0529238100152704","0.0774036340650687","6"
"7 Strongly agree","2012","Urban Area","Male","91","0.0572413297196573","0.0464313119511394","0.0680513474881751","7"
"7 Strongly agree","2012","Urban Area","Female","66","0.0238266081400483","0.0180407417816103","0.0296124744984863","7"
"7 Strongly agree","2012","Rural Area","Male","30","0.0312489008952954","0.0210546216626721","0.0414431801279187","7"
"7 Strongly agree","2012","Rural Area","Female","37","0.0236915240255647","0.0161493316506248","0.0312337164005045","7"
"1 Strongly disagree","2013","Urban Area","Male","915","0.167769118281294","0.158043113332553","0.177495123230035","1"
"1 Strongly disagree","2013","Urban Area","Female","1752","0.275539038215563","0.264705817561408","0.286372258869718","1"
"1 Strongly disagree","2013","Rural Area","Male","531","0.168331785593117","0.155263462066636","0.181400109119598","1"
"1 Strongly disagree","2013","Rural Area","Female","955","0.270647371712027","0.255904968356101","0.285389775067953","1"
"2 on scale 1-7 ","2013","Urban Area","Male","1215","0.208429861112026","0.197857274967642","0.21900244725641","2"
"2 on scale 1-7 ","2013","Urban Area","Female","1682","0.250032850996484","0.239533119758144","0.260532582234825","2"
"2 on scale 1-7 ","2013","Rural Area","Male","710","0.216546302204977","0.202160177717446","0.230932426692509","2"
"2 on scale 1-7 ","2013","Rural Area","Female","854","0.236164452903834","0.222071409044487","0.250257496763182","2"
"3 on scale 1-7 ","2013","Urban Area","Male","983","0.167505790855089","0.157785884405768","0.17722569730441","3"
"3 on scale 1-7 ","2013","Rural Area","Female","556","0.159654208709994","0.147500276581323","0.171808140838665","3"
"3 on scale 1-7 ","2013","Rural Area","Male","520","0.174882823434736","0.161615199509949","0.188150447359522","3"
"3 on scale 1-7 ","2013","Urban Area","Female","980","0.148776060947507","0.14014732918758","0.157404792707435","3"
"4 on scale 1-7","2013","Urban Area","Male","979","0.166377883932728","0.156684197353858","0.176071570511598","4"
"4 on scale 1-7","2013","Urban Area","Female","876","0.134900723977154","0.126617514577915","0.143183933376393","4"
"4 on scale 1-7","2013","Rural Area","Male","564","0.183037265545501","0.169531082116572","0.196543448974429","4"
"4 on scale 1-7","2013","Rural Area","Female","449","0.137541434840324","0.126113085657502","0.148969784023147","4"
"5 on scale 1-7","2013","Urban Area","Male","1002","0.181782390746618","0.171743935712916","0.191820845780321","5"
"5 on scale 1-7","2013","Rural Area","Male","507","0.152046257815018","0.139505155554251","0.164587360075785","5"
"5 on scale 1-7","2013","Urban Area","Female","761","0.119203484008498","0.111346772718524","0.127060195298472","5"
"5 on scale 1-7","2013","Rural Area","Female","423","0.117906828953002","0.107205830138823","0.12860782776718","5"
"6 on scale 1-7","2013","Urban Area","Male","418","0.0764904265703956","0.0695724226475198","0.0834084304932715","6"
"6 on scale 1-7","2013","Urban Area","Female","355","0.0507422979733988","0.0454207784920605","0.056063817454737","6"
"6 on scale 1-7","2013","Rural Area","Male","241","0.0715595000503765","0.0625568068973973","0.0805621932033556","6"
"6 on scale 1-7","2013","Rural Area","Female","172","0.04975775036765","0.0425426040477855","0.0569728966875145","6"
"7 Strongly agree","2013","Urban Area","Male","158","0.0316445285018496","0.027088113411337","0.0362009435923621","7"
"7 Strongly agree","2013","Urban Area","Female","128","0.0208055438813945","0.0173446958016628","0.0242663919611262","7"
"7 Strongly agree","2013","Rural Area","Male","76","0.0335960653562753","0.0273026656697284","0.0398894650428222","7"
"7 Strongly agree","2013","Rural Area","Female","80","0.0283279525131681","0.0228228545220517","0.0338330505042846","7"
"1 Strongly disagree","2014","Urban Area","Male","","","","","1"
"1 Strongly disagree","2014","Urban Area","Female","","","","","1"
"1 Strongly disagree","2014","Rural Area","Male","","","","","1"
"1 Strongly disagree","2014","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2014","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2014","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","Male","","","","","2"
"2 on scale 1-7 ","2014","Rural Area","Female","","","","","2"
"3 on scale 1-7 ","2014","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2014","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2014","Rural Area","Female","","","","","3"
"4 on scale 1-7","2014","Urban Area","Male","","","","","4"
"4 on scale 1-7","2014","Rural Area","Female","","","","","4"
"4 on scale 1-7","2014","Urban Area","Female","","","","","4"
"4 on scale 1-7","2014","Rural Area","Male","","","","","4"
"5 on scale 1-7","2014","Urban Area","Female","","","","","5"
"5 on scale 1-7","2014","Urban Area","Male","","","","","5"
"5 on scale 1-7","2014","Rural Area","Male","","","","","5"
"5 on scale 1-7","2014","Rural Area","Female","","","","","5"
"6 on scale 1-7","2014","Urban Area","Male","","","","","6"
"6 on scale 1-7","2014","Urban Area","Female","","","","","6"
"6 on scale 1-7","2014","Rural Area","Male","","","","","6"
"6 on scale 1-7","2014","Rural Area","Female","","","","","6"
"7 Strongly agree","2014","Urban Area","Male","","","","","7"
"7 Strongly agree","2014","Urban Area","Female","","","","","7"
"7 Strongly agree","2014","Rural Area","Male","","","","","7"
"7 Strongly agree","2014","Rural Area","Female","","","","","7"
"1 Strongly disagree","2015","Urban Area","Male","","","","","1"
"1 Strongly disagree","2015","Urban Area","Female","","","","","1"
"1 Strongly disagree","2015","Rural Area","Male","","","","","1"
"1 Strongly disagree","2015","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2015","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2015","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2015","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2015","Rural Area","Male","","","","","2"
"3 on scale 1-7 ","2015","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2015","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2015","Urban Area","Female","","","","","3"
"3 on scale 1-7 ","2015","Rural Area","Female","","","","","3"
"4 on scale 1-7","2015","Urban Area","Male","","","","","4"
"4 on scale 1-7","2015","Rural Area","Female","","","","","4"
"4 on scale 1-7","2015","Urban Area","Female","","","","","4"
"4 on scale 1-7","2015","Rural Area","Male","","","","","4"
"5 on scale 1-7","2015","Urban Area","Male","","","","","5"
"5 on scale 1-7","2015","Urban Area","Female","","","","","5"
"5 on scale 1-7","2015","Rural Area","Male","","","","","5"
"5 on scale 1-7","2015","Rural Area","Female","","","","","5"
"6 on scale 1-7","2015","Rural Area","Female","","","","","6"
"6 on scale 1-7","2015","Urban Area","Male","","","","","6"
"6 on scale 1-7","2015","Urban Area","Female","","","","","6"
"6 on scale 1-7","2015","Rural Area","Male","","","","","6"
"7 Strongly agree","2015","Rural Area","Female","","","","","7"
"7 Strongly agree","2015","Urban Area","Male","","","","","7"
"7 Strongly agree","2015","Urban Area","Female","","","","","7"
"7 Strongly agree","2015","Rural Area","Male","","","","","7"
"1 Strongly disagree","2016","Urban Area","Male","","","","","1"
"1 Strongly disagree","2016","Urban Area","Female","","","","","1"
"1 Strongly disagree","2016","Rural Area","Male","","","","","1"
"1 Strongly disagree","2016","Rural Area","Female","","","","","1"
"2 on scale 1-7 ","2016","Urban Area","Female","","","","","2"
"2 on scale 1-7 ","2016","Rural Area","Female","","","","","2"
"2 on scale 1-7 ","2016","Urban Area","Male","","","","","2"
"2 on scale 1-7 ","2016","Rural Area","Male","","","","","2"
"3 on scale 1-7 ","2016","Urban Area","Male","","","","","3"
"3 on scale 1-7 ","2016","Rural Area","Male","","","","","3"
"3 on scale 1-7 ","2016","Rural Area","Female","","","","","3"
"3 on scale 1-7 ","2016","Urban Area","Female","","","","","3"
"4 on scale 1-7","2016","Urban Area","Male","","","","","4"
"4 on scale 1-7","2016","Rural Area","Female","","","","","4"
"4 on scale 1-7","2016","Urban Area","Female","","","","","4"
"4 on scale 1-7","2016","Rural Area","Male","","","","","4"
"5 on scale 1-7","2016","Urban Area","Male","","","","","5"
"5 on scale 1-7","2016","Urban Area","Female","","","","","5"
"5 on scale 1-7","2016","Rural Area","Male","","","","","5"
"5 on scale 1-7","2016","Rural Area","Female","","","","","5"
"6 on scale 1-7","2016","Urban Area","Male","","","","","6"
"6 on scale 1-7","2016","Urban Area","Female","","","","","6"
"6 on scale 1-7","2016","Rural Area","Female","","","","","6"
"6 on scale 1-7","2016","Rural Area","Male","","","","","6"
"7 Strongly agree","2016","Urban Area","Male","","","","","7"
"7 Strongly agree","2016","Rural Area","Female","","","","","7"
"7 Strongly agree","2016","Urban Area","Female","","","","","7"
"7 Strongly agree","2016","Rural Area","Male","","","","","7"
"1 Strongly disagree","2017","Urban Area","Male","2021","0.157184108250082","0.149683603766118","0.164684612734047","1"
"1 Strongly disagree","2017","Urban Area","Female","2696","0.236380427323456","0.228060007969639","0.244700846677273","1"
"1 Strongly disagree","2017","Rural Area","Male","1115","0.171001636246981","0.160475637848199","0.181527634645764","1"
"1 Strongly disagree","2017","Rural Area","Female","1484","0.264264340498603","0.252378671795786","0.27615000920142","1"
"2 on scale 1-7 ","2017","Urban Area","Male","1924","0.212815444164831","0.204380938142452","0.221249950187209","2"
"2 on scale 1-7 ","2017","Rural Area","Male","1070","0.229228423594331","0.217477191356142","0.24097965583252","2"
"2 on scale 1-7 ","2017","Rural Area","Female","1325","0.249957178741269","0.238285877668474","0.261628479814064","2"
"2 on scale 1-7 ","2017","Urban Area","Female","2574","0.27759903478981","0.268829045403993","0.286369024175627","2"
"3 on scale 1-7 ","2017","Urban Area","Male","1375","0.1687393470208","0.161021492403761","0.176457201637839","3"
"3 on scale 1-7 ","2017","Urban Area","Female","1395","0.148623694722895","0.141657337518953","0.155590051926837","3"
"3 on scale 1-7 ","2017","Rural Area","Male","733","0.155912169965416","0.145770250506721","0.166054089424111","3"
"3 on scale 1-7 ","2017","Rural Area","Female","763","0.139814632822495","0.130466695877574","0.149162569767416","3"
"4 on scale 1-7","2017","Urban Area","Male","1365","0.16155622160293","0.153971867239833","0.169140575966027","4"
"4 on scale 1-7","2017","Urban Area","Female","1288","0.127488119534158","0.120956491185182","0.134019747883135","4"
"4 on scale 1-7","2017","Rural Area","Male","760","0.161409985112526","0.151124462290985","0.171695507934067","4"
"4 on scale 1-7","2017","Rural Area","Female","713","0.143628880887899","0.134175322076724","0.153082439699074","4"
"5 on scale 1-7","2017","Urban Area","Male","1368","0.170270767341994","0.162525114260715","0.178016420423272","5"
"5 on scale 1-7","2017","Urban Area","Female","1219","0.12376768514574","0.117318361078022","0.130217009213458","5"
"5 on scale 1-7","2017","Rural Area","Male","737","0.171340116148663","0.160805856569021","0.181874375728306","5"
"5 on scale 1-7","2017","Rural Area","Female","596","0.123884589271553","0.115004184975379","0.132764993567727","5"
"6 on scale 1-7","2017","Urban Area","Male","723","0.0982457762991518","0.0921121002319665","0.104379452366337","6"
