"plh0214","year","migback","regtyp","n","percent","lower_confidence","upper_confidence"
"7 Strongly agree","2005","indirect migration background","Rural Area","4","","",""
"1 Strongly disagree","2006","no migration background","Urban Area","","","",""
"1 Strongly disagree","2006","no migration background","Rural Area","","","",""
"1 Strongly disagree","2006","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2006","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2006","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2006","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2006","no migration background","Urban Area","","","",""
"4 on scale 1-7","2006","no migration background","Rural Area","","","",""
"4 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2006","no migration background","Urban Area","","","",""
"5 on scale 1-7","2006","no migration background","Rural Area","","","",""
"5 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2006","no migration background","Urban Area","","","",""
"6 on scale 1-7","2006","no migration background","Rural Area","","","",""
"6 on scale 1-7","2006","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2006","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2006","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2006","no migration background","Urban Area","","","",""
"7 Strongly agree","2006","no migration background","Rural Area","","","",""
"7 Strongly agree","2006","direct migration background","Urban Area","","","",""
"7 Strongly agree","2006","direct migration background","Rural Area","","","",""
"7 Strongly agree","2006","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2006","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2007","no migration background","Urban Area","","","",""
"1 Strongly disagree","2007","no migration background","Rural Area","","","",""
"1 Strongly disagree","2007","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2007","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2007","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2007","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2007","no migration background","Urban Area","","","",""
"4 on scale 1-7","2007","no migration background","Rural Area","","","",""
"4 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2007","no migration background","Urban Area","","","",""
"5 on scale 1-7","2007","no migration background","Rural Area","","","",""
"5 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2007","no migration background","Urban Area","","","",""
"6 on scale 1-7","2007","no migration background","Rural Area","","","",""
"6 on scale 1-7","2007","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2007","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2007","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2007","no migration background","Urban Area","","","",""
"7 Strongly agree","2007","no migration background","Rural Area","","","",""
"7 Strongly agree","2007","direct migration background","Urban Area","","","",""
"7 Strongly agree","2007","direct migration background","Rural Area","","","",""
"7 Strongly agree","2007","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2007","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2008","no migration background","Urban Area","","","",""
"1 Strongly disagree","2008","no migration background","Rural Area","","","",""
"1 Strongly disagree","2008","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2008","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2008","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2008","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2008","no migration background","Urban Area","","","",""
"4 on scale 1-7","2008","no migration background","Rural Area","","","",""
"4 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2008","no migration background","Urban Area","","","",""
"5 on scale 1-7","2008","no migration background","Rural Area","","","",""
"5 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2008","no migration background","Urban Area","","","",""
"6 on scale 1-7","2008","no migration background","Rural Area","","","",""
"6 on scale 1-7","2008","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2008","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2008","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2008","no migration background","Urban Area","","","",""
"7 Strongly agree","2008","no migration background","Rural Area","","","",""
"7 Strongly agree","2008","direct migration background","Urban Area","","","",""
"7 Strongly agree","2008","direct migration background","Rural Area","","","",""
"7 Strongly agree","2008","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2008","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2009","no migration background","Urban Area","1887","0.194251818203431","0.18643772952713","0.202065906879732"
"1 Strongly disagree","2009","no migration background","Rural Area","1105","0.192375735673382","0.182217605475611","0.202533865871153"
"1 Strongly disagree","2009","direct migration background","Urban Area","346","0.259799215984166","0.236293359737423","0.283305072230909"
"1 Strongly disagree","2009","direct migration background","Rural Area","91","0.313873162523584","0.262379937913829","0.36536638713334"
"1 Strongly disagree","2009","indirect migration background","Urban Area","118","0.154667030585111","0.125564314538088","0.183769746632134"
"1 Strongly disagree","2009","indirect migration background","Rural Area","26","","",""
"2 on scale 1-7 ","2009","no migration background","Urban Area","2433","0.239800364951454","0.231367311164686","0.248233418738221"
"2 on scale 1-7 ","2009","no migration background","Rural Area","1419","0.245152369597263","0.23406619677267","0.256238542421856"
"2 on scale 1-7 ","2009","direct migration background","Urban Area","329","0.221349982269155","0.199096740718255","0.243603223820055"
"2 on scale 1-7 ","2009","direct migration background","Rural Area","78","0.203209690425091","0.158560352548229","0.247859028301952"
"2 on scale 1-7 ","2009","indirect migration background","Urban Area","128","0.221868076757574","0.18842588212542","0.255310271389728"
"2 on scale 1-7 ","2009","indirect migration background","Rural Area","27","","",""
"3 on scale 1-7 ","2009","no migration background","Urban Area","1777","0.178286993721484","0.170727094021116","0.185846893421853"
"3 on scale 1-7 ","2009","no migration background","Rural Area","1054","0.17721260692865","0.167371927816195","0.187053286041105"
"3 on scale 1-7 ","2009","direct migration background","Urban Area","219","0.158466228636107","0.138891915882125","0.17804054139009"
"3 on scale 1-7 ","2009","direct migration background","Rural Area","34","0.0838875277365062","0.0531269923822316","0.114648063090781"
"3 on scale 1-7 ","2009","indirect migration background","Urban Area","117","0.186494690312377","0.155144933514847","0.217844447109906"
"3 on scale 1-7 ","2009","indirect migration background","Rural Area","27","","",""
"4 on scale 1-7","2009","no migration background","Urban Area","1508","0.158385370464176","0.151174124772816","0.165596616155536"
"4 on scale 1-7","2009","no migration background","Rural Area","940","0.153945512583857","0.144644791246031","0.163246233921682"
"4 on scale 1-7","2009","direct migration background","Urban Area","182","0.150842121469305","0.131658176278772","0.170026066659838"
"4 on scale 1-7","2009","direct migration background","Rural Area","50","0.220436315134044","0.174438398137013","0.266434232131074"
"4 on scale 1-7","2009","indirect migration background","Urban Area","108","0.225768631894441","0.192118410462912","0.25941885332597"
"4 on scale 1-7","2009","indirect migration background","Rural Area","11","","",""
"5 on scale 1-7","2009","no migration background","Urban Area","1405","0.14007693049482","0.133221902537311","0.14693195845233"
"5 on scale 1-7","2009","no migration background","Rural Area","783","0.136151524980537","0.127313321635674","0.1449897283254"
"5 on scale 1-7","2009","direct migration background","Urban Area","164","0.121862173432795","0.104327479497191","0.139396867368399"
"5 on scale 1-7","2009","direct migration background","Rural Area","40","0.118242715938245","0.0824138946922552","0.154071537184234"
"5 on scale 1-7","2009","indirect migration background","Urban Area","65","0.118666757033062","0.0926378844703061","0.144695629595817"
"5 on scale 1-7","2009","indirect migration background","Rural Area","15","","",""
"6 on scale 1-7","2009","no migration background","Urban Area","603","0.0634396043454829","0.058625181299127","0.0682540273918388"
"6 on scale 1-7","2009","no migration background","Rural Area","360","0.0674767444253426","0.0610121565267483","0.0739413323239368"
"6 on scale 1-7","2009","direct migration background","Urban Area","68","0.0597919181590713","0.0470827940602592","0.0725010422578834"
"6 on scale 1-7","2009","direct migration background","Rural Area","13","","",""
"6 on scale 1-7","2009","indirect migration background","Urban Area","39","0.0646705959311337","0.0448755520159157","0.0844656398463517"
"6 on scale 1-7","2009","indirect migration background","Rural Area","11","","",""
"7 Strongly agree","2009","no migration background","Urban Area","234","0.0257589178191517","0.0226300072635631","0.0288878283747403"
"7 Strongly agree","2009","no migration background","Rural Area","123","0.0276855058109682","0.0234572275529689","0.0319137840689675"
"7 Strongly agree","2009","direct migration background","Urban Area","29","","",""
"7 Strongly agree","2009","direct migration background","Rural Area","6","","",""
"7 Strongly agree","2009","indirect migration background","Urban Area","18","","",""
"7 Strongly agree","2009","indirect migration background","Rural Area","1","","",""
"1 Strongly disagree","2010","no migration background","Urban Area","","","",""
"1 Strongly disagree","2010","no migration background","Rural Area","","","",""
"1 Strongly disagree","2010","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2010","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2010","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2010","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2010","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2010","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2010","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2010","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2010","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2010","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2010","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2010","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2010","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2010","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2010","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2010","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2010","no migration background","Urban Area","","","",""
"4 on scale 1-7","2010","no migration background","Rural Area","","","",""
"4 on scale 1-7","2010","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2010","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2010","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2010","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2010","no migration background","Urban Area","","","",""
"5 on scale 1-7","2010","no migration background","Rural Area","","","",""
"5 on scale 1-7","2010","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2010","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2010","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2010","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2010","no migration background","Urban Area","","","",""
"6 on scale 1-7","2010","no migration background","Rural Area","","","",""
"6 on scale 1-7","2010","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2010","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2010","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2010","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2010","no migration background","Urban Area","","","",""
"7 Strongly agree","2010","no migration background","Rural Area","","","",""
"7 Strongly agree","2010","direct migration background","Urban Area","","","",""
"7 Strongly agree","2010","direct migration background","Rural Area","","","",""
"7 Strongly agree","2010","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2010","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2011","no migration background","Urban Area","","","",""
"1 Strongly disagree","2011","no migration background","Rural Area","","","",""
"1 Strongly disagree","2011","direct migration background","Urban Area","","","",""
"1 Strongly disagree","2011","direct migration background","Rural Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Urban Area","","","",""
"1 Strongly disagree","2011","indirect migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"2 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","no migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","direct migration background","Rural Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Urban Area","","","",""
"3 on scale 1-7 ","2011","indirect migration background","Rural Area","","","",""
"4 on scale 1-7","2011","no migration background","Urban Area","","","",""
"4 on scale 1-7","2011","no migration background","Rural Area","","","",""
"4 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"4 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"4 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"5 on scale 1-7","2011","no migration background","Urban Area","","","",""
"5 on scale 1-7","2011","no migration background","Rural Area","","","",""
"5 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"5 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"5 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"6 on scale 1-7","2011","no migration background","Urban Area","","","",""
"6 on scale 1-7","2011","no migration background","Rural Area","","","",""
"6 on scale 1-7","2011","direct migration background","Urban Area","","","",""
"6 on scale 1-7","2011","direct migration background","Rural Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Urban Area","","","",""
"6 on scale 1-7","2011","indirect migration background","Rural Area","","","",""
"7 Strongly agree","2011","no migration background","Urban Area","","","",""
"7 Strongly agree","2011","no migration background","Rural Area","","","",""
"7 Strongly agree","2011","direct migration background","Urban Area","","","",""
"7 Strongly agree","2011","direct migration background","Rural Area","","","",""
"7 Strongly agree","2011","indirect migration background","Urban Area","","","",""
"7 Strongly agree","2011","indirect migration background","Rural Area","","","",""
"1 Strongly disagree","2012","no migration background","Urban Area","609","0.189343004494438","0.175912762744414","0.202773246244461"
"1 Strongly disagree","2012","no migration background","Rural Area","481","0.207580368962486","0.190947361054018","0.224213376870953"
"1 Strongly disagree","2012","direct migration background","Urban Area","200","0.268833902216619","0.237898224798145","0.299769579635093"
"1 Strongly disagree","2012","direct migration background","Rural Area","89","0.342116605322496","0.288342395646464","0.395890814998528"
"1 Strongly disagree","2012","indirect migration background","Urban Area","84","0.19581002023449","0.15617176670219","0.23544827376679"
"1 Strongly disagree","2012","indirect migration background","Rural Area","20","","",""
"2 on scale 1-7 ","2012","no migration background","Urban Area","808","0.242419184449601","0.227728615771781","0.25710975312742"
"2 on scale 1-7 ","2012","no migration background","Rural Area","542","0.237928454810695","0.220465364247077","0.255391545374313"
"2 on scale 1-7 ","2012","direct migration background","Urban Area","203","0.252399459319738","0.222089273215715","0.282709645423762"
"2 on scale 1-7 ","2012","direct migration background","Rural Area","58","0.18554965904236","0.141486575903593","0.229612742181126"
"2 on scale 1-7 ","2012","indirect migration background","Urban Area","93","0.259214167726157","0.215442466360743","0.30298586909157"
"2 on scale 1-7 ","2012","indirect migration background","Rural Area","28","","",""
"3 on scale 1-7 ","2012","no migration background","Urban Area","497","0.151487997679614","0.139197803678679","0.16377819168055"
"3 on scale 1-7 ","2012","no migration background","Rural Area","350","0.149335748646714","0.134718655176901","0.163952842116527"
"3 on scale 1-7 ","2012","direct migration background","Urban Area","99","0.126385000974386","0.103199451197067","0.149570550751706"
"3 on scale 1-7 ","2012","direct migration background","Rural Area","37","0.137671701700316","0.0986171950295427","0.17672620837109"
"3 on scale 1-7 ","2012","indirect migration background","Urban Area","49","0.142340932916041","0.10743976406457","0.177242101767513"
"3 on scale 1-7 ","2012","indirect migration background","Rural Area","7","","",""
"4 on scale 1-7","2012","no migration background","Urban Area","496","0.146934628322985","0.134798116965681","0.15907113968029"
"4 on scale 1-7","2012","no migration background","Rural Area","330","0.141272529796324","0.126988308154423","0.155556751438225"
"4 on scale 1-7","2012","direct migration background","Urban Area","112","0.149332443990638","0.124462969379106","0.174201918602171"
"4 on scale 1-7","2012","direct migration background","Rural Area","49","0.1270945198022","0.0893408199166313","0.164848219687768"
"4 on scale 1-7","2012","indirect migration background","Urban Area","57","0.134173578034819","0.100127534954437","0.168219621115201"
"4 on scale 1-7","2012","indirect migration background","Rural Area","13","","",""
"5 on scale 1-7","2012","no migration background","Urban Area","508","0.1572915369775","0.144811036922796","0.169772037032205"
"5 on scale 1-7","2012","no migration background","Rural Area","353","0.164986134643995","0.14976417351294","0.180208095775051"
"5 on scale 1-7","2012","direct migration background","Urban Area","95","0.107116503009618","0.0855373109459217","0.128695695073314"
"5 on scale 1-7","2012","direct migration background","Rural Area","35","0.0914339978609469","0.0587643395387627","0.124103656183131"
"5 on scale 1-7","2012","indirect migration background","Urban Area","57","0.160365968232929","0.123712181543351","0.197019754922507"
"5 on scale 1-7","2012","indirect migration background","Rural Area","18","","",""
"6 on scale 1-7","2012","no migration background","Urban Area","227","0.0664109245472253","0.0578752416127939","0.0749466074816568"
"6 on scale 1-7","2012","no migration background","Rural Area","171","0.07316642980519","0.0624867839592653","0.0838460756511146"
"6 on scale 1-7","2012","direct migration background","Urban Area","59","0.0744727185636567","0.0561536745681519","0.0927917625591616"
"6 on scale 1-7","2012","direct migration background","Rural Area","23","","",""
"6 on scale 1-7","2012","indirect migration background","Urban Area","33","0.080876656387011","0.0536423562965624","0.10811095647746"
"6 on scale 1-7","2012","indirect migration background","Rural Area","10","","",""
"7 Strongly agree","2012","no migration background","Urban Area","124","0.0461127235286366","0.0389232093351537","0.0533022377221194"
"7 Strongly agree","2012","no migration background","Rural Area","57","0.0257303333345959","0.0192370801363058","0.0322235865328861"
"7 Strongly agree","2012","direct migration background","Urban Area","21","","",""
"7 Strongly agree","2012","direct migration background","Rural Area","8","","",""
"7 Strongly agree","2012","indirect migration background","Urban Area","12","","",""
"7 Strongly agree","2012","indirect migration background","Rural Area","2","","",""
"1 Strongly disagree","2013","no migration background","Urban Area","2203","0.220909528115258","0.212911295678051","0.228907760552465"
"1 Strongly disagree","2013","no migration background","Rural Area","1340","0.214360568531171","0.204072342319858","0.224648794742485"
"1 Strongly disagree","2013","direct migration background","Urban Area","355","0.261854975583836","0.237882212258985","0.285827738908687"
"1 Strongly disagree","2013","direct migration background","Rural Area","120","0.307393029316087","0.261599277719763","0.353186780912411"
"1 Strongly disagree","2013","indirect migration background","Urban Area","109","0.167648902466654","0.137168982661204","0.198128822272104"
"1 Strongly disagree","2013","indirect migration background","Rural Area","26","","",""
"2 on scale 1-7 ","2013","no migration background","Urban Area","2458","0.230262608905866","0.222145976964527","0.238379240847205"
"2 on scale 1-7 ","2013","no migration background","Rural Area","1447","0.228258461918351","0.217736280155722","0.23878064368098"
"2 on scale 1-7 ","2013","direct migration background","Urban Area","304","0.231628948225163","0.208625192403717","0.25463270404661"
"2 on scale 1-7 ","2013","direct migration background","Rural Area","80","0.198555716235477","0.158964973202105","0.23814645926885"
"2 on scale 1-7 ","2013","indirect migration background","Urban Area","135","0.216437946513977","0.182836065878879","0.250039827149075"
"2 on scale 1-7 ","2013","indirect migration background","Rural Area","37","0.222779687396439","0.152845665833301","0.292713708959577"
"3 on scale 1-7 ","2013","no migration background","Urban Area","1669","0.158864576950395","0.151817007776068","0.165912146124722"
"3 on scale 1-7 ","2013","no migration background","Rural Area","1001","0.168795266597584","0.159404726877239","0.178185806317929"
"3 on scale 1-7 ","2013","direct migration background","Urban Area","192","0.141352973252398","0.122356339779559","0.160349606725238"
"3 on scale 1-7 ","2013","direct migration background","Rural Area","55","0.15441570932516","0.118553257249162","0.190278161401158"
"3 on scale 1-7 ","2013","indirect migration background","Urban Area","102","0.183792433841327","0.152189725213471","0.215395142469182"
"3 on scale 1-7 ","2013","indirect migration background","Rural Area","20","","",""
"4 on scale 1-7","2013","no migration background","Urban Area","1588","0.152056438257427","0.145133686942858","0.158979189571996"
"4 on scale 1-7","2013","no migration background","Rural Area","934","0.159894718444941","0.150706309095367","0.169083127794515"
"4 on scale 1-7","2013","direct migration background","Urban Area","178","0.135076669426138","0.116438819430269","0.153714519422007"
"4 on scale 1-7","2013","direct migration background","Rural Area","60","0.162879730530525","0.126232324706504","0.199527136354547"
